,team1,team2,result,date
13,Torino,Milan,nan,2022-10-30
13,Spezia,Fiorentina,nan,2022-10-30
13,Cremonese,Udinese,nan,2022-10-30
16,Lazio,Salernitana,nan,2022-10-30
12,Empoli,Atalanta,nan,2022-10-30
12,Hellas Verona,Roma,nan,2022-10-31
13,Monza,Bologna,nan,2022-10-31
14,Udinese,Lecce,nan,2022-11-04
13,Empoli,Sassuolo,nan,2022-11-05
12,Atalanta,Napoli,nan,2022-11-05
18,Milan,Spezia,nan,2022-11-05
13,Salernitana,Cremonese,nan,2022-11-05
18,Juventus,Inter,nan,2022-11-06
18,Roma,Lazio,nan,2022-11-06
14,Sampdoria,Fiorentina,nan,2022-11-06
14,Bologna,Torino,nan,2022-11-06
14,Monza,Hellas Verona,nan,2022-11-06
15,Spezia,Udinese,nan,2022-11-08
19,Napoli,Empoli,nan,2022-11-08
15,Cremonese,Milan,nan,2022-11-08
15,Torino,Sampdoria,nan,2022-11-09
14,Sassuolo,Roma,nan,2022-11-09
21,Fiorentina,Salernitana,nan,2022-11-09
14,Lecce,Atalanta,nan,2022-11-09
19,Inter,Bologna,nan,2022-11-09
14,Hellas Verona,Juventus,nan,2022-11-10
19,Lazio,Monza,nan,2022-11-10
15,Empoli,Cremonese,nan,2022-11-11
20,Napoli,Udinese,nan,2022-11-12
16,Sampdoria,Lecce,nan,2022-11-12
16,Bologna,Sassuolo,nan,2022-11-12
14,Atalanta,Inter,nan,2022-11-13
20,Roma,Torino,nan,2022-11-13
20,Milan,Fiorentina,nan,2022-11-13
15,Hellas Verona,Spezia,nan,2022-11-13
20,Juventus,Lazio,nan,2022-11-13
16,Monza,Salernitana,nan,2022-11-13
16,Lecce,Lazio,nan,2023-01-04
21,Roma,Bologna,nan,2023-01-04
16,Sassuolo,Sampdoria,nan,2023-01-04
17,Udinese,Empoli,nan,2023-01-04
21,Inter,Napoli,nan,2023-01-04
17,Torino,Hellas Verona,nan,2023-01-04
17,Spezia,Atalanta,nan,2023-01-04
16,Salernitana,Milan,nan,2023-01-04
17,Cremonese,Juventus,nan,2023-01-04
23,Fiorentina,Monza,nan,2023-01-04
22,Lazio,Empoli,nan,2023-01-08
24,Fiorentina,Sassuolo,nan,2023-01-08
17,Salernitana,Torino,nan,2023-01-08
17,Hellas Verona,Cremonese,nan,2023-01-08
18,Bologna,Atalanta,nan,2023-01-08
18,Spezia,Lecce,nan,2023-01-08
18,Sampdoria,Napoli,nan,2023-01-08
18,Monza,Inter,nan,2023-01-08
22,Milan,Roma,nan,2023-01-08
22,Juventus,Udinese,nan,2023-01-08
23,Napoli,Juventus,nan,2023-01-15
19,Torino,Spezia,nan,2023-01-15
18,Lecce,Milan,nan,2023-01-15
18,Sassuolo,Lazio,nan,2023-01-15
23,Roma,Fiorentina,nan,2023-01-15
19,Udinese,Bologna,nan,2023-01-15
17,Atalanta,Salernitana,nan,2023-01-15
18,Empoli,Sampdoria,nan,2023-01-15
23,Inter,Hellas Verona,nan,2023-01-15
19,Cremonese,Monza,nan,2023-01-15
26,Fiorentina,Torino,nan,2023-01-22
20,Bologna,Cremonese,nan,2023-01-22
24,Juventus,Atalanta,nan,2023-01-22
19,Hellas Verona,Lecce,nan,2023-01-22
20,Monza,Sassuolo,nan,2023-01-22
20,Sampdoria,Udinese,nan,2023-01-22
19,Salernitana,Napoli,nan,2023-01-22
20,Spezia,Roma,nan,2023-01-22
25,Inter,Empoli,nan,2023-01-22
24,Lazio,Milan,nan,2023-01-22
21,Bologna,Spezia,nan,2023-01-29
26,Milan,Sassuolo,nan,2023-01-29
20,Empoli,Torino,nan,2023-01-29
25,Juventus,Monza,nan,2023-01-29
21,Udinese,Hellas Verona,nan,2023-01-29
25,Napoli,Roma,nan,2023-01-29
20,Lecce,Salernitana,nan,2023-01-29
19,Atalanta,Sampdoria,nan,2023-01-29
25,Lazio,Fiorentina,nan,2023-01-29
21,Cremonese,Inter,nan,2023-01-29
27,Inter,Milan,nan,2023-02-05
28,Fiorentina,Bologna,nan,2023-02-05
22,Cremonese,Lecce,nan,2023-02-05
21,Sassuolo,Atalanta,nan,2023-02-05
21,Hellas Verona,Lazio,nan,2023-02-05
22,Spezia,Napoli,nan,2023-02-05
26,Roma,Empoli,nan,2023-02-05
22,Monza,Sampdoria,nan,2023-02-05
21,Salernitana,Juventus,nan,2023-02-05
22,Torino,Udinese,nan,2023-02-05
28,Milan,Torino,nan,2023-02-12
27,Lazio,Atalanta,nan,2023-02-12
22,Empoli,Spezia,nan,2023-02-12
23,Sampdoria,Inter,nan,2023-02-12
22,Hellas Verona,Salernitana,nan,2023-02-12
23,Udinese,Sassuolo,nan,2023-02-12
22,Lecce,Roma,nan,2023-02-12
27,Napoli,Cremonese,nan,2023-02-12
23,Bologna,Monza,nan,2023-02-12
27,Juventus,Fiorentina,nan,2023-02-12
24,Spezia,Juventus,nan,2023-02-19
24,Monza,Milan,nan,2023-02-19
23,Salernitana,Lazio,nan,2023-02-19
24,Torino,Cremonese,nan,2023-02-19
23,Sassuolo,Napoli,nan,2023-02-19
24,Sampdoria,Bologna,nan,2023-02-19
22,Atalanta,Lecce,nan,2023-02-19
28,Roma,Hellas Verona,nan,2023-02-19
29,Inter,Udinese,nan,2023-02-19
30,Fiorentina,Empoli,nan,2023-02-19
24,Hellas Verona,Fiorentina,nan,2023-02-26
24,Lecce,Sassuolo,nan,2023-02-26
25,Udinese,Spezia,nan,2023-02-26
24,Empoli,Napoli,nan,2023-02-26
25,Cremonese,Roma,nan,2023-02-26
25,Bologna,Inter,nan,2023-02-26
24,Salernitana,Monza,nan,2023-02-26
29,Lazio,Sampdoria,nan,2023-02-26
29,Juventus,Torino,nan,2023-02-26
30,Milan,Atalanta,nan,2023-02-26
26,Monza,Empoli,nan,2023-03-05
26,Torino,Bologna,nan,2023-03-05
26,Sampdoria,Salernitana,nan,2023-03-05
25,Sassuolo,Cremonese,nan,2023-03-05
32,Fiorentina,Milan,nan,2023-03-05
30,Roma,Juventus,nan,2023-03-05
31,Inter,Lecce,nan,2023-03-05
30,Napoli,Lazio,nan,2023-03-05
24,Atalanta,Udinese,nan,2023-03-05
26,Spezia,Hellas Verona,nan,2023-03-05
31,Roma,Sassuolo,nan,2023-03-12
32,Milan,Salernitana,nan,2023-03-12
27,Spezia,Inter,nan,2023-03-12
31,Juventus,Sampdoria,nan,2023-03-12
27,Cremonese,Fiorentina,nan,2023-03-12
27,Bologna,Lazio,nan,2023-03-12
26,Lecce,Torino,nan,2023-03-12
26,Empoli,Udinese,nan,2023-03-12
31,Napoli,Atalanta,nan,2023-03-12
26,Hellas Verona,Monza,nan,2023-03-12
34,Fiorentina,Lecce,nan,2023-03-19
28,Sampdoria,Hellas Verona,nan,2023-03-19
27,Salernitana,Bologna,nan,2023-03-19
33,Inter,Juventus,nan,2023-03-19
28,Monza,Cremonese,nan,2023-03-19
32,Lazio,Roma,nan,2023-03-19
28,Udinese,Milan,nan,2023-03-19
27,Sassuolo,Spezia,nan,2023-03-19
26,Atalanta,Empoli,nan,2023-03-19
28,Torino,Napoli,nan,2023-03-19
33,Juventus,Hellas Verona,nan,2023-04-02
29,Spezia,Salernitana,nan,2023-04-02
33,Roma,Sampdoria,nan,2023-04-02
29,Bologna,Udinese,nan,2023-04-02
34,Inter,Fiorentina,nan,2023-04-02
33,Napoli,Milan,nan,2023-04-02
28,Sassuolo,Torino,nan,2023-04-02
29,Cremonese,Atalanta,nan,2023-04-02
29,Monza,Lazio,nan,2023-04-02
28,Empoli,Lecce,nan,2023-04-02
30,Sampdoria,Cremonese,nan,2023-04-08
30,Torino,Roma,nan,2023-04-08
28,Atalanta,Bologna,nan,2023-04-08
29,Lecce,Napoli,nan,2023-04-08
29,Hellas Verona,Sassuolo,nan,2023-04-08
35,Milan,Empoli,nan,2023-04-08
30,Udinese,Monza,nan,2023-04-08
29,Salernitana,Inter,nan,2023-04-08
34,Lazio,Juventus,nan,2023-04-08
36,Fiorentina,Spezia,nan,2023-04-08
31,Cremonese,Empoli,nan,2023-04-16
31,Bologna,Milan,nan,2023-04-16
35,Roma,Udinese,nan,2023-04-16
30,Sassuolo,Juventus,nan,2023-04-16
31,Spezia,Lazio,nan,2023-04-16
36,Inter,Monza,nan,2023-04-16
30,Lecce,Sampdoria,nan,2023-04-16
35,Napoli,Hellas Verona,nan,2023-04-16
31,Torino,Salernitana,nan,2023-04-16
37,Fiorentina,Atalanta,nan,2023-04-16
32,Udinese,Cremonese,nan,2023-04-23
36,Juventus,Napoli,nan,2023-04-23
37,Milan,Lecce,nan,2023-04-23
30,Atalanta,Roma,nan,2023-04-23
32,Monza,Fiorentina,nan,2023-04-23
36,Lazio,Torino,nan,2023-04-23
31,Empoli,Inter,nan,2023-04-23
32,Sampdoria,Spezia,nan,2023-04-23
31,Salernitana,Sassuolo,nan,2023-04-23
31,Hellas Verona,Bologna,nan,2023-04-23
32,Sassuolo,Empoli,nan,2023-04-30
38,Inter,Lazio,nan,2023-04-30
33,Torino,Atalanta,nan,2023-04-30
37,Napoli,Salernitana,nan,2023-04-30
33,Bologna,Juventus,nan,2023-04-30
33,Cremonese,Hellas Verona,nan,2023-04-30
37,Roma,Milan,nan,2023-04-30
32,Lecce,Udinese,nan,2023-04-30
39,Fiorentina,Sampdoria,nan,2023-04-30
33,Spezia,Monza,nan,2023-04-30
39,Milan,Cremonese,nan,2023-05-03
34,Sampdoria,Torino,nan,2023-05-03
33,Salernitana,Fiorentina,nan,2023-05-03
33,Empoli,Bologna,nan,2023-05-03
38,Juventus,Lecce,nan,2023-05-03
38,Lazio,Sassuolo,nan,2023-05-03
32,Atalanta,Spezia,nan,2023-05-03
34,Monza,Roma,nan,2023-05-03
33,Hellas Verona,Inter,nan,2023-05-03
34,Udinese,Napoli,nan,2023-05-03
40,Milan,Lazio,nan,2023-05-07
33,Atalanta,Juventus,nan,2023-05-07
34,Sassuolo,Bologna,nan,2023-05-07
39,Napoli,Fiorentina,nan,2023-05-07
35,Torino,Monza,nan,2023-05-07
35,Cremonese,Spezia,nan,2023-05-07
34,Lecce,Hellas Verona,nan,2023-05-07
39,Roma,Inter,nan,2023-05-07
34,Empoli,Salernitana,nan,2023-05-07
35,Udinese,Sampdoria,nan,2023-05-07
40,Juventus,Cremonese,nan,2023-05-14
36,Monza,Napoli,nan,2023-05-14
40,Lazio,Lecce,nan,2023-05-14
36,Spezia,Milan,nan,2023-05-14
41,Inter,Sassuolo,nan,2023-05-14
36,Bologna,Roma,nan,2023-05-14
35,Salernitana,Atalanta,nan,2023-05-14
42,Fiorentina,Udinese,nan,2023-05-14
35,Hellas Verona,Torino,nan,2023-05-14
36,Sampdoria,Empoli,nan,2023-05-14
36,Sassuolo,Monza,nan,2023-05-21
37,Torino,Fiorentina,nan,2023-05-21
41,Napoli,Inter,nan,2023-05-21
42,Milan,Sampdoria,nan,2023-05-21
37,Udinese,Lazio,nan,2023-05-21
41,Roma,Salernitana,nan,2023-05-21
35,Atalanta,Hellas Verona,nan,2023-05-21
36,Empoli,Juventus,nan,2023-05-21
36,Lecce,Spezia,nan,2023-05-21
37,Cremonese,Bologna,nan,2023-05-21
42,Lazio,Cremonese,nan,2023-05-28
38,Sampdoria,Sassuolo,nan,2023-05-28
38,Spezia,Torino,nan,2023-05-28
42,Juventus,Milan,nan,2023-05-28
37,Hellas Verona,Empoli,nan,2023-05-28
38,Monza,Lecce,nan,2023-05-28
38,Bologna,Napoli,nan,2023-05-28
43,Inter,Atalanta,nan,2023-05-28
44,Fiorentina,Roma,nan,2023-05-28
37,Salernitana,Udinese,nan,2023-05-28
38,Lecce,Bologna,nan,2023-06-04
38,Sassuolo,Fiorentina,nan,2023-06-04
43,Roma,Spezia,nan,2023-06-04
43,Napoli,Sampdoria,nan,2023-06-04
44,Milan,Hellas Verona,nan,2023-06-04
38,Empoli,Lazio,nan,2023-06-04
39,Cremonese,Salernitana,nan,2023-06-04
37,Atalanta,Monza,nan,2023-06-04
39,Torino,Inter,nan,2023-06-04
39,Udinese,Juventus,nan,2023-06-04
