,team1,team2,result,date
9,chievo,atalanta,P,2018-10-21
8,fiorentina,cagliari,N,2018-10-21
9,bologna,torino,N,2018-10-21
9,sampdoria,sassuolo,N,2018-10-22
10,empoli,juventus,P,2018-10-27
10,torino,fiorentina,N,2018-10-27
15,atalanta,parma,V,2018-10-27
10,sassuolo,bologna,N,2018-10-28
10,spal,frosinone,P,2018-10-28
9,genoa,udinese,N,2018-10-28
12,napoli,roma,N,2018-10-28
10,cagliari,chievo,V,2018-10-28
11,milan,sampdoria,V,2018-10-28
12,lazio,inter,P,2018-10-29
12,milan,genoa,V,2018-10-31
13,napoli,empoli,V,2018-11-02
13,juventus,cagliari,V,2018-11-03
13,inter,genoa,V,2018-11-03
10,fiorentina,roma,N,2018-11-03
11,chievo,sassuolo,P,2018-11-04
11,parma,frosinone,N,2018-11-04
11,bologna,atalanta,P,2018-11-04
11,sampdoria,torino,P,2018-11-04
11,udinese,milan,P,2018-11-04
13,lazio,spal,V,2018-11-04
12,frosinone,fiorentina,N,2018-11-09
12,torino,parma,P,2018-11-10
12,spal,cagliari,N,2018-11-10
12,genoa,napoli,P,2018-11-10
15,roma,sampdoria,V,2018-11-11
12,empoli,udinese,V,2018-11-11
12,sassuolo,lazio,N,2018-11-11
17,atalanta,inter,V,2018-11-11
12,chievo,bologna,N,2018-11-11
15,milan,juventus,P,2018-11-11
13,udinese,roma,V,2018-11-24
16,juventus,spal,V,2018-11-24
16,inter,frosinone,V,2018-11-24
16,lazio,milan,N,2018-11-25
13,genoa,sampdoria,N,2018-11-25
13,empoli,atalanta,V,2018-11-25
13,parma,sassuolo,V,2018-11-25
16,napoli,chievo,N,2018-11-25
13,bologna,fiorentina,N,2018-11-25
13,cagliari,torino,N,2018-11-26
14,sampdoria,bologna,V,2018-12-01
14,spal,empoli,N,2018-12-01
13,fiorentina,juventus,P,2018-12-01
18,roma,inter,N,2018-12-02
14,chievo,lazio,N,2018-12-02
14,frosinone,cagliari,N,2018-12-02
14,torino,genoa,V,2018-12-02
14,sassuolo,udinese,N,2018-12-02
18,milan,parma,V,2018-12-02
19,atalanta,napoli,P,2018-12-03
19,juventus,inter,V,2018-12-07
19,napoli,frosinone,V,2018-12-08
16,cagliari,roma,N,2018-12-08
19,lazio,sampdoria,N,2018-12-08
16,sassuolo,fiorentina,N,2018-12-09
19,milan,torino,N,2018-12-09
15,empoli,bologna,V,2018-12-09
16,genoa,spal,N,2018-12-09
15,parma,chievo,N,2018-12-09
15,udinese,atalanta,P,2018-12-09
17,torino,juventus,P,2018-12-15
21,inter,udinese,V,2018-12-15
17,spal,chievo,N,2018-12-16
17,cagliari,napoli,P,2018-12-16
15,fiorentina,empoli,V,2018-12-16
17,sampdoria,parma,V,2018-12-16
21,roma,genoa,V,2018-12-16
16,frosinone,sassuolo,P,2018-12-16
21,atalanta,lazio,V,2018-12-17
17,bologna,milan,N,2018-12-18
22,lazio,cagliari,V,2018-12-22
22,napoli,spal,V,2018-12-22
17,parma,bologna,N,2018-12-22
22,milan,fiorentina,P,2018-12-22
18,sassuolo,torino,N,2018-12-22
17,udinese,frosinone,N,2018-12-22
22,juventus,roma,V,2018-12-22
17,empoli,sampdoria,P,2018-12-22
18,chievo,inter,N,2018-12-22
18,genoa,atalanta,V,2018-12-22
19,cagliari,genoa,V,2018-12-26
18,frosinone,milan,N,2018-12-26
19,torino,empoli,V,2018-12-26
19,sampdoria,chievo,V,2018-12-26
19,spal,udinese,N,2018-12-26
17,fiorentina,parma,P,2018-12-26
19,bologna,lazio,P,2018-12-26
23,atalanta,juventus,N,2018-12-26
23,inter,napoli,V,2018-12-26
23,roma,sassuolo,V,2018-12-26
19,udinese,cagliari,V,2018-12-29
24,lazio,torino,N,2018-12-29
19,parma,roma,P,2018-12-29
24,napoli,bologna,V,2018-12-29
20,genoa,fiorentina,N,2018-12-29
20,sassuolo,atalanta,P,2018-12-29
20,chievo,frosinone,V,2018-12-29
24,milan,spal,V,2018-12-29
19,empoli,inter,P,2018-12-29
24,juventus,sampdoria,V,2018-12-29
20,udinese,parma,P,2019-01-19
26,inter,sassuolo,N,2019-01-19
26,roma,torino,V,2019-01-19
22,cagliari,empoli,N,2019-01-20
21,spal,bologna,N,2019-01-20
20,fiorentina,sampdoria,N,2019-01-20
26,napoli,lazio,V,2019-01-20
20,frosinone,atalanta,P,2019-01-20
21,genoa,milan,P,2019-01-21
27,juventus,chievo,V,2019-01-21
23,sassuolo,cagliari,V,2019-01-26
28,milan,napoli,N,2019-01-26
23,sampdoria,udinese,V,2019-01-26
23,bologna,frosinone,P,2019-01-27
27,lazio,juventus,P,2019-01-27
22,chievo,fiorentina,P,2019-01-27
23,torino,inter,V,2019-01-27
27,atalanta,roma,N,2019-01-27
21,parma,spal,P,2019-01-27
21,empoli,genoa,P,2019-01-28
30,juventus,parma,N,2019-02-02
29,napoli,sampdoria,V,2019-02-02
22,empoli,chievo,N,2019-02-02
29,inter,bologna,P,2019-02-03
23,spal,torino,N,2019-02-03
29,roma,milan,N,2019-02-03
22,udinese,fiorentina,N,2019-02-03
23,genoa,sassuolo,N,2019-02-03
24,cagliari,atalanta,P,2019-02-04
22,frosinone,lazio,P,2019-02-04
30,lazio,empoli,V,2019-02-07
24,chievo,roma,P,2019-02-08
24,fiorentina,napoli,N,2019-02-09
23,parma,inter,P,2019-02-09
25,sassuolo,juventus,P,2019-02-10
30,atalanta,spal,V,2019-02-10
25,torino,udinese,V,2019-02-10
31,milan,cagliari,V,2019-02-10
25,sampdoria,frosinone,P,2019-02-10
25,bologna,genoa,N,2019-02-10
32,juventus,frosinone,V,2019-02-15
31,atalanta,milan,P,2019-02-16
26,cagliari,parma,V,2019-02-16
25,spal,fiorentina,P,2019-02-17
32,inter,sampdoria,V,2019-02-17
25,genoa,lazio,V,2019-02-17
24,empoli,sassuolo,V,2019-02-17
32,napoli,torino,N,2019-02-17
24,udinese,chievo,V,2019-02-17
32,roma,bologna,V,2019-02-18
33,milan,empoli,V,2019-02-22
25,frosinone,roma,P,2019-02-23
27,torino,atalanta,V,2019-02-23
27,sassuolo,spal,N,2019-02-24
27,bologna,juventus,P,2019-02-24
26,fiorentina,inter,N,2019-02-24
27,sampdoria,cagliari,V,2019-02-24
26,chievo,genoa,N,2019-02-24
25,parma,napoli,P,2019-02-24
28,cagliari,inter,V,2019-03-01
26,empoli,parma,N,2019-03-02
35,lazio,roma,V,2019-03-02
35,milan,sassuolo,V,2019-03-02
35,napoli,juventus,P,2019-03-03
27,spal,sampdoria,P,2019-03-03
34,atalanta,fiorentina,V,2019-03-03
27,genoa,frosinone,N,2019-03-03
28,torino,chievo,V,2019-03-03
25,udinese,bologna,V,2019-03-03
36,juventus,udinese,V,2019-03-08
28,chievo,milan,P,2019-03-09
27,parma,genoa,V,2019-03-09
37,inter,spal,V,2019-03-10
29,sassuolo,napoli,N,2019-03-10
29,sampdoria,atalanta,P,2019-03-10
29,fiorentina,lazio,N,2019-03-10
27,frosinone,torino,P,2019-03-10
29,bologna,cagliari,V,2019-03-10
36,roma,empoli,V,2019-03-11
30,cagliari,fiorentina,V,2019-03-15
30,torino,bologna,P,2019-03-16
30,sassuolo,sampdoria,P,2019-03-16
29,spal,roma,V,2019-03-16
39,napoli,udinese,V,2019-03-17
28,empoli,frosinone,V,2019-03-17
36,atalanta,chievo,N,2019-03-17
37,lazio,parma,V,2019-03-17
29,genoa,juventus,V,2019-03-17
37,milan,inter,P,2019-03-17
30,chievo,cagliari,P,2019-03-29
28,udinese,genoa,V,2019-03-30
31,sampdoria,milan,V,2019-03-30
39,juventus,empoli,V,2019-03-30
38,roma,napoli,P,2019-03-31
40,inter,lazio,P,2019-03-31
29,parma,atalanta,P,2019-03-31
29,frosinone,spal,P,2019-03-31
31,fiorentina,torino,N,2019-03-31
31,bologna,sassuolo,V,2019-03-31
39,milan,udinese,N,2019-04-02
32,cagliari,juventus,P,2019-04-02
39,roma,fiorentina,N,2019-04-03
32,torino,sampdoria,V,2019-04-03
31,genoa,inter,P,2019-04-03
30,frosinone,parma,V,2019-04-03
31,spal,lazio,V,2019-04-03
30,empoli,napoli,V,2019-04-03
32,sassuolo,chievo,V,2019-04-04
38,atalanta,bologna,V,2019-04-04
41,juventus,milan,V,2019-04-06
33,sampdoria,roma,P,2019-04-06
31,parma,torino,N,2019-04-06
30,udinese,empoli,V,2019-04-07
40,lazio,sassuolo,N,2019-04-07
42,napoli,genoa,N,2019-04-07
42,inter,atalanta,N,2019-04-07
33,fiorentina,frosinone,P,2019-04-07
33,cagliari,spal,V,2019-04-07
33,bologna,chievo,V,2019-04-08
41,milan,lazio,V,2019-04-13
33,spal,juventus,V,2019-04-13
41,roma,udinese,V,2019-04-13
33,chievo,napoli,P,2019-04-14
34,torino,cagliari,N,2019-04-14
34,sassuolo,parma,N,2019-04-14
34,fiorentina,bologna,N,2019-04-14
34,sampdoria,genoa,V,2019-04-14
32,frosinone,inter,P,2019-04-14
40,atalanta,empoli,N,2019-04-15
42,lazio,udinese,V,2019-04-17
33,udinese,sassuolo,N,2019-04-20
44,inter,roma,N,2019-04-20
33,parma,milan,N,2019-04-20
33,empoli,spal,P,2019-04-20
43,lazio,chievo,P,2019-04-20
35,bologna,sampdoria,V,2019-04-20
34,genoa,torino,P,2019-04-20
35,cagliari,frosinone,V,2019-04-20
45,juventus,fiorentina,V,2019-04-20
46,napoli,atalanta,P,2019-04-22
45,inter,juventus,N,2019-04-27
43,roma,cagliari,V,2019-04-27
36,bologna,empoli,V,2019-04-27
36,sampdoria,lazio,P,2019-04-28
35,chievo,parma,N,2019-04-28
36,torino,milan,V,2019-04-28
34,frosinone,napoli,P,2019-04-28
35,spal,genoa,N,2019-04-28
43,atalanta,udinese,V,2019-04-29
37,fiorentina,sassuolo,P,2019-04-29
47,juventus,torino,N,2019-05-03
35,udinese,inter,N,2019-05-04
36,chievo,spal,P,2019-05-04
46,lazio,atalanta,P,2019-05-05
36,genoa,roma,N,2019-05-05
48,napoli,cagliari,V,2019-05-05
35,empoli,fiorentina,V,2019-05-05
35,parma,sampdoria,N,2019-05-05
37,sassuolo,frosinone,N,2019-05-05
45,milan,bologna,V,2019-05-06
45,atalanta,genoa,V,2019-05-11
38,cagliari,lazio,P,2019-05-11
39,fiorentina,milan,P,2019-05-11
38,sampdoria,empoli,P,2019-05-12
45,roma,juventus,V,2019-05-12
37,spal,napoli,P,2019-05-12
36,frosinone,udinese,P,2019-05-12
38,torino,sassuolo,V,2019-05-12
47,inter,chievo,V,2019-05-13
38,bologna,parma,V,2019-05-13
37,udinese,spal,V,2019-05-18
39,sassuolo,roma,N,2019-05-18
38,genoa,cagliari,N,2019-05-18
49,juventus,atalanta,N,2019-05-19
37,parma,fiorentina,V,2019-05-19
50,napoli,inter,V,2019-05-19
47,milan,frosinone,V,2019-05-19
38,chievo,sampdoria,N,2019-05-19
37,empoli,torino,V,2019-05-19
49,lazio,bologna,N,2019-05-20
40,bologna,napoli,V,2019-05-25
38,frosinone,chievo,N,2019-05-25
41,fiorentina,genoa,N,2019-05-26
40,torino,lazio,V,2019-05-26
49,inter,empoli,V,2019-05-26
40,cagliari,udinese,P,2019-05-26
47,roma,parma,V,2019-05-26
48,atalanta,sassuolo,V,2019-05-26
40,sampdoria,juventus,V,2019-05-26
39,spal,milan,P,2019-05-26
