,home,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a,prediction
183,28,V,-0.1999999999999999,25,-3.6000000000000014,-1.4,0.0,-0.2,-15.799999999999995,-0.7999999999999989,-1.6,-0.2,0.0,0.0,0
184,21,P,-0.3999999999999999,14,-1.6000000000000014,-1.0,0.0,0.0,-8.400000000000006,0.5999999999999996,0.8,-0.2,1.0,1.0,0
185,12,V,1.0,11,1.6000000000000014,2.4,-0.2,-0.2,-2.6000000000000014,0.6000000000000014,-1.2000000000000002,-0.2,0.0,2.0,1
186,9,V,0.0,22,0.4000000000000003,2.4,-0.2,-0.4,-0.8000000000000043,2.6000000000000014,0.0,-0.2,2.0,0.0,1
187,24,V,-0.1999999999999999,3,-1.8000000000000007,-2.4000000000000004,0.2,0.4,0.4000000000000057,1.6000000000000014,0.1999999999999997,0.0,2.0,0.0,1
188,20,V,-0.1999999999999999,16,-4.6,-2.4000000000000004,0.0,0.0,-10.400000000000006,-5.4,-1.2000000000000002,0.0,2.0,0.0,0
189,15,V,0.8000000000000003,24,3.0,1.4000000000000004,0.3999999999999999,0.4,7.799999999999997,-2.4000000000000004,-1.0,-0.2,2.0,0.0,1
190,19,P,0.0,9,6.200000000000001,1.5999999999999996,0.0,0.0,15.800000000000004,-8.8,-1.0,0.2,2.0,0.0,1
191,25,V,-1.0,27,2.3999999999999986,-0.5999999999999996,-0.2,-0.2,16.0,-5.200000000000003,-0.4000000000000003,0.0,0.0,2.0,1
192,2,N,-0.3999999999999999,12,4.6,1.4000000000000004,-0.2,-0.2,1.6000000000000014,1.0,0.3999999999999999,0.0,2.0,0.0,0
193,14,V,1.2,20,4.4,2.6,0.4,0.4,19.6,-2.6000000000000014,-0.7999999999999998,0.2,2.0,0.0,1
194,17,V,-0.6000000000000001,28,4.0,1.2000000000000002,0.2,0.2,10.4,1.4000000000000004,1.0,0.0,1.0,1.0,1
195,11,P,-0.6000000000000001,21,-9.4,-2.6,0.0,0.0,-10.4,6.4,1.7999999999999998,0.4,0.0,1.0,2
196,16,N,-1.0,13,4.4,-1.2000000000000002,-0.2,-0.2,6.799999999999997,0.8000000000000007,0.2000000000000001,0.0,0.0,3.0,2
197,3,N,0.3999999999999999,4,1.1999999999999993,3.0,0.0,0.0,-6.399999999999999,-4.0,0.0,0.0,1.0,2.0,1
198,0,P,2.4,22,6.399999999999999,5.6,0.0,0.0,6.200000000000003,-2.0,-0.3999999999999999,-0.2,2.0,1.0,1
199,3,P,0.0,17,-5.600000000000001,-1.2000000000000002,0.0,0.0,-8.199999999999996,-4.0,0.2000000000000001,0.4,0.0,3.0,0
200,9,N,0.3999999999999999,11,3.799999999999999,1.3999999999999997,-0.2,-0.2,-6.600000000000001,0.1999999999999993,-1.6,0.0,0.0,1.0,1
201,27,P,-1.0,0,-7.600000000000001,-2.2,0.2,0.0,-14.799999999999995,7.199999999999999,1.0,0.2,2.0,0.0,2
202,22,P,-0.3999999999999999,2,-2.6,-3.2,0.2,0.2,-4.200000000000003,-2.0,-1.4,-0.2,1.0,1.0,0
203,13,N,1.2,4,0.1999999999999993,3.6,0.0,0.0,-1.0,0.8000000000000007,-0.4000000000000003,-0.2,2.0,1.0,1
204,19,V,-1.8,14,3.6000000000000014,0.0,-0.4,-0.4,-1.7999999999999972,-4.0,0.0,0.0,0.0,3.0,1
205,21,N,-0.3999999999999999,15,5.0,0.8000000000000007,-0.1999999999999999,-0.4,5.600000000000001,-2.0,0.8000000000000003,0.0,1.0,1.0,0
206,12,V,1.4,16,-0.8000000000000007,2.0,0.4,0.4,4.200000000000003,0.4000000000000021,0.1999999999999997,0.2,1.0,0.0,1
207,24,N,0.4000000000000001,25,-0.7999999999999989,0.2000000000000001,0.2,0.2,-22.6,1.3999999999999986,1.0,0.2,1.0,1.0,0
208,20,V,-0.6000000000000001,28,-3.2,-1.0,0.0,0.0,-2.0,4.800000000000001,1.6,0.0,2.0,0.0,2
209,4,N,-0.3999999999999999,20,4.199999999999999,-1.0,0.2,0.2,7.600000000000001,-0.5999999999999996,-0.3999999999999999,0.2,2.0,1.0,0
210,25,V,-1.0,21,-8.599999999999998,-2.4000000000000004,-0.2,-0.2,0.0,1.0,-1.7999999999999998,0.4,0.0,2.0,0
211,2,V,0.6000000000000001,3,4.0,1.6000000000000003,0.0,0.0,8.199999999999996,7.599999999999998,0.1999999999999997,-0.2,3.0,0.0,1
212,14,V,1.2000000000000002,9,-2.2,0.7999999999999998,0.4,0.4,20.0,-3.6000000000000014,-0.5999999999999996,0.0,2.0,0.0,0
213,17,N,-1.0000000000000002,12,2.599999999999998,-1.4000000000000004,-0.6,-0.6,-6.0,-1.8000000000000007,0.5999999999999996,0.0,3.0,0.0,1
214,0,N,3.0,11,11.4,4.199999999999999,0.2,0.1999999999999999,14.4,-6.600000000000001,-1.4,0.0,2.0,1.0,1
215,16,V,-0.4,27,1.4000000000000004,-0.8000000000000003,-0.2,-0.2,0.6000000000000014,-5.200000000000001,-1.6,-0.3999999999999999,1.0,2.0,1
216,28,P,-0.3999999999999999,13,-3.0,-1.7999999999999998,-0.2,-0.2,0.0,-3.6000000000000014,-1.1999999999999995,-0.2,0.0,2.0,0
217,15,V,1.2000000000000002,22,-1.1999999999999993,1.5999999999999996,0.3999999999999999,0.3999999999999999,-2.0,-1.599999999999998,0.1999999999999997,-0.2,1.0,2.0,1
218,24,P,0.3999999999999999,19,1.0,-0.3999999999999994,0.2,0.2,-15.799999999999995,3.4000000000000004,2.0,0.4,1.0,2.0,0
219,15,N,0.9999999999999998,12,0.5999999999999996,-0.2000000000000001,0.1999999999999999,0.1999999999999999,-3.3999999999999986,-0.8000000000000007,0.0,-0.2,2.0,0.0,0
220,21,P,0.0,2,6.6,0.7999999999999998,0.4,0.4,1.5999999999999943,-3.8000000000000007,1.1999999999999995,0.0,2.0,1.0,1
221,12,V,-1.0,14,-0.4000000000000003,-0.7999999999999998,-0.4,-0.4,-5.400000000000006,0.4000000000000003,0.6000000000000001,0.2,0.0,3.0,1
222,27,P,-0.8,24,-5.200000000000001,-1.6000000000000003,-0.2,-0.2,2.0,1.3999999999999986,0.0,0.2,2.0,1.0,0
223,9,P,-2.4000000000000004,0,-8.000000000000002,-4.4,-0.4,-0.6,-23.8,3.0000000000000018,0.3999999999999999,0.0,1.0,1.0,0
224,3,N,-0.1999999999999999,28,-4.399999999999999,-0.7999999999999998,0.2,0.2,-3.6000000000000014,-0.3999999999999986,1.8000000000000005,0.4,1.0,2.0,2
225,19,P,0.3999999999999999,16,1.4000000000000004,0.7999999999999998,-0.2,-0.2,16.4,-3.2,-0.1999999999999999,-0.2,3.0,0.0,1
226,20,P,-1.0,15,-3.799999999999999,-1.0,-0.4,-0.4,-3.3999999999999986,3.2,0.3999999999999999,0.0,0.0,3.0,2
227,13,V,0.2000000000000001,17,-3.3999999999999986,1.0,0.2,0.2,-5.800000000000004,1.8000000000000007,0.7999999999999998,0.2,3.0,0.0,0
228,11,V,0.1999999999999999,4,-5.800000000000001,0.0,0.2,0.1999999999999999,-10.200000000000005,5.399999999999999,2.0,0.2,0.0,2.0,1
229,22,P,-0.5999999999999999,25,2.6,-1.2000000000000002,0.2,0.2,-2.6000000000000014,2.6000000000000014,0.4000000000000001,-0.2,0.0,2.0,0
230,0,V,0.8,21,1.1999999999999993,1.4000000000000004,0.0,0.1999999999999999,2.3999999999999986,1.5999999999999996,-1.6,-0.4,1.0,0.0,1
231,16,V,0.6000000000000001,22,-0.5999999999999996,1.6,0.0,0.0,-5.600000000000001,-2.8000000000000007,0.0,0.2,1.0,2.0,1
232,2,P,0.8,11,5.600000000000001,0.2000000000000001,-0.2,-0.4,6.600000000000001,-0.3999999999999986,-0.2000000000000001,0.0,0.0,1.0,1
233,15,V,0.5999999999999999,13,-1.5999999999999996,-1.2000000000000002,0.2,0.2,2.8000000000000043,-2.0,-0.5999999999999996,-0.2,1.0,2.0,0
234,4,P,-0.6000000000000001,19,-0.4000000000000003,0.0,0.2,0.4,-5.800000000000004,3.8000000000000007,0.4000000000000003,0.0,1.0,2.0,2
235,25,P,0.2000000000000001,20,2.0,0.8000000000000007,0.2,0.2,8.399999999999999,-2.0,-0.7999999999999998,0.2,0.0,2.0,1
236,28,N,-0.1999999999999999,12,4.199999999999999,1.2000000000000002,-0.4,-0.4,-1.3999999999999986,-3.200000000000001,-0.5999999999999999,-0.2,2.0,0.0,0
237,24,P,1.4,9,3.9999999999999982,1.1999999999999995,0.6,0.6,8.800000000000004,0.6000000000000014,1.0,0.2,0.0,1.0,2
238,14,V,0.8,3,1.6000000000000014,-0.2000000000000001,0.3999999999999999,0.3999999999999999,13.0,4.199999999999999,0.1999999999999997,-0.2,3.0,0.0,1
239,17,V,1.2000000000000002,27,10.000000000000002,2.2,0.0,0.0,5.399999999999999,-3.2,-1.2000000000000002,-0.6,0.0,2.0,1
240,3,P,-1.0,19,-7.0,-1.2000000000000002,0.2,0.2,-18.4,-1.0,-0.6000000000000001,0.4,0.0,3.0,0
241,22,P,-0.6000000000000001,14,-0.1999999999999993,-0.7999999999999998,-0.2,-0.2,-14.0,4.199999999999999,0.3999999999999999,0.0,1.0,2.0,2
242,2,N,1.2000000000000002,28,-3.6,-0.1999999999999993,0.0,0.0,-1.0,6.399999999999999,1.7999999999999998,0.6,1.0,2.0,0
243,9,N,0.0,17,-8.399999999999999,-0.3999999999999999,0.4,0.4,-14.800000000000004,0.8000000000000007,0.3999999999999999,0.2,2.0,1.0,2
244,21,V,-0.1999999999999999,16,5.0,0.2000000000000001,-0.2,-0.2,14.200000000000005,1.200000000000001,0.3999999999999999,0.2,3.0,0.0,1
245,11,P,-0.4000000000000001,15,-5.199999999999999,0.0,0.2,0.3999999999999999,-3.0,4.6,1.0,0.2,1.0,2.0,0
246,15,V,0.4000000000000001,2,-0.5999999999999996,0.6000000000000005,0.2,0.2,-2.799999999999997,-6.199999999999999,-0.3999999999999999,-0.4,1.0,0.0,1
247,19,V,1.8000000000000005,27,5.4,2.8,0.2,0.2,12.0,-3.799999999999999,-0.4000000000000003,-0.6,1.0,0.0,1
248,4,P,-1.0,21,-2.9999999999999982,-1.0,0.0,0.2,-3.4000000000000057,0.1999999999999993,0.0,-0.4,0.0,1.0,2
249,16,P,-0.9999999999999998,0,-8.2,-2.6000000000000005,0.0,0.0,-15.0,-2.2,0.9999999999999998,0.2,0.0,3.0,2
250,14,V,0.0,13,0.1999999999999993,-1.0,0.2,0.2,8.599999999999994,2.8000000000000007,0.0,-0.2,2.0,0.0,0
251,24,V,0.1999999999999999,12,4.4,0.4000000000000003,0.0,0.0,-5.600000000000001,3.0000000000000018,1.6,0.2,2.0,1.0,0
252,28,N,-1.0,9,4.399999999999999,0.3999999999999999,-0.6,-0.6,8.399999999999999,-1.4000000000000004,-0.7999999999999998,-0.4,0.0,2.0,0
253,17,P,-0.4000000000000001,11,6.999999999999998,-1.7999999999999998,-0.6,-0.8,6.800000000000004,-1.1999999999999993,-1.4,-0.2,3.0,0.0,1
254,20,P,0.1999999999999999,22,-3.6,0.5999999999999996,-0.4,-0.4,-5.200000000000003,-5.799999999999999,-0.7999999999999998,0.0,0.0,3.0,1
255,25,V,1.0,3,5.6,2.4000000000000004,0.0,0.0,18.0,0.8000000000000007,0.8,0.0,3.0,0.0,0
256,12,V,-0.3999999999999999,4,-0.5999999999999996,-1.0000000000000004,0.2,-0.2,-6.399999999999999,2.400000000000002,-0.6000000000000001,0.2,0.0,2.0,1
257,27,N,-0.6,20,-3.8000000000000007,-1.6,0.0,0.0,1.3999999999999986,0.6000000000000014,0.6000000000000001,0.6,0.0,2.0,1
258,13,V,0.0,24,-1.8000000000000007,0.3999999999999994,-0.3999999999999999,-0.3999999999999999,2.3999999999999986,-5.400000000000002,-1.4000000000000004,0.2,3.0,0.0,1
259,0,V,2.2,25,3.8000000000000007,2.6000000000000005,0.2,0.2,2.199999999999996,3.0,-0.9999999999999998,-0.2,3.0,0.0,1
260,16,P,1.0000000000000002,17,-6.0,2.2,0.4,0.4,-14.799999999999995,-2.0,1.0,0.0,0.0,2.0,2
261,2,P,-0.8,14,-3.2,-1.3999999999999997,-0.4,-0.4,-6.200000000000003,2.799999999999999,1.0,0.4,0.0,3.0,0
262,9,N,0.7999999999999999,3,3.3999999999999995,1.6,0.3999999999999999,0.3999999999999999,8.800000000000004,2.6,0.2000000000000001,0.2,2.0,0.0,1
263,22,P,-0.1999999999999999,4,1.0,-0.9999999999999996,0.4,0.0,-5.799999999999997,4.599999999999998,-2.0000000000000004,-0.2,0.0,2.0,1
264,12,P,-1.2000000000000002,19,-4.799999999999999,-1.8000000000000005,0.0,0.0,-14.6,2.9999999999999982,-0.6000000000000001,0.2,0.0,3.0,0
265,27,V,0.1999999999999999,28,-5.6,-0.7999999999999998,0.0,0.2,1.0,2.599999999999998,0.6000000000000001,0.2,1.0,1.0,1
266,11,P,1.2,20,-1.0,0.5999999999999996,0.6,0.6,-0.2000000000000028,-1.8000000000000007,0.8000000000000003,0.4,0.0,3.0,0
267,21,V,0.8,24,5.0,3.3999999999999995,-0.3999999999999999,-0.3999999999999999,11.200000000000005,-5.6,-0.4000000000000003,0.2,2.0,0.0,1
268,0,V,1.7999999999999998,15,2.6,2.3999999999999995,-0.2,-0.2,10.4,5.199999999999999,-0.1999999999999997,0.0,2.0,0.0,1
269,13,N,-0.1999999999999999,25,-2.799999999999999,-2.0,0.0,0.0,-5.800000000000004,3.4000000000000004,-0.4000000000000003,0.2,1.0,1.0,1
270,14,V,0.1999999999999999,16,7.600000000000001,0.9999999999999996,-0.2,-0.2,15.6,3.4000000000000004,0.3999999999999999,0.2,2.0,0.0,1
271,3,N,-1.2000000000000002,11,-3.4000000000000004,-1.2000000000000002,-0.3999999999999999,-0.6000000000000001,-14.4,0.5999999999999996,0.1999999999999997,0.0,0.0,3.0,1
272,4,V,0.1999999999999999,27,1.8000000000000007,1.0,0.0,0.0,5.600000000000001,1.799999999999999,2.0000000000000004,0.0,0.0,0.0,1
273,15,V,0.3999999999999999,9,-0.1999999999999993,-0.3999999999999994,-0.3999999999999999,-0.3999999999999999,-2.6000000000000014,-0.5999999999999996,-0.1999999999999997,-0.6,2.0,0.0,0
274,20,P,-0.8,13,-2.6000000000000014,-0.2000000000000001,-0.2,-0.2,-7.399999999999999,2.0,-0.6000000000000001,-0.4,1.0,1.0,2
275,19,V,1.0,22,3.4000000000000004,2.2,-0.2,-0.2,14.0,-9.6,-0.3999999999999999,0.0,2.0,0.0,1
276,24,P,0.8,2,-2.4000000000000004,2.0,0.4,0.4,-10.4,1.8000000000000007,1.1999999999999995,-0.2,1.0,2.0,1
277,17,V,-0.8,21,-3.0,-3.6,0.0,0.0,5.199999999999996,2.0,-1.0,-0.2,1.0,1.0,1
278,28,P,-3.2,0,-2.0,-2.6000000000000005,0.0,0.0,-7.600000000000001,-1.5999999999999996,-0.2000000000000001,0.0,0.0,3.0,0
279,25,N,0.8,12,5.6,1.4000000000000004,0.2,0.2,12.799999999999995,-1.200000000000001,1.4,-0.2,3.0,0.0,1
280,27,P,-1.2000000000000002,15,1.5999999999999996,-0.3999999999999999,-0.4,-0.2,0.3999999999999986,-0.7999999999999989,-0.9999999999999998,0.0,1.0,1.0,0
281,11,P,-0.3999999999999999,14,-9.2,-2.4000000000000004,0.6,0.7999999999999999,-8.199999999999996,1.0,-0.2000000000000001,0.0,1.0,1.0,2
282,13,V,0.8,3,8.399999999999999,2.0,0.0,0.0,21.0,1.1999999999999993,-0.2000000000000001,0.3999999999999999,3.0,0.0,1
283,9,P,-0.3999999999999999,25,-2.6,-1.0,0.3999999999999999,0.3999999999999999,-11.199999999999996,-2.2,-0.3999999999999999,0.8,1.0,1.0,1
284,12,V,-0.1999999999999999,20,-1.4000000000000004,-0.6000000000000001,0.0,0.0,3.200000000000003,-2.0,-0.5999999999999999,0.0,1.0,2.0,1
285,22,N,-1.0,17,-4.0,-1.7999999999999998,0.2,0.2,-11.599999999999994,6.799999999999999,1.1999999999999995,0.0,0.0,3.0,2
286,2,N,-1.2000000000000002,4,4.6,-1.1999999999999995,0.0,-0.2,5.600000000000001,0.8000000000000007,-1.7999999999999998,0.2,1.0,2.0,1
287,16,P,-0.1999999999999999,24,-4.4,-3.0,0.2,0.2,-1.3999999999999986,-8.4,-1.7999999999999998,0.0,0.0,2.0,0
288,0,V,1.7999999999999998,19,3.3999999999999986,1.7999999999999998,-0.2,-0.2,-3.0,3.0,1.0000000000000002,0.0,1.0,1.0,0
289,21,P,1.6,28,3.9999999999999982,3.3999999999999995,0.0,0.0,3.6000000000000014,-0.1999999999999993,0.8,0.0,2.0,1.0,1
290,14,V,1.4,27,7.800000000000001,3.3999999999999995,0.2,0.0,11.199999999999996,-1.1999999999999993,0.4000000000000001,0.2,2.0,0.0,1
291,25,V,1.8,16,4.4,3.4,0.0,0.0,15.200000000000005,6.4,1.2000000000000002,-0.2,2.0,0.0,1
292,15,P,0.2000000000000001,17,-8.000000000000002,-2.2,0.0,0.0,-15.0,2.200000000000001,1.4,0.0,1.0,1.0,0
293,28,N,-0.6000000000000001,11,0.5999999999999996,-0.8000000000000003,-0.8,-1.0,-3.0,-2.8000000000000007,0.0,-0.2,2.0,0.0,1
294,4,P,-1.7999999999999998,0,-6.400000000000002,-3.0,0.2,0.4,-9.800000000000004,-0.1999999999999993,1.4,0.2,2.0,1.0,2
295,20,P,0.8,9,-2.0,-0.5999999999999996,-0.2,-0.2,-5.0,1.5999999999999996,0.0,-0.3999999999999999,2.0,0.0,0
296,19,V,-0.1999999999999999,21,-4.0,-0.7999999999999998,0.2,0.2,11.200000000000005,1.1999999999999993,-1.2,-0.2,1.0,1.0,0
297,13,P,1.8,2,2.8000000000000007,3.2,0.2,0.2,3.3999999999999986,-0.4000000000000021,1.0,0.6,2.0,1.0,1
298,24,V,0.3999999999999999,22,4.4,1.7999999999999998,0.1999999999999999,0.1999999999999999,-0.3999999999999986,-0.6000000000000014,0.2000000000000001,-0.2,3.0,0.0,1
299,3,V,-1.0,12,-0.8000000000000007,-0.8000000000000003,0.0,0.0,-8.200000000000003,1.5999999999999996,1.4,-0.2,0.0,1.0,2
300,17,V,-0.6000000000000001,14,0.1999999999999993,-0.2000000000000001,0.0,0.0,3.800000000000004,0.5999999999999996,-1.4,-0.2,0.0,3.0,0
301,16,V,-0.4000000000000001,15,-1.1999999999999993,-0.7999999999999998,0.3999999999999999,0.3999999999999999,-6.799999999999997,-3.400000000000002,-0.5999999999999999,0.2,0.0,3.0,2
302,2,P,-1.7999999999999998,25,2.799999999999999,-2.4,-0.3999999999999999,-0.3999999999999999,-6.400000000000006,-0.1999999999999993,0.1999999999999997,0.2,1.0,1.0,0
303,9,N,-0.3999999999999999,4,2.0,1.4000000000000004,0.2,0.2,8.200000000000003,1.0,0.0,0.0,0.0,2.0,1
304,21,V,-0.4000000000000001,20,3.8000000000000007,1.3999999999999997,-0.2,-0.2,1.7999999999999972,-2.200000000000001,0.2000000000000001,0.0,2.0,1.0,1
305,0,V,1.0,24,4.200000000000001,1.8000000000000007,-0.2,-0.2,18.2,-1.0,-0.1999999999999997,0.0,1.0,1.0,0
306,27,V,0.1999999999999999,3,4.6,1.0,0.2,0.3999999999999999,9.800000000000004,-1.200000000000001,-2.0,0.0,3.0,0.0,0
307,11,P,-0.1999999999999999,19,-7.000000000000002,-4.8,0.6,1.0,-11.6,4.0,1.0,0.2,0.0,1.0,0
308,12,N,-1.1999999999999995,13,-8.2,-2.6,-0.2,-0.3999999999999999,-14.199999999999996,-3.6,-1.6,-0.3999999999999999,0.0,3.0,2
309,22,P,-0.3999999999999999,28,-2.8000000000000007,-0.8000000000000003,0.2,0.2,-2.8000000000000043,3.4000000000000004,0.0,0.2,0.0,1.0,2
310,3,P,0.1999999999999999,21,-6.6,-1.7999999999999998,0.2,0.2,-9.0,2.8000000000000007,0.2000000000000001,-0.2,0.0,3.0,2
311,15,P,-1.6,25,-0.4000000000000003,-1.5999999999999996,-0.3999999999999999,-0.3999999999999999,-7.199999999999996,-2.3999999999999986,0.3999999999999999,0.2,1.0,0.0,0
312,14,N,0.7999999999999998,0,1.3999999999999986,-0.4000000000000003,0.2,0.2,-4.0,-1.8000000000000007,0.4000000000000001,0.2,1.0,0.0,0
313,11,V,0.7999999999999999,22,-1.0,0.1999999999999997,0.6,1.0,1.7999999999999972,2.0,0.2000000000000001,-0.2,0.0,0.0,1
314,9,N,-0.6000000000000001,12,2.6,0.6000000000000005,0.2,0.2,5.600000000000001,2.8000000000000007,2.0,0.4,2.0,1.0,1
315,28,P,0.4000000000000001,24,-3.4000000000000004,-1.4,-0.4,-0.4,7.200000000000003,-5.999999999999998,-0.5999999999999999,0.0,1.0,2.0,1
316,4,N,0.0,16,-0.8000000000000007,1.0,-0.3999999999999999,-0.6000000000000001,-2.199999999999996,2.200000000000001,0.6000000000000001,0.0,2.0,0.0,1
317,20,N,0.6000000000000001,2,-2.8000000000000007,0.2000000000000001,0.2,0.2,-4.200000000000003,-2.2,0.3999999999999999,0.0,0.0,1.0,2
318,19,N,-1.2,17,-0.1999999999999993,0.7999999999999989,-0.6,-0.6,2.0,-2.8000000000000007,-0.8,0.0,1.0,0.0,1
319,13,V,1.1999999999999995,27,6.0,3.0,0.0,0.1999999999999999,9.6,-0.4000000000000021,1.6,0.6,1.0,1.0,1
320,0,V,1.0,3,3.6,2.4,0.2,0.2,17.4,1.1999999999999993,-0.8,0.0,3.0,0.0,1
321,25,N,-0.2000000000000001,14,-3.0,-0.7999999999999998,-0.1999999999999999,-0.1999999999999999,4.0,1.4000000000000004,0.6000000000000001,0.0,0.0,2.0,0
322,17,V,1.2000000000000002,20,3.6000000000000014,3.0,0.4,0.4,8.799999999999997,-0.4000000000000003,-0.1999999999999997,0.0,2.0,0.0,1
323,24,V,0.8,4,3.0,0.7999999999999998,0.2,0.2,2.6000000000000014,3.4000000000000004,0.5999999999999996,-0.2,1.0,1.0,1
324,21,V,-0.6000000000000001,12,5.0,0.8000000000000003,-0.2,-0.2,3.3999999999999986,1.200000000000001,1.2000000000000002,0.2,3.0,0.0,1
325,2,N,-0.1999999999999999,19,-5.199999999999999,-4.0,0.2,0.2,-9.800000000000004,6.399999999999999,1.4,0.2,2.0,1.0,2
326,28,N,0.8,15,-3.6,-0.3999999999999999,-0.2,-0.2,-4.600000000000001,-1.5999999999999996,-1.6,-0.2,0.0,3.0,2
327,16,P,0.0,9,1.1999999999999993,0.6000000000000001,0.0,0.1999999999999999,-7.0,-5.199999999999999,-1.4,0.0,1.0,2.0,2
328,22,P,-2.2,13,-12.2,-5.4,-0.2,-0.4,-17.4,-1.799999999999999,-1.4,-0.2,0.0,3.0,2
329,27,V,0.0,11,4.399999999999999,0.0,0.0,-0.4,3.799999999999997,2.0,-0.8000000000000003,0.0,3.0,0.0,1
330,4,N,-2.6,25,-2.2,-2.8000000000000003,-0.4,-0.4,-14.0,-0.4000000000000003,-1.0,0.2,0.0,1.0,0
331,12,N,-1.2000000000000002,0,-4.4,-1.7999999999999998,0.0,0.0,-4.799999999999997,-3.2,0.8000000000000003,0.0,0.0,3.0,0
332,17,V,1.4,2,4.600000000000001,2.2,0.6,0.6,7.0,-5.600000000000001,-0.2000000000000001,0.0,2.0,0.0,1
333,11,V,0.0,16,-4.0,0.0,-0.4,-0.1999999999999999,1.1999999999999955,2.799999999999999,-0.3999999999999999,0.0,2.0,0.0,0
334,9,V,-0.4000000000000001,27,0.0,0.4000000000000003,0.0,0.1999999999999999,5.400000000000006,-5.199999999999999,1.6,0.0,0.0,1.0,1
335,3,V,0.6,22,0.4000000000000003,2.4,0.0,0.0,-6.399999999999999,0.6000000000000014,0.1999999999999999,-0.2,1.0,2.0,0
336,20,P,-0.8000000000000003,24,-1.0,-1.6000000000000003,0.0,0.0,4.600000000000001,-2.599999999999998,0.0,0.0,1.0,1.0,0
337,21,N,-1.6,13,-1.0,-2.4000000000000004,0.0,-0.2,-11.4,2.0,0.6000000000000001,0.0,0.0,0.0,0
338,19,V,-0.2000000000000001,28,5.599999999999998,3.0,0.0,0.0,9.199999999999996,-2.2,-0.6000000000000001,0.0,2.0,0.0,1
339,14,V,2.0,15,1.8000000000000007,1.5999999999999996,0.4,0.4,1.5999999999999943,-0.1999999999999993,-0.1999999999999997,-0.2,2.0,1.0,1
340,25,P,-1.0,17,0.200000000000001,-1.1999999999999993,-0.3999999999999999,-0.3999999999999999,11.0,-0.7999999999999989,0.6000000000000001,-0.2,0.0,2.0,2
341,0,V,1.0,2,5.600000000000001,2.2,0.2,0.2,14.200000000000005,-1.7999999999999972,-0.1999999999999999,-0.2,2.0,1.0,1
342,27,N,0.6000000000000001,12,2.3999999999999986,-0.2000000000000001,0.2,0.2,-4.800000000000004,5.6,-0.2000000000000001,0.0,2.0,0.0,0
343,16,V,-0.1999999999999999,3,2.6,-1.0,0.2,0.6,3.6000000000000014,-0.7999999999999989,0.9999999999999998,0.0,0.0,1.0,1
344,13,N,0.7999999999999998,9,2.6,1.5999999999999996,-0.2,-0.1999999999999999,8.399999999999999,0.8000000000000007,0.0,0.2,1.0,0.0,1
345,24,P,1.0,11,3.6,0.3999999999999994,0.0,-0.4,-5.199999999999996,-0.4000000000000003,0.1999999999999999,0.0,2.0,0.0,0
346,20,V,-0.4000000000000001,19,-6.199999999999999,-4.6000000000000005,0.4,0.4,-9.200000000000005,3.8000000000000007,0.2000000000000001,0.0,1.0,2.0,0
347,22,P,-1.8,21,-4.4,-2.8,-0.2,-0.2,1.0,-4.800000000000001,-1.8000000000000005,0.0,2.0,1.0,2
348,15,V,0.3999999999999999,4,1.8000000000000007,0.6000000000000001,0.2,0.2,8.399999999999999,-0.4000000000000003,0.0,-0.2,3.0,0.0,1
349,28,V,-1.2000000000000002,14,-7.0,-1.4,-0.6,-0.6,-6.200000000000003,-1.799999999999999,-1.4,0.0,0.0,3.0,2
350,17,N,0.8000000000000003,0,0.5999999999999979,1.2000000000000002,0.4,0.4,-5.0,0.8000000000000007,1.0,0.2,1.0,1.0,0
351,19,V,-0.1999999999999999,25,2.400000000000002,1.6000000000000003,0.0,0.0,1.2000000000000028,-2.4000000000000004,-1.8,-0.2,2.0,0.0,1
352,11,P,-0.8000000000000003,13,-5.800000000000001,-1.3999999999999997,0.0,0.2,-10.800000000000004,1.599999999999998,-0.7999999999999998,0.0,0.0,3.0,2
353,3,P,-0.4000000000000001,20,1.4000000000000004,1.6,-0.6,-0.6,-2.200000000000003,2.8000000000000007,0.0,0.0,0.0,2.0,2
354,21,V,1.8,9,4.4,2.0,0.2,0.0,-0.3999999999999986,4.799999999999999,0.1999999999999997,0.0,1.0,0.0,1
355,22,N,-1.2000000000000002,27,-0.7999999999999989,-1.4,0.0,0.0,-1.1999999999999955,-6.999999999999998,-1.0,0.2,1.0,1.0,2
356,4,P,-1.0,28,1.1999999999999993,0.0,0.0,0.0,-1.2000000000000028,-0.4000000000000003,0.6000000000000001,0.2,0.0,3.0,1
357,2,V,-0.3999999999999999,16,-5.0,-2.2,0.0,-0.4,-0.2000000000000028,7.199999999999999,-0.7999999999999998,0.0,3.0,0.0,1
358,12,P,0.1999999999999999,15,-5.800000000000001,-1.6,0.0,0.0,-1.0,1.0,-0.3999999999999999,-0.2,0.0,2.0,0
359,14,V,0.0,24,0.6000000000000014,0.0,0.6,0.6,5.199999999999996,1.0,0.2000000000000001,0.0,2.0,1.0,1
360,13,V,0.7999999999999998,19,-2.200000000000001,-0.4000000000000003,0.0,0.0,0.7999999999999972,4.6,1.2000000000000002,0.0,2.0,1.0,1
