,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
454,Parma,2019-10-20,V,0.4,Genoa,0.5999999999999996,0.0,-0.2,0.0,-3.5999999999999943,1.8000000000000007,-1.0,-0.4,2019-2020,2.0,0.0
455,Sampdoria,2019-10-20,N,-1.0,Roma,-3.3999999999999986,-1.7999999999999998,0.0,-0.2,-14.0,-1.8000000000000007,0.0,0.0,2019-2020,0.0,2.0
456,Sassuolo,2019-10-20,P,0.3999999999999999,Inter,-1.6000000000000014,0.1999999999999993,-0.2,-0.2,3.200000000000003,-2.0,-0.40000000000000013,-0.2,2019-2020,1.0,0.0
457,Milan,2019-10-20,N,-0.3999999999999999,Lecce,1.0,-0.20000000000000018,0.0,0.0,15.399999999999999,1.0,0.0,1.0,2019-2020,2.0,0.0
458,Brescia,2019-10-21,N,-0.40000000000000013,Fiorentina,-3.799999999999999,-1.6,-0.2,-0.4,-8.399999999999999,0.5999999999999996,-1.0,0.2,2019-2020,0.0,2.0
459,Hellas Verona,2019-10-25,P,-1.0,Sassuolo,-1.1999999999999993,-1.0,0.0,0.2,-6.799999999999997,3.4000000000000004,-0.3999999999999999,0.2,2019-2020,0.0,2.0
460,Lecce,2019-10-26,N,-0.6000000000000001,Juventus,-10.6,-3.2,0.39999999999999997,0.6000000000000001,-21.800000000000004,-0.5999999999999996,0.3999999999999999,0.0,2019-2020,0.0,2.0
461,Inter,2019-10-26,N,0.40000000000000013,Parma,1.200000000000001,1.4,0.6,0.19999999999999996,10.200000000000003,0.6000000000000014,0.19999999999999973,0.2,2019-2020,1.0,1.0
462,Genoa,2019-10-26,V,-0.6,Brescia,1.5999999999999996,0.6000000000000001,0.0,0.2,12.0,3.0,1.1999999999999997,0.2,2019-2020,2.0,0.0
463,Atalanta,2019-10-27,V,2.4,Udinese,8.600000000000001,4.6,0.0,0.0,7.799999999999997,-4.999999999999998,-1.5999999999999999,0.0,2019-2020,2.0,0.0
464,SPAL,2019-10-27,N,-1.2000000000000002,Napoli,-8.6,-1.7999999999999998,-0.2,-0.2,-12.200000000000003,3.0,0.7999999999999998,0.0,2019-2020,0.0,2.0
465,Fiorentina,2019-10-27,P,-0.6000000000000001,Lazio,-0.8000000000000007,-1.2000000000000002,-0.2,-0.19999999999999996,-1.5999999999999943,2.1999999999999993,0.6000000000000001,-0.2,2019-2020,0.0,1.0
466,Torino,2019-10-27,N,-0.8,Cagliari,-1.8000000000000007,0.0,0.0,0.0,12.0,1.1999999999999993,0.0,0.2,2019-2020,0.0,0.0
467,Roma,2019-10-27,V,-0.3999999999999999,Milan,3.0,0.0,-0.4,-0.2,4.399999999999999,3.0,0.6000000000000001,-0.4,2019-2020,0.0,1.0
468,Bologna,2019-10-27,V,0.20000000000000007,Sampdoria,-2.1999999999999993,0.0,0.2,0.4,6.399999999999999,1.1999999999999993,0.6000000000000001,0.2,2019-2020,1.0,1.0
469,Parma,2019-10-29,P,1.6,Hellas Verona,1.200000000000001,0.40000000000000036,0.0,0.4,-11.0,0.0,-0.20000000000000018,0.0,2019-2020,2.0,0.0
470,Brescia,2019-10-29,P,-1.4000000000000001,Inter,-5.799999999999999,-1.9999999999999996,-0.6,-0.6,-15.399999999999999,-1.5999999999999996,-0.7999999999999998,-0.2,2019-2020,0.0,2.0
471,Sassuolo,2019-10-30,P,0.20000000000000018,Fiorentina,0.0,0.20000000000000018,-0.2,-0.4,3.8000000000000043,-0.40000000000000036,-0.3999999999999999,-0.2,2019-2020,1.0,0.0
472,Napoli,2019-10-30,N,-2.8,Atalanta,-1.3999999999999986,-4.2,-0.4,-0.4,7.400000000000006,-1.0,0.0,0.2,2019-2020,1.0,1.0
473,Lazio,2019-10-30,V,1.2000000000000002,Torino,2.0,1.6,0.2,0.6000000000000001,-1.0,-2.1999999999999993,0.6000000000000001,0.0,2019-2020,0.0,1.0
474,Udinese,2019-10-30,P,-0.20000000000000007,Roma,-3.0,-0.3999999999999999,0.0,-0.2,-13.799999999999997,-1.4000000000000021,0.20000000000000018,0.0,2019-2020,1.0,1.0
475,Cagliari,2019-10-30,V,0.19999999999999996,Bologna,-3.5999999999999996,-1.0,0.2,0.0,-11.200000000000003,-1.4000000000000004,-0.40000000000000036,-0.4,2019-2020,1.0,1.0
476,Sampdoria,2019-10-30,N,-0.7999999999999999,Lecce,3.799999999999999,-1.2000000000000002,-0.6,-0.8,6.200000000000003,2.8000000000000007,0.6000000000000001,0.2,2019-2020,2.0,0.0
477,Juventus,2019-10-30,V,0.8,Genoa,7.4,1.2000000000000002,0.2,0.0,11.399999999999999,-5.0,-1.5999999999999996,-0.4,2019-2020,0.0,1.0
478,Milan,2019-10-31,V,0.7999999999999999,SPAL,1.5999999999999996,0.0,0.4,0.4,10.799999999999997,1.0,0.0,0.6000000000000001,2019-2020,2.0,0.0
479,Torino,2019-11-02,P,-1.2000000000000002,Juventus,-12.2,-4.6,-0.2,-0.2,-12.199999999999996,0.7999999999999989,-0.3999999999999999,0.2,2019-2020,0.0,1.0
480,Roma,2019-11-02,V,0.20000000000000018,Napoli,-3.200000000000001,-1.5999999999999996,0.2,0.4,-2.6000000000000014,3.1999999999999993,0.7999999999999998,0.4,2019-2020,0.0,1.0
481,Bologna,2019-11-02,P,-1.0,Inter,-3.8000000000000007,-0.40000000000000036,-0.39999999999999997,-0.39999999999999997,-4.400000000000006,1.3999999999999986,-0.3999999999999999,0.2,2019-2020,1.0,1.0
482,Lecce,2019-11-03,N,-0.19999999999999996,Sassuolo,-1.1999999999999993,-0.39999999999999947,0.2,0.4,-14.799999999999997,-1.200000000000001,0.0,0.2,2019-2020,0.0,2.0
483,Milan,2019-11-03,P,-1.6,Lazio,-0.1999999999999993,-1.2000000000000002,-0.39999999999999997,-0.8,4.600000000000001,0.40000000000000036,0.20000000000000018,0.39999999999999997,2019-2020,1.0,0.0
484,Hellas Verona,2019-11-03,V,0.0,Brescia,-0.6000000000000014,0.3999999999999999,0.0,0.0,9.399999999999999,5.800000000000001,1.2000000000000002,0.0,2019-2020,0.0,0.0
485,Genoa,2019-11-03,P,0.6,Udinese,1.8000000000000007,2.1999999999999997,0.0,0.2,9.199999999999996,1.5999999999999996,0.19999999999999973,0.6000000000000001,2019-2020,0.0,1.0
486,Atalanta,2019-11-03,P,2.1999999999999997,Cagliari,8.600000000000001,5.6,0.2,0.2,9.0,-0.5999999999999996,-0.7999999999999998,0.0,2019-2020,1.0,1.0
487,Fiorentina,2019-11-03,N,-0.6000000000000001,Parma,-2.3999999999999986,0.1999999999999993,0.2,0.2,3.0,1.8000000000000007,1.7999999999999998,0.2,2019-2020,0.0,2.0
488,SPAL,2019-11-04,P,-0.19999999999999996,Sampdoria,-5.799999999999999,0.19999999999999973,0.0,0.0,-3.3999999999999986,-0.1999999999999993,1.0,0.2,2019-2020,0.0,2.0
