,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
10,Atalanta,2019-11-03,Giornata n. 11,Casa,P,0,Cagliari,19.0,2.0,0,0,57.0,17.0,2,1
10,Fiorentina,2019-11-03,Giornata n. 11,Casa,N,1,Parma,19.0,4.0,0,0,62.0,16.0,2,0
10,Lazio,2019-11-03,Giornata n. 11,Ospiti,V,2,Milan,8.0,5.0,0,0,53.0,14.0,5,0
10,SPAL,2019-11-04,Giornata n. 11,Casa,P,0,Sampdoria,14.0,3.0,0,0,59.0,14.0,3,0
10,Sampdoria,2019-11-04,Giornata n. 11,Ospiti,V,1,SPAL,17.0,5.0,0,0,41.0,16.0,1,0
10,Sassuolo,2019-11-08,Giornata n. 12,Casa,V,3,Bologna,20.0,7.0,0,0,50.0,19.0,2,0
11,Bologna,2019-11-08,Giornata n. 12,Ospiti,P,1,Sassuolo,11.0,5.0,0,0,50.0,20.0,6,0
10,Brescia,2019-11-09,Giornata n. 12,Casa,P,0,Torino,9.0,3.0,0,0,44.0,22.0,5,1
11,Genoa,2019-11-09,Giornata n. 12,Ospiti,N,0,Napoli,12.0,1.0,0,0,58.0,22.0,4,0
11,Torino,2019-11-09,Giornata n. 12,Ospiti,V,4,Brescia,18.0,5.0,2,2,56.0,19.0,3,0
11,Hellas Verona,2019-11-09,Giornata n. 12,Ospiti,P,1,Inter,8.0,1.0,1,1,40.0,11.0,1,0
11,Inter,2019-11-09,Giornata n. 12,Casa,V,2.0,Hellas Verona,41.0,11.0,0,0,60.0,14.0,3,0
11,Napoli,2019-11-09,Giornata n. 12,Casa,N,0,Genoa,19.0,7.0,0,0,42.0,15.0,1,0
11,Lecce,2019-11-10,Giornata n. 12,Ospiti,P,2,Lazio,19.0,9.0,0,1,44.0,12.0,3,0
11,Fiorentina,2019-11-10,Giornata n. 12,Ospiti,P,2,Cagliari,15.0,7.0,0,0,51.0,21.0,3,0
11,SPAL,2019-11-10,Giornata n. 12,Ospiti,N,0,Udinese,16.0,2.0,0,1,45.0,16.0,5,0
11,Cagliari,2019-11-10,Giornata n. 12,Casa,V,5,Fiorentina,15.0,8.0,0,0,49.0,17.0,1,0
11,Udinese,2019-11-10,Giornata n. 12,Casa,N,0,SPAL,17.0,1.0,0,0,55.0,20.0,3,0
11,Milan,2019-11-10,Giornata n. 12,Ospiti,P,0,Juventus,13.0,7.0,0,0,47.0,12.0,5,0
11,Lazio,2019-11-10,Giornata n. 12,Casa,V,4,Lecce,23.0,6.0,1,1,56.0,10.0,2,0
11,Parma,2019-11-10,Giornata n. 12,Casa,V,2,Roma,15.0,8.0,0,0,38.0,17.0,3,0
11,Roma,2019-11-10,Giornata n. 12,Ospiti,P,0.0,Parma,16.0,6.0,0,0,62.0,12.0,2,0
11,Atalanta,2019-11-10,Giornata n. 12,Ospiti,N,0,Sampdoria,10.0,3.0,0,0,64.0,14.0,4,1
11,Juventus,2019-11-10,Giornata n. 12,Casa,V,1,Milan,14.0,5.0,0,0,53.0,16.0,1,0
11,Sampdoria,2019-11-10,Giornata n. 12,Casa,N,0,Atalanta,11.0,2.0,0,0,36.0,19.0,2,0
12,Juventus,2019-11-23,Giornata n. 13,Ospiti,V,3,Atalanta,16.0,5.0,0,0,52.0,14.0,3,0
12,Atalanta,2019-11-23,Giornata n. 13,Casa,P,1,Juventus,20.0,6.0,0,1,48.0,17.0,5,0
12,Napoli,2019-11-23,Giornata n. 13,Ospiti,N,1,Milan,12.0,5.0,0,0,52.0,18.0,2,0
12,Milan,2019-11-23,Giornata n. 13,Casa,N,1,Napoli,13.0,3.0,0,0,48.0,22.0,3,0
12,Inter,2019-11-23,Giornata n. 13,Ospiti,V,3.0,Torino,12.0,5.0,0,0,41.0,22.0,3,0
12,Torino,2019-11-23,Giornata n. 13,Casa,P,0,Inter,12.0,2.0,0,0,59.0,12.0,2,0
12,Hellas Verona,2019-11-24,Giornata n. 13,Casa,V,1,Fiorentina,19.0,7.0,0,0,50.0,21.0,3,0
12,Parma,2019-11-24,Giornata n. 13,Ospiti,N,2,Bologna,13.0,4.0,0,0,35.0,19.0,3,0
11,Sassuolo,2019-11-24,Giornata n. 13,Casa,P,1,Lazio,12.0,1.0,0,0,55.0,13.0,1,0
12,Bologna,2019-11-24,Giornata n. 13,Casa,N,2,Parma,16.0,7.0,0,0,65.0,19.0,1,0
12,Sampdoria,2019-11-24,Giornata n. 13,Casa,V,2,Udinese,21.0,7.0,1,1,56.0,8.0,2,0
12,Fiorentina,2019-11-24,Giornata n. 13,Ospiti,P,0,Hellas Verona,15.0,1.0,0,0,50.0,9.0,2,0
12,Roma,2019-11-24,Giornata n. 13,Casa,V,3.0,Brescia,26.0,6.0,0,0,59.0,18.0,1,0
12,Udinese,2019-11-24,Giornata n. 13,Ospiti,P,1,Sampdoria,7.0,2.0,0,0,44.0,23.0,3,1
11,Brescia,2019-11-24,Giornata n. 13,Ospiti,P,0,Roma,8.0,2.0,0,0,41.0,10.0,1,0
12,Lazio,2019-11-24,Giornata n. 13,Ospiti,V,2,Sassuolo,16.0,6.0,0,0,45.0,18.0,3,0
12,Genoa,2019-11-25,Giornata n. 13,Ospiti,N,1,SPAL,14.0,5.0,0,0,58.0,16.0,1,0
12,Cagliari,2019-11-25,Giornata n. 13,Ospiti,N,2,Lecce,6.0,1.0,1,1,42.0,18.0,2,2
12,Lecce,2019-11-25,Giornata n. 13,Casa,N,2,Cagliari,28.0,6.0,1,1,58.0,15.0,2,1
12,SPAL,2019-11-25,Giornata n. 13,Casa,N,1,Genoa,15.0,5.0,1,1,42.0,16.0,2,0
13,Lecce,2019-11-30,Giornata n. 14,Ospiti,V,1,Fiorentina,6.0,4.0,0,0,37.0,22.0,3,0
13,Fiorentina,2019-11-30,Giornata n. 14,Casa,P,0,Lecce,19.0,7.0,0,0,63.0,13.0,1,0
13,Torino,2019-11-30,Giornata n. 14,Ospiti,V,1,Genoa,12.0,3.0,0,0,38.0,21.0,3,1
13,Atalanta,2019-11-30,Giornata n. 14,Ospiti,V,3,Brescia,25.0,10.0,0,0,68.0,16.0,3,0
12,Brescia,2019-11-30,Giornata n. 14,Casa,P,0,Atalanta,13.0,4.0,0,0,32.0,16.0,1,0
13,Genoa,2019-11-30,Giornata n. 14,Casa,P,0,Torino,13.0,1.0,0,0,62.0,16.0,2,0
13,Milan,2019-12-01,Giornata n. 14,Ospiti,V,1,Parma,26.0,7.0,0,0,66.0,19.0,3,0
13,Roma,2019-12-01,Giornata n. 14,Ospiti,V,3.0,Hellas Verona,11.0,4.0,1,1,42.0,16.0,3,0
13,Lazio,2019-12-01,Giornata n. 14,Casa,V,3,Udinese,19.0,4.0,2,2,51.0,11.0,0,0
13,SPAL,2019-12-01,Giornata n. 14,Ospiti,P,1,Inter,12.0,3.0,0,0,46.0,20.0,4,0
12,Sassuolo,2019-12-01,Giornata n. 14,Ospiti,N,2,Juventus,9.0,4.0,0,0,44.0,19.0,5,0
13,Parma,2019-12-01,Giornata n. 14,Casa,P,0,Milan,8.0,0.0,0,0,34.0,13.0,1,0
13,Bologna,2019-12-01,Giornata n. 14,Ospiti,V,2,Napoli,11.0,6.0,0,0,38.0,12.0,5,0
13,Inter,2019-12-01,Giornata n. 14,Casa,V,2.0,SPAL,19.0,8.0,0,0,54.0,18.0,1,0
13,Juventus,2019-12-01,Giornata n. 14,Casa,N,2,Sassuolo,30.0,8.0,1,1,56.0,13.0,1,0
13,Napoli,2019-12-01,Giornata n. 14,Casa,P,1,Bologna,30.0,6.0,0,0,62.0,16.0,1,0
13,Hellas Verona,2019-12-01,Giornata n. 14,Casa,P,1,Roma,8.0,2.0,0,0,58.0,14.0,3,0
13,Udinese,2019-12-01,Giornata n. 14,Ospiti,P,0,Lazio,10.0,0.0,0,0,49.0,15.0,1,0
13,Sampdoria,2019-12-02,Giornata n. 14,Ospiti,P,3,Cagliari,11.0,4.0,1,1,36.0,14.0,1,0
13,Cagliari,2019-12-02,Giornata n. 14,Casa,V,4,Sampdoria,17.0,8.0,0,0,64.0,18.0,3,0
14,Inter,2019-12-06,Giornata n. 15,Casa,N,0.0,Roma,9.0,2.0,0,0,50.0,15.0,3,0
14,Roma,2019-12-06,Giornata n. 15,Ospiti,N,0.0,Inter,6.0,2.0,0,0,50.0,14.0,1,0
14,Hellas Verona,2019-12-07,Giornata n. 15,Ospiti,P,2,Atalanta,7.0,2.0,0,0,43.0,16.0,5,1
14,Napoli,2019-12-07,Giornata n. 15,Ospiti,N,1,Udinese,18.0,3.0,0,0,69.0,15.0,4,1
14,Juventus,2019-12-07,Giornata n. 15,Ospiti,P,1,Lazio,9.0,4.0,0,0,60.0,10.0,3,1
14,Atalanta,2019-12-07,Giornata n. 15,Casa,V,3,Hellas Verona,20.0,9.0,1,1,57.0,14.0,1,0
14,Lazio,2019-12-07,Giornata n. 15,Casa,V,3,Juventus,16.0,7.0,0,1,40.0,19.0,4,0
14,Udinese,2019-12-07,Giornata n. 15,Casa,N,1,Napoli,6.0,1.0,0,0,31.0,22.0,3,0
14,Torino,2019-12-08,Giornata n. 15,Casa,V,2,Fiorentina,10.0,3.0,0,0,41.0,19.0,4,0
14,Genoa,2019-12-08,Giornata n. 15,Ospiti,N,2,Lecce,13.0,3.0,1,1,47.0,18.0,6,2
14,Bologna,2019-12-08,Giornata n. 15,Casa,P,2,Milan,10.0,3.0,1,1,49.0,20.0,4,0
14,Parma,2019-12-08,Giornata n. 15,Ospiti,V,1,Sampdoria,8.0,1.0,0,0,38.0,12.0,2,0
14,Fiorentina,2019-12-08,Giornata n. 15,Ospiti,P,1,Torino,17.0,4.0,0,0,59.0,23.0,3,0
14,Lecce,2019-12-08,Giornata n. 15,Casa,N,2,Genoa,21.0,5.0,0,0,53.0,19.0,5,0
13,Brescia,2019-12-08,Giornata n. 15,Ospiti,V,1,SPAL,12.0,5.0,0,0,36.0,25.0,3,0
14,Milan,2019-12-08,Giornata n. 15,Ospiti,V,3,Bologna,11.0,6.0,1,1,51.0,19.0,2,0
14,Cagliari,2019-12-08,Giornata n. 15,Ospiti,N,2,Sassuolo,10.0,3.0,0,0,46.0,20.0,4,0
13,Sassuolo,2019-12-08,Giornata n. 15,Casa,N,2,Cagliari,15.0,2.0,0,1,54.0,10.0,3,0
14,SPAL,2019-12-08,Giornata n. 15,Casa,P,0,Brescia,18.0,1.0,0,1,64.0,19.0,3,0
14,Sampdoria,2019-12-08,Giornata n. 15,Casa,P,0,Parma,18.0,3.0,0,1,62.0,16.0,3,0
15,Sampdoria,2019-12-14,Giornata n. 16,Ospiti,V,1,Genoa,6.0,1.0,0,0,37.0,26.0,3,0
15,Genoa,2019-12-14,Giornata n. 16,Casa,P,0,Sampdoria,8.0,1.0,0,0,63.0,18.0,5,0
15,Lecce,2019-12-14,Giornata n. 16,Ospiti,P,0,Brescia,11.0,4.0,0,0,61.0,28.0,6,0
15,Napoli,2019-12-14,Giornata n. 16,Casa,P,1,Parma,33.0,9.0,0,0,71.0,12.0,2,0
14,Brescia,2019-12-14,Giornata n. 16,Casa,V,3,Lecce,13.0,9.0,0,0,39.0,17.0,4,0
15,Parma,2019-12-14,Giornata n. 16,Ospiti,V,2,Napoli,7.0,4.0,0,0,29.0,15.0,2,0
15,Atalanta,2019-12-15,Giornata n. 16,Ospiti,P,1,Bologna,19.0,4.0,0,0,58.0,18.0,1,0
15,Udinese,2019-12-15,Giornata n. 16,Ospiti,P,1,Juventus,11.0,5.0,0,0,35.0,7.0,1,0
15,Torino,2019-12-15,Giornata n. 16,Ospiti,N,3,Hellas Verona,16.0,8.0,0,0,48.0,24.0,1,0
15,Juventus,2019-12-15,Giornata n. 16,Casa,V,3,Udinese,24.0,9.0,0,0,65.0,11.0,2,0
15,Fiorentina,2019-12-15,Giornata n. 16,Casa,N,1,Inter,13.0,5.0,0,0,52.0,17.0,3,0
15,Hellas Verona,2019-12-15,Giornata n. 16,Casa,N,3,Torino,11.0,6.0,1,1,52.0,26.0,3,0
15,Roma,2019-12-15,Giornata n. 16,Casa,V,3.0,SPAL,24.0,8.0,1,1,67.0,14.0,1,0
15,SPAL,2019-12-15,Giornata n. 16,Ospiti,P,1,Roma,6.0,2.0,1,1,33.0,17.0,3,0
15,Bologna,2019-12-15,Giornata n. 16,Casa,V,2,Atalanta,15.0,4.0,0,0,42.0,19.0,5,1
15,Inter,2019-12-15,Giornata n. 16,Ospiti,N,1.0,Fiorentina,6.0,5.0,0,0,48.0,18.0,4,0
14,Sassuolo,2019-12-15,Giornata n. 16,Ospiti,N,0,Milan,18.0,6.0,0,0,51.0,18.0,4,0
15,Milan,2019-12-15,Giornata n. 16,Casa,N,0,Sassuolo,24.0,8.0,0,0,49.0,15.0,5,0
15,Cagliari,2019-12-16,Giornata n. 16,Casa,P,1,Lazio,13.0,3.0,0,0,39.0,15.0,4,0
15,Lazio,2019-12-16,Giornata n. 16,Ospiti,V,2,Cagliari,16.0,5.0,0,0,61.0,13.0,3,0
16,Sampdoria,2019-12-18,Giornata n. 17,Casa,P,1,Juventus,12.0,4.0,0,0,29.0,7.0,5,1
15,Brescia,2019-12-18,Giornata n. 7,Casa,P,0,Sassuolo,19.0,5.0,0,0,35.0,18.0,2,0
15,Sassuolo,2019-12-18,Giornata n. 7,Ospiti,V,2,Brescia,11.0,5.0,0,0,65.0,17.0,3,0
16,Juventus,2019-12-18,Giornata n. 17,Ospiti,V,2,Sampdoria,11.0,4.0,0,0,71.0,19.0,2,0
16,Fiorentina,2019-12-20,Giornata n. 17,Casa,P,1,Roma,12.0,4.0,0,0,43.0,22.0,4,0
16,Roma,2019-12-20,Giornata n. 17,Ospiti,V,4.0,Fiorentina,13.0,6.0,0,0,57.0,16.0,3,0
16,Inter,2019-12-21,Giornata n. 17,Casa,V,4.0,Genoa,17.0,8.0,1,1,48.0,11.0,1,0
16,Torino,2019-12-21,Giornata n. 17,Casa,P,1,SPAL,15.0,6.0,0,0,47.0,22.0,4,1
16,SPAL,2019-12-21,Giornata n. 17,Ospiti,V,2,Torino,13.0,4.0,0,0,53.0,20.0,4,0
16,Cagliari,2019-12-21,Giornata n. 17,Ospiti,P,1,Udinese,14.0,1.0,0,0,58.0,14.0,4,1
16,Genoa,2019-12-21,Giornata n. 17,Ospiti,P,0,Inter,9.0,3.0,0,0,52.0,12.0,4,0
16,Udinese,2019-12-21,Giornata n. 17,Casa,V,2,Cagliari,14.0,2.0,0,0,42.0,17.0,3,0
16,Bologna,2019-12-22,Giornata n. 17,Ospiti,V,3,Lecce,24.0,14.0,0,0,51.0,21.0,3,0
16,Parma,2019-12-22,Giornata n. 17,Casa,N,1,Brescia,14.0,3.0,0,0,53.0,19.0,3,0
16,Milan,2019-12-22,Giornata n. 17,Ospiti,P,0,Atalanta,8.0,1.0,0,0,42.0,16.0,4,0
16,Atalanta,2019-12-22,Giornata n. 17,Casa,V,5,Milan,19.0,10.0,0,0,58.0,9.0,2,0
16,Sassuolo,2019-12-22,Giornata n. 17,Casa,P,1,Napoli,14.0,4.0,0,0,57.0,18.0,2,0
16,Napoli,2019-12-22,Giornata n. 17,Ospiti,V,2,Sassuolo,17.0,7.0,0,0,43.0,15.0,2,0
16,Brescia,2019-12-22,Giornata n. 17,Ospiti,N,1,Parma,12.0,4.0,0,0,47.0,12.0,2,0
16,Lecce,2019-12-22,Giornata n. 17,Casa,P,2,Bologna,12.0,3.0,0,0,49.0,18.0,3,0
17,Genoa,2020-01-05,Giornata n. 18,Casa,V,2,Sassuolo,13.0,5.0,1,1,37.0,26.0,4,0
17,Brescia,2020-01-05,Giornata n. 18,Casa,P,1,Lazio,6.0,3.0,0,0,37.0,8.0,5,1
16,Hellas Verona,2020-01-05,Giornata n. 18,Ospiti,V,2,SPAL,19.0,8.0,0,0,45.0,16.0,1,0
17,SPAL,2020-01-05,Giornata n. 18,Casa,P,0,Hellas Verona,19.0,2.0,0,0,55.0,11.0,1,1
17,Sassuolo,2020-01-05,Giornata n. 18,Ospiti,P,1,Genoa,11.0,2.0,0,0,63.0,15.0,5,1
17,Torino,2020-01-05,Giornata n. 18,Ospiti,V,2,Roma,11.0,5.0,1,1,42.0,24.0,2,0
16,Lazio,2020-01-05,Giornata n. 18,Ospiti,V,2,Brescia,19.0,5.0,1,1,63.0,24.0,4,0
17,Roma,2020-01-05,Giornata n. 18,Casa,P,0.0,Torino,31.0,8.0,0,0,58.0,11.0,5,0
17,Sampdoria,2020-01-06,Giornata n. 18,Ospiti,N,0,Milan,6.0,2.0,0,0,32.0,25.0,5,0
17,Parma,2020-01-06,Giornata n. 18,Ospiti,P,0,Atalanta,5.0,1.0,0,0,40.0,18.0,4,0
17,Napoli,2020-01-06,Giornata n. 18,Casa,P,1,Inter,19.0,7.0,0,0,57.0,12.0,0,0
17,Milan,2020-01-06,Giornata n. 18,Casa,N,0,Sampdoria,19.0,7.0,0,0,68.0,15.0,1,0
17,Lecce,2020-01-06,Giornata n. 18,Casa,P,0,Udinese,15.0,5.0,0,0,46.0,17.0,1,0
17,Udinese,2020-01-06,Giornata n. 18,Ospiti,V,1,Lecce,10.0,4.0,0,0,54.0,13.0,1,0
17,Atalanta,2020-01-06,Giornata n. 18,Casa,V,5,Parma,23.0,10.0,0,0,60.0,14.0,2,0
17,Inter,2020-01-06,Giornata n. 18,Ospiti,V,3.0,Napoli,14.0,8.0,0,0,43.0,24.0,5,0
17,Bologna,2020-01-06,Giornata n. 18,Casa,N,1,Fiorentina,12.0,6.0,0,0,70.0,14.0,2,0
17,Cagliari,2020-01-06,Giornata n. 18,Ospiti,P,0,Juventus,9.0,1.0,0,0,36.0,18.0,1,0
17,Juventus,2020-01-06,Giornata n. 18,Casa,V,4,Cagliari,19.0,8.0,1,1,64.0,15.0,1,0
17,Fiorentina,2020-01-06,Giornata n. 18,Ospiti,N,1,Bologna,9.0,4.0,0,0,30.0,25.0,4,0
18,Milan,2020-01-11,Giornata n. 19,Ospiti,V,2,Cagliari,13.0,4.0,0,0,42.0,15.0,1,0
18,Inter,2020-01-11,Giornata n. 19,Casa,N,1.0,Atalanta,10.0,4.0,0,0,37.0,23.0,2,0
18,Cagliari,2020-01-11,Giornata n. 19,Casa,P,0,Milan,9.0,2.0,0,0,58.0,17.0,3,0
18,Napoli,2020-01-11,Giornata n. 19,Ospiti,P,0,Lazio,12.0,3.0,0,0,63.0,10.0,2,0
17,Lazio,2020-01-11,Giornata n. 19,Casa,V,1,Napoli,14.0,5.0,0,0,37.0,10.0,2,0
18,Atalanta,2020-01-11,Giornata n. 19,Ospiti,N,1,Inter,16.0,5.0,0,1,63.0,13.0,4,0
18,Juventus,2020-01-12,Giornata n. 19,Ospiti,V,2,Roma,4.0,3.0,1,1,47.0,16.0,3,0
18,Sassuolo,2020-01-12,Giornata n. 19,Ospiti,P,0,Udinese,17.0,3.0,0,0,62.0,14.0,0,0
18,Genoa,2020-01-12,Giornata n. 19,Ospiti,P,1,Hellas Verona,5.0,3.0,0,0,34.0,26.0,6,0
18,Torino,2020-01-12,Giornata n. 19,Casa,V,1,Bologna,7.0,1.0,0,0,40.0,19.0,5,0
18,Bologna,2020-01-12,Giornata n. 19,Ospiti,P,0,Torino,17.0,4.0,0,0,60.0,16.0,3,0
18,Udinese,2020-01-12,Giornata n. 19,Casa,V,3,Sassuolo,14.0,8.0,0,0,38.0,14.0,0,0
18,Roma,2020-01-12,Giornata n. 19,Casa,P,1.0,Juventus,21.0,4.0,1,1,53.0,13.0,6,0
17,Hellas Verona,2020-01-12,Giornata n. 19,Casa,V,2,Genoa,10.0,6.0,1,1,66.0,13.0,3,0
18,Brescia,2020-01-12,Giornata n. 19,Ospiti,P,1,Sampdoria,11.0,4.0,0,0,47.0,9.0,3,0
18,Fiorentina,2020-01-12,Giornata n. 19,Casa,V,1,SPAL,17.0,4.0,0,0,40.0,21.0,1,0
18,Sampdoria,2020-01-12,Giornata n. 19,Casa,V,5,Brescia,27.0,9.0,1,1,53.0,15.0,2,0
18,SPAL,2020-01-12,Giornata n. 19,Ospiti,P,0,Fiorentina,9.0,1.0,0,0,60.0,11.0,1,0
18,Lecce,2020-01-13,Giornata n. 19,Ospiti,P,0,Parma,19.0,4.0,0,0,51.0,13.0,1,0
18,Parma,2020-01-13,Giornata n. 19,Casa,V,2,Lecce,11.0,6.0,0,0,49.0,20.0,4,0
19,Sampdoria,2020-01-18,Giornata n. 20,Ospiti,P,1,Lazio,8.0,4.0,0,0,39.0,13.0,2,1
19,Fiorentina,2020-01-18,Giornata n. 20,Ospiti,V,2,Napoli,12.0,6.0,0,0,33.0,12.0,1,0
19,Sassuolo,2020-01-18,Giornata n. 20,Casa,V,2,Torino,10.0,5.0,0,0,56.0,15.0,2,0
19,Torino,2020-01-18,Giornata n. 20,Ospiti,P,1,Sassuolo,11.0,2.0,0,0,44.0,17.0,4,0
18,Lazio,2020-01-18,Giornata n. 20,Casa,V,5,Sampdoria,14.0,6.0,2,2,61.0,12.0,1,0
19,Napoli,2020-01-18,Giornata n. 20,Casa,P,0,Fiorentina,12.0,3.0,0,0,67.0,8.0,2,0
19,Bologna,2020-01-19,Giornata n. 20,Casa,N,1,Hellas Verona,7.0,2.0,0,0,43.0,22.0,6,1
19,Juventus,2020-01-19,Giornata n. 20,Casa,V,2,Parma,17.0,5.0,0,0,63.0,16.0,0,0
19,Milan,2020-01-19,Giornata n. 20,Casa,V,3,Udinese,24.0,7.0,0,0,51.0,18.0,4,0
19,Inter,2020-01-19,Giornata n. 20,Ospiti,N,1.0,Lecce,24.0,8.0,0,0,65.0,10.0,2,0
19,Udinese,2020-01-19,Giornata n. 20,Ospiti,P,2,Milan,12.0,6.0,0,0,49.0,8.0,1,0
19,Cagliari,2020-01-19,Giornata n. 20,Ospiti,N,2,Brescia,25.0,8.0,1,1,55.0,18.0,4,0
19,Parma,2020-01-19,Giornata n. 20,Ospiti,P,1,Juventus,8.0,6.0,0,0,37.0,11.0,1,0
19,Genoa,2020-01-19,Giornata n. 20,Casa,P,1,Roma,9.0,4.0,0,0,45.0,14.0,2,0
18,Hellas Verona,2020-01-19,Giornata n. 20,Ospiti,N,1,Bologna,18.0,6.0,0,0,57.0,18.0,2,0
19,Lecce,2020-01-19,Giornata n. 20,Casa,N,1,Inter,12.0,2.0,0,0,35.0,11.0,2,0
19,Roma,2020-01-19,Giornata n. 20,Ospiti,V,3.0,Genoa,15.0,6.0,0,0,55.0,14.0,3,0
19,Brescia,2020-01-19,Giornata n. 20,Casa,N,2,Cagliari,12.0,5.0,0,0,45.0,12.0,4,1
19,SPAL,2020-01-20,Giornata n. 20,Ospiti,V,2,Atalanta,15.0,5.0,0,0,44.0,23.0,3,0
19,Atalanta,2020-01-20,Giornata n. 20,Casa,P,1,SPAL,21.0,4.0,0,0,56.0,16.0,2,0
20,Milan,2020-01-24,Giornata n. 21,Ospiti,V,1,Brescia,18.0,4.0,0,0,48.0,16.0,4,0
20,Brescia,2020-01-24,Giornata n. 21,Casa,P,0,Milan,17.0,7.0,0,0,52.0,13.0,2,0
20,Bologna,2020-01-25,Giornata n. 21,Ospiti,V,3,SPAL,18.0,5.0,0,0,45.0,19.0,3,0
20,SPAL,2020-01-25,Giornata n. 21,Casa,P,1,Bologna,19.0,3.0,1,1,55.0,17.0,4,0
20,Torino,2020-01-25,Giornata n. 21,Casa,P,0,Atalanta,11.0,4.0,0,0,44.0,16.0,3,2
20,Atalanta,2020-01-25,Giornata n. 21,Ospiti,V,7,Torino,23.0,12.0,2,2,56.0,13.0,2,0
20,Fiorentina,2020-01-25,Giornata n. 21,Casa,N,0,Genoa,20.0,1.0,0,0,47.0,18.0,4,0
20,Genoa,2020-01-25,Giornata n. 21,Ospiti,N,0,Fiorentina,9.0,5.0,0,1,53.0,20.0,3,0
19,Lazio,2020-01-26,Giornata n. 21,Ospiti,N,1,Roma,6.0,2.0,0,0,35.0,15.0,4,0
20,Cagliari,2020-01-26,Giornata n. 21,Ospiti,N,1,Inter,13.0,2.0,0,0,59.0,10.0,0,0
20,Inter,2020-01-26,Giornata n. 21,Casa,N,1.0,Cagliari,19.0,5.0,0,0,41.0,11.0,4,1
20,Napoli,2020-01-26,Giornata n. 21,Casa,V,2,Juventus,14.0,4.0,0,0,52.0,15.0,2,0
20,Roma,2020-01-26,Giornata n. 21,Casa,N,1.0,Lazio,22.0,3.0,0,0,65.0,13.0,2,0
19,Hellas Verona,2020-01-26,Giornata n. 21,Casa,V,3,Lecce,11.0,4.0,1,1,61.0,16.0,2,0
20,Sassuolo,2020-01-26,Giornata n. 21,Ospiti,N,0,Sampdoria,7.0,1.0,0,0,50.0,10.0,1,1
20,Sampdoria,2020-01-26,Giornata n. 21,Casa,N,0,Sassuolo,26.0,3.0,0,0,50.0,17.0,4,0
20,Udinese,2020-01-26,Giornata n. 21,Ospiti,P,0,Parma,19.0,4.0,0,0,51.0,9.0,3,0
20,Parma,2020-01-26,Giornata n. 21,Casa,V,2,Udinese,11.0,3.0,0,0,49.0,12.0,2,0
20,Juventus,2020-01-26,Giornata n. 21,Ospiti,P,1,Napoli,8.0,3.0,0,0,48.0,14.0,5,0
20,Lecce,2020-01-26,Giornata n. 21,Ospiti,P,0,Hellas Verona,4.0,0.0,0,0,39.0,13.0,3,1
21,Cagliari,2020-02-01,Giornata n. 22,Casa,N,2,Parma,19.0,8.0,0,1,52.0,17.0,3,0
21,Parma,2020-02-01,Giornata n. 22,Ospiti,N,2,Cagliari,14.0,4.0,0,0,48.0,14.0,2,0
21,Sassuolo,2020-02-01,Giornata n. 22,Casa,V,4,Roma,18.0,10.0,0,0,42.0,7.0,1,0
21,Brescia,2020-02-01,Giornata n. 22,Ospiti,P,1,Bologna,3.0,0.0,1,1,37.0,12.0,2,0
21,Bologna,2020-02-01,Giornata n. 22,Casa,V,2,Brescia,19.0,7.0,0,0,63.0,18.0,3,0
21,Roma,2020-02-01,Giornata n. 22,Ospiti,P,2.0,Sassuolo,17.0,7.0,1,1,58.0,19.0,7,1
21,Lecce,2020-02-02,Giornata n. 22,Casa,V,4,Torino,15.0,9.0,1,1,50.0,16.0,3,0
21,Udinese,2020-02-02,Giornata n. 22,Casa,P,0,Inter,16.0,1.0,0,0,44.0,12.0,2,0
21,Juventus,2020-02-02,Giornata n. 22,Casa,V,3,Fiorentina,15.0,7.0,2,2,74.0,12.0,1,0
21,Torino,2020-02-02,Giornata n. 22,Ospiti,P,0,Lecce,13.0,2.0,0,0,50.0,25.0,3,0
20,Lazio,2020-02-02,Giornata n. 22,Casa,V,5,SPAL,15.0,8.0,0,0,54.0,9.0,1,0
21,Atalanta,2020-02-02,Giornata n. 22,Casa,N,2,Genoa,25.0,9.0,0,0,60.0,22.0,2,0
21,Inter,2020-02-02,Giornata n. 22,Ospiti,V,2.0,Udinese,16.0,7.0,1,1,56.0,17.0,2,0
21,SPAL,2020-02-02,Giornata n. 22,Ospiti,P,1,Lazio,14.0,4.0,0,0,46.0,12.0,2,0
20,Hellas Verona,2020-02-02,Giornata n. 22,Ospiti,N,1,Milan,7.0,3.0,0,0,38.0,11.0,4,1
21,Fiorentina,2020-02-02,Giornata n. 22,Ospiti,P,0,Juventus,10.0,3.0,0,0,26.0,17.0,4,0
21,Genoa,2020-02-02,Giornata n. 22,Ospiti,N,2,Atalanta,10.0,4.0,1,1,40.0,21.0,6,1
21,Milan,2020-02-02,Giornata n. 22,Casa,N,1,Hellas Verona,26.0,5.0,0,0,62.0,12.0,1,0
21,Sampdoria,2020-02-03,Giornata n. 22,Casa,P,2,Napoli,12.0,4.0,1,1,36.0,24.0,4,0
21,Napoli,2020-02-03,Giornata n. 22,Ospiti,V,4,Sampdoria,15.0,7.0,0,0,64.0,9.0,3,0
