,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
27,Cagliari,2019-03-15,Giornata n. 28,Casa,V,2.0,Fiorentina,13.0,5.0,0,0,50.0,23.0,3,0,2018-2019
27,Torino,2019-03-16,Giornata n. 28,Casa,P,2.0,Bologna,20.0,7.0,0,0,55.0,15.0,4,1,2018-2019
27,Sampdoria,2019-03-16,Giornata n. 28,Ospiti,V,5.0,Sassuolo,16.0,9.0,0,0,57.0,12.0,1,0,2018-2019
27,Sassuolo,2019-03-16,Giornata n. 28,Casa,P,3.0,Sampdoria,19.0,5.0,0,0,43.0,11.0,1,0,2018-2019
27,SPAL,2019-03-16,Giornata n. 28,Casa,V,2.0,Roma,8.0,3.0,1,1,49.0,12.0,4,0,2018-2019
27,Roma,2019-03-16,Giornata n. 28,Ospiti,P,1.0,SPAL,16.0,3.0,1,1,51.0,19.0,5,0,2018-2019
27,Bologna,2019-03-16,Giornata n. 28,Ospiti,V,3.0,Torino,7.0,4.0,1,1,45.0,16.0,3,1,2018-2019
26,Udinese,2019-03-17,Giornata n. 28,Ospiti,P,2.0,Napoli,11.0,3.0,0,0,34.0,9.0,1,0,2018-2019
27,Frosinone,2019-03-17,Giornata n. 28,Ospiti,P,1.0,Empoli,13.0,3.0,0,0,52.0,20.0,2,0,2018-2019
27,Inter,2019-03-17,Giornata n. 28,Ospiti,V,3.0,Milan,13.0,4.0,1,1,44.0,14.0,3,0,2018-2019
27,Empoli,2019-03-17,Giornata n. 28,Casa,V,2.0,Frosinone,10.0,4.0,1,1,48.0,18.0,4,0,2018-2019
27,Genoa,2019-03-17,Giornata n. 28,Casa,V,2.0,Juventus,17.0,5.0,0,0,41.0,15.0,2,0,2018-2019
27,Atalanta,2019-03-17,Giornata n. 28,Casa,N,1.0,Chievo,15.0,5.0,0,0,72.0,13.0,1,0,2018-2019
27,Milan,2019-03-17,Giornata n. 28,Casa,P,2.0,Inter,11.0,5.0,0,0,56.0,19.0,4,0,2018-2019
26,Lazio,2019-03-17,Giornata n. 28,Casa,V,4.0,Parma,21.0,7.0,1,1,54.0,10.0,0,0,2018-2019
27,Juventus,2019-03-17,Giornata n. 28,Ospiti,P,0.0,Genoa,8.0,0.0,0,0,59.0,12.0,3,0,2018-2019
27,Napoli,2019-03-17,Giornata n. 28,Casa,V,4.0,Udinese,14.0,5.0,0,0,66.0,5.0,1,0,2018-2019
27,Chievo,2019-03-17,Giornata n. 28,Ospiti,N,1.0,Atalanta,9.0,2.0,0,0,28.0,26.0,7,0,2018-2019
27,Parma,2019-03-17,Giornata n. 28,Ospiti,P,1.0,Lazio,6.0,2.0,0,0,46.0,11.0,2,0,2018-2019
28,Cagliari,2019-03-29,Giornata n. 29,Ospiti,V,3.0,Chievo,8.0,3.0,0,0,52.0,16.0,3,0,2018-2019
28,Chievo,2019-03-29,Giornata n. 29,Casa,P,0.0,Cagliari,12.0,6.0,0,0,48.0,12.0,5,1,2018-2019
28,Genoa,2019-03-30,Giornata n. 29,Ospiti,P,0.0,Udinese,20.0,6.0,0,0,61.0,17.0,4,0,2018-2019
28,Milan,2019-03-30,Giornata n. 29,Ospiti,P,0.0,Sampdoria,9.0,5.0,0,0,55.0,12.0,4,0,2018-2019
28,Empoli,2019-03-30,Giornata n. 29,Ospiti,P,0.0,Juventus,7.0,0.0,0,0,56.0,17.0,0,0,2018-2019
28,Sampdoria,2019-03-30,Giornata n. 29,Casa,V,1.0,Milan,17.0,6.0,0,0,45.0,16.0,2,0,2018-2019
28,Juventus,2019-03-30,Giornata n. 29,Casa,V,1.0,Empoli,14.0,4.0,0,0,44.0,17.0,0,0,2018-2019
27,Udinese,2019-03-30,Giornata n. 29,Casa,V,2.0,Genoa,12.0,5.0,0,0,39.0,14.0,3,0,2018-2019
28,Inter,2019-03-31,Giornata n. 29,Casa,P,0.0,Lazio,18.0,6.0,0,0,66.0,12.0,0,0,2018-2019
28,SPAL,2019-03-31,Giornata n. 29,Ospiti,V,1.0,Frosinone,8.0,3.0,0,0,45.0,14.0,3,0,2018-2019
28,Atalanta,2019-03-31,Giornata n. 29,Ospiti,V,3.0,Parma,20.0,8.0,0,0,68.0,11.0,1,0,2018-2019
28,Torino,2019-03-31,Giornata n. 29,Ospiti,N,1.0,Fiorentina,9.0,1.0,0,0,56.0,9.0,2,0,2018-2019
27,Lazio,2019-03-31,Giornata n. 29,Ospiti,V,1.0,Inter,6.0,5.0,0,0,34.0,16.0,0,0,2018-2019
28,Bologna,2019-03-31,Giornata n. 29,Casa,V,2.0,Sassuolo,13.0,7.0,1,1,44.0,20.0,2,0,2018-2019
28,Parma,2019-03-31,Giornata n. 29,Casa,P,1.0,Atalanta,9.0,4.0,0,0,32.0,15.0,1,0,2018-2019
28,Napoli,2019-03-31,Giornata n. 29,Ospiti,V,4.0,Roma,20.0,10.0,0,0,60.0,14.0,2,0,2018-2019
28,Sassuolo,2019-03-31,Giornata n. 29,Ospiti,P,1.0,Bologna,10.0,3.0,0,0,56.0,20.0,3,0,2018-2019
28,Roma,2019-03-31,Giornata n. 29,Casa,P,1.0,Napoli,13.0,2.0,1,1,40.0,15.0,4,0,2018-2019
28,Frosinone,2019-03-31,Giornata n. 29,Casa,P,0.0,SPAL,23.0,6.0,0,0,55.0,19.0,3,0,2018-2019
28,Fiorentina,2019-03-31,Giornata n. 29,Casa,N,1.0,Torino,21.0,8.0,0,0,44.0,15.0,0,0,2018-2019
29,Cagliari,2019-04-02,Giornata n. 30,Casa,P,0.0,Juventus,9.0,0.0,0,0,45.0,18.0,3,0,2018-2019
29,Juventus,2019-04-02,Giornata n. 30,Ospiti,V,2.0,Cagliari,15.0,6.0,0,0,55.0,12.0,2,0,2018-2019
29,Milan,2019-04-02,Giornata n. 30,Casa,N,1.0,Udinese,17.0,5.0,0,0,56.0,16.0,0,0,2018-2019
28,Udinese,2019-04-02,Giornata n. 30,Ospiti,N,1.0,Milan,7.0,1.0,0,0,44.0,16.0,0,0,2018-2019
29,Genoa,2019-04-03,Giornata n. 30,Casa,P,0.0,Inter,6.0,2.0,0,0,24.0,14.0,2,1,2018-2019
29,Sampdoria,2019-04-03,Giornata n. 30,Ospiti,P,1.0,Torino,8.0,3.0,0,0,55.0,14.0,3,0,2018-2019
29,Empoli,2019-04-03,Giornata n. 30,Casa,V,2.0,Napoli,15.0,7.0,0,0,38.0,15.0,2,0,2018-2019
29,Napoli,2019-04-03,Giornata n. 30,Ospiti,P,1.0,Empoli,13.0,4.0,0,0,62.0,7.0,2,0,2018-2019
29,SPAL,2019-04-03,Giornata n. 30,Casa,V,1.0,Lazio,10.0,3.0,1,1,36.0,10.0,2,0,2018-2019
29,Frosinone,2019-04-03,Giornata n. 30,Casa,V,3.0,Parma,20.0,3.0,1,1,61.0,15.0,3,0,2018-2019
29,Roma,2019-04-03,Giornata n. 30,Casa,N,2.0,Fiorentina,15.0,4.0,0,0,50.0,15.0,3,0,2018-2019
29,Parma,2019-04-03,Giornata n. 30,Ospiti,P,2.0,Frosinone,12.0,4.0,1,1,39.0,19.0,4,0,2018-2019
28,Lazio,2019-04-03,Giornata n. 30,Ospiti,P,0.0,SPAL,12.0,4.0,0,0,64.0,17.0,5,0,2018-2019
29,Torino,2019-04-03,Giornata n. 30,Casa,V,2.0,Sampdoria,17.0,6.0,0,0,45.0,16.0,3,0,2018-2019
29,Fiorentina,2019-04-03,Giornata n. 30,Ospiti,N,2.0,Roma,12.0,4.0,0,0,50.0,17.0,4,0,2018-2019
29,Inter,2019-04-03,Giornata n. 30,Ospiti,V,4.0,Genoa,12.0,6.0,1,1,76.0,12.0,1,0,2018-2019
29,Sassuolo,2019-04-04,Giornata n. 30,Casa,V,4.0,Chievo,17.0,8.0,0,0,56.0,14.0,1,0,2018-2019
29,Atalanta,2019-04-04,Giornata n. 30,Casa,V,4.0,Bologna,20.0,6.0,0,0,51.0,12.0,2,0,2018-2019
29,Bologna,2019-04-04,Giornata n. 30,Ospiti,P,1.0,Atalanta,11.0,4.0,0,0,49.0,15.0,3,0,2018-2019
29,Chievo,2019-04-04,Giornata n. 30,Ospiti,P,0.0,Sassuolo,8.0,4.0,0,1,44.0,15.0,1,0,2018-2019
30,Juventus,2019-04-06,Giornata n. 31,Casa,V,2.0,Milan,11.0,4.0,1,1,47.0,22.0,2,0,2018-2019
30,Sampdoria,2019-04-06,Giornata n. 31,Casa,P,0.0,Roma,18.0,2.0,0,0,63.0,14.0,2,0,2018-2019
30,Torino,2019-04-06,Giornata n. 31,Ospiti,N,0.0,Parma,15.0,4.0,0,0,63.0,20.0,5,0,2018-2019
30,Milan,2019-04-06,Giornata n. 31,Ospiti,P,1.0,Juventus,15.0,4.0,0,0,53.0,16.0,2,0,2018-2019
30,Parma,2019-04-06,Giornata n. 31,Casa,N,0.0,Torino,6.0,1.0,0,0,37.0,21.0,4,0,2018-2019
30,Roma,2019-04-06,Giornata n. 31,Ospiti,V,1.0,Sampdoria,16.0,4.0,0,0,37.0,17.0,2,0,2018-2019
30,Cagliari,2019-04-07,Giornata n. 31,Casa,V,2.0,SPAL,17.0,9.0,0,0,54.0,19.0,4,0,2018-2019
30,Genoa,2019-04-07,Giornata n. 31,Ospiti,N,1.0,Napoli,12.0,4.0,0,0,26.0,10.0,0,1,2018-2019
29,Lazio,2019-04-07,Giornata n. 31,Casa,N,2.0,Sassuolo,22.0,6.0,1,1,58.0,16.0,2,0,2018-2019
30,Empoli,2019-04-07,Giornata n. 31,Ospiti,P,2.0,Udinese,15.0,5.0,0,0,63.0,10.0,4,0,2018-2019
30,Sassuolo,2019-04-07,Giornata n. 31,Ospiti,N,2.0,Lazio,5.0,2.0,0,0,42.0,11.0,1,0,2018-2019
30,Atalanta,2019-04-07,Giornata n. 31,Ospiti,N,0.0,Inter,8.0,0.0,0,0,45.0,14.0,2,0,2018-2019
30,Napoli,2019-04-07,Giornata n. 31,Casa,N,1.0,Genoa,23.0,9.0,0,0,74.0,11.0,2,0,2018-2019
30,Inter,2019-04-07,Giornata n. 31,Casa,N,0.0,Atalanta,11.0,4.0,0,0,55.0,12.0,1,0,2018-2019
30,Fiorentina,2019-04-07,Giornata n. 31,Casa,P,0.0,Frosinone,19.0,4.0,0,0,63.0,20.0,1,0,2018-2019
29,Udinese,2019-04-07,Giornata n. 31,Casa,V,3.0,Empoli,16.0,4.0,1,1,37.0,9.0,3,1,2018-2019
30,Frosinone,2019-04-07,Giornata n. 31,Ospiti,V,1.0,Fiorentina,11.0,3.0,0,0,37.0,18.0,4,0,2018-2019
30,SPAL,2019-04-07,Giornata n. 31,Ospiti,P,1.0,Cagliari,6.0,1.0,1,1,46.0,6.0,3,0,2018-2019
30,Bologna,2019-04-08,Giornata n. 31,Casa,V,3.0,Chievo,14.0,9.0,2,2,66.0,10.0,1,0,2018-2019
30,Chievo,2019-04-08,Giornata n. 31,Ospiti,P,0.0,Bologna,8.0,2.0,0,0,34.0,23.0,7,1,2018-2019
31,SPAL,2019-04-13,Giornata n. 32,Casa,V,2.0,Juventus,14.0,3.0,0,0,43.0,17.0,5,0,2018-2019
31,Juventus,2019-04-13,Giornata n. 32,Ospiti,P,1.0,SPAL,11.0,3.0,0,0,57.0,16.0,2,0,2018-2019
31,Roma,2019-04-13,Giornata n. 32,Casa,V,1.0,Udinese,16.0,4.0,0,0,55.0,11.0,2,0,2018-2019
30,Udinese,2019-04-13,Giornata n. 32,Ospiti,P,0.0,Roma,9.0,1.0,0,0,45.0,14.0,3,0,2018-2019
30,Lazio,2019-04-13,Giornata n. 32,Ospiti,P,0.0,Milan,11.0,4.0,0,0,47.0,20.0,2,0,2018-2019
31,Milan,2019-04-13,Giornata n. 32,Casa,V,1.0,Lazio,17.0,3.0,1,1,53.0,16.0,1,0,2018-2019
31,Cagliari,2019-04-14,Giornata n. 32,Ospiti,N,1.0,Torino,13.0,4.0,0,0,56.0,19.0,5,2,2018-2019
31,Chievo,2019-04-14,Giornata n. 32,Casa,P,1.0,Napoli,7.0,4.0,0,0,31.0,17.0,0,0,2018-2019
31,Sampdoria,2019-04-14,Giornata n. 32,Casa,V,2.0,Genoa,13.0,4.0,1,1,57.0,15.0,2,0,2018-2019
31,Sassuolo,2019-04-14,Giornata n. 32,Casa,N,0.0,Parma,20.0,5.0,0,0,71.0,7.0,3,0,2018-2019
31,Parma,2019-04-14,Giornata n. 32,Ospiti,N,0.0,Sassuolo,2.0,0.0,0,1,29.0,12.0,2,0,2018-2019
31,Torino,2019-04-14,Giornata n. 32,Casa,N,1.0,Cagliari,15.0,8.0,0,0,44.0,14.0,2,1,2018-2019
31,Inter,2019-04-14,Giornata n. 32,Ospiti,V,3.0,Frosinone,18.0,5.0,1,1,69.0,19.0,1,0,2018-2019
31,Frosinone,2019-04-14,Giornata n. 32,Casa,P,1.0,Inter,14.0,4.0,0,0,31.0,21.0,3,0,2018-2019
31,Fiorentina,2019-04-14,Giornata n. 32,Casa,N,0.0,Bologna,15.0,6.0,0,0,57.0,18.0,2,0,2018-2019
31,Genoa,2019-04-14,Giornata n. 32,Ospiti,P,0.0,Sampdoria,12.0,1.0,0,0,43.0,21.0,5,1,2018-2019
31,Napoli,2019-04-14,Giornata n. 32,Ospiti,V,3.0,Chievo,15.0,5.0,0,0,69.0,12.0,0,0,2018-2019
31,Bologna,2019-04-14,Giornata n. 32,Ospiti,N,0.0,Fiorentina,3.0,1.0,0,0,43.0,14.0,3,0,2018-2019
31,Atalanta,2019-04-15,Giornata n. 32,Casa,N,0.0,Empoli,47.0,17.0,0,0,60.0,9.0,1,0,2018-2019
31,Empoli,2019-04-15,Giornata n. 32,Ospiti,N,0.0,Atalanta,3.0,1.0,0,0,40.0,12.0,3,0,2018-2019
31,Lazio,2019-04-17,Giornata n. 25,Casa,V,2.0,Udinese,19.0,6.0,0,0,56.0,15.0,2,0,2018-2019
31,Udinese,2019-04-17,Giornata n. 25,Ospiti,P,0.0,Lazio,18.0,2.0,0,1,44.0,18.0,0,0,2018-2019
32,Roma,2019-04-20,Giornata n. 33,Ospiti,N,1.0,Inter,9.0,5.0,0,0,30.0,17.0,2,0,2018-2019
32,Cagliari,2019-04-20,Giornata n. 33,Casa,V,1.0,Frosinone,11.0,4.0,1,1,55.0,20.0,2,1,2018-2019
32,Milan,2019-04-20,Giornata n. 33,Ospiti,N,1.0,Parma,15.0,3.0,0,0,58.0,15.0,1,0,2018-2019
32,SPAL,2019-04-20,Giornata n. 33,Ospiti,V,4.0,Empoli,14.0,5.0,1,1,43.0,16.0,5,0,2018-2019
32,Udinese,2019-04-20,Giornata n. 33,Casa,N,1.0,Sassuolo,15.0,2.0,0,0,45.0,21.0,3,0,2018-2019
32,Torino,2019-04-20,Giornata n. 33,Ospiti,V,1.0,Genoa,9.0,2.0,0,0,52.0,24.0,4,0,2018-2019
32,Bologna,2019-04-20,Giornata n. 33,Casa,V,3.0,Sampdoria,11.0,5.0,0,0,37.0,19.0,2,0,2018-2019
32,Chievo,2019-04-20,Giornata n. 33,Ospiti,V,2.0,Lazio,10.0,7.0,0,0,46.0,24.0,4,0,2018-2019
32,Inter,2019-04-20,Giornata n. 33,Casa,N,1.0,Roma,21.0,5.0,0,0,70.0,9.0,1,0,2018-2019
32,Frosinone,2019-04-20,Giornata n. 33,Ospiti,P,0.0,Cagliari,12.0,1.0,0,0,45.0,19.0,1,0,2018-2019
32,Fiorentina,2019-04-20,Giornata n. 33,Ospiti,P,1.0,Juventus,13.0,3.0,0,0,39.0,9.0,1,0,2018-2019
32,Juventus,2019-04-20,Giornata n. 33,Casa,V,2.0,Fiorentina,18.0,4.0,0,0,61.0,20.0,0,0,2018-2019
32,Sampdoria,2019-04-20,Giornata n. 33,Ospiti,P,0.0,Bologna,12.0,2.0,0,0,63.0,12.0,4,0,2018-2019
32,Empoli,2019-04-20,Giornata n. 33,Casa,P,2.0,SPAL,16.0,5.0,0,0,57.0,16.0,3,0,2018-2019
32,Genoa,2019-04-20,Giornata n. 33,Casa,P,0.0,Torino,13.0,4.0,0,0,48.0,21.0,4,0,2018-2019
32,Parma,2019-04-20,Giornata n. 33,Casa,N,1.0,Milan,12.0,1.0,0,0,42.0,15.0,0,0,2018-2019
32,Sassuolo,2019-04-20,Giornata n. 33,Ospiti,N,1.0,Udinese,8.0,2.0,0,0,55.0,17.0,2,0,2018-2019
32,Lazio,2019-04-20,Giornata n. 33,Casa,P,1.0,Chievo,26.0,4.0,0,0,54.0,8.0,0,2,2018-2019
32,Napoli,2019-04-22,Giornata n. 33,Casa,P,1.0,Atalanta,17.0,6.0,0,0,46.0,14.0,3,0,2018-2019
32,Atalanta,2019-04-22,Giornata n. 33,Ospiti,V,2.0,Napoli,13.0,7.0,0,0,54.0,12.0,1,0,2018-2019
33,Cagliari,2019-04-27,Giornata n. 34,Ospiti,P,0.0,Roma,11.0,2.0,0,0,56.0,7.0,2,0,2018-2019
33,Bologna,2019-04-27,Giornata n. 34,Casa,V,3.0,Empoli,24.0,7.0,0,0,51.0,14.0,3,0,2018-2019
33,Juventus,2019-04-27,Giornata n. 34,Ospiti,N,1.0,Inter,10.0,3.0,0,0,45.0,12.0,3,0,2018-2019
33,Roma,2019-04-27,Giornata n. 34,Casa,V,3.0,Cagliari,20.0,10.0,0,0,44.0,8.0,1,0,2018-2019
33,Empoli,2019-04-27,Giornata n. 34,Ospiti,P,1.0,Bologna,6.0,3.0,0,0,49.0,15.0,2,0,2018-2019
33,Inter,2019-04-27,Giornata n. 34,Casa,N,1.0,Juventus,14.0,6.0,0,0,55.0,12.0,1,0,2018-2019
33,Torino,2019-04-28,Giornata n. 34,Casa,V,2.0,Milan,10.0,2.0,1,1,42.0,21.0,2,0,2018-2019
33,Napoli,2019-04-28,Giornata n. 34,Ospiti,V,2.0,Frosinone,18.0,9.0,0,0,67.0,17.0,1,0,2018-2019
33,Sampdoria,2019-04-28,Giornata n. 34,Casa,P,1.0,Lazio,14.0,4.0,0,0,55.0,13.0,5,1,2018-2019
33,Milan,2019-04-28,Giornata n. 34,Ospiti,P,0.0,Torino,13.0,3.0,0,0,58.0,23.0,6,1,2018-2019
33,SPAL,2019-04-28,Giornata n. 34,Casa,N,1.0,Genoa,11.0,4.0,0,0,56.0,15.0,3,0,2018-2019
33,Chievo,2019-04-28,Giornata n. 34,Casa,N,1.0,Parma,11.0,2.0,0,0,52.0,16.0,3,0,2018-2019
33,Lazio,2019-04-28,Giornata n. 34,Ospiti,V,2.0,Sampdoria,13.0,3.0,0,0,45.0,14.0,3,0,2018-2019
33,Frosinone,2019-04-28,Giornata n. 34,Casa,P,0.0,Napoli,14.0,5.0,0,0,33.0,27.0,3,0,2018-2019
33,Parma,2019-04-28,Giornata n. 34,Ospiti,N,1.0,Chievo,8.0,3.0,0,0,48.0,17.0,3,0,2018-2019
33,Genoa,2019-04-28,Giornata n. 34,Ospiti,N,1.0,SPAL,17.0,4.0,0,0,44.0,16.0,3,0,2018-2019
33,Atalanta,2019-04-29,Giornata n. 34,Casa,V,2.0,Udinese,15.0,7.0,1,1,62.0,8.0,0,0,2018-2019
33,Fiorentina,2019-04-29,Giornata n. 34,Casa,P,0.0,Sassuolo,8.0,3.0,0,1,45.0,19.0,3,0,2018-2019
33,Udinese,2019-04-29,Giornata n. 34,Ospiti,P,0.0,Atalanta,5.0,1.0,0,0,38.0,14.0,2,0,2018-2019
33,Sassuolo,2019-04-29,Giornata n. 34,Ospiti,V,1.0,Fiorentina,11.0,3.0,0,0,55.0,10.0,1,0,2018-2019
34,Juventus,2019-05-03,Giornata n. 35,Casa,N,1.0,Torino,15.0,4.0,0,0,57.0,14.0,3,0,2018-2019
34,Torino,2019-05-03,Giornata n. 35,Ospiti,N,1.0,Juventus,11.0,2.0,0,0,43.0,12.0,3,0,2018-2019
34,Chievo,2019-05-04,Giornata n. 35,Casa,P,0.0,SPAL,11.0,3.0,0,0,49.0,13.0,3,0,2018-2019
34,Inter,2019-05-04,Giornata n. 35,Ospiti,N,0.0,Udinese,20.0,4.0,0,0,72.0,10.0,3,0,2018-2019
34,Udinese,2019-05-04,Giornata n. 35,Casa,N,0.0,Inter,8.0,3.0,0,0,28.0,18.0,1,0,2018-2019
34,SPAL,2019-05-04,Giornata n. 35,Ospiti,V,4.0,Chievo,17.0,7.0,0,0,51.0,12.0,0,0,2018-2019
34,Fiorentina,2019-05-05,Giornata n. 35,Ospiti,P,0.0,Empoli,25.0,10.0,0,0,52.0,19.0,1,1,2018-2019
34,Lazio,2019-05-05,Giornata n. 35,Casa,P,1.0,Atalanta,10.0,5.0,0,0,56.0,16.0,4,0,2018-2019
34,Roma,2019-05-05,Giornata n. 35,Ospiti,N,1.0,Genoa,14.0,4.0,0,0,57.0,12.0,2,0,2018-2019
34,Genoa,2019-05-05,Giornata n. 35,Casa,N,1.0,Roma,17.0,4.0,0,1,43.0,16.0,1,0,2018-2019
34,Parma,2019-05-05,Giornata n. 35,Casa,N,3.0,Sampdoria,9.0,4.0,1,1,36.0,15.0,3,1,2018-2019
34,Atalanta,2019-05-05,Giornata n. 35,Ospiti,V,3.0,Lazio,15.0,6.0,0,0,44.0,16.0,3,0,2018-2019
34,Frosinone,2019-05-05,Giornata n. 35,Ospiti,N,2.0,Sassuolo,5.0,3.0,0,0,33.0,18.0,3,0,2018-2019
34,Sampdoria,2019-05-05,Giornata n. 35,Ospiti,N,3.0,Parma,15.0,8.0,1,1,64.0,7.0,2,1,2018-2019
34,Empoli,2019-05-05,Giornata n. 35,Casa,V,1.0,Fiorentina,11.0,4.0,0,0,48.0,14.0,3,0,2018-2019
34,Sassuolo,2019-05-05,Giornata n. 35,Casa,N,2.0,Frosinone,22.0,4.0,0,0,67.0,16.0,2,0,2018-2019
34,Cagliari,2019-05-05,Giornata n. 35,Ospiti,P,1.0,Napoli,7.0,2.0,0,0,37.0,13.0,3,1,2018-2019
34,Napoli,2019-05-05,Giornata n. 35,Casa,V,2.0,Cagliari,21.0,6.0,1,1,63.0,11.0,2,0,2018-2019
34,Bologna,2019-05-06,Giornata n. 35,Ospiti,P,1.0,Milan,16.0,6.0,0,0,51.0,22.0,4,2,2018-2019
34,Milan,2019-05-06,Giornata n. 35,Casa,V,2.0,Bologna,15.0,5.0,0,0,49.0,13.0,2,1,2018-2019
35,Lazio,2019-05-11,Giornata n. 36,Ospiti,V,2.0,Cagliari,10.0,5.0,0,0,52.0,14.0,4,0,2018-2019
35,Milan,2019-05-11,Giornata n. 36,Ospiti,V,1.0,Fiorentina,14.0,5.0,0,0,51.0,10.0,1,0,2018-2019
35,Atalanta,2019-05-11,Giornata n. 36,Casa,V,2.0,Genoa,11.0,4.0,0,0,60.0,15.0,1,0,2018-2019
35,Fiorentina,2019-05-11,Giornata n. 36,Casa,P,0.0,Milan,12.0,3.0,0,0,49.0,17.0,2,0,2018-2019
35,Cagliari,2019-05-11,Giornata n. 36,Casa,P,1.0,Lazio,18.0,6.0,0,0,48.0,11.0,2,0,2018-2019
35,Genoa,2019-05-11,Giornata n. 36,Ospiti,P,1.0,Atalanta,16.0,3.0,0,0,40.0,23.0,3,0,2018-2019
35,Juventus,2019-05-12,Giornata n. 36,Ospiti,P,0.0,Roma,7.0,4.0,0,0,62.0,8.0,1,0,2018-2019
35,Udinese,2019-05-12,Giornata n. 36,Ospiti,V,3.0,Frosinone,15.0,7.0,0,0,48.0,19.0,3,0,2018-2019
35,Torino,2019-05-12,Giornata n. 36,Casa,V,3.0,Sassuolo,20.0,9.0,0,1,61.0,18.0,1,0,2018-2019
35,Sampdoria,2019-05-12,Giornata n. 36,Casa,P,1.0,Empoli,16.0,4.0,1,1,58.0,13.0,2,0,2018-2019
35,Empoli,2019-05-12,Giornata n. 36,Ospiti,V,2.0,Sampdoria,7.0,3.0,0,1,42.0,17.0,1,0,2018-2019
35,Sassuolo,2019-05-12,Giornata n. 36,Ospiti,P,2.0,Torino,8.0,3.0,0,0,39.0,18.0,4,1,2018-2019
35,Frosinone,2019-05-12,Giornata n. 36,Casa,P,1.0,Udinese,21.0,6.0,0,0,52.0,18.0,2,0,2018-2019
35,Napoli,2019-05-12,Giornata n. 36,Ospiti,V,2.0,SPAL,25.0,7.0,0,0,61.0,21.0,1,0,2018-2019
35,SPAL,2019-05-12,Giornata n. 36,Casa,P,1.0,Napoli,12.0,5.0,1,1,40.0,12.0,2,0,2018-2019
35,Roma,2019-05-12,Giornata n. 36,Casa,V,2.0,Juventus,14.0,3.0,0,0,38.0,10.0,3,0,2018-2019
35,Inter,2019-05-13,Giornata n. 36,Casa,V,2.0,Chievo,23.0,9.0,0,0,70.0,11.0,2,0,2018-2019
35,Bologna,2019-05-13,Giornata n. 36,Casa,V,4.0,Parma,18.0,9.0,0,0,65.0,12.0,1,0,2018-2019
35,Chievo,2019-05-13,Giornata n. 36,Ospiti,P,0.0,Inter,5.0,0.0,0,0,30.0,19.0,2,1,2018-2019
35,Parma,2019-05-13,Giornata n. 36,Ospiti,P,1.0,Bologna,5.0,1.0,0,0,35.0,15.0,5,1,2018-2019
36,Sassuolo,2019-05-18,Giornata n. 37,Casa,N,0.0,Roma,17.0,2.0,0,0,54.0,10.0,2,0,2018-2019
36,SPAL,2019-05-18,Giornata n. 37,Ospiti,P,2.0,Udinese,17.0,3.0,0,0,63.0,17.0,4,0,2018-2019
36,Cagliari,2019-05-18,Giornata n. 37,Ospiti,N,1.0,Genoa,5.0,3.0,0,0,49.0,25.0,1,0,2018-2019
36,Genoa,2019-05-18,Giornata n. 37,Casa,N,1.0,Cagliari,24.0,6.0,1,1,51.0,14.0,2,1,2018-2019
36,Udinese,2019-05-18,Giornata n. 37,Casa,V,3.0,SPAL,13.0,4.0,0,0,37.0,18.0,4,0,2018-2019
36,Roma,2019-05-18,Giornata n. 37,Ospiti,N,0.0,Sassuolo,22.0,4.0,0,0,46.0,17.0,4,0,2018-2019
36,Frosinone,2019-05-19,Giornata n. 37,Ospiti,P,0.0,Milan,13.0,1.0,0,1,40.0,7.0,0,0,2018-2019
36,Chievo,2019-05-19,Giornata n. 37,Casa,N,0.0,Sampdoria,7.0,1.0,0,0,33.0,14.0,3,1,2018-2019
36,Empoli,2019-05-19,Giornata n. 37,Casa,V,4.0,Torino,18.0,9.0,0,0,40.0,18.0,1,0,2018-2019
36,Sampdoria,2019-05-19,Giornata n. 37,Ospiti,N,0.0,Chievo,11.0,5.0,0,0,67.0,9.0,0,0,2018-2019
36,Atalanta,2019-05-19,Giornata n. 37,Ospiti,N,1.0,Juventus,15.0,4.0,0,0,37.0,17.0,1,0,2018-2019
36,Torino,2019-05-19,Giornata n. 37,Ospiti,P,1.0,Empoli,15.0,5.0,0,0,60.0,20.0,1,0,2018-2019
36,Fiorentina,2019-05-19,Giornata n. 37,Ospiti,P,0.0,Parma,16.0,3.0,0,0,60.0,25.0,1,0,2018-2019
36,Inter,2019-05-19,Giornata n. 37,Ospiti,P,1.0,Napoli,21.0,4.0,1,1,57.0,10.0,1,0,2018-2019
36,Napoli,2019-05-19,Giornata n. 37,Casa,V,4.0,Inter,14.0,6.0,0,0,43.0,10.0,3,0,2018-2019
36,Milan,2019-05-19,Giornata n. 37,Casa,V,2.0,Frosinone,16.0,3.0,0,0,60.0,13.0,1,0,2018-2019
36,Juventus,2019-05-19,Giornata n. 37,Casa,N,1.0,Atalanta,14.0,4.0,0,0,63.0,17.0,3,1,2018-2019
36,Parma,2019-05-19,Giornata n. 37,Casa,V,1.0,Fiorentina,10.0,2.0,0,0,40.0,17.0,0,0,2018-2019
36,Bologna,2019-05-20,Giornata n. 37,Ospiti,N,3.0,Lazio,19.0,5.0,0,0,49.0,14.0,1,0,2018-2019
