,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
11,Salernitana,2021-11-07,Giornata n. 12,Ospiti,P,0.0,Lazio,5.0,0.0,0,0,40.0,14.0,2,0,2021-2022
12,Spezia,2021-11-20,Giornata n. 13,Ospiti,P,2.0,Atalanta,10.0,5.0,0,0,50.0,13.0,3,0,2021-2022
12,Lazio,2021-11-20,Giornata n. 13,Casa,P,0.0,Juventus,8.0,1.0,0,0,57.0,12.0,3,0,2021-2022
12,Milan,2021-11-20,Giornata n. 13,Ospiti,P,3.0,Fiorentina,16.0,6.0,0,0,55.0,13.0,1,0,2021-2022
12,Juventus,2021-11-20,Giornata n. 13,Ospiti,V,2.0,Lazio,9.0,3.0,2,2,43.0,16.0,1,0,2021-2022
12,Fiorentina,2021-11-20,Giornata n. 13,Casa,V,4.0,Milan,9.0,5.0,0,0,45.0,7.0,1,0,2021-2022
12,Atalanta,2021-11-20,Giornata n. 13,Casa,V,5.0,Spezia,17.0,8.0,1,1,50.0,11.0,2,0,2021-2022
12,Cagliari,2021-11-21,Giornata n. 13,Ospiti,N,2.0,Sassuolo,10.0,3.0,1,1,42.0,11.0,2,0,2021-2022
12,Inter,2021-11-21,Giornata n. 13,Casa,V,3.0,Napoli,16.0,6.0,1,1,44.0,18.0,4,0,2021-2022
12,Salernitana,2021-11-21,Giornata n. 13,Casa,P,0.0,Sampdoria,18.0,3.0,0,0,55.0,12.0,0,0,2021-2022
12,Bologna,2021-11-21,Giornata n. 13,Casa,P,0.0,Venezia,24.0,6.0,0,0,67.0,6.0,0,0,2021-2022
12,Venezia,2021-11-21,Giornata n. 13,Ospiti,V,1.0,Bologna,8.0,6.0,0,0,33.0,11.0,3,0,2021-2022
12,Sassuolo,2021-11-21,Giornata n. 13,Casa,N,2.0,Cagliari,19.0,3.0,1,1,58.0,13.0,1,0,2021-2022
12,Sampdoria,2021-11-21,Giornata n. 13,Ospiti,V,2.0,Salernitana,13.0,6.0,0,0,45.0,22.0,3,0,2021-2022
12,Napoli,2021-11-21,Giornata n. 13,Ospiti,P,2.0,Inter,9.0,3.0,0,0,56.0,19.0,3,0,2021-2022
12,Roma,2021-11-21,Giornata n. 13,Ospiti,V,2.0,Genoa,18.0,3.0,0,0,59.0,15.0,2,0,2021-2022
12,Genoa,2021-11-21,Giornata n. 13,Casa,P,0.0,Roma,1.0,1.0,0,0,41.0,12.0,3,0,2021-2022
12,Torino,2021-11-22,Giornata n. 13,Casa,V,2.0,Udinese,14.0,3.0,0,0,51.0,20.0,1,0,2021-2022
12,Udinese,2021-11-22,Giornata n. 13,Ospiti,P,1.0,Torino,18.0,7.0,0,0,49.0,21.0,3,0,2021-2022
12,Hellas Verona,2021-11-22,Giornata n. 13,Casa,V,2.0,Empoli,22.0,4.0,0,0,56.0,8.0,1,0,2021-2022
12,Empoli,2021-11-22,Giornata n. 13,Ospiti,P,1.0,Hellas Verona,9.0,3.0,0,0,44.0,14.0,3,0,2021-2022
13,Cagliari,2021-11-26,Giornata n. 14,Casa,N,1.0,Salernitana,19.0,3.0,0,0,57.0,16.0,3,0,2021-2022
13,Salernitana,2021-11-26,Giornata n. 14,Ospiti,N,1.0,Cagliari,8.0,2.0,0,0,43.0,10.0,1,0,2021-2022
13,Juventus,2021-11-27,Giornata n. 14,Casa,P,0.0,Atalanta,15.0,2.0,0,0,59.0,16.0,4,0,2021-2022
13,Venezia,2021-11-27,Giornata n. 14,Casa,P,0.0,Inter,6.0,1.0,0,0,44.0,13.0,2,0,2021-2022
13,Atalanta,2021-11-27,Giornata n. 14,Ospiti,V,1.0,Juventus,7.0,1.0,0,0,41.0,23.0,5,0,2021-2022
13,Inter,2021-11-27,Giornata n. 14,Ospiti,V,2.0,Venezia,26.0,10.0,1,1,56.0,8.0,0,0,2021-2022
13,Sampdoria,2021-11-27,Giornata n. 14,Casa,V,3.0,Hellas Verona,15.0,6.0,0,0,42.0,16.0,4,0,2021-2022
13,Empoli,2021-11-27,Giornata n. 14,Casa,V,2.0,Fiorentina,17.0,5.0,0,0,51.0,18.0,1,0,2021-2022
13,Hellas Verona,2021-11-27,Giornata n. 14,Ospiti,P,1.0,Sampdoria,15.0,4.0,0,0,58.0,17.0,1,0,2021-2022
13,Fiorentina,2021-11-27,Giornata n. 14,Ospiti,P,1.0,Empoli,16.0,7.0,0,0,49.0,11.0,1,0,2021-2022
13,Bologna,2021-11-28,Giornata n. 14,Ospiti,V,1.0,Spezia,16.0,4.0,1,1,57.0,12.0,1,0,2021-2022
13,Udinese,2021-11-28,Giornata n. 14,Casa,N,0.0,Genoa,16.0,3.0,0,0,43.0,19.0,3,0,2021-2022
13,Roma,2021-11-28,Giornata n. 14,Casa,V,1.0,Torino,10.0,2.0,0,0,32.0,8.0,2,0,2021-2022
13,Sassuolo,2021-11-28,Giornata n. 14,Ospiti,V,3.0,Milan,15.0,5.0,0,0,50.0,8.0,2,0,2021-2022
13,Spezia,2021-11-28,Giornata n. 14,Casa,P,0.0,Bologna,14.0,6.0,0,0,43.0,17.0,3,0,2021-2022
13,Napoli,2021-11-28,Giornata n. 14,Casa,V,4.0,Lazio,18.0,8.0,0,0,62.0,12.0,2,0,2021-2022
13,Torino,2021-11-28,Giornata n. 14,Ospiti,P,0.0,Roma,18.0,3.0,0,0,68.0,11.0,1,0,2021-2022
13,Lazio,2021-11-28,Giornata n. 14,Ospiti,P,0.0,Napoli,6.0,2.0,0,0,38.0,15.0,4,0,2021-2022
13,Genoa,2021-11-28,Giornata n. 14,Ospiti,N,0.0,Udinese,9.0,2.0,0,0,57.0,11.0,4,0,2021-2022
13,Milan,2021-11-28,Giornata n. 14,Casa,P,1.0,Sassuolo,15.0,2.0,0,0,50.0,15.0,4,1,2021-2022
14,Juventus,2021-11-30,Giornata n. 15,Ospiti,V,2.0,Salernitana,17.0,7.0,0,1,73.0,11.0,1,0,2021-2022
14,Cagliari,2021-11-30,Giornata n. 15,Ospiti,N,0.0,Hellas Verona,12.0,3.0,0,0,32.0,14.0,2,0,2021-2022
14,Atalanta,2021-11-30,Giornata n. 15,Casa,V,4.0,Venezia,19.0,6.0,0,0,58.0,12.0,0,0,2021-2022
14,Venezia,2021-11-30,Giornata n. 15,Ospiti,P,0.0,Atalanta,8.0,4.0,0,0,42.0,12.0,1,0,2021-2022
14,Hellas Verona,2021-11-30,Giornata n. 15,Casa,N,0.0,Cagliari,15.0,6.0,0,0,68.0,17.0,3,0,2021-2022
14,Fiorentina,2021-11-30,Giornata n. 15,Casa,V,3.0,Sampdoria,17.0,7.0,0,0,60.0,6.0,0,0,2021-2022
14,Sampdoria,2021-11-30,Giornata n. 15,Ospiti,P,1.0,Fiorentina,11.0,4.0,0,0,40.0,17.0,3,0,2021-2022
14,Salernitana,2021-11-30,Giornata n. 15,Casa,P,0.0,Juventus,4.0,0.0,0,0,27.0,15.0,1,0,2021-2022
14,Sassuolo,2021-12-01,Giornata n. 15,Casa,N,2.0,Napoli,9.0,7.0,0,0,50.0,11.0,4,0,2021-2022
14,Napoli,2021-12-01,Giornata n. 15,Ospiti,N,2.0,Sassuolo,9.0,4.0,0,0,50.0,20.0,2,0,2021-2022
14,Genoa,2021-12-01,Giornata n. 15,Casa,P,0.0,Milan,11.0,3.0,0,0,42.0,15.0,2,0,2021-2022
14,Bologna,2021-12-01,Giornata n. 15,Casa,V,1.0,Roma,6.0,3.0,0,0,42.0,9.0,3,0,2021-2022
14,Spezia,2021-12-01,Giornata n. 15,Ospiti,P,0.0,Inter,7.0,4.0,0,0,37.0,14.0,2,0,2021-2022
14,Milan,2021-12-01,Giornata n. 15,Ospiti,V,3.0,Genoa,18.0,5.0,0,0,58.0,16.0,1,0,2021-2022
14,Inter,2021-12-01,Giornata n. 15,Casa,V,2.0,Spezia,30.0,10.0,1,1,63.0,19.0,1,0,2021-2022
14,Roma,2021-12-01,Giornata n. 15,Ospiti,P,0.0,Bologna,13.0,5.0,0,0,58.0,18.0,4,0,2021-2022
14,Empoli,2021-12-02,Giornata n. 15,Ospiti,N,2.0,Torino,17.0,5.0,0,0,59.0,17.0,3,0,2021-2022
14,Lazio,2021-12-02,Giornata n. 15,Casa,N,4.0,Udinese,13.0,5.0,0,0,62.0,11.0,3,1,2021-2022
14,Udinese,2021-12-02,Giornata n. 15,Ospiti,N,4.0,Lazio,13.0,5.0,0,0,38.0,12.0,5,2,2021-2022
14,Torino,2021-12-02,Giornata n. 15,Casa,N,2.0,Empoli,10.0,3.0,0,0,41.0,8.0,1,1,2021-2022
15,Milan,2021-12-04,Giornata n. 16,Casa,V,2.0,Salernitana,22.0,7.0,0,0,70.0,11.0,1,0,2021-2022
15,Inter,2021-12-04,Giornata n. 16,Ospiti,V,3.0,Roma,10.0,4.0,0,0,66.0,7.0,1,0,2021-2022
15,Salernitana,2021-12-04,Giornata n. 16,Ospiti,P,0.0,Milan,7.0,2.0,0,0,30.0,11.0,2,0,2021-2022
15,Napoli,2021-12-04,Giornata n. 16,Casa,P,2.0,Atalanta,15.0,4.0,0,0,55.0,19.0,2,0,2021-2022
15,Roma,2021-12-04,Giornata n. 16,Casa,P,0.0,Inter,9.0,1.0,0,0,34.0,12.0,3,0,2021-2022
15,Atalanta,2021-12-04,Giornata n. 16,Ospiti,V,3.0,Napoli,21.0,7.0,0,0,45.0,21.0,3,0,2021-2022
15,Bologna,2021-12-05,Giornata n. 16,Casa,P,2.0,Fiorentina,8.0,3.0,0,0,37.0,12.0,3,0,2021-2022
15,Sassuolo,2021-12-05,Giornata n. 16,Ospiti,N,2.0,Spezia,20.0,5.0,0,0,65.0,10.0,3,0,2021-2022
15,Juventus,2021-12-05,Giornata n. 16,Casa,V,2.0,Genoa,27.0,12.0,0,0,70.0,15.0,3,0,2021-2022
15,Sampdoria,2021-12-05,Giornata n. 16,Casa,P,1.0,Lazio,18.0,5.0,0,0,48.0,16.0,4,0,2021-2022
15,Spezia,2021-12-05,Giornata n. 16,Casa,N,2.0,Sassuolo,9.0,4.0,0,0,35.0,15.0,4,0,2021-2022
15,Hellas Verona,2021-12-05,Giornata n. 16,Ospiti,V,4.0,Venezia,15.0,5.0,1,1,56.0,15.0,2,0,2021-2022
15,Fiorentina,2021-12-05,Giornata n. 16,Ospiti,V,3.0,Bologna,5.0,2.0,1,1,63.0,16.0,3,0,2021-2022
15,Lazio,2021-12-05,Giornata n. 16,Ospiti,V,3.0,Sampdoria,6.0,5.0,0,0,52.0,10.0,3,1,2021-2022
15,Genoa,2021-12-05,Giornata n. 16,Ospiti,P,0.0,Juventus,0.0,0.0,0,0,30.0,8.0,1,0,2021-2022
15,Venezia,2021-12-05,Giornata n. 16,Casa,P,3.0,Hellas Verona,9.0,5.0,0,0,44.0,12.0,2,1,2021-2022
15,Torino,2021-12-06,Giornata n. 16,Ospiti,N,1.0,Cagliari,8.0,3.0,0,0,48.0,28.0,4,0,2021-2022
15,Cagliari,2021-12-06,Giornata n. 16,Casa,N,1.0,Torino,16.0,2.0,0,0,52.0,12.0,2,0,2021-2022
15,Empoli,2021-12-06,Giornata n. 16,Casa,V,3.0,Udinese,22.0,8.0,0,0,57.0,15.0,4,0,2021-2022
15,Udinese,2021-12-06,Giornata n. 16,Ospiti,P,1.0,Empoli,19.0,8.0,0,0,43.0,20.0,3,0,2021-2022
16,Sampdoria,2021-12-10,Giornata n. 17,Ospiti,V,3.0,Genoa,14.0,5.0,0,0,46.0,18.0,2,0,2021-2022
16,Genoa,2021-12-10,Giornata n. 17,Casa,P,1.0,Sampdoria,12.0,2.0,0,0,54.0,15.0,2,0,2021-2022
16,Milan,2021-12-11,Giornata n. 17,Ospiti,N,1.0,Udinese,12.0,1.0,0,0,66.0,11.0,2,0,2021-2022
16,Udinese,2021-12-11,Giornata n. 17,Casa,N,1.0,Milan,11.0,6.0,0,0,34.0,21.0,2,1,2021-2022
16,Juventus,2021-12-11,Giornata n. 17,Ospiti,N,1.0,Venezia,20.0,6.0,0,0,60.0,13.0,2,0,2021-2022
16,Venezia,2021-12-11,Giornata n. 17,Casa,N,1.0,Juventus,13.0,4.0,0,0,40.0,20.0,4,0,2021-2022
16,Salernitana,2021-12-11,Giornata n. 17,Ospiti,P,0.0,Fiorentina,11.0,6.0,0,0,30.0,12.0,1,0,2021-2022
16,Fiorentina,2021-12-11,Giornata n. 17,Casa,V,4.0,Salernitana,17.0,9.0,0,0,70.0,10.0,1,0,2021-2022
16,Empoli,2021-12-12,Giornata n. 17,Ospiti,V,1.0,Napoli,12.0,5.0,0,0,40.0,14.0,1,0,2021-2022
16,Cagliari,2021-12-12,Giornata n. 17,Ospiti,P,0.0,Inter,5.0,2.0,0,0,25.0,15.0,2,0,2021-2022
16,Bologna,2021-12-12,Giornata n. 17,Ospiti,P,1.0,Torino,7.0,4.0,1,1,51.0,19.0,4,0,2021-2022
16,Torino,2021-12-12,Giornata n. 17,Casa,V,2.0,Bologna,16.0,7.0,0,0,49.0,18.0,2,0,2021-2022
16,Atalanta,2021-12-12,Giornata n. 17,Ospiti,V,2.0,Hellas Verona,14.0,6.0,0,0,47.0,11.0,1,0,2021-2022
16,Inter,2021-12-12,Giornata n. 17,Casa,V,4.0,Cagliari,23.0,14.0,0,1,75.0,9.0,1,0,2021-2022
16,Lazio,2021-12-12,Giornata n. 17,Ospiti,P,1.0,Sassuolo,6.0,2.0,0,0,41.0,12.0,2,0,2021-2022
16,Sassuolo,2021-12-12,Giornata n. 17,Casa,V,2.0,Lazio,17.0,6.0,0,0,59.0,9.0,1,1,2021-2022
16,Hellas Verona,2021-12-12,Giornata n. 17,Casa,P,1.0,Atalanta,19.0,3.0,0,0,53.0,14.0,2,0,2021-2022
16,Napoli,2021-12-12,Giornata n. 17,Casa,P,0.0,Empoli,30.0,6.0,0,0,60.0,8.0,0,0,2021-2022
16,Spezia,2021-12-13,Giornata n. 17,Ospiti,P,0.0,Roma,8.0,2.0,0,0,48.0,8.0,1,0,2021-2022
16,Roma,2021-12-13,Giornata n. 17,Casa,V,2.0,Spezia,12.0,5.0,0,0,52.0,13.0,4,1,2021-2022
17,Genoa,2021-12-17,Giornata n. 18,Ospiti,P,1.0,Lazio,4.0,2.0,0,0,45.0,11.0,3,0,2021-2022
17,Inter,2021-12-17,Giornata n. 18,Ospiti,V,5.0,Salernitana,23.0,8.0,0,0,65.0,12.0,2,0,2021-2022
17,Salernitana,2021-12-17,Giornata n. 18,Casa,P,0.0,Inter,10.0,2.0,0,0,35.0,11.0,1,0,2021-2022
17,Lazio,2021-12-17,Giornata n. 18,Casa,V,3.0,Genoa,11.0,5.0,0,0,55.0,9.0,0,0,2021-2022
17,Roma,2021-12-18,Giornata n. 18,Ospiti,V,4.0,Atalanta,8.0,5.0,0,0,29.0,18.0,3,0,2021-2022
17,Udinese,2021-12-18,Giornata n. 18,Ospiti,V,4.0,Cagliari,10.0,5.0,0,0,45.0,15.0,2,0,2021-2022
17,Atalanta,2021-12-18,Giornata n. 18,Casa,P,1.0,Roma,17.0,6.0,0,0,71.0,11.0,1,0,2021-2022
17,Bologna,2021-12-18,Giornata n. 18,Casa,P,0.0,Juventus,11.0,3.0,0,0,57.0,10.0,1,0,2021-2022
17,Cagliari,2021-12-18,Giornata n. 18,Casa,P,0.0,Udinese,5.0,2.0,0,0,55.0,12.0,4,1,2021-2022
17,Juventus,2021-12-18,Giornata n. 18,Ospiti,V,2.0,Bologna,11.0,7.0,0,0,43.0,20.0,1,0,2021-2022
17,Fiorentina,2021-12-19,Giornata n. 18,Casa,N,2.0,Sassuolo,23.0,8.0,0,0,57.0,7.0,3,1,2021-2022
17,Sassuolo,2021-12-19,Giornata n. 18,Ospiti,N,2.0,Fiorentina,8.0,4.0,0,0,43.0,18.0,5,0,2021-2022
17,Venezia,2021-12-19,Giornata n. 18,Ospiti,N,1.0,Sampdoria,12.0,1.0,0,0,50.0,20.0,1,0,2021-2022
17,Milan,2021-12-19,Giornata n. 18,Casa,P,0.0,Napoli,12.0,2.0,0,0,48.0,16.0,0,0,2021-2022
17,Torino,2021-12-19,Giornata n. 18,Casa,V,1.0,Hellas Verona,8.0,1.0,0,0,66.0,15.0,1,0,2021-2022
17,Spezia,2021-12-19,Giornata n. 18,Casa,N,1.0,Empoli,9.0,2.0,0,0,34.0,24.0,3,0,2021-2022
17,Napoli,2021-12-19,Giornata n. 18,Ospiti,V,1.0,Milan,11.0,2.0,0,0,52.0,21.0,2,0,2021-2022
17,Sampdoria,2021-12-19,Giornata n. 18,Casa,N,1.0,Venezia,18.0,7.0,0,0,50.0,10.0,2,0,2021-2022
17,Hellas Verona,2021-12-19,Giornata n. 18,Ospiti,P,0.0,Torino,8.0,2.0,0,0,34.0,6.0,2,1,2021-2022
17,Empoli,2021-12-19,Giornata n. 18,Ospiti,N,1.0,Spezia,22.0,7.0,0,0,66.0,12.0,2,0,2021-2022
18,Atalanta,2021-12-21,Giornata n. 19,Ospiti,N,0.0,Genoa,17.0,3.0,0,0,67.0,16.0,1,0,2021-2022
18,Cagliari,2021-12-21,Giornata n. 19,Ospiti,P,0.0,Juventus,6.0,1.0,0,0,37.0,18.0,3,0,2021-2022
18,Genoa,2021-12-21,Giornata n. 19,Casa,N,0.0,Atalanta,1.0,0.0,0,0,33.0,16.0,2,0,2021-2022
18,Juventus,2021-12-21,Giornata n. 19,Casa,V,2.0,Cagliari,15.0,4.0,0,0,63.0,18.0,0,0,2021-2022
18,Milan,2021-12-22,Giornata n. 19,Ospiti,V,4.0,Empoli,18.0,8.0,0,0,44.0,16.0,2,0,2021-2022
18,Bologna,2021-12-22,Giornata n. 19,Ospiti,V,3.0,Sassuolo,9.0,5.0,0,0,41.0,14.0,3,0,2021-2022
18,Spezia,2021-12-22,Giornata n. 19,Ospiti,V,1.0,Napoli,8.0,0.0,0,0,35.0,13.0,3,0,2021-2022
18,Sassuolo,2021-12-22,Giornata n. 19,Casa,P,0.0,Bologna,13.0,5.0,0,0,59.0,15.0,1,0,2021-2022
18,Torino,2021-12-22,Giornata n. 19,Ospiti,P,0.0,Inter,12.0,3.0,0,0,46.0,19.0,0,0,2021-2022
18,Hellas Verona,2021-12-22,Giornata n. 19,Casa,N,1.0,Fiorentina,7.0,2.0,0,0,40.0,16.0,2,0,2021-2022
18,Inter,2021-12-22,Giornata n. 19,Casa,V,1.0,Torino,15.0,3.0,0,0,54.0,12.0,1,0,2021-2022
18,Roma,2021-12-22,Giornata n. 19,Casa,N,1.0,Sampdoria,15.0,4.0,0,0,54.0,6.0,0,0,2021-2022
18,Fiorentina,2021-12-22,Giornata n. 19,Ospiti,N,1.0,Hellas Verona,11.0,1.0,0,0,60.0,5.0,1,0,2021-2022
18,Sampdoria,2021-12-22,Giornata n. 19,Ospiti,N,1.0,Roma,9.0,2.0,0,0,46.0,10.0,3,0,2021-2022
18,Venezia,2021-12-22,Giornata n. 19,Casa,P,1.0,Lazio,10.0,2.0,0,0,47.0,13.0,3,1,2021-2022
18,Lazio,2021-12-22,Giornata n. 19,Ospiti,V,3.0,Venezia,7.0,4.0,0,0,53.0,12.0,3,0,2021-2022
18,Empoli,2021-12-22,Giornata n. 19,Casa,P,2.0,Milan,15.0,4.0,1,1,56.0,18.0,1,0,2021-2022
18,Napoli,2021-12-22,Giornata n. 19,Casa,P,0.0,Spezia,27.0,6.0,0,0,65.0,15.0,2,0,2021-2022
19,Sassuolo,2022-01-06,Giornata n. 20,Casa,N,1.0,Genoa,28.0,7.0,0,0,74.0,8.0,3,0,2021-2022
19,Spezia,2022-01-06,Giornata n. 20,Casa,P,1.0,Hellas Verona,9.0,3.0,0,0,40.0,13.0,3,1,2021-2022
19,Hellas Verona,2022-01-06,Giornata n. 20,Ospiti,V,2.0,Spezia,22.0,5.0,0,0,60.0,11.0,2,0,2021-2022
19,Lazio,2022-01-06,Giornata n. 20,Casa,N,3.0,Empoli,22.0,8.0,0,1,62.0,14.0,4,0,2021-2022
19,Napoli,2022-01-06,Giornata n. 20,Ospiti,N,1.0,Juventus,16.0,4.0,0,0,56.0,12.0,1,0,2021-2022
19,Sampdoria,2022-01-06,Giornata n. 20,Casa,P,1.0,Cagliari,4.0,2.0,0,0,49.0,14.0,1,1,2021-2022
19,Cagliari,2022-01-06,Giornata n. 20,Ospiti,V,2.0,Sampdoria,15.0,7.0,0,0,51.0,17.0,3,0,2021-2022
19,Roma,2022-01-06,Giornata n. 20,Ospiti,P,1.0,Milan,11.0,5.0,0,0,45.0,20.0,7,2,2021-2022
19,Genoa,2022-01-06,Giornata n. 20,Ospiti,N,1.0,Sassuolo,4.0,1.0,0,0,26.0,12.0,0,0,2021-2022
19,Empoli,2022-01-06,Giornata n. 20,Ospiti,N,3.0,Lazio,10.0,3.0,1,1,38.0,12.0,4,0,2021-2022
19,Milan,2022-01-06,Giornata n. 20,Casa,V,3.0,Roma,17.0,3.0,1,2,55.0,6.0,2,0,2021-2022
19,Juventus,2022-01-06,Giornata n. 20,Casa,N,1.0,Napoli,22.0,5.0,0,0,44.0,8.0,2,0,2021-2022
20,Roma,2022-01-09,Giornata n. 21,Casa,P,3.0,Juventus,19.0,6.0,0,1,53.0,13.0,3,0,2021-2022
20,Sassuolo,2022-01-09,Giornata n. 21,Ospiti,V,5.0,Empoli,24.0,12.0,1,1,55.0,17.0,3,0,2021-2022
20,Milan,2022-01-09,Giornata n. 21,Ospiti,V,3.0,Venezia,17.0,6.0,1,1,62.0,15.0,3,0,2021-2022
18,Udinese,2022-01-09,Giornata n. 21,Casa,P,2.0,Atalanta,8.0,4.0,0,0,40.0,10.0,2,0,2021-2022
20,Spezia,2022-01-09,Giornata n. 21,Ospiti,V,1.0,Genoa,17.0,9.0,0,0,46.0,17.0,3,0,2021-2022
18,Salernitana,2022-01-09,Giornata n. 21,Ospiti,V,2.0,Hellas Verona,8.0,4.0,1,1,30.0,12.0,3,0,2021-2022
20,Napoli,2022-01-09,Giornata n. 21,Casa,V,1.0,Sampdoria,22.0,5.0,0,0,69.0,13.0,0,0,2021-2022
20,Sampdoria,2022-01-09,Giornata n. 21,Ospiti,P,0.0,Napoli,11.0,1.0,0,0,31.0,12.0,2,0,2021-2022
19,Venezia,2022-01-09,Giornata n. 21,Casa,P,0.0,Milan,10.0,3.0,0,0,38.0,11.0,1,1,2021-2022
20,Juventus,2022-01-09,Giornata n. 21,Ospiti,V,4.0,Roma,14.0,5.0,0,0,47.0,12.0,4,1,2021-2022
19,Atalanta,2022-01-09,Giornata n. 21,Ospiti,V,6.0,Udinese,21.0,7.0,0,0,60.0,12.0,2,0,2021-2022
20,Hellas Verona,2022-01-09,Giornata n. 21,Casa,P,1.0,Salernitana,24.0,7.0,0,0,70.0,13.0,1,1,2021-2022
20,Empoli,2022-01-09,Giornata n. 21,Casa,P,1.0,Sassuolo,15.0,4.0,0,0,45.0,13.0,2,1,2021-2022
19,Inter,2022-01-09,Giornata n. 21,Casa,V,2.0,Lazio,17.0,5.0,0,0,60.0,11.0,1,0,2021-2022
20,Lazio,2022-01-09,Giornata n. 21,Ospiti,P,1.0,Inter,5.0,2.0,0,0,40.0,17.0,4,0,2021-2022
20,Genoa,2022-01-09,Giornata n. 21,Casa,P,0.0,Spezia,15.0,2.0,0,0,54.0,17.0,3,0,2021-2022
19,Fiorentina,2022-01-10,Giornata n. 21,Ospiti,P,0.0,Torino,11.0,4.0,0,0,55.0,12.0,2,0,2021-2022
19,Torino,2022-01-10,Giornata n. 21,Casa,V,4.0,Fiorentina,9.0,6.0,0,0,45.0,19.0,2,0,2021-2022
19,Bologna,2022-01-11,Giornata n. 21,Ospiti,P,1.0,Cagliari,10.0,3.0,0,0,47.0,19.0,2,0,2021-2022
20,Cagliari,2022-01-11,Giornata n. 21,Casa,V,2.0,Bologna,13.0,4.0,0,0,53.0,14.0,3,0,2021-2022
21,Lazio,2022-01-15,Giornata n. 22,Ospiti,V,3.0,Salernitana,15.0,8.0,0,0,73.0,16.0,3,0,2021-2022
19,Salernitana,2022-01-15,Giornata n. 22,Casa,P,0.0,Lazio,7.0,1.0,0,0,27.0,12.0,2,0,2021-2022
20,Torino,2022-01-15,Giornata n. 22,Ospiti,V,2.0,Sampdoria,20.0,12.0,0,0,63.0,14.0,2,0,2021-2022
19,Udinese,2022-01-15,Giornata n. 22,Ospiti,P,0.0,Juventus,16.0,3.0,0,0,34.0,10.0,2,0,2021-2022
21,Sampdoria,2022-01-15,Giornata n. 22,Casa,P,1.0,Torino,11.0,3.0,0,0,37.0,13.0,0,0,2021-2022
21,Juventus,2022-01-15,Giornata n. 22,Casa,V,2.0,Udinese,14.0,4.0,0,0,66.0,14.0,1,0,2021-2022
21,Hellas Verona,2022-01-16,Giornata n. 22,Ospiti,V,4.0,Sassuolo,20.0,5.0,1,1,45.0,18.0,4,0,2021-2022
20,Venezia,2022-01-16,Giornata n. 22,Casa,N,1.0,Empoli,14.0,3.0,0,0,50.0,16.0,3,0,2021-2022
20,Inter,2022-01-16,Giornata n. 22,Ospiti,N,0.0,Atalanta,11.0,3.0,0,0,63.0,12.0,2,0,2021-2022
21,Cagliari,2022-01-16,Giornata n. 22,Ospiti,P,0.0,Roma,8.0,2.0,0,0,44.0,20.0,4,0,2021-2022
20,Atalanta,2022-01-16,Giornata n. 22,Casa,N,0.0,Inter,12.0,6.0,0,0,37.0,15.0,2,0,2021-2022
21,Roma,2022-01-16,Giornata n. 22,Casa,V,1.0,Cagliari,14.0,6.0,1,1,56.0,15.0,3,0,2021-2022
21,Sassuolo,2022-01-16,Giornata n. 22,Casa,P,2.0,Hellas Verona,14.0,5.0,0,0,55.0,6.0,2,0,2021-2022
21,Empoli,2022-01-16,Giornata n. 22,Ospiti,N,1.0,Venezia,18.0,6.0,0,0,50.0,19.0,5,0,2021-2022
21,Napoli,2022-01-17,Giornata n. 22,Ospiti,V,2.0,Bologna,14.0,5.0,0,0,61.0,11.0,1,0,2021-2022
21,Spezia,2022-01-17,Giornata n. 22,Ospiti,V,2.0,Milan,10.0,6.0,0,0,40.0,18.0,5,0,2021-2022
20,Bologna,2022-01-17,Giornata n. 22,Casa,P,0.0,Napoli,12.0,5.0,0,0,39.0,10.0,3,0,2021-2022
20,Fiorentina,2022-01-17,Giornata n. 22,Casa,V,6.0,Genoa,21.0,11.0,0,1,73.0,12.0,1,0,2021-2022
21,Milan,2022-01-17,Giornata n. 22,Casa,P,1.0,Spezia,24.0,8.0,0,1,60.0,13.0,2,0,2021-2022
21,Genoa,2022-01-17,Giornata n. 22,Ospiti,P,0.0,Fiorentina,3.0,0.0,0,0,27.0,19.0,3,0,2021-2022
22,Hellas Verona,2022-01-21,Giornata n. 23,Casa,V,2.0,Bologna,14.0,6.0,0,0,57.0,21.0,2,0,2021-2022
21,Bologna,2022-01-21,Giornata n. 23,Ospiti,P,1.0,Hellas Verona,8.0,2.0,0,0,43.0,9.0,4,0,2021-2022
20,Udinese,2022-01-22,Giornata n. 23,Ospiti,N,0.0,Genoa,2.0,0.0,0,0,48.0,18.0,4,0,2021-2022
21,Inter,2022-01-22,Giornata n. 23,Casa,V,2.0,Venezia,24.0,12.0,0,0,71.0,14.0,3,0,2021-2022
21,Venezia,2022-01-22,Giornata n. 23,Ospiti,P,1.0,Inter,3.0,3.0,0,0,29.0,10.0,4,0,2021-2022
21,Atalanta,2022-01-22,Giornata n. 23,Ospiti,N,0.0,Lazio,6.0,2.0,0,0,39.0,17.0,3,0,2021-2022
22,Genoa,2022-01-22,Giornata n. 23,Casa,N,0.0,Udinese,10.0,2.0,0,0,52.0,26.0,4,1,2021-2022
22,Lazio,2022-01-22,Giornata n. 23,Casa,N,0.0,Atalanta,9.0,1.0,0,0,61.0,10.0,0,0,2021-2022
