,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
23,Bologna,2021-02-27,Giornata n. 24,Casa,V,2,Lazio,11,6,0,0,301.0,400.0,4.0,41.0,11,1,0
23,Hellas Verona,2021-02-27,Giornata n. 24,Casa,N,1,Juventus,14,6,0,0,312.0,410.0,8.0,44.0,20,2,0
23,Sampdoria,2021-02-28,Giornata n. 24,Casa,P,0,Atalanta,8,2,0,0,381.0,507.0,5.0,45.0,9,1,0
22,Napoli,2021-02-28,Giornata n. 24,Casa,V,2,Benevento,19,5,0,0,501.0,583.0,8.0,61.0,14,3,1
23,Roma,2021-02-28,Giornata n. 24,Casa,P,1,Milan,18,8,0,0,420.0,511.0,5.0,53.0,16,3,0
23,Udinese,2021-02-28,Giornata n. 24,Casa,V,1,Fiorentina,9,2,0,0,343.0,432.0,3.0,47.0,13,1,0
23,Crotone,2021-02-28,Giornata n. 24,Casa,P,0,Cagliari,13,2,0,0,377.0,455.0,7.0,55.0,19,2,0
23,Inter,2021-02-28,Giornata n. 24,Casa,V,3,Genoa,24,12,0,0,506.0,579.0,9.0,51.0,13,0,0
23,Genoa,2021-02-28,Giornata n. 24,Ospiti,P,0,Inter,3,2,0,0,495.0,561.0,1.0,49.0,9,2,0
23,Atalanta,2021-02-28,Giornata n. 24,Ospiti,V,2,Sampdoria,20,8,0,0,516.0,622.0,6.0,55.0,17,3,0
23,Fiorentina,2021-02-28,Giornata n. 24,Ospiti,P,0,Udinese,8,2,0,0,392.0,493.0,9.0,53.0,22,2,0
