,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
9,Milan,2021-10-26,Giornata n. 10,Casa,V,1,Torino,10.0,2.0,0,0,316.0,412.0,2.0,44.0,15.0,3,0
9,Venezia,2021-10-26,Giornata n. 10,Casa,P,1,Salernitana,8.0,4.0,0,0,347.0,441.0,4.0,45.0,19.0,3,1
9,Salernitana,2021-10-26,Giornata n. 10,Ospiti,V,2,Venezia,21.0,7.0,0,0,440.0,535.0,5.0,55.0,16.0,3,0
9,Torino,2021-10-26,Giornata n. 10,Ospiti,P,0,Milan,13.0,2.0,0,0,415.0,519.0,5.0,56.0,22.0,3,0
9,Juventus,2021-10-27,Giornata n. 10,Casa,P,1,Sassuolo,14.0,2.0,0,0,471.0,558.0,4.0,57.0,23.0,1,0
9,Sampdoria,2021-10-27,Giornata n. 10,Casa,P,1,Atalanta,8.0,3.0,0,0,282.0,414.0,3.0,40.0,16.0,4,0
9,Lazio,2021-10-27,Giornata n. 10,Casa,V,1,Fiorentina,5.0,2.0,0,0,472.0,555.0,3.0,49.0,17.0,3,0
9,Empoli,2021-10-27,Giornata n. 10,Casa,P,0,Inter,9.0,1.0,0,0,235.0,301.0,5.0,31.0,22.0,1,1
9,Roma,2021-10-27,Giornata n. 10,Ospiti,V,2,Cagliari,23.0,3.0,0,0,402.0,488.0,10.0,58.0,19.0,4,0
9,Sassuolo,2021-10-27,Giornata n. 10,Ospiti,V,2,Juventus,8.0,4.0,0,0,346.0,426.0,4.0,43.0,18.0,5,0
9,Inter,2021-10-27,Giornata n. 10,Ospiti,V,2,Empoli,21.0,9.0,0,0,607.0,684.0,6.0,69.0,16.0,3,0
9,Fiorentina,2021-10-27,Giornata n. 10,Ospiti,P,0,Lazio,9.0,1.0,0,0,485.0,573.0,6.0,51.0,14.0,3,0
9,Udinese,2021-10-27,Giornata n. 10,Casa,N,1,Hellas Verona,16.0,5.0,0,0,202.0,305.0,7.0,34.0,15.0,1,0
9,Cagliari,2021-10-27,Giornata n. 10,Casa,P,1,Roma,7.0,5.0,0,0,264.0,355.0,2.0,42.0,18.0,3,0
9,Atalanta,2021-10-27,Giornata n. 10,Ospiti,V,3,Sampdoria,13.0,4.0,0,0,499.0,611.0,3.0,60.0,19.0,3,0
9,Hellas Verona,2021-10-27,Giornata n. 10,Ospiti,N,1,Udinese,4.0,1.0,1,1,487.0,583.0,4.0,66.0,12.0,2,0
9,Bologna,2021-10-28,Giornata n. 10,Ospiti,P,0,Napoli,8.0,1.0,0,0,324.0,392.0,2.0,35.0,6.0,1,0
9,Napoli,2021-10-28,Giornata n. 10,Casa,V,3,Bologna,16.0,4.0,2,2,665.0,719.0,4.0,65.0,20.0,1,0
10,Juventus,2021-10-30,Giornata n. 11,Ospiti,P,1,Hellas Verona,15.0,4.0,0,0,477.0,590.0,1.0,55.0,7.0,3,0
10,Hellas Verona,2021-10-30,Giornata n. 11,Casa,V,2,Juventus,12.0,5.0,0,0,385.0,487.0,4.0,45.0,25.0,4,0
10,Torino,2021-10-30,Giornata n. 11,Casa,V,3,Sampdoria,16.0,5.0,0,0,515.0,620.0,4.0,63.0,20.0,2,0
10,Lazio,2021-10-30,Giornata n. 11,Ospiti,N,2,Atalanta,8.0,5.0,0,0,395.0,489.0,2.0,44.0,15.0,3,0
10,Atalanta,2021-10-30,Giornata n. 11,Casa,N,2,Lazio,17.0,3.0,0,0,531.0,634.0,6.0,56.0,14.0,1,0
10,Sampdoria,2021-10-30,Giornata n. 11,Ospiti,P,0,Torino,5.0,1.0,0,0,238.0,359.0,5.0,37.0,10.0,4,1
10,Roma,2021-10-31,Giornata n. 11,Casa,P,1,Milan,24.0,6.0,0,0,351.0,425.0,5.0,50.0,23.0,4,0
10,Empoli,2021-10-31,Giornata n. 11,Ospiti,V,2,Sassuolo,13.0,4.0,1,1,323.0,418.0,6.0,43.0,15.0,2,0
10,Inter,2021-10-31,Giornata n. 11,Casa,V,2,Udinese,15.0,5.0,0,0,592.0,668.0,6.0,66.0,11.0,0,0
10,Udinese,2021-10-31,Giornata n. 11,Ospiti,P,0,Inter,9.0,5.0,0,0,267.0,350.0,4.0,34.0,16.0,2,0
10,Fiorentina,2021-10-31,Giornata n. 11,Casa,V,3,Spezia,26.0,11.0,1,1,419.0,491.0,7.0,55.0,10.0,4,0
10,Salernitana,2021-10-31,Giornata n. 11,Casa,P,0,Napoli,9.0,2.0,0,0,254.0,340.0,4.0,38.0,10.0,0,1
10,Venezia,2021-10-31,Giornata n. 11,Ospiti,N,0,Genoa,6.0,2.0,0,0,235.0,328.0,4.0,38.0,16.0,3,0
10,Milan,2021-10-31,Giornata n. 11,Ospiti,V,2,Roma,7.0,2.0,1,1,357.0,431.0,2.0,50.0,14.0,7,1
10,Sassuolo,2021-10-31,Giornata n. 11,Casa,P,1,Empoli,15.0,5.0,0,0,471.0,549.0,4.0,57.0,20.0,4,0
10,Spezia,2021-10-31,Giornata n. 11,Ospiti,P,0,Fiorentina,3.0,0.0,0,0,334.0,403.0,4.0,45.0,23.0,3,0
10,Napoli,2021-10-31,Giornata n. 11,Ospiti,V,1,Salernitana,18.0,4.0,0,0,482.0,561.0,4.0,62.0,13.0,2,1
10,Genoa,2021-10-31,Giornata n. 11,Casa,N,0,Venezia,19.0,4.0,0,0,404.0,537.0,12.0,62.0,16.0,1,0
10,Bologna,2021-11-01,Giornata n. 11,Casa,V,2,Cagliari,8.0,3.0,0,0,553.0,638.0,5.0,57.0,13.0,3,0
10,Cagliari,2021-11-01,Giornata n. 11,Ospiti,P,0,Bologna,9.0,2.0,0,0,400.0,476.0,2.0,43.0,10.0,2,1
11,Genoa,2021-11-05,Giornata n. 12,Ospiti,N,2,Empoli,14.0,6.0,1,1,302.0,417.0,5.0,47.0,22.0,4,0
11,Empoli,2021-11-05,Giornata n. 12,Casa,N,2,Genoa,10.0,2.0,0,0,341.0,467.0,4.0,53.0,9.0,0,0
11,Fiorentina,2021-11-06,Giornata n. 12,Ospiti,P,0,Juventus,6.0,1.0,0,0,335.0,426.0,5.0,50.0,17.0,4,1
11,Atalanta,2021-11-06,Giornata n. 12,Ospiti,V,2,Cagliari,20.0,8.0,0,0,539.0,641.0,7.0,62.0,10.0,1,0
11,Torino,2021-11-06,Giornata n. 12,Ospiti,P,0,Spezia,10.0,1.0,0,0,420.0,522.0,3.0,59.0,19.0,3,0
11,Cagliari,2021-11-06,Giornata n. 12,Casa,P,1,Atalanta,7.0,1.0,0,0,287.0,389.0,2.0,38.0,16.0,1,0
11,Spezia,2021-11-06,Giornata n. 12,Casa,V,1,Torino,7.0,3.0,0,0,255.0,360.0,2.0,41.0,16.0,3,0
11,Juventus,2021-11-06,Giornata n. 12,Casa,V,1,Fiorentina,13.0,3.0,0,0,344.0,428.0,5.0,50.0,17.0,2,0
11,Roma,2021-11-07,Giornata n. 12,Ospiti,P,2,Venezia,28.0,8.0,0,0,430.0,535.0,11.0,61.0,19.0,2,0
11,Inter,2021-11-07,Giornata n. 12,Ospiti,N,1,Milan,12.0,0.0,1,2,333.0,426.0,8.0,49.0,11.0,0,0
11,Sassuolo,2021-11-07,Giornata n. 12,Ospiti,P,2,Udinese,10.0,4.0,0,0,513.0,616.0,5.0,62.0,15.0,3,0
11,Milan,2021-11-07,Giornata n. 12,Casa,N,1,Inter,16.0,4.0,0,0,356.0,436.0,4.0,51.0,17.0,1,0
11,Hellas Verona,2021-11-07,Giornata n. 12,Ospiti,N,1,Napoli,11.0,3.0,0,0,304.0,390.0,2.0,42.0,18.0,7,2
11,Udinese,2021-11-07,Giornata n. 12,Casa,V,3,Sassuolo,13.0,2.0,0,0,285.0,378.0,1.0,38.0,14.0,3,1
11,Venezia,2021-11-07,Giornata n. 12,Casa,V,3,Roma,12.0,6.0,1,1,269.0,348.0,4.0,39.0,13.0,2,0
11,Bologna,2021-11-07,Giornata n. 12,Ospiti,V,2,Sampdoria,14.0,6.0,0,0,410.0,516.0,5.0,53.0,14.0,1,0
11,Napoli,2021-11-07,Giornata n. 12,Casa,N,1,Hellas Verona,16.0,1.0,0,0,454.0,543.0,3.0,58.0,16.0,2,0
11,Lazio,2021-11-07,Giornata n. 12,Casa,V,3,Salernitana,17.0,5.0,0,0,640.0,712.0,5.0,60.0,8.0,1,0
11,Sampdoria,2021-11-07,Giornata n. 12,Casa,P,1,Bologna,10.0,4.0,0,0,317.0,455.0,6.0,47.0,16.0,4,0
11,Salernitana,2021-11-07,Giornata n. 12,Ospiti,P,0,Lazio,5.0,0.0,0,0,404.0,476.0,1.0,40.0,14.0,2,0
12,Spezia,2021-11-20,Giornata n. 13,Ospiti,P,2,Atalanta,10.0,5.0,0,0,417.0,519.0,6.0,50.0,13.0,3,0
12,Lazio,2021-11-20,Giornata n. 13,Casa,P,0,Juventus,8.0,1.0,0,0,580.0,662.0,3.0,57.0,12.0,3,0
12,Milan,2021-11-20,Giornata n. 13,Ospiti,P,3,Fiorentina,16.0,6.0,0,0,452.0,542.0,6.0,55.0,13.0,1,0
12,Juventus,2021-11-20,Giornata n. 13,Ospiti,V,2,Lazio,9.0,3.0,2,2,431.0,505.0,2.0,43.0,16.0,1,0
12,Fiorentina,2021-11-20,Giornata n. 13,Casa,V,4,Milan,9.0,5.0,0,0,361.0,449.0,5.0,45.0,7.0,1,0
12,Atalanta,2021-11-20,Giornata n. 13,Casa,V,5,Spezia,17.0,8.0,1,1,449.0,529.0,0.0,50.0,11.0,2,0
12,Cagliari,2021-11-21,Giornata n. 13,Ospiti,N,2,Sassuolo,10.0,3.0,1,1,297.0,392.0,5.0,42.0,11.0,2,0
12,Inter,2021-11-21,Giornata n. 13,Casa,V,3,Napoli,16.0,6.0,1,1,328.0,408.0,4.0,44.0,18.0,4,0
12,Salernitana,2021-11-21,Giornata n. 13,Casa,P,0,Sampdoria,18.0,3.0,0,0,373.0,489.0,13.0,55.0,12.0,0,0
12,Bologna,2021-11-21,Giornata n. 13,Casa,P,0,Venezia,24.0,6.0,0,0,603.0,711.0,17.0,67.0,6.0,0,0
12,Venezia,2021-11-21,Giornata n. 13,Ospiti,V,1,Bologna,8.0,6.0,0,0,282.0,353.0,0.0,33.0,11.0,3,0
12,Sassuolo,2021-11-21,Giornata n. 13,Casa,N,2,Cagliari,19.0,3.0,1,1,469.0,545.0,6.0,58.0,13.0,1,0
12,Sampdoria,2021-11-21,Giornata n. 13,Ospiti,V,2,Salernitana,13.0,6.0,0,0,301.0,405.0,3.0,45.0,22.0,3,0
12,Napoli,2021-11-21,Giornata n. 13,Ospiti,P,2,Inter,9.0,3.0,0,0,431.0,517.0,1.0,56.0,19.0,3,0
12,Roma,2021-11-21,Giornata n. 13,Ospiti,V,2,Genoa,18.0,3.0,0,0,515.0,609.0,7.0,59.0,15.0,2,0
12,Genoa,2021-11-21,Giornata n. 13,Casa,P,0,Roma,1.0,1.0,0,0,342.0,425.0,2.0,41.0,12.0,3,0
12,Torino,2021-11-22,Giornata n. 13,Casa,V,2,Udinese,14.0,3.0,0,0,367.0,479.0,4.0,51.0,20.0,1,0
12,Udinese,2021-11-22,Giornata n. 13,Ospiti,P,1,Torino,18.0,7.0,0,0,351.0,461.0,7.0,49.0,21.0,3,0
12,Hellas Verona,2021-11-22,Giornata n. 13,Casa,V,2,Empoli,22.0,4.0,0,0,403.0,515.0,1.0,56.0,8.0,1,0
12,Empoli,2021-11-22,Giornata n. 13,Ospiti,P,1,Hellas Verona,9.0,3.0,0,0,278.0,401.0,3.0,44.0,14.0,3,0
13,Cagliari,2021-11-26,Giornata n. 14,Casa,N,1,Salernitana,19.0,3.0,0,0,401.0,505.0,7.0,57.0,16.0,3,0
13,Salernitana,2021-11-26,Giornata n. 14,Ospiti,N,1,Cagliari,8.0,2.0,0,0,273.0,374.0,6.0,43.0,10.0,1,0
13,Juventus,2021-11-27,Giornata n. 14,Casa,P,0,Atalanta,15.0,2.0,0,0,491.0,586.0,6.0,59.0,16.0,4,0
13,Venezia,2021-11-27,Giornata n. 14,Casa,P,0,Inter,6.0,1.0,0,0,412.0,492.0,3.0,44.0,13.0,2,0
13,Atalanta,2021-11-27,Giornata n. 14,Ospiti,V,1,Juventus,7.0,1.0,0,0,307.0,405.0,4.0,41.0,23.0,5,0
13,Inter,2021-11-27,Giornata n. 14,Ospiti,V,2,Venezia,26.0,10.0,1,1,540.0,619.0,9.0,56.0,8.0,0,0
13,Sampdoria,2021-11-27,Giornata n. 14,Casa,V,3,Hellas Verona,15.0,6.0,0,0,246.0,365.0,4.0,42.0,16.0,4,0
13,Empoli,2021-11-27,Giornata n. 14,Casa,V,2,Fiorentina,17.0,5.0,0,0,374.0,475.0,8.0,51.0,18.0,1,0
13,Hellas Verona,2021-11-27,Giornata n. 14,Ospiti,P,1,Sampdoria,15.0,4.0,0,0,405.0,495.0,5.0,58.0,17.0,1,0
13,Fiorentina,2021-11-27,Giornata n. 14,Ospiti,P,1,Empoli,16.0,7.0,0,0,372.0,465.0,5.0,49.0,11.0,1,0
13,Bologna,2021-11-28,Giornata n. 14,Ospiti,V,1,Spezia,16.0,4.0,1,1,463.0,561.0,6.0,57.0,12.0,1,0
13,Udinese,2021-11-28,Giornata n. 14,Casa,N,0,Genoa,16.0,3.0,0,0,323.0,416.0,8.0,43.0,19.0,3,0
13,Roma,2021-11-28,Giornata n. 14,Casa,V,1,Torino,10.0,2.0,0,0,227.0,306.0,2.0,32.0,8.0,2,0
13,Sassuolo,2021-11-28,Giornata n. 14,Ospiti,V,3,Milan,15.0,5.0,0,0,367.0,458.0,6.0,50.0,8.0,2,0
13,Spezia,2021-11-28,Giornata n. 14,Casa,P,0,Bologna,14.0,6.0,0,0,330.0,419.0,3.0,43.0,17.0,3,0
13,Napoli,2021-11-28,Giornata n. 14,Casa,V,4,Lazio,18.0,8.0,0,0,759.0,822.0,1.0,62.0,12.0,2,0
13,Torino,2021-11-28,Giornata n. 14,Ospiti,P,0,Roma,18.0,3.0,0,0,540.0,648.0,9.0,68.0,11.0,1,0
13,Lazio,2021-11-28,Giornata n. 14,Ospiti,P,0,Napoli,6.0,2.0,0,0,446.0,514.0,3.0,38.0,15.0,4,0
13,Genoa,2021-11-28,Giornata n. 14,Ospiti,N,0,Udinese,9.0,2.0,0,0,446.0,554.0,1.0,57.0,11.0,4,0
13,Milan,2021-11-28,Giornata n. 14,Casa,P,1,Sassuolo,15.0,2.0,0,0,357.0,452.0,7.0,50.0,15.0,4,1
14,Juventus,2021-11-30,Giornata n. 15,Ospiti,V,2,Salernitana,17.0,7.0,0,1,775.0,850.0,4.0,73.0,11.0,1,0
14,Cagliari,2021-11-30,Giornata n. 15,Ospiti,N,0,Hellas Verona,12.0,3.0,0,0,174.0,295.0,1.0,32.0,14.0,2,0
14,Atalanta,2021-11-30,Giornata n. 15,Casa,V,4,Venezia,19.0,6.0,0,0,551.0,636.0,4.0,58.0,12.0,0,0
14,Venezia,2021-11-30,Giornata n. 15,Ospiti,P,0,Atalanta,8.0,4.0,0,0,372.0,461.0,2.0,42.0,12.0,1,0
14,Hellas Verona,2021-11-30,Giornata n. 15,Casa,N,0,Cagliari,15.0,6.0,0,0,524.0,639.0,11.0,68.0,17.0,3,0
14,Fiorentina,2021-11-30,Giornata n. 15,Casa,V,3,Sampdoria,17.0,7.0,0,0,533.0,612.0,3.0,60.0,6.0,0,0
14,Sampdoria,2021-11-30,Giornata n. 15,Ospiti,P,1,Fiorentina,11.0,4.0,0,0,311.0,411.0,6.0,40.0,17.0,3,0
14,Salernitana,2021-11-30,Giornata n. 15,Casa,P,0,Juventus,4.0,0.0,0,0,241.0,321.0,4.0,27.0,15.0,1,0
14,Sassuolo,2021-12-01,Giornata n. 15,Casa,N,2,Napoli,9.0,7.0,0,0,441.0,508.0,5.0,50.0,11.0,4,0
14,Napoli,2021-12-01,Giornata n. 15,Ospiti,N,2,Sassuolo,9.0,4.0,0,0,413.0,502.0,4.0,50.0,20.0,2,0
14,Genoa,2021-12-01,Giornata n. 15,Casa,P,0,Milan,11.0,3.0,0,0,365.0,442.0,2.0,42.0,15.0,2,0
14,Bologna,2021-12-01,Giornata n. 15,Casa,V,1,Roma,6.0,3.0,0,0,325.0,421.0,3.0,42.0,9.0,3,0
14,Spezia,2021-12-01,Giornata n. 15,Ospiti,P,0,Inter,7.0,4.0,0,0,334.0,411.0,1.0,37.0,14.0,2,0
14,Milan,2021-12-01,Giornata n. 15,Ospiti,V,3,Genoa,18.0,5.0,0,0,518.0,604.0,6.0,58.0,16.0,1,0
14,Inter,2021-12-01,Giornata n. 15,Casa,V,2,Spezia,30.0,10.0,1,1,618.0,697.0,11.0,63.0,19.0,1,0
14,Roma,2021-12-01,Giornata n. 15,Ospiti,P,0,Bologna,13.0,5.0,0,0,478.0,571.0,3.0,58.0,18.0,4,0
14,Empoli,2021-12-02,Giornata n. 15,Ospiti,N,2,Torino,17.0,5.0,0,0,372.0,480.0,11.0,59.0,17.0,3,0
14,Lazio,2021-12-02,Giornata n. 15,Casa,N,4,Udinese,13.0,5.0,0,0,517.0,607.0,5.0,62.0,11.0,3,1
14,Udinese,2021-12-02,Giornata n. 15,Ospiti,N,4,Lazio,13.0,5.0,0,0,299.0,374.0,4.0,38.0,12.0,5,2
14,Torino,2021-12-02,Giornata n. 15,Casa,N,2,Empoli,10.0,3.0,0,0,259.0,338.0,1.0,41.0,8.0,1,1
15,Milan,2021-12-04,Giornata n. 16,Casa,V,2,Salernitana,22.0,7.0,0,0,668.0,749.0,9.0,70.0,11.0,1,0
15,Inter,2021-12-04,Giornata n. 16,Ospiti,V,3,Roma,10.0,4.0,0,0,736.0,803.0,3.0,66.0,7.0,1,0
15,Salernitana,2021-12-04,Giornata n. 16,Ospiti,P,0,Milan,7.0,2.0,0,0,236.0,317.0,5.0,30.0,11.0,2,0
15,Napoli,2021-12-04,Giornata n. 16,Casa,P,2,Atalanta,15.0,4.0,0,0,481.0,568.0,6.0,55.0,19.0,2,0
15,Roma,2021-12-04,Giornata n. 16,Casa,P,0,Inter,9.0,1.0,0,0,357.0,414.0,4.0,34.0,12.0,3,0
15,Atalanta,2021-12-04,Giornata n. 16,Ospiti,V,3,Napoli,21.0,7.0,0,0,391.0,466.0,7.0,45.0,21.0,3,0
15,Bologna,2021-12-05,Giornata n. 16,Casa,P,2,Fiorentina,8.0,3.0,0,0,288.0,366.0,0.0,37.0,12.0,3,0
15,Sassuolo,2021-12-05,Giornata n. 16,Ospiti,N,2,Spezia,20.0,5.0,0,0,566.0,649.0,5.0,65.0,10.0,3,0
15,Juventus,2021-12-05,Giornata n. 16,Casa,V,2,Genoa,27.0,12.0,0,0,705.0,785.0,4.0,70.0,15.0,3,0
15,Sampdoria,2021-12-05,Giornata n. 16,Casa,P,1,Lazio,18.0,5.0,0,0,443.0,560.0,7.0,48.0,16.0,4,0
15,Spezia,2021-12-05,Giornata n. 16,Casa,N,2,Sassuolo,9.0,4.0,0,0,264.0,352.0,2.0,35.0,15.0,4,0
15,Hellas Verona,2021-12-05,Giornata n. 16,Ospiti,V,4,Venezia,15.0,5.0,1,1,376.0,483.0,6.0,56.0,15.0,2,0
15,Fiorentina,2021-12-05,Giornata n. 16,Ospiti,V,3,Bologna,5.0,2.0,1,1,534.0,622.0,2.0,63.0,16.0,3,0
15,Lazio,2021-12-05,Giornata n. 16,Ospiti,V,3,Sampdoria,6.0,5.0,0,0,503.0,600.0,0.0,52.0,10.0,3,1
15,Genoa,2021-12-05,Giornata n. 16,Ospiti,P,0,Juventus,0.0,0.0,0,0,253.0,340.0,1.0,30.0,8.0,1,0
15,Venezia,2021-12-05,Giornata n. 16,Casa,P,3,Hellas Verona,9.0,5.0,0,0,281.0,384.0,1.0,44.0,12.0,2,1
15,Torino,2021-12-06,Giornata n. 16,Ospiti,N,1,Cagliari,8.0,3.0,0,0,285.0,408.0,2.0,48.0,28.0,4,0
15,Cagliari,2021-12-06,Giornata n. 16,Casa,N,1,Torino,16.0,2.0,0,0,288.0,440.0,5.0,52.0,12.0,2,0
15,Empoli,2021-12-06,Giornata n. 16,Casa,V,3,Udinese,22.0,8.0,0,0,442.0,536.0,8.0,57.0,15.0,4,0
15,Udinese,2021-12-06,Giornata n. 16,Ospiti,P,1,Empoli,19.0,8.0,0,0,319.0,411.0,6.0,43.0,20.0,3,0
16,Sampdoria,2021-12-10,Giornata n. 17,Ospiti,V,3,Genoa,14.0,5.0,0,0,284.0,423.0,3.0,46.0,18.0,2,0
16,Genoa,2021-12-10,Giornata n. 17,Casa,P,1,Sampdoria,12.0,2.0,0,0,360.0,493.0,8.0,54.0,15.0,2,0
16,Milan,2021-12-11,Giornata n. 17,Ospiti,N,1,Udinese,12.0,1.0,0,0,572.0,687.0,5.0,66.0,11.0,2,0
16,Udinese,2021-12-11,Giornata n. 17,Casa,N,1,Milan,11.0,6.0,0,0,259.0,348.0,3.0,34.0,21.0,2,1
16,Juventus,2021-12-11,Giornata n. 17,Ospiti,N,1,Venezia,20.0,6.0,0,0,501.0,611.0,11.0,60.0,13.0,2,0
16,Venezia,2021-12-11,Giornata n. 17,Casa,N,1,Juventus,13.0,4.0,0,0,302.0,404.0,3.0,40.0,20.0,4,0
16,Salernitana,2021-12-11,Giornata n. 17,Ospiti,P,0,Fiorentina,11.0,6.0,0,0,251.0,336.0,3.0,30.0,12.0,1,0
16,Fiorentina,2021-12-11,Giornata n. 17,Casa,V,4,Salernitana,17.0,9.0,0,0,678.0,768.0,1.0,70.0,10.0,1,0
16,Empoli,2021-12-12,Giornata n. 17,Ospiti,V,1,Napoli,12.0,5.0,0,0,334.0,418.0,3.0,40.0,14.0,1,0
16,Cagliari,2021-12-12,Giornata n. 17,Ospiti,P,0,Inter,5.0,2.0,0,0,201.0,268.0,0.0,25.0,15.0,2,0
16,Bologna,2021-12-12,Giornata n. 17,Ospiti,P,1,Torino,7.0,4.0,1,1,361.0,465.0,0.0,51.0,19.0,4,0
16,Torino,2021-12-12,Giornata n. 17,Casa,V,2,Bologna,16.0,7.0,0,0,330.0,439.0,5.0,49.0,18.0,2,0
16,Atalanta,2021-12-12,Giornata n. 17,Ospiti,V,2,Hellas Verona,14.0,6.0,0,0,305.0,453.0,6.0,47.0,11.0,1,0
16,Inter,2021-12-12,Giornata n. 17,Casa,V,4,Cagliari,23.0,14.0,0,1,731.0,814.0,9.0,75.0,9.0,1,0
16,Lazio,2021-12-12,Giornata n. 17,Ospiti,P,1,Sassuolo,6.0,2.0,0,0,388.0,474.0,0.0,41.0,12.0,2,0
16,Sassuolo,2021-12-12,Giornata n. 17,Casa,V,2,Lazio,17.0,6.0,0,0,589.0,679.0,6.0,59.0,9.0,1,1
16,Hellas Verona,2021-12-12,Giornata n. 17,Casa,P,1,Atalanta,19.0,3.0,0,0,345.0,513.0,6.0,53.0,14.0,2,0
16,Napoli,2021-12-12,Giornata n. 17,Casa,P,0,Empoli,30.0,6.0,0,0,522.0,616.0,10.0,60.0,8.0,0,0
16,Spezia,2021-12-13,Giornata n. 17,Ospiti,P,0,Roma,8.0,2.0,0,0,411.0,505.0,4.0,48.0,8.0,1,0
16,Roma,2021-12-13,Giornata n. 17,Casa,V,2,Spezia,12.0,5.0,0,0,456.0,555.0,9.0,52.0,13.0,4,1
17,Genoa,2021-12-17,Giornata n. 18,Ospiti,P,1,Lazio,4.0,2.0,0,0,469.0,555.0,2.0,45.0,11.0,3,0
17,Inter,2021-12-17,Giornata n. 18,Ospiti,V,5,Salernitana,23.0,8.0,0,0,590.0,666.0,10.0,65.0,12.0,2,0
17,Salernitana,2021-12-17,Giornata n. 18,Casa,P,0,Inter,10.0,2.0,0,0,274.0,353.0,3.0,35.0,11.0,1,0
17,Lazio,2021-12-17,Giornata n. 18,Casa,V,3,Genoa,11.0,5.0,0,0,586.0,677.0,5.0,55.0,9.0,0,0
17,Roma,2021-12-18,Giornata n. 18,Ospiti,V,4,Atalanta,8.0,5.0,0,0,222.0,294.0,0.0,29.0,18.0,3,0
17,Udinese,2021-12-18,Giornata n. 18,Ospiti,V,4,Cagliari,10.0,5.0,0,0,355.0,448.0,2.0,45.0,15.0,2,0
17,Atalanta,2021-12-18,Giornata n. 18,Casa,P,1,Roma,17.0,6.0,0,0,606.0,704.0,10.0,71.0,11.0,1,0
17,Bologna,2021-12-18,Giornata n. 18,Casa,P,0,Juventus,11.0,3.0,0,0,476.0,581.0,8.0,57.0,10.0,1,0
17,Cagliari,2021-12-18,Giornata n. 18,Casa,P,0,Udinese,5.0,2.0,0,0,436.0,544.0,4.0,55.0,12.0,4,1
17,Juventus,2021-12-18,Giornata n. 18,Ospiti,V,2,Bologna,11.0,7.0,0,0,346.0,435.0,3.0,43.0,20.0,1,0
17,Fiorentina,2021-12-19,Giornata n. 18,Casa,N,2,Sassuolo,23.0,8.0,0,0,472.0,561.0,9.0,57.0,7.0,3,1
17,Sassuolo,2021-12-19,Giornata n. 18,Ospiti,N,2,Fiorentina,8.0,4.0,0,0,343.0,425.0,3.0,43.0,18.0,5,0
17,Venezia,2021-12-19,Giornata n. 18,Ospiti,N,1,Sampdoria,12.0,1.0,0,0,339.0,448.0,3.0,50.0,20.0,1,0
17,Milan,2021-12-19,Giornata n. 18,Casa,P,0,Napoli,12.0,2.0,0,0,400.0,518.0,5.0,48.0,16.0,0,0
17,Torino,2021-12-19,Giornata n. 18,Casa,V,1,Hellas Verona,8.0,1.0,0,0,506.0,621.0,5.0,66.0,15.0,1,0
17,Spezia,2021-12-19,Giornata n. 18,Casa,N,1,Empoli,9.0,2.0,0,0,220.0,298.0,3.0,34.0,24.0,3,0
17,Napoli,2021-12-19,Giornata n. 18,Ospiti,V,1,Milan,11.0,2.0,0,0,448.0,552.0,5.0,52.0,21.0,2,0
17,Sampdoria,2021-12-19,Giornata n. 18,Casa,N,1,Venezia,18.0,7.0,0,0,324.0,440.0,4.0,50.0,10.0,2,0
17,Hellas Verona,2021-12-19,Giornata n. 18,Ospiti,P,0,Torino,8.0,2.0,0,0,205.0,323.0,3.0,34.0,6.0,2,1
17,Empoli,2021-12-19,Giornata n. 18,Ospiti,N,1,Spezia,22.0,7.0,0,0,490.0,590.0,5.0,66.0,12.0,2,0
18,Atalanta,2021-12-21,Giornata n. 19,Ospiti,N,0,Genoa,17.0,3.0,0,0,542.0,711.0,8.0,67.0,16.0,1,0
18,Cagliari,2021-12-21,Giornata n. 19,Ospiti,P,0,Juventus,6.0,1.0,0,0,275.0,369.0,1.0,37.0,18.0,3,0
18,Genoa,2021-12-21,Giornata n. 19,Casa,N,0,Atalanta,1.0,0.0,0,0,205.0,347.0,3.0,33.0,16.0,2,0
18,Juventus,2021-12-21,Giornata n. 19,Casa,V,2,Cagliari,15.0,4.0,0,0,528.0,623.0,7.0,63.0,18.0,0,0
18,Milan,2021-12-22,Giornata n. 19,Ospiti,V,4,Empoli,18.0,8.0,0,0,324.0,409.0,3.0,44.0,16.0,2,0
18,Bologna,2021-12-22,Giornata n. 19,Ospiti,V,3,Sassuolo,9.0,5.0,0,0,299.0,390.0,5.0,41.0,14.0,3,0
18,Spezia,2021-12-22,Giornata n. 19,Ospiti,V,1,Napoli,8.0,0.0,0,0,261.0,355.0,5.0,35.0,13.0,3,0
18,Sassuolo,2021-12-22,Giornata n. 19,Casa,P,0,Bologna,13.0,5.0,0,0,477.0,566.0,5.0,59.0,15.0,1,0
18,Torino,2021-12-22,Giornata n. 19,Ospiti,P,0,Inter,12.0,3.0,0,0,342.0,454.0,4.0,46.0,19.0,0,0
18,Hellas Verona,2021-12-22,Giornata n. 19,Casa,N,1,Fiorentina,7.0,2.0,0,0,256.0,380.0,3.0,40.0,16.0,2,0
