,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
127,Genoa,2021-11-21,P,-0.33333333333333326,Roma,-6.333333333333332,-1.25,0.33333333333333337,0.25,-95.75,-78.16666666666663,-2.416666666666666,-7.5,1.083333333333334,-0.25,-0.16666666666666666,0.0,5.0
128,Torino,2021-11-22,V,0.0,Udinese,1.5,-0.6666666666666665,-0.08333333333333333,-0.08333333333333333,52.333333333333314,70.5,-0.4166666666666665,11.666666666666664,6.000000000000002,0.75,-0.08333333333333333,5.0,2.0
129,Hellas Verona,2021-11-22,V,0.5833333333333335,Empoli,-4.0,0.0,0.0,0.0,18.91666666666663,20.333333333333314,-1.6666666666666665,2.8333333333333357,3.25,1.0,0.16666666666666669,6.0,2.0
130,Cagliari,2021-11-26,N,0.38461538461538447,Salernitana,-2.1538461538461533,-0.3846153846153846,0.15384615384615385,0.15384615384615385,21.692307692307736,11.769230769230774,-1.6153846153846154,-1.46153846153846,-0.7692307692307683,0.3076923076923075,0.0,8.0,0.0
131,Empoli,2021-11-27,V,-0.0769230769230771,Fiorentina,1.46153846153846,-0.4615384615384617,-0.07692307692307693,-0.07692307692307693,-123.9230769230769,-109.30769230769226,0.0,-8.92307692307692,0.07692307692307665,-0.9230769230769229,-0.23076923076923078,1.0,7.0
132,Sampdoria,2021-11-27,V,-0.7692307692307694,Hellas Verona,0.5384615384615383,-0.3846153846153846,-0.23076923076923078,-0.23076923076923078,-36.61538461538464,-27.0,1.6153846153846154,-3.6153846153846203,-1.0769230769230784,0.23076923076923084,-0.15384615384615385,6.0,1.0
133,Juventus,2021-11-27,P,-0.6923076923076925,Atalanta,-2.1538461538461533,-0.6153846153846154,0.07692307692307693,0.0,-47.46153846153845,-61.076923076923094,-1.2307692307692308,-5.615384615384613,2.076923076923075,-0.46153846153846145,0.0,2.0,1.0
134,Venezia,2021-11-27,P,-1.5384615384615385,Inter,-6.23076923076923,-2.1538461538461537,-0.15384615384615385,-0.3076923076923077,-105.61538461538464,-103.15384615384613,-2.615384615384615,-10.461538461538467,1.0769230769230766,0.9230769230769234,0.07692307692307693,0.0,8.0
135,Udinese,2021-11-28,N,-0.07692307692307687,Genoa,1.1538461538461533,1.1538461538461542,-0.3076923076923077,-0.3076923076923077,-6.538461538461547,-20.38461538461536,0.07692307692307665,-4.07692307692308,-0.9999999999999982,-0.6923076923076921,0.15384615384615385,5.0,0.0
136,Roma,2021-11-28,V,0.46153846153846145,Torino,4.923076923076925,1.0769230769230766,0.07692307692307693,0.15384615384615385,58.69230769230768,40.230769230769226,3.1538461538461537,1.46153846153846,-5.230769230769232,0.30769230769230793,0.07692307692307693,6.0,2.0
137,Spezia,2021-11-28,P,-0.3076923076923077,Bologna,-2.4615384615384617,-0.7692307692307696,-0.07692307692307693,-0.15384615384615385,-54.15384615384613,-47.30769230769232,-1.2307692307692308,-3.615384615384613,2.0769230769230766,-0.6923076923076925,-0.15384615384615385,0.0,7.0
138,Napoli,2021-11-28,V,0.07692307692307687,Lazio,3.3076923076923066,0.07692307692307754,0.07692307692307693,0.23076923076923073,-6.230769230769226,-13.692307692307736,0.4615384615384621,3.6923076923076934,-0.5384615384615383,-0.5384615384615383,0.0,6.0,2.0
139,Milan,2021-11-28,P,0.7692307692307694,Sassuolo,0.6153846153846168,-0.6923076923076916,0.07692307692307693,0.15384615384615385,-36.46153846153845,-34.615384615384585,-0.8461538461538467,-2.3076923076923137,-0.3076923076923084,-0.4615384615384617,0.07692307692307693,5.0,1.0
140,Atalanta,2021-11-30,V,1.1428571428571428,Venezia,6.071428571428571,1.3571428571428572,0.07142857142857142,0.14285714285714285,119.21428571428572,131.3571428571429,2.3571428571428568,12.857142857142861,-0.7142857142857135,-0.5714285714285712,-0.07142857142857142,8.0,0.0
141,Hellas Verona,2021-11-30,N,0.8571428571428572,Cagliari,0.7857142857142865,1.1428571428571428,0.07142857142857142,0.07142857142857142,35.28571428571428,39.35714285714283,-0.3571428571428572,7.0714285714285765,2.071428571428573,0.28571428571428603,0.07142857142857142,3.0,3.0
142,Fiorentina,2021-11-30,V,0.0714285714285714,Sampdoria,0.7142857142857135,0.7857142857142851,0.2857142857142857,0.2857142857142857,132.92857142857144,108.14285714285717,0.14285714285714235,8.857142857142854,-1.7857142857142865,-0.2857142857142856,0.21428571428571427,2.0,4.0
143,Salernitana,2021-11-30,P,-0.5000000000000001,Juventus,-1.928571428571427,-0.8571428571428572,-0.21428571428571427,-0.21428571428571427,-118.42857142857144,-101.21428571428572,0.9285714285714288,-7.285714285714285,-1.6428571428571406,-0.07142857142857162,0.14285714285714285,0.0,8.0
144,Inter,2021-12-01,V,1.357142857142857,Spezia,4.2857142857142865,1.7857142857142856,0.35714285714285715,0.5,69.14285714285717,57.21428571428572,1.0,3.9285714285714235,0.0,0.07142857142857117,-0.14285714285714285,7.0,0.0
145,Bologna,2021-12-01,V,-0.2857142857142856,Roma,-3.9999999999999982,-0.07142857142857206,0.07142857142857142,0.07142857142857142,6.5,12.71428571428578,-0.5,0.5,-3.0,-0.4285714285714284,0.14285714285714285,2.0,5.0
146,Sassuolo,2021-12-01,N,-0.5714285714285714,Napoli,-1.1428571428571423,-0.07142857142857206,-0.14285714285714285,-0.35714285714285715,-77.57142857142856,-70.07142857142856,0.8571428571428568,-3.2857142857142847,1.6428571428571441,0.5714285714285712,-0.14285714285714285,1.0,4.0
147,Genoa,2021-12-01,P,-0.9285714285714286,Milan,-3.142857142857144,-0.7857142857142856,0.14285714285714288,0.07142857142857145,-78.35714285714283,-64.71428571428567,-0.07142857142857117,-7.285714285714292,1.5,0.8571428571428572,-0.14285714285714285,1.0,5.0
148,Lazio,2021-12-02,N,0.642857142857143,Udinese,-1.7857142857142865,0.07142857142857206,0.14285714285714285,0.21428571428571427,188.78571428571428,186.85714285714283,-0.9285714285714284,12.357142857142861,-2.2857142857142847,0.2142857142857144,0.0,6.0,1.0
149,Torino,2021-12-02,N,-0.2857142857142858,Empoli,0.4285714285714288,-0.2857142857142856,-0.2857142857142857,-0.2857142857142857,52.14285714285717,57.07142857142861,-1.0,7.142857142857146,5.857142857142856,0.6428571428571428,0.0,7.0,1.0
150,Milan,2021-12-04,V,1.4666666666666668,Salernitana,3.799999999999999,1.333333333333333,0.13333333333333336,0.2,131.46666666666664,116.80000000000001,-0.7999999999999998,11.599999999999994,-0.20000000000000107,0.13333333333333353,0.0,8.0,0.0
151,Napoli,2021-12-04,P,0.0,Atalanta,-0.40000000000000036,0.4666666666666659,0.06666666666666665,0.2,69.06666666666666,49.46666666666658,-1.1333333333333329,3.6000000000000014,-1.6666666666666679,-0.5333333333333332,0.13333333333333333,4.0,3.0
152,Roma,2021-12-04,P,-0.7999999999999998,Inter,0.8666666666666671,-1.3999999999999995,-0.33333333333333337,-0.4,-24.133333333333326,-23.19999999999999,0.2666666666666666,-0.4000000000000057,0.6000000000000014,1.0,0.13333333333333333,0.0,2.0
153,Venezia,2021-12-05,P,-1.0666666666666667,Hellas Verona,-2.5999999999999996,-0.9333333333333331,-0.13333333333333333,-0.13333333333333333,-42.26666666666665,-54.80000000000001,-1.0666666666666669,-9.533333333333339,-1.1333333333333346,0.2666666666666666,-0.13333333333333336,0.0,6.0
154,Spezia,2021-12-05,N,-0.6000000000000001,Sassuolo,-2.2666666666666675,-1.2000000000000002,-0.13333333333333333,-0.13333333333333333,-88.73333333333329,-77.59999999999997,-0.40000000000000036,-7.733333333333334,0.2666666666666675,-0.46666666666666634,0.13333333333333333,1.0,7.0
155,Sampdoria,2021-12-05,P,-0.5333333333333334,Lazio,0.20000000000000107,-0.8666666666666667,-0.13333333333333336,-0.2,-198.0,-174.53333333333336,1.0666666666666669,-9.200000000000003,2.4000000000000004,0.6000000000000001,-0.13333333333333336,1.0,6.0
156,Juventus,2021-12-05,V,0.19999999999999996,Genoa,2.2666666666666675,0.7999999999999998,-0.06666666666666665,0.0,98.0,84.13333333333338,0.2666666666666666,6.133333333333333,0.13333333333333286,-0.9333333333333331,0.0,6.0,1.0
157,Bologna,2021-12-05,P,-0.20000000000000018,Fiorentina,1.0,-0.2666666666666666,-0.19999999999999998,-0.1333333333333333,-36.39999999999998,-29.599999999999966,1.0666666666666664,-2.799999999999997,-1.3333333333333321,-0.06666666666666643,0.0,0.0,3.0
158,Cagliari,2021-12-06,N,-0.19999999999999996,Torino,-3.466666666666667,-0.8000000000000003,0.2,0.2,-61.73333333333329,-67.66666666666669,-0.3999999999999999,-10.333333333333329,-4.866666666666665,-0.1333333333333333,0.0,2.0,3.0
159,Empoli,2021-12-06,V,0.20000000000000018,Udinese,0.9333333333333318,-0.5333333333333337,0.2,0.2,13.599999999999966,26.866666666666674,0.9333333333333336,5.866666666666667,-0.9333333333333336,-0.3999999999999999,-0.2,1.0,7.0
160,Genoa,2021-12-10,P,-0.3125,Sampdoria,-1.25,-0.6875,0.25,0.25,12.0625,1.25,-1.25,-0.375,-0.1875,-0.375,-0.0625,1.0,3.0
161,Udinese,2021-12-11,N,-0.875,Milan,-1.875,0.375,-0.125,-0.1875,-117.0625,-117.3125,0.125,-13.5,1.3125,0.5,0.125,1.0,4.0
162,Venezia,2021-12-11,N,-0.4375,Juventus,-5.75,-1.375,-0.125,-0.1875,-128.9375,-126.0,-1.5,-11.375,-0.75,0.875,0.125,0.0,8.0
163,Fiorentina,2021-12-11,V,1.0,Salernitana,1.375,1.6875,0.3125,0.3125,170.0,154.0,-0.4375,13.8125,-1.1875,0.75,0.125,8.0,0.0
164,Sassuolo,2021-12-12,V,-0.375,Lazio,3.0625,0.5,-0.0625,-0.125,-54.1875,-56.3125,1.3125,1.6875,0.8125,0.0,-0.25,2.0,4.0
165,Hellas Verona,2021-12-12,P,-0.1875,Atalanta,-3.9375,-0.5625,0.125,0.0625,-76.8125,-73.4375,-1.25,-2.625,1.3125,0.25,0.1875,1.0,6.0
166,Torino,2021-12-12,V,-0.1875,Bologna,0.25,-0.75,-0.125,-0.1875,-38.125,-25.0,-1.6875,1.25,8.0,0.0,-0.125,2.0,1.0
167,Inter,2021-12-12,V,1.375,Cagliari,5.75,3.125,0.1875,0.3125,150.3125,133.75,2.25,10.9375,-0.125,-0.375,-0.125,6.0,1.0
168,Napoli,2021-12-12,P,0.5,Empoli,0.3125,0.6875,0.0,0.1875,176.5,156.4375,-1.5625,10.4375,-1.0,-0.3125,0.0625,7.0,1.0
169,Roma,2021-12-13,V,0.4375,Spezia,6.0,0.4375,0.0625,0.125,61.4375,50.0625,1.875,4.625,0.6875,0.875,0.0,7.0,0.0
170,Salernitana,2021-12-17,P,-1.8823529411764706,Inter,-6.117647058823531,-3.3529411764705883,-0.29411764705882354,-0.47058823529411764,-192.94117647058823,-176.41176470588238,-1.1176470588235299,-14.235294117647058,0.5294117647058822,-0.05882352941176472,0.11764705882352941,0.0,8.0
171,Lazio,2021-12-17,V,0.8823529411764706,Genoa,-0.0588235294117645,1.4117647058823524,-0.11764705882352941,-0.05882352941176472,168.52941176470586,154.0588235294117,-0.6470588235294112,7.941176470588239,-2.4705882352941178,-0.23529411764705888,0.23529411764705882,5.0,2.0
172,Atalanta,2021-12-18,P,0.6470588235294117,Roma,-1.529411764705884,0.35294117647058876,0.11764705882352942,0.11764705882352941,20.35294117647055,35.76470588235293,-1.0588235294117645,2.294117647058819,0.0,-0.7647058823529411,-0.17647058823529413,4.0,1.0
173,Bologna,2021-12-18,P,0.05882352941176472,Juventus,-1.9411764705882355,-0.41176470588235237,-0.05882352941176469,-0.05882352941176472,-51.35294117647061,-46.82352941176475,0.5882352941176467,-2.588235294117645,-3.5294117647058822,0.6470588235294121,0.23529411764705882,0.0,8.0
174,Cagliari,2021-12-18,P,-0.2941176470588236,Udinese,-2.8235294117647065,-2.1176470588235294,0.11764705882352942,0.11764705882352942,-11.41176470588232,-0.3529411764706083,-1.1764705882352944,0.882352941176471,-1.6470588235294112,-0.11764705882352944,-0.17647058823529413,3.0,4.0
175,Spezia,2021-12-19,N,-0.588235294117647,Empoli,-3.235294117647058,-0.47058823529411775,-0.23529411764705882,-0.23529411764705882,17.35294117647061,13.823529411764696,-1.2352941176470589,-0.41176470588235503,-0.47058823529411775,0.0,0.058823529411764705,2.0,2.0
176,Torino,2021-12-19,V,-0.6470588235294117,Hellas Verona,1.6470588235294112,-0.2941176470588238,-0.29411764705882354,-0.29411764705882354,-1.4117647058823195,-1.7058823529411598,-0.23529411764705888,0.4705882352941231,3.411764705882355,-0.0588235294117645,-0.05882352941176472,2.0,1.0
177,Sampdoria,2021-12-19,N,0.5294117647058825,Venezia,3.0588235294117645,0.5882352941176472,-0.058823529411764705,-0.058823529411764705,-4.117647058823536,18.117647058823536,2.176470588235294,3.647058823529413,0.23529411764705976,0.11764705882352944,-0.058823529411764705,8.0,0.0
178,Fiorentina,2021-12-19,N,0.17647058823529416,Sassuolo,-1.8235294117647065,-0.41176470588235237,0.23529411764705885,0.23529411764705885,5.882352941176464,6.4117647058823195,-0.5294117647058822,0.058823529411760944,-0.35294117647058876,0.11764705882352944,0.1764705882352941,2.0,4.0
179,Milan,2021-12-19,P,0.11764705882352944,Napoli,-0.5882352941176467,-0.8235294117647065,-0.05882352941176469,-0.1764705882352941,-72.23529411764707,-63.70588235294122,0.11764705882352988,-2.764705882352942,1.0,0.23529411764705888,0.0,1.0,3.0
180,Genoa,2021-12-21,N,-1.0555555555555556,Atalanta,-5.1111111111111125,-1.8333333333333335,0.11111111111111113,0.05555555555555558,-105.5,-105.33333333333331,-1.666666666666667,-9.222222222222221,0.44444444444444464,0.5,0.0,1.0,5.0
181,Juventus,2021-12-21,V,0.4444444444444444,Cagliari,4.5,2.166666666666667,0.05555555555555555,0.11111111111111113,137.55555555555554,125.94444444444446,1.0555555555555554,10.5,1.8333333333333357,-0.44444444444444464,-0.16666666666666666,7.0,1.0
182,Empoli,2021-12-22,P,-0.4444444444444444,Milan,-0.16666666666666607,0.3888888888888884,0.05555555555555555,0.0,-94.11111111111114,-85.88888888888891,0.8888888888888884,-6.777777777777779,0.05555555555555536,0.22222222222222232,-0.05555555555555555,0.0,7.0
183,Sassuolo,2021-12-22,P,0.3333333333333335,Bologna,1.1111111111111107,0.8888888888888893,-0.05555555555555555,-0.1111111111111111,48.666666666666686,41.00000000000006,-0.5,4.0,1.6111111111111125,0.0,-0.16666666666666666,3.0,3.0
184,Hellas Verona,2021-12-22,N,0.0,Fiorentina,-1.2222222222222232,-0.9999999999999996,-0.055555555555555525,-0.055555555555555525,-110.72222222222223,-91.0,-0.6111111111111107,-5.555555555555557,2.9444444444444446,0.0,-0.05555555555555558,2.0,4.0
185,Inter,2021-12-22,V,1.3888888888888888,Torino,3.888888888888891,2.833333333333333,0.3333333333333333,0.5,109.27777777777777,87.61111111111114,2.333333333333334,2.7222222222222214,-5.722222222222221,-0.5555555555555556,-0.1111111111111111,4.0,2.0
186,Roma,2021-12-22,N,0.22222222222222232,Sampdoria,4.055555555555557,0.3888888888888884,0.0,0.05555555555555555,87.94444444444446,60.166666666666686,1.166666666666666,4.555555555555557,-0.3333333333333339,0.0555555555555558,0.1111111111111111,4.0,2.0
187,Venezia,2021-12-22,P,-1.0555555555555556,Lazio,-1.5555555555555554,-1.333333333333334,-0.05555555555555555,-0.1111111111111111,-183.94444444444446,-180.33333333333337,-0.7222222222222219,-11.333333333333336,3.055555555555557,0.5,-0.1111111111111111,0.0,8.0
188,Napoli,2021-12-22,P,0.9444444444444444,Spezia,4.444444444444443,1.1111111111111112,0.2222222222222222,0.3888888888888889,163.61111111111114,151.1111111111111,0.2777777777777777,11.777777777777779,-0.9444444444444446,-0.38888888888888884,0.0,7.0,1.0
189,Milan,2022-01-06,V,0.4736842105263157,Roma,-1.3157894736842088,-0.1578947368421053,0.10526315789473684,0.10526315789473684,26.0,30.315789473684163,-1.6842105263157894,4.10526315789474,-0.2631578947368425,-1.0526315789473684,-0.05263157894736842,5.0,2.0
190,Juventus,2022-01-06,N,-0.42105263157894735,Napoli,-1.3684210526315805,-0.10526315789473717,0.0,-0.10526315789473684,-62.0,-56.63157894736844,-0.1578947368421053,-4.736842105263165,2.473684210526317,0.10526315789473673,-0.10526315789473684,5.0,4.0
191,Sampdoria,2022-01-06,P,0.5263157894736842,Cagliari,2.3157894736842106,1.3684210526315788,-0.10526315789473684,-0.10526315789473684,12.421052631578902,25.31578947368422,1.3684210526315792,3.421052631578945,0.7368421052631575,0.5789473684210527,-0.10526315789473684,3.0,3.0
192,Sassuolo,2022-01-06,N,0.5789473684210527,Genoa,3.947368421052632,2.263157894736842,-0.15789473684210525,-0.15789473684210525,123.42105263157896,105.89473684210526,1.0000000000000004,10.736842105263158,-1.3684210526315788,-0.2105263157894739,0.05263157894736842,4.0,2.0
193,Spezia,2022-01-06,P,-0.7894736842105263,Hellas Verona,-0.7368421052631575,-0.3157894736842106,-0.2631578947368421,-0.2631578947368421,-8.68421052631578,-20.736842105263122,0.2631578947368416,-4.526315789473685,-1.3157894736842106,-0.36842105263157876,-0.10526315789473684,0.0,6.0
194,Lazio,2022-01-06,N,0.47368421052631593,Empoli,-4.210526315789474,0.05263157894736814,-0.10526315789473684,-0.05263157894736842,155.9473684210526,143.5263157894737,-2.0526315789473686,4.789473684210527,-1.8421052631578956,0.36842105263157876,0.15789473684210525,9.0,0.0
195,Roma,2022-01-09,P,0.20000000000000018,Juventus,1.0999999999999996,-0.35000000000000053,-0.15000000000000002,-0.15,-48.799999999999955,-49.49999999999994,1.75,-2.9499999999999957,-0.8499999999999996,1.25,0.25,2.0,5.0
196,Udinese,2022-01-09,P,-0.5555555555555556,Atalanta,-2.5321637426900576,0.09064327485380108,-0.1023391812865497,-0.15497076023391812,-133.94736842105266,-150.18713450292398,-1.2339181286549712,-14.198830409356724,1.154970760233919,0.23391812865497075,0.2777777777777778,1.0,6.0
197,Napoli,2022-01-09,V,0.40000000000000013,Sampdoria,4.199999999999999,1.0,0.15000000000000002,0.3,192.3,162.34999999999997,0.25,12.350000000000001,-1.5,-1.2000000000000002,0.0,8.0,1.0
198,Venezia,2022-01-09,P,-1.2026315789473685,Milan,-5.947368421052632,-1.0999999999999996,-0.09473684210526317,-0.19473684210526315,-101.56842105263155,-102.22631578947374,-1.6552631578947365,-12.073684210526316,1.681578947368422,0.9947368421052634,0.05789473684210525,0.0,9.0
199,Hellas Verona,2022-01-09,P,1.1888888888888889,Salernitana,1.344444444444445,0.9666666666666663,0.19444444444444445,0.19444444444444445,72.54444444444448,80.10555555555555,-0.6944444444444446,10.094444444444441,1.3277777777777793,0.7166666666666666,0.0888888888888889,6.0,0.0
200,Empoli,2022-01-09,P,0.09999999999999987,Sassuolo,-0.05000000000000071,-0.8499999999999996,0.19999999999999998,0.19999999999999998,-123.04999999999995,-110.40000000000003,0.40000000000000036,-8.299999999999997,0.8499999999999996,-0.3999999999999999,0.0,2.0,7.0
201,Inter,2022-01-09,V,0.47894736842105257,Lazio,5.997368421052631,1.6078947368421055,0.16578947368421051,0.22368421052631576,-27.42105263157896,-28.884210526315883,2.5710526315789477,1.5789473684210549,0.9342105263157894,-0.605263157894737,-0.2,4.0,3.0
202,Genoa,2022-01-09,P,0.0,Spezia,-1.1000000000000014,-0.75,0.25,0.25,-11.199999999999989,-5.0,-0.5,-1.3999999999999986,0.6500000000000004,0.3500000000000001,-0.15,8.0,0.0
203,Torino,2022-01-10,V,-0.5789473684210527,Fiorentina,0.36842105263157876,-1.1578947368421053,-0.3157894736842105,-0.3157894736842105,-95.84210526315786,-78.15789473684214,-0.8947368421052637,-3.89473684210526,7.052631578947368,-0.1578947368421053,-0.15789473684210525,1.0,5.0
204,Cagliari,2022-01-11,V,-0.4710526315789474,Bologna,-2.421052631578947,-1.4578947368421051,-0.00789473684210526,-0.06052631578947368,-88.26052631578949,-80.7236842105263,-1.9210526315789478,-8.14473684210526,2.2868421052631582,-0.13157894736842124,-0.06052631578947368,3.0,3.0
205,Salernitana,2022-01-15,P,-1.363408521303258,Lazio,-0.24561403508771917,-1.5338345864661656,-0.03759398496240601,-0.13283208020050125,-223.72932330827064,-210.77192982456137,1.0852130325814535,-13.333333333333336,1.1528822055137837,-0.6766917293233086,-0.08521303258145363,0.0,9.0
206,Sampdoria,2022-01-15,P,-0.01666666666666683,Torino,-1.2809523809523817,0.01904761904761898,0.047619047619047616,0.047619047619047616,-47.445238095238096,-42.11904761904759,0.4333333333333331,-7.009523809523813,-4.497619047619047,0.5547619047619046,-0.004761904761904773,3.0,3.0
207,Juventus,2022-01-15,V,0.05012531328320802,Udinese,2.177944862155389,0.030075187969925032,0.13784461152882205,0.18546365914786966,127.13533834586468,124.81453634085216,0.10275689223057594,11.699248120300751,-0.060150375939850065,-0.42105263157894735,-0.21553884711779447,7.0,1.0
208,Venezia,2022-01-16,N,-0.719047619047619,Empoli,-5.280952380952382,-1.2380952380952381,-0.1857142857142857,-0.1857142857142857,-20.252380952380975,-28.028571428571468,-2.628571428571429,-5.795238095238098,1.0666666666666664,0.657142857142857,0.10476190476190478,1.0,2.0
209,Atalanta,2022-01-16,N,-0.34999999999999964,Inter,-1.25,-1.3499999999999996,-0.15,-0.25,-27.94999999999999,-8.75,-0.5499999999999998,-0.14999999999999858,1.0999999999999996,0.3500000000000001,0.0,1.0,3.0
210,Roma,2022-01-16,V,0.6666666666666667,Cagliari,5.9523809523809526,1.666666666666667,-0.09523809523809523,0.0,85.38095238095241,71.1904761904762,2.952380952380952,7.095238095238095,0.2857142857142865,0.6190476190476191,0.09523809523809523,6.0,1.0
211,Sassuolo,2022-01-16,P,-0.04761904761904767,Hellas Verona,2.3809523809523814,1.4761904761904763,-0.09523809523809523,-0.09523809523809523,109.23809523809524,87.80952380952385,0.1904761904761907,4.904761904761905,-1.7142857142857153,0.09523809523809534,-0.19047619047619047,7.0,1.0
212,Bologna,2022-01-17,P,-0.36190476190476195,Napoli,-3.8428571428571416,-0.6619047619047622,-0.04047619047619047,-0.1333333333333333,-127.34523809523807,-115.56904761904758,0.20952380952380967,-8.061904761904756,-0.9714285714285715,0.9333333333333333,0.10476190476190478,2.0,6.0
213,Fiorentina,2022-01-17,V,0.7476190476190476,Genoa,2.935714285714287,1.9809523809523806,0.06190476190476191,0.06190476190476191,132.79523809523806,118.62142857142851,0.8547619047619053,11.971428571428568,-2.742857142857142,-0.11904761904761907,0.25,2.0,1.0
214,Milan,2022-01-17,P,1.1904761904761907,Spezia,4.238095238095237,0.5238095238095242,0.23809523809523808,0.3333333333333333,99.09523809523813,93.00000000000006,0.23809523809523814,9.57142857142857,-0.5238095238095237,-0.33333333333333326,-0.047619047619047616,8.0,1.0
215,Hellas Verona,2022-01-21,V,0.5303030303030303,Bologna,0.5324675324675319,-0.14285714285714324,0.12987012987012986,0.08225108225108224,-34.928571428571445,-22.478354978354957,-0.23593073593073655,1.1298701298701275,3.0692640692640687,-0.07359307359307365,0.0367965367965368,0.0,6.0
216,Lazio,2022-01-22,N,-0.0043290043290045155,Atalanta,-4.66017316017316,-0.21861471861471848,-0.006493506493506496,0.0367965367965368,65.57142857142856,47.396103896103796,-1.8073593073593073,-0.5346320346320326,-1.5757575757575744,0.40043290043290014,0.18181818181818182,1.0,4.0
217,Inter,2022-01-22,V,1.5238095238095237,Venezia,7.333333333333334,2.9523809523809526,0.19047619047619047,0.3333333333333333,161.09523809523813,156.19047619047626,3.238095238095238,13.476190476190482,-1.9523809523809526,-0.9523809523809521,-0.19047619047619047,9.0,0.0
218,Genoa,2022-01-22,N,-0.49090909090909085,Udinese,-3.3909090909090924,-2.0999999999999996,0.17727272727272725,0.17727272727272725,8.149999999999977,21.67272727272723,-0.5909090909090908,2.836363636363636,-0.0318181818181813,0.23636363636363633,-0.25,0.0,5.0
219,Spezia,2022-01-23,V,-0.2727272727272727,Sampdoria,-0.7727272727272734,0.1818181818181821,-0.045454545454545456,-0.045454545454545456,19.5,4.818181818181813,0.0,0.318181818181813,-0.18181818181818166,-0.36363636363636376,0.04545454545454544,1.0,7.0
220,Torino,2022-01-23,N,-0.34632034632034636,Sassuolo,-1.580086580086581,-1.4090909090909092,-0.13636363636363635,-0.13636363636363635,-94.67965367965371,-75.08658008658006,-1.0367965367965368,-3.694805194805191,5.8268398268398265,-0.21212121212121193,0.04978354978354978,5.0,1.0
221,Cagliari,2022-01-23,N,-0.9502164502164501,Fiorentina,-3.0021645021645025,-2.177489177489178,-0.14935064935064934,-0.19696969696969696,-160.02813852813853,-145.32683982683977,-1.4502164502164505,-13.917748917748916,2.391774891774892,0.16233766233766245,-0.10173160173160173,3.0,3.0
222,Milan,2022-01-23,N,0.5909090909090908,Juventus,0.7272727272727266,-0.31818181818181834,0.04545454545454544,0.13636363636363638,-15.772727272727252,-11.545454545454618,0.2727272727272725,1.7272727272727266,-1.545454545454545,0.0,0.045454545454545456,2.0,6.0
223,Napoli,2022-01-23,V,1.1227272727272726,Salernitana,5.795454545454547,1.9727272727272727,0.08181818181818182,0.21818181818181817,250.2454545454545,235.86363636363637,0.33636363636363686,19.513636363636365,-0.545454545454545,-0.26363636363636345,-0.009090909090909094,9.0,0.0
224,Empoli,2022-01-23,P,-0.045454545454545636,Roma,-1.454545454545455,-0.18181818181818166,0.1818181818181818,0.09090909090909088,-54.72727272727275,-45.27272727272725,-0.8636363636363633,-2.4090909090909136,-0.2727272727272734,-0.8636363636363633,-0.13636363636363635,0.0,9.0
225,Roma,2022-02-05,N,0.8695652173913043,Genoa,6.565217391304348,2.130434782608696,-0.13043478260869565,-0.043478260869565216,78.3478260869565,62.391304347826065,1.9565217391304346,6.217391304347828,-0.8695652173913047,0.3913043478260869,0.17391304347826086,6.0,0.0
226,Inter,2022-02-05,P,0.36561264822134376,Milan,1.5652173913043477,1.879446640316206,0.055335968379446626,0.06126482213438739,60.85177865612644,56.403162055336,1.312252964426877,1.9920948616600782,-0.6304347826086953,-0.04743083003952564,-0.08695652173913043,6.0,1.0
227,Fiorentina,2022-02-05,P,-0.13636363636363646,Lazio,2.308300395256918,0.47430830039525684,0.14229249011857706,0.14624505928853757,-51.57707509881425,-49.830039525691745,0.9071146245059287,2.750988142292492,-0.4565217391304355,-0.02371541501976271,0.09881422924901184,1.0,6.0
228,Sampdoria,2022-02-06,V,-0.4347826086956521,Sassuolo,-3.0,-1.7826086956521738,-0.08695652173913043,-0.08695652173913043,-139.82608695652175,-115.86956521739137,-0.8695652173913038,-10.652173913043477,1.1304347826086953,0.2608695652173916,0.08695652173913043,1.0,5.0
229,Bologna,2022-02-06,N,-0.29051383399209496,Empoli,-2.5177865612648205,-0.38932806324110647,-0.12450592885375494,-0.07905138339920947,33.37747035573125,31.70750988142288,-0.21541501976284572,1.2094861660079061,-2.203557312252965,0.4209486166007905,0.09486166007905139,7.0,2.0
230,Udinese,2022-02-06,V,-0.030303030303030276,Torino,-1.3051948051948052,0.29004329004329055,0.047619047619047616,0.047619047619047616,-58.640692640692635,-74.16017316017314,0.2943722943722946,-11.448051948051948,-3.978354978354977,0.11255411255411252,0.14718614718614717,2.0,6.0
231,Atalanta,2022-02-06,P,1.0434782608695652,Cagliari,5.003952569169961,2.0296442687747036,0.005928853754940705,0.007905138339920958,136.05928853754943,136.9723320158103,1.9802371541501982,10.871541501976289,-0.40118577075098827,-0.381422924901186,-0.13043478260869565,5.0,4.0
232,Venezia,2022-02-06,P,-0.9604743083003954,Napoli,-7.345849802371541,-2.086956521739131,-0.16996047430830039,-0.3003952569169961,-217.794466403162,-210.86363636363637,-2.529644268774703,-17.780632411067195,1.920948616600791,1.2984189723320159,0.09486166007905139,0.0,9.0
