,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
233,Juventus,2022-02-06,V,-0.39130434782608714,Hellas Verona,1.6086956521739122,0.3913043478260869,-0.08695652173913043,-0.043478260869565216,96.08695652173918,74.52173913043475,-0.5652173913043477,1.9130434782608674,0.0,-0.5652173913043479,-0.17391304347826086,5.0,2.0
234,Salernitana,2022-02-07,N,-0.37681159420289856,Spezia,-0.8426501035196683,-0.981366459627329,0.09523809523809523,0.09523809523809523,-63.608695652173935,-63.01656314699795,0.3975155279503104,-6.532091097308488,-1.1304347826086953,-0.3913043478260869,0.0124223602484472,0.0,3.0
235,Torino,2022-02-12,P,0.4347826086956522,Venezia,4.260869565217391,0.9565217391304346,-0.08695652173913043,-0.08695652173913043,46.95652173913044,63.34782608695656,1.3478260869565215,11.130434782608695,4.521739130434783,-0.34782608695652195,-0.08695652173913043,8.0,0.0
236,Lazio,2022-02-12,V,0.7807971014492752,Bologna,-1.253623188405797,0.5851449275362324,-0.0054347826086956486,0.03442028985507248,127.822463768116,117.47463768115944,-1.039855072463768,4.115942028985508,0.8224637681159432,-0.06884057971014457,-0.007246376811594207,4.0,2.0
237,Napoli,2022-02-12,N,-0.47282608695652195,Inter,-0.4076086956521756,-1.0489130434782608,-0.010869565217391297,-0.016304347826086973,58.13586956521738,56.3297101449275,-0.7989130434782608,3.7355072463768124,-0.7028985507246386,-0.32971014492753636,0.08333333333333333,1.0,5.0
238,Milan,2022-02-13,V,0.6666666666666665,Sampdoria,3.833333333333334,0.7500000000000004,0.125,0.25,114.58333333333331,94.70833333333331,0.625,9.541666666666664,-0.6666666666666661,-0.75,0.0,5.0,2.0
239,Atalanta,2022-02-13,N,0.4565217391304348,Juventus,0.5362318840579707,0.027173913043478493,-0.03623188405797101,-0.03442028985507248,-1.3641304347826235,15.53260869565213,0.8931159420289854,1.2228260869565233,-0.8858695652173907,0.257246376811594,0.0018115942028985518,2.0,2.0
240,Genoa,2022-02-13,N,0.10606060606060608,Salernitana,-0.3598484848484844,-0.31818181818181834,0.11742424242424243,0.11742424242424243,40.28030303030306,47.715909090909065,-0.42424242424242387,4.56818181818182,2.128787878787877,0.6212121212121211,-0.053030303030303025,8.0,1.0
241,Hellas Verona,2022-02-13,V,0.4280303030303032,Udinese,0.6931818181818183,-0.314393939393939,0.1590909090909091,0.1590909090909091,54.15530303030306,69.71590909090907,0.4053030303030303,10.44318181818182,0.31060606060606055,-0.04166666666666652,-0.018939393939393923,1.0,5.0
242,Sassuolo,2022-02-13,N,-0.04166666666666674,Roma,-1.4166666666666679,0.833333333333333,0.04166666666666667,-0.04166666666666666,61.0,59.208333333333314,-0.833333333333333,5.583333333333329,-1.083333333333334,-0.541666666666667,-0.20833333333333334,1.0,4.0
243,Empoli,2022-02-13,N,0.5416666666666667,Cagliari,4.666666666666666,1.7083333333333335,0.125,0.08333333333333334,40.125,35.625,1.7916666666666665,5.291666666666664,-0.5833333333333339,-0.375,-0.04166666666666667,2.0,6.0
244,Spezia,2022-02-14,P,-0.6992753623188406,Fiorentina,-2.246376811594203,-1.2844202898550727,-0.17753623188405798,-0.2644927536231884,-136.5271739130435,-127.93115942028982,-0.5760869565217392,-12.081521739130437,2.807971014492754,-0.061594202898550776,-0.17934782608695654,0.0,8.0
245,Juventus,2022-02-18,N,0.18833333333333324,Torino,1.1099999999999994,0.8049999999999997,0.16,0.2,77.11000000000001,57.42166666666668,0.38833333333333275,-0.4966666666666626,-3.9366666666666674,-0.4983333333333335,-0.08499999999999999,7.0,0.0
246,Roma,2022-02-19,N,-0.19999999999999996,Hellas Verona,3.5200000000000014,0.6399999999999997,-0.12,-0.03999999999999998,41.120000000000005,22.639999999999986,1.08,-0.4799999999999969,-0.8800000000000008,0.56,0.03999999999999998,7.0,2.0
247,Salernitana,2022-02-19,N,-1.2608695652173914,Milan,-5.28695652173913,-1.5304347826086961,-0.11304347826086958,-0.23304347826086957,-157.7878260869565,-149.92869565217399,-0.23478260869565215,-14.904347826086955,-0.29391304347826086,-0.03652173913043466,0.010434782608695653,0.0,9.0
248,Sampdoria,2022-02-19,V,-0.19999999999999996,Empoli,-3.5600000000000005,-1.0400000000000005,-0.15999999999999998,-0.15999999999999998,-24.04000000000002,-12.319999999999993,-1.2400000000000002,-2.719999999999999,0.03999999999999915,0.4400000000000004,0.039999999999999994,8.0,1.0
249,Inter,2022-02-20,P,0.6516666666666666,Sassuolo,1.656666666666668,0.7199999999999998,0.13,0.255,32.81999999999999,31.90333333333342,0.7599999999999998,0.24499999999999744,0.3149999999999995,-0.7250000000000001,-0.08,4.0,3.0
250,Fiorentina,2022-02-20,V,-0.125,Atalanta,-1.916666666666666,0.20833333333333393,0.125,0.20833333333333334,16.666666666666686,1.4583333333333712,-0.5833333333333339,3.125,-2.166666666666666,0.25,0.25,2.0,4.0
251,Venezia,2022-02-20,N,0.07666666666666666,Genoa,-0.8866666666666667,0.3583333333333334,-0.11666666666666668,-0.11666666666666668,2.6650000000000205,-11.966666666666697,-1.3666666666666667,-2.626666666666665,-1.3616666666666664,0.15333333333333332,0.16999999999999998,0.0,8.0
252,Udinese,2022-02-20,N,-0.7756521739130435,Lazio,1.7252173913043478,-0.2121739130434781,-0.07304347826086957,-0.15304347826086956,-208.7147826086956,-200.62782608695647,0.7791304347826085,-12.613913043478256,1.8765217391304354,-0.12521739130434772,0.05739130434782608,1.0,6.0
253,Cagliari,2022-02-21,N,-0.8400000000000001,Napoli,-5.959999999999999,-2.2800000000000002,-0.16000000000000003,-0.24000000000000002,-232.83999999999997,-214.16000000000003,-1.8400000000000003,-16.160000000000004,2.16,1.12,0.039999999999999994,1.0,7.0
254,Bologna,2022-02-21,V,0.1283333333333332,Spezia,1.4416666666666664,0.47666666666666657,0.045,0.08666666666666666,65.06166666666667,64.86666666666667,0.6349999999999998,5.516666666666666,-3.1833333333333336,0.2250000000000001,0.04666666666666666,8.0,0.0
255,Genoa,2022-02-25,N,-1.353846153846154,Inter,-7.112307692307693,-3.463076923076923,-0.04769230769230767,-0.16769230769230767,-179.0523076923077,-157.83384615384608,-1.8492307692307692,-11.892307692307696,2.6230769230769226,0.8138461538461537,0.07692307692307693,1.0,8.0
256,Milan,2022-02-25,N,0.7083333333333333,Udinese,2.573717948717949,0.17307692307692335,0.10897435897435899,0.2243589743589744,122.14423076923077,119.86538461538464,0.259615384615385,13.016025641025642,-1.2564102564102573,-0.30448717948717974,-0.09294871794871795,4.0,1.0
257,Sassuolo,2022-02-26,V,-0.10615384615384627,Fiorentina,1.7723076923076917,0.5492307692307694,-0.1246153846153846,-0.2446153846153846,-10.127692307692314,-11.39846153846156,0.31384615384615433,-1.6938461538461524,0.8169230769230769,0.17692307692307718,-0.2030769230769231,4.0,2.0
258,Salernitana,2022-02-26,N,-0.44833333333333336,Bologna,-2.4450000000000003,-1.1233333333333335,-0.03666666666666667,-0.07666666666666667,-119.1633333333333,-116.50666666666666,-0.5783333333333331,-10.651666666666664,1.8416666666666668,-0.5183333333333335,-0.035,0.0,9.0
259,Empoli,2022-02-26,P,0.0,Juventus,0.19230769230769162,-0.23076923076922995,0.07692307692307693,0.038461538461538464,-93.76923076923077,-83.0,0.5384615384615383,-4.115384615384613,-0.9230769230769234,0.34615384615384603,0.038461538461538464,1.0,8.0
260,Spezia,2022-02-27,P,-0.6153846153846154,Roma,-5.346153846153847,-1.192307692307692,-0.038461538461538464,-0.11538461538461539,-76.5769230769231,-72.84615384615387,-1.8461538461538467,-6.884615384615387,0.6923076923076916,-0.6923076923076921,-0.11538461538461539,0.0,8.0
261,Torino,2022-02-27,P,0.28,Cagliari,2.7738461538461525,0.9938461538461536,-0.11538461538461539,-0.15384615384615385,62.49846153846153,65.33999999999997,1.0184615384615388,9.863076923076918,4.24769230769231,-0.17538461538461547,0.0046153846153846045,3.0,2.0
262,Lazio,2022-02-27,P,0.23076923076923062,Napoli,-5.038461538461538,-0.5,-0.11538461538461536,-0.15384615384615385,-18.538461538461547,-18.692307692307622,-1.0384615384615383,-4.807692307692307,-0.3461538461538467,0.9615384615384615,0.07692307692307693,2.0,7.0
263,Hellas Verona,2022-02-27,V,0.9646153846153845,Venezia,3.2276923076923083,0.9615384615384617,0.15076923076923077,0.15076923076923077,43.860000000000014,59.18153846153848,1.8476923076923075,9.439999999999998,0.6569230769230767,-0.33846153846153815,-0.04769230769230767,7.0,0.0
264,Atalanta,2022-02-28,V,0.4938461538461538,Sampdoria,3.838461538461539,1.0169230769230775,0.04307692307692307,0.08307692307692308,125.64153846153846,118.78307692307692,1.3600000000000003,8.81230769230769,0.1538461538461533,-0.48923076923076936,-0.07538461538461538,4.0,4.0
265,Inter,2022-03-04,V,1.3153846153846154,Salernitana,6.956923076923077,3.0015384615384617,0.15076923076923077,0.26615384615384613,214.00923076923078,203.61846153846153,1.7846153846153854,16.409230769230767,-0.546153846153846,-0.23230769230769233,-0.12,9.0,0.0
266,Cagliari,2022-03-05,P,-0.962962962962963,Lazio,-0.518518518518519,-1.6666666666666665,-0.037037037037037035,-0.07407407407407407,-210.962962962963,-190.81481481481478,-0.7037037037037033,-10.703703703703702,2.5925925925925917,0.11111111111111116,-0.037037037037037035,0.0,7.0
267,Udinese,2022-03-05,V,-0.016296296296296253,Sampdoria,1.7022222222222219,0.9866666666666668,0.005925925925925932,0.005925925925925932,-16.62814814814817,-32.94962962962961,0.7111111111111108,-3.619259259259259,0.887407407407407,-0.2207407407407409,0.0888888888888889,2.0,6.0
268,Roma,2022-03-05,V,-0.2564102564102564,Atalanta,1.334757834757836,0.05128205128205199,0.03276353276353275,0.06837606837606836,-45.363247863247864,-56.24216524216524,0.5384615384615383,-2.6367521367521363,-0.22222222222222143,0.8062678062678064,0.18376068376068375,2.0,4.0
269,Venezia,2022-03-06,P,-0.7435897435897436,Sassuolo,-5.663817663817664,-2.2962962962962967,-0.03418803418803418,-0.03418803418803418,-140.14245014245017,-131.01424501424503,-2.146723646723647,-13.495726495726501,1.2920227920227916,0.21225071225071224,0.1566951566951567,0.0,9.0
270,Juventus,2022-03-06,V,0.4814814814814816,Spezia,3.814814814814815,1.2592592592592595,0.07407407407407407,0.1111111111111111,119.59259259259255,112.11111111111109,0.7407407407407405,8.555555555555557,-0.2592592592592595,-0.5925925925925928,-0.1111111111111111,9.0,0.0
271,Bologna,2022-03-06,N,-0.038461538461538325,Torino,-1.0384615384615383,0.0769230769230771,0.11538461538461539,0.15384615384615385,18.653846153846132,5.884615384615358,0.5,-3.461538461538467,-6.76923076923077,0.1538461538461542,0.038461538461538464,1.0,3.0
272,Fiorentina,2022-03-06,N,-0.19515669515669498,Hellas Verona,0.44444444444444464,0.5470085470085468,0.008547008547008572,0.12393162393162394,101.68518518518516,80.29487179487177,0.22364672364672344,5.585470085470085,-2.712250712250711,0.014245014245014342,0.12250712250712253,4.0,2.0
273,Napoli,2022-03-06,P,-0.14814814814814814,Milan,0.8888888888888893,0.666666666666667,0.07407407407407407,0.07407407407407407,105.81481481481484,100.77777777777783,0.40740740740740744,4.185185185185183,-0.6666666666666679,-0.5555555555555558,-0.037037037037037035,4.0,1.0
274,Genoa,2022-03-06,N,-0.6666666666666666,Empoli,-4.62962962962963,-1.7777777777777781,-0.037037037037037035,-0.037037037037037035,-46.48148148148147,-37.51851851851853,-1.2962962962962958,-4.962962962962962,1.518518518518519,0.3333333333333335,0.0,8.0,0.0
275,Salernitana,2022-03-12,N,-0.9807692307692307,Sassuolo,-4.5247252747252755,-2.395604395604395,-0.13736263736263735,-0.13736263736263735,-169.2582417582418,-158.84340659340666,-0.6758241758241761,-14.760989010989007,0.3186813186813193,-0.4642857142857144,0.043956043956043966,0.0,9.0
276,Sampdoria,2022-03-12,P,-0.2142857142857142,Juventus,-3.3571428571428577,-1.2499999999999996,-0.07142857142857142,-0.10714285714285715,-116.57142857142856,-94.39285714285717,-0.785714285714286,-6.892857142857139,-0.6428571428571423,0.8214285714285716,0.07142857142857142,2.0,7.0
277,Spezia,2022-03-12,V,0.0,Cagliari,-0.25,0.4642857142857144,-0.03571428571428571,-0.07142857142857142,15.85714285714289,4.571428571428555,0.3928571428571428,0.2857142857142918,0.035714285714286476,-0.2857142857142856,0.03571428571428571,1.0,6.0
278,Milan,2022-03-12,V,0.5,Empoli,0.6785714285714288,0.25,-0.0357142857142857,0.07142857142857142,79.0,69.64285714285717,-0.2857142857142856,5.857142857142854,-0.7142857142857135,-0.07142857142857117,0.03571428571428571,8.0,0.0
279,Hellas Verona,2022-03-13,P,0.1428571428571428,Napoli,-3.3571428571428577,-0.8571428571428577,0.0,-0.10714285714285715,-181.96428571428572,-158.5,-0.6071428571428568,-8.107142857142854,2.178571428571427,0.7499999999999998,0.10714285714285715,1.0,6.0
280,Atalanta,2022-03-13,N,1.066137566137566,Genoa,4.63095238095238,1.9497354497354498,-0.06746031746031747,-0.030423280423280435,147.61243386243387,141.54497354497352,1.1917989417989414,10.519841269841272,-1.140211640211641,-0.3465608465608465,0.0026455026455026454,5.0,1.0
281,Udinese,2022-03-13,N,-0.3351648351648351,Roma,-3.409340659340657,-0.2967032967032974,-0.06593406593406592,-0.13736263736263735,-93.39835164835165,-91.08791208791206,-1.1538461538461542,-9.307692307692307,0.760989010989011,-0.5274725274725274,-0.05769230769230768,2.0,7.0
282,Torino,2022-03-13,N,-1.0,Inter,-4.1111111111111125,-2.3333333333333335,-0.2222222222222222,-0.3333333333333333,-126.77777777777777,-105.51851851851853,-1.9629629629629628,-3.518518518518512,5.777777777777777,0.6296296296296298,0.1111111111111111,2.0,5.0
283,Fiorentina,2022-03-13,V,0.5185185185185186,Bologna,0.8888888888888893,0.7777777777777781,0.1111111111111111,0.18518518518518517,68.88888888888886,61.555555555555486,0.0370370370370372,6.370370370370374,-0.2592592592592595,-0.2962962962962963,0.14814814814814814,4.0,0.0
284,Lazio,2022-03-14,V,1.1097883597883595,Venezia,1.7037037037037042,1.534391534391534,0.1044973544973545,0.1388888888888889,204.98941798941803,196.1230158730159,0.9920634920634921,12.544973544973544,-2.0357142857142865,-0.2420634920634921,-0.043650793650793634,9.0,0.0
285,Genoa,2022-03-18,V,-0.4556650246305418,Torino,-3.040640394088671,-1.166256157635468,0.1724137931034483,0.1724137931034483,-57.818965517241395,-55.931034482758605,-0.3620689655172411,-9.104679802955665,-3.0098522167487687,0.1588669950738919,-0.03817733990147783,0.0,7.0
286,Sassuolo,2022-03-18,V,0.7241379310344827,Spezia,4.413793103448276,1.862068965517241,0.13793103448275862,0.10344827586206896,129.0,118.65517241379314,1.206896551724138,11.172413793103452,-1.6206896551724146,0.1724137931034484,-0.034482758620689655,7.0,1.0
287,Inter,2022-03-19,N,0.4999999999999998,Fiorentina,4.321428571428569,1.5,0.0,0.0,36.964285714285666,35.928571428571445,1.2857142857142856,0.1428571428571388,1.1071428571428577,-0.3214285714285714,-0.2857142857142857,5.0,0.0
288,Napoli,2022-03-19,V,0.4623243933588761,Udinese,2.7790549169859506,0.5606641123882508,0.16730523627075353,0.2707535121328225,225.72030651340992,218.8978288633461,0.421455938697318,17.48148148148148,-2.565772669220946,-1.008939974457216,-0.11621966794380587,8.0,0.0
289,Cagliari,2022-03-19,P,-0.9310344827586207,Milan,-4.206896551724137,-1.6206896551724133,-0.06896551724137932,-0.13793103448275862,-120.55172413793105,-104.41379310344826,-1.2758620689655173,-10.379310344827587,1.5172413793103434,0.5517241379310343,0.0,0.0,7.0
290,Venezia,2022-03-20,P,-0.38300492610837444,Sampdoria,-1.6477832512315285,-0.34482758620689635,0.0024630541871921152,0.003694581280788173,-22.400246305418705,-36.59113300492612,-0.818965517241379,-4.3288177339901495,0.583743842364532,0.09359605911330071,0.11083743842364531,0.0,8.0
291,Roma,2022-03-20,V,-0.3793103448275863,Lazio,5.0,0.1379310344827589,-0.03448275862068964,-0.03448275862068964,-116.17241379310349,-110.89655172413796,1.5862068965517242,-3.275862068965516,2.0,0.6206896551724137,0.06896551724137931,3.0,3.0
292,Bologna,2022-03-20,P,-0.642857142857143,Atalanta,-2.928571428571429,-0.75,0.0,0.0,-75.28571428571428,-83.89285714285717,-0.5,-4.928571428571431,-1.7857142857142865,0.3928571428571428,0.10714285714285715,1.0,6.0
293,Empoli,2022-03-20,N,-0.482758620689655,Hellas Verona,1.7241379310344822,0.1724137931034484,-0.03448275862068967,-0.03448275862068967,-4.448275862068954,-13.758620689655174,0.5517241379310347,-2.448275862068968,-0.6896551724137936,-0.3448275862068968,-0.1724137931034483,2.0,7.0
294,Juventus,2022-03-20,V,0.7369093231162197,Salernitana,3.3908045977011483,1.4457215836526176,0.09833971902937422,0.13282247765006386,163.07024265644958,153.8722860791827,-0.03831417624521016,11.924648786717746,1.3844189016602808,-0.10344827586206895,-0.07662835249042145,9.0,0.0
295,Spezia,2022-04-02,V,0.1712643678160921,Venezia,0.9551724137931039,0.5356321839080462,-0.0022988505747126436,-0.0034482758620689585,10.339080459770116,11.539080459770105,0.6919540229885057,2.144827586206894,-0.01494252873563262,-0.4264367816091954,-0.10804597701149427,3.0,0.0
296,Salernitana,2022-04-02,P,-0.3866995073891625,Torino,-2.641625615763548,-0.7216748768472905,0.07142857142857142,0.07142857142857142,-85.71428571428572,-97.58743842364532,0.12315270935960587,-13.044334975369459,-5.383004926108374,-0.4137931034482758,0.003694581280788173,0.0,9.0
297,Lazio,2022-04-02,V,0.10000000000000009,Sassuolo,-3.966666666666667,-1.0666666666666673,-0.033333333333333326,0.033333333333333326,72.26666666666665,73.0,-0.9333333333333336,-0.06666666666666288,-0.8333333333333321,0.0,0.06666666666666665,4.0,3.0
298,Juventus,2022-04-03,P,-0.5712643678160918,Inter,-3.3678160919540243,-1.5712643678160925,-0.04022988505747127,-0.1103448275862069,-39.36206896551727,-41.18850574712644,-1.845977011494253,-3.98735632183908,1.2701149425287355,0.0367816091954023,0.03333333333333333,5.0,1.0
299,Udinese,2022-04-03,V,0.35238095238095246,Cagliari,1.9404761904761916,1.5214285714285714,-0.02857142857142858,-0.06190476190476191,-2.1000000000000227,-16.178571428571445,1.0904761904761902,-2.711904761904762,0.10714285714285765,-0.05952380952380931,0.11428571428571427,5.0,3.0
300,Fiorentina,2022-04-03,V,0.28850574712643673,Empoli,-0.5666666666666664,0.5551724137931036,0.006896551724137917,0.1103448275862069,104.72873563218394,93.69080459770117,-0.06436781609195474,8.182758620689661,-2.208045977011494,0.041379310344827225,0.20919540229885059,7.0,2.0
301,Sampdoria,2022-04-03,P,-0.3666666666666667,Roma,-5.033333333333333,-1.233333333333333,-0.09999999999999999,-0.13333333333333333,-66.13333333333333,-49.10000000000002,-1.833333333333334,-4.800000000000004,-0.2666666666666675,-0.5666666666666664,-0.13333333333333333,2.0,4.0
302,Atalanta,2022-04-03,P,-0.008045977011494232,Napoli,-1.0471264367816087,-0.6195402298850574,-0.1298850574712644,-0.1954022988505747,-82.99310344827592,-64.60574712643677,-0.12528735632183885,-4.959770114942529,1.8977011494252878,0.6080459770114941,0.0022988505747126436,4.0,4.0
303,Milan,2022-04-04,N,0.7632183908045977,Bologna,3.344827586206897,0.7758620689655173,0.0632183908045977,0.12873563218390804,45.80000000000001,39.27126436781606,0.10459770114942568,4.39540229885057,0.9965517241379303,-0.4862068965517241,-0.07241379310344828,8.0,0.0
304,Hellas Verona,2022-04-04,V,1.0666666666666664,Genoa,2.0666666666666664,1.3666666666666667,0.06666666666666668,0.1,57.4666666666667,56.866666666666674,0.666666666666667,8.133333333333333,-0.6666666666666679,0.0,0.13333333333333333,1.0,5.0
305,Empoli,2022-04-09,N,0.29032258064516125,Spezia,2.935483870967742,0.5161290322580645,0.12903225806451613,0.0967741935483871,23.903225806451587,26.709677419354875,1.0,3.9032258064516157,-0.41935483870967616,-0.16129032258064546,-0.03225806451612903,2.0,2.0
306,Cagliari,2022-04-09,P,-0.5806451612903226,Juventus,-3.419354838709678,-1.774193548387097,-0.06451612903225806,-0.06451612903225806,-140.16129032258067,-119.58064516129036,-0.9354838709677424,-8.483870967741936,0.48387096774193594,0.7096774193548385,0.06451612903225806,1.0,8.0
307,Inter,2022-04-09,V,0.29354838709677433,Hellas Verona,4.697849462365591,1.9666666666666668,0.0075268817204301175,0.07526881720430106,128.68064516129033,107.15483870967739,1.5548387096774192,4.976344086021506,-1.4483870967741943,-0.646236559139785,-0.22580645161290322,8.0,0.0
308,Genoa,2022-04-10,P,-1.1935483870967742,Lazio,-1.0322580645161281,-1.7096774193548385,-0.03225806451612903,-0.0967741935483871,-223.9354838709678,-198.1612903225806,-0.19354838709677402,-11.354838709677416,3.290322580645162,0.12903225806451601,-0.06451612903225806,2.0,6.0
309,Venezia,2022-04-10,P,-0.5804597701149424,Udinese,-3.466666666666667,-1.6183908045977016,-0.0022988505747126436,0.031034482758620696,2.801149425287349,4.558620689655186,-1.5586206896551724,0.1781609195402325,-0.35862068965517224,0.1471264367816092,0.02643678160919541,0.0,9.0
310,Sassuolo,2022-04-10,V,0.07311827956989236,Atalanta,0.2666666666666675,1.0526881720430108,0.12580645161290321,0.09247311827956989,2.0849462365591194,-17.955913978494664,-0.20537634408602123,0.605376344086018,-1.451612903225806,0.2827956989247311,0.03010752688172043,0.0,8.0
311,Torino,2022-04-10,N,-0.639784946236559,Milan,-2.747311827956988,-0.7806451612903231,-0.12795698924731183,-0.22473118279569892,-57.59677419354841,-42.16774193548389,-0.7301075268817208,-0.9505376344086045,5.600000000000001,0.4344086021505378,0.0032258064516129115,2.0,4.0
312,Napoli,2022-04-10,P,0.17311827956989245,Fiorentina,1.9236559139784948,0.13333333333333375,0.05806451612903224,0.054838709677419384,73.23763440860216,71.90967741935492,0.1924731182795698,2.076344086021507,0.3333333333333339,-0.5225806451612904,-0.2021505376344086,5.0,2.0
313,Roma,2022-04-10,V,0.8865406006674084,Salernitana,4.966629588431591,1.380422691879866,0.09232480533926585,0.1568409343715239,113.67074527252498,108.71635150166856,1.1145717463848719,9.70077864293659,0.9699666295884324,1.025583982202447,0.0878754171301446,9.0,0.0
314,Bologna,2022-04-11,V,-0.1913978494623656,Sampdoria,0.8559139784946233,0.3784946236559139,0.03548387096774194,0.03655913978494624,45.48817204301076,34.774193548387075,0.7021505376344086,3.904301075268812,-1.709677419354838,0.01827956989247337,0.06989247311827956,7.0,2.0
315,Spezia,2022-04-15,P,-1.096774193548387,Inter,-6.333669354838708,-2.467741935483871,-0.16330645161290322,-0.2288306451612903,-160.00806451612902,-152.40625,-2.35383064516129,-11.9375,1.590725806451612,0.407258064516129,0.125,0.0,8.0
316,Milan,2022-04-15,V,1.0,Genoa,5.4375,1.84375,0.0,0.09375,122.75,103.71875,1.03125,10.875,-2.09375,-0.46875,0.0,6.0,1.0
317,Sampdoria,2022-04-16,P,0.4520833333333333,Salernitana,0.25833333333333286,0.2124999999999999,-0.004166666666666666,0.027083333333333334,53.45208333333335,65.24583333333334,-0.6958333333333337,5.256250000000001,0.2916666666666661,0.23125000000000018,-0.03958333333333333,9.0,0.0
318,Cagliari,2022-04-16,V,-0.875,Sassuolo,-4.65625,-2.71875,-0.125,-0.09375,-145.4375,-122.46875,-1.625,-10.625,1.875,0.15625,0.03125,0.0,2.0
319,Udinese,2022-04-16,V,0.15208333333333335,Empoli,-0.24583333333333357,0.5333333333333332,-0.0875,-0.0875,-39.570833333333326,-46.11874999999998,-0.002083333333333215,-6.414583333333333,0.7624999999999993,0.3479166666666669,0.10625000000000001,7.0,2.0
320,Fiorentina,2022-04-16,V,0.8387096774193549,Venezia,3.774193548387098,1.870967741935484,0.12903225806451613,0.19354838709677422,142.8709677419355,136.87096774193554,1.6129032258064515,14.258064516129032,-2.548387096774194,-0.645161290322581,0.03225806451612903,8.0,1.0
321,Lazio,2022-04-16,N,0.8709677419354838,Torino,-1.714717741935484,0.819556451612903,0.15524193548387097,0.21774193548387097,156.80645161290323,136.77923387096774,-0.07560483870967705,1.8689516129032242,-6.861895161290324,-0.045362903225806495,0.059475806451612906,4.0,2.0
322,Juventus,2022-04-16,N,0.434475806451613,Bologna,2.350806451612904,0.9143145161290325,0.059475806451612906,0.058467741935483875,64.54637096774195,54.10887096774195,-0.18145161290322598,2.7459677419354804,1.87600806451613,-0.5786290322580645,-0.09879032258064516,9.0,0.0
323,Napoli,2022-04-18,N,0.15625,Roma,-0.25,0.375,0.09375,0.125,121.5625,117.65625,-0.78125,7.125,-2.03125,-1.5625,-0.15625,5.0,2.0
324,Atalanta,2022-04-18,P,-0.040322580645161255,Hellas Verona,2.898185483870968,0.38608870967741904,-0.1219758064516129,-0.12096774193548387,92.79334677419354,87.84778225806451,0.889112903225806,2.7520161290322562,-0.3125,-0.337701612903226,-0.15423387096774194,7.0,1.0
325,Udinese,2022-04-20,P,0.7096774193548387,Salernitana,2.806451612903226,1.483870967741936,0.03225806451612903,0.03225806451612903,21.967741935483843,18.903225806451644,0.38709677419354804,1.1290322580645125,1.193548387096774,0.06451612903225801,0.06451612903225806,8.0,0.0
326,Venezia,2022-04-23,P,-0.875,Atalanta,-5.5,-1.4375,-0.03125,-0.03125,-142.09375,-152.75,-2.375,-12.3125,0.5625,0.6875,0.15625,0.0,9.0
327,Inter,2022-04-23,V,0.48863636363636354,Roma,1.5719696969696972,1.3939393939393936,0.06723484848484848,0.10037878787878787,79.36837121212119,77.73768939393938,0.43465909090909083,5.0094696969696955,-1.0596590909090917,-1.2452651515151514,-0.24242424242424243,3.0,0.0
328,Hellas Verona,2022-04-23,N,0.5454545454545454,Sampdoria,1.666666666666666,0.7878787878787881,0.15151515151515152,0.15151515151515152,12.121212121212125,13.21212121212119,0.4848484848484844,4.3030303030303045,0.5151515151515156,0.06060606060606055,0.12121212121212122,1.0,7.0
329,Torino,2022-04-23,V,0.125,Spezia,2.4801136363636367,0.29640151515151514,-0.029356060606060608,-0.05965909090909091,53.3276515151515,61.471590909090935,0.4696969696969697,9.398674242424242,3.7376893939393945,0.07386363636363624,-0.027462121212121215,6.0,2.0
330,Salernitana,2022-04-24,V,-0.84375,Fiorentina,-3.34375,-1.8125,-0.125,-0.21875,-173.6875,-166.1875,-0.4375,-16.0,1.6875,0.25,-0.125,0.0,9.0
331,Bologna,2022-04-24,N,-0.375,Udinese,-1.3125,-0.8125,0.0,0.03125,77.53125,80.9375,-0.25,7.9375,-3.15625,0.0625,0.03125,1.0,4.0
332,Lazio,2022-04-24,P,0.21212121212121215,Milan,-4.242424242424242,0.0,0.030303030303030304,0.0,94.060606060606,88.81818181818187,-0.5454545454545459,0.18181818181818699,-1.09090909090909,0.36363636363636376,0.06060606060606061,3.0,5.0
333,Empoli,2022-04-24,V,-0.5151515151515151,Napoli,-1.7272727272727266,-0.9090909090909092,-0.06060606060606058,-0.15151515151515152,-171.969696969697,-159.75757575757575,-0.1212121212121211,-9.484848484848484,1.545454545454545,0.5757575757575759,0.030303030303030304,2.0,7.0
334,Genoa,2022-04-24,V,-0.21212121212121215,Cagliari,-0.45454545454545503,-0.21212121212121238,0.06060606060606061,0.030303030303030304,-2.5151515151515014,0.5757575757575637,0.36363636363636376,-0.2424242424242422,0.42424242424242387,-0.15151515151515138,-0.030303030303030304,6.0,2.0
335,Sassuolo,2022-04-25,P,0.24242424242424243,Juventus,0.3333333333333339,0.7272727272727266,0.06060606060606061,0.030303030303030304,6.060606060606062,5.272727272727252,0.5757575757575752,2.1515151515151487,-1.09090909090909,0.5757575757575757,0.030303030303030304,1.0,6.0
336,Bologna,2022-04-27,V,-1.0303030303030303,Inter,-5.030303030303029,-2.393939393939394,-0.12121212121212122,-0.18181818181818182,-96.60606060606062,-89.48484848484844,-1.545454545454545,-5.727272727272727,-1.121212121212121,0.6666666666666665,0.21212121212121213,2.0,6.0
