,Squadra,Data,Girone,Stadio,Risultato,Rf,Avversario,Rs,Tiri,Tiri.1,Rigori,Rig T,Compl,Tent,Angoli,Poss.,Falli,Amm.,Esp.
0,Atalanta,21-08-2021,Giornata n. 1,Ospiti,V,2,Torino,1,7,2,0,0,328.0,462.0,1.0,53.0,14,2,0
1,Atalanta,28-08-2021,Giornata n. 2,Casa,N,0,Bologna,0,22,3,0,0,484.0,598.0,5.0,59.0,12,2,0
2,Atalanta,11-09-2021,Giornata n. 3,Casa,P,1,Fiorentina,2,12,4,1,1,463.0,555.0,10.0,55.0,13,4,0
3,Atalanta,18-09-2021,Giornata n. 4,Ospiti,V,1,Salernitana,0,10,3,0,0,473.0,567.0,4.0,57.0,15,4,0
4,Atalanta,21-09-2021,Giornata n. 5,Casa,V,2,Sassuolo,1,14,5,0,0,398.0,484.0,5.0,47.0,21,2,0
5,Atalanta,25-09-2021,Giornata n. 6,Ospiti,N,2,Inter,2,21,5,0,0,351.0,429.0,11.0,50.0,12,5,0
6,Atalanta,03-10-2021,Giornata n. 7,Casa,P,2,Milan,3,16,4,1,1,406.0,499.0,9.0,56.0,13,1,0
7,Atalanta,17-10-2021,Giornata n. 8,Ospiti,V,4,Empoli,1,21,7,0,1,401.0,490.0,4.0,52.0,17,2,0
8,Atalanta,24-10-2021,Giornata n. 9,Casa,N,1,Udinese,1,8,3,0,0,582.0,683.0,6.0,67.0,16,2,0
9,Atalanta,27-10-2021,Giornata n. 10,Ospiti,V,3,Sampdoria,1,13,4,0,0,499.0,611.0,3.0,60.0,19,3,0
10,Atalanta,30-10-2021,Giornata n. 11,Casa,N,2,Lazio,2,17,3,0,0,531.0,634.0,6.0,56.0,14,1,0
11,Atalanta,06-11-2021,Giornata n. 12,Ospiti,V,2,Cagliari,1,20,8,0,0,539.0,641.0,7.0,62.0,10,1,0
12,Atalanta,20-11-2021,Giornata n. 13,Casa,V,5,Spezia,2,17,8,1,1,449.0,529.0,0.0,50.0,11,2,0
13,Atalanta,27-11-2021,Giornata n. 14,Ospiti,V,1,Juventus,0,7,1,0,0,307.0,405.0,4.0,41.0,23,5,0
14,Atalanta,30-11-2021,Giornata n. 15,Casa,V,4,Venezia,0,19,6,0,0,551.0,636.0,4.0,58.0,12,0,0
15,Atalanta,04-12-2021,Giornata n. 16,Ospiti,V,3,Napoli,2,21,7,0,0,391.0,466.0,7.0,45.0,21,3,0
16,Atalanta,12-12-2021,Giornata n. 17,Ospiti,V,2,Hellas Verona,1,14,6,0,0,305.0,453.0,6.0,47.0,11,1,0
17,Atalanta,18-12-2021,Giornata n. 18,Casa,P,1,Roma,4,17,6,0,0,606.0,704.0,10.0,71.0,11,1,0
18,Atalanta,21-12-2021,Giornata n. 19,Ospiti,N,0,Genoa,0,17,3,0,0,542.0,711.0,8.0,67.0,16,1,0
19,Atalanta,09-01-2022,Giornata n. 21,Ospiti,V,6,Udinese,2,21,7,0,0,568.0,671.0,5.0,60.0,12,2,0
20,Atalanta,16-01-2022,Giornata n. 22,Casa,N,0,Inter,0,12,6,0,0,306.0,412.0,6.0,37.0,15,2,0
21,Atalanta,22-01-2022,Giornata n. 23,Ospiti,N,0,Lazio,0,6,2,0,0,384.0,468.0,1.0,39.0,17,3,0
22,Atalanta,06-02-2022,Giornata n. 24,Casa,P,1,Cagliari,2,10,4,0,0,515.0,629.0,3.0,61.0,14,1,1
23,Atalanta,13-02-2022,Giornata n. 25,Casa,N,1,Juventus,1,21,3,0,0,456.0,551.0,8.0,52.0,13,2,0
24,Atalanta,20-02-2022,Giornata n. 26,Ospiti,P,0,Fiorentina,1,7,1,0,0,382.0,471.0,1.0,51.0,23,5,0
25,Atalanta,28-02-2022,Giornata n. 27,Casa,V,4,Sampdoria,0,19,9,0,0,556.0,659.0,8.0,56.0,15,1,0
26,Atalanta,05-03-2022,Giornata n. 28,Ospiti,P,0,Roma,1,7,4,0,0,543.0,628.0,3.0,64.0,17,4,1
27,Atalanta,13-03-2022,Giornata n. 29,Casa,N,0,Genoa,0,12,2,0,0,461.0,644.0,4.0,59.0,14,2,0
28,Atalanta,20-03-2022,Giornata n. 30,Ospiti,V,1,Bologna,0,15,2,0,0,279.0,400.0,3.0,40.0,12,1,0
29,Atalanta,03-04-2022,Giornata n. 31,Casa,P,1,Napoli,3,19,3,0,0,485.0,579.0,9.0,55.0,17,2,0
30,Atalanta,10-04-2022,Giornata n. 32,Ospiti,P,1,Sassuolo,2,15,4,0,0,421.0,509.0,8.0,49.0,15,1,0
31,Atalanta,18-04-2022,Giornata n. 33,Casa,P,1,Hellas Verona,2,17,4,0,0,437.0,559.0,10.0,56.0,14,3,0
32,Atalanta,23-04-2022,Giornata n. 34,Ospiti,V,3,Venezia,1,19,4,0,0,555.0,670.0,7.0,61.0,14,3,0
33,Atalanta,27-04-2022,Giornata n. 20,Casa,N,4,Torino,4,15,3,2,2,359.0,462.0,8.0,49.0,12,2,0
34,Atalanta,02-05-2022,Giornata n. 35,Casa,N,1,Salernitana,1,20,5,0,0,490.0,596.0,11.0,61.0,14,3,0
35,Atalanta,08-05-2022,Giornata n. 36,Ospiti,V,3,Spezia,1,17,6,0,0,521.0,614.0,3.0,66.0,14,3,0
36,Atalanta,15-05-2022,Giornata n. 37,Ospiti,P,0,Milan,2,12,2,0,0,407.0,490.0,6.0,55.0,16,4,0
37,Atalanta,21-05-2022,Giornata n. 38,Casa,P,0,Empoli,1,40,9,0,0,542.0,645.0,15.0,61.0,8,1,0
