,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
123,Inter,2021-11-21,V,0.20000000000000018,Napoli,-1.200000000000001,-0.10000000000000053,0.0,0.0,-91.89999999999998,-84.90000000000003,0.7999999999999998,-7.5,2.1999999999999993,0.5999999999999999,-0.1,4.0,1.0
124,Salernitana,2021-11-21,P,-0.7,Sampdoria,1.4000000000000004,0.0,-0.1,-0.1,-1.6999999999999886,-9.600000000000023,0.20000000000000018,-0.7000000000000028,1.5,-1.0,0.0,0.0,8.0
125,Bologna,2021-11-21,P,0.5,Venezia,4.600000000000001,1.5999999999999996,-0.1,0.0,108.39999999999998,99.80000000000001,1.5,9.300000000000004,-3.9999999999999982,-0.5,0.1,8.0,0.0
126,Sassuolo,2021-11-21,N,0.3999999999999999,Cagliari,3.5999999999999996,2.5,0.0,0.0,138.90000000000003,131.00000000000006,1.7999999999999998,14.799999999999997,0.8000000000000007,0.5,-0.2,2.0,0.0
127,Genoa,2021-11-21,P,0.20000000000000018,Roma,-5.299999999999999,-0.7000000000000002,0.4,0.3,-82.60000000000002,-60.89999999999998,-2.0999999999999996,-5.100000000000001,1.0,-0.19999999999999973,-0.1,0.0,5.0
128,Torino,2021-11-22,V,0.30000000000000004,Udinese,2.3999999999999986,-0.10000000000000009,0.0,0.0,82.0,100.5,-0.30000000000000027,14.100000000000001,5.199999999999999,0.5,-0.1,5.0,2.0
129,Hellas Verona,2021-11-22,V,0.6000000000000001,Empoli,-4.1,0.2999999999999998,-0.10000000000000003,-0.10000000000000003,36.69999999999999,40.89999999999998,-1.9000000000000004,4.299999999999997,3.8999999999999986,1.2000000000000002,0.1,6.0,2.0
130,Cagliari,2021-11-26,N,0.19999999999999996,Salernitana,-4.0,-1.0,0.1,0.1,-41.39999999999998,-50.39999999999998,-2.8000000000000003,-8.299999999999997,-1.6000000000000014,0.20000000000000018,0.1,8.0,0.0
131,Empoli,2021-11-27,V,0.10000000000000009,Fiorentina,-0.6000000000000014,-0.3999999999999999,0.0,0.0,-157.7,-144.30000000000007,-1.1999999999999993,-11.5,1.4000000000000004,-0.8999999999999999,-0.19999999999999998,1.0,7.0
132,Sampdoria,2021-11-27,V,-0.8999999999999999,Hellas Verona,-0.6999999999999993,-0.7999999999999998,-0.19999999999999998,-0.19999999999999998,-47.599999999999966,-40.099999999999966,1.8000000000000003,-4.5,-1.8000000000000007,0.20000000000000018,-0.1,6.0,1.0
133,Juventus,2021-11-27,P,-0.8999999999999999,Atalanta,-2.3999999999999986,-1.1,0.2,0.10000000000000003,-46.299999999999955,-52.10000000000002,-1.2000000000000002,-4.900000000000006,1.8999999999999986,-0.3999999999999999,0.0,2.0,1.0
134,Venezia,2021-11-27,P,-1.2999999999999998,Inter,-6.9,-1.9000000000000004,-0.2,-0.39999999999999997,-117.09999999999997,-108.59999999999997,-2.4000000000000004,-10.199999999999996,0.0,0.40000000000000036,0.1,0.0,8.0
135,Udinese,2021-11-28,N,-0.30000000000000004,Genoa,0.09999999999999964,0.6000000000000001,-0.5,-0.5,-7.899999999999977,-26.200000000000045,-0.1999999999999993,-5.899999999999999,-1.5,-0.7000000000000002,0.2,5.0,0.0
136,Roma,2021-11-28,V,0.2999999999999998,Torino,4.799999999999999,0.6000000000000001,0.1,0.2,34.5,16.599999999999966,3.8000000000000003,-0.09999999999999432,-4.100000000000001,0.3999999999999999,0.0,6.0,2.0
137,Spezia,2021-11-28,P,-0.30000000000000004,Bologna,-3.0999999999999996,-0.8999999999999999,-0.1,-0.2,-74.80000000000001,-57.5,-0.5999999999999996,-2.700000000000003,2.9000000000000004,-0.2999999999999998,-0.1,0.0,7.0
138,Napoli,2021-11-28,V,0.3999999999999999,Lazio,2.5999999999999996,0.0,0.09999999999999998,0.3,-5.900000000000034,-17.59999999999991,-0.5999999999999996,3.200000000000003,-0.1999999999999993,-0.8,-0.1,6.0,2.0
139,Milan,2021-11-28,P,0.7000000000000002,Sassuolo,1.1000000000000014,-0.10000000000000053,0.0,0.0,-28.599999999999966,-28.19999999999999,-0.8999999999999995,-1.1000000000000014,-1.0999999999999996,-0.40000000000000036,0.1,5.0,1.0
140,Atalanta,2021-11-30,V,1.5,Venezia,7.7,2.0,0.0,0.09999999999999998,130.8,136.7,2.2,13.100000000000001,0.7999999999999989,-0.10000000000000009,-0.1,8.0,0.0
141,Hellas Verona,2021-11-30,N,1.3000000000000003,Cagliari,1.8000000000000007,1.9,0.19999999999999998,0.19999999999999998,57.30000000000001,64.70000000000005,-0.6000000000000001,8.899999999999999,2.1999999999999993,0.3999999999999999,0.1,3.0,3.0
142,Fiorentina,2021-11-30,V,-0.10000000000000009,Sampdoria,2.4000000000000004,0.7000000000000002,0.19999999999999998,0.19999999999999998,134.39999999999998,107.69999999999999,0.7000000000000002,8.399999999999999,-2.5,-0.6999999999999997,0.19999999999999998,2.0,4.0
143,Salernitana,2021-11-30,P,-0.4999999999999999,Juventus,-1.4000000000000004,-0.20000000000000018,-0.4,-0.4,-101.09999999999997,-90.59999999999997,1.4000000000000004,-4.899999999999999,-2.200000000000001,-0.5000000000000002,0.1,0.0,8.0
144,Inter,2021-12-01,V,0.8999999999999999,Spezia,4.900000000000002,0.8999999999999999,0.5,0.7,77.30000000000001,65.00000000000006,1.2999999999999998,3.5999999999999943,-0.20000000000000107,0.09999999999999964,-0.1,7.0,0.0
145,Bologna,2021-12-01,V,0.19999999999999996,Roma,-2.9999999999999982,0.8000000000000003,0.1,0.09999999999999998,27.099999999999966,31.0,-0.20000000000000018,1.1999999999999957,-4.800000000000001,-1.1999999999999997,0.1,2.0,5.0
146,Sassuolo,2021-12-01,N,-0.19999999999999996,Napoli,-1.0,0.40000000000000036,-0.09999999999999998,-0.3,-66.89999999999998,-58.39999999999998,1.2999999999999998,-2.5,2.799999999999999,1.0,-0.1,1.0,4.0
147,Genoa,2021-12-01,P,-1.0000000000000002,Milan,-1.8000000000000007,-0.9000000000000004,0.2,0.2,-73.60000000000002,-54.5,0.5999999999999996,-5.5,2.1999999999999993,0.5,-0.2,1.0,5.0
148,Lazio,2021-12-02,N,0.3999999999999999,Udinese,-3.5,-0.5999999999999996,0.2,0.2,174.8,169.7,-1.4,10.299999999999997,-2.1999999999999993,0.3999999999999999,0.0,6.0,1.0
149,Torino,2021-12-02,N,-0.8,Empoli,1.1999999999999993,-0.40000000000000036,-0.3,-0.3,92.59999999999997,102.80000000000001,-0.20000000000000018,11.799999999999997,4.699999999999999,0.7000000000000002,0.0,7.0,1.0
150,Milan,2021-12-04,V,1.5999999999999999,Salernitana,3.0,1.1999999999999997,0.2,0.2,78.69999999999999,70.40000000000003,-1.7000000000000002,8.0,-0.20000000000000107,1.1,0.1,8.0,0.0
151,Napoli,2021-12-04,P,-0.8,Atalanta,-2.5,-1.1000000000000005,0.09999999999999998,0.2,44.599999999999966,29.899999999999977,-2.2,2.5999999999999943,-0.6999999999999993,-0.20000000000000018,0.1,4.0,3.0
152,Roma,2021-12-04,P,-0.6000000000000001,Inter,0.6000000000000014,-1.0999999999999996,-0.5,-0.6000000000000001,-44.10000000000002,-46.50000000000006,0.09999999999999964,-1.6000000000000014,0.9000000000000004,1.1999999999999997,0.0,0.0,2.0
153,Venezia,2021-12-05,P,-1.1,Hellas Verona,-4.3999999999999995,-1.4000000000000004,-0.09999999999999998,-0.09999999999999998,-64.19999999999999,-77.30000000000001,-0.6000000000000001,-10.800000000000004,-1.9000000000000004,-0.20000000000000018,-0.1,0.0,6.0
154,Spezia,2021-12-05,N,-1.0999999999999999,Sassuolo,-2.4000000000000004,-1.4,-0.2,-0.2,-84.10000000000002,-69.09999999999997,-0.1999999999999993,-6.900000000000006,-0.09999999999999964,-0.8999999999999999,0.1,1.0,7.0
155,Sampdoria,2021-12-05,P,-0.09999999999999987,Lazio,0.0,-0.5,0.0,0.0,-195.0,-166.20000000000005,0.8000000000000003,-7.600000000000001,1.5,0.5,-0.19999999999999998,1.0,6.0
156,Juventus,2021-12-05,V,0.30000000000000004,Genoa,0.6999999999999993,0.3999999999999999,0.10000000000000003,0.2,119.80000000000001,102.5,-1.1999999999999997,5.100000000000001,0.5999999999999979,-0.6999999999999997,0.0,6.0,1.0
157,Bologna,2021-12-05,P,-0.20000000000000018,Fiorentina,0.8000000000000007,0.2999999999999998,-0.19999999999999998,-0.09999999999999998,-32.39999999999998,-30.300000000000068,1.3999999999999995,-3.299999999999997,-1.0,-0.2999999999999998,0.0,0.0,3.0
158,Cagliari,2021-12-06,N,-0.20000000000000007,Torino,-3.5999999999999996,-0.5,0.1,0.1,-103.60000000000002,-113.30000000000001,-0.6000000000000001,-14.600000000000001,-4.299999999999999,-0.19999999999999973,-0.1,2.0,3.0
159,Empoli,2021-12-06,V,0.40000000000000013,Udinese,-1.0999999999999996,-0.7000000000000002,0.3,0.3,9.099999999999966,16.399999999999977,0.2999999999999998,4.099999999999994,-1.0000000000000018,-0.7999999999999998,-0.30000000000000004,1.0,7.0
160,Genoa,2021-12-10,P,-0.8,Sampdoria,-0.09999999999999964,-0.8000000000000003,0.1,0.1,24.600000000000023,14.399999999999977,-0.5,2.3000000000000043,0.09999999999999964,-0.7999999999999998,-0.1,1.0,3.0
161,Udinese,2021-12-11,N,-0.7999999999999998,Milan,-0.7000000000000011,0.20000000000000018,-0.2,-0.2,-136.0,-133.0,0.2999999999999998,-13.800000000000004,2.3999999999999986,0.3999999999999999,0.2,1.0,4.0
162,Venezia,2021-12-11,N,-0.09999999999999987,Juventus,-6.199999999999999,-0.7000000000000002,-0.19999999999999998,-0.30000000000000004,-169.79999999999995,-168.89999999999998,-0.6000000000000001,-13.800000000000004,-1.0999999999999996,0.3999999999999999,0.2,0.0,8.0
163,Fiorentina,2021-12-11,V,1.1,Salernitana,2.0,1.5000000000000004,0.3,0.3,138.20000000000005,127.5,-0.5999999999999996,11.600000000000001,-2.0,0.8999999999999999,0.1,8.0,0.0
164,Sassuolo,2021-12-12,V,0.30000000000000004,Lazio,3.799999999999999,1.2000000000000002,0.1,0.1,-45.599999999999966,-49.60000000000002,1.2000000000000002,3.6000000000000014,0.5999999999999996,0.10000000000000009,-0.4,2.0,4.0
165,Hellas Verona,2021-12-12,P,-0.6000000000000001,Atalanta,-3.4000000000000004,-0.7999999999999998,0.09999999999999998,0.0,-72.60000000000002,-65.39999999999998,-0.9000000000000004,-1.5,0.9000000000000004,0.7000000000000002,0.2,1.0,6.0
166,Torino,2021-12-12,V,-0.2999999999999998,Bologna,0.3000000000000007,-1.3000000000000003,-0.1,-0.1,-27.799999999999955,-8.0,-1.5,5.5,9.6,0.19999999999999973,-0.1,2.0,1.0
167,Inter,2021-12-12,V,0.8999999999999999,Cagliari,6.299999999999999,2.3,0.5,0.6,206.09999999999997,187.0,3.0999999999999996,13.299999999999997,-0.3000000000000007,-0.3999999999999999,-0.1,6.0,1.0
168,Napoli,2021-12-12,P,0.10000000000000009,Empoli,0.20000000000000107,-0.2999999999999998,0.0,0.2,155.5,138.19999999999993,-2.5,10.300000000000004,-0.6999999999999993,-0.2999999999999998,0.0,7.0,1.0
169,Roma,2021-12-13,V,0.09999999999999998,Spezia,6.0,-0.39999999999999947,0.0,0.1,43.5,27.5,1.5999999999999996,2.5,0.5999999999999996,0.8000000000000003,-0.1,7.0,0.0
170,Salernitana,2021-12-17,P,-1.5,Inter,-6.399999999999999,-3.1999999999999997,-0.5,-0.7,-222.00000000000006,-211.09999999999997,-1.4000000000000004,-16.700000000000003,0.5,-0.40000000000000013,0.1,0.0,8.0
171,Lazio,2021-12-17,V,1.0,Genoa,-1.0999999999999996,1.0999999999999996,-0.1,-0.1,154.3,131.3,-1.2000000000000002,3.5,-2.1999999999999993,0.0,0.3,5.0,2.0
172,Atalanta,2021-12-18,P,1.7000000000000002,Roma,-0.6999999999999993,1.5999999999999996,0.1,0.1,59.19999999999999,73.19999999999993,-1.7000000000000002,4.299999999999997,-0.1999999999999993,-1.4,-0.1,4.0,1.0
173,Bologna,2021-12-18,P,0.0,Juventus,-2.799999999999999,0.0,-0.09999999999999998,-0.2,-97.19999999999999,-97.30000000000001,1.1,-6.899999999999999,-4.6,0.19999999999999973,0.2,0.0,8.0
174,Cagliari,2021-12-18,P,-0.4,Udinese,-3.4000000000000004,-1.8999999999999995,0.1,0.1,-3.0,6.099999999999966,-1.5,1.7999999999999972,-2.900000000000002,-0.40000000000000036,-0.4,3.0,4.0
175,Spezia,2021-12-19,N,-0.9,Empoli,-2.5,-0.19999999999999973,-0.2,-0.2,29.69999999999999,28.399999999999977,-1.2000000000000002,0.7999999999999972,-0.5999999999999996,0.2999999999999998,-0.1,2.0,2.0
176,Torino,2021-12-19,V,-0.5,Hellas Verona,-0.5,-0.6000000000000001,-0.3,-0.3,-11.600000000000023,-14.300000000000011,-0.6999999999999997,0.20000000000000284,2.8000000000000007,-0.5,-0.1,2.0,1.0
177,Sampdoria,2021-12-19,N,0.3999999999999999,Venezia,3.5999999999999996,0.3999999999999999,-0.1,-0.1,-9.0,20.600000000000023,1.8999999999999995,3.5,1.0,0.8999999999999999,-0.1,8.0,0.0
178,Fiorentina,2021-12-19,N,0.0,Sassuolo,-0.5999999999999996,-0.09999999999999964,0.19999999999999998,0.19999999999999998,5.0,9.100000000000023,-0.40000000000000036,0.5,-2.6999999999999993,-0.5999999999999996,0.1,2.0,4.0
179,Milan,2021-12-19,P,0.5,Napoli,-0.5,0.10000000000000009,0.0,-0.09999999999999998,-53.0,-45.60000000000002,0.7000000000000002,-2.200000000000003,-0.3000000000000007,0.7,0.1,1.0,3.0
180,Genoa,2021-12-21,N,-1.7,Atalanta,-6.100000000000001,-2.7,0.1,0.1,-121.5,-115.20000000000005,-1.2999999999999998,-8.400000000000006,0.29999999999999893,0.8000000000000003,0.0,1.0,5.0
181,Juventus,2021-12-21,V,0.7000000000000001,Cagliari,6.299999999999999,2.5000000000000004,0.19999999999999998,0.30000000000000004,196.7,185.90000000000003,1.3000000000000003,14.0,1.799999999999999,-0.2999999999999998,-0.2,7.0,1.0
182,Empoli,2021-12-22,P,0.0,Milan,-0.3000000000000007,0.6000000000000005,0.1,0.1,-110.0,-101.00000000000006,0.7999999999999998,-6.899999999999999,0.8000000000000007,-0.2999999999999998,-0.1,0.0,7.0
183,Sassuolo,2021-12-22,P,1.0,Bologna,2.4000000000000004,1.2999999999999998,-0.1,-0.1,58.099999999999966,47.599999999999966,-0.09999999999999964,5.600000000000001,2.5999999999999996,1.0999999999999999,-0.1,3.0,3.0
184,Hellas Verona,2021-12-22,N,-0.6999999999999997,Fiorentina,-1.1000000000000014,-1.5,-0.09999999999999998,-0.09999999999999998,-92.19999999999999,-67.30000000000001,-0.20000000000000018,-3.799999999999997,3.799999999999999,0.6000000000000001,0.09999999999999998,2.0,4.0
185,Inter,2021-12-22,V,1.1,Torino,5.600000000000001,3.4,0.4,0.6,146.80000000000007,121.5,3.0999999999999996,4.300000000000004,-5.199999999999999,-0.6000000000000001,-0.1,4.0,2.0
186,Roma,2021-12-22,N,-0.10000000000000009,Sampdoria,4.0,-0.3999999999999999,0.0,0.0,77.39999999999998,41.5,1.7000000000000002,4.600000000000001,0.8000000000000007,-0.09999999999999964,0.0,4.0,2.0
187,Venezia,2021-12-22,P,-0.7,Lazio,0.0,-0.20000000000000018,0.1,0.1,-181.2,-178.59999999999997,-0.20000000000000018,-9.699999999999996,2.700000000000001,-0.10000000000000009,0.0,0.0,8.0
188,Napoli,2021-12-22,P,0.8,Spezia,5.600000000000001,0.19999999999999973,0.2,0.2,168.5,156.49999999999994,0.6000000000000001,13.200000000000003,0.40000000000000036,-0.8,0.1,7.0,1.0
189,Milan,2022-01-06,V,0.30000000000000004,Roma,-1.4000000000000004,-0.30000000000000027,0.1,0.1,41.30000000000001,45.39999999999998,-1.1999999999999993,4.899999999999999,-0.6999999999999993,-0.5999999999999996,0.1,5.0,2.0
190,Juventus,2022-01-06,N,-0.20000000000000018,Napoli,-1.299999999999999,0.7999999999999998,0.0,0.09999999999999998,-14.800000000000068,-8.199999999999932,-0.09999999999999964,-1.2000000000000028,-0.7000000000000011,0.0,-0.1,5.0,4.0
191,Sampdoria,2022-01-06,P,0.7999999999999999,Cagliari,2.5,1.9,-0.1,-0.1,11.199999999999989,29.19999999999999,1.4,1.8000000000000043,0.9000000000000004,0.8999999999999999,-0.1,3.0,3.0
192,Sassuolo,2022-01-06,N,1.3,Genoa,5.5,2.6999999999999997,-0.1,-0.1,106.80000000000001,81.80000000000001,1.0000000000000004,8.200000000000003,-0.6000000000000014,0.2999999999999998,0.1,4.0,2.0
193,Spezia,2022-01-06,P,-0.5,Hellas Verona,-4.0,-0.6000000000000001,-0.2,-0.2,-54.5,-75.0,-1.2000000000000002,-10.299999999999997,1.0,0.10000000000000009,-0.3,0.0,6.0
194,Lazio,2022-01-06,N,0.3999999999999999,Empoli,-5.9,-0.8000000000000003,-0.2,-0.2,143.3,127.80000000000007,-2.9000000000000004,1.1000000000000014,-3.3000000000000007,0.7,0.1,9.0,0.0
195,Roma,2022-01-09,P,0.0,Juventus,-1.5999999999999979,-0.8999999999999995,-0.2,-0.3,-123.90000000000003,-124.40000000000003,1.2999999999999998,-8.600000000000001,1.0999999999999996,1.2000000000000002,0.3,2.0,5.0
196,Udinese,2022-01-09,P,-0.6999999999999997,Atalanta,-2.799999999999999,-0.2999999999999998,-0.1,-0.1,-182.10000000000002,-196.60000000000002,-1.0,-16.6,2.1999999999999993,0.8,0.4,1.0,6.0
197,Napoli,2022-01-09,V,0.0,Sampdoria,5.199999999999999,0.0,0.0,0.0,187.40000000000003,155.40000000000003,0.7000000000000002,12.600000000000001,0.5999999999999996,-1.2,-0.1,8.0,1.0
198,Venezia,2022-01-09,P,-0.8999999999999999,Milan,-6.100000000000001,-0.5,-0.1,-0.19999999999999998,-106.60000000000002,-108.5,-2.2,-12.5,1.4000000000000004,0.2999999999999998,0.09999999999999998,0.0,9.0
199,Hellas Verona,2022-01-09,P,0.8999999999999999,Salernitana,4.1,1.0,0.1,0.1,44.30000000000001,66.80000000000001,-0.2999999999999998,10.0,2.0,1.4000000000000001,0.19999999999999998,6.0,0.0
200,Empoli,2022-01-09,P,0.19999999999999996,Sassuolo,-0.7000000000000011,-0.5,0.19999999999999998,0.19999999999999998,-130.7,-114.69999999999999,0.39999999999999947,-7.0,1.700000000000001,-0.6000000000000001,-0.1,2.0,7.0
201,Inter,2022-01-09,V,0.2999999999999998,Lazio,8.700000000000001,2.7,0.4,0.5,41.99999999999994,40.30000000000007,3.6999999999999997,8.300000000000004,0.5,-1.3,-0.2,4.0,3.0
202,Genoa,2022-01-09,P,-0.30000000000000004,Spezia,-0.9000000000000004,-0.7999999999999998,0.1,0.1,29.100000000000023,42.69999999999999,0.3999999999999999,2.9000000000000057,-1.799999999999999,-0.5999999999999996,-0.1,8.0,0.0
203,Torino,2022-01-10,V,-1.0,Fiorentina,-1.4000000000000004,-2.1,-0.2,-0.2,-65.70000000000005,-48.900000000000034,-0.8999999999999995,-1.2999999999999972,7.699999999999999,-0.30000000000000004,-0.1,1.0,5.0
204,Cagliari,2022-01-11,V,-0.5,Bologna,-0.6999999999999993,-1.1999999999999997,-0.1,-0.1,-94.80000000000001,-84.5,-1.8999999999999995,-6.5,2.5999999999999996,0.3999999999999999,0.2,3.0,3.0
205,Salernitana,2022-01-15,P,-1.6,Lazio,0.0,-1.1,0.1,0.0,-214.3,-207.60000000000002,1.0999999999999996,-13.700000000000003,0.3000000000000007,-1.3000000000000003,-0.1,0.0,9.0
206,Sampdoria,2022-01-15,P,-0.10000000000000009,Torino,0.20000000000000107,0.7000000000000002,0.0,0.0,-62.19999999999999,-55.200000000000045,-0.2999999999999998,-9.200000000000003,-2.5999999999999996,1.0999999999999999,0.0,3.0,3.0
207,Juventus,2022-01-15,V,0.0,Udinese,3.0,0.40000000000000036,0.2,0.3,188.10000000000002,178.89999999999998,0.2999999999999998,15.400000000000006,-1.700000000000001,-0.6000000000000001,-0.30000000000000004,7.0,1.0
208,Venezia,2022-01-16,N,-0.8,Empoli,-5.5,-1.1999999999999997,-0.1,-0.1,-45.19999999999999,-56.39999999999998,-3.0,-9.399999999999999,-0.09999999999999964,0.10000000000000009,0.19999999999999998,1.0,2.0
209,Atalanta,2022-01-16,N,0.10000000000000009,Inter,-1.6999999999999993,-1.0,-0.30000000000000004,-0.5,-69.39999999999998,-45.799999999999955,-1.3999999999999995,-4.099999999999994,2.299999999999999,0.5999999999999999,0.0,1.0,3.0
210,Roma,2022-01-16,V,0.7000000000000001,Cagliari,3.5,1.6000000000000005,-0.1,0.0,68.89999999999998,50.60000000000002,2.8,3.5,-0.3000000000000007,0.5,0.19999999999999998,6.0,1.0
211,Sassuolo,2022-01-16,P,0.8,Hellas Verona,0.5,1.7000000000000002,0.1,0.1,125.59999999999997,97.30000000000001,-0.7999999999999998,3.799999999999997,-1.0999999999999996,0.30000000000000027,-0.30000000000000004,7.0,1.0
212,Bologna,2022-01-17,P,-0.09999999999999987,Napoli,-6.0,-0.2999999999999998,0.2,0.2,-121.40000000000003,-108.29999999999995,-0.1999999999999993,-7.399999999999999,-2.6999999999999993,0.5,0.0,2.0,6.0
213,Fiorentina,2022-01-17,V,1.6,Genoa,7.0,3.6,0.1,0.1,118.80000000000001,106.80000000000007,1.5,13.5,-3.8000000000000007,-0.3999999999999999,0.2,2.0,1.0
214,Milan,2022-01-17,P,1.2000000000000002,Spezia,6.5,0.6000000000000005,0.2,0.3,150.40000000000003,147.39999999999998,1.9,15.0,-1.4000000000000004,-1.0999999999999999,0.0,8.0,1.0
215,Hellas Verona,2022-01-21,V,0.5,Bologna,5.0,0.09999999999999964,0.0,0.0,-15.300000000000011,-0.39999999999997726,1.5999999999999996,4.899999999999999,1.0,-0.10000000000000009,0.2,0.0,6.0
216,Lazio,2022-01-22,N,-0.2999999999999998,Atalanta,-6.6,-1.5999999999999996,-0.1,0.0,68.30000000000007,45.200000000000045,-1.8000000000000003,-0.5,-1.3999999999999986,1.0999999999999999,0.2,1.0,4.0
217,Inter,2022-01-22,V,1.1999999999999997,Venezia,8.100000000000001,2.8,0.30000000000000004,0.5,211.99999999999994,207.2,4.2,16.799999999999997,-2.1999999999999993,-0.9000000000000001,-0.3,9.0,0.0
218,Genoa,2022-01-22,N,-1.3,Udinese,-7.300000000000001,-3.5,0.0,0.0,17.19999999999999,26.0,-1.2999999999999998,1.1000000000000014,-2.200000000000001,-0.40000000000000036,-0.4,0.0,5.0
219,Spezia,2022-01-23,V,-0.3999999999999999,Sampdoria,-2.3000000000000007,0.0,0.0,0.0,-5.699999999999989,-23.0,0.2999999999999998,-2.6000000000000014,0.3999999999999986,0.6000000000000001,0.0,1.0,7.0
220,Torino,2022-01-23,N,-0.7000000000000002,Sassuolo,-4.199999999999999,-1.7000000000000002,-0.2,-0.2,-103.79999999999995,-81.59999999999997,-1.2999999999999998,-3.1999999999999957,5.600000000000001,-0.8,0.0,5.0,1.0
221,Cagliari,2022-01-23,N,-1.5999999999999999,Fiorentina,-2.6999999999999993,-2.6,0.0,-0.1,-169.3,-149.19999999999993,-1.3000000000000003,-13.400000000000006,4.6,1.0999999999999999,-0.1,3.0,3.0
222,Milan,2022-01-23,N,0.30000000000000004,Juventus,0.7000000000000028,-0.7000000000000002,0.0,0.10000000000000003,-49.700000000000045,-40.299999999999955,1.1999999999999993,0.0,-1.1000000000000014,-0.09999999999999987,0.0,2.0,6.0
223,Napoli,2022-01-23,V,1.2,Salernitana,8.400000000000002,2.5,-0.1,-0.1,268.1,269.09999999999997,1.1000000000000005,23.1,3.0999999999999996,0.19999999999999996,-0.1,9.0,0.0
224,Empoli,2022-01-23,P,0.19999999999999996,Roma,2.799999999999999,0.7999999999999998,0.1,0.0,-11.399999999999977,-5.5,0.2999999999999998,3.3999999999999986,1.3999999999999986,-0.5,-0.19999999999999998,0.0,9.0
225,Roma,2022-02-05,N,1.4,Genoa,5.799999999999999,3.1999999999999997,0.1,0.2,48.0,31.30000000000001,1.1000000000000005,3.5,-1.0,0.7000000000000002,0.19999999999999998,6.0,0.0
226,Inter,2022-02-05,P,0.5999999999999999,Milan,2.6000000000000014,2.9000000000000004,0.09999999999999998,0.0,118.39999999999998,109.79999999999995,0.7999999999999998,5.700000000000003,-1.5,-0.2999999999999998,-0.1,6.0,1.0
227,Fiorentina,2022-02-05,P,0.3999999999999999,Lazio,4.4,1.7000000000000002,0.1,0.19999999999999998,-46.700000000000045,-39.60000000000002,0.5999999999999996,5.399999999999999,-2.5,-1.0,0.0,1.0,6.0
228,Sampdoria,2022-02-06,V,-0.8,Sassuolo,-3.5,-2.2,-0.1,-0.1,-142.7,-118.69999999999999,-2.1000000000000005,-11.100000000000001,1.6999999999999993,-0.20000000000000018,0.1,1.0,5.0
229,Bologna,2022-02-06,N,-0.8,Empoli,-5.299999999999999,-1.6000000000000005,0.0,0.0,-20.0,-11.5,-0.7999999999999998,-3.8999999999999986,-3.1999999999999993,-0.10000000000000009,-0.1,7.0,2.0
230,Udinese,2022-02-06,V,0.10000000000000009,Torino,-1.0,-0.40000000000000036,0.0,0.0,-69.09999999999997,-81.09999999999997,-0.20000000000000018,-11.5,-1.6999999999999993,1.2,0.30000000000000004,2.0,6.0
231,Atalanta,2022-02-06,P,1.5000000000000002,Cagliari,4.1,2.5,0.1,0.0,135.5,128.3,1.5999999999999996,6.799999999999997,-1.299999999999999,-0.8999999999999999,-0.1,5.0,4.0
232,Venezia,2022-02-06,P,-0.7999999999999999,Napoli,-9.3,-2.3999999999999995,-0.2,-0.2,-255.7,-252.70000000000005,-4.3,-19.4,-0.1999999999999993,1.2,0.3,0.0,9.0
233,Juventus,2022-02-06,V,0.0,Hellas Verona,0.40000000000000036,0.7000000000000002,-0.2,-0.1,154.2,122.29999999999995,-2.4000000000000004,3.6999999999999957,0.09999999999999964,-0.10000000000000009,-0.1,5.0,2.0
234,Salernitana,2022-02-07,N,-0.5,Spezia,-1.9000000000000004,-1.6999999999999997,0.1,0.1,-33.0,-40.5,1.1,-6.199999999999996,-4.099999999999998,-1.2,0.0,0.0,3.0
235,Torino,2022-02-12,P,0.5,Venezia,3.5,1.6,0.0,0.0,37.900000000000034,54.80000000000001,1.9000000000000004,11.600000000000001,3.9999999999999982,-0.19999999999999973,-0.2,8.0,0.0
236,Lazio,2022-02-12,V,1.4,Bologna,0.6999999999999993,1.3000000000000003,-0.2,-0.1,175.5,158.39999999999998,0.7000000000000002,7.600000000000001,0.1999999999999993,0.10000000000000009,0.2,4.0,2.0
237,Napoli,2022-02-12,N,-0.7000000000000002,Inter,-0.7000000000000028,-2.0,0.0,-0.09999999999999998,0.39999999999997726,6.2000000000000455,0.1999999999999993,-0.3999999999999986,1.3000000000000007,-0.19999999999999996,0.0,1.0,5.0
238,Milan,2022-02-13,V,0.5999999999999999,Sampdoria,4.999999999999998,1.2000000000000002,0.1,0.30000000000000004,132.40000000000003,115.80000000000007,2.3999999999999995,11.699999999999996,-0.20000000000000107,-0.3999999999999999,-0.1,5.0,2.0
239,Atalanta,2022-02-13,N,0.0,Juventus,-1.5,-1.0,0.0,-0.1,-61.0,-38.89999999999998,0.6000000000000005,-3.8999999999999986,0.6999999999999993,0.19999999999999996,0.0,2.0,2.0
240,Genoa,2022-02-13,N,-0.3,Salernitana,-1.4000000000000004,-1.1,-0.1,-0.1,27.600000000000023,46.599999999999966,-0.5,4.899999999999999,4.0,0.40000000000000013,0.1,8.0,1.0
241,Hellas Verona,2022-02-13,V,0.0,Udinese,3.3999999999999986,-0.09999999999999964,0.1,0.1,73.09999999999997,92.30000000000001,2.2,12.100000000000001,-1.5,-0.7999999999999998,-0.09999999999999998,1.0,5.0
