,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,rank_h,rank_a
242,Sassuolo,2022-02-13,N,0.09999999999999987,Roma,2.3999999999999986,1.3999999999999995,0.0,-0.1,98.60000000000002,93.30000000000001,0.40000000000000036,8.5,-1.5,-0.5,-0.30000000000000004,1.0,4.0
243,Empoli,2022-02-13,N,0.8,Cagliari,6.399999999999999,2.5,0.2,0.1,85.19999999999999,68.19999999999999,2.3000000000000003,8.100000000000001,-1.0999999999999996,-0.30000000000000027,0.0,2.0,6.0
244,Spezia,2022-02-14,P,-1.0,Fiorentina,-4.9,-2.5,0.1,-0.09999999999999998,-200.39999999999998,-196.90000000000003,-1.1,-19.700000000000003,5.999999999999998,1.0999999999999999,-0.19999999999999998,0.0,8.0
245,Juventus,2022-02-18,N,0.30000000000000004,Torino,3.3999999999999986,1.2999999999999998,0.0,0.0,111.90000000000003,90.39999999999998,0.9000000000000004,0.7000000000000028,-3.799999999999999,-0.30000000000000027,-0.1,7.0,0.0
246,Roma,2022-02-19,N,-0.09999999999999987,Hellas Verona,-0.9000000000000004,0.8000000000000007,0.0,0.09999999999999998,27.700000000000045,3.1999999999999886,-1.0,-3.1999999999999957,-0.1999999999999993,0.8999999999999999,0.2,7.0,2.0
247,Salernitana,2022-02-19,N,-1.0,Milan,-8.3,-2.2,-0.1,-0.30000000000000004,-201.20000000000002,-204.99999999999994,-1.7000000000000002,-20.800000000000004,-1.3000000000000007,-0.10000000000000009,0.0,0.0,9.0
248,Sampdoria,2022-02-19,V,-0.30000000000000004,Empoli,-5.300000000000001,-2.2,-0.1,-0.1,-28.80000000000001,-13.599999999999966,-2.1,-3.8999999999999986,-1.5999999999999996,-0.5,0.1,8.0,1.0
249,Inter,2022-02-20,P,0.40000000000000013,Sassuolo,0.6000000000000014,0.8999999999999995,0.0,0.1,102.69999999999999,99.59999999999991,0.6000000000000005,4.799999999999997,0.3999999999999986,-1.2000000000000002,-0.2,4.0,3.0
250,Fiorentina,2022-02-20,V,0.40000000000000013,Atalanta,-1.0,0.40000000000000036,0.1,0.4,36.10000000000002,19.699999999999932,-1.0,7.699999999999996,-3.3999999999999986,0.19999999999999996,0.19999999999999998,2.0,4.0
251,Venezia,2022-02-20,N,0.6,Genoa,1.6999999999999993,1.3,0.0,0.0,29.0,10.699999999999989,-1.8000000000000003,-0.09999999999999432,-2.9999999999999982,0.10000000000000009,0.3,0.0,8.0
252,Udinese,2022-02-20,N,-0.8999999999999999,Lazio,2.1999999999999993,-0.5,0.0,-0.1,-235.80000000000007,-218.60000000000002,1.0,-12.100000000000001,1.5,0.10000000000000009,0.19999999999999998,1.0,6.0
253,Cagliari,2022-02-21,N,-0.4999999999999999,Napoli,-8.399999999999999,-2.4,-0.3,-0.19999999999999998,-272.70000000000005,-252.50000000000006,-3.8999999999999995,-16.199999999999996,3.4000000000000004,2.0,0.1,1.0,7.0
254,Bologna,2022-02-21,V,-0.29999999999999993,Spezia,-0.29999999999999893,0.3999999999999999,-0.1,-0.1,73.09999999999997,78.90000000000003,-0.7000000000000002,6.399999999999999,-4.6,-0.19999999999999973,-0.1,8.0,0.0
255,Genoa,2022-02-25,N,-1.4,Inter,-8.5,-4.4,0.0,-0.1,-283.79999999999995,-251.5,-1.1000000000000005,-17.799999999999997,5.5,0.8999999999999999,0.2,1.0,8.0
256,Milan,2022-02-25,N,0.19999999999999996,Udinese,3.0,0.6000000000000005,0.1,0.30000000000000004,130.89999999999998,126.40000000000003,0.7999999999999998,12.5,-1.3000000000000007,-0.30000000000000027,-0.19999999999999998,4.0,1.0
257,Sassuolo,2022-02-26,V,-0.30000000000000004,Fiorentina,2.3000000000000007,0.7000000000000002,0.0,-0.30000000000000004,-32.19999999999999,-34.700000000000045,0.7000000000000002,-6.0,1.0999999999999996,0.6000000000000001,-0.09999999999999998,4.0,2.0
258,Salernitana,2022-02-26,N,-0.19999999999999996,Bologna,-2.799999999999999,-0.8000000000000003,0.0,0.0,-113.80000000000001,-125.0,-0.2999999999999998,-13.299999999999997,0.3000000000000007,-0.3999999999999999,0.1,0.0,9.0
259,Empoli,2022-02-26,P,-0.40000000000000013,Juventus,0.6000000000000014,0.0,0.2,0.2,-63.5,-57.89999999999998,-1.0,-1.8999999999999986,0.0,0.7,0.0,1.0,8.0
260,Spezia,2022-02-27,P,-0.8999999999999999,Roma,-4.299999999999999,-2.3999999999999995,0.0,-0.09999999999999998,-100.80000000000001,-109.30000000000001,-1.7999999999999998,-10.5,2.900000000000002,-0.3999999999999999,-0.30000000000000004,0.0,8.0
261,Torino,2022-02-27,P,0.4,Cagliari,2.3000000000000007,1.2000000000000002,0.0,-0.1,61.299999999999955,64.39999999999998,2.0999999999999996,10.0,3.0,-0.7000000000000002,0.0,3.0,2.0
262,Lazio,2022-02-27,P,0.8,Napoli,-7.099999999999998,-0.7999999999999998,-0.19999999999999998,-0.09999999999999998,-37.59999999999991,-49.299999999999955,-1.7999999999999998,-6.199999999999996,-0.09999999999999964,1.4,0.0,2.0,7.0
263,Hellas Verona,2022-02-27,V,0.5999999999999999,Venezia,3.9000000000000004,0.8999999999999999,0.1,0.1,44.400000000000034,64.0,2.9000000000000004,8.799999999999997,0.0,-0.3999999999999999,-0.3,7.0,0.0
264,Atalanta,2022-02-28,V,0.09999999999999987,Sampdoria,4.9,1.5,-0.1,-0.1,119.89999999999998,119.70000000000005,3.3,7.899999999999999,1.700000000000001,0.0,-0.1,4.0,4.0
265,Inter,2022-03-04,V,0.7000000000000001,Salernitana,9.200000000000001,3.0,-0.1,0.0,280.8,283.29999999999995,3.3,24.0,-0.5,-0.7000000000000002,-0.1,9.0,0.0
266,Cagliari,2022-03-05,P,-1.0,Lazio,-0.9000000000000004,-1.5,-0.1,-0.1,-232.8,-198.2,-2.0,-9.100000000000001,4.600000000000001,0.6000000000000001,0.1,0.0,7.0
267,Udinese,2022-03-05,V,0.19999999999999996,Sampdoria,3.0999999999999996,1.6,0.0,0.0,-45.0,-47.89999999999998,2.4000000000000004,-2.799999999999997,3.0,0.5,-0.1,2.0,6.0
268,Roma,2022-03-05,V,0.3999999999999999,Atalanta,1.0999999999999996,0.5999999999999996,0.3,0.4,-73.10000000000002,-80.89999999999998,-0.39999999999999947,-2.5,-0.1999999999999993,1.0,0.19999999999999998,2.0,4.0
269,Venezia,2022-03-06,P,-0.7999999999999999,Sassuolo,-6.0,-2.9000000000000004,-0.1,-0.1,-139.5,-121.80000000000001,-2.0000000000000004,-12.199999999999996,0.6000000000000014,-0.20000000000000018,0.30000000000000004,0.0,9.0
270,Juventus,2022-03-06,V,0.7,Spezia,3.9000000000000004,1.9000000000000004,-0.2,-0.2,155.39999999999998,149.0,1.5,11.599999999999994,-3.8000000000000007,-1.5,-0.1,9.0,0.0
271,Bologna,2022-03-06,N,-0.4,Torino,-2.3000000000000007,-1.0,0.1,0.1,-12.5,-24.69999999999999,-1.4,-7.0,-4.799999999999999,0.3999999999999999,-0.1,1.0,3.0
272,Fiorentina,2022-03-06,N,-0.09999999999999987,Hellas Verona,0.8999999999999986,0.7000000000000002,-0.1,0.19999999999999998,123.70000000000005,98.79999999999995,-0.2999999999999998,8.700000000000003,-2.1999999999999993,0.0,0.2,4.0,2.0
273,Napoli,2022-03-06,P,-0.19999999999999996,Milan,1.4000000000000004,0.39999999999999947,0.09999999999999998,-0.10000000000000003,162.90000000000003,163.80000000000007,1.2999999999999998,6.599999999999994,-0.09999999999999964,-1.0999999999999999,-0.1,4.0,1.0
274,Genoa,2022-03-06,N,-0.9,Empoli,-6.5,-2.7,-0.2,-0.2,-116.19999999999999,-96.0,-0.9000000000000004,-10.399999999999999,2.5,-0.20000000000000018,0.1,8.0,0.0
275,Salernitana,2022-03-12,N,-0.9999999999999999,Sassuolo,-6.899999999999999,-2.6,-0.30000000000000004,-0.30000000000000004,-166.10000000000002,-165.40000000000003,-2.2,-16.1,-0.40000000000000036,-0.10000000000000009,0.0,0.0,9.0
276,Sampdoria,2022-03-12,P,-0.7,Juventus,-5.4,-2.0999999999999996,0.1,0.1,-91.0,-73.29999999999995,-2.8,-6.0,-0.7000000000000011,0.40000000000000013,0.1,2.0,7.0
277,Spezia,2022-03-12,V,-0.10000000000000009,Cagliari,-2.1999999999999993,-0.6000000000000001,0.2,0.1,-23.099999999999966,-46.5,-0.30000000000000027,-5.699999999999996,-0.5,-0.30000000000000027,0.2,1.0,6.0
278,Milan,2022-03-12,V,0.6000000000000001,Empoli,1.5999999999999996,1.4000000000000004,0.0,0.2,51.80000000000001,40.400000000000034,0.8000000000000007,4.199999999999996,-1.8999999999999986,0.19999999999999973,0.0,8.0,0.0
279,Hellas Verona,2022-03-13,P,0.6000000000000001,Napoli,-2.8999999999999986,-0.8000000000000007,-0.09999999999999998,-0.09999999999999998,-232.0,-208.70000000000005,-0.8999999999999995,-9.600000000000001,2.200000000000001,0.6000000000000001,0.1,1.0,6.0
280,Atalanta,2022-03-13,N,1.0,Genoa,4.0,2.3,0.0,0.0,238.4,221.39999999999998,0.7999999999999998,14.5,-2.8000000000000007,-0.19999999999999973,0.0,5.0,1.0
281,Udinese,2022-03-13,N,-0.30000000000000004,Roma,-3.9000000000000004,-1.3000000000000003,-0.19999999999999998,-0.30000000000000004,-102.59999999999997,-102.80000000000001,-0.8999999999999995,-10.199999999999996,1.0999999999999996,-0.40000000000000036,-0.30000000000000004,2.0,7.0
282,Torino,2022-03-13,N,-0.5999999999999999,Inter,-5.600000000000001,-1.8999999999999995,0.0,0.0,-153.99999999999994,-131.7,-1.5999999999999996,-4.5,5.6,0.6000000000000001,0.1,2.0,5.0
283,Fiorentina,2022-03-13,V,0.7,Bologna,3.200000000000001,1.3000000000000003,0.0,0.3,75.10000000000002,65.90000000000003,1.3999999999999995,8.5,-2.1999999999999993,-0.5999999999999999,0.4,4.0,0.0
284,Lazio,2022-03-14,V,1.2000000000000002,Venezia,1.700000000000001,2.1000000000000005,0.2,0.19999999999999998,240.20000000000005,220.39999999999998,1.5000000000000004,13.899999999999999,-0.6999999999999993,0.3999999999999999,-0.30000000000000004,9.0,0.0
285,Genoa,2022-03-18,V,-0.8,Torino,-2.299999999999999,-1.9000000000000004,0.0,0.0,-93.0,-82.69999999999999,-0.7999999999999998,-11.100000000000001,-0.5999999999999979,0.0,0.1,0.0,7.0
286,Sassuolo,2022-03-18,V,1.0,Spezia,7.000000000000002,2.4000000000000004,0.2,0.10000000000000003,159.10000000000002,146.80000000000007,2.4000000000000004,13.399999999999999,-3.5,-0.10000000000000009,0.0,7.0,1.0
287,Inter,2022-03-19,N,-0.09999999999999987,Fiorentina,4.499999999999998,1.5,0.0,-0.3,78.40000000000003,79.80000000000007,0.7000000000000002,1.5,1.4000000000000004,0.2999999999999998,-0.3,5.0,0.0
288,Napoli,2022-03-19,V,0.30000000000000004,Udinese,2.700000000000001,1.4000000000000004,0.19999999999999998,0.19999999999999998,273.7,264.49999999999994,0.8999999999999995,17.800000000000004,-3.0999999999999996,-1.5999999999999999,0.0,8.0,0.0
289,Cagliari,2022-03-19,P,-0.3999999999999999,Milan,-2.4000000000000004,-1.4999999999999996,-0.2,-0.30000000000000004,-110.30000000000001,-79.19999999999999,-1.3999999999999995,-6.800000000000004,4.299999999999999,0.5,-0.1,0.0,7.0
290,Venezia,2022-03-20,P,-0.19999999999999996,Sampdoria,1.0,0.5,-0.1,-0.1,-65.79999999999995,-67.40000000000003,1.2999999999999998,-5.899999999999999,0.5999999999999996,0.5999999999999999,0.2,0.0,8.0
291,Roma,2022-03-20,V,-0.2999999999999998,Lazio,3.4000000000000004,0.5,0.10000000000000003,0.09999999999999998,-151.50000000000006,-135.50000000000006,-0.5999999999999996,-3.5999999999999943,2.1000000000000014,0.7999999999999998,0.30000000000000004,3.0,3.0
292,Bologna,2022-03-20,P,-0.3999999999999999,Atalanta,-3.299999999999999,-0.9999999999999996,0.0,0.0,-140.60000000000002,-150.79999999999995,-1.0,-7.800000000000004,-0.40000000000000036,0.5,-0.1,1.0,6.0
293,Empoli,2022-03-20,N,-1.0,Hellas Verona,-1.0999999999999996,-0.6000000000000001,-0.1,-0.1,-9.300000000000011,-22.0,-1.2999999999999998,-4.5,0.40000000000000036,0.0,-0.19999999999999998,2.0,7.0
294,Juventus,2022-03-20,V,0.7,Salernitana,2.4000000000000004,0.7999999999999998,0.0,0.0,151.5,147.7,0.39999999999999947,10.299999999999997,0.5999999999999996,-0.30000000000000027,0.0,9.0,0.0
295,Spezia,2022-04-02,V,0.40000000000000013,Venezia,-0.09999999999999964,0.8000000000000003,0.2,0.19999999999999998,11.099999999999966,3.8000000000000114,-1.0,0.7000000000000028,2.4000000000000004,0.0,-0.30000000000000004,3.0,0.0
296,Salernitana,2022-04-02,P,0.0,Torino,-2.8000000000000007,-0.9000000000000004,0.1,0.1,-80.30000000000001,-102.40000000000003,-1.3000000000000003,-15.0,-5.599999999999998,-0.20000000000000018,0.0,0.0,9.0
297,Lazio,2022-04-02,V,-0.7999999999999998,Sassuolo,-5.0,-2.0999999999999996,-0.2,-0.2,144.10000000000002,144.5,-0.39999999999999947,4.900000000000006,-0.9000000000000004,0.10000000000000009,-0.1,4.0,3.0
298,Juventus,2022-04-03,P,0.5999999999999999,Inter,-5.899999999999999,-1.7999999999999998,0.1,0.1,-61.400000000000034,-70.80000000000007,-2.0999999999999996,-7.0,-0.3000000000000007,0.10000000000000009,0.1,5.0,1.0
299,Udinese,2022-04-03,V,0.09999999999999998,Cagliari,0.09999999999999964,0.6000000000000001,0.1,0.0,-11.799999999999955,-30.600000000000023,1.1000000000000005,-5.100000000000001,-2.3999999999999986,-0.10000000000000009,0.1,5.0,3.0
300,Fiorentina,2022-04-03,V,0.5999999999999999,Empoli,1.5,0.9000000000000004,0.0,0.3,74.69999999999999,62.200000000000045,0.7999999999999998,8.100000000000001,-2.700000000000001,-0.5999999999999999,0.19999999999999998,7.0,2.0
301,Sampdoria,2022-04-03,P,-0.7,Roma,-6.5,-2.4999999999999996,-0.30000000000000004,-0.3,-41.599999999999966,-42.60000000000002,-1.6999999999999997,-5.800000000000004,-1.1999999999999993,-1.3,-0.1,2.0,4.0
302,Atalanta,2022-04-03,P,-0.3999999999999999,Napoli,-2.1999999999999993,-1.5999999999999996,-0.3,-0.3,-119.10000000000002,-106.90000000000009,-2.3,-9.100000000000001,3.299999999999999,0.8999999999999999,0.2,4.0,4.0
303,Milan,2022-04-04,N,0.8,Bologna,4.800000000000001,2.4,0.1,0.2,77.5,62.0,2.0,5.699999999999996,-0.29999999999999893,0.0,0.0,8.0,0.0
304,Hellas Verona,2022-04-04,V,1.5999999999999999,Genoa,1.3000000000000007,1.8000000000000003,0.2,0.3,115.10000000000002,103.89999999999998,1.4000000000000004,11.0,-2.9999999999999982,0.10000000000000009,0.0,1.0,5.0
305,Empoli,2022-04-09,N,-0.40000000000000013,Spezia,1.700000000000001,0.3999999999999999,-0.2,-0.3,51.80000000000001,58.30000000000001,1.0,6.399999999999999,-0.9000000000000021,-0.20000000000000018,0.0,2.0,2.0
306,Cagliari,2022-04-09,P,-0.7,Juventus,-0.7999999999999989,-1.4,-0.1,0.0,-159.59999999999997,-127.59999999999997,-0.9000000000000004,-6.099999999999994,3.6999999999999993,1.1,0.0,1.0,8.0
307,Inter,2022-04-09,V,-0.7,Hellas Verona,5.199999999999999,1.6000000000000005,-0.1,-0.19999999999999998,141.10000000000002,120.5,1.7999999999999998,6.5,-0.6000000000000014,-0.6999999999999997,-0.2,8.0,0.0
308,Genoa,2022-04-10,P,-1.4,Lazio,-1.1999999999999993,-1.5,-0.3,-0.3,-339.99999999999994,-294.6,-1.2000000000000002,-16.5,5.6,0.2999999999999998,0.19999999999999998,2.0,6.0
309,Venezia,2022-04-10,P,-0.6000000000000001,Udinese,-3.299999999999999,-1.5,-0.1,0.0,-13.0,-9.899999999999977,-1.4000000000000004,-1.7000000000000028,-0.5999999999999996,-0.2999999999999998,0.19999999999999998,0.0,9.0
310,Sassuolo,2022-04-10,V,1.2,Atalanta,2.5,1.8000000000000003,0.4,0.4,-24.399999999999977,-47.60000000000002,0.8000000000000007,0.0,-2.5,0.10000000000000009,0.0,0.0,8.0
311,Torino,2022-04-10,N,-0.19999999999999996,Milan,-3.900000000000002,-1.2000000000000002,0.1,0.0,-33.5,-17.0,-0.7000000000000002,2.700000000000003,5.899999999999999,0.5,0.0,2.0,4.0
312,Napoli,2022-04-10,P,0.3999999999999999,Fiorentina,-1.3000000000000007,0.09999999999999964,0.4,0.10000000000000003,101.20000000000005,109.40000000000009,0.09999999999999964,1.5,-1.3999999999999986,0.09999999999999987,-0.3,5.0,2.0
313,Roma,2022-04-10,V,0.7000000000000001,Salernitana,3.5,1.0999999999999996,0.4,0.4,93.29999999999995,102.79999999999995,0.0,8.600000000000001,1.5,0.6000000000000001,0.0,9.0,0.0
314,Bologna,2022-04-11,V,-0.7000000000000001,Sampdoria,1.3000000000000007,0.20000000000000018,-0.1,-0.2,-14.600000000000023,-14.200000000000045,0.0,0.6000000000000014,-0.3999999999999986,0.7,0.0,7.0,2.0
315,Spezia,2022-04-15,P,-0.4999999999999999,Inter,-7.399999999999999,-3.1,0.1,0.19999999999999998,-173.10000000000002,-172.40000000000003,-3.3,-14.0,2.4999999999999982,0.09999999999999964,0.1,0.0,8.0
316,Milan,2022-04-15,V,0.5,Genoa,4.0,1.7999999999999998,0.0,0.0,145.7,108.60000000000002,1.0999999999999996,9.400000000000006,-3.6999999999999993,0.0,-0.19999999999999998,6.0,1.0
317,Sampdoria,2022-04-16,P,0.0,Salernitana,-2.0999999999999996,-1.0,0.1,0.2,83.5,91.69999999999999,-1.0999999999999996,5.100000000000001,-0.9000000000000004,-1.1,-0.1,9.0,0.0
318,Cagliari,2022-04-16,V,-1.1,Sassuolo,-4.4,-2.8,-0.4,-0.30000000000000004,-132.89999999999998,-94.19999999999999,-1.2999999999999998,-5.100000000000001,2.8999999999999986,0.3999999999999999,-0.1,0.0,2.0
319,Udinese,2022-04-16,V,0.9,Empoli,3.0,1.1000000000000005,0.2,0.2,-55.10000000000002,-56.299999999999955,1.9000000000000004,-4.5,0.5999999999999979,0.7999999999999998,0.0,7.0,2.0
320,Fiorentina,2022-04-16,V,0.5,Venezia,3.9000000000000004,1.8000000000000003,0.0,0.1,134.60000000000002,121.69999999999999,0.9000000000000004,13.699999999999996,-1.5,-1.2,0.0,8.0,1.0
321,Lazio,2022-04-16,N,1.2000000000000002,Torino,-0.29999999999999893,1.2999999999999998,0.19999999999999998,0.19999999999999998,186.59999999999997,167.39999999999998,0.2999999999999998,2.6999999999999957,-8.499999999999998,-0.7000000000000002,0.0,4.0,2.0
322,Juventus,2022-04-16,N,0.9,Bologna,2.0,1.6999999999999997,0.1,0.1,73.09999999999997,57.400000000000034,0.5999999999999996,1.5,-0.5999999999999996,-0.3999999999999999,0.0,9.0,0.0
323,Napoli,2022-04-18,N,0.19999999999999996,Roma,-0.9000000000000004,0.5999999999999996,0.10000000000000003,0.10000000000000003,120.5,117.90000000000003,0.0,4.600000000000001,-3.5,-1.6999999999999997,-0.2,5.0,2.0
324,Atalanta,2022-04-18,P,-0.6,Hellas Verona,3.4000000000000004,-0.5,-0.1,-0.2,97.0,86.99999999999994,1.0999999999999996,1.2000000000000028,0.8999999999999986,-0.2999999999999998,0.0,7.0,1.0
325,Udinese,2022-04-20,P,0.7999999999999998,Salernitana,3.5,1.1000000000000005,0.2,0.2,-22.0,-18.400000000000034,1.4000000000000004,-2.299999999999997,0.5999999999999979,-0.7999999999999998,0.0,8.0,0.0
326,Venezia,2022-04-23,P,-0.4,Atalanta,-4.299999999999999,-0.8999999999999999,0.0,0.1,-184.89999999999998,-191.29999999999995,-1.6000000000000005,-13.0,0.9000000000000004,0.7999999999999998,0.09999999999999998,0.0,9.0
327,Inter,2022-04-23,V,0.10000000000000009,Roma,2.900000000000002,0.9000000000000004,-0.19999999999999998,-0.19999999999999998,39.5,36.599999999999966,1.2999999999999998,1.4000000000000057,-0.3000000000000007,-1.4,-0.3,3.0,0.0
328,Hellas Verona,2022-04-23,N,0.3999999999999999,Sampdoria,2.200000000000001,1.1,0.0,0.0,-46.0,-33.799999999999955,-0.19999999999999973,0.30000000000000426,-0.8000000000000007,0.9000000000000001,0.2,1.0,7.0
329,Torino,2022-04-23,V,-0.30000000000000004,Spezia,1.5,0.10000000000000009,-0.1,-0.19999999999999998,88.89999999999998,93.10000000000002,1.5,13.299999999999997,2.400000000000002,0.30000000000000027,0.0,6.0,2.0
330,Salernitana,2022-04-24,V,-0.19999999999999996,Fiorentina,-3.5,-1.2000000000000002,0.0,-0.1,-128.8,-125.89999999999998,-0.7999999999999998,-11.399999999999999,2.1999999999999993,1.7000000000000002,-0.1,0.0,9.0
331,Bologna,2022-04-24,N,-1.1,Udinese,-4.0,-2.1,-0.1,-0.1,74.19999999999999,77.80000000000001,-1.7000000000000002,6.400000000000006,-3.599999999999998,-0.20000000000000018,0.19999999999999998,1.0,4.0
332,Lazio,2022-04-24,P,0.7999999999999998,Milan,-3.299999999999999,-0.1999999999999993,0.3,0.3,115.89999999999998,109.39999999999998,0.2999999999999998,1.3000000000000043,-0.9000000000000004,0.0,0.0,3.0,5.0
333,Empoli,2022-04-24,V,-1.1,Napoli,-1.5999999999999996,-1.5000000000000004,-0.19999999999999998,-0.19999999999999998,-134.60000000000002,-126.00000000000006,-0.20000000000000018,-5.5,2.1999999999999993,0.2999999999999998,0.1,2.0,7.0
334,Genoa,2022-04-24,V,-0.5,Cagliari,0.0,-0.2999999999999998,0.0,0.0,-32.5,-26.400000000000034,-0.20000000000000018,-2.700000000000003,0.0,-0.7000000000000002,0.1,6.0,2.0
335,Sassuolo,2022-04-25,P,0.2999999999999998,Juventus,1.1999999999999993,0.7000000000000002,0.30000000000000004,0.30000000000000004,5.400000000000034,-0.3000000000000682,0.39999999999999947,0.8999999999999986,1.5,0.4999999999999998,0.1,1.0,6.0
336,Bologna,2022-04-27,V,-0.8999999999999999,Inter,-5.800000000000001,-2.8,-0.1,-0.1,-90.0,-89.5,-2.3,-4.800000000000004,0.0,0.5,0.3,2.0,6.0
337,Atalanta,2022-04-27,N,0.3999999999999999,Torino,3.0,0.10000000000000009,-0.2,-0.2,82.0,90.0,0.6999999999999993,0.19999999999999574,-2.5999999999999996,0.19999999999999973,0.1,4.0,2.0
338,Fiorentina,2022-04-27,P,-0.5999999999999999,Udinese,0.0,-0.20000000000000018,-0.1,0.0,141.10000000000002,142.00000000000006,-0.6000000000000005,14.799999999999997,-5.699999999999999,-1.0000000000000002,0.0,6.0,1.0
339,Napoli,2022-04-30,V,-0.3999999999999999,Sassuolo,-3.1999999999999993,-1.5,-0.10000000000000003,-0.10000000000000003,-1.6000000000000227,13.799999999999955,-0.20000000000000018,1.0,-0.5,-0.3999999999999999,-0.3,4.0,1.0
340,Cagliari,2022-04-30,P,-0.9000000000000001,Hellas Verona,1.3999999999999986,-0.7999999999999998,-0.1,-0.2,-68.69999999999999,-53.10000000000002,0.8999999999999999,-4.100000000000001,2.799999999999999,-0.20000000000000018,-0.1,3.0,3.0
341,Spezia,2022-04-30,P,-0.8999999999999999,Lazio,-2.200000000000001,-1.3000000000000003,-0.19999999999999998,-0.09999999999999998,-226.39999999999998,-214.0,-1.8999999999999995,-14.099999999999994,4.5,0.30000000000000027,0.0,0.0,9.0
342,Sampdoria,2022-04-30,V,0.30000000000000004,Genoa,-4.1,-0.6000000000000001,0.0,0.2,133.59999999999997,105.69999999999999,0.20000000000000018,5.800000000000004,-2.0,-0.30000000000000004,-0.1,4.0,1.0
343,Roma,2022-05-01,N,0.5,Bologna,2.200000000000001,1.5,0.3,0.3,58.5,55.69999999999993,1.1999999999999997,3.0,2.1000000000000014,0.9000000000000004,-0.09999999999999998,5.0,3.0
344,Milan,2022-05-01,V,0.0,Fiorentina,2.3999999999999986,0.5999999999999996,0.0,0.0,-36.80000000000001,-32.80000000000007,0.09999999999999964,-4.299999999999997,-0.9000000000000004,0.20000000000000018,-0.1,4.0,3.0
345,Juventus,2022-05-01,V,0.9000000000000001,Venezia,4.1,2.1,0.1,0.0,150.90000000000003,132.8,0.8000000000000003,8.800000000000004,-4.200000000000001,-0.8999999999999999,-0.1,8.0,0.0
346,Empoli,2022-05-01,P,-0.30000000000000004,Torino,-0.40000000000000036,-0.2999999999999998,-0.30000000000000004,-0.30000000000000004,-37.5,-31.899999999999977,0.40000000000000036,-3.6000000000000014,-2.1999999999999993,0.09999999999999964,0.1,1.0,7.0
347,Udinese,2022-05-01,P,0.5000000000000002,Inter,-3.3000000000000007,-0.7000000000000002,0.0,0.0,-184.89999999999998,-192.5,-1.2999999999999998,-14.0,5.699999999999999,0.6999999999999997,0.1,1.0,6.0
348,Atalanta,2022-05-02,N,0.3999999999999999,Salernitana,3.5999999999999996,0.10000000000000009,0.2,0.2,162.3,183.60000000000002,1.5999999999999996,11.899999999999999,-1.5,-1.1,0.0,9.0,0.0
349,Salernitana,2022-05-05,V,0.4,Venezia,0.6999999999999993,1.2999999999999998,0.0,-0.1,-6.099999999999966,-18.299999999999955,0.6000000000000001,-1.5,-0.3999999999999986,0.7000000000000002,0.0,1.0,0.0
350,Genoa,2022-05-06,V,-1.2999999999999998,Juventus,-3.1999999999999993,-1.6,-0.1,0.0,-157.90000000000003,-109.0,-1.7000000000000002,-6.199999999999996,4.400000000000002,0.0,0.0,1.0,7.0
351,Inter,2022-05-06,V,1.0999999999999999,Empoli,6.300000000000001,2.9000000000000004,0.0,0.1,117.60000000000002,112.69999999999999,2.3999999999999995,7.0,-1.5,-0.5,-0.3,9.0,0.0
352,Torino,2022-05-07,P,-0.8,Napoli,-1.5,-1.2000000000000002,0.39999999999999997,0.39999999999999997,-78.39999999999998,-73.89999999999998,-0.7000000000000002,-0.6999999999999957,2.9999999999999982,0.40000000000000013,0.0,0.0,5.0
353,Lazio,2022-05-07,V,0.9,Sampdoria,4.300000000000001,2.2,0.3,0.09999999999999998,129.5,115.29999999999995,1.9999999999999996,6.700000000000003,-3.799999999999999,-0.19999999999999996,0.1,7.0,1.0
354,Sassuolo,2022-05-07,N,-0.30000000000000027,Udinese,0.6000000000000014,0.1999999999999993,0.30000000000000004,0.30000000000000004,167.7,156.09999999999997,-0.8999999999999995,9.700000000000003,-5.300000000000001,-0.3999999999999999,0.1,1.0,5.0
355,Venezia,2022-05-08,V,-0.20000000000000007,Bologna,0.7000000000000011,0.0,0.0,0.1,-49.799999999999955,-50.0,0.40000000000000036,-5.100000000000001,2.8000000000000007,1.0,-0.09999999999999998,1.0,8.0
356,Salernitana,2022-05-08,N,0.40000000000000013,Cagliari,-0.09999999999999964,0.7999999999999998,0.1,0.1,-6.5,-45.60000000000002,0.7999999999999998,-6.199999999999996,-1.9999999999999982,1.1,0.0,0.0,8.0
357,Hellas Verona,2022-05-08,P,0.2999999999999998,Milan,-5.5,-1.2999999999999998,0.1,0.2,-54.89999999999998,-40.0,-2.5999999999999996,-4.100000000000001,1.9000000000000004,0.8000000000000003,0.2,1.0,6.0
358,Spezia,2022-05-08,P,-0.6000000000000001,Atalanta,-6.600000000000001,-0.7000000000000002,-0.1,0.0,-177.70000000000005,-184.70000000000005,-3.3999999999999995,-14.100000000000001,1.5,0.09999999999999964,0.0,0.0,8.0
359,Fiorentina,2022-05-09,V,-0.30000000000000004,Roma,1.5999999999999996,0.6000000000000005,-0.2,-0.2,30.600000000000023,28.899999999999977,-0.09999999999999964,6.700000000000003,-1.5,-1.0,-0.1,1.0,6.0
