,home,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,prediction,rank
1259,16.0,2.0,-0.2000000000000001,1.0,-2.4000000000000004,-2.2,0.2,0.2,-1.6000000000000014,4.4,0.6000000000000001,-0.2,1.0,-4.0
1260,10.0,2.0,1.0,9.0,-1.4000000000000004,1.5999999999999996,0.0,0.0,-0.7999999999999972,-3.2,0.1999999999999997,0.2,0.0,-5.0
1261,5.0,1.0,-1.0000000000000002,11.0,1.5999999999999996,0.3999999999999999,0.0,0.0,4.399999999999999,-2.200000000000001,0.2000000000000001,0.2,2.0,-3.0
1262,0.0,1.0,1.4,28.0,4.200000000000001,1.4,0.0,0.2,7.0,-0.6000000000000014,-0.4000000000000001,0.0,1.0,9.0
1263,7.0,2.0,0.3999999999999999,14.0,-5.599999999999998,-0.4000000000000003,0.4,0.2,-2.6000000000000014,0.1999999999999993,-0.7999999999999998,0.0,2.0,-7.0
1264,17.0,0.0,1.0,2.0,4.800000000000001,2.2,0.0,0.0,17.0,3.0,1.0,-0.2,1.0,2.0
1265,27.0,2.0,0.0,16.0,3.200000000000001,1.0,0.0,0.0,3.6000000000000014,0.5999999999999996,-1.6,0.0,2.0,-10.0
1266,8.0,1.0,0.1999999999999999,12.0,-0.3999999999999986,1.1999999999999995,0.0,0.0,-3.3999999999999986,0.4000000000000003,0.6000000000000001,-0.2,1.0,1.0
1267,1.0,2.0,0.1999999999999999,29.0,5.199999999999999,2.0,-0.2,-0.2,8.799999999999997,-5.6,0.2000000000000001,0.2,1.0,10.0
1268,18.0,1.0,0.0,19.0,2.0,0.0,0.0,0.0,21.0,5.4,0.5999999999999996,-0.4,1.0,3.0
1269,24.0,1.0,0.1999999999999999,4.0,-0.4000000000000003,1.0,0.0,0.0,6.599999999999994,3.3999999999999986,2.0,0.2,1.0,2.0
1270,2.0,0.0,0.0,27.0,-5.8,-1.0,0.2,0.2,-9.4,0.4000000000000003,0.8,0.0,1.0,10.0
1271,9.0,2.0,-1.4,0.0,-1.8000000000000007,-2.2,0.3999999999999999,0.3999999999999999,-7.799999999999997,2.3999999999999986,0.0,0.0,0.0,2.0
1272,29.0,2.0,-0.6000000000000001,8.0,-6.600000000000001,-0.6000000000000005,-0.2,-0.3999999999999999,-17.0,0.5999999999999996,0.8,0.2,2.0,-10.0
1273,16.0,1.0,-0.8,24.0,-4.6,-0.7999999999999998,-0.2,-0.2,-11.800000000000004,-0.7999999999999989,0.3999999999999999,-0.2,0.0,7.0
1274,4.0,1.0,-0.1999999999999999,5.0,-4.0,-1.6000000000000003,0.0,0.0,-10.800000000000004,3.6,-0.5999999999999999,0.0,2.0,-6.0
1275,12.0,1.0,0.0,10.0,4.6,-0.6000000000000001,0.4,0.4,8.399999999999999,1.799999999999999,-0.5999999999999999,0.2,1.0,5.0
1276,28.0,2.0,-0.1999999999999999,1.0,-2.6,-0.3999999999999999,0.0,0.0,0.6000000000000014,5.6,1.2,-0.4,0.0,-9.0
1277,11.0,2.0,0.2000000000000001,17.0,-0.3999999999999986,-0.3999999999999994,0.0,0.0,-4.200000000000003,-0.8000000000000007,0.2000000000000001,0.2,1.0,6.0
1278,19.0,0.0,0.1999999999999999,7.0,1.8000000000000007,1.2000000000000002,-0.4,-0.4,-11.4,-1.599999999999998,-0.7999999999999998,0.2,1.0,6.0
1279,14.0,1.0,-0.2000000000000001,18.0,7.199999999999999,0.8000000000000003,0.0,0.0,-4.199999999999996,-2.0,1.0,0.0,1.0,4.0
1280,0.0,1.0,1.6,29.0,6.800000000000001,1.0,0.0,0.0,14.0,1.0,-0.2000000000000001,-0.2,1.0,10.0
1281,24.0,0.0,0.3999999999999999,2.0,2.4000000000000004,0.6000000000000001,0.0,0.0,9.0,1.8000000000000007,0.7999999999999998,0.2,1.0,-2.0
1282,5.0,1.0,0.2000000000000001,16.0,3.0,1.0,0.2,0.2,7.799999999999997,-4.199999999999999,-1.1999999999999995,0.0,1.0,-2.0
1283,27.0,2.0,-0.4,9.0,-1.0,0.0,-0.4,-0.4,-6.599999999999994,-3.4000000000000004,-1.0000000000000002,0.2,2.0,-10.0
1284,17.0,0.0,-0.2000000000000001,12.0,-2.0,0.2000000000000001,-0.2,-0.2,-6.600000000000001,-1.1999999999999993,1.0,-0.2,0.0,-3.0
1285,7.0,2.0,-1.0,11.0,-2.6000000000000014,-0.4000000000000003,0.2,0.2,2.0,0.7999999999999989,0.0,-0.4,2.0,-4.0
1286,1.0,1.0,-0.6000000000000001,14.0,-6.600000000000001,-0.4000000000000003,0.2,0.2,1.7999999999999972,-6.600000000000001,-1.6,0.0,0.0,-5.0
1287,8.0,1.0,1.2,28.0,8.6,2.6,0.6,0.8,11.599999999999994,-4.0,-1.4,0.0,1.0,9.0
1288,10.0,0.0,0.1999999999999999,19.0,-5.6,-1.4000000000000004,0.0,0.0,10.0,-3.6,0.3999999999999999,-0.2,1.0,7.0
1289,18.0,0.0,-0.3999999999999999,4.0,2.6,-0.2000000000000001,-0.2,-0.2,15.0,2.799999999999999,0.6000000000000001,-0.2,0.0,6.0
1290,14.0,2.0,-0.8,8.0,-1.1999999999999993,-1.4000000000000004,-0.8,-1.0,-3.6000000000000014,3.200000000000001,1.7999999999999998,0.0,0.0,0.0
1291,12.0,2.0,-0.7999999999999998,0.0,-2.0,-1.2000000000000002,-0.2,-0.2,4.200000000000003,2.0,0.4000000000000001,0.2,0.0,-1.0
1292,11.0,1.0,1.8,27.0,5.6,2.4,0.2,0.2,12.199999999999996,2.8000000000000007,2.0,0.2,1.0,10.0
1293,1.0,2.0,-1.0000000000000002,5.0,-1.200000000000001,-1.7999999999999998,0.0,0.0,3.4000000000000057,0.6000000000000014,-0.3999999999999999,-0.2,0.0,-5.0
1294,9.0,1.0,0.7999999999999999,7.0,3.0,0.5999999999999996,0.2,0.3999999999999999,6.200000000000003,-1.799999999999999,-0.5999999999999996,0.0,1.0,5.0
1295,16.0,2.0,-0.4000000000000001,10.0,0.4000000000000003,0.6000000000000001,0.0,0.0,-10.0,4.0,0.8000000000000003,0.0,0.0,-7.0
1296,28.0,0.0,-1.4,17.0,-5.4,-1.1999999999999995,-0.2,-0.2,-12.199999999999996,3.200000000000001,0.0,0.0,2.0,-8.0
1297,29.0,2.0,-0.3999999999999999,24.0,-7.0,-0.6000000000000005,0.2,0.2,-14.599999999999994,-4.0,-1.0,-0.4,0.0,-6.0
1298,2.0,0.0,-0.5999999999999999,18.0,-2.2,-0.6000000000000001,0.2,0.2,-14.0,-2.2,0.3999999999999999,0.0,1.0,-3.0
1299,4.0,1.0,0.1999999999999999,19.0,-0.6000000000000014,-0.6000000000000005,0.2,0.2,9.6,-1.799999999999999,-1.4,-0.6,2.0,-6.0
1300,7.0,2.0,-1.2000000000000002,16.0,-6.4,-2.6,0.2,0.2,-1.0,-3.799999999999999,-0.8000000000000003,0.0,0.0,-4.0
1301,19.0,0.0,-0.1999999999999999,11.0,-1.599999999999998,0.2000000000000001,0.0,0.0,-14.599999999999994,2.799999999999999,1.7999999999999998,0.3999999999999999,2.0,-1.0
1302,29.0,0.0,0.0,9.0,-7.6,-1.0,-0.2,-0.3999999999999999,-18.6,-2.8000000000000007,-0.2000000000000001,0.2,2.0,-10.0
1303,5.0,1.0,2.0,27.0,2.2,3.0000000000000004,0.2,0.2,14.4,-1.0,0.6000000000000001,0.2,1.0,10.0
1304,12.0,2.0,0.2000000000000001,4.0,-1.5999999999999996,-0.5999999999999996,0.0,0.0,3.4000000000000057,2.6,0.0,0.0,1.0,8.0
1305,24.0,2.0,-1.4,0.0,-1.200000000000001,-1.5999999999999996,0.0,0.0,4.799999999999997,-0.4000000000000003,0.5999999999999996,0.4,2.0,-7.0
1306,18.0,1.0,-0.1999999999999999,1.0,-1.5999999999999996,-1.8000000000000005,-0.2,-0.2,2.199999999999996,6.6,0.3999999999999999,0.2,1.0,1.0
1307,8.0,1.0,1.2000000000000002,2.0,6.0,3.6,0.6000000000000001,0.8,11.4,-1.200000000000001,-0.8,0.0,1.0,5.0
1308,17.0,1.0,0.2000000000000001,10.0,4.6,1.1999999999999995,0.2,0.2,3.200000000000003,0.200000000000001,-0.1999999999999997,-0.4,0.0,-4.0
1309,14.0,1.0,0.0,28.0,6.199999999999999,-0.6000000000000005,0.0,0.0,7.599999999999994,-0.5999999999999996,-0.3999999999999999,0.0,1.0,9.0
1310,27.0,2.0,-2.6,8.0,-11.4,-6.200000000000001,-0.6,-0.8,-23.8,-0.1999999999999993,-0.3999999999999999,0.0,2.0,-10.0
1311,10.0,1.0,1.4,7.0,1.2000000000000002,1.4,0.0,0.0,5.200000000000003,-0.1999999999999993,0.6000000000000001,0.4,1.0,4.0
1312,0.0,2.0,2.0,14.0,3.2,2.3999999999999995,0.2,0.2,1.2000000000000028,2.4000000000000004,-0.7999999999999998,-0.2,1.0,4.0
1313,1.0,2.0,-0.3999999999999999,9.0,-5.400000000000002,-2.0,0.0,-0.1999999999999999,-10.200000000000005,-2.6,0.0,0.0,0.0,-10.0
1314,2.0,2.0,-0.5999999999999999,19.0,-3.0,-3.2,0.2,0.2,0.2000000000000028,-5.000000000000002,-1.0,-0.6,1.0,-1.0
1315,28.0,0.0,-1.0,4.0,-5.800000000000001,-1.0,0.0,0.0,-7.600000000000001,-2.2,0.2000000000000001,0.0,2.0,-2.0
1316,18.0,1.0,-0.2000000000000001,24.0,-4.0,-0.6000000000000005,-0.2,-0.2,-6.800000000000004,2.8000000000000007,0.0,0.2,0.0,3.0
1317,16.0,0.0,1.0,29.0,5.399999999999999,1.2000000000000002,0.0,0.0,3.6000000000000014,4.200000000000001,0.8000000000000003,-0.2,1.0,10.0
1318,5.0,0.0,0.7999999999999998,17.0,-3.2,0.7999999999999998,0.0,0.0,1.0,-0.1999999999999993,-1.0000000000000002,-0.2,2.0,-1.0
1319,11.0,2.0,0.0,12.0,0.4000000000000021,-0.7999999999999998,0.0,0.0,3.199999999999996,-2.4000000000000004,0.0,0.2,0.0,-4.0
1320,7.0,0.0,-1.8000000000000005,0.0,-8.399999999999999,-3.4000000000000004,0.0,0.0,-6.799999999999997,-3.6,0.3999999999999999,0.0,2.0,-6.0
1321,9.0,1.0,1.0,2.0,6.6,4.4,0.0,0.2,16.799999999999997,1.1999999999999993,-0.3999999999999999,-0.2,1.0,8.0
1322,17.0,2.0,1.2000000000000002,1.0,4.200000000000001,2.0000000000000004,-0.4,-0.4,4.600000000000001,-1.200000000000001,0.6000000000000001,0.2,0.0,-1.0
1323,24.0,0.0,-1.4,5.0,-1.1999999999999993,-2.6,0.0,0.0,-6.0,3.8000000000000007,0.3999999999999999,0.0,2.0,-4.0
1324,8.0,1.0,2.0,18.0,10.4,5.799999999999999,0.4,0.6,10.6,-5.0,-0.8,-0.2,1.0,3.0
1325,14.0,0.0,-0.4000000000000001,16.0,-4.799999999999999,-1.8000000000000005,0.0,0.0,-4.200000000000003,-1.5999999999999996,0.2000000000000001,0.2,1.0,2.0
1326,29.0,2.0,-1.2000000000000002,10.0,1.1999999999999993,-0.7999999999999998,0.0,0.0,-5.600000000000001,4.0,-0.3999999999999999,-0.2,0.0,-10.0
1327,4.0,2.0,0.4000000000000001,11.0,2.2,2.6,0.0,0.0,-3.799999999999997,1.3999999999999986,0.6000000000000001,-0.2,2.0,-7.0
1328,12.0,2.0,1.2000000000000002,28.0,7.200000000000001,1.1999999999999995,0.0,0.0,16.4,0.4000000000000003,-1.0,0.0,1.0,8.0
1329,11.0,1.0,0.6000000000000001,14.0,4.999999999999998,0.5999999999999996,0.0,0.0,11.800000000000004,0.5999999999999996,-1.6,-0.2,2.0,1.0
1330,9.0,0.0,0.8,12.0,-0.3999999999999986,2.8,0.0,0.2,5.399999999999999,-1.200000000000001,-0.2000000000000001,0.0,1.0,2.0
1331,16.0,2.0,1.2,2.0,5.199999999999999,2.6,0.0,0.0,5.799999999999997,0.0,0.1999999999999997,-0.2,1.0,-1.0
1332,17.0,0.0,1.2000000000000002,7.0,7.800000000000001,4.0,0.0,0.0,14.400000000000006,-0.4000000000000003,0.7999999999999998,0.2,0.0,4.0
1333,28.0,2.0,-0.3999999999999999,24.0,-4.600000000000001,-1.2000000000000002,-0.2,-0.2,-12.400000000000006,1.200000000000001,0.3999999999999999,-0.2,1.0,-6.0
1334,10.0,0.0,0.9999999999999998,4.0,-9.000000000000002,-1.5999999999999996,-0.2,-0.2,-3.0,-4.399999999999999,0.0,0.4,2.0,11.0
1335,14.0,2.0,0.0,9.0,-8.0,-2.8,0.0,0.0,-13.200000000000005,-1.0,1.7999999999999998,0.6,0.0,-3.0
1337,12.0,1.0,-0.5999999999999999,16.0,7.200000000000001,0.2000000000000001,0.0,0.0,9.800000000000004,1.4000000000000004,-1.0,-0.2,0.0,9.0
1338,29.0,2.0,-0.8,11.0,-5.799999999999999,-1.0,-0.2,-0.4,-12.0,3.4000000000000004,0.8000000000000003,0.4,0.0,-11.0
1339,24.0,2.0,1.4,27.0,6.199999999999999,1.0,0.2,0.2,15.6,0.5999999999999996,0.8,0.2,1.0,6.0
1340,4.0,2.0,0.6000000000000001,17.0,-1.0,0.0,0.4,0.4,-8.600000000000001,2.2,-0.2000000000000001,-0.2,0.0,-7.0
1341,8.0,1.0,0.3999999999999999,10.0,9.8,3.0,0.2,0.2,11.999999999999991,0.4000000000000003,-1.2,-0.2,1.0,3.0
1342,7.0,2.0,-0.4,28.0,-4.4,-1.2000000000000002,0.0,0.0,-0.7999999999999972,-2.2,-1.1999999999999995,-0.2,1.0,10.0
1343,18.0,1.0,-1.4,5.0,-3.799999999999999,-2.0000000000000004,-0.2,-0.2,-12.0,8.8,0.0,0.0,2.0,-3.0
1344,2.0,1.0,-0.7999999999999999,1.0,1.200000000000001,-0.8000000000000003,-0.2,-0.2,-1.6000000000000014,2.0,0.0,0.2,1.0,-1.0
1345,16.0,2.0,-0.4000000000000001,18.0,0.5999999999999996,-0.6000000000000001,0.0,0.0,-6.399999999999999,-7.0,0.1999999999999999,0.2,0.0,1.0
1346,9.0,1.0,-0.3999999999999999,19.0,4.199999999999999,-0.1999999999999993,0.0,0.0,11.4,-1.4000000000000004,-0.9999999999999998,-0.3999999999999999,1.0,7.0
1347,27.0,2.0,-1.8000000000000005,10.0,-2.2,-1.4000000000000004,0.2,0.0,-19.800000000000004,-0.6000000000000014,-1.0,0.0,0.0,-11.0
1348,29.0,0.0,-0.4000000000000001,4.0,-4.0,-1.5999999999999996,-0.4,-0.4,-5.200000000000003,1.3999999999999986,0.2000000000000001,0.3999999999999999,1.0,-3.0
1349,0.0,0.0,-0.6000000000000001,8.0,0.3999999999999986,-1.0,0.0,-0.2,-6.0,4.0,0.4000000000000001,0.0,0.0,-2.0
1350,14.0,1.0,1.4,2.0,4.199999999999999,1.7999999999999998,0.0,0.2,2.3999999999999986,-1.1999999999999993,0.3999999999999999,0.3999999999999999,1.0,6.0
1351,17.0,2.0,1.0,24.0,2.0,3.0,0.2,0.2,6.600000000000001,1.4000000000000004,0.8,-0.2,2.0,8.0
1352,1.0,2.0,0.7999999999999999,12.0,-12.2,-0.9999999999999996,0.2,0.2,-13.799999999999995,1.0,1.6,0.0,1.0,-6.0
1353,5.0,1.0,1.4,7.0,6.2,3.4,0.2,0.2,18.6,-4.199999999999999,0.0,0.2,1.0,0.0
1354,11.0,2.0,1.4,28.0,5.0,0.7999999999999998,0.4,0.6,14.4,-2.2,-0.8,-0.2,1.0,9.0
1355,24.0,1.0,0.6000000000000001,1.0,6.399999999999999,0.2000000000000001,0.0,0.0,2.799999999999997,-1.5999999999999996,-0.3999999999999999,0.4,1.0,-8.0
1356,10.0,0.0,0.8,0.0,-4.199999999999999,-0.1999999999999993,0.0,0.2,0.2000000000000028,0.5999999999999996,1.4,0.0,0.0,-1.0
1357,8.0,1.0,1.6,29.0,6.0,4.0,0.0,0.2,18.4,-4.800000000000001,-1.0,-0.4,1.0,11.0
1358,7.0,0.0,-1.2000000000000002,19.0,-7.4,-4.2,0.0,0.0,-2.200000000000003,-0.1999999999999993,0.0,-0.2,1.0,-6.0
1359,28.0,1.0,0.3999999999999999,16.0,0.0,1.0,0.0,0.0,-3.6000000000000014,5.199999999999999,1.7999999999999998,0.0,1.0,-8.0
1360,18.0,0.0,-0.1999999999999999,17.0,-4.399999999999999,-0.7999999999999998,-0.2,-0.2,-3.4000000000000057,4.199999999999999,-1.4,0.0,2.0,5.0
1361,2.0,0.0,-1.8,5.0,-7.200000000000001,-3.3999999999999995,0.0,-0.2,-15.0,7.0,1.7999999999999998,0.0,1.0,-2.0
1362,11.0,0.0,0.0,9.0,2.400000000000002,0.4000000000000003,0.4,0.8,1.1999999999999955,-1.200000000000001,0.1999999999999999,-0.2,2.0,-4.0
1363,12.0,1.0,0.6,27.0,9.4,1.4000000000000004,-0.2,-0.2,30.200000000000003,2.8000000000000007,-0.6000000000000001,0.0,1.0,11.0
1364,4.0,2.0,-0.3999999999999999,14.0,2.6,-0.4000000000000003,0.2,0.0,3.6000000000000014,0.4000000000000003,-0.4000000000000003,-0.2,2.0,-10.0
1365,14.0,0.0,1.8,7.0,8.4,4.6,0.2,0.4,11.6,-3.8000000000000007,0.6000000000000001,0.2,1.0,8.0
1366,8.0,2.0,-0.2000000000000001,11.0,0.0,0.4000000000000003,-0.4,-0.8,9.0,-1.4000000000000004,-0.4000000000000001,0.0,0.0,5.0
1367,5.0,2.0,0.0,10.0,4.4,1.2000000000000002,0.0,0.2,3.0,-3.6000000000000014,-0.7999999999999998,0.4,2.0,-5.0
1368,16.0,1.0,-1.2000000000000002,17.0,-8.4,-4.4,-0.2,-0.2,-14.0,-0.8000000000000007,-0.3999999999999999,0.4,0.0,-4.0
1369,1.0,0.0,-0.8,4.0,-4.800000000000001,-1.1999999999999995,-0.4,-0.4,-4.0,-2.799999999999999,-0.1999999999999997,-0.2,1.0,4.0
1370,19.0,1.0,-0.2000000000000001,18.0,-4.6,-2.0,0.0,0.0,-13.799999999999995,-3.599999999999998,0.7999999999999998,0.2,0.0,-4.0
1371,29.0,2.0,-0.8,12.0,-10.8,-4.0,-0.4,-0.4,-23.60000000000001,2.0,1.6,0.4,2.0,-11.0
1372,0.0,2.0,0.3999999999999999,2.0,4.0,1.7999999999999998,0.0,-0.2,9.599999999999994,-4.400000000000002,-1.4,0.0,1.0,1.0
1373,9.0,1.0,-0.1999999999999999,24.0,-2.799999999999999,-1.4,-0.2,-0.2,0.2000000000000028,-1.0,-0.4000000000000001,0.0,1.0,5.0
1374,27.0,0.0,-0.6,28.0,-2.799999999999999,-1.2000000000000002,0.2,0.2,-12.000000000000004,-5.0,-1.0,0.0,1.0,-3.0
1375,18.0,2.0,0.7999999999999999,29.0,4.6,2.8,0.0,0.0,12.799999999999995,7.4,-0.2000000000000001,-0.3999999999999999,0.0,10.0
1376,10.0,1.0,1.0,1.0,2.4000000000000004,1.8000000000000005,0.0,0.2,11.400000000000006,2.0,0.4000000000000003,0.0,1.0,3.0
1377,12.0,0.0,0.8,8.0,2.599999999999998,0.8000000000000007,0.4,0.4,7.799999999999997,-3.0,-1.0,0.0,0.0,-2.0
1378,0.0,0.0,-0.4000000000000001,9.0,-0.6000000000000014,0.0,0.0,0.0,1.5999999999999943,1.200000000000001,-0.1999999999999999,0.0,2.0,-1.0
1379,7.0,0.0,-0.8,27.0,1.2000000000000002,-1.0,-0.2,-0.2,6.0,6.999999999999998,-0.2000000000000001,0.2,1.0,9.0
1380,11.0,1.0,0.6000000000000001,16.0,7.599999999999998,2.4,0.2,0.6000000000000001,12.200000000000005,-0.200000000000001,0.8,-0.2,1.0,3.0
1381,17.0,0.0,0.0,14.0,2.799999999999997,1.3999999999999997,0.0,-0.2,7.199999999999996,-2.2,-1.0,-0.6,0.0,-5.0
1382,4.0,0.0,0.0,2.0,4.0,1.1999999999999995,0.2,0.0,0.7999999999999972,-3.200000000000001,-0.2000000000000001,0.2,0.0,-4.0
1383,24.0,1.0,0.1999999999999999,19.0,9.400000000000002,2.0,0.0,0.0,15.400000000000006,2.0,-0.6000000000000001,0.2,1.0,-6.0
1384,28.0,2.0,-0.2000000000000001,5.0,-2.3999999999999986,-0.7999999999999998,0.4,0.0,-17.4,7.199999999999999,1.2000000000000002,-0.2,2.0,-10.0
1385,9.0,0.0,0.1999999999999999,18.0,-1.4000000000000004,-0.8000000000000007,0.0,0.0,-4.600000000000001,-4.799999999999999,-0.5999999999999996,0.0,1.0,8.0
1386,14.0,0.0,-0.2000000000000001,24.0,1.4000000000000004,1.0,0.2,0.3999999999999999,-0.6000000000000014,-1.8000000000000007,0.3999999999999999,0.0,1.0,7.0
1387,27.0,0.0,-0.1999999999999999,11.0,-8.4,-2.6,0.0,-0.2,-18.0,-2.4000000000000004,0.0,0.0,2.0,-11.0
1388,16.0,1.0,0.0,4.0,-7.0,-3.2,0.2,0.2,-4.199999999999996,-2.6,-0.9999999999999998,0.0,2.0,8.0
1389,29.0,0.0,0.6000000000000001,7.0,-2.8000000000000007,0.3999999999999999,0.0,0.0,-7.200000000000003,-8.999999999999998,-0.3999999999999999,0.1999999999999999,1.0,-10.0
1390,19.0,0.0,-1.2,10.0,1.0,-1.5999999999999996,0.0,0.0,-12.200000000000005,-3.0,-0.3999999999999999,0.0,1.0,-7.0
1391,5.0,1.0,0.1999999999999999,0.0,1.0,1.0,0.0,0.6,11.0,-1.3999999999999986,0.0,0.2,0.0,-2.0
1392,8.0,2.0,-0.8,17.0,-1.799999999999999,-0.5999999999999996,-0.2,-0.2,5.0,1.0,-0.9999999999999998,-0.2,1.0,1.0
1393,1.0,1.0,-1.0,28.0,-0.200000000000001,-0.6000000000000001,-0.4,-0.4,5.600000000000001,-7.399999999999999,-0.3999999999999999,0.0,1.0,10.0
1394,2.0,0.0,-0.8,12.0,-6.400000000000002,-3.2,-0.6,-0.3999999999999999,-18.800000000000004,7.0,2.6,0.0,2.0,-8.0
1395,7.0,0.0,-0.4,8.0,-6.600000000000001,-3.4,0.0,0.0,-14.0,7.0,0.9999999999999998,0.4,2.0,-7.0
1396,11.0,0.0,0.6,19.0,3.0,2.8000000000000003,-0.2,0.0,10.0,0.200000000000001,0.3999999999999999,0.2,1.0,1.0
1397,27.0,0.0,0.6,1.0,-4.6000000000000005,-0.7999999999999998,0.0,0.0,-10.4,3.200000000000001,0.2000000000000001,0.2,1.0,-11.0
1398,4.0,2.0,-0.3999999999999999,9.0,2.8000000000000007,0.7999999999999998,0.0,0.0,-1.3999999999999986,0.4000000000000003,1.1999999999999995,0.0,1.0,-9.0
1399,17.0,1.0,-0.6000000000000001,5.0,0.0,-0.6000000000000005,0.0,-0.6,-9.0,-1.1999999999999993,0.6000000000000001,-0.2,0.0,1.0
1400,10.0,2.0,0.0,12.0,-3.2,-1.2000000000000002,-0.3999999999999999,-0.3999999999999999,-2.200000000000003,0.8000000000000007,1.2,0.0,0.0,-6.0
1401,24.0,1.0,1.4,29.0,2.6,1.0,0.2,0.2,10.0,3.2,-0.3999999999999999,-0.4,1.0,7.0
1402,28.0,2.0,-0.4000000000000001,14.0,-5.800000000000001,-3.0,0.0,0.0,-15.0,4.799999999999999,0.0,-0.2,1.0,-10.0
1403,18.0,2.0,0.0,2.0,2.8000000000000007,1.5999999999999996,0.0,-0.2,13.4,1.3999999999999986,-0.2000000000000001,0.2,1.0,3.0
1404,0.0,1.0,-1.0,16.0,3.0,0.6000000000000001,-0.2,-0.2,2.200000000000003,1.9999999999999984,0.3999999999999999,0.0,0.0,0.0
1405,8.0,1.0,-0.5999999999999999,27.0,9.2,2.4,0.0,0.0,15.0,-0.5999999999999996,-1.0,-0.2,1.0,11.0
1406,14.0,1.0,0.6000000000000001,0.0,5.000000000000002,1.6000000000000003,0.4,0.4,4.0,-1.799999999999999,0.2000000000000001,0.0,0.0,-3.0
1407,2.0,2.0,-0.2000000000000001,10.0,0.8000000000000007,-0.7999999999999998,-0.2,0.0,-9.6,6.6,0.6000000000000001,0.0,0.0,-8.0
1408,19.0,1.0,-0.3999999999999999,16.0,3.999999999999999,1.0,0.0,0.0,-2.200000000000003,2.6,0.3999999999999999,-0.2,1.0,-4.0
1409,12.0,2.0,0.8,11.0,2.4000000000000004,1.7999999999999998,0.6,0.6,6.399999999999999,-1.4000000000000004,-1.6,-0.2,1.0,5.0
1410,5.0,0.0,-1.2000000000000002,24.0,1.4000000000000004,-1.0,0.0,0.4,4.200000000000003,-0.7999999999999989,0.6000000000000001,0.6,1.0,4.0
1411,7.0,0.0,-0.6,4.0,-2.4000000000000004,-1.6,0.0,0.0,-6.799999999999997,4.799999999999999,0.1999999999999997,0.4,1.0,9.0
1412,9.0,1.0,0.3999999999999999,28.0,3.2,2.8000000000000003,-0.4,-0.4,9.6,-5.0,-1.2000000000000002,-0.2,1.0,11.0
1413,1.0,0.0,0.0,18.0,-1.4000000000000004,-0.2000000000000001,0.0,0.0,-7.200000000000003,-7.0,-0.3999999999999999,-0.2,0.0,-2.0
1414,29.0,2.0,-0.3999999999999999,17.0,-6.4,-1.7999999999999998,0.0,0.0,-12.199999999999996,-2.0,0.0,0.2,2.0,-11.0
1415,11.0,1.0,0.7999999999999999,4.0,0.0,1.7999999999999998,0.0,0.0,4.200000000000003,-2.2,1.0,0.2,1.0,8.0
1416,27.0,0.0,-0.8,17.0,-4.200000000000001,-2.0,-0.6,-0.6,-1.7999999999999972,-0.1999999999999993,0.0,-0.2,1.0,-11.0
1417,16.0,2.0,-0.2000000000000001,9.0,-4.8,-2.2,0.2,0.2,-2.0,1.3999999999999986,0.6000000000000001,0.0,2.0,-7.0
1418,28.0,1.0,-0.3999999999999999,2.0,-4.0,-2.2,0.4,0.4,-6.399999999999999,0.4000000000000021,-0.6000000000000001,0.2,0.0,-7.0
1419,24.0,2.0,0.8,12.0,-2.6000000000000014,-0.2000000000000001,0.0,0.0,-7.199999999999996,0.5999999999999996,-0.2000000000000001,0.0,1.0,-7.0
1420,5.0,1.0,0.4,1.0,0.4000000000000003,0.3999999999999999,0.0,0.2,1.6000000000000014,-2.200000000000001,-0.6000000000000001,0.4,1.0,6.0
1421,0.0,0.0,0.7999999999999999,7.0,0.0,0.8000000000000003,0.0,0.0,12.599999999999994,-1.8000000000000007,0.2000000000000001,0.2,1.0,6.0
1422,19.0,0.0,0.0,14.0,-2.2,-0.5999999999999996,-0.2,-0.2,-10.6,1.599999999999998,-0.1999999999999997,-0.4,0.0,-7.0
1423,18.0,0.0,-0.7999999999999999,8.0,-7.200000000000001,-3.2,0.0,0.0,-0.4000000000000057,5.0,1.4,0.2,2.0,-4.0
1424,10.0,1.0,1.2000000000000002,29.0,1.5999999999999996,2.0,0.4,0.2,12.800000000000004,-1.1999999999999993,0.3999999999999999,-0.2,1.0,11.0
1425,17.0,1.0,1.6,28.0,5.4,2.0,0.6,0.3999999999999999,10.0,-0.8000000000000007,0.3999999999999999,0.2,1.0,8.0
1426,7.0,1.0,-0.4,18.0,0.4000000000000003,0.1999999999999997,0.0,0.0,-9.200000000000005,-0.8000000000000007,0.0,0.0,1.0,-7.0
1427,12.0,1.0,0.1999999999999999,19.0,-3.8000000000000007,-0.7999999999999998,0.2,0.2,10.799999999999995,-4.600000000000001,-1.4,0.0,1.0,10.0
1428,8.0,0.0,0.1999999999999999,5.0,6.4,2.2,0.0,-0.2,3.6000000000000014,0.4000000000000003,0.8,-0.2,1.0,5.0
1429,2.0,2.0,-0.3999999999999999,11.0,0.7999999999999989,-1.8000000000000005,0.0,0.0,-3.5999999999999943,4.000000000000002,0.0,0.0,2.0,-7.0
1430,9.0,1.0,0.6000000000000001,27.0,-1.799999999999999,-0.2000000000000001,0.2,0.2,2.8000000000000043,0.0,0.0,0.0,2.0,11.0
