,home,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,prediction,rank
424,14.0,2.0,0.0,0.0,-0.8000000000000007,-1.4000000000000004,0.0,0.0,-3.799999999999997,0.0,1.0,0.2,1.0,-1.0
425,13.0,1.0,-1.2000000000000002,17.0,-2.6,-1.6000000000000003,0.0,0.0,-11.199999999999996,-1.200000000000001,-0.5999999999999999,-0.4,0.0,-3.0
426,15.0,2.0,0.4499999999999999,25.0,-3.6,-0.3999999999999999,-0.25,-0.25,4.5,0.5999999999999996,-0.6499999999999999,-0.25,1.0,4.0
427,7.0,0.0,-0.6000000000000001,1.0,-4.199999999999999,-1.6000000000000003,0.0,0.0,-5.600000000000001,-1.5999999999999996,-1.2,0.0,0.0,0.0
428,12.0,2.0,1.4,2.0,7.199999999999999,3.0,0.4,0.4,13.0,-4.4,-0.3999999999999999,0.0,1.0,6.0
429,18.0,1.0,0.8,11.0,-3.799999999999999,1.2000000000000002,-0.2,-0.2,-5.600000000000001,1.5999999999999996,-1.0,-0.2,1.0,0.0
430,16.0,2.0,-1.4,8.0,-5.199999999999999,-1.7999999999999998,0.0,0.0,-19.200000000000003,1.5999999999999996,0.9999999999999998,0.4,2.0,-2.0
431,9.0,1.0,0.8,15.0,1.5999999999999996,1.0,0.2,0.2,10.800000000000004,0.1999999999999993,0.0,0.0,1.0,3.0
432,17.0,2.0,-0.2000000000000001,0.0,-5.200000000000001,-0.7999999999999998,-0.2,-0.2,5.600000000000001,-1.3999999999999986,0.1999999999999999,0.0,0.0,-5.0
433,10.0,1.0,0.0,7.0,5.599999999999998,3.6,-0.2,-0.2,0.6000000000000014,-3.3999999999999986,0.2000000000000001,0.0,1.0,1.0
434,25.0,2.0,-0.8,14.0,-2.8000000000000007,-1.6,0.3999999999999999,0.3999999999999999,-10.4,-1.8000000000000007,0.0,0.0,2.0,-6.0
435,11.0,2.0,-1.0,5.0,-2.599999999999998,-2.8,0.0,0.0,12.800000000000004,0.0,0.4000000000000003,0.4,1.0,2.0
436,19.0,1.0,-1.0,1.0,-2.4000000000000004,1.6000000000000003,-0.4,-0.6,-13.0,1.3999999999999986,-1.5999999999999996,0.2,0.0,2.0
437,2.0,0.0,1.0,24.0,-0.1999999999999993,0.0,0.0,-0.2,2.799999999999997,0.5999999999999996,0.3999999999999999,-0.6,1.0,4.0
438,12.0,1.0,1.4,21.0,11.4,3.6,0.2,0.2,24.0,-4.600000000000001,0.0,0.0,1.0,6.0
439,13.0,1.0,-0.6000000000000001,18.0,-0.200000000000001,0.0,-0.2,0.0,-6.399999999999999,-1.3999999999999986,-0.1999999999999997,0.0,0.0,-3.0
440,15.0,1.0,-1.0,13.0,-0.1999999999999993,-1.0,0.0,-0.4,-0.4000000000000057,-3.200000000000001,0.1999999999999997,0.0,1.0,4.0
441,24.0,1.0,-0.2,16.0,-1.4000000000000004,0.0,-0.2,0.0,8.600000000000001,1.0000000000000018,-0.1999999999999997,0.0,1.0,-5.0
442,7.0,2.0,0.0,11.0,0.0,1.0,-0.2,-0.2,-9.0,-0.8000000000000007,-0.3999999999999999,-0.6,0.0,-3.0
443,8.0,2.0,-0.1999999999999999,9.0,-0.200000000000001,0.3999999999999994,0.0,0.0,-0.6000000000000014,-2.200000000000001,0.1999999999999997,0.2,0.0,-2.0
444,0.0,1.0,1.2,25.0,6.6,2.2,-0.3999999999999999,-0.3999999999999999,12.199999999999996,-0.4000000000000003,-1.0,0.0,1.0,6.0
445,1.0,0.0,-0.4000000000000001,10.0,-1.400000000000002,-2.3999999999999995,0.0,0.2,5.799999999999997,4.600000000000001,1.4,0.2,0.0,-3.0
446,14.0,0.0,-0.1999999999999999,2.0,5.4,0.6000000000000001,0.2,0.4,12.400000000000006,0.2000000000000028,0.4000000000000003,0.2,1.0,4.0
447,5.0,1.0,1.2000000000000002,19.0,3.4000000000000004,0.0,0.4,0.6,0.5999999999999943,-2.599999999999998,0.4000000000000003,-0.2,1.0,4.0
448,18.0,0.0,-0.6000000000000001,12.0,-12.999999999999998,-3.6,0.2,0.2,-9.400000000000006,6.199999999999999,0.0,0.0,2.0,-4.0
449,9.0,1.0,0.2000000000000001,1.0,2.8000000000000007,1.0,0.0,-0.2,3.4000000000000057,-3.2,-2.0,-0.4,1.0,6.0
450,10.0,0.0,-0.8,0.0,-5.400000000000002,-0.7999999999999998,0.0,0.2,-3.3999999999999986,-2.200000000000001,0.3999999999999999,0.2,0.0,0.0
451,12.0,1.0,0.8,24.0,11.8,3.2,0.2,0.0,15.800000000000004,-7.399999999999999,-0.2000000000000001,-0.2,1.0,6.0
452,11.0,0.0,-0.3999999999999999,25.0,1.0,-0.2000000000000001,0.0,0.0,15.4,1.0,0.0,1.0,1.0,6.0
453,17.0,2.0,0.3999999999999999,8.0,-1.6000000000000014,0.1999999999999993,-0.2,-0.2,3.200000000000003,-2.0,-0.4000000000000001,-0.2,2.0,3.0
454,16.0,0.0,-1.0,14.0,-3.3999999999999986,-1.7999999999999998,0.0,-0.2,-14.0,-1.8000000000000007,0.0,0.0,0.0,-1.0
455,13.0,1.0,0.4,7.0,0.5999999999999996,0.0,-0.2,0.0,-3.5999999999999943,1.8000000000000007,-1.0,-0.4,1.0,-2.0
456,2.0,1.0,1.0,15.0,-4.199999999999999,-1.4,0.2,0.2,-6.399999999999999,3.4000000000000004,-0.3999999999999999,-0.2,1.0,5.0
457,19.0,1.0,-0.8,18.0,-0.1999999999999993,0.3999999999999999,-0.4,-0.4,-5.400000000000006,3.400000000000002,1.0,0.0,0.0,-3.0
458,21.0,0.0,-0.4000000000000001,5.0,-3.799999999999999,-1.6,-0.2,-0.4,-8.399999999999999,0.5999999999999996,-1.0,0.2,0.0,-6.0
459,24.0,2.0,-1.0,17.0,-1.1999999999999993,-1.0,0.0,0.2,-6.799999999999997,3.4000000000000004,-0.3999999999999999,0.2,1.0,-4.0
460,8.0,0.0,0.4000000000000001,13.0,1.200000000000001,1.4,0.6,0.1999999999999999,10.200000000000005,0.6000000000000014,0.1999999999999997,0.2,1.0,4.0
461,7.0,1.0,-0.6,21.0,1.5999999999999996,0.6000000000000001,0.0,0.2,12.0,3.0,1.1999999999999995,0.2,1.0,6.0
462,25.0,0.0,-0.6000000000000001,9.0,-10.6,-3.2,0.3999999999999999,0.6000000000000001,-21.800000000000004,-0.5999999999999996,0.3999999999999999,0.0,2.0,-6.0
463,14.0,1.0,-0.3999999999999999,11.0,3.0,0.0,-0.4,-0.2,4.399999999999999,3.0,0.6000000000000001,-0.4,0.0,1.0
464,18.0,0.0,-0.8,2.0,-1.8000000000000007,0.0,0.0,0.0,12.0,1.1999999999999993,0.0,0.2,1.0,4.0
465,1.0,1.0,0.2,16.0,-2.2,0.0,0.2,0.4,6.399999999999999,1.1999999999999993,0.6000000000000001,0.2,1.0,0.0
466,15.0,0.0,-1.2000000000000002,12.0,-8.6,-1.7999999999999998,-0.2,-0.2,-12.200000000000005,3.0,0.7999999999999998,0.0,2.0,-6.0
467,5.0,2.0,-0.6000000000000001,10.0,-0.8000000000000007,-1.2000000000000002,-0.2,-0.1999999999999999,-1.5999999999999943,2.2,0.6000000000000001,-0.2,0.0,-2.0
468,0.0,1.0,2.4,19.0,8.600000000000001,4.6,0.0,0.0,7.799999999999997,-4.999999999999998,-1.6,0.0,1.0,1.0
469,13.0,2.0,1.6,24.0,1.200000000000001,0.4000000000000003,0.0,0.4,-11.0,0.0,-0.2000000000000001,0.0,1.0,0.0
470,21.0,2.0,-1.4,8.0,-5.799999999999999,-2.0,-0.6,-0.6,-15.4,-1.5999999999999996,-0.7999999999999998,-0.2,2.0,-6.0
471,19.0,2.0,-0.2,14.0,-3.0,-0.3999999999999999,0.0,-0.2,-13.799999999999995,-1.400000000000002,0.2000000000000001,0.0,2.0,-4.0
472,9.0,1.0,0.8,7.0,7.4,1.2000000000000002,0.2,0.0,11.4,-5.0,-1.5999999999999996,-0.4,1.0,1.0
473,16.0,0.0,-0.7999999999999999,25.0,3.799999999999999,-1.2000000000000002,-0.6,-0.8,6.200000000000003,2.8000000000000007,0.6000000000000001,0.2,1.0,6.0
474,2.0,1.0,0.1999999999999999,1.0,-3.6,-1.0,0.2,0.0,-11.200000000000005,-1.4000000000000004,-0.4000000000000003,-0.4,1.0,-1.0
475,12.0,0.0,-2.8,0.0,-1.3999999999999986,-4.2,-0.4,-0.4,7.400000000000006,-1.0,0.0,0.2,0.0,0.0
476,17.0,2.0,0.2000000000000001,5.0,0.0,0.2000000000000001,-0.2,-0.4,3.800000000000004,-0.4000000000000003,-0.3999999999999999,-0.2,1.0,0.0
477,10.0,1.0,1.2000000000000002,18.0,2.0,1.6,0.2,0.6000000000000001,-1.0,-2.2,0.6000000000000001,0.0,1.0,0.0
478,11.0,1.0,0.7999999999999999,15.0,1.5999999999999996,0.0,0.4,0.4,10.799999999999995,1.0,0.0,0.6000000000000001,1.0,6.0
479,14.0,1.0,0.2000000000000001,12.0,-3.200000000000001,-1.5999999999999996,0.2,0.4,-2.6000000000000014,3.2,0.7999999999999998,0.4,0.0,-1.0
480,1.0,2.0,-1.0,8.0,-3.8000000000000007,-0.4000000000000003,-0.3999999999999999,-0.3999999999999999,-4.400000000000006,1.3999999999999986,-0.3999999999999999,0.2,2.0,-2.0
481,18.0,2.0,-1.2000000000000002,9.0,-12.2,-4.6,-0.2,-0.2,-12.199999999999996,0.7999999999999989,-0.3999999999999999,0.2,2.0,-4.0
482,7.0,2.0,0.6,19.0,1.8000000000000007,2.2,0.0,0.2,9.199999999999996,1.5999999999999996,0.1999999999999997,0.6000000000000001,1.0,-4.0
483,24.0,1.0,0.0,21.0,-0.6000000000000014,0.3999999999999999,0.0,0.0,9.4,5.800000000000001,1.2000000000000002,0.0,1.0,2.0
484,0.0,2.0,2.2,2.0,8.600000000000001,5.6,0.2,0.2,9.0,-0.5999999999999996,-0.7999999999999998,0.0,1.0,-2.0
485,25.0,0.0,-0.1999999999999999,17.0,-1.1999999999999993,-0.3999999999999994,0.2,0.4,-14.799999999999995,-1.200000000000001,0.0,0.2,1.0,-6.0
486,11.0,2.0,-1.6,10.0,-0.1999999999999993,-1.2000000000000002,-0.3999999999999999,-0.8,4.600000000000001,0.4000000000000003,0.2000000000000001,0.3999999999999999,0.0,2.0
487,5.0,0.0,-0.6000000000000001,13.0,-2.3999999999999986,0.1999999999999993,0.2,0.2,3.0,1.8000000000000007,1.7999999999999998,0.2,1.0,2.0
488,15.0,2.0,-0.1999999999999999,16.0,-5.799999999999999,0.1999999999999997,0.0,0.0,-3.3999999999999986,-0.1999999999999993,1.0,0.2,0.0,-4.0
489,17.0,1.0,0.0,1.0,0.5999999999999996,0.4000000000000003,-0.2,-0.2,4.399999999999999,-2.6,0.7999999999999998,-0.2,0.0,-4.0
490,21.0,2.0,0.6000000000000001,18.0,1.0,0.0,0.0,0.0,-3.199999999999996,-4.000000000000002,0.2000000000000001,0.0,2.0,-6.0
491,8.0,1.0,1.2000000000000002,24.0,4.0,1.2000000000000002,0.8,0.8,5.0,1.3999999999999986,0.0,0.0,1.0,6.0
492,12.0,0.0,-0.1999999999999999,7.0,2.6,0.2000000000000001,0.0,-0.2,1.2000000000000028,-2.599999999999998,-0.6000000000000001,-0.8,1.0,4.0
493,2.0,1.0,0.8,5.0,-2.6000000000000014,-1.0000000000000004,0.2,0.2,-7.799999999999997,-2.200000000000001,0.2000000000000001,-0.2,0.0,-1.0
494,19.0,0.0,0.6,15.0,0.7999999999999989,0.0,0.0,0.0,-4.0,-2.0,-1.4000000000000004,0.0,1.0,2.0
495,10.0,1.0,1.2000000000000002,25.0,2.6,1.2000000000000002,0.3999999999999999,0.6,12.6,0.5999999999999996,0.7999999999999998,0.0,1.0,6.0
496,13.0,1.0,-0.1999999999999999,14.0,0.1999999999999993,0.0,-0.4,-0.6,-9.6,-3.200000000000001,-1.6,-0.6,2.0,-6.0
497,9.0,1.0,0.2000000000000001,11.0,8.2,3.2,0.2,0.2,5.200000000000003,0.1999999999999993,-0.7999999999999998,-0.2,1.0,4.0
498,16.0,0.0,-2.4,0.0,-5.800000000000001,-4.4,-0.4,-0.4,-10.0,2.2,0.5999999999999996,-0.2,2.0,2.0
499,18.0,2.0,-1.4,8.0,-10.0,-2.6,-0.1999999999999999,-0.1999999999999999,-6.199999999999996,1.3999999999999986,-0.4000000000000003,0.2,0.0,1.0
500,11.0,0.0,-0.1999999999999999,12.0,-2.6000000000000014,-1.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,-4.0
501,0.0,2.0,1.0,9.0,-3.799999999999997,-1.7999999999999998,0.0,0.0,-4.200000000000003,-2.0,0.3999999999999999,0.2,2.0,-2.0
502,24.0,1.0,-0.3999999999999999,5.0,-3.200000000000001,-2.4,0.2,0.2,-4.0,-1.8000000000000007,-0.3999999999999999,-0.2,1.0,-4.0
503,17.0,2.0,-1.0,10.0,-1.3999999999999986,-1.0,-0.8,-1.0,-1.1999999999999955,2.6000000000000014,0.0,0.0,2.0,-4.0
504,1.0,0.0,-0.6000000000000001,13.0,-4.800000000000001,-2.2,0.2,0.2,7.800000000000004,3.8000000000000007,0.9999999999999998,0.0,0.0,5.0
505,16.0,1.0,-0.4,19.0,0.1999999999999993,0.1999999999999997,0.0,0.0,-2.6000000000000014,1.8000000000000007,-0.3999999999999999,-0.2,1.0,0.0
506,14.0,1.0,1.0,21.0,2.6000000000000014,1.0,0.4,0.6,7.600000000000001,0.1999999999999993,0.0,0.1999999999999999,1.0,6.0
507,25.0,0.0,-1.0,2.0,-1.4000000000000004,0.4000000000000003,0.2,0.6,-7.799999999999997,-1.5999999999999996,0.3999999999999999,0.2,2.0,-6.0
508,15.0,0.0,-1.0,7.0,-1.799999999999999,-1.4000000000000004,0.0,0.2,-11.0,1.1999999999999993,1.2000000000000002,-0.4,1.0,-1.0
509,5.0,2.0,-0.4000000000000001,25.0,-0.7999999999999989,-1.0,-0.4,-0.6,7.600000000000001,2.200000000000001,0.2000000000000001,-0.2,1.0,6.0
510,21.0,2.0,-1.4,0.0,-6.0,-1.8000000000000005,-0.4,-0.6,-13.200000000000005,0.5999999999999996,0.3999999999999999,0.0,2.0,-6.0
511,7.0,2.0,0.1999999999999999,18.0,1.4000000000000004,0.8000000000000003,-0.4,-0.4,7.0,0.1999999999999993,0.1999999999999997,0.2,0.0,-3.0
512,12.0,2.0,-0.6000000000000001,1.0,3.8000000000000007,1.1999999999999993,-0.2,-0.2,0.0,-2.8000000000000007,-0.3999999999999999,0.0,1.0,4.0
513,24.0,2.0,-1.2000000000000002,14.0,-5.199999999999999,-2.2,-0.2,-0.3999999999999999,-1.3999999999999986,0.8000000000000007,0.2000000000000001,-0.4,0.0,-6.0
514,9.0,0.0,0.0,17.0,6.199999999999999,2.8,0.4,0.4,5.399999999999999,0.8000000000000007,-0.3999999999999999,0.2,1.0,6.0
515,10.0,1.0,1.7999999999999998,19.0,2.8000000000000007,2.8,0.4,0.6,6.600000000000001,-3.2,0.0,-0.4,1.0,6.0
516,13.0,2.0,0.5999999999999999,11.0,0.4000000000000003,0.5999999999999996,0.0,0.0,-11.800000000000004,-0.1999999999999993,-1.7999999999999998,0.0,0.0,-5.0
517,8.0,1.0,1.8000000000000005,15.0,8.8,3.4000000000000004,0.0,-0.2,11.200000000000005,0.0,-0.3999999999999999,0.0,1.0,5.0
518,2.0,1.0,1.6,16.0,-5.199999999999999,-0.4000000000000003,0.0,0.0,0.6000000000000014,-0.3999999999999986,-0.1999999999999997,0.4,1.0,-1.0
519,8.0,0.0,-0.1999999999999997,14.0,3.8000000000000007,1.5999999999999996,-0.3999999999999999,-0.6000000000000001,2.3999999999999986,2.400000000000002,0.1999999999999997,-0.4,1.0,-1.0
520,0.0,1.0,0.0,24.0,6.800000000000001,2.2,-0.2,0.0,7.800000000000004,-0.8000000000000007,0.7999999999999998,0.4,1.0,6.0
521,10.0,1.0,1.2,9.0,-4.199999999999999,-2.0,0.4,0.4,-3.200000000000003,-3.2,0.0,-0.2,0.0,-4.0
522,19.0,0.0,-0.1999999999999999,12.0,-6.199999999999999,-3.6,0.0,0.0,-4.399999999999999,2.6000000000000014,0.6000000000000001,0.2,0.0,-6.0
523,15.0,2.0,0.0,21.0,1.200000000000001,-0.7999999999999998,0.2,0.4,5.600000000000001,2.2,0.6000000000000001,-0.4,1.0,4.0
524,17.0,0.0,-1.4,2.0,-0.7999999999999989,-1.2000000000000002,-0.2,-0.2,3.3999999999999986,-0.1999999999999993,0.5999999999999996,-0.4,0.0,2.0
525,16.0,2.0,0.3999999999999999,13.0,4.0,0.7999999999999998,0.4,0.4,4.600000000000001,-1.4000000000000004,0.0,0.0,1.0,5.0
526,1.0,2.0,0.8,11.0,-4.4,-0.4000000000000003,0.2,0.2,-2.5999999999999943,1.3999999999999986,-0.3999999999999999,0.0,1.0,-5.0
527,18.0,1.0,0.0,5.0,-4.199999999999999,-2.0,0.4,0.4,-6.600000000000001,1.8000000000000007,0.3999999999999999,0.4,0.0,-1.0
528,25.0,0.0,1.0,7.0,2.4000000000000004,3.0000000000000004,0.2,0.4,-12.199999999999996,0.5999999999999996,0.7999999999999998,0.0,1.0,-6.0
529,7.0,2.0,-0.3999999999999999,16.0,-2.0,-1.8000000000000005,-0.2,-0.3999999999999999,11.4,2.200000000000001,0.8,0.4,2.0,-4.0
530,12.0,2.0,-0.3999999999999999,13.0,8.6,1.5999999999999996,0.0,0.0,19.4,-0.3999999999999986,0.0,0.2,1.0,6.0
531,21.0,1.0,-1.4,25.0,-5.000000000000002,-2.0,-0.2,-0.4,-6.0,0.8000000000000007,-0.2000000000000001,0.2,1.0,0.0
532,11.0,0.0,-0.8,17.0,1.0,1.8000000000000005,0.2,0.0,-1.0,1.799999999999999,0.4000000000000003,0.0,1.0,5.0
533,9.0,1.0,0.6000000000000001,19.0,6.200000000000001,4.6000000000000005,0.2,0.2,13.0,-5.800000000000001,-0.3999999999999999,0.0,1.0,5.0
534,5.0,0.0,-1.0,8.0,-2.0,-2.0,-0.2,-0.2,5.399999999999999,-2.6000000000000014,-0.5999999999999996,0.0,2.0,-2.0
535,24.0,0.0,0.0,18.0,-1.3999999999999986,-0.6000000000000001,-0.2,-0.2,1.8000000000000045,-2.3999999999999986,-0.6000000000000001,0.0,0.0,-3.0
536,14.0,1.0,1.2000000000000002,15.0,-0.1999999999999993,1.6000000000000003,0.2,0.0,0.3999999999999986,-0.6000000000000014,-1.0,0.2,1.0,2.0
537,1.0,1.0,0.2000000000000001,0.0,-7.0,-1.2000000000000002,0.0,-0.2,-9.0,2.200000000000001,0.7999999999999998,-0.4,0.0,-6.0
538,2.0,2.0,0.2000000000000001,10.0,-4.199999999999999,-1.0,-0.3999999999999999,-0.6000000000000001,-0.2000000000000028,3.6,-0.1999999999999997,0.4,0.0,-4.0
539,21.0,2.0,-0.8,17.0,-3.8000000000000007,0.5999999999999996,0.0,-0.2,-12.4,2.2,-0.2000000000000001,0.2,1.0,-6.0
540,16.0,2.0,-0.8,9.0,-5.200000000000001,-2.8000000000000003,0.2,0.3999999999999999,-11.800000000000004,3.8000000000000007,0.2000000000000001,-0.2,2.0,-2.0
541,5.0,2.0,-1.0,14.0,-0.8000000000000007,-0.4000000000000003,-0.4,-0.4,-1.0,1.8000000000000007,0.7999999999999998,0.0,0.0,0.0
542,8.0,1.0,1.0,7.0,5.399999999999999,4.0,-0.2,-0.2,-7.0,-0.6000000000000014,-0.8000000000000003,-0.4,1.0,2.0
543,18.0,2.0,1.4,15.0,0.1999999999999993,1.6,0.0,-0.4,2.3999999999999986,1.3999999999999986,-0.7999999999999998,0.2,1.0,4.0
544,19.0,1.0,-2.2,2.0,-2.0,-2.8,-0.2,-0.2,-5.200000000000003,-0.2000000000000028,-0.5999999999999996,-0.2,0.0,0.0
545,13.0,0.0,0.5999999999999999,21.0,-2.8000000000000007,-1.6,0.0,0.0,-1.8000000000000045,-2.0,0.0,0.0,1.0,2.0
546,0.0,1.0,0.6000000000000001,11.0,1.400000000000002,0.2000000000000001,0.0,0.2,6.799999999999997,-1.599999999999998,-0.8000000000000003,0.2,1.0,0.0
547,17.0,2.0,0.5999999999999999,12.0,-9.4,-2.4,0.0,0.2,-5.400000000000006,0.200000000000001,1.2000000000000002,-0.2,1.0,-2.0
548,25.0,2.0,-0.4000000000000001,1.0,4.4,0.5999999999999996,0.0,0.2,1.8000000000000045,1.1999999999999993,-0.4000000000000003,0.0,0.0,-6.0
549,14.0,2.0,1.2000000000000002,18.0,3.0,0.7999999999999998,0.4,0.4,8.399999999999999,-4.000000000000002,-0.9999999999999998,-0.4,1.0,4.0
550,15.0,2.0,-0.6000000000000001,24.0,2.200000000000001,-0.6000000000000001,0.0,0.1999999999999999,-1.0,0.7999999999999972,0.2000000000000001,-0.2,0.0,3.0
551,7.0,1.0,-0.7999999999999999,17.0,-2.0,-1.6,0.2,0.0,2.199999999999996,-0.3999999999999986,0.2000000000000001,0.4,0.0,-2.0
552,21.0,2.0,-1.7999999999999998,10.0,-4.199999999999999,-0.1999999999999993,-0.6,-0.8,-12.800000000000004,3.400000000000002,0.0,0.0,2.0,-6.0
553,12.0,2.0,-0.8,8.0,9.4,0.4000000000000003,-0.2,-0.2,11.199999999999996,-1.6000000000000014,-0.1999999999999997,0.2,0.0,2.0
554,11.0,0.0,-0.3999999999999999,16.0,2.799999999999999,1.2000000000000002,-0.2,-0.3999999999999999,7.200000000000003,4.0,0.6000000000000001,-0.2,1.0,0.0
555,25.0,2.0,0.3999999999999999,19.0,6.0,2.4000000000000004,0.2,0.2,11.4,3.599999999999998,1.5999999999999996,0.0,0.0,-6.0
556,0.0,1.0,1.4,13.0,10.6,5.4,0.2,0.4,20.0,-0.7999999999999989,0.1999999999999997,0.0,1.0,6.0
557,1.0,0.0,1.6,5.0,0.0,2.6,0.2,0.2,-4.399999999999999,1.3999999999999986,1.0,0.2,1.0,-4.0
558,9.0,1.0,0.2000000000000001,2.0,6.0,2.8,0.0,0.0,11.0,-3.6,-1.1999999999999995,-0.3999999999999999,1.0,6.0
559,8.0,0.0,-1.4,0.0,-8.2,-2.3999999999999995,0.0,0.0,-11.6,3.0,0.9999999999999998,0.0,0.0,0.0
560,2.0,2.0,0.8,11.0,-5.000000000000002,-2.6,-0.2,-0.2,-6.600000000000001,0.1999999999999993,0.2000000000000001,0.2,1.0,-3.0
561,10.0,1.0,1.2,12.0,-6.199999999999999,-1.0,0.6,0.8,-8.399999999999999,3.0,0.9999999999999998,-0.2,1.0,-5.0
562,5.0,1.0,0.0,15.0,0.4000000000000003,2.4,-0.2,-0.4,-0.8000000000000043,2.6000000000000014,0.0,-0.2,1.0,4.0
563,16.0,1.0,-0.1999999999999999,21.0,-1.8000000000000007,-2.4000000000000004,0.2,0.4,0.4000000000000057,1.6000000000000014,0.1999999999999997,0.0,1.0,6.0
564,24.0,1.0,1.0,7.0,1.6000000000000014,2.4,-0.2,-0.2,-2.6000000000000014,0.6000000000000014,-1.2000000000000002,-0.2,1.0,-6.0
565,19.0,1.0,-0.1999999999999999,17.0,-3.6000000000000014,-1.4,0.0,-0.2,-15.799999999999995,-0.7999999999999989,-1.6,-0.2,0.0,-2.0
566,14.0,2.0,-0.3999999999999999,9.0,-1.6000000000000014,-1.0,0.0,0.0,-8.400000000000006,0.5999999999999996,0.8,-0.2,2.0,-1.0
567,18.0,1.0,-0.1999999999999999,1.0,-1.5999999999999996,-1.5999999999999996,0.0,0.0,-6.799999999999997,4.800000000000001,-1.0,0.2,0.0,0.0
568,13.0,1.0,-0.1999999999999999,25.0,-4.6,-2.4000000000000004,0.0,0.0,-10.400000000000006,-5.4,-1.2000000000000002,0.0,0.0,2.0
569,17.0,1.0,-1.0,18.0,2.3999999999999986,-0.5999999999999996,-0.2,-0.2,16.0,-5.200000000000003,-0.4000000000000003,0.0,0.0,-4.0
570,10.0,1.0,0.8000000000000003,16.0,3.0,1.4000000000000004,0.3999999999999999,0.4,7.799999999999997,-2.4000000000000004,-1.0,-0.2,1.0,6.0
571,12.0,2.0,0.0,5.0,6.200000000000001,1.5999999999999996,0.0,0.0,15.800000000000004,-8.8,-1.0,0.2,1.0,2.0
572,21.0,0.0,0.3999999999999999,2.0,1.1999999999999993,3.0,0.0,0.0,-6.399999999999999,-4.0,0.0,0.0,1.0,-5.0
573,1.0,0.0,-0.3999999999999999,24.0,4.6,1.4000000000000004,-0.2,-0.2,1.6000000000000014,1.0,0.3999999999999999,0.0,0.0,6.0
574,9.0,1.0,1.2,13.0,4.4,2.6,0.4,0.4,19.6,-2.6000000000000014,-0.7999999999999998,0.2,1.0,6.0
575,11.0,1.0,-0.6000000000000001,19.0,4.0,1.2000000000000002,0.2,0.2,10.4,1.4000000000000004,1.0,0.0,1.0,-1.0
576,7.0,2.0,-0.6000000000000001,14.0,-9.4,-2.6,0.0,0.0,-10.4,6.4,1.7999999999999998,0.4,1.0,-4.0
577,25.0,0.0,-1.0,8.0,4.4,-1.2000000000000002,-0.2,-0.2,6.799999999999997,0.8000000000000007,0.2000000000000001,0.0,2.0,-7.0
578,0.0,2.0,2.4,15.0,6.399999999999999,5.6,0.0,0.0,6.200000000000003,-2.0,-0.3999999999999999,-0.2,1.0,3.0
579,21.0,2.0,0.0,11.0,-5.600000000000001,-1.2000000000000002,0.0,0.0,-8.199999999999996,-4.0,0.2000000000000001,0.4,0.0,-7.0
580,15.0,2.0,-0.3999999999999999,1.0,-2.6,-3.2,0.2,0.2,-4.200000000000003,-2.0,-1.4,-0.2,0.0,-2.0
581,18.0,2.0,-1.0,0.0,-7.600000000000001,-2.2,0.2,0.0,-14.799999999999995,7.199999999999999,1.0,0.2,2.0,0.0
582,5.0,0.0,0.3999999999999999,7.0,3.799999999999999,1.3999999999999997,-0.2,-0.2,-6.600000000000001,0.1999999999999993,-1.6,0.0,1.0,-1.0
583,8.0,0.0,1.2,2.0,0.1999999999999993,3.6,0.0,0.0,-1.0,0.8000000000000007,-0.4000000000000003,-0.2,1.0,3.0
584,12.0,1.0,-1.8,9.0,3.6000000000000014,0.0,-0.4,-0.4,-1.7999999999999972,-4.0,0.0,0.0,2.0,-4.0
585,14.0,0.0,-0.3999999999999999,10.0,5.0,0.8000000000000007,-0.1999999999999999,-0.4,5.600000000000001,-2.0,0.8000000000000003,0.0,0.0,1.0
586,24.0,1.0,1.4,25.0,-0.8000000000000007,2.0,0.4,0.4,4.200000000000003,0.4000000000000021,0.1999999999999997,0.2,1.0,3.0
587,16.0,0.0,0.4000000000000001,17.0,-0.7999999999999989,0.2000000000000001,0.2,0.2,-22.6,1.3999999999999986,1.0,0.2,0.0,-2.0
588,13.0,1.0,-0.6000000000000001,19.0,-3.2,-1.0,0.0,0.0,-2.0,4.800000000000001,1.6,0.0,2.0,-2.0
589,1.0,1.0,0.6000000000000001,21.0,4.0,1.6000000000000003,0.0,0.0,8.199999999999996,7.599999999999998,0.1999999999999997,-0.2,1.0,7.0
590,17.0,1.0,-1.0,14.0,-8.599999999999998,-2.4000000000000004,-0.2,-0.2,0.0,1.0,-1.7999999999999998,0.4,2.0,-5.0
591,2.0,0.0,-0.3999999999999999,13.0,4.199999999999999,-1.0,0.2,0.2,7.600000000000001,-0.5999999999999996,-0.3999999999999999,0.2,1.0,5.0
592,25.0,1.0,-0.4,18.0,1.4000000000000004,-0.8000000000000003,-0.2,-0.2,0.6000000000000014,-5.200000000000001,-1.6,-0.3999999999999999,1.0,-5.0
593,19.0,2.0,-0.3999999999999999,8.0,-3.0,-1.7999999999999998,-0.2,-0.2,0.0,-3.6000000000000014,-1.1999999999999995,-0.2,2.0,-4.0
