,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Reti,Tiri,Tiri.1,% TiP,G/Tiri,G/TiP,Dist.,Pun.,Rigori,Rig T,npxG,npxG/Sh,G-xG,np:G-xG
10,31-10-2021,15:00,Serie A,Giornata n. 11,Dom,Ospiti,P,0,3,Fiorentina,0.1,3.3,45,19.511,Giulio Maggiore,4-2-3-1,Antonio Giua,Report partita,,0,3,0,0,0,,254.0,0.0,0,0,0.1,4.0,-0.1,-0.1
11,06-11-2021,15:00,Serie A,Giornata n. 12,Sab,Casa,V,1,0,Torino,0.6,0.9,41,6.953,Giulio Maggiore,4-2-3-1,Daniele Orsato,Report partita,,1,7,3,429,14,33.0,185.0,0.0,0,0,0.6,9.0,0.4,0.4
12,20-11-2021,15:00,Serie A,Giornata n. 13,Sab,Ospiti,P,2,5,Atalanta,1.0,2.5,50,10.744,Giulio Maggiore,3-5-1-1,Rosario Abisso,Report partita,,2,10,5,500,20,40.0,192.0,0.0,0,0,1.0,10.0,1.0,1.0
13,28-11-2021,15:00,Serie A,Giornata n. 14,Dom,Casa,P,0,1,Bologna,1.1,2.4,43,6.265,Giulio Maggiore,4-3-3,Luca Massimi,Report partita,,0,14,6,429,0,0.0,178.0,0.0,0,0,1.1,8.0,-1.1,-1.1
14,01-12-2021,18:30,Serie A,Giornata n. 15,Mer,Ospiti,P,0,2,Inter,0.4,2.8,37,30.076,Emmanuel Gyasi,3-5-2,Davide Ghersini,Report partita,,0,7,4,571,0,0.0,191.0,0.0,0,0,0.4,5.0,-0.4,-0.4
15,05-12-2021,15:00,Serie A,Giornata n. 16,Dom,Casa,N,2,2,Sassuolo,2.2,1.4,35,4.987,Giulio Maggiore,3-5-2,Fabio Maresca,Report partita,,2,9,4,444,22,50.0,115.0,1.0,0,0,2.2,25.0,-0.2,-0.2
16,13-12-2021,20:45,Serie A,Giornata n. 17,Lun,Ospiti,P,0,2,Roma,0.5,1.9,48,44.844,Giulio Maggiore,3-5-2,Alessandro Prontera,Report partita,,0,8,2,250,0,0.0,145.0,0.0,0,0,0.5,6.0,-0.5,-0.5
17,19-12-2021,15:00,Serie A,Giornata n. 18,Dom,Casa,N,1,1,Empoli,0.6,1.8,34,5.414,Giulio Maggiore,3-5-2,Manuel Volpi,Report partita,,0,9,2,222,0,0.0,112.0,0.0,0,0,0.6,7.0,-0.6,-0.6
18,22-12-2021,20:45,Serie A,Giornata n. 19,Mer,Ospiti,V,1,0,Napoli,0.3,2.0,35,25.0,Giulio Maggiore,3-5-2,Luca Massimi,Report partita,,0,8,0,0,0,,255.0,2.0,0,0,0.3,4.0,-0.3,-0.3
19,06-01-2022,14:30,Serie A,Giornata n. 20,Gio,Casa,P,1,2,Hellas Verona,0.9,1.9,40,3.25,Giulio Maggiore,4-1-4-1,Maurizio Mariani,Report partita,,1,9,3,333,11,33.0,167.0,0.0,0,0,0.9,10.0,0.1,0.1
20,09-01-2022,18:30,Serie A,Giornata n. 21,Dom,Ospiti,V,1,0,Genoa,1.5,1.0,46,8.0,Giulio Maggiore,4-3-3,Marco Guida,Report partita,,1,17,9,529,6,11.0,184.0,0.0,0,0,1.5,9.0,-0.5,-0.5
21,17-01-2022,18:30,Serie A,Giornata n. 22,Lun,Ospiti,V,2,1,Milan,1.4,2.5,40,5.0,Giulio Maggiore,4-3-3,Marco Serra,Report partita,,2,10,6,600,20,33.0,152.0,0.0,0,0,1.4,14.0,0.6,0.6
22,23-01-2022,15:00,Serie A,Giornata n. 23,Dom,Casa,V,1,0,Sampdoria,0.4,0.4,40,5.0,Emmanuel Gyasi,4-1-4-1,Gianluca Manganiello,Report partita,,1,7,2,286,14,50.0,179.0,1.0,0,0,0.4,6.0,0.6,0.6
23,07-02-2022,20:45,Serie A,Giornata n. 24,Lun,Ospiti,N,2,2,Salernitana,1.9,0.4,44,10.668,Giulio Maggiore,4-2-3-1,Paolo Valeri,Report partita,,2,11,0,0,0,,228.0,2.0,2,2,0.4,4.0,0.1,-0.4
24,14-02-2022,20:45,Serie A,Giornata n. 25,Lun,Casa,P,1,2,Fiorentina,0.7,2.2,33,5.4,Giulio Maggiore,4-2-3-1,Matteo Marchetti,Report partita,,1,9,1,111,11,100.0,206.0,0.0,0,0,0.7,7.0,0.3,0.3
25,21-02-2022,21:00,Serie A,Giornata n. 26,Lun,Ospiti,P,1,2,Bologna,0.5,1.9,39,12.05,Giulio Maggiore,4-2-3-1,Livio Marinelli,Report partita,,1,6,2,333,17,50.0,212.0,0.0,0,0,0.5,9.0,0.5,0.5
26,27-02-2022,18:05,Serie A,Giornata n. 27,Dom,Casa,P,0,1,Roma,0.3,3.5,36,8.107,Simone Bastoni,4-3-3,Michael Fabbri,Report partita,,0,9,3,333,0,0.0,224.0,1.0,0,0,0.3,3.0,-0.3,-0.3
