,data,ora,competizione,girone,giorno,stadio,risultato,rf,rs,avversario,xg,xga,poss.,spettatori,capitano,formazione,arbitro,report partita,note,reti,tiri,tiri.1,% tip,g/tiri,g/tip,dist.,pun.,rigori,rig t,npxg,npxg/sh,g-xg,np:g-xg,team
10,31-10-2021,15:00,Serie A,Giornata n. 11,Dom,Ospiti,V,2,1,Sassuolo,1.5,0.9,43.0,3.539,Filippo Bandinelli,4-4-2◆,Luca Massimi,Report partita,,2,13.0,4.0,308.0,8.0,25.0,189.0,0.0,1,1,0.8,6.0,0.5,0.2,Empoli
11,05-11-2021,20:45,Serie A,Giornata n. 12,Ven,Casa,N,2,2,Genoa,0.8,1.7,53.0,5.631,Filippo Bandinelli,4-4-2◆,Luca Pairetto,Report partita,,2,10.0,2.0,200.0,20.0,100.0,162.0,0.0,0,0,0.8,8.0,1.2,1.2,Empoli
12,22-11-2021,18:30,Serie A,Giornata n. 13,Lun,Ospiti,P,1,2,Hellas Verona,1.6,1.3,44.0,13.797,Simone Romagnoli,4-4-2◆,Matteo Gariglio,Report partita,,1,9.0,3.0,333.0,11.0,33.0,168.0,0.0,0,0,1.6,18.0,-0.6,-0.6,Empoli
13,27-11-2021,15:00,Serie A,Giornata n. 14,Sab,Casa,V,2,1,Fiorentina,1.9,2.4,51.0,7.878,Lorenzo Tonelli,4-4-2◆,Juan Sacchi,Report partita,,2,17.0,5.0,294.0,12.0,40.0,168.0,0.0,0,0,1.9,11.0,0.1,0.1,Empoli
14,02-12-2021,18:30,Serie A,Giornata n. 15,Gio,Ospiti,N,2,2,Torino,0.9,0.9,59.0,7.002,Simone Romagnoli,4-4-2◆,Andrea Colombo,Report partita,,2,17.0,5.0,294.0,12.0,40.0,182.0,1.0,0,0,0.9,5.0,1.1,1.1,Empoli
15,06-12-2021,18:30,Serie A,Giornata n. 16,Lun,Casa,V,3,1,Udinese,2.4,2.1,57.0,4.808,Lorenzo Tonelli,4-4-2◆,Daniele Paterna,Report partita,,3,22.0,8.0,364.0,14.0,38.0,154.0,0.0,0,0,2.4,11.0,0.6,0.6,Empoli
16,12-12-2021,18:00,Serie A,Giornata n. 17,Dom,Ospiti,V,1,0,Napoli,0.7,1.7,40.0,20.0,Leo Stulac,4-4-2◆,Livio Marinelli,Report partita,,1,12.0,5.0,417.0,8.0,20.0,177.0,0.0,0,0,0.7,6.0,0.3,0.3,Empoli
17,19-12-2021,15:00,Serie A,Giornata n. 18,Dom,Ospiti,N,1,1,Spezia,1.8,0.6,66.0,5.414,Filippo Bandinelli,4-4-2◆,Manuel Volpi,Report partita,,0,22.0,7.0,318.0,0.0,0.0,152.0,1.0,0,0,1.8,8.0,-1.8,-1.8,Empoli
18,22-12-2021,20:45,Serie A,Giornata n. 19,Mer,Casa,P,2,4,Milan,1.7,1.4,56.0,10.596,Simone Romagnoli,4-4-2◆,Marco Di Bello,Report partita,,2,15.0,4.0,267.0,7.0,25.0,170.0,0.0,1,1,1.0,7.0,0.3,0.0,Empoli
19,06-01-2022,14:30,Serie A,Giornata n. 20,Gio,Ospiti,N,3,3,Lazio,2.0,2.5,38.0,23.0,Andrea La Mantia,4-4-2◆,Antonio Giua,Report partita,,3,10.0,3.0,300.0,20.0,67.0,198.0,1.0,1,1,1.2,13.0,1.0,0.8,Empoli
20,09-01-2022,14:30,Serie A,Giornata n. 21,Dom,Casa,P,1,5,Sassuolo,1.4,4.1,45.0,4.081,Leo Stulac,4-4-2◆,Manuel Volpi,Report partita,,1,15.0,4.0,267.0,7.0,25.0,137.0,0.0,0,0,1.4,9.0,-0.4,-0.4,Empoli
21,16-01-2022,15:00,Serie A,Giornata n. 22,Dom,Ospiti,N,1,1,Venezia,1.6,1.1,50.0,3.805,Filippo Bandinelli,4-3-2-1,Piero Giacomelli,Report partita,,1,18.0,6.0,333.0,6.0,17.0,170.0,1.0,0,0,1.6,9.0,-0.6,-0.6,Empoli
22,23-01-2022,18:00,Serie A,Giornata n. 23,Dom,Casa,P,2,4,Roma,0.9,3.0,58.0,4.92,Filippo Bandinelli,4-3-2-1,Michael Fabbri,Report partita,,2,16.0,7.0,438.0,13.0,29.0,174.0,0.0,0,0,0.9,6.0,1.1,1.1,Empoli
23,06-02-2022,15:00,Serie A,Giornata n. 24,Dom,Ospiti,N,0,0,Bologna,1.6,0.7,41.0,10.349,Simone Romagnoli,4-3-2-1,Cosso Cosso,Report partita,,0,15.0,4.0,267.0,0.0,0.0,172.0,0.0,0,0,1.6,11.0,-1.6,-1.6,Empoli
24,13-02-2022,15:00,Serie A,Giornata n. 25,Dom,Casa,N,1,1,Cagliari,1.0,1.0,45.0,4.787,Simone Romagnoli,4-4-2◆,Federico Dionisi,Report partita,,1,15.0,6.0,400.0,7.0,17.0,239.0,0.0,0,0,1.0,7.0,0.0,0.0,Empoli
25,19-02-2022,15:00,Serie A,Giornata n. 26,Sab,Ospiti,P,0,2,Sampdoria,0.8,0.5,58.0,9.069,Simone Romagnoli,4-4-2◆,Antonio Rapuano,Report partita,,0,10.0,2.0,200.0,0.0,0.0,169.0,1.0,0,0,0.8,8.0,-0.8,-0.8,Empoli
26,26-02-2022,18:00,Serie A,Giornata n. 27,Sab,Casa,P,2,3,Juventus,1.3,2.1,53.0,11.89,Filippo Bandinelli,4-4-2◆,Fabio Maresca,Report partita,,2,11.0,2.0,182.0,18.0,100.0,137.0,0.0,0,0,1.3,13.0,0.7,0.7,Empoli
27,06-03-2022,12:30,Serie A,Giornata n. 28,Dom,Ospiti,N,0,0,Genoa,0.3,1.1,48.0,14.935,Simone Romagnoli,4-3-3,Gianluca Aureliano,Report partita,,0,8.0,2.0,250.0,0.0,0.0,225.0,1.0,0,0,0.3,4.0,-0.3,-0.3,Empoli
28,12-03-2022,20:45,Serie A,Giornata n. 29,Sab,Ospiti,P,0,1,Milan,0.2,0.7,48.0,48.801,Simone Romagnoli,4-3-2-1,Daniele Chiffi,Report partita,,0,5.0,3.0,600.0,0.0,0.0,178.0,0.0,0,0,0.2,4.0,-0.2,-0.2,Empoli
29,20-03-2022,15:00,Serie A,Giornata n. 30,Dom,Casa,N,1,1,Hellas Verona,1.0,1.3,38.0,5.445,Simone Romagnoli,4-4-2◆,Matteo Marcenaro,Report partita,,1,7.0,2.0,286.0,14.0,50.0,191.0,1.0,0,0,1.0,15.0,0.0,0.0,Empoli
30,03-04-2022,12:30,Serie A,Giornata n. 31,Dom,Ospiti,P,0,1,Fiorentina,0.1,1.5,39.0,22.407,Filippo Bandinelli,4-4-2◆,Luca Massimi,Report partita,,0,4.0,1.0,250.0,0.0,0.0,160.0,0.0,0,0,0.1,3.0,-0.1,-0.1,Empoli
31,09-04-2022,15:00,Serie A,Giornata n. 32,Sab,Casa,N,0,0,Spezia,1.0,0.7,57.0,5.265,Simone Romagnoli,4-4-2◆,Giovanni Ayroldi,Report partita,,0,15.0,4.0,267.0,0.0,0.0,159.0,0.0,0,0,1.0,6.0,-1.0,-1.0,Empoli
32,16-04-2022,14:30,Serie A,Giornata n. 33,Sab,Ospiti,P,1,4,Udinese,1.7,1.2,61.0,15.226,Andrea La Mantia,4-4-2◆,Matteo Marchetti,Report partita,,1,14.0,3.0,214.0,0.0,0.0,175.0,1.0,1,1,1.0,7.0,-0.7,-1.0,Empoli
33,24-04-2022,15:00,Serie A,Giornata n. 34,Dom,Casa,V,3,2,Napoli,1.8,1.3,42.0,10.245,Filippo Bandinelli,4-4-2◆,Livio Marinelli,Report partita,,3,17.0,7.0,412.0,18.0,43.0,166.0,0.0,0,0,1.8,10.0,1.2,1.2,Empoli
34,01-05-2022,15:00,Serie A,Giornata n. 35,Dom,Casa,P,1,3,Torino,0.7,2.4,39.0,8.416,Sebastiano Luperto,4-4-2◆,Cosso Cosso,Report partita,,1,11.0,4.0,364.0,9.0,25.0,263.0,1.0,0,0,0.7,6.0,0.3,0.3,Empoli
35,06-05-2022,18:45,Serie A,Giornata n. 36,Ven,Ospiti,P,2,4,Inter,0.6,4.3,36.0,69.959,Simone Romagnoli,4-4-2◆,Gianluca Manganiello,Report partita,,2,4.0,2.0,500.0,50.0,100.0,182.0,0.0,0,0,0.6,14.0,1.4,1.4,Empoli
36,14-05-2022,15:00,Serie A,Giornata n. 37,Sab,Casa,N,1,1,Salernitana,2.1,3.1,45.0,7.0,Simone Romagnoli,4-4-2◆,Davide Massa,Report partita,,1,16.0,6.0,375.0,6.0,17.0,165.0,0.0,0,0,2.1,13.0,-1.1,-1.1,Empoli
37,21-05-2022,20:45,Serie A,Giornata n. 38,Sab,Ospiti,V,1,0,Atalanta,0.4,3.8,39.0,17.654,Filippo Bandinelli,4-4-2◆,Rosario Abisso,Report partita,,1,7.0,3.0,429.0,14.0,33.0,225.0,1.0,0,0,0.4,6.0,0.6,0.6,Empoli
0,22-08-2021,20:45,Serie A,Giornata n. 1,Dom,Ospiti,P,1,3,Roma,1.2,2.7,58.0,26.997,Cristiano Biraghi,4-3-3,Luca Pairetto,Report partita,,1,11.0,8.0,727.0,9.0,13.0,155.0,0.0,0,0,1.2,11.0,-0.2,-0.2,Fiorentina
1,28-08-2021,20:45,Serie A,Giornata n. 2,Sab,Casa,V,2,1,Torino,0.6,0.5,59.0,12.592,Cristiano Biraghi,4-3-3,Maurizio Mariani,Report partita,,2,9.0,6.0,667.0,22.0,33.0,178.0,0.0,0,0,0.6,7.0,1.4,1.4,Fiorentina
2,11-09-2021,20:45,Serie A,Giornata n. 3,Sab,Ospiti,V,2,1,Atalanta,1.7,2.5,45.0,9.162,Cristiano Biraghi,4-3-3,Valerio Marini,Report partita,,2,5.0,0.0,0.0,0.0,,220.0,0.0,2,2,0.2,4.0,0.3,-0.2,Fiorentina
3,18-09-2021,15:00,Serie A,Giornata n. 4,Sab,Ospiti,V,2,1,Genoa,0.9,1.0,63.0,6.269,Cristiano Biraghi,4-3-3,Livio Marinelli,Report partita,,2,16.0,5.0,313.0,13.0,40.0,187.0,1.0,0,0,0.9,6.0,1.1,1.1,Fiorentina
4,21-09-2021,20:45,Serie A,Giornata n. 5,Mar,Casa,P,1,3,Inter,1.4,2.8,53.0,15.927,Cristiano Biraghi,4-3-3,Michael Fabbri,Report partita,,1,14.0,6.0,429.0,7.0,17.0,207.0,0.0,0,0,1.4,10.0,-0.4,-0.4,Fiorentina
5,26-09-2021,15:00,Serie A,Giornata n. 6,Dom,Ospiti,V,1,0,Udinese,1.1,0.6,54.0,7.208,Cristiano Biraghi,4-3-3,Davide Ghersini,Report partita,,1,7.0,1.0,143.0,0.0,0.0,219.0,0.0,1,1,0.5,7.0,-0.1,-0.5,Fiorentina
6,03-10-2021,18:00,Serie A,Giornata n. 7,Dom,Casa,P,1,2,Napoli,0.7,1.7,55.0,15.264,Cristiano Biraghi,4-4-2,Simone Sozza,Report partita,,1,10.0,3.0,300.0,10.0,33.0,158.0,0.0,0,0,0.7,7.0,0.3,0.3,Fiorentina
7,18-10-2021,20:45,Serie A,Giornata n. 8,Lun,Ospiti,P,0,1,Venezia,0.5,1.0,61.0,8.043,Cristiano Biraghi,4-3-3,Luca Massimi,Report partita,,0,11.0,3.0,273.0,0.0,0.0,187.0,1.0,0,0,0.5,4.0,-0.5,-0.5,Fiorentina
8,24-10-2021,15:00,Serie A,Giornata n. 9,Dom,Casa,V,3,0,Cagliari,3.1,0.2,65.0,20.29,Cristiano Biraghi,4-3-3,Antonio Rapuano,Report partita,,3,20.0,4.0,200.0,10.0,50.0,192.0,2.0,1,1,2.4,12.0,-0.1,-0.4,Fiorentina
9,27-10-2021,20:45,Serie A,Giornata n. 10,Mer,Ospiti,P,0,1,Lazio,0.6,0.6,51.0,7.0,Cristiano Biraghi,4-3-3,Giovanni Ayroldi,Report partita,,0,9.0,1.0,111.0,0.0,0.0,135.0,0.0,0,0,0.6,6.0,-0.6,-0.6,Fiorentina
10,31-10-2021,15:00,Serie A,Giornata n. 11,Dom,Casa,V,3,0,Spezia,3.3,0.1,55.0,19.511,Cristiano Biraghi,4-3-3,Antonio Giua,Report partita,,3,26.0,11.0,423.0,8.0,18.0,175.0,1.0,1,1,2.6,10.0,-0.3,-0.6,Fiorentina
11,06-11-2021,18:00,Serie A,Giornata n. 12,Sab,Ospiti,P,0,1,Juventus,0.5,0.7,50.0,6.953,Cristiano Biraghi,4-3-3,Simone Sozza,Report partita,,0,6.0,1.0,167.0,0.0,0.0,111.0,0.0,0,0,0.5,8.0,-0.5,-0.5,Fiorentina
12,20-11-2021,20:45,Serie A,Giornata n. 13,Sab,Casa,V,4,3,Milan,1.8,2.1,45.0,32.567,Cristiano Biraghi,4-3-3,Marco Guida,Report partita,,4,9.0,5.0,556.0,44.0,80.0,137.0,0.0,0,0,1.8,20.0,2.2,2.2,Fiorentina
13,27-11-2021,15:00,Serie A,Giornata n. 14,Sab,Ospiti,P,1,2,Empoli,2.4,1.9,49.0,7.878,Cristiano Biraghi,4-3-3,Juan Sacchi,Report partita,,1,16.0,7.0,438.0,6.0,14.0,156.0,1.0,0,0,2.4,15.0,-1.4,-1.4,Fiorentina
14,30-11-2021,18:30,Serie A,Giornata n. 15,Mar,Casa,V,3,1,Sampdoria,2.7,0.7,60.0,17.913,Cristiano Biraghi,4-3-3,Federico Dionisi,Report partita,,3,17.0,7.0,412.0,18.0,43.0,167.0,3.0,0,0,2.7,16.0,0.3,0.3,Fiorentina
15,05-12-2021,12:30,Serie A,Giornata n. 16,Dom,Ospiti,V,3,2,Bologna,1.1,0.7,63.0,18.175,Cristiano Biraghi,4-3-3,Massimiliano Irrati,Report partita,,3,5.0,2.0,400.0,40.0,100.0,230.0,1.0,1,1,0.4,7.0,1.9,1.6,Fiorentina
16,11-12-2021,15:00,Serie A,Giornata n. 17,Sab,Casa,V,4,0,Salernitana,2.2,1.0,70.0,18.579,Cristiano Biraghi,4-3-3,Davide Ghersini,Report partita,,4,17.0,9.0,529.0,24.0,44.0,129.0,1.0,0,0,2.2,14.0,1.8,1.8,Fiorentina
17,19-12-2021,12:30,Serie A,Giornata n. 18,Dom,Casa,N,2,2,Sassuolo,3.2,1.1,57.0,21.514,Cristiano Biraghi,4-3-3,Marco Serra,Report partita,,2,23.0,8.0,348.0,9.0,25.0,134.0,1.0,0,0,3.2,15.0,-1.2,-1.2,Fiorentina
18,22-12-2021,18:30,Serie A,Giornata n. 19,Mer,Ospiti,N,1,1,Hellas Verona,1.0,1.1,60.0,14.001,Lorenzo Venuti,4-3-3,Daniele Doveri,Report partita,,1,11.0,1.0,91.0,9.0,100.0,148.0,0.0,0,0,1.0,9.0,0.0,0.0,Fiorentina
19,10-01-2022,17:00,Serie A,Giornata n. 21,Lun,Ospiti,P,0,4,Torino,0.7,2.1,55.0,3.545,Cristiano Biraghi,4-3-3,Livio Marinelli,Report partita,,0,11.0,4.0,364.0,0.0,0.0,165.0,0.0,0,0,0.7,7.0,-0.7,-0.7,Fiorentina
20,17-01-2022,20:45,Serie A,Giornata n. 22,Lun,Casa,V,6,0,Genoa,3.1,0.2,73.0,5.0,Cristiano Biraghi,4-3-3,Fabio Maresca,Report partita,,6,21.0,11.0,524.0,29.0,55.0,168.0,2.0,0,1,2.3,12.0,2.9,3.7,Fiorentina
21,23-01-2022,12:30,Serie A,Giornata n. 23,Dom,Ospiti,N,1,1,Cagliari,1.9,1.4,59.0,5.0,Cristiano Biraghi,4-3-3,Gianluca Aureliano,Report partita,,1,14.0,5.0,357.0,7.0,20.0,179.0,0.0,0,1,1.1,8.0,-0.9,-0.1,Fiorentina
22,05-02-2022,20:45,Serie A,Giornata n. 24,Sab,Casa,P,0,3,Lazio,0.8,2.7,50.0,17.181,Cristiano Biraghi,4-3-3,Daniele Orsato,Report partita,,0,9.0,3.0,333.0,0.0,0.0,156.0,0.0,0,0,0.8,9.0,-0.8,-0.8,Fiorentina
23,14-02-2022,20:45,Serie A,Giornata n. 25,Lun,Ospiti,V,2,1,Spezia,2.2,0.7,67.0,5.4,Cristiano Biraghi,4-3-3,Matteo Marchetti,Report partita,,2,20.0,4.0,200.0,10.0,50.0,214.0,1.0,0,1,1.5,7.0,-0.2,0.5,Fiorentina
24,20-02-2022,12:30,Serie A,Giornata n. 26,Dom,Casa,V,1,0,Atalanta,0.6,0.5,49.0,18.056,Cristiano Biraghi,4-3-3,Daniele Doveri,Report partita,,1,6.0,3.0,500.0,17.0,33.0,154.0,1.0,0,0,0.6,11.0,0.4,0.4,Fiorentina
25,26-02-2022,20:45,Serie A,Giornata n. 27,Sab,Ospiti,P,1,2,Sassuolo,2.1,1.5,51.0,8.952,Cristiano Biraghi,4-3-3,Alessandro Prontera,Report partita,,1,15.0,6.0,400.0,7.0,17.0,157.0,2.0,0,0,2.1,14.0,-1.1,-1.1,Fiorentina
26,06-03-2022,15:00,Serie A,Giornata n. 28,Dom,Casa,N,1,1,Hellas Verona,1.4,1.3,50.0,23.491,Cristiano Biraghi,4-3-3,Gianluca Manganiello,Report partita,,1,8.0,2.0,250.0,13.0,50.0,122.0,1.0,0,0,1.4,17.0,-0.4,-0.4,Fiorentina
27,13-03-2022,12:30,Serie A,Giornata n. 29,Dom,Casa,V,1,0,Bologna,1.9,1.1,61.0,22.635,Giacomo Bonaventura,4-3-3,Juan Sacchi,Report partita,,1,14.0,5.0,357.0,7.0,20.0,159.0,1.0,0,0,1.9,18.0,-0.9,-0.9,Fiorentina
28,19-03-2022,18:00,Serie A,Giornata n. 30,Sab,Ospiti,N,1,1,Inter,1.0,1.0,50.0,54.988,Cristiano Biraghi,4-3-3,Daniele Chiffi,Report partita,,1,17.0,4.0,235.0,6.0,25.0,180.0,0.0,0,0,1.0,6.0,0.0,0.0,Fiorentina
29,03-04-2022,12:30,Serie A,Giornata n. 31,Dom,Casa,V,1,0,Empoli,1.5,0.1,61.0,22.407,Cristiano Biraghi,4-3-3,Luca Massimi,Report partita,,1,24.0,11.0,458.0,4.0,9.0,166.0,0.0,0,0,1.5,6.0,-0.5,-0.5,Fiorentina
30,10-04-2022,15:00,Serie A,Giornata n. 32,Dom,Ospiti,V,3,2,Napoli,0.5,1.1,50.0,50.0,Cristiano Biraghi,4-3-3,Maurizio Mariani,Report partita,,3,11.0,4.0,364.0,27.0,75.0,182.0,0.0,0,0,0.5,5.0,2.5,2.5,Fiorentina
31,16-04-2022,16:30,Serie A,Giornata n. 33,Sab,Casa,V,1,0,Venezia,2.6,0.1,69.0,31.627,Cristiano Biraghi,4-3-3,Rosario Abisso,Report partita,,1,22.0,5.0,227.0,5.0,20.0,138.0,3.0,0,0,2.6,14.0,-1.6,-1.6,Fiorentina
32,24-04-2022,12:30,Serie A,Giornata n. 34,Dom,Ospiti,P,1,2,Salernitana,1.0,1.0,72.0,20.92,Cristiano Biraghi,4-3-3,Davide Massa,Report partita,,1,8.0,3.0,375.0,13.0,33.0,119.0,0.0,0,0,1.0,13.0,0.0,0.0,Fiorentina
33,27-04-2022,18:00,Serie A,Giornata n. 20,Mer,Casa,P,0,4,Udinese,2.0,3.0,72.0,22.067,Cristiano Biraghi,4-3-3,Ivan Pezzuto,Report partita,,0,18.0,7.0,389.0,0.0,0.0,120.0,1.0,0,0,2.0,11.0,-2.0,-2.0,Fiorentina
34,01-05-2022,15:00,Serie A,Giornata n. 35,Dom,Ospiti,P,0,1,Milan,0.5,1.3,51.0,71.542,Cristiano Biraghi,4-3-3,Paolo Valeri,Report partita,,0,8.0,2.0,250.0,0.0,0.0,157.0,0.0,0,0,0.5,7.0,-0.5,-0.5,Fiorentina
35,09-05-2022,20:45,Serie A,Giornata n. 36,Lun,Casa,V,2,0,Roma,1.3,0.3,53.0,29.58,Cristiano Biraghi,4-3-3,Marco Guida,Report partita,,2,11.0,6.0,545.0,9.0,17.0,216.0,1.0,1,1,0.5,5.0,0.7,0.5,Fiorentina
36,16-05-2022,18:30,Serie A,Giornata n. 37,Lun,Ospiti,P,1,4,Sampdoria,1.9,1.5,63.0,21.331,Cristiano Biraghi,4-3-3,Maurizio Mariani,Report partita,,1,11.0,0.0,0.0,0.0,,149.0,0.0,1,1,1.1,10.0,-0.9,-1.1,Fiorentina
37,21-05-2022,20:45,Serie A,Giornata n. 38,Sab,Casa,V,2,0,Juventus,1.5,0.1,66.0,34.831,Cristiano Biraghi,4-3-3,Daniele Chiffi,Report partita,,2,12.0,2.0,167.0,8.0,50.0,180.0,0.0,1,1,0.8,7.0,0.5,0.2,Fiorentina
0,21-08-2021,18:30,Serie A,Giornata n. 1,Sab,Ospiti,P,0,4,Inter,1.0,1.5,41.0,27.402,Domenico Criscito,3-4-1-2,Valerio Marini,Report partita,,0,10.0,4.0,400.0,0.0,0.0,205.0,1.0,0,0,1.0,10.0,-1.0,-1.0,Genoa
1,29-08-2021,18:30,Serie A,Giornata n. 2,Dom,Casa,P,1,2,Napoli,0.6,1.1,39.0,20.0,Domenico Criscito,3-5-2,Marco Di Bello,Report partita,,1,6.0,3.0,500.0,17.0,33.0,148.0,0.0,0,0,0.6,11.0,0.4,0.4,Genoa
2,12-09-2021,15:00,Serie A,Giornata n. 3,Dom,Ospiti,V,3,2,Cagliari,1.1,1.4,47.0,6.423,Domenico Criscito,3-5-2,Luca Pairetto,Report partita,,3,11.0,3.0,273.0,27.0,100.0,170.0,0.0,0,0,1.1,10.0,1.9,1.9,Genoa
3,18-09-2021,15:00,Serie A,Giornata n. 4,Sab,Casa,P,1,2,Fiorentina,1.0,0.9,37.0,6.269,Domenico Criscito,4-2-3-1,Livio Marinelli,Report partita,,1,8.0,2.0,250.0,0.0,0.0,253.0,1.0,1,1,0.3,4.0,0.0,-0.3,Genoa
4,21-09-2021,18:30,Serie A,Giornata n. 5,Mar,Ospiti,N,2,2,Bologna,1.5,2.0,41.0,9.707,Domenico Criscito,4-2-3-1,Francesco Fourneau,Report partita,,2,10.0,5.0,500.0,10.0,20.0,186.0,0.0,1,1,0.8,8.0,0.5,0.2,Genoa
5,25-09-2021,20:45,Serie A,Giornata n. 6,Sab,Casa,N,3,3,Hellas Verona,1.6,2.2,49.0,13.478,Domenico Criscito,4-2-3-1,Daniele Doveri,Report partita,,3,10.0,3.0,300.0,20.0,67.0,211.0,0.0,1,1,0.8,8.0,1.4,1.2,Genoa
6,02-10-2021,15:00,Serie A,Giornata n. 7,Sab,Ospiti,P,0,1,Salernitana,1.9,0.5,50.0,10.077,Domenico Criscito,3-5-2,Maurizio Mariani,Report partita,,0,18.0,3.0,167.0,0.0,0.0,167.0,1.0,0,0,1.9,11.0,-1.9,-1.9,Genoa
7,17-10-2021,15:00,Serie A,Giornata n. 8,Dom,Casa,N,2,2,Sassuolo,1.3,2.0,43.0,10.37,Domenico Criscito,3-5-2,Daniele Chiffi,Report partita,,2,19.0,4.0,211.0,11.0,50.0,150.0,0.0,0,0,1.3,7.0,0.7,0.7,Genoa
8,22-10-2021,18:30,Serie A,Giornata n. 9,Ven,Ospiti,P,2,3,Torino,1.8,1.5,42.0,9.881,Domenico Criscito,4-4-1-1,Piero Giacomelli,Report partita,,2,14.0,4.0,286.0,14.0,50.0,160.0,1.0,0,0,1.8,13.0,0.2,0.2,Genoa
9,26-10-2021,18:30,Serie A,Giornata n. 10,Mar,Ospiti,N,1,1,Spezia,1.2,2.0,53.0,7.283,Domenico Criscito,4-1-4-1,Simone Sozza,Report partita,,1,8.0,1.0,125.0,0.0,0.0,213.0,0.0,1,1,0.4,5.0,-0.2,-0.4,Genoa
10,31-10-2021,15:00,Serie A,Giornata n. 11,Dom,Casa,N,0,0,Venezia,0.9,0.6,62.0,7.92,Domenico Criscito,4-4-2◆,Maurizio Mariani,Report partita,,0,19.0,4.0,211.0,0.0,0.0,214.0,2.0,0,0,0.9,5.0,-0.9,-0.9,Genoa
11,05-11-2021,20:45,Serie A,Giornata n. 12,Ven,Ospiti,N,2,2,Empoli,1.7,0.8,47.0,5.631,Domenico Criscito,3-4-1-2,Luca Pairetto,Report partita,,2,14.0,6.0,429.0,7.0,17.0,190.0,0.0,1,1,1.0,7.0,0.3,0.0,Genoa
12,21-11-2021,20:45,Serie A,Giornata n. 13,Dom,Casa,P,0,2,Roma,0.2,1.8,41.0,14.667,Goran Pandev,3-5-2,Massimiliano Irrati,Report partita,,0,1.0,1.0,1000.0,0.0,0.0,140.0,0.0,0,0,0.2,19.0,-0.2,-0.2,Genoa
13,28-11-2021,12:30,Serie A,Giornata n. 14,Dom,Ospiti,N,0,0,Udinese,0.7,1.1,57.0,11.537,Stefano Sturaro,3-5-2,Francesco Meraviglia,Report partita,,0,9.0,2.0,222.0,0.0,0.0,218.0,1.0,0,0,0.7,8.0,-0.7,-0.7,Genoa
14,01-12-2021,20:45,Serie A,Giornata n. 15,Mer,Casa,P,0,3,Milan,0.5,1.0,42.0,14.0,Stefano Sturaro,3-5-2,Juan Sacchi,Report partita,,0,11.0,3.0,273.0,0.0,0.0,224.0,0.0,0,0,0.5,4.0,-0.5,-0.5,Genoa
15,05-12-2021,20:45,Serie A,Giornata n. 16,Dom,Ospiti,P,0,2,Juventus,0.0,2.5,30.0,18.458,Valon Behrami,3-5-2,Daniele Chiffi,Report partita,,0,0.0,0.0,,,,,0.0,0,0,0.0,,0.0,0.0,Genoa
16,10-12-2021,20:45,Serie A,Giornata n. 17,Ven,Casa,P,1,3,Sampdoria,1.0,1.4,54.0,,Domenico Criscito,3-5-2,Daniele Doveri,Report partita,,1,12.0,2.0,167.0,8.0,50.0,156.0,0.0,0,0,1.0,8.0,0.0,0.0,Genoa
17,17-12-2021,18:30,Serie A,Giornata n. 18,Ven,Ospiti,P,1,3,Lazio,0.2,1.5,45.0,6.0,Domenico Criscito,3-5-2,Luca Pairetto,Report partita,,1,4.0,2.0,500.0,25.0,50.0,161.0,0.0,0,0,0.2,6.0,0.8,0.8,Genoa
18,21-12-2021,20:45,Serie A,Giornata n. 19,Mar,Casa,N,0,0,Atalanta,0.0,1.2,33.0,6.0,Domenico Criscito,3-5-2,Paolo Valeri,Report partita,,0,1.0,0.0,0.0,0.0,,181.0,0.0,0,0,0.0,4.0,0.0,0.0,Genoa
19,06-01-2022,16:30,Serie A,Giornata n. 20,Gio,Ospiti,N,1,1,Sassuolo,0.2,2.0,26.0,4.696,Mattia Destro,3-5-2,Gianluca Manganiello,Report partita,,1,4.0,1.0,250.0,25.0,100.0,137.0,0.0,0,0,0.2,5.0,0.8,0.8,Genoa
20,09-01-2022,18:30,Serie A,Giornata n. 21,Dom,Casa,P,0,1,Spezia,1.0,1.5,54.0,8.0,Stefano Sturaro,3-5-2,Marco Guida,Report partita,,0,15.0,2.0,133.0,0.0,0.0,165.0,0.0,0,0,1.0,7.0,-1.0,-1.0,Genoa
21,17-01-2022,20:45,Serie A,Giornata n. 22,Lun,Ospiti,P,0,6,Fiorentina,0.2,3.1,27.0,5.0,Stefano Sturaro,4-4-2◆,Fabio Maresca,Report partita,,0,3.0,0.0,0.0,0.0,,320.0,0.0,0,0,0.2,7.0,-0.2,-0.2,Genoa
22,22-01-2022,15:00,Serie A,Giornata n. 23,Sab,Casa,N,0,0,Udinese,0.9,0.1,52.0,5.0,Stefano Sturaro,4-3-3,Daniele Doveri,Report partita,,0,10.0,2.0,200.0,0.0,0.0,124.0,0.0,0,0,0.9,9.0,-0.9,-0.9,Genoa
23,05-02-2022,15:00,Serie A,Giornata n. 24,Sab,Ospiti,N,0,0,Roma,0.5,1.4,38.0,29.863,Stefano Sturaro,4-2-3-1,Rosario Abisso,Report partita,,0,10.0,3.0,300.0,0.0,0.0,148.0,0.0,0,0,0.5,6.0,-0.5,-0.5,Genoa
