,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Reti,Tiri,Tiri.1,% TiP,G/Tiri,G/TiP,Dist.,Pun.,Rigori,Rig T,npxG,npxG/Sh,G-xG,np:G-xG
0,22-08-2021,20:45,Serie A,Giornata n. 1,Dom,Ospiti,P,0,2,Napoli,0.5,2.3,44,20.0,Cristian Molinaro,4-3-3,Gianluca Aureliano,Report partita,,0,8,4,500,0,0.0,167.0,0.0,0,0,0.5,7.0,-0.5,-0.5
1,27-08-2021,18:30,Serie A,Giornata n. 2,Ven,Ospiti,P,0,3,Udinese,1.0,2.7,55,8.274,Pietro Ceccaroni,4-3-3,Livio Marinelli,Report partita,,0,11,3,273,0,0.0,167.0,0.0,0,0,1.0,10.0,-1.0,-1.0
2,11-09-2021,15:00,Serie A,Giornata n. 3,Sab,Ospiti,V,2,1,Empoli,1.7,1.9,31,2.511,Pietro Ceccaroni,4-3-3,Antonio Rapuano,Report partita,,2,10,3,300,20,67.0,161.0,0.0,0,0,1.7,17.0,0.3,0.3
3,19-09-2021,15:00,Serie A,Giornata n. 4,Dom,Casa,P,1,2,Spezia,0.9,0.5,45,3.688,Cristian Molinaro,4-4-2,Rosario Abisso,Report partita,,1,14,3,214,7,33.0,191.0,2.0,0,0,0.9,6.0,0.1,0.1
4,22-09-2021,20:45,Serie A,Giornata n. 5,Mer,Ospiti,P,0,2,Milan,0.7,1.7,33,26.185,Cristian Molinaro,4-3-3,Ivan Pezzuto,Report partita,,0,8,2,250,0,0.0,198.0,1.0,0,0,0.7,9.0,-0.7,-0.7
5,27-09-2021,20:45,Serie A,Giornata n. 6,Lun,Casa,N,1,1,Torino,1.3,0.7,44,4.888,Pietro Ceccaroni,4-4-2,Lorenzo Maggioni,Report partita,,1,6,0,0,0,,171.0,1.0,1,1,0.6,9.0,-0.3,-0.6
6,01-10-2021,20:45,Serie A,Giornata n. 7,Ven,Ospiti,N,1,1,Cagliari,1.1,0.4,58,8.135,Pietro Ceccaroni,4-4-2,Manuel Volpi,Report partita,,1,12,4,333,8,25.0,176.0,0.0,0,0,1.1,10.0,-0.1,-0.1
7,18-10-2021,20:45,Serie A,Giornata n. 8,Lun,Casa,V,1,0,Fiorentina,1.0,0.5,39,8.043,Pietro Ceccaroni,4-3-2-1,Luca Massimi,Report partita,,1,4,2,500,25,50.0,133.0,0.0,0,0,1.0,25.0,0.0,0.0
8,23-10-2021,18:00,Serie A,Giornata n. 9,Sab,Ospiti,P,1,3,Sassuolo,0.5,2.0,37,4.482,Pietro Ceccaroni,4-4-2,Antonio Di Martino,Report partita,,1,7,1,143,14,100.0,162.0,0.0,0,0,0.5,7.0,0.5,0.5
9,26-10-2021,18:30,Serie A,Giornata n. 10,Mar,Casa,P,1,2,Salernitana,0.5,1.3,45,5.103,Cristian Molinaro,4-4-2,Marco Di Bello,Report partita,,1,8,4,500,13,25.0,174.0,1.0,0,0,0.5,6.0,0.5,0.5
10,31-10-2021,15:00,Serie A,Giornata n. 11,Dom,Ospiti,N,0,0,Genoa,0.6,0.9,38,7.92,Pietro Ceccaroni,4-3-3,Maurizio Mariani,Report partita,,0,6,2,333,0,0.0,127.0,0.0,0,0,0.6,10.0,-0.6,-0.6
11,07-11-2021,12:30,Serie A,Giornata n. 12,Dom,Casa,V,3,2,Roma,2.5,3.5,39,8.263,Pietro Ceccaroni,4-3-3,Gianluca Aureliano,Report partita,,3,12,6,500,17,33.0,159.0,1.0,1,1,1.8,15.0,0.5,0.2
12,21-11-2021,15:00,Serie A,Giornata n. 13,Dom,Ospiti,V,1,0,Bologna,1.0,1.4,33,15.255,Pietro Ceccaroni,4-4-2◆,Daniele Chiffi,Report partita,,1,8,6,750,13,17.0,203.0,0.0,0,0,1.0,12.0,0.0,0.0
13,27-11-2021,20:45,Serie A,Giornata n. 14,Sab,Casa,P,0,2,Inter,0.1,2.7,44,8.303,Pietro Ceccaroni,4-3-2-1,Livio Marinelli,Report partita,,0,6,1,167,0,0.0,258.0,0.0,0,0,0.1,2.0,-0.1,-0.1
14,30-11-2021,18:30,Serie A,Giornata n. 15,Mar,Ospiti,P,0,4,Atalanta,0.7,2.7,42,8.667,Pietro Ceccaroni,4-4-2◆,Alberto Santoro,Report partita,,0,8,4,500,0,0.0,219.0,0.0,0,0,0.7,8.0,-0.7,-0.7
15,05-12-2021,15:00,Serie A,Giornata n. 16,Dom,Casa,P,3,4,Hellas Verona,1.8,1.9,44,7.608,Cristian Molinaro,4-3-3,Alessandro Prontera,Report partita,,3,9,5,556,33,60.0,158.0,0.0,0,0,1.8,21.0,1.2,1.2
16,11-12-2021,18:00,Serie A,Giornata n. 17,Sab,Casa,N,1,1,Juventus,0.4,1.6,40,8.35,Marco Modolo,4-4-2◆,Paolo Valeri,Report partita,,1,13,4,308,8,25.0,220.0,0.0,0,0,0.4,3.0,0.6,0.6
17,19-12-2021,18:00,Serie A,Giornata n. 18,Dom,Ospiti,N,1,1,Sampdoria,1.4,1.4,50,5.735,Pietro Ceccaroni,4-3-3,Rosario Abisso,Report partita,,1,12,1,83,8,100.0,141.0,1.0,0,0,1.4,12.0,-0.4,-0.4
18,22-12-2021,16:30,Serie A,Giornata n. 19,Mer,Casa,P,1,3,Lazio,1.0,0.8,47,7.894,Pietro Ceccaroni,4-3-2-1,Fabio Maresca,Report partita,,1,10,2,200,10,50.0,120.0,1.0,0,0,1.0,9.0,0.0,0.0
19,09-01-2022,12:30,Serie A,Giornata n. 21,Dom,Casa,P,0,3,Milan,0.4,2.8,38,5.0,Pietro Ceccaroni,4-3-2-1,Massimiliano Irrati,Report partita,,0,10,3,300,0,0.0,228.0,0.0,0,0,0.4,4.0,-0.4,-0.4
20,16-01-2022,15:00,Serie A,Giornata n. 22,Dom,Casa,N,1,1,Empoli,1.1,1.6,50,3.805,Cristian Molinaro,4-3-2-1,Piero Giacomelli,Report partita,,1,14,3,214,7,33.0,182.0,1.0,0,0,1.1,8.0,-0.1,-0.1
21,22-01-2022,18:00,Serie A,Giornata n. 23,Sab,Ospiti,P,1,2,Inter,0.3,2.9,29,5.0,Marco Modolo,3-5-2,Matteo Marchetti,Report partita,,1,3,3,1000,33,33.0,168.0,0.0,0,0,0.3,8.0,0.7,0.7
22,06-02-2022,15:00,Serie A,Giornata n. 24,Dom,Casa,P,0,2,Napoli,0.4,1.6,34,5.554,Pietro Ceccaroni,4-3-3,Maurizio Mariani,Report partita,,0,7,3,429,0,0.0,180.0,1.0,0,0,0.4,5.0,-0.4,-0.4
23,12-02-2022,20:45,Serie A,Giornata n. 25,Sab,Ospiti,V,2,1,Torino,0.4,0.7,33,6.681,Luca Lezzerini,4-4-2◆,Antonio Giua,Report partita,,2,6,2,333,33,100.0,178.0,0.0,0,0,0.4,6.0,1.6,1.6
