,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Reti,Tiri,Tiri.1,% TiP,G/Tiri,G/TiP,Dist.,Pun.,Rigori,Rig T,npxG,npxG/Sh,G-xG,np:G-xG
21,17-01-2022,18:30,Serie A,Giornata n. 22,Lun,Ospiti,V,2,0,Bologna,2.1,0.9,61,5.0,Dries Mertens,4-2-3-1,Livio Marinelli,Report partita,,2,14,5,357,14,40,171.0,1.0,0,0,2.1,15.0,-0.1,-0.1
22,23-01-2022,15:00,Serie A,Giornata n. 23,Dom,Casa,V,4,1,Salernitana,4.1,0.2,81,3.0,Dries Mertens,4-2-3-1,Luca Pairetto,Report partita,,4,24,12,500,8,17,175.0,2.0,2,2,2.7,11.0,-0.1,-0.7
23,06-02-2022,15:00,Serie A,Giornata n. 24,Dom,Ospiti,V,2,0,Venezia,1.6,0.4,66,5.554,Lorenzo Insigne,4-2-3-1,Maurizio Mariani,Report partita,,2,16,6,375,13,33,163.0,0.0,0,0,1.6,11.0,0.4,0.4
24,12-02-2022,18:00,Serie A,Giornata n. 25,Sab,Casa,N,1,1,Inter,1.7,0.5,49,27.0,Lorenzo Insigne,4-2-3-1,Daniele Doveri,Report partita,,1,12,3,250,0,0,142.0,0.0,1,1,1.0,8.0,-0.7,-1.0
25,21-02-2022,19:00,Serie A,Giornata n. 26,Lun,Ospiti,N,1,1,Cagliari,0.9,1.8,54,12.063,Kalidou Koulibaly,3-4-3,Maurizio Mariani,Report partita,,1,7,3,429,14,33,170.0,1.0,0,0,0.9,13.0,0.1,0.1
26,27-02-2022,20:50,Serie A,Giornata n. 27,Dom,Ospiti,V,2,1,Lazio,1.4,1.1,55,25.0,Lorenzo Insigne,4-2-3-1,Marco Di Bello,Report partita,,2,14,7,500,14,29,177.0,0.0,0,0,1.4,10.0,0.6,0.6
27,06-03-2022,20:45,Serie A,Giornata n. 28,Dom,Casa,P,0,1,Milan,0.5,1.2,60,42.0,Lorenzo Insigne,4-2-3-1,Daniele Orsato,Report partita,,0,10,3,300,0,0,189.0,0.0,0,0,0.5,5.0,-0.5,-0.5
28,13-03-2022,15:00,Serie A,Giornata n. 29,Dom,Ospiti,V,2,1,Hellas Verona,1.5,0.5,51,18.782,Kalidou Koulibaly,4-3-3,Daniele Doveri,Report partita,,2,13,4,308,15,50,156.0,0.0,0,0,1.5,12.0,0.5,0.5
29,19-03-2022,15:00,Serie A,Giornata n. 30,Sab,Casa,V,2,1,Udinese,1.1,0.5,64,37.363,Lorenzo Insigne,4-3-3,Francesco Fourneau,Report partita,,2,20,8,400,10,25,179.0,1.0,0,0,1.1,5.0,0.9,0.9
30,03-04-2022,15:00,Serie A,Giornata n. 31,Dom,Ospiti,V,3,1,Atalanta,1.5,1.4,45,17.709,Lorenzo Insigne,4-3-3,Marco Di Bello,Report partita,,3,5,4,800,40,50,203.0,0.0,1,1,0.8,15.0,1.5,1.2
31,10-04-2022,15:00,Serie A,Giornata n. 32,Dom,Casa,P,2,3,Fiorentina,1.1,0.5,50,50.0,Lorenzo Insigne,4-3-3,Maurizio Mariani,Report partita,,2,15,3,200,13,67,171.0,2.0,0,0,1.1,7.0,0.9,0.9
32,18-04-2022,19:00,Serie A,Giornata n. 33,Lun,Casa,N,1,1,Roma,1.4,0.9,49,41.822,Lorenzo Insigne,4-3-3,Marco Di Bello,Report partita,,1,8,3,375,0,0,196.0,0.0,1,1,0.6,8.0,-0.4,-0.6
33,24-04-2022,15:00,Serie A,Giornata n. 34,Dom,Ospiti,P,2,3,Empoli,1.3,1.8,58,10.245,Lorenzo Insigne,4-2-3-1,Livio Marinelli,Report partita,,2,16,2,125,13,100,149.0,0.0,0,0,1.3,8.0,0.7,0.7
34,30-04-2022,15:00,Serie A,Giornata n. 35,Sab,Casa,V,6,1,Sassuolo,2.8,1.5,53,20.0,Lorenzo Insigne,4-2-3-1,Antonio Rapuano,Report partita,,6,18,8,444,33,75,126.0,0.0,0,0,2.8,16.0,3.2,3.2
35,07-05-2022,15:00,Serie A,Giornata n. 36,Sab,Ospiti,V,1,0,Torino,1.4,0.7,57,14.619,Lorenzo Insigne,4-2-3-1,Alessandro Prontera,Report partita,,1,10,4,400,10,25,192.0,1.0,0,1,0.6,6.0,-0.4,0.4
36,15-05-2022,15:00,Serie A,Giornata n. 37,Dom,Casa,V,3,0,Genoa,2.2,1.0,66,54.0,Lorenzo Insigne,4-2-3-1,Michael Fabbri,Report partita,,3,16,8,500,13,25,176.0,0.0,1,1,1.4,9.0,0.8,0.6
37,22-05-2022,12:30,Serie A,Giornata n. 38,Dom,Ospiti,V,3,0,Spezia,1.0,2.0,68,10.0,Faouzi Ghoulam,4-2-3-1,Matteo Marchetti,Report partita,,3,10,4,400,30,75,192.0,0.0,0,0,1.0,10.0,2.0,2.0
