,team,date,matchday,Risultato,goals,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
0,Venezia,2021-08-22,Giornata n. 1,P,0.0,8.0,4.0,0.0,0.0,395.0,454.0,2.0,44.0,23.0,7.0,0.0
1,Venezia,2021-08-27,Giornata n. 2,P,0.0,8.0,4.0,0.0,0.0,395.0,454.0,2.0,44.0,23.0,7.0,0.0
2,Venezia,2021-09-11,Giornata n. 3,V,0.0,9.5,3.5,0.0,0.0,434.0,505.0,2.0,49.5,16.0,5.0,0.0
3,Venezia,2021-09-19,Giornata n. 4,P,0.6666666666666666,9.666666666666666,3.3333333333333335,0.0,0.0,355.6666666666667,428.3333333333333,2.0,43.333333333333336,19.0,5.0,0.0
4,Venezia,2021-09-22,Giornata n. 5,P,0.75,10.75,3.25,0.0,0.0,346.75,427.5,2.25,43.75,18.0,4.75,0.0
5,Venezia,2021-09-27,Giornata n. 6,N,0.6,10.2,3.0,0.0,0.0,328.8,410.0,2.6,41.6,17.2,4.2,0.0
6,Venezia,2021-10-01,Giornata n. 7,N,0.6666666666666666,9.5,2.5,0.16666666666666666,0.16666666666666666,324.0,409.0,2.8333333333333335,42.0,15.833333333333334,3.6666666666666665,0.0
7,Venezia,2021-10-18,Giornata n. 8,V,0.7142857142857143,9.857142857142858,2.7142857142857144,0.14285714285714285,0.14285714285714285,342.7142857142857,428.85714285714283,3.0,44.285714285714285,16.428571428571427,3.857142857142857,0.0
8,Venezia,2021-10-23,Giornata n. 9,P,0.75,9.125,2.625,0.125,0.125,336.625,424.75,2.875,43.625,16.375,3.625,0.0
9,Venezia,2021-10-26,Giornata n. 10,P,0.7777777777777778,8.88888888888889,2.4444444444444446,0.1111111111111111,0.1111111111111111,333.0,420.6666666666667,3.0,42.888888888888886,16.444444444444443,3.4444444444444446,0.0
10,Venezia,2021-10-31,Giornata n. 11,N,0.8,8.8,2.6,0.1,0.1,334.4,422.7,3.1,43.1,16.7,3.4,0.1
11,Venezia,2021-11-07,Giornata n. 12,V,0.7272727272727273,8.545454545454545,2.5454545454545454,0.09090909090909091,0.09090909090909091,325.3636363636364,414.09090909090907,3.1818181818181817,42.63636363636363,16.636363636363637,3.3636363636363638,0.09090909090909091
12,Venezia,2021-11-21,Giornata n. 13,V,0.9166666666666666,8.833333333333334,2.8333333333333335,0.16666666666666666,0.16666666666666666,320.6666666666667,408.5833333333333,3.25,42.333333333333336,16.333333333333332,3.25,0.08333333333333333
13,Venezia,2021-11-27,Giornata n. 14,P,0.9230769230769231,8.76923076923077,3.076923076923077,0.15384615384615385,0.15384615384615385,317.6923076923077,404.3076923076923,3.0,41.61538461538461,15.923076923076923,3.230769230769231,0.07692307692307693
14,Venezia,2021-11-30,Giornata n. 15,P,0.8571428571428571,8.571428571428571,2.9285714285714284,0.14285714285714285,0.14285714285714285,324.42857142857144,410.57142857142856,3.0,41.785714285714285,15.714285714285714,3.142857142857143,0.07142857142857142
15,Venezia,2021-12-05,Giornata n. 16,P,0.8,8.533333333333333,3.0,0.13333333333333333,0.13333333333333333,327.6,413.93333333333334,2.933333333333333,41.8,15.466666666666667,3.0,0.06666666666666667
16,Venezia,2021-12-11,Giornata n. 17,N,0.9375,8.5625,3.125,0.125,0.125,324.6875,412.0625,2.8125,41.9375,15.25,2.9375,0.125
17,Venezia,2021-12-19,Giornata n. 18,N,0.9411764705882353,8.823529411764707,3.176470588235294,0.11764705882352941,0.11764705882352941,323.3529411764706,411.5882352941176,2.823529411764706,41.8235294117647,15.529411764705882,3.0,0.11764705882352941
18,Venezia,2021-12-22,Giornata n. 19,P,0.9444444444444444,9.0,3.0555555555555554,0.1111111111111111,0.1111111111111111,324.22222222222223,413.6111111111111,2.8333333333333335,42.27777777777778,15.777777777777779,2.888888888888889,0.1111111111111111
19,Venezia,2022-01-09,Giornata n. 21,P,0.9473684210526315,9.052631578947368,3.0,0.10526315789473684,0.10526315789473684,330.63157894736844,419.4736842105263,2.8947368421052633,42.526315789473685,15.631578947368421,2.8947368421052633,0.15789473684210525
20,Venezia,2022-01-16,Giornata n. 22,N,0.9,9.1,3.0,0.1,0.1,330.7,419.4,2.8,42.3,15.4,2.8,0.2
21,Venezia,2022-01-22,Giornata n. 23,P,0.9047619047619048,9.333333333333334,3.0,0.09523809523809523,0.09523809523809523,330.8095238095238,420.0952380952381,2.9523809523809526,42.666666666666664,15.428571428571429,2.8095238095238093,0.19047619047619047
22,Venezia,2022-02-06,Giornata n. 24,P,0.9090909090909091,9.045454545454545,3.0,0.09090909090909091,0.09090909090909091,325.72727272727275,415.1363636363636,2.8181818181818183,42.04545454545455,15.181818181818182,2.8636363636363638,0.18181818181818182
23,Venezia,2022-02-12,Giornata n. 25,V,0.8695652173913043,8.956521739130435,3.0,0.08695652173913043,0.08695652173913043,324.8695652173913,414.3478260869565,2.782608695652174,41.69565217391305,15.043478260869565,2.8260869565217392,0.21739130434782608
24,Venezia,2022-02-20,Giornata n. 26,N,0.9166666666666666,8.833333333333334,2.9583333333333335,0.08333333333333333,0.08333333333333333,317.625,407.8333333333333,2.8333333333333335,41.333333333333336,14.958333333333334,2.8333333333333335,0.25
25,Venezia,2022-02-27,Giornata n. 27,P,0.92,9.08,3.0,0.08,0.08,313.64,406.28,2.96,41.56,14.92,2.8,0.24
26,Venezia,2022-03-06,Giornata n. 28,P,0.9230769230769231,9.076923076923077,3.0,0.07692307692307693,0.07692307692307693,311.15384615384613,405.61538461538464,3.0384615384615383,41.61538461538461,14.884615384615385,2.730769230769231,0.23076923076923078
27,Venezia,2022-03-14,Giornata n. 29,P,0.9259259259259259,9.296296296296296,3.037037037037037,0.07407407407407407,0.1111111111111111,312.2962962962963,406.55555555555554,3.2222222222222223,41.74074074074074,15.0,2.7777777777777777,0.2222222222222222
28,Venezia,2022-03-20,Giornata n. 30,P,0.8928571428571429,9.214285714285714,3.0,0.07142857142857142,0.10714285714285714,312.39285714285717,405.85714285714283,3.25,41.464285714285715,14.928571428571429,2.7142857142857144,0.21428571428571427
29,Venezia,2022-04-02,Giornata n. 31,P,0.8620689655172413,9.344827586206897,2.9310344827586206,0.06896551724137931,0.10344827586206896,311.82758620689657,405.82758620689657,3.2413793103448274,41.6551724137931,15.448275862068966,2.793103448275862,0.2413793103448276
30,Venezia,2022-04-10,Giornata n. 32,P,0.8333333333333334,9.533333333333333,2.933333333333333,0.06666666666666667,0.1,311.76666666666665,405.8,3.2,41.833333333333336,15.4,2.7333333333333334,0.23333333333333334
31,Venezia,2022-04-16,Giornata n. 33,P,0.8387096774193549,9.516129032258064,2.967741935483871,0.06451612903225806,0.0967741935483871,311.35483870967744,405.4516129032258,3.3225806451612905,42.16129032258065,15.419354838709678,2.870967741935484,0.22580645161290322
32,Venezia,2022-04-23,Giornata n. 34,P,0.8125,9.3125,2.90625,0.0625,0.09375,307.875,401.53125,3.21875,41.8125,15.53125,2.90625,0.21875
33,Venezia,2022-05-01,Giornata n. 35,P,0.8181818181818182,9.303030303030303,2.878787878787879,0.06060606060606061,0.09090909090909091,308.45454545454544,402.5151515151515,3.121212121212121,41.72727272727273,15.424242424242424,2.8181818181818183,0.21212121212121213
34,Venezia,2022-05-05,Giornata n. 20,P,0.8235294117647058,9.294117647058824,2.8823529411764706,0.058823529411764705,0.08823529411764706,310.3529411764706,404.1764705882353,3.1470588235294117,41.970588235294116,15.382352941176471,2.823529411764706,0.20588235294117646
35,Venezia,2022-05-08,Giornata n. 36,V,0.8285714285714286,9.314285714285715,2.914285714285714,0.05714285714285714,0.08571428571428572,311.62857142857143,405.9142857142857,3.1714285714285713,42.42857142857143,15.514285714285714,2.942857142857143,0.22857142857142856
36,Venezia,2022-05-14,Giornata n. 37,N,0.9166666666666666,9.5,3.0277777777777777,0.08333333333333333,0.1388888888888889,310.0833333333333,404.30555555555554,3.1944444444444446,42.388888888888886,15.36111111111111,2.9166666666666665,0.2222222222222222
37,Venezia,2022-05-22,Giornata n. 38,N,0.918918918918919,9.35135135135135,3.0,0.08108108108108109,0.13513513513513514,307.05405405405406,401.2432432432432,3.1621621621621623,42.108108108108105,15.35135135135135,2.972972972972973,0.24324324324324326
