,team,date,matchday,Risultato,goals,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
0,Spezia,2021-08-23,Giornata n. 1,N,2.0,12.0,4.0,0.0,0.0,275.0,356.0,4.0,41.0,18.0,3.0,0.0
1,Spezia,2021-08-28,Giornata n. 2,P,2.0,12.0,4.0,0.0,0.0,275.0,356.0,4.0,41.0,18.0,3.0,0.0
2,Spezia,2021-09-12,Giornata n. 3,P,1.5,8.5,3.0,0.0,0.0,325.5,405.5,3.0,40.0,14.0,2.5,0.5
3,Spezia,2021-09-19,Giornata n. 4,V,1.0,12.333333333333334,3.6666666666666665,0.0,0.0,361.0,443.6666666666667,3.3333333333333335,45.333333333333336,13.666666666666666,2.0,0.3333333333333333
4,Spezia,2021-09-22,Giornata n. 5,P,1.25,12.25,3.5,0.0,0.0,371.5,463.25,5.0,47.75,13.0,1.75,0.25
5,Spezia,2021-09-25,Giornata n. 6,P,1.4,11.8,3.6,0.0,0.0,355.8,445.8,5.0,46.4,13.4,1.8,0.2
6,Spezia,2021-10-03,Giornata n. 7,P,1.3333333333333333,11.166666666666666,3.3333333333333335,0.0,0.0,336.8333333333333,424.6666666666667,4.5,44.666666666666664,13.333333333333334,1.8333333333333333,0.16666666666666666
7,Spezia,2021-10-16,Giornata n. 8,V,1.1428571428571428,11.285714285714286,3.4285714285714284,0.0,0.0,352.14285714285717,439.0,4.571428571428571,46.142857142857146,13.142857142857142,1.7142857142857142,0.2857142857142857
8,Spezia,2021-10-22,Giornata n. 9,P,1.25,12.125,3.625,0.0,0.0,356.125,447.25,5.25,47.75,13.5,1.75,0.25
9,Spezia,2021-10-26,Giornata n. 10,N,1.2222222222222223,12.666666666666666,4.0,0.0,0.0,380.0,475.3333333333333,5.555555555555555,50.22222222222222,13.0,1.6666666666666667,0.2222222222222222
10,Spezia,2021-10-31,Giornata n. 11,P,1.2,12.7,3.9,0.0,0.0,373.9,471.4,5.3,49.9,13.2,1.7,0.2
11,Spezia,2021-11-06,Giornata n. 12,V,1.0909090909090908,11.818181818181818,3.5454545454545454,0.0,0.0,370.27272727272725,465.1818181818182,5.181818181818182,49.45454545454545,14.090909090909092,1.8181818181818181,0.18181818181818182
12,Spezia,2021-11-20,Giornata n. 13,P,1.0833333333333333,11.416666666666666,3.5,0.0,0.0,360.6666666666667,456.4166666666667,4.916666666666667,48.75,14.25,1.9166666666666667,0.16666666666666666
13,Spezia,2021-11-28,Giornata n. 14,P,1.1538461538461537,11.307692307692308,3.6153846153846154,0.0,0.0,365.0,461.2307692307692,5.0,48.84615384615385,14.153846153846153,2.0,0.15384615384615385
14,Spezia,2021-12-01,Giornata n. 15,P,1.0714285714285714,11.5,3.7857142857142856,0.0,0.0,362.5,458.2142857142857,4.857142857142857,48.42857142857143,14.357142857142858,2.0714285714285716,0.14285714285714285
15,Spezia,2021-12-05,Giornata n. 16,N,1.0,11.2,3.8,0.0,0.0,360.6,455.06666666666666,4.6,47.666666666666664,14.333333333333334,2.066666666666667,0.13333333333333333
16,Spezia,2021-12-13,Giornata n. 17,P,1.0625,11.0625,3.8125,0.0,0.0,354.5625,448.625,4.4375,46.875,14.375,2.1875,0.125
17,Spezia,2021-12-19,Giornata n. 18,N,1.0,10.882352941176471,3.7058823529411766,0.0,0.0,357.88235294117646,451.94117647058823,4.411764705882353,46.94117647058823,14.0,2.1176470588235294,0.11764705882352941
18,Spezia,2021-12-22,Giornata n. 19,V,1.0,10.777777777777779,3.611111111111111,0.0,0.0,350.22222222222223,443.3888888888889,4.333333333333333,46.22222222222222,14.555555555555555,2.1666666666666665,0.1111111111111111
19,Spezia,2022-01-06,Giornata n. 20,P,1.0,10.631578947368421,3.4210526315789473,0.0,0.0,345.5263157894737,438.7368421052632,4.368421052631579,45.63157894736842,14.473684210526315,2.210526315789474,0.10526315789473684
20,Spezia,2022-01-09,Giornata n. 21,V,1.0,10.55,3.4,0.0,0.0,339.65,434.2,4.45,45.35,14.4,2.25,0.15
21,Spezia,2022-01-17,Giornata n. 22,V,1.0,10.857142857142858,3.6666666666666665,0.0,0.0,340.3333333333333,435.76190476190476,4.428571428571429,45.38095238095238,14.523809523809524,2.2857142857142856,0.14285714285714285
22,Spezia,2022-01-23,Giornata n. 23,V,1.0454545454545454,10.818181818181818,3.772727272727273,0.0,0.0,337.3181818181818,432.6363636363636,4.2727272727272725,45.13636363636363,14.681818181818182,2.409090909090909,0.13636363636363635
23,Spezia,2022-02-07,Giornata n. 24,N,1.0434782608695652,10.652173913043478,3.6956521739130435,0.0,0.0,334.60869565217394,429.82608695652175,4.173913043478261,44.91304347826087,15.130434782608695,2.391304347826087,0.13043478260869565
24,Spezia,2022-02-14,Giornata n. 25,P,1.0833333333333333,10.666666666666666,3.5416666666666665,0.08333333333333333,0.08333333333333333,333.125,428.4166666666667,4.25,44.875,15.416666666666666,2.4166666666666665,0.125
25,Spezia,2022-02-21,Giornata n. 26,P,1.08,10.6,3.44,0.08,0.08,327.48,421.8,4.24,44.4,15.6,2.4,0.12
26,Spezia,2022-02-27,Giornata n. 27,P,1.0769230769230769,10.423076923076923,3.3846153846153846,0.07692307692307693,0.07692307692307693,325.0,419.4230769230769,4.076923076923077,44.19230769230769,15.615384615384615,2.3461538461538463,0.11538461538461539
