,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
19,Davide Zappacosta,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
20,Davide Zappacosta,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,WB,45,0,0,0,0,2,1,0,0,32,14,2,0,2,0.1,0.1,0.0,1,0,21,23,913,2,16,2,0,1,Report partita
22,Davide Zappacosta,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,Sì,WB,45,0,0,0,0,0,0,0,0,30,5,3,1,1,0.0,0.0,0.0,1,0,14,21,667,1,14,2,0,2,Report partita
23,Davide Zappacosta,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,RB,13,0,0,0,0,0,0,0,0,14,1,0,1,0,0.0,0.0,0.0,0,0,11,13,846,1,10,5,0,0,Report partita
24,Davide Zappacosta,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,WB,90,0,0,0,0,2,0,0,0,74,18,0,0,0,0.0,0.0,0.1,3,0,52,67,776,2,47,5,0,2,Report partita
26,Davide Zappacosta,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,No,LW,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,3,0,0,0,Report partita
27,Davide Zappacosta,22-01-2022,Sab,Serie A,Giornata n. 23,Ospiti,N 0–0,Atalanta,Lazio,Sì,WB,90,0,0,0,0,0,0,1,0,56,31,2,1,0,0.0,0.0,0.0,1,0,40,47,851,0,40,4,2,5,Report partita
28,Davide Zappacosta,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì,RB,90,0,0,0,0,0,0,1,0,70,21,0,0,3,0.0,0.0,0.0,1,0,51,64,797,6,44,7,0,0,Report partita
30,Davide Zappacosta,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,Sì,WB,59,0,0,0,0,1,0,0,0,47,13,0,1,3,0.0,0.0,0.1,2,0,35,41,854,2,42,5,1,2,Report partita
32,Davide Zappacosta,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,WB,58,0,0,0,0,1,0,0,0,33,15,0,0,1,0.0,0.0,0.0,0,0,21,25,840,3,18,2,0,1,Report partita
34,Davide Zappacosta,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,Sì,LB,82,0,0,0,0,1,0,0,0,75,4,0,0,2,0.0,0.0,0.0,2,0,58,69,841,1,54,6,0,1,Report partita
35,Davide Zappacosta,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,LB,20,0,0,0,0,0,0,0,0,17,4,0,0,1,0.0,0.0,0.0,0,0,14,15,933,1,13,1,0,1,Report partita
37,Davide Zappacosta,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,Sì,WB,55,0,0,0,0,0,0,1,0,45,8,0,0,1,0.0,0.0,0.0,2,0,30,38,789,3,31,4,1,4,Report partita
40,Davide Zappacosta,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,Sì,"WB,CB",90,0,0,0,0,1,0,0,0,85,20,2,6,2,0.0,0.0,0.1,4,0,64,74,865,7,56,8,1,2,Report partita
42,Davide Zappacosta,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,No,"WB,DM",45,0,0,0,0,1,0,1,0,25,16,1,0,0,0.0,0.0,0.0,2,0,15,22,682,1,20,5,1,1,Report partita
44,Davide Zappacosta,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì,WB,90,0,1,0,0,2,1,0,0,61,16,1,1,2,0.1,0.1,0.2,3,1,43,53,811,4,44,10,1,1,Report partita
45,Davide Zappacosta,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,Sì,WB,90,0,1,0,0,2,0,0,0,92,17,1,0,1,0.1,0.1,0.4,4,1,72,85,847,12,71,9,1,1,Report partita
46,Davide Zappacosta,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,Sì,WB,90,0,0,0,0,1,0,0,0,50,9,2,0,2,0.1,0.1,0.2,4,1,38,45,844,3,39,5,1,1,Report partita
47,Davide Zappacosta,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,Sì,"LB,WB",90,0,0,0,0,1,0,0,0,84,20,3,1,2,0.0,0.0,0.5,5,0,59,73,808,6,63,5,1,3,Report partita
48,Davide Zappacosta,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì,WB,90,0,0,0,0,0,0,0,0,72,9,0,1,1,0.0,0.0,0.0,3,1,54,64,844,2,53,7,0,2,Report partita
49,Davide Zappacosta,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,Sì,WB,90,0,0,0,0,2,0,0,0,58,13,1,0,4,0.1,0.1,0.0,1,0,34,45,756,4,43,5,2,6,Report partita
50,Davide Zappacosta,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì,WB,77,0,0,0,0,3,0,0,0,71,6,2,0,0,0.2,0.2,0.0,3,0,57,66,864,4,57,12,2,2,Report partita
5,Marten de Roon,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,DM,90,0,0,0,0,0,0,0,0,54,32,5,2,1,0.0,0.0,0.0,0,0,39,44,886,1,31,1,0,0,Report partita
6,Marten de Roon,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,DM,90,0,0,0,0,1,0,0,0,47,17,1,3,3,0.0,0.0,0.0,1,0,29,33,879,1,27,0,0,0,Report partita
8,Marten de Roon,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì,"CB,DM",90,0,0,0,0,1,0,1,0,45,17,3,1,4,0.0,0.0,0.1,1,0,33,34,971,5,24,3,0,0,Report partita
10,Marten de Roon,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,Sì,"CB,DM",90,0,0,0,0,0,0,0,0,65,21,3,5,1,0.0,0.0,0.0,5,0,49,55,891,2,42,3,0,1,Report partita
12,Marten de Roon,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,Sì,CB,90,0,0,0,0,0,0,0,0,69,8,1,0,1,0.0,0.0,0.0,0,0,61,65,938,9,55,4,0,1,Report partita
13,Marten de Roon,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,Sì,CB,90,0,0,0,0,0,0,0,0,83,8,2,2,0,0.0,0.0,0.1,4,1,57,71,803,5,50,6,0,0,Report partita
14,Marten de Roon,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì,CB,90,1,0,0,0,1,1,0,0,100,16,5,1,2,0.1,0.1,0.0,0,0,75,89,843,8,65,1,0,2,Report partita
16,Marten de Roon,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì,CB,90,0,0,0,0,2,0,0,0,79,15,0,4,2,0.1,0.1,0.1,1,0,62,67,925,4,53,6,0,0,Report partita
18,Marten de Roon,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,Sì,DM,90,0,0,0,0,0,0,0,0,64,21,3,0,1,0.0,0.0,0.0,2,0,47,57,825,2,49,4,1,1,Report partita
20,Marten de Roon,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,CM,90,0,0,0,0,0,0,0,0,49,14,0,4,0,0.0,0.0,0.0,0,0,33,42,786,3,25,6,0,0,Report partita
21,Marten de Roon,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,DM,29,0,0,0,0,1,0,0,0,23,6,1,0,1,0.0,0.0,0.0,0,0,17,19,895,3,16,3,0,0,Report partita
22,Marten de Roon,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,DM,90,0,0,0,0,0,0,0,0,48,22,1,2,0,0.0,0.0,0.0,3,1,36,43,837,5,28,3,0,0,Report partita
24,Marten de Roon,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,Sì,DM,90,0,0,0,0,1,0,0,0,47,27,4,2,1,0.1,0.1,0.0,1,0,22,38,579,3,18,0,0,0,Report partita
25,Marten de Roon,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,Sì,DM,90,0,0,0,0,0,0,1,0,113,17,4,2,0,0.0,0.0,0.1,4,0,98,106,925,10,80,14,0,0,Report partita
26,Marten de Roon,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,No,DM,45,0,0,0,0,0,0,0,0,43,5,2,4,0,0.0,0.0,0.0,0,0,36,41,878,3,24,1,0,0,Report partita
27,Marten de Roon,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,Sì,DM,45,0,0,0,0,0,0,1,0,40,11,4,2,1,0.0,0.0,0.0,0,0,29,34,853,3,23,2,0,0,Report partita
29,Marten de Roon,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì,DM,90,0,0,0,0,0,0,1,0,55,27,2,3,3,0.0,0.0,0.0,1,0,38,48,792,7,29,0,0,0,Report partita
31,Marten de Roon,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
33,Marten de Roon,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,Sì,DM,90,0,0,0,0,3,1,0,0,67,23,2,5,1,0.5,0.5,0.0,5,0,47,54,870,6,47,3,0,0,Report partita
35,Marten de Roon,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,"DM,CB",90,0,0,0,0,0,0,0,0,55,23,2,0,2,0.0,0.0,0.0,0,0,39,49,796,1,35,1,1,1,Report partita
37,Marten de Roon,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,Sì,DM,90,0,0,0,0,2,0,0,0,93,21,3,4,1,0.1,0.1,0.0,1,0,76,83,916,8,69,2,0,1,Report partita
38,Marten de Roon,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,"DM,CB",89,0,0,0,0,0,0,2,1,82,19,2,2,2,0.0,0.0,0.0,0,0,67,73,918,9,58,8,1,1,Report partita
42,Marten de Roon,20-03-2022,Dom,Serie A,Giornata n. 30,Ospiti,V 1–0,Atalanta,Bologna,Sì,DM,90,0,0,0,0,3,1,0,0,52,19,0,4,0,0.1,0.1,0.0,1,0,27,39,692,3,22,1,0,0,Report partita
45,Marten de Roon,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,Sì,DM,90,1,0,0,0,3,1,1,0,79,14,6,5,0,0.5,0.5,0.0,1,0,59,66,894,5,48,0,1,1,Report partita
49,Marten de Roon,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì*,"DM,CB",90,0,0,0,0,1,0,0,0,78,29,5,3,0,0.0,0.0,0.0,1,0,61,69,884,4,52,3,0,1,Report partita
50,Marten de Roon,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,Sì,DM,90,0,0,0,0,0,0,0,0,88,33,4,1,1,0.0,0.0,0.0,1,1,68,83,819,8,55,3,0,0,Report partita
51,Marten de Roon,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,Sì,DM,90,1,0,0,0,2,1,0,0,56,20,2,1,0,0.1,0.1,0.1,1,0,40,47,851,4,27,0,0,0,Report partita
52,Marten de Roon,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,Sì,DM,90,0,0,0,0,0,0,0,0,61,30,5,0,2,0.0,0.0,0.0,0,0,45,50,900,4,42,5,0,0,Report partita
53,Marten de Roon,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì,"CB,DM",90,0,0,0,0,0,0,0,0,77,9,3,0,1,0.0,0.0,0.0,1,0,66,74,892,6,48,6,0,0,Report partita
54,Marten de Roon,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,Sì,CB,90,0,0,0,0,0,0,0,0,48,14,6,1,1,0.0,0.0,0.0,0,0,33,38,868,3,20,1,0,0,Report partita
55,Marten de Roon,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì,"CB,DM",90,0,0,0,0,1,0,0,0,70,15,2,4,2,0.0,0.0,0.0,2,0,54,63,857,4,45,4,0,0,Report partita
1,Remo Freuler,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,Sì,DM,90,0,0,0,0,0,0,0,0,84,16,2,1,1,0.0,0.0,0.2,5,0,66,77,857,8,53,7,2,4,Report partita
5,Remo Freuler,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,Sì,DM,90,0,0,0,0,0,0,1,0,76,12,2,0,0,0.0,0.0,0.3,3,0,62,71,873,5,56,5,0,0,Report partita
7,Remo Freuler,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,Sì,DM,90,0,0,0,0,1,0,0,0,87,14,0,2,3,0.1,0.1,0.0,0,0,65,75,867,6,55,6,0,0,Report partita
8,Remo Freuler,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
9,Remo Freuler,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,DM,90,0,0,0,0,0,0,0,0,50,14,1,2,0,0.0,0.0,0.2,4,0,40,44,909,4,36,5,0,0,Report partita
11,Remo Freuler,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì*,DM,86,0,0,0,0,0,0,0,0,63,12,4,1,0,0.0,0.0,0.1,2,0,45,53,849,6,41,2,0,1,Report partita
14,Remo Freuler,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,No,DM,52,0,0,0,0,0,0,1,0,31,20,3,0,1,0.0,0.0,0.0,0,0,20,23,870,3,17,1,0,0,Report partita
16,Remo Freuler,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,Sì*,DM,90,0,0,0,0,0,0,0,0,104,19,1,1,1,0.0,0.0,0.0,1,1,82,96,854,8,80,4,1,3,Report partita
17,Remo Freuler,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,Sì*,DM,90,0,0,0,0,0,0,1,0,82,13,1,1,2,0.0,0.0,0.1,1,0,67,75,893,9,68,6,3,4,Report partita
18,Remo Freuler,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì*,DM,90,0,0,0,0,1,1,0,0,80,13,2,3,1,0.0,0.0,0.0,5,0,58,67,866,9,59,8,1,2,Report partita
20,Remo Freuler,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì*,DM,89,0,0,0,0,0,0,0,0,82,6,2,4,2,0.0,0.0,0.2,4,1,66,73,904,11,66,11,1,1,Report partita
23,Remo Freuler,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
25,Remo Freuler,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,CM,90,0,0,0,0,1,0,1,0,56,18,2,1,3,0.0,0.0,0.0,1,0,39,47,830,0,32,4,0,0,Report partita
26,Remo Freuler,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
27,Remo Freuler,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,DM,90,1,0,0,0,2,1,0,0,67,30,2,3,3,0.1,0.1,0.0,5,0,48,53,906,4,46,7,1,2,Report partita
29,Remo Freuler,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
30,Remo Freuler,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,Sì,DM,90,0,0,0,0,0,0,0,0,90,12,6,3,0,0.0,0.0,0.0,0,0,66,76,868,6,63,12,3,4,Report partita
31,Remo Freuler,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì*,DM,45,0,0,0,0,0,0,1,0,52,8,2,1,1,0.0,0.0,0.0,2,0,35,42,833,2,36,4,1,3,Report partita
34,Remo Freuler,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì*,CM,90,0,0,0,0,2,1,0,0,57,28,4,1,4,0.1,0.1,0.1,4,0,33,40,825,4,32,5,0,0,Report partita
35,Remo Freuler,22-01-2022,Sab,Serie A,Giornata n. 23,Ospiti,N 0–0,Atalanta,Lazio,Sì*,DM,90,0,0,0,0,0,0,0,0,54,30,3,3,2,0.0,0.0,0.0,1,0,36,42,857,2,32,3,0,0,Report partita
36,Remo Freuler,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì*,"DM,CM",90,0,0,0,0,1,0,0,0,93,14,1,3,2,0.1,0.1,0.1,3,0,77,83,928,15,67,8,0,3,Report partita
38,Remo Freuler,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,Sì,DM,90,0,1,0,0,1,0,0,0,68,13,2,2,2,0.1,0.1,0.1,3,1,43,55,782,4,45,4,1,1,Report partita
40,Remo Freuler,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,DM,57,0,0,0,0,0,0,0,0,44,26,1,3,2,0.0,0.0,0.0,1,0,29,38,763,2,25,3,0,0,Report partita
42,Remo Freuler,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,Sì,DM,90,0,2,0,0,0,0,0,0,91,18,4,5,3,0.0,0.0,0.4,3,2,61,74,824,6,69,6,2,2,Report partita
43,Remo Freuler,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì*,DM,90,0,0,0,0,2,2,0,0,99,23,0,1,2,0.2,0.2,0.1,1,0,80,90,889,10,71,7,1,1,Report partita
45,Remo Freuler,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
47,Remo Freuler,20-03-2022,Dom,Serie A,Giornata n. 30,Ospiti,V 1–0,Atalanta,Bologna,Sì*,DM,69,0,0,0,0,2,0,0,0,53,10,2,2,0,0.0,0.0,0.0,2,0,28,40,700,3,32,3,1,1,Report partita
50,Remo Freuler,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,Sì*,DM,82,0,0,0,0,1,0,0,0,64,15,3,3,3,0.0,0.0,0.1,2,0,48,52,923,10,51,5,2,4,Report partita
55,Remo Freuler,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,Sì*,DM,63,0,0,0,0,0,0,0,0,53,18,3,0,2,0.0,0.0,0.0,0,0,41,47,872,7,36,5,0,0,Report partita
56,Remo Freuler,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,Sì*,DM,67,0,0,0,0,1,0,1,0,39,13,0,0,0,0.0,0.0,0.0,1,0,31,36,861,1,25,1,0,0,Report partita
57,Remo Freuler,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,Sì*,DM,90,0,0,0,0,2,1,1,0,95,22,4,0,7,0.1,0.1,0.0,1,0,56,76,737,9,68,14,5,6,Report partita
58,Remo Freuler,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì*,DM,58,0,0,0,0,1,0,1,0,40,11,1,2,0,0.4,0.4,0.0,0,0,30,33,909,5,33,3,0,0,Report partita
59,Remo Freuler,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,Sì*,DM,90,0,0,0,0,0,0,1,0,62,17,5,0,1,0.0,0.0,0.0,1,0,46,53,868,5,38,2,0,0,Report partita
60,Remo Freuler,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì*,DM,81,0,0,0,0,2,0,1,0,65,20,1,0,0,0.2,0.2,0.0,4,0,52,58,897,12,47,7,1,2,Report partita
