,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
30,Mario Pašalić,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,Sì,"LW,AM",63,0,0,0,0,1,0,0,0,31,5,1,1,0,0.0,0.0,0.0,0,0,22,24,917,1,25,3,1,3,Report partita
31,Mario Pašalić,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,No,"AM,DM",26,0,0,0,0,0,0,0,0,19,1,0,0,2,0.0,0.0,0.0,0,0,7,14,500,0,3,0,0,0,Report partita
32,Mario Pašalić,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,Sì,AM,72,1,0,0,0,4,1,0,0,38,4,0,0,0,0.3,0.3,0.0,2,0,22,27,815,2,26,5,1,2,Report partita
34,Mario Pašalić,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì,LW,89,0,0,0,0,3,2,0,0,50,10,2,2,1,0.3,0.3,0.7,6,0,27,38,711,3,34,5,3,3,Report partita
36,Mario Pašalić,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì,"LW,AM",53,0,0,0,0,0,0,0,0,43,9,0,0,1,0.0,0.0,0.2,3,0,27,35,771,4,28,3,0,1,Report partita
38,Mario Pašalić,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,No,FW,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0.0,0.0,0.0,0,0,1,1,1000,0,0,0,0,0,Report partita
40,Mario Pašalić,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,No,AM,33,0,0,0,0,0,0,0,0,10,2,1,0,0,0.0,0.0,0.0,0,0,5,6,833,0,6,0,0,1,Report partita
42,Mario Pašalić,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,Sì,FW,90,1,0,0,0,3,1,0,0,65,14,2,0,0,0.7,0.7,0.3,6,1,40,51,784,4,50,4,0,0,Report partita
43,Mario Pašalić,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,LW,45,0,0,0,0,0,0,0,0,28,10,1,2,1,0.0,0.0,0.0,1,0,15,18,833,1,20,4,0,1,Report partita
45,Mario Pašalić,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,Sì,"AM,FW",89,0,0,0,0,2,0,0,0,48,9,2,0,1,0.5,0.5,0.2,3,0,25,39,641,5,25,2,1,1,Report partita
47,Mario Pašalić,20-03-2022,Dom,Serie A,Giornata n. 30,Ospiti,V 1–0,Atalanta,Bologna,No,DM,21,0,1,0,0,0,0,0,0,15,3,2,1,0,0.0,0.0,0.4,1,1,9,10,900,2,6,1,0,0,Report partita
50,Mario Pašalić,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,No,DM,8,0,0,0,0,0,0,0,0,5,4,0,0,1,0.0,0.0,0.0,0,0,2,3,667,0,4,2,0,0,Report partita
52,Mario Pašalić,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,Sì,"DM,AM",76,0,0,0,0,4,1,0,0,40,25,0,3,0,0.5,0.5,0.0,1,0,27,33,818,5,33,4,0,0,Report partita
54,Mario Pašalić,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,No,DM,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,2,3,667,0,4,0,0,0,Report partita
55,Mario Pašalić,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,Sì,AM,75,1,0,0,0,3,1,0,0,35,19,1,1,0,0.8,0.8,0.4,3,0,22,27,815,4,28,4,0,3,Report partita
56,Mario Pašalić,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,No,DM,23,1,0,0,0,1,1,1,0,21,5,0,0,0,0.3,0.3,0.0,2,1,18,19,947,2,17,4,0,1,Report partita
57,Mario Pašalić,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,No,"AM,FW",45,1,0,0,0,1,1,0,0,31,3,0,0,0,0.2,0.2,0.1,1,0,24,27,889,3,26,6,1,2,Report partita
58,Mario Pašalić,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì,AM,90,1,0,0,0,1,1,0,0,43,7,1,1,2,0.2,0.2,0.1,1,0,25,33,758,1,28,3,0,1,Report partita
59,Mario Pašalić,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,Sì,FW,54,0,0,0,0,0,0,0,0,32,8,1,0,0,0.0,0.0,0.0,2,0,25,27,926,2,24,1,0,0,Report partita
60,Mario Pašalić,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì,"AM,FW",81,0,0,0,0,5,0,0,0,51,7,1,0,0,1.0,1.0,0.3,6,0,37,42,881,0,37,4,1,2,Report partita
7,Teun Koopmeiners,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,No,LW,6,0,0,0,0,0,0,0,0,11,4,1,0,1,0.0,0.0,0.1,1,0,7,9,778,1,6,1,0,0,Report partita
9,Teun Koopmeiners,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,No,DM,45,0,0,0,0,1,0,0,0,45,12,0,1,4,0.1,0.1,0.0,1,0,34,39,872,1,31,1,0,1,Report partita
10,Teun Koopmeiners,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,DM,90,0,0,0,0,1,0,0,0,73,23,2,2,2,0.0,0.0,0.0,1,0,49,62,790,10,42,1,1,2,Report partita
11,Teun Koopmeiners,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
13,Teun Koopmeiners,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,No,CM,45,0,0,0,0,0,0,0,0,45,12,1,0,1,0.0,0.0,0.0,2,0,33,40,825,6,32,3,0,0,Report partita
16,Teun Koopmeiners,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,Sì,DM,67,0,0,0,0,2,0,0,0,48,13,1,2,0,0.2,0.2,0.4,5,0,35,40,875,5,33,2,1,1,Report partita
18,Teun Koopmeiners,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,No,DM,17,0,0,0,0,0,0,0,0,7,5,0,0,0,0.0,0.0,0.0,0,0,3,6,500,1,6,1,0,0,Report partita
19,Teun Koopmeiners,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,Sì,DM,90,0,0,0,0,0,0,0,0,88,17,2,2,4,0.0,0.0,0.1,4,0,61,77,792,5,67,3,2,3,Report partita
20,Teun Koopmeiners,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì,DM,90,0,0,0,0,1,0,0,0,86,13,4,0,3,0.2,0.2,0.0,3,0,60,77,779,8,67,6,1,1,Report partita
22,Teun Koopmeiners,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì,DM,62,0,1,0,0,0,0,1,0,50,3,1,0,0,0.0,0.0,0.7,5,1,39,45,867,7,38,5,0,0,Report partita
25,Teun Koopmeiners,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,Sì,DM,59,0,0,0,0,1,0,1,0,42,22,0,2,3,0.0,0.0,0.0,2,0,26,32,813,2,32,2,1,2,Report partita
27,Teun Koopmeiners,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,No,LW,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0.0,0.0,0.0,0,0,2,4,500,0,4,0,1,1,Report partita
28,Teun Koopmeiners,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,Sì,DM,90,1,0,0,0,2,1,0,0,88,14,4,1,0,0.1,0.1,0.0,3,1,66,78,846,8,77,9,4,6,Report partita
29,Teun Koopmeiners,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
31,Teun Koopmeiners,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,Sì,DM,90,1,0,0,0,1,1,0,0,76,9,1,2,5,0.0,0.0,0.0,2,0,42,64,656,6,39,4,0,0,Report partita
32,Teun Koopmeiners,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
33,Teun Koopmeiners,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,DM,83,0,0,0,0,2,1,0,0,114,7,1,0,3,0.1,0.1,0.1,4,0,74,101,733,6,72,7,0,0,Report partita
34,Teun Koopmeiners,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,Sì,DM,90,0,0,0,0,1,0,0,0,106,17,4,3,1,0.1,0.1,0.1,3,1,81,96,844,9,73,6,2,2,Report partita
36,Teun Koopmeiners,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì,CM,90,0,0,0,0,0,0,0,0,41,22,2,1,1,0.0,0.0,0.0,1,0,23,32,719,5,29,4,1,1,Report partita
38,Teun Koopmeiners,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì,"DM,CM",90,0,0,0,0,2,0,0,0,100,19,2,0,0,0.0,0.0,0.0,1,0,72,87,828,3,68,8,2,3,Report partita
40,Teun Koopmeiners,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,Sì,AM,90,0,0,0,0,2,1,0,0,73,24,2,0,2,0.1,0.1,1.0,9,0,51,65,785,6,51,6,0,0,Report partita
42,Teun Koopmeiners,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,"AM,DM",90,0,0,0,0,2,1,0,0,50,27,0,0,0,0.4,0.4,0.0,2,0,36,44,818,1,28,2,2,2,Report partita
44,Teun Koopmeiners,28-02-2022,Lun,Serie A,Giornata n. 27,Casa,V 4–0,Atalanta,Sampdoria,Sì,AM,90,2,0,0,0,2,2,0,0,51,16,0,0,1,0.5,0.5,0.3,4,0,27,43,628,3,39,9,3,4,Report partita
45,Teun Koopmeiners,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,AM,59,0,0,0,0,1,0,0,0,49,10,0,1,0,0.1,0.1,0.0,1,0,33,39,846,3,33,4,0,3,Report partita
47,Teun Koopmeiners,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,Sì,"DM,AM",90,0,0,0,0,0,0,0,0,59,11,2,0,3,0.0,0.0,0.4,2,0,42,50,840,1,38,4,1,1,Report partita
49,Teun Koopmeiners,20-03-2022,Dom,Serie A,Giornata n. 30,Ospiti,V 1–0,Atalanta,Bologna,Sì,"RW,LW",90,0,0,0,0,1,0,0,0,44,18,0,3,2,0.1,0.1,0.1,5,1,23,35,657,3,31,5,0,0,Report partita
52,Teun Koopmeiners,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,Sì,AM,90,0,0,0,0,0,0,0,0,51,25,0,0,3,0.0,0.0,0.0,1,1,32,41,780,1,31,1,0,0,Report partita
54,Teun Koopmeiners,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,No,"DM,AM",45,0,0,0,0,0,0,0,0,28,17,1,0,0,0.0,0.0,0.1,3,0,21,25,840,2,20,1,1,1,Report partita
56,Teun Koopmeiners,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì,DM,90,0,0,0,0,0,0,1,0,49,14,2,1,1,0.0,0.0,0.2,2,0,34,41,829,4,34,0,0,1,Report partita
57,Teun Koopmeiners,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,No,DM,27,0,0,0,0,0,0,0,0,20,8,1,0,1,0.0,0.0,0.0,1,0,15,16,938,0,15,0,0,0,Report partita
59,Teun Koopmeiners,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
60,Teun Koopmeiners,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì,DM,90,0,0,0,0,2,1,0,0,82,9,2,0,0,0.1,0.1,0.8,5,0,64,74,865,6,59,4,0,0,Report partita
61,Teun Koopmeiners,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,Sì,DM,90,0,0,0,0,1,0,1,0,62,19,2,2,1,0.1,0.1,0.0,2,0,44,51,863,4,41,5,1,1,Report partita
62,Teun Koopmeiners,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì,DM,77,0,0,0,0,3,1,0,0,74,6,1,1,0,0.1,0.1,0.3,8,0,56,69,812,7,57,5,1,1,Report partita
0,Merih Demiral,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 2–1,Atalanta,Torino,Sì,CB,82,0,0,0,0,0,0,1,0,37,18,2,0,0,0.0,0.0,0.0,0,0,24,33,727,0,18,0,0,0,Report partita
1,Merih Demiral,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
5,Merih Demiral,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
7,Merih Demiral,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,Sì,CB,45,0,0,0,0,1,0,1,0,30,9,1,0,0,0.1,0.1,0.0,0,0,20,22,909,1,16,2,0,0,Report partita
8,Merih Demiral,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,CB,90,0,0,0,0,1,0,0,0,58,31,4,4,1,0.0,0.0,0.0,0,0,34,38,895,2,30,1,0,0,Report partita
9,Merih Demiral,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,CB,90,0,0,0,0,1,0,0,0,46,16,1,5,1,0.2,0.2,0.0,0,0,23,27,852,0,17,1,0,0,Report partita
11,Merih Demiral,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì,CB,45,0,0,0,0,0,0,0,0,22,5,2,1,3,0.0,0.0,0.0,0,0,14,15,933,3,11,2,0,0,Report partita
14,Merih Demiral,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,Sì,CB,90,0,0,0,0,0,0,0,0,40,12,0,1,1,0.0,0.0,0.0,1,0,21,24,875,0,19,0,0,0,Report partita
17,Merih Demiral,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì,CB,90,0,1,0,0,2,0,1,0,67,5,2,5,0,0.1,0.1,0.0,1,1,53,56,946,1,44,1,0,0,Report partita
19,Merih Demiral,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì,CB,90,0,0,0,0,0,0,0,0,59,12,2,3,3,0.0,0.0,0.0,1,0,43,51,843,2,35,1,0,0,Report partita
22,Merih Demiral,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
24,Merih Demiral,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,CB,90,0,0,0,0,0,0,1,0,33,24,6,3,1,0.0,0.0,0.0,0,0,16,21,762,0,13,0,0,0,Report partita
25,Merih Demiral,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,Sì,CB,75,0,0,0,0,0,0,0,0,46,7,0,3,0,0.0,0.0,0.0,1,0,36,41,878,1,30,1,0,1,Report partita
26,Merih Demiral,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,CB,90,1,0,0,0,3,2,0,0,33,15,1,1,1,0.4,0.4,0.0,0,0,24,24,1000,1,17,0,0,0,Report partita
28,Merih Demiral,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,Sì,CB,90,0,0,0,0,2,1,0,0,42,16,1,4,6,0.2,0.2,0.0,2,0,19,24,792,1,6,0,0,0,Report partita
29,Merih Demiral,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
30,Merih Demiral,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,CB,90,0,0,0,0,3,0,0,0,55,14,2,1,1,0.2,0.2,0.0,0,0,39,47,830,0,24,1,0,0,Report partita
31,Merih Demiral,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
33,Merih Demiral,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì,CB,90,0,0,0,0,2,0,0,0,36,15,1,3,3,0.2,0.2,0.0,0,0,20,25,800,0,19,0,0,0,Report partita
34,Merih Demiral,22-01-2022,Sab,Serie A,Giornata n. 23,Ospiti,N 0–0,Atalanta,Lazio,Sì,CB,90,0,0,0,0,0,0,0,0,51,15,1,5,3,0.0,0.0,0.0,0,0,37,42,881,0,25,1,0,0,Report partita
35,Merih Demiral,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
37,Merih Demiral,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,Sì,CB,90,0,0,0,0,0,0,0,0,46,23,2,2,4,0.0,0.0,0.0,0,0,32,32,1000,1,21,0,0,0,Report partita
39,Merih Demiral,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,CB,90,0,0,0,0,2,0,1,0,68,14,0,5,2,0.0,0.0,0.0,0,0,51,59,864,2,28,1,0,0,Report partita
42,Merih Demiral,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,Sì,CB,90,0,0,0,0,2,1,1,0,54,11,3,0,4,0.4,0.4,0.0,0,0,36,39,923,0,23,0,0,0,Report partita
