,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
44,Merih Demiral,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,No,CB,13,0,0,0,0,1,0,0,0,15,3,2,0,0,0.0,0.0,0.0,0,0,9,13,692,1,9,0,0,0,Report partita
46,Merih Demiral,20-03-2022,Dom,Serie A,Giornata n. 30,Ospiti,V 1–0,Atalanta,Bologna,Sì,CB,90,0,0,0,0,1,0,1,0,36,24,2,4,2,0.0,0.0,0.0,0,0,20,24,833,4,12,0,0,1,Report partita
50,Merih Demiral,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,Sì,CB,90,0,0,0,0,0,0,0,0,56,17,0,2,2,0.0,0.0,0.0,0,0,43,46,935,1,30,1,0,0,Report partita
52,Merih Demiral,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì,CB,56,0,0,0,0,0,0,0,0,28,11,0,1,1,0.0,0.0,0.0,0,0,22,23,957,0,20,0,0,0,Report partita
53,Merih Demiral,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,No,CB,27,0,0,0,0,0,0,0,0,21,9,2,0,0,0.0,0.0,0.0,0,0,15,18,833,0,13,2,0,0,Report partita
54,Merih Demiral,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,No,CB,23,0,0,0,0,1,0,0,0,15,4,0,0,0,0.0,0.0,0.0,1,1,11,13,846,0,6,0,0,0,Report partita
55,Merih Demiral,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,Sì,CB,45,0,0,0,0,1,1,1,0,25,9,3,0,1,0.0,0.0,0.0,0,0,18,19,947,0,16,1,2,2,Report partita
56,Merih Demiral,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,No,CB,45,0,1,0,0,1,0,0,0,24,6,0,1,1,0.0,0.0,0.0,1,1,16,20,800,0,13,1,0,0,Report partita
57,Merih Demiral,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,No,CB,12,0,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,5,5,1000,0,3,0,0,0,Report partita
58,Merih Demiral,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,No,CB,9,0,0,0,0,1,1,0,0,6,0,0,1,0,0.1,0.1,0.0,0,0,2,4,500,0,2,0,0,0,Report partita
3,Duván Zapata,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,Sì,FW,81,1,0,1,1,3,2,0,0,27,6,0,0,1,1.6,0.8,0.1,3,0,12,17,706,0,16,2,0,0,Report partita
5,Duván Zapata,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,Sì,FW,90,1,0,0,0,3,2,0,0,38,8,0,0,0,0.4,0.4,0.0,2,0,22,26,846,3,28,4,1,2,Report partita
6,Duván Zapata,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,FW,83,0,1,0,0,2,0,0,0,34,13,0,0,1,0.5,0.5,0.1,1,1,19,23,826,4,24,9,2,2,Report partita
7,Duván Zapata,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,FW,61,0,0,0,0,2,0,1,0,27,5,0,0,0,0.5,0.5,0.0,2,0,17,19,895,0,18,2,0,1,Report partita
9,Duván Zapata,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì,FW,90,1,1,1,1,2,2,0,0,52,7,0,2,3,1.0,0.3,0.4,5,1,19,29,655,0,39,5,1,1,Report partita
13,Duván Zapata,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,No,FW,45,1,0,0,0,4,1,0,0,23,7,1,1,1,1.2,1.2,0.1,3,1,12,13,923,3,20,4,1,2,Report partita
15,Duván Zapata,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,Sì,FW,63,0,0,0,0,1,0,0,0,32,7,0,0,1,0.1,0.1,0.2,2,0,20,23,870,0,28,5,1,4,Report partita
16,Duván Zapata,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,Sì,FW,86,1,0,0,0,5,3,0,0,35,11,0,0,0,0.4,0.4,0.0,1,0,18,22,818,0,28,4,1,2,Report partita
17,Duván Zapata,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,Sì,FW,90,1,0,0,0,2,1,0,0,34,7,0,0,0,0.1,0.1,0.1,6,1,13,19,684,0,30,3,2,6,Report partita
19,Duván Zapata,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì,FW,90,1,0,0,0,5,4,0,0,58,3,0,0,1,0.9,0.9,0.2,6,1,33,40,825,3,53,6,4,7,Report partita
22,Duván Zapata,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,Sì,FW,78,1,1,1,1,4,2,0,0,30,8,0,1,0,1.1,0.4,0.6,7,1,15,20,750,2,26,8,3,4,Report partita
24,Duván Zapata,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,FW,90,1,0,0,0,2,1,0,0,32,12,2,0,1,0.2,0.2,0.1,4,0,13,16,813,1,29,7,3,5,Report partita
25,Duván Zapata,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
26,Duván Zapata,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,FW,81,0,1,0,0,3,1,0,0,36,8,0,0,0,0.3,0.3,0.3,5,1,16,22,727,2,27,4,1,2,Report partita
28,Duván Zapata,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,No,FW,35,0,0,0,0,1,0,1,0,22,2,0,0,1,0.1,0.1,0.2,2,0,10,13,769,0,21,3,2,3,Report partita
29,Duván Zapata,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,Sì,FW,90,0,0,0,0,5,2,0,0,38,9,0,0,1,0.6,0.6,0.0,0,0,15,19,789,0,21,4,2,5,Report partita
30,Duván Zapata,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,FW,43,0,0,0,0,2,1,0,0,21,3,0,1,0,0.3,0.3,0.0,0,0,10,13,769,0,13,3,0,0,Report partita
32,Duván Zapata,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,No,FW,14,0,0,0,0,1,1,0,0,7,0,0,1,0,0.4,0.4,0.0,1,1,2,5,400,0,4,0,0,0,Report partita
34,Duván Zapata,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
36,Duván Zapata,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,Sì,FW,90,0,0,0,0,2,0,0,0,30,7,0,0,0,0.3,0.3,0.5,4,0,15,19,789,1,23,6,0,0,Report partita
38,Duván Zapata,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì,FW,90,0,0,0,0,3,0,0,0,53,11,2,1,0,0.4,0.4,0.3,2,0,22,35,629,2,28,4,0,1,Report partita
39,Duván Zapata,23-04-2022,Sab,Serie A,Giornata n. 34,Ospiti,V 3–1,Atalanta,Venezia,Sì,FW,75,1,0,0,0,4,1,1,0,52,6,0,0,1,1.1,1.1,0.2,5,0,31,40,775,1,44,8,2,3,Report partita
40,Duván Zapata,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,Sì,FW,78,0,0,0,0,4,0,0,0,47,10,1,0,1,0.3,0.3,0.0,2,0,20,31,645,1,28,1,1,1,Report partita
41,Duván Zapata,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,Sì,FW,53,0,0,0,0,2,0,0,0,34,7,0,0,0,0.4,0.4,0.0,1,0,18,23,783,2,28,3,1,2,Report partita
43,Duván Zapata,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,No,FW,36,0,0,0,0,4,1,0,0,35,2,0,1,0,0.6,0.6,0.1,3,0,20,23,870,0,23,4,1,2,Report partita
44,Duván Zapata,21-05-2022,Sab,Serie A,Giornata n. 38,Casa,P 0–1,Atalanta,Empoli,Sì,FW,90,0,0,0,0,12,6,0,0,68,6,1,0,0,0.8,0.8,0.9,12,0,33,47,702,3,53,8,2,4,Report partita
0,Ruslan Malinovskyi,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 2–1,Atalanta,Torino,Sì,AM,75,0,0,0,0,2,0,0,0,42,16,1,0,1,0.1,0.1,0.0,0,0,15,32,469,2,26,6,2,3,Report partita
1,Ruslan Malinovskyi,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,Sì,LW,64,0,0,0,0,4,0,0,0,35,10,0,0,0,0.1,0.1,0.1,4,0,17,26,654,4,27,6,2,2,Report partita
4,Ruslan Malinovskyi,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,No,RW,41,0,0,0,0,0,0,0,0,31,8,0,0,0,0.0,0.0,1.0,8,1,18,28,643,3,23,2,2,3,Report partita
6,Ruslan Malinovskyi,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,Sì,AM,57,0,0,0,0,0,0,1,0,42,14,2,0,2,0.0,0.0,0.1,2,0,23,30,767,3,26,5,1,2,Report partita
7,Ruslan Malinovskyi,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,FW,62,0,1,0,0,2,0,1,0,44,28,0,1,2,0.1,0.1,0.7,5,2,23,31,742,1,36,2,0,1,Report partita
8,Ruslan Malinovskyi,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,FW,61,1,0,0,0,6,3,1,0,44,16,1,1,0,0.3,0.3,0.3,10,1,24,32,750,2,30,2,2,2,Report partita
10,Ruslan Malinovskyi,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì,FW,55,0,0,0,0,3,0,0,0,46,9,0,0,0,0.4,0.4,0.2,3,0,27,35,771,4,30,1,2,2,Report partita
11,Ruslan Malinovskyi,17-10-2021,Dom,Serie A,Giornata n. 8,Ospiti,V 4–1,Atalanta,Empoli,No,FW,23,0,0,0,0,1,1,0,0,17,6,0,0,1,0.2,0.2,0.0,1,0,11,14,786,3,14,2,0,1,Report partita
13,Ruslan Malinovskyi,24-10-2021,Dom,Serie A,Giornata n. 9,Casa,N 1–1,Atalanta,Udinese,Sì,AM,85,1,0,0,0,3,2,0,0,67,13,1,1,1,0.1,0.1,0.1,3,0,32,50,640,6,54,8,1,4,Report partita
14,Ruslan Malinovskyi,27-10-2021,Mer,Serie A,Giornata n. 10,Ospiti,V 3–1,Atalanta,Sampdoria,Sì,AM,77,0,0,0,0,3,0,0,0,71,15,1,1,2,0.2,0.2,0.0,1,0,42,52,808,6,56,8,1,2,Report partita
15,Ruslan Malinovskyi,30-10-2021,Sab,Serie A,Giornata n. 11,Casa,N 2–2,Atalanta,Lazio,No,"RW,LW",32,0,0,0,0,2,0,0,0,26,6,0,0,0,0.1,0.1,0.0,2,0,18,22,818,3,18,3,0,0,Report partita
17,Ruslan Malinovskyi,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,Sì,RW,62,0,0,0,0,1,0,0,0,45,3,2,0,1,0.0,0.0,0.1,3,0,30,38,789,8,42,6,1,1,Report partita
20,Ruslan Malinovskyi,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,No,"FW,AM",31,1,0,0,0,1,1,0,0,24,14,2,0,0,0.0,0.0,0.0,0,0,14,19,737,4,18,1,0,1,Report partita
22,Ruslan Malinovskyi,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,"RW,LW",86,0,0,0,0,2,0,1,0,52,27,1,1,1,0.1,0.1,0.0,1,0,30,38,789,1,38,8,2,2,Report partita
23,Ruslan Malinovskyi,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
24,Ruslan Malinovskyi,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,RW,72,1,0,0,0,2,1,1,0,56,21,2,0,3,0.2,0.2,0.3,6,0,32,44,727,3,35,7,1,1,Report partita
27,Ruslan Malinovskyi,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,RW,45,0,0,0,0,4,1,0,0,58,4,0,0,0,0.1,0.1,0.6,6,0,34,50,680,4,40,6,1,1,Report partita
28,Ruslan Malinovskyi,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,Sì,AM,64,0,0,0,0,3,0,0,0,70,8,3,0,1,0.1,0.1,0.1,1,0,45,56,804,8,53,6,4,6,Report partita
29,Ruslan Malinovskyi,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,Sì,AM,90,1,1,0,0,2,1,0,0,66,11,3,0,1,0.5,0.5,0.5,7,1,44,52,846,10,51,11,4,7,Report partita
31,Ruslan Malinovskyi,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì,"RW,FW,RM,LW,LM",90,0,0,0,0,1,1,0,0,68,17,1,0,1,0.0,0.0,0.0,2,0,41,54,759,5,50,10,0,3,Report partita
33,Ruslan Malinovskyi,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Atalanta,Juventus,No,FW,31,1,0,0,0,1,1,0,0,23,11,0,0,2,0.0,0.0,0.5,3,1,17,19,895,2,19,4,1,1,Report partita
35,Ruslan Malinovskyi,20-02-2022,Dom,Serie A,Giornata n. 26,Ospiti,P 0–1,Atalanta,Fiorentina,Sì,FW,90,0,0,0,0,2,0,1,0,45,33,3,0,1,0.0,0.0,0.4,3,0,23,33,697,2,32,7,0,0,Report partita
38,Ruslan Malinovskyi,05-03-2022,Sab,Serie A,Giornata n. 28,Ospiti,P 0–1,Atalanta,Roma,No,"RW,DM",31,0,0,0,0,1,1,1,0,24,11,0,0,1,0.1,0.1,0.0,1,0,14,14,1000,3,22,2,3,6,Report partita
40,Ruslan Malinovskyi,13-03-2022,Dom,Serie A,Giornata n. 29,Casa,N 0–0,Atalanta,Genoa,Sì,FW,55,0,0,0,0,2,0,0,0,36,12,1,1,1,0.2,0.2,0.0,1,0,12,25,480,2,24,2,1,4,Report partita
43,Ruslan Malinovskyi,03-04-2022,Dom,Serie A,Giornata n. 31,Casa,P 1–3,Atalanta,Napoli,Sì,FW,45,0,0,0,0,3,1,0,0,30,14,0,0,0,0.2,0.2,0.2,4,0,12,18,667,1,21,4,2,3,Report partita
45,Ruslan Malinovskyi,10-04-2022,Dom,Serie A,Giornata n. 32,Ospiti,P 1–2,Atalanta,Sassuolo,No,WB,14,0,1,0,0,1,1,0,0,13,3,1,0,0,0.0,0.0,0.2,1,0,5,7,714,1,9,1,0,1,Report partita
47,Ruslan Malinovskyi,18-04-2022,Lun,Serie A,Giornata n. 33,Casa,P 1–2,Atalanta,Hellas Verona,Sì,AM,33,0,0,0,0,2,1,1,0,17,5,1,0,0,0.3,0.3,0.0,2,0,7,12,583,2,13,4,1,3,Report partita
49,Ruslan Malinovskyi,27-04-2022,Mer,Serie A,Giornata n. 20,Casa,N 4–4,Atalanta,Torino,No,FW,12,0,0,0,0,0,0,0,0,12,9,1,0,0,0.0,0.0,0.0,1,0,7,10,700,2,7,0,0,0,Report partita
50,Ruslan Malinovskyi,02-05-2022,Lun,Serie A,Giornata n. 35,Casa,N 1–1,Atalanta,Salernitana,No,RW,15,0,1,0,0,1,0,0,0,18,5,0,0,0,0.0,0.0,0.2,1,1,12,15,800,4,14,2,0,1,Report partita
51,Ruslan Malinovskyi,08-05-2022,Dom,Serie A,Giornata n. 36,Ospiti,V 3–1,Atalanta,Spezia,Sì,AM,58,0,1,0,0,2,1,1,0,46,6,0,0,0,0.1,0.1,0.2,3,1,28,37,757,7,40,7,3,3,Report partita
52,Ruslan Malinovskyi,15-05-2022,Dom,Serie A,Giornata n. 37,Ospiti,P 0–2,Atalanta,Milan,No,"AM,FW",36,0,0,0,0,1,0,1,0,30,5,0,1,1,0.0,0.0,0.4,4,0,21,25,840,3,20,4,0,0,Report partita
3,Matteo Pessina,21-08-2021,Sab,Serie A,Giornata n. 1,Ospiti,V 2–1,Atalanta,Torino,Sì,DM,90,0,0,0,0,0,0,0,0,50,17,2,0,4,0.0,0.0,0.0,1,0,29,41,707,3,21,0,0,1,Report partita
4,Matteo Pessina,28-08-2021,Sab,Serie A,Giornata n. 2,Casa,N 0–0,Atalanta,Bologna,No,"LW,DM",26,0,0,0,0,3,0,0,0,25,12,0,0,1,0.1,0.1,0.0,0,0,15,17,882,1,15,0,0,0,Report partita
7,Matteo Pessina,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Atalanta,Fiorentina,Sì,LW,84,0,0,0,0,1,0,0,0,54,13,1,1,4,0.1,0.1,0.0,0,0,35,43,814,3,37,3,1,2,Report partita
9,Matteo Pessina,18-09-2021,Sab,Serie A,Giornata n. 4,Ospiti,V 1–0,Atalanta,Salernitana,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
10,Matteo Pessina,21-09-2021,Mar,Serie A,Giornata n. 5,Casa,V 2–1,Atalanta,Sassuolo,Sì,AM,83,0,0,0,0,3,1,0,0,48,22,0,0,1,0.3,0.3,0.0,2,0,27,38,711,3,37,5,2,3,Report partita
11,Matteo Pessina,25-09-2021,Sab,Serie A,Giornata n. 6,Ospiti,N 2–2,Atalanta,Inter,Sì,AM,62,0,0,0,0,1,0,0,0,39,7,0,1,0,0.0,0.0,0.1,2,0,32,34,941,2,29,5,0,0,Report partita
13,Matteo Pessina,03-10-2021,Dom,Serie A,Giornata n. 7,Casa,P 2–3,Atalanta,Milan,Sì,AM,23,0,0,0,0,1,0,0,0,19,2,0,0,0,0.1,0.1,0.0,0,0,8,13,615,0,13,1,1,1,Report partita
15,Matteo Pessina,06-11-2021,Sab,Serie A,Giornata n. 12,Ospiti,V 2–1,Atalanta,Cagliari,No,DM,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,0,0,3,3,1000,0,5,0,2,3,Report partita
18,Matteo Pessina,20-11-2021,Sab,Serie A,Giornata n. 13,Casa,V 5–2,Atalanta,Spezia,No,DM,31,0,0,0,0,0,0,0,0,33,13,3,1,3,0.0,0.0,0.1,1,0,25,26,962,3,21,3,0,0,Report partita
20,Matteo Pessina,27-11-2021,Sab,Serie A,Giornata n. 14,Ospiti,V 1–0,Atalanta,Juventus,Sì,"LW,RW",58,0,0,0,0,0,0,0,0,37,17,2,0,1,0.0,0.0,0.0,0,0,23,30,767,1,29,4,1,2,Report partita
21,Matteo Pessina,30-11-2021,Mar,Serie A,Giornata n. 15,Casa,V 4–0,Atalanta,Venezia,Sì,DM,61,0,0,0,0,0,0,0,0,69,15,5,0,1,0.0,0.0,0.3,4,0,58,65,892,7,59,10,0,0,Report partita
22,Matteo Pessina,04-12-2021,Sab,Serie A,Giornata n. 16,Ospiti,V 3–2,Atalanta,Napoli,Sì,LW,55,0,0,0,0,2,1,0,0,38,9,1,2,0,0.1,0.1,0.2,3,0,29,31,935,3,27,6,0,0,Report partita
24,Matteo Pessina,12-12-2021,Dom,Serie A,Giornata n. 17,Ospiti,V 2–1,Atalanta,Hellas Verona,No,AM,13,0,0,0,0,0,0,0,0,11,2,1,2,1,0.0,0.0,0.0,0,0,5,7,714,0,3,0,0,0,Report partita
25,Matteo Pessina,18-12-2021,Sab,Serie A,Giornata n. 18,Casa,P 1–4,Atalanta,Roma,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
26,Matteo Pessina,21-12-2021,Mar,Serie A,Giornata n. 19,Ospiti,N 0–0,Atalanta,Genoa,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
27,Matteo Pessina,09-01-2022,Dom,Serie A,Giornata n. 21,Ospiti,V 6–2,Atalanta,Udinese,No,DM,45,1,0,0,0,2,1,0,0,53,8,1,1,0,0.2,0.2,0.1,2,0,43,49,878,7,38,7,1,1,Report partita
29,Matteo Pessina,16-01-2022,Dom,Serie A,Giornata n. 22,Casa,N 0–0,Atalanta,Inter,Sì,RW,77,0,0,0,0,3,2,0,0,39,12,1,1,1,0.7,0.7,0.1,2,0,23,30,767,3,29,2,0,0,Report partita
30,Matteo Pessina,22-01-2022,Sab,Serie A,Giornata n. 23,Ospiti,N 0–0,Atalanta,Lazio,Sì,AM,84,0,0,0,0,1,1,0,0,63,12,1,1,0,0.0,0.0,0.0,3,0,41,48,854,2,50,7,2,2,Report partita
31,Matteo Pessina,06-02-2022,Dom,Serie A,Giornata n. 24,Casa,P 1–2,Atalanta,Cagliari,Sì,"AM,RW,RM",57,0,0,0,0,2,1,0,0,21,9,0,1,0,0.4,0.4,0.1,1,0,16,18,889,0,16,1,1,1,Report partita
