,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
468,atalanta,2019-10-27,V,2.4,udinese,8.600000000000001,4.6,0.0,0.0,7.799999999999997,-4.999999999999998,-1.5999999999999999,0.0,2019-2020,3.0,2.0
469,parma,2019-10-29,P,1.6,hellas verona,1.200000000000001,0.40000000000000036,0.0,0.4,-11.0,0.0,-0.20000000000000018,0.0,2019-2020,2.0,2.0
470,brescia,2019-10-29,P,-1.4000000000000001,inter,-5.799999999999999,-1.9999999999999996,-0.6,-0.6,-15.399999999999999,-1.5999999999999996,-0.7999999999999998,-0.2,2019-2020,0.0,6.0
471,udinese,2019-10-30,P,-0.20000000000000007,roma,-3.0,-0.3999999999999999,0.0,-0.2,-13.799999999999997,-1.4000000000000021,0.20000000000000018,0.0,2019-2020,1.0,5.0
472,juventus,2019-10-30,V,0.8,genoa,7.4,1.2000000000000002,0.2,0.0,11.399999999999999,-5.0,-1.5999999999999996,-0.4,2019-2020,3.0,2.0
473,sampdoria,2019-10-30,N,-0.7999999999999999,lecce,3.799999999999999,-1.2000000000000002,-0.6,-0.8,6.200000000000003,2.8000000000000007,0.6000000000000001,0.2,2019-2020,6.0,0.0
474,cagliari,2019-10-30,V,0.19999999999999996,bologna,-3.5999999999999996,-1.0,0.2,0.0,-11.200000000000003,-1.4000000000000004,-0.40000000000000036,-0.4,2019-2020,1.0,2.0
475,napoli,2019-10-30,N,-2.8,atalanta,-1.3999999999999986,-4.2,-0.4,-0.4,7.400000000000006,-1.0,0.0,0.2,2019-2020,3.0,3.0
476,sassuolo,2019-10-30,P,0.20000000000000018,fiorentina,0.0,0.20000000000000018,-0.2,-0.4,3.8000000000000043,-0.40000000000000036,-0.3999999999999999,-0.2,2019-2020,2.0,2.0
477,lazio,2019-10-30,V,1.2000000000000002,torino,2.0,1.6,0.2,0.6000000000000001,-1.0,-2.1999999999999993,0.6000000000000001,0.0,2019-2020,2.0,2.0
478,milan,2019-10-31,V,0.7999999999999999,spal,1.5999999999999996,0.0,0.4,0.4,10.799999999999997,1.0,0.0,0.6000000000000001,2019-2020,6.0,0.0
479,roma,2019-11-02,V,0.20000000000000018,napoli,-3.200000000000001,-1.5999999999999996,0.2,0.4,-2.6000000000000014,3.1999999999999993,0.7999999999999998,0.4,2019-2020,2.0,3.0
480,bologna,2019-11-02,P,-1.0,inter,-3.8000000000000007,-0.40000000000000036,-0.39999999999999997,-0.39999999999999997,-4.400000000000006,1.3999999999999986,-0.3999999999999999,0.2,2019-2020,1.0,3.0
481,torino,2019-11-02,P,-1.2000000000000002,juventus,-12.2,-4.6,-0.2,-0.2,-12.199999999999996,0.7999999999999989,-0.3999999999999999,0.2,2019-2020,0.0,4.0
482,genoa,2019-11-03,P,0.6,udinese,1.8000000000000007,2.1999999999999997,0.0,0.2,9.199999999999996,1.5999999999999996,0.19999999999999973,0.6000000000000001,2019-2020,0.0,4.0
483,hellas verona,2019-11-03,V,0.0,brescia,-0.6000000000000014,0.3999999999999999,0.0,0.0,9.399999999999999,5.800000000000001,1.2000000000000002,0.0,2019-2020,2.0,0.0
484,atalanta,2019-11-03,P,2.1999999999999997,cagliari,8.600000000000001,5.6,0.2,0.2,9.0,-0.5999999999999996,-0.7999999999999998,0.0,2019-2020,2.0,4.0
485,lecce,2019-11-03,N,-0.19999999999999996,sassuolo,-1.1999999999999993,-0.39999999999999947,0.2,0.4,-14.799999999999997,-1.200000000000001,0.0,0.2,2019-2020,0.0,6.0
486,milan,2019-11-03,P,-1.6,lazio,-0.1999999999999993,-1.2000000000000002,-0.39999999999999997,-0.8,4.600000000000001,0.40000000000000036,0.20000000000000018,0.39999999999999997,2019-2020,3.0,1.0
487,fiorentina,2019-11-03,N,-0.6000000000000001,parma,-2.3999999999999986,0.1999999999999993,0.2,0.2,3.0,1.8000000000000007,1.7999999999999998,0.2,2019-2020,4.0,2.0
488,spal,2019-11-04,P,-0.19999999999999996,sampdoria,-5.799999999999999,0.19999999999999973,0.0,0.0,-3.3999999999999986,-0.1999999999999993,1.0,0.2,2019-2020,1.0,5.0
489,sassuolo,2019-11-08,V,0.0,bologna,0.5999999999999996,0.40000000000000036,-0.2,-0.2,4.399999999999999,-2.5999999999999996,0.7999999999999998,-0.2,2019-2020,0.0,4.0
490,brescia,2019-11-09,P,0.6000000000000001,torino,1.0,0.0,0.0,0.0,-3.1999999999999957,-4.000000000000002,0.20000000000000018,0.0,2019-2020,0.0,6.0
491,inter,2019-11-09,V,1.2000000000000002,hellas verona,4.0,1.2000000000000002,0.8,0.8,5.0,1.3999999999999986,0.0,0.0,2019-2020,6.0,0.0
492,napoli,2019-11-09,N,-0.19999999999999996,genoa,2.5999999999999996,0.20000000000000018,0.0,-0.2,1.2000000000000028,-2.599999999999998,-0.6000000000000001,-0.8,2019-2020,4.0,0.0
493,cagliari,2019-11-10,V,0.8,fiorentina,-2.6000000000000014,-1.0000000000000004,0.2,0.2,-7.799999999999997,-2.200000000000001,0.20000000000000018,-0.2,2019-2020,2.0,3.0
494,udinese,2019-11-10,N,0.6,spal,0.7999999999999989,0.0,0.0,0.0,-4.0,-2.0,-1.4000000000000004,0.0,2019-2020,3.0,1.0
495,lazio,2019-11-10,V,1.2000000000000002,lecce,2.5999999999999996,1.2000000000000002,0.39999999999999997,0.6,12.600000000000001,0.5999999999999996,0.7999999999999998,0.0,2019-2020,6.0,0.0
496,parma,2019-11-10,V,-0.19999999999999996,roma,0.1999999999999993,0.0,-0.4,-0.6,-9.600000000000001,-3.200000000000001,-1.6,-0.6,2019-2020,0.0,6.0
497,juventus,2019-11-10,V,0.20000000000000018,milan,8.2,3.2,0.2,0.2,5.200000000000003,0.1999999999999993,-0.7999999999999998,-0.2,2019-2020,5.0,1.0
498,sampdoria,2019-11-10,N,-2.4,atalanta,-5.800000000000001,-4.3999999999999995,-0.4,-0.4,-10.0,2.1999999999999993,0.5999999999999996,-0.2,2019-2020,4.0,2.0
499,torino,2019-11-23,P,-1.4,inter,-10.0,-2.6,-0.19999999999999996,-0.19999999999999996,-6.199999999999996,1.3999999999999986,-0.40000000000000036,0.2,2019-2020,2.0,1.0
500,milan,2019-11-23,N,-0.19999999999999996,napoli,-2.6000000000000014,-1.0,0.0,0.0,0.0,0.0,1.4,0.0,2019-2020,0.0,4.0
501,atalanta,2019-11-23,P,1.0,juventus,-3.799999999999997,-1.7999999999999998,0.0,0.0,-4.200000000000003,-2.0,0.3999999999999999,0.2,2019-2020,0.0,2.0
502,hellas verona,2019-11-24,V,-0.3999999999999999,fiorentina,-3.200000000000001,-2.4,0.2,0.2,-4.0,-1.8000000000000007,-0.3999999999999999,-0.2,2019-2020,1.0,5.0
503,sassuolo,2019-11-24,P,-1.0,lazio,-1.3999999999999986,-1.0,-0.8,-1.0,-1.1999999999999957,2.6000000000000014,0.0,0.0,2019-2020,0.0,4.0
504,bologna,2019-11-24,N,-0.6000000000000001,parma,-4.800000000000001,-2.1999999999999997,0.2,0.2,7.800000000000004,3.8000000000000007,0.9999999999999998,0.0,2019-2020,5.0,0.0
505,sampdoria,2019-11-24,V,-0.4,udinese,0.1999999999999993,0.19999999999999973,0.0,0.0,-2.6000000000000014,1.8000000000000007,-0.3999999999999999,-0.2,2019-2020,2.0,2.0
506,roma,2019-11-24,V,1.0,brescia,2.6000000000000014,1.0,0.4,0.6,7.600000000000001,0.1999999999999993,0.0,0.19999999999999996,2019-2020,6.0,0.0
507,lecce,2019-11-25,N,-1.0,cagliari,-1.4000000000000004,0.40000000000000036,0.2,0.6,-7.799999999999997,-1.5999999999999996,0.3999999999999999,0.2,2019-2020,0.0,6.0
508,spal,2019-11-25,N,-1.0,genoa,-1.799999999999999,-1.4000000000000004,0.0,0.2,-11.0,1.1999999999999993,1.2000000000000002,-0.4,2019-2020,1.0,2.0
509,fiorentina,2019-11-30,P,-0.40000000000000013,lecce,-0.7999999999999989,-1.0,-0.4,-0.6,7.600000000000001,2.200000000000001,0.20000000000000018,-0.2,2019-2020,6.0,0.0
510,brescia,2019-11-30,P,-1.4,atalanta,-6.0,-1.8000000000000003,-0.4,-0.6,-13.200000000000003,0.5999999999999996,0.3999999999999999,0.0,2019-2020,0.0,6.0
511,genoa,2019-11-30,P,0.19999999999999996,torino,1.4000000000000004,0.8000000000000003,-0.4,-0.4,7.0,0.1999999999999993,0.19999999999999973,0.2,2019-2020,1.0,4.0
512,napoli,2019-12-01,P,-0.6000000000000001,bologna,3.8000000000000007,1.1999999999999993,-0.2,-0.2,0.0,-2.8000000000000007,-0.3999999999999999,0.0,2019-2020,5.0,1.0
513,hellas verona,2019-12-01,P,-1.2000000000000002,roma,-5.199999999999999,-2.2,-0.2,-0.39999999999999997,-1.3999999999999986,0.8000000000000007,0.20000000000000018,-0.4,2019-2020,0.0,6.0
514,juventus,2019-12-01,N,0.0,sassuolo,6.199999999999999,2.8,0.4,0.4,5.399999999999999,0.8000000000000007,-0.3999999999999999,0.2,2019-2020,6.0,0.0
515,lazio,2019-12-01,V,1.7999999999999998,udinese,2.8000000000000007,2.8,0.4,0.6,6.600000000000001,-3.1999999999999993,0.0,-0.4,2019-2020,6.0,0.0
516,parma,2019-12-01,P,0.5999999999999999,milan,0.40000000000000036,0.5999999999999996,0.0,0.0,-11.800000000000004,-0.1999999999999993,-1.7999999999999998,0.0,2019-2020,0.0,5.0
517,inter,2019-12-01,V,1.8000000000000003,spal,8.8,3.4000000000000004,0.0,-0.2,11.200000000000003,0.0,-0.3999999999999999,0.0,2019-2020,5.0,0.0
518,cagliari,2019-12-02,V,1.6,sampdoria,-5.199999999999999,-0.40000000000000036,0.0,0.0,0.6000000000000014,-0.3999999999999986,-0.19999999999999973,0.4,2019-2020,1.0,2.0
519,inter,2019-12-06,N,-0.19999999999999973,roma,3.8000000000000007,1.5999999999999996,-0.39999999999999997,-0.6000000000000001,2.3999999999999986,2.400000000000002,0.19999999999999973,-0.4,2019-2020,1.0,2.0
520,atalanta,2019-12-07,V,0.0,hellas verona,6.800000000000001,2.2,-0.2,0.0,7.800000000000004,-0.8000000000000007,0.7999999999999998,0.4,2019-2020,6.0,0.0
521,lazio,2019-12-07,V,1.2,juventus,-4.199999999999999,-2.0,0.4,0.4,-3.200000000000003,-3.1999999999999993,0.0,-0.2,2019-2020,1.0,5.0
522,udinese,2019-12-07,N,-0.19999999999999996,napoli,-6.199999999999999,-3.6,0.0,0.0,-4.399999999999999,2.6000000000000014,0.6000000000000001,0.2,2019-2020,0.0,6.0
523,spal,2019-12-08,P,0.0,brescia,1.200000000000001,-0.7999999999999998,0.2,0.4,5.600000000000001,2.1999999999999993,0.6000000000000001,-0.4,2019-2020,4.0,0.0
524,sassuolo,2019-12-08,N,-1.4000000000000001,cagliari,-0.7999999999999989,-1.2000000000000002,-0.2,-0.2,3.3999999999999986,-0.1999999999999993,0.5999999999999996,-0.4,2019-2020,3.0,1.0
525,sampdoria,2019-12-08,P,0.3999999999999999,parma,4.0,0.7999999999999998,0.4,0.4,4.600000000000001,-1.4000000000000004,0.0,0.0,2019-2020,5.0,0.0
526,bologna,2019-12-08,P,0.8,milan,-4.4,-0.40000000000000036,0.2,0.2,-2.5999999999999943,1.3999999999999986,-0.3999999999999999,0.0,2019-2020,0.0,5.0
527,torino,2019-12-08,V,0.0,fiorentina,-4.199999999999999,-2.0,0.4,0.4,-6.600000000000001,1.8000000000000007,0.3999999999999999,0.4,2019-2020,1.0,2.0
528,lecce,2019-12-08,N,1.0,genoa,2.4000000000000004,3.0000000000000004,0.2,0.4,-12.199999999999996,0.5999999999999996,0.7999999999999998,0.0,2019-2020,0.0,6.0
529,genoa,2019-12-14,P,-0.3999999999999999,sampdoria,-2.0,-1.8000000000000003,-0.2,-0.39999999999999997,11.399999999999999,2.200000000000001,0.8,0.4,2019-2020,0.0,4.0
530,napoli,2019-12-14,P,-0.3999999999999999,parma,8.6,1.5999999999999996,0.0,0.0,19.4,-0.3999999999999986,0.0,0.2,2019-2020,6.0,0.0
531,brescia,2019-12-14,V,-1.4,lecce,-5.000000000000002,-1.9999999999999996,-0.2,-0.4,-6.0,0.8000000000000007,-0.20000000000000018,0.2,2019-2020,0.0,0.0
532,milan,2019-12-15,N,-0.8,sassuolo,1.0,1.8000000000000003,0.2,0.0,-1.0,1.799999999999999,0.40000000000000036,0.0,2019-2020,5.0,0.0
533,juventus,2019-12-15,V,0.6000000000000001,udinese,6.200000000000001,4.6000000000000005,0.2,0.2,13.0,-5.800000000000001,-0.3999999999999999,0.0,2019-2020,5.0,0.0
534,fiorentina,2019-12-15,N,-1.0,inter,-2.0,-2.0,-0.2,-0.2,5.399999999999999,-2.6000000000000014,-0.5999999999999996,0.0,2019-2020,1.0,3.0
535,hellas verona,2019-12-15,N,0.0,torino,-1.3999999999999986,-0.6000000000000001,-0.2,-0.2,1.8000000000000043,-2.3999999999999986,-0.6000000000000001,0.0,2019-2020,1.0,4.0
536,roma,2019-12-15,V,1.2000000000000002,spal,-0.1999999999999993,1.6000000000000005,0.2,0.0,0.3999999999999986,-0.6000000000000014,-1.0,0.2,2019-2020,4.0,2.0
537,bologna,2019-12-15,V,0.20000000000000018,atalanta,-7.0,-1.2000000000000002,0.0,-0.2,-9.0,2.200000000000001,0.7999999999999998,-0.4,2019-2020,0.0,6.0
538,cagliari,2019-12-16,P,0.20000000000000018,lazio,-4.199999999999999,-1.0,-0.39999999999999997,-0.6000000000000001,-0.20000000000000284,3.5999999999999996,-0.19999999999999973,0.4,2019-2020,0.0,4.0
539,brescia,2019-12-18,P,-0.8,sassuolo,-3.8000000000000007,0.5999999999999996,0.0,-0.2,-12.399999999999999,2.1999999999999993,-0.20000000000000018,0.2,2019-2020,0.0,6.0
540,sampdoria,2019-12-18,P,-0.8,juventus,-5.200000000000001,-2.8000000000000003,0.2,0.39999999999999997,-11.800000000000004,3.8000000000000007,0.20000000000000018,-0.2,2019-2020,2.0,4.0
541,fiorentina,2019-12-20,P,-1.0,roma,-0.8000000000000007,-0.40000000000000036,-0.4,-0.4,-1.0,1.8000000000000007,0.7999999999999998,0.0,2019-2020,2.0,2.0
542,inter,2019-12-21,V,1.0,genoa,5.399999999999999,4.0,-0.2,-0.2,-7.0,-0.6000000000000014,-0.8000000000000003,-0.4,2019-2020,4.0,2.0
543,torino,2019-12-21,P,1.4,spal,0.1999999999999993,1.6,0.0,-0.4,2.3999999999999986,1.3999999999999986,-0.7999999999999998,0.2,2019-2020,4.0,0.0
544,udinese,2019-12-21,V,-2.1999999999999997,cagliari,-2.0,-2.8,-0.2,-0.2,-5.200000000000003,-0.20000000000000284,-0.5999999999999996,-0.2,2019-2020,3.0,3.0
545,parma,2019-12-22,N,0.5999999999999999,brescia,-2.8000000000000007,-1.6,0.0,0.0,-1.8000000000000043,-2.0,0.0,0.0,2019-2020,2.0,0.0
546,atalanta,2019-12-22,V,0.6000000000000001,milan,1.4000000000000021,0.20000000000000018,0.0,0.2,6.799999999999997,-1.5999999999999979,-0.8000000000000003,0.2,2019-2020,1.0,1.0
547,sassuolo,2019-12-22,P,0.5999999999999999,napoli,-9.399999999999999,-2.4,0.0,0.2,-5.400000000000006,0.20000000000000107,1.2000000000000002,-0.2,2019-2020,0.0,2.0
548,lecce,2019-12-22,P,-0.40000000000000013,bologna,4.4,0.5999999999999996,0.0,0.2,1.8000000000000043,1.1999999999999993,-0.40000000000000036,0.0,2019-2020,0.0,6.0
549,roma,2020-01-05,P,1.2000000000000002,torino,3.0,0.7999999999999998,0.4,0.4,8.399999999999999,-4.000000000000002,-0.9999999999999998,-0.4,2019-2020,5.0,1.0
550,spal,2020-01-05,P,-0.6000000000000001,hellas verona,2.200000000000001,-0.6000000000000001,0.0,0.19999999999999996,-1.0,0.7999999999999972,0.20000000000000018,-0.2,2019-2020,3.0,0.0
551,genoa,2020-01-05,V,-0.7999999999999999,sassuolo,-2.0,-1.6,0.2,0.0,2.1999999999999957,-0.3999999999999986,0.20000000000000018,0.4,2019-2020,1.0,3.0
552,brescia,2020-01-05,P,-1.7999999999999998,lazio,-4.199999999999999,-0.1999999999999993,-0.6,-0.8,-12.800000000000004,3.400000000000002,0.0,0.0,2019-2020,0.0,6.0
553,napoli,2020-01-06,P,-0.8,inter,9.4,0.40000000000000036,-0.2,-0.2,11.199999999999996,-1.6000000000000014,-0.19999999999999973,0.2,2019-2020,3.0,1.0
554,milan,2020-01-06,N,-0.3999999999999999,sampdoria,2.799999999999999,1.2000000000000002,-0.2,-0.39999999999999997,7.200000000000003,4.0,0.6000000000000001,-0.2,2019-2020,3.0,3.0
555,lecce,2020-01-06,P,0.3999999999999999,udinese,6.0,2.4000000000000004,0.2,0.2,11.399999999999999,3.599999999999998,1.5999999999999996,0.0,2019-2020,0.0,6.0
556,atalanta,2020-01-06,V,1.4000000000000001,parma,10.600000000000001,5.4,0.2,0.4,20.0,-0.7999999999999989,0.19999999999999973,0.0,2019-2020,6.0,0.0
557,bologna,2020-01-06,N,1.6,fiorentina,0.0,2.5999999999999996,0.2,0.2,-4.399999999999999,1.3999999999999986,1.0,0.2,2019-2020,0.0,4.0
558,juventus,2020-01-06,V,0.20000000000000018,cagliari,6.0,2.8,0.0,0.0,11.0,-3.5999999999999996,-1.1999999999999997,-0.39999999999999997,2019-2020,6.0,0.0
559,inter,2020-01-11,N,-1.4,atalanta,-8.2,-2.3999999999999995,0.0,0.0,-11.600000000000001,3.0,0.9999999999999998,0.0,2019-2020,2.0,2.0
560,cagliari,2020-01-11,P,0.8,milan,-5.000000000000002,-2.5999999999999996,-0.2,-0.2,-6.600000000000001,0.1999999999999993,0.20000000000000018,0.2,2019-2020,1.0,4.0
561,lazio,2020-01-11,V,1.2,napoli,-6.199999999999999,-1.0,0.6,0.8,-8.399999999999999,3.0,0.9999999999999998,-0.2,2019-2020,0.0,5.0
562,fiorentina,2020-01-12,V,0.0,spal,0.40000000000000036,2.4,-0.2,-0.4,-0.8000000000000043,2.6000000000000014,0.0,-0.2,2019-2020,4.0,0.0
563,sampdoria,2020-01-12,V,-0.19999999999999996,brescia,-1.8000000000000007,-2.4000000000000004,0.2,0.4,0.4000000000000057,1.6000000000000014,0.19999999999999973,0.0,2019-2020,6.0,0.0
564,hellas verona,2020-01-12,V,1.0,genoa,1.6000000000000014,2.4,-0.2,-0.2,-2.6000000000000014,0.6000000000000014,-1.2000000000000002,-0.2,2019-2020,0.0,6.0
565,udinese,2020-01-12,V,-0.19999999999999996,sassuolo,-3.6000000000000014,-1.4,0.0,-0.2,-15.799999999999997,-0.7999999999999989,-1.5999999999999999,-0.2,2019-2020,1.0,3.0
566,roma,2020-01-12,P,-0.3999999999999999,juventus,-1.6000000000000014,-1.0,0.0,0.0,-8.400000000000006,0.5999999999999996,0.8,-0.2,2019-2020,2.0,3.0
567,torino,2020-01-12,V,-0.19999999999999996,bologna,-1.5999999999999996,-1.5999999999999996,0.0,0.0,-6.799999999999997,4.800000000000001,-1.0,0.2,2019-2020,2.0,2.0
568,parma,2020-01-13,V,-0.19999999999999996,lecce,-4.6,-2.4000000000000004,0.0,0.0,-10.400000000000006,-5.4,-1.2000000000000002,0.0,2019-2020,2.0,0.0
569,sassuolo,2020-01-18,V,-1.0,torino,2.3999999999999986,-0.5999999999999996,-0.2,-0.2,16.0,-5.200000000000003,-0.40000000000000036,0.0,2019-2020,0.0,4.0
570,lazio,2020-01-18,V,0.8000000000000003,sampdoria,3.0,1.4000000000000004,0.39999999999999997,0.4,7.799999999999997,-2.4000000000000004,-1.0,-0.2,2019-2020,6.0,0.0
571,napoli,2020-01-18,P,0.0,fiorentina,6.200000000000001,1.5999999999999996,0.0,0.0,15.800000000000004,-8.8,-1.0,0.2,2019-2020,3.0,1.0
572,brescia,2020-01-19,N,0.3999999999999999,cagliari,1.1999999999999993,3.0,0.0,0.0,-6.399999999999999,-4.0,0.0,0.0,2019-2020,1.0,6.0
573,bologna,2020-01-19,N,-0.3999999999999999,hellas verona,4.6,1.4000000000000004,-0.2,-0.2,1.6000000000000014,1.0,0.3999999999999999,0.0,2019-2020,6.0,0.0
574,juventus,2020-01-19,V,1.2,parma,4.4,2.5999999999999996,0.4,0.4,19.6,-2.6000000000000014,-0.7999999999999998,0.2,2019-2020,6.0,0.0
575,milan,2020-01-19,V,-0.6000000000000001,udinese,4.0,1.2000000000000002,0.2,0.2,10.399999999999999,1.4000000000000004,1.0,0.0,2019-2020,2.0,3.0
576,genoa,2020-01-19,P,-0.6000000000000001,roma,-9.4,-2.5999999999999996,0.0,0.0,-10.399999999999999,6.4,1.7999999999999998,0.4,2019-2020,0.0,4.0
577,lecce,2020-01-19,N,-1.0,inter,4.4,-1.2000000000000002,-0.2,-0.2,6.799999999999997,0.8000000000000007,0.20000000000000018,0.0,2019-2020,0.0,7.0
578,atalanta,2020-01-20,P,2.4,spal,6.399999999999999,5.6,0.0,0.0,6.200000000000003,-2.0,-0.3999999999999999,-0.2,2019-2020,4.0,1.0
579,brescia,2020-01-24,P,0.0,milan,-5.600000000000001,-1.2000000000000002,0.0,0.0,-8.199999999999996,-4.0,0.20000000000000018,0.4,2019-2020,0.0,7.0
580,spal,2020-01-25,P,-0.3999999999999999,bologna,-2.5999999999999996,-3.2,0.2,0.2,-4.200000000000003,-2.0,-1.4,-0.2,2019-2020,2.0,4.0
581,torino,2020-01-25,P,-1.0,atalanta,-7.600000000000001,-2.1999999999999993,0.2,0.0,-14.799999999999997,7.199999999999999,1.0,0.2,2019-2020,2.0,2.0
582,fiorentina,2020-01-25,N,0.3999999999999999,genoa,3.799999999999999,1.3999999999999995,-0.2,-0.2,-6.600000000000001,0.1999999999999993,-1.6,0.0,2019-2020,1.0,2.0
583,inter,2020-01-26,N,1.2,cagliari,0.1999999999999993,3.5999999999999996,0.0,0.0,-1.0,0.8000000000000007,-0.40000000000000036,-0.2,2019-2020,5.0,2.0
584,napoli,2020-01-26,V,-1.8,juventus,3.6000000000000014,0.0,-0.4,-0.4,-1.7999999999999972,-4.0,0.0,0.0,2019-2020,1.0,5.0
585,roma,2020-01-26,N,-0.3999999999999999,lazio,5.0,0.8000000000000007,-0.19999999999999996,-0.4,5.600000000000001,-2.0,0.8000000000000003,0.0,2019-2020,3.0,2.0
586,hellas verona,2020-01-26,V,1.4,lecce,-0.8000000000000007,1.9999999999999996,0.4,0.4,4.200000000000003,0.40000000000000213,0.19999999999999973,0.2,2019-2020,3.0,0.0
587,sampdoria,2020-01-26,N,0.40000000000000013,sassuolo,-0.7999999999999989,0.20000000000000018,0.2,0.2,-22.6,1.3999999999999986,1.0,0.2,2019-2020,2.0,4.0
588,parma,2020-01-26,V,-0.6000000000000001,udinese,-3.1999999999999993,-1.0,0.0,0.0,-2.0,4.800000000000001,1.5999999999999999,0.0,2019-2020,2.0,4.0
589,bologna,2020-02-01,V,0.6000000000000001,brescia,4.0,1.6000000000000005,0.0,0.0,8.199999999999996,7.599999999999998,0.19999999999999973,-0.2,2019-2020,7.0,0.0
590,sassuolo,2020-02-01,V,-1.0,roma,-8.599999999999998,-2.4000000000000004,-0.2,-0.2,0.0,1.0,-1.7999999999999998,0.4,2019-2020,0.0,5.0
591,cagliari,2020-02-01,N,-0.3999999999999999,parma,4.199999999999999,-1.0,0.2,0.2,7.600000000000001,-0.5999999999999996,-0.3999999999999999,0.2,2019-2020,6.0,1.0
592,lecce,2020-02-02,V,-0.4,torino,1.4000000000000004,-0.8000000000000003,-0.2,-0.2,0.6000000000000014,-5.200000000000001,-1.6,-0.39999999999999997,2019-2020,1.0,6.0
593,udinese,2020-02-02,P,-0.3999999999999999,inter,-3.0,-1.7999999999999998,-0.2,-0.2,0.0,-3.6000000000000014,-1.1999999999999997,-0.2,2019-2020,1.0,5.0
594,juventus,2020-02-02,V,1.2000000000000002,fiorentina,-2.1999999999999993,0.7999999999999998,0.4,0.4,20.0,-3.6000000000000014,-0.5999999999999996,0.0,2019-2020,5.0,1.0
595,lazio,2020-02-02,V,1.2000000000000002,spal,-1.1999999999999993,1.5999999999999996,0.39999999999999997,0.39999999999999997,-2.0,-1.5999999999999979,0.19999999999999973,-0.2,2019-2020,4.0,2.0
596,atalanta,2020-02-02,N,3.0,genoa,11.399999999999999,4.199999999999999,0.2,0.19999999999999996,14.399999999999999,-6.600000000000001,-1.4,0.0,2019-2020,6.0,1.0
597,milan,2020-02-02,N,-1.0000000000000002,hellas verona,2.599999999999998,-1.4000000000000004,-0.6,-0.6,-6.0,-1.8000000000000007,0.5999999999999996,0.0,2019-2020,6.0,1.0
598,sampdoria,2020-02-03,P,0.3999999999999999,napoli,1.0,-0.39999999999999947,0.2,0.2,-15.799999999999997,3.4000000000000004,2.0,0.4,2019-2020,1.0,6.0
599,lazio,2020-02-05,N,0.9999999999999998,hellas verona,0.5999999999999996,-0.20000000000000018,0.19999999999999996,0.19999999999999996,-3.3999999999999986,-0.8000000000000007,0.0,-0.2,2019-2020,6.0,0.0
600,roma,2020-02-07,P,0.0,bologna,6.6,0.7999999999999998,0.4,0.4,1.5999999999999943,-3.8000000000000007,1.1999999999999997,0.0,2019-2020,5.0,1.0
601,fiorentina,2020-02-08,P,-2.4000000000000004,atalanta,-8.000000000000002,-4.4,-0.4,-0.6,-23.799999999999997,3.0000000000000018,0.3999999999999999,0.0,2019-2020,1.0,1.0
602,torino,2020-02-08,P,-0.8,sampdoria,-5.200000000000001,-1.6000000000000005,-0.2,-0.2,2.0,1.3999999999999986,0.0,0.2,2019-2020,2.0,2.0
603,hellas verona,2020-02-08,V,-1.0,juventus,-0.40000000000000036,-0.7999999999999998,-0.4,-0.4,-5.400000000000006,0.40000000000000036,0.6000000000000001,0.2,2019-2020,0.0,7.0
604,spal,2020-02-09,P,-0.5999999999999999,sassuolo,2.5999999999999996,-1.2000000000000002,0.2,0.2,-2.6000000000000014,2.6000000000000014,0.40000000000000013,-0.2,2019-2020,0.0,5.0
605,genoa,2020-02-09,V,0.19999999999999996,cagliari,-5.800000000000001,0.0,0.2,0.19999999999999996,-10.200000000000003,5.399999999999999,2.0,0.2,2019-2020,3.0,3.0
606,inter,2020-02-09,V,0.20000000000000018,milan,-3.3999999999999986,1.0,0.2,0.2,-5.800000000000004,1.8000000000000007,0.7999999999999998,0.2,2019-2020,4.0,0.0
607,parma,2020-02-09,P,-1.0,lazio,-3.799999999999999,-1.0,-0.4,-0.4,-3.3999999999999986,3.1999999999999993,0.3999999999999999,0.0,2019-2020,0.0,7.0
608,brescia,2020-02-09,N,-0.19999999999999996,udinese,-4.399999999999999,-0.7999999999999998,0.2,0.2,-3.6000000000000014,-0.3999999999999986,1.8000000000000003,0.4,2019-2020,1.0,6.0
609,napoli,2020-02-09,P,0.3999999999999999,lecce,1.4000000000000004,0.7999999999999998,-0.2,-0.2,16.4,-3.1999999999999993,-0.19999999999999996,-0.2,2019-2020,7.0,0.0
610,lecce,2020-02-15,V,0.6000000000000001,spal,-0.5999999999999996,1.6,0.0,0.0,-5.600000000000001,-2.8000000000000007,0.0,0.2,2019-2020,1.0,4.0
611,atalanta,2020-02-15,V,0.8,roma,1.1999999999999993,1.4000000000000004,0.0,0.19999999999999996,2.3999999999999986,1.5999999999999996,-1.6,-0.4,2019-2020,3.0,1.0
612,bologna,2020-02-15,P,0.8,genoa,5.600000000000001,0.20000000000000018,-0.2,-0.4,6.600000000000001,-0.3999999999999986,-0.20000000000000018,0.0,2019-2020,2.0,2.0
613,sampdoria,2020-02-16,P,1.4000000000000001,fiorentina,3.9999999999999982,1.1999999999999997,0.6,0.6,8.800000000000004,0.6000000000000014,1.0,0.2,2019-2020,2.0,1.0
