,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
3,lecce,2019-09-22,Giornata n. 4,Casa,P,1.0,napoli,9.0,2.0,1,1,38.0,13.0,3,0,2019-2020
3,napoli,2019-09-22,Giornata n. 4,Ospiti,V,4.0,lecce,20.0,9.0,1,1,62.0,8.0,3,0,2019-2020
3,spal,2019-09-22,Giornata n. 4,Ospiti,P,0.0,sassuolo,13.0,3.0,0,0,45.0,18.0,2,0,2019-2020
3,sassuolo,2019-09-22,Giornata n. 4,Casa,V,3.0,spal,20.0,6.0,0,0,55.0,20.0,3,0,2019-2020
3,roma,2019-09-22,Giornata n. 4,Ospiti,V,2.0,bologna,19.0,4.0,0,0,59.0,16.0,6,1,2019-2020
3,torino,2019-09-22,Giornata n. 4,Ospiti,P,0.0,sampdoria,5.0,1.0,0,0,61.0,18.0,1,0,2019-2020
3,atalanta,2019-09-22,Giornata n. 4,Casa,N,2.0,fiorentina,19.0,3.0,0,0,64.0,15.0,2,0,2019-2020
3,lazio,2019-09-22,Giornata n. 4,Casa,V,2.0,parma,25.0,9.0,0,0,61.0,7.0,1,0,2019-2020
3,sampdoria,2019-09-22,Giornata n. 4,Casa,V,1.0,torino,17.0,6.0,0,0,39.0,21.0,2,0,2019-2020
3,parma,2019-09-22,Giornata n. 4,Ospiti,P,0.0,lazio,6.0,1.0,0,0,39.0,15.0,3,0,2019-2020
3,fiorentina,2019-09-22,Giornata n. 4,Ospiti,N,2.0,atalanta,9.0,2.0,0,0,36.0,17.0,5,0,2019-2020
3,bologna,2019-09-22,Giornata n. 4,Casa,P,1.0,roma,5.0,2.0,1,1,41.0,17.0,3,0,2019-2020
4,juventus,2019-09-24,Giornata n. 5,Ospiti,V,2.0,brescia,19.0,5.0,0,0,67.0,15.0,3,0,2019-2020
4,hellas verona,2019-09-24,Giornata n. 5,Casa,N,0.0,udinese,15.0,4.0,0,0,55.0,6.0,0,0,2019-2020
4,brescia,2019-09-24,Giornata n. 5,Casa,P,1.0,juventus,17.0,3.0,0,0,33.0,13.0,1,0,2019-2020
4,udinese,2019-09-24,Giornata n. 5,Ospiti,N,0.0,hellas verona,11.0,3.0,0,0,45.0,20.0,4,0,2019-2020
4,sampdoria,2019-09-25,Giornata n. 5,Ospiti,P,1.0,fiorentina,8.0,2.0,0,0,44.0,15.0,5,1,2019-2020
4,lazio,2019-09-25,Giornata n. 5,Ospiti,P,0.0,inter,10.0,4.0,0,0,36.0,16.0,3,0,2019-2020
4,cagliari,2019-09-25,Giornata n. 5,Ospiti,V,1.0,napoli,5.0,1.0,0,0,33.0,16.0,1,0,2019-2020
4,sassuolo,2019-09-25,Giornata n. 5,Ospiti,P,0.0,parma,12.0,4.0,0,0,68.0,11.0,1,0,2019-2020
4,parma,2019-09-25,Giornata n. 5,Casa,V,1.0,sassuolo,8.0,4.0,0,1,32.0,21.0,3,0,2019-2020
4,genoa,2019-09-25,Giornata n. 5,Casa,N,0.0,bologna,7.0,2.0,0,0,42.0,20.0,5,0,2019-2020
4,spal,2019-09-25,Giornata n. 5,Casa,P,1.0,lecce,17.0,6.0,0,0,58.0,15.0,1,0,2019-2020
4,atalanta,2019-09-25,Giornata n. 5,Ospiti,V,2.0,roma,18.0,5.0,0,0,52.0,12.0,1,0,2019-2020
4,napoli,2019-09-25,Giornata n. 5,Casa,P,0.0,cagliari,30.0,5.0,0,0,67.0,9.0,1,1,2019-2020
4,roma,2019-09-25,Giornata n. 5,Casa,P,0.0,atalanta,13.0,2.0,0,0,48.0,19.0,2,0,2019-2020
4,inter,2019-09-25,Giornata n. 5,Casa,V,1.0,lazio,16.0,3.0,0,0,64.0,9.0,2,0,2019-2020
4,bologna,2019-09-25,Giornata n. 5,Ospiti,N,0.0,genoa,17.0,1.0,0,1,58.0,15.0,4,0,2019-2020
4,lecce,2019-09-25,Giornata n. 5,Ospiti,V,3.0,spal,6.0,1.0,2,2,42.0,14.0,2,0,2019-2020
4,fiorentina,2019-09-25,Giornata n. 5,Casa,V,2.0,sampdoria,18.0,8.0,0,0,56.0,13.0,4,0,2019-2020
4,torino,2019-09-26,Giornata n. 5,Casa,V,2.0,milan,10.0,4.0,0,0,46.0,17.0,4,0,2019-2020
4,milan,2019-09-26,Giornata n. 5,Ospiti,P,1.0,torino,15.0,3.0,1,1,54.0,23.0,5,1,2019-2020
5,sampdoria,2019-09-28,Giornata n. 6,Casa,P,1.0,inter,20.0,2.0,0,0,45.0,14.0,2,0,2019-2020
5,spal,2019-09-28,Giornata n. 6,Ospiti,P,0.0,juventus,5.0,1.0,0,0,33.0,13.0,2,0,2019-2020
5,inter,2019-09-28,Giornata n. 6,Ospiti,V,3.0,sampdoria,16.0,7.0,0,0,55.0,11.0,4,1,2019-2020
5,juventus,2019-09-28,Giornata n. 6,Casa,V,2.0,spal,21.0,10.0,0,0,67.0,13.0,2,0,2019-2020
5,sassuolo,2019-09-28,Giornata n. 6,Casa,P,1.0,atalanta,13.0,7.0,0,0,52.0,14.0,2,0,2019-2020
5,atalanta,2019-09-28,Giornata n. 6,Ospiti,V,4.0,sassuolo,14.0,7.0,0,0,48.0,16.0,2,0,2019-2020
5,fiorentina,2019-09-29,Giornata n. 6,Ospiti,V,3.0,milan,14.0,5.0,1,2,45.0,18.0,4,0,2019-2020
5,napoli,2019-09-29,Giornata n. 6,Casa,V,2.0,brescia,19.0,7.0,0,0,55.0,13.0,2,0,2019-2020
5,cagliari,2019-09-29,Giornata n. 6,Casa,N,1.0,hellas verona,12.0,4.0,0,0,44.0,22.0,2,0,2019-2020
5,roma,2019-09-29,Giornata n. 6,Ospiti,V,1.0,lecce,18.0,5.0,0,1,60.0,20.0,4,0,2019-2020
5,udinese,2019-09-29,Giornata n. 6,Casa,V,1.0,bologna,12.0,4.0,0,0,40.0,22.0,4,0,2019-2020
5,brescia,2019-09-29,Giornata n. 6,Ospiti,P,1.0,napoli,16.0,3.0,0,0,45.0,10.0,1,0,2019-2020
5,hellas verona,2019-09-29,Giornata n. 6,Ospiti,N,1.0,cagliari,11.0,3.0,0,0,56.0,22.0,2,0,2019-2020
5,milan,2019-09-29,Giornata n. 6,Casa,P,1.0,fiorentina,11.0,3.0,0,0,55.0,9.0,2,1,2019-2020
5,bologna,2019-09-29,Giornata n. 6,Ospiti,P,0.0,udinese,12.0,3.0,0,0,60.0,19.0,3,1,2019-2020
5,lazio,2019-09-29,Giornata n. 6,Casa,V,4.0,genoa,15.0,9.0,0,0,54.0,8.0,1,0,2019-2020
5,lecce,2019-09-29,Giornata n. 6,Casa,P,0.0,roma,13.0,6.0,0,0,40.0,9.0,2,0,2019-2020
5,genoa,2019-09-29,Giornata n. 6,Ospiti,P,0.0,lazio,13.0,6.0,0,0,46.0,11.0,2,0,2019-2020
5,parma,2019-09-30,Giornata n. 6,Casa,V,3.0,torino,19.0,4.0,0,1,51.0,24.0,2,0,2019-2020
5,torino,2019-09-30,Giornata n. 6,Ospiti,P,2.0,parma,7.0,4.0,1,1,49.0,17.0,3,1,2019-2020
6,spal,2019-10-05,Giornata n. 7,Casa,V,1.0,parma,16.0,7.0,0,0,47.0,11.0,5,1,2019-2020
6,hellas verona,2019-10-05,Giornata n. 7,Casa,V,2.0,sampdoria,9.0,4.0,0,0,49.0,19.0,1,0,2019-2020
6,milan,2019-10-05,Giornata n. 7,Ospiti,V,2.0,genoa,8.0,5.0,1,1,49.0,14.0,4,2,2019-2020
6,parma,2019-10-05,Giornata n. 7,Ospiti,P,0.0,spal,8.0,1.0,0,0,53.0,15.0,2,0,2019-2020
6,genoa,2019-10-05,Giornata n. 7,Casa,P,1.0,milan,13.0,5.0,0,1,51.0,26.0,4,2,2019-2020
6,sampdoria,2019-10-05,Giornata n. 7,Ospiti,P,0.0,hellas verona,14.0,2.0,0,0,51.0,16.0,3,0,2019-2020
6,fiorentina,2019-10-06,Giornata n. 7,Casa,V,1.0,udinese,17.0,4.0,0,0,50.0,10.0,1,0,2019-2020
6,roma,2019-10-06,Giornata n. 7,Casa,N,1.0,cagliari,21.0,6.0,0,0,66.0,20.0,1,0,2019-2020
6,udinese,2019-10-06,Giornata n. 7,Ospiti,P,0.0,fiorentina,8.0,2.0,0,0,50.0,14.0,2,0,2019-2020
6,torino,2019-10-06,Giornata n. 7,Casa,N,0.0,napoli,12.0,3.0,0,0,40.0,12.0,1,0,2019-2020
6,atalanta,2019-10-06,Giornata n. 7,Casa,V,3.0,lecce,30.0,15.0,0,0,57.0,15.0,2,0,2019-2020
6,juventus,2019-10-06,Giornata n. 7,Ospiti,V,2.0,inter,18.0,6.0,0,0,50.0,12.0,3,0,2019-2020
6,cagliari,2019-10-06,Giornata n. 7,Ospiti,N,1.0,roma,7.0,1.0,1,1,34.0,11.0,4,0,2019-2020
6,lazio,2019-10-06,Giornata n. 7,Ospiti,N,2.0,bologna,10.0,4.0,0,1,47.0,17.0,4,1,2019-2020
6,inter,2019-10-06,Giornata n. 7,Casa,P,1.0,juventus,9.0,2.0,1,1,50.0,26.0,2,0,2019-2020
6,bologna,2019-10-06,Giornata n. 7,Casa,N,2.0,lazio,17.0,8.0,0,0,53.0,17.0,5,1,2019-2020
6,lecce,2019-10-06,Giornata n. 7,Ospiti,P,1.0,atalanta,7.0,2.0,0,0,43.0,16.0,3,0,2019-2020
6,napoli,2019-10-06,Giornata n. 7,Ospiti,N,0.0,torino,16.0,3.0,0,0,60.0,12.0,2,0,2019-2020
7,juventus,2019-10-19,Giornata n. 8,Casa,V,2.0,bologna,23.0,10.0,0,0,65.0,15.0,2,0,2019-2020
7,lazio,2019-10-19,Giornata n. 8,Casa,N,3.0,atalanta,15.0,3.0,2,2,51.0,19.0,5,0,2019-2020
7,atalanta,2019-10-19,Giornata n. 8,Ospiti,N,3.0,lazio,22.0,9.0,0,0,49.0,14.0,2,0,2019-2020
7,hellas verona,2019-10-19,Giornata n. 8,Ospiti,P,0.0,napoli,20.0,5.0,0,0,44.0,17.0,3,0,2019-2020
7,bologna,2019-10-19,Giornata n. 8,Ospiti,P,1.0,juventus,9.0,2.0,0,0,35.0,19.0,3,0,2019-2020
7,napoli,2019-10-19,Giornata n. 8,Casa,V,2.0,hellas verona,21.0,7.0,0,0,56.0,15.0,3,0,2019-2020
7,inter,2019-10-20,Giornata n. 8,Ospiti,V,4.0,sassuolo,12.0,5.0,2,2,47.0,20.0,3,0,2019-2020
7,lecce,2019-10-20,Giornata n. 8,Ospiti,N,2.0,milan,12.0,5.0,0,1,36.0,13.0,2,0,2019-2020
7,roma,2019-10-20,Giornata n. 8,Ospiti,N,0.0,sampdoria,9.0,1.0,0,0,64.0,14.0,4,1,2019-2020
7,milan,2019-10-20,Giornata n. 8,Casa,N,2.0,lecce,22.0,6.0,0,0,64.0,14.0,1,0,2019-2020
7,torino,2019-10-20,Giornata n. 8,Ospiti,P,0.0,udinese,11.0,3.0,0,0,61.0,22.0,3,0,2019-2020
7,genoa,2019-10-20,Giornata n. 8,Ospiti,P,1.0,parma,18.0,5.0,0,0,63.0,13.0,2,0,2019-2020
6,sassuolo,2019-10-20,Giornata n. 8,Casa,P,3.0,inter,12.0,4.0,0,0,53.0,17.0,4,0,2019-2020
7,sampdoria,2019-10-20,Giornata n. 8,Casa,N,0.0,roma,12.0,4.0,0,0,36.0,15.0,3,0,2019-2020
7,parma,2019-10-20,Giornata n. 8,Casa,V,5.0,genoa,22.0,7.0,0,0,37.0,10.0,1,0,2019-2020
7,cagliari,2019-10-20,Giornata n. 8,Casa,V,2.0,spal,16.0,5.0,0,0,44.0,16.0,4,0,2019-2020
7,spal,2019-10-20,Giornata n. 8,Ospiti,P,0.0,cagliari,12.0,5.0,0,0,56.0,15.0,5,0,2019-2020
7,udinese,2019-10-20,Giornata n. 8,Casa,V,1.0,torino,19.0,4.0,0,0,39.0,18.0,3,0,2019-2020
7,fiorentina,2019-10-21,Giornata n. 8,Ospiti,N,0.0,brescia,13.0,4.0,0,0,54.0,20.0,3,0,2019-2020
6,brescia,2019-10-21,Giornata n. 8,Casa,N,0.0,fiorentina,3.0,1.0,0,0,46.0,10.0,0,0,2019-2020
7,sassuolo,2019-10-25,Giornata n. 9,Ospiti,V,1.0,hellas verona,16.0,4.0,0,0,43.0,13.0,5,0,2019-2020
8,hellas verona,2019-10-25,Giornata n. 9,Casa,P,0.0,sassuolo,8.0,3.0,0,0,57.0,19.0,5,0,2019-2020
7,brescia,2019-10-26,Giornata n. 9,Ospiti,P,1.0,genoa,8.0,2.0,0,0,39.0,17.0,4,0,2019-2020
8,lecce,2019-10-26,Giornata n. 9,Casa,N,1.0,juventus,9.0,4.0,1,1,29.0,13.0,4,0,2019-2020
8,inter,2019-10-26,Giornata n. 9,Casa,N,2.0,parma,29.0,6.0,0,0,67.0,10.0,3,0,2019-2020
8,parma,2019-10-26,Giornata n. 9,Ospiti,N,2.0,inter,12.0,5.0,0,0,33.0,13.0,2,0,2019-2020
8,juventus,2019-10-26,Giornata n. 9,Ospiti,N,1.0,lecce,24.0,3.0,1,1,71.0,14.0,1,0,2019-2020
8,genoa,2019-10-26,Giornata n. 9,Casa,V,3.0,brescia,17.0,10.0,0,0,61.0,24.0,6,0,2019-2020
8,napoli,2019-10-27,Giornata n. 9,Ospiti,N,1.0,spal,13.0,4.0,0,0,68.0,16.0,1,0,2019-2020
8,milan,2019-10-27,Giornata n. 9,Ospiti,P,1.0,roma,12.0,4.0,0,0,58.0,19.0,5,0,2019-2020
8,roma,2019-10-27,Giornata n. 9,Casa,V,2.0,milan,12.0,5.0,0,0,42.0,15.0,4,0,2019-2020
8,lazio,2019-10-27,Giornata n. 9,Ospiti,V,2.0,fiorentina,11.0,6.0,0,1,53.0,14.0,3,0,2019-2020
8,torino,2019-10-27,Giornata n. 9,Casa,N,1.0,cagliari,11.0,4.0,0,0,50.0,17.0,2,0,2019-2020
8,cagliari,2019-10-27,Giornata n. 9,Ospiti,N,1.0,torino,10.0,3.0,0,0,50.0,12.0,3,0,2019-2020
8,bologna,2019-10-27,Giornata n. 9,Casa,V,2.0,sampdoria,13.0,5.0,0,0,55.0,14.0,1,0,2019-2020
8,spal,2019-10-27,Giornata n. 9,Casa,N,1.0,napoli,10.0,2.0,0,0,32.0,20.0,4,0,2019-2020
8,fiorentina,2019-10-27,Giornata n. 9,Casa,P,1.0,lazio,11.0,3.0,0,0,47.0,16.0,5,1,2019-2020
8,sampdoria,2019-10-27,Giornata n. 9,Ospiti,P,1.0,bologna,12.0,2.0,0,0,45.0,19.0,3,0,2019-2020
8,atalanta,2019-10-27,Giornata n. 9,Casa,V,7.0,udinese,22.0,11.0,2,2,63.0,13.0,2,0,2019-2020
8,udinese,2019-10-27,Giornata n. 9,Ospiti,P,1.0,atalanta,8.0,4.0,0,0,37.0,7.0,3,1,2019-2020
9,parma,2019-10-29,Giornata n. 10,Casa,P,0.0,hellas verona,20.0,5.0,0,0,53.0,14.0,1,0,2019-2020
9,hellas verona,2019-10-29,Giornata n. 10,Ospiti,V,1.0,parma,8.0,2.0,0,0,47.0,17.0,5,0,2019-2020
8,brescia,2019-10-29,Giornata n. 10,Casa,P,1.0,inter,15.0,6.0,0,0,43.0,15.0,4,0,2019-2020
9,inter,2019-10-29,Giornata n. 10,Ospiti,V,2.0,brescia,13.0,2.0,0,0,57.0,18.0,3,0,2019-2020
8,sassuolo,2019-10-30,Giornata n. 10,Casa,P,1.0,fiorentina,7.0,4.0,0,0,54.0,17.0,3,0,2019-2020
9,bologna,2019-10-30,Giornata n. 10,Ospiti,P,2.0,cagliari,9.0,2.0,1,1,51.0,23.0,1,0,2019-2020
9,genoa,2019-10-30,Giornata n. 10,Ospiti,P,1.0,juventus,8.0,3.0,0,0,46.0,12.0,3,2,2019-2020
9,napoli,2019-10-30,Giornata n. 10,Casa,N,2.0,atalanta,19.0,9.0,0,0,51.0,15.0,3,0,2019-2020
9,lazio,2019-10-30,Giornata n. 10,Casa,V,4.0,torino,19.0,7.0,1,1,54.0,13.0,2,0,2019-2020
9,udinese,2019-10-30,Giornata n. 10,Casa,P,0.0,roma,13.0,4.0,0,0,55.0,17.0,4,0,2019-2020
9,lecce,2019-10-30,Giornata n. 10,Ospiti,N,1.0,sampdoria,13.0,4.0,0,0,48.0,15.0,4,1,2019-2020
9,cagliari,2019-10-30,Giornata n. 10,Casa,V,3.0,bologna,15.0,5.0,0,0,49.0,16.0,2,0,2019-2020
9,atalanta,2019-10-30,Giornata n. 10,Ospiti,N,2.0,napoli,15.0,4.0,0,0,49.0,16.0,3,0,2019-2020
9,torino,2019-10-30,Giornata n. 10,Ospiti,P,0.0,lazio,10.0,2.0,0,0,46.0,13.0,2,1,2019-2020
9,sampdoria,2019-10-30,Giornata n. 10,Casa,N,1.0,lecce,24.0,6.0,0,0,52.0,20.0,4,0,2019-2020
9,fiorentina,2019-10-30,Giornata n. 10,Ospiti,V,2.0,sassuolo,14.0,7.0,0,0,46.0,21.0,4,0,2019-2020
9,roma,2019-10-30,Giornata n. 10,Ospiti,V,4.0,udinese,12.0,5.0,1,1,45.0,18.0,2,1,2019-2020
9,juventus,2019-10-30,Giornata n. 10,Casa,V,2.0,genoa,26.0,10.0,1,1,54.0,23.0,5,1,2019-2020
9,milan,2019-10-31,Giornata n. 10,Casa,V,1.0,spal,16.0,5.0,0,0,56.0,17.0,4,0,2019-2020
9,spal,2019-10-31,Giornata n. 10,Ospiti,P,0.0,milan,10.0,2.0,0,0,44.0,24.0,4,0,2019-2020
10,inter,2019-11-02,Giornata n. 11,Ospiti,V,2.0,bologna,14.0,7.0,1,1,53.0,26.0,4,0,2019-2020
10,roma,2019-11-02,Giornata n. 11,Casa,V,2.0,napoli,15.0,4.0,1,2,45.0,22.0,5,1,2019-2020
10,napoli,2019-11-02,Giornata n. 11,Ospiti,P,1.0,roma,16.0,3.0,0,0,55.0,16.0,3,0,2019-2020
10,bologna,2019-11-02,Giornata n. 11,Casa,P,1.0,inter,11.0,3.0,0,0,47.0,18.0,3,0,2019-2020
10,juventus,2019-11-02,Giornata n. 11,Ospiti,V,1.0,torino,20.0,10.0,0,0,60.0,16.0,2,0,2019-2020
10,torino,2019-11-02,Giornata n. 11,Casa,P,0.0,juventus,9.0,4.0,0,0,40.0,24.0,4,0,2019-2020
10,cagliari,2019-11-03,Giornata n. 11,Ospiti,V,2.0,atalanta,13.0,3.0,0,0,43.0,17.0,3,0,2019-2020
9,brescia,2019-11-03,Giornata n. 11,Ospiti,P,1.0,hellas verona,16.0,4.0,0,0,48.0,16.0,4,1,2019-2020
10,udinese,2019-11-03,Giornata n. 11,Ospiti,V,3.0,genoa,18.0,5.0,0,0,37.0,18.0,2,0,2019-2020
10,lecce,2019-11-03,Giornata n. 11,Casa,N,2.0,sassuolo,9.0,4.0,0,0,39.0,17.0,2,0,2019-2020
10,milan,2019-11-03,Giornata n. 11,Casa,P,1.0,lazio,12.0,3.0,0,0,47.0,15.0,3,0,2019-2020
9,sassuolo,2019-11-03,Giornata n. 11,Ospiti,N,2.0,lecce,14.0,3.0,0,0,61.0,17.0,3,0,2019-2020
10,parma,2019-11-03,Giornata n. 11,Ospiti,N,1.0,fiorentina,8.0,3.0,0,0,38.0,21.0,2,0,2019-2020
10,hellas verona,2019-11-03,Giornata n. 11,Casa,V,2.0,brescia,12.0,2.0,0,0,52.0,21.0,1,0,2019-2020
10,genoa,2019-11-03,Giornata n. 11,Casa,P,1.0,udinese,16.0,2.0,0,0,63.0,12.0,0,0,2019-2020
10,atalanta,2019-11-03,Giornata n. 11,Casa,P,0.0,cagliari,19.0,2.0,0,0,57.0,17.0,2,1,2019-2020
10,fiorentina,2019-11-03,Giornata n. 11,Casa,N,1.0,parma,19.0,4.0,0,0,62.0,16.0,2,0,2019-2020
10,lazio,2019-11-03,Giornata n. 11,Ospiti,V,2.0,milan,8.0,5.0,0,0,53.0,14.0,5,0,2019-2020
10,spal,2019-11-04,Giornata n. 11,Casa,P,0.0,sampdoria,14.0,3.0,0,0,59.0,14.0,3,0,2019-2020
10,sampdoria,2019-11-04,Giornata n. 11,Ospiti,V,1.0,spal,17.0,5.0,0,0,41.0,16.0,1,0,2019-2020
10,sassuolo,2019-11-08,Giornata n. 12,Casa,V,3.0,bologna,20.0,7.0,0,0,50.0,19.0,2,0,2019-2020
11,bologna,2019-11-08,Giornata n. 12,Ospiti,P,1.0,sassuolo,11.0,5.0,0,0,50.0,20.0,6,0,2019-2020
10,brescia,2019-11-09,Giornata n. 12,Casa,P,0.0,torino,9.0,3.0,0,0,44.0,22.0,5,1,2019-2020
11,genoa,2019-11-09,Giornata n. 12,Ospiti,N,0.0,napoli,12.0,1.0,0,0,58.0,22.0,4,0,2019-2020
11,torino,2019-11-09,Giornata n. 12,Ospiti,V,4.0,brescia,18.0,5.0,2,2,56.0,19.0,3,0,2019-2020
11,hellas verona,2019-11-09,Giornata n. 12,Ospiti,P,1.0,inter,8.0,1.0,1,1,40.0,11.0,1,0,2019-2020
11,inter,2019-11-09,Giornata n. 12,Casa,V,2.0,hellas verona,41.0,11.0,0,0,60.0,14.0,3,0,2019-2020
11,napoli,2019-11-09,Giornata n. 12,Casa,N,0.0,genoa,19.0,7.0,0,0,42.0,15.0,1,0,2019-2020
11,lecce,2019-11-10,Giornata n. 12,Ospiti,P,2.0,lazio,19.0,9.0,0,1,44.0,12.0,3,0,2019-2020
11,fiorentina,2019-11-10,Giornata n. 12,Ospiti,P,2.0,cagliari,15.0,7.0,0,0,51.0,21.0,3,0,2019-2020
11,spal,2019-11-10,Giornata n. 12,Ospiti,N,0.0,udinese,16.0,2.0,0,1,45.0,16.0,5,0,2019-2020
11,cagliari,2019-11-10,Giornata n. 12,Casa,V,5.0,fiorentina,15.0,8.0,0,0,49.0,17.0,1,0,2019-2020
11,udinese,2019-11-10,Giornata n. 12,Casa,N,0.0,spal,17.0,1.0,0,0,55.0,20.0,3,0,2019-2020
11,milan,2019-11-10,Giornata n. 12,Ospiti,P,0.0,juventus,13.0,7.0,0,0,47.0,12.0,5,0,2019-2020
11,lazio,2019-11-10,Giornata n. 12,Casa,V,4.0,lecce,23.0,6.0,1,1,56.0,10.0,2,0,2019-2020
11,parma,2019-11-10,Giornata n. 12,Casa,V,2.0,roma,15.0,8.0,0,0,38.0,17.0,3,0,2019-2020
11,roma,2019-11-10,Giornata n. 12,Ospiti,P,0.0,parma,16.0,6.0,0,0,62.0,12.0,2,0,2019-2020
11,atalanta,2019-11-10,Giornata n. 12,Ospiti,N,0.0,sampdoria,10.0,3.0,0,0,64.0,14.0,4,1,2019-2020
11,juventus,2019-11-10,Giornata n. 12,Casa,V,1.0,milan,14.0,5.0,0,0,53.0,16.0,1,0,2019-2020
11,sampdoria,2019-11-10,Giornata n. 12,Casa,N,0.0,atalanta,11.0,2.0,0,0,36.0,19.0,2,0,2019-2020
12,juventus,2019-11-23,Giornata n. 13,Ospiti,V,3.0,atalanta,16.0,5.0,0,0,52.0,14.0,3,0,2019-2020
12,atalanta,2019-11-23,Giornata n. 13,Casa,P,1.0,juventus,20.0,6.0,0,1,48.0,17.0,5,0,2019-2020
12,napoli,2019-11-23,Giornata n. 13,Ospiti,N,1.0,milan,12.0,5.0,0,0,52.0,18.0,2,0,2019-2020
12,milan,2019-11-23,Giornata n. 13,Casa,N,1.0,napoli,13.0,3.0,0,0,48.0,22.0,3,0,2019-2020
12,inter,2019-11-23,Giornata n. 13,Ospiti,V,3.0,torino,12.0,5.0,0,0,41.0,22.0,3,0,2019-2020
12,torino,2019-11-23,Giornata n. 13,Casa,P,0.0,inter,12.0,2.0,0,0,59.0,12.0,2,0,2019-2020
12,hellas verona,2019-11-24,Giornata n. 13,Casa,V,1.0,fiorentina,19.0,7.0,0,0,50.0,21.0,3,0,2019-2020
12,parma,2019-11-24,Giornata n. 13,Ospiti,N,2.0,bologna,13.0,4.0,0,0,35.0,19.0,3,0,2019-2020
11,sassuolo,2019-11-24,Giornata n. 13,Casa,P,1.0,lazio,12.0,1.0,0,0,55.0,13.0,1,0,2019-2020
12,bologna,2019-11-24,Giornata n. 13,Casa,N,2.0,parma,16.0,7.0,0,0,65.0,19.0,1,0,2019-2020
12,sampdoria,2019-11-24,Giornata n. 13,Casa,V,2.0,udinese,21.0,7.0,1,1,56.0,8.0,2,0,2019-2020
12,fiorentina,2019-11-24,Giornata n. 13,Ospiti,P,0.0,hellas verona,15.0,1.0,0,0,50.0,9.0,2,0,2019-2020
12,roma,2019-11-24,Giornata n. 13,Casa,V,3.0,brescia,26.0,6.0,0,0,59.0,18.0,1,0,2019-2020
12,udinese,2019-11-24,Giornata n. 13,Ospiti,P,1.0,sampdoria,7.0,2.0,0,0,44.0,23.0,3,1,2019-2020
11,brescia,2019-11-24,Giornata n. 13,Ospiti,P,0.0,roma,8.0,2.0,0,0,41.0,10.0,1,0,2019-2020
12,lazio,2019-11-24,Giornata n. 13,Ospiti,V,2.0,sassuolo,16.0,6.0,0,0,45.0,18.0,3,0,2019-2020
12,genoa,2019-11-25,Giornata n. 13,Ospiti,N,1.0,spal,14.0,5.0,0,0,58.0,16.0,1,0,2019-2020
12,cagliari,2019-11-25,Giornata n. 13,Ospiti,N,2.0,lecce,6.0,1.0,1,1,42.0,18.0,2,2,2019-2020
12,lecce,2019-11-25,Giornata n. 13,Casa,N,2.0,cagliari,28.0,6.0,1,1,58.0,15.0,2,1,2019-2020
12,spal,2019-11-25,Giornata n. 13,Casa,N,1.0,genoa,15.0,5.0,1,1,42.0,16.0,2,0,2019-2020
13,lecce,2019-11-30,Giornata n. 14,Ospiti,V,1.0,fiorentina,6.0,4.0,0,0,37.0,22.0,3,0,2019-2020
13,fiorentina,2019-11-30,Giornata n. 14,Casa,P,0.0,lecce,19.0,7.0,0,0,63.0,13.0,1,0,2019-2020
13,torino,2019-11-30,Giornata n. 14,Ospiti,V,1.0,genoa,12.0,3.0,0,0,38.0,21.0,3,1,2019-2020
13,atalanta,2019-11-30,Giornata n. 14,Ospiti,V,3.0,brescia,25.0,10.0,0,0,68.0,16.0,3,0,2019-2020
12,brescia,2019-11-30,Giornata n. 14,Casa,P,0.0,atalanta,13.0,4.0,0,0,32.0,16.0,1,0,2019-2020
13,genoa,2019-11-30,Giornata n. 14,Casa,P,0.0,torino,13.0,1.0,0,0,62.0,16.0,2,0,2019-2020
13,milan,2019-12-01,Giornata n. 14,Ospiti,V,1.0,parma,26.0,7.0,0,0,66.0,19.0,3,0,2019-2020
13,roma,2019-12-01,Giornata n. 14,Ospiti,V,3.0,hellas verona,11.0,4.0,1,1,42.0,16.0,3,0,2019-2020
13,lazio,2019-12-01,Giornata n. 14,Casa,V,3.0,udinese,19.0,4.0,2,2,51.0,11.0,0,0,2019-2020
13,spal,2019-12-01,Giornata n. 14,Ospiti,P,1.0,inter,12.0,3.0,0,0,46.0,20.0,4,0,2019-2020
12,sassuolo,2019-12-01,Giornata n. 14,Ospiti,N,2.0,juventus,9.0,4.0,0,0,44.0,19.0,5,0,2019-2020
13,parma,2019-12-01,Giornata n. 14,Casa,P,0.0,milan,8.0,0.0,0,0,34.0,13.0,1,0,2019-2020
13,bologna,2019-12-01,Giornata n. 14,Ospiti,V,2.0,napoli,11.0,6.0,0,0,38.0,12.0,5,0,2019-2020
13,inter,2019-12-01,Giornata n. 14,Casa,V,2.0,spal,19.0,8.0,0,0,54.0,18.0,1,0,2019-2020
13,juventus,2019-12-01,Giornata n. 14,Casa,N,2.0,sassuolo,30.0,8.0,1,1,56.0,13.0,1,0,2019-2020
13,napoli,2019-12-01,Giornata n. 14,Casa,P,1.0,bologna,30.0,6.0,0,0,62.0,16.0,1,0,2019-2020
