,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
1,Atalanta,2021-08-28,Giornata n. 2,Casa,N,0,Bologna,22.0,3.0,0,0,59.0,12.0,2,0
1,Juventus,2021-08-28,Giornata n. 2,Casa,P,0,Empoli,19.0,5.0,0,0,54.0,15.0,2,0
1,Spezia,2021-08-28,Giornata n. 2,Ospiti,P,1,Lazio,5.0,2.0,0,0,39.0,10.0,2,1
1,Empoli,2021-08-28,Giornata n. 2,Ospiti,V,1,Juventus,12.0,3.0,0,0,46.0,8.0,3,0
1,Lazio,2021-08-28,Giornata n. 2,Casa,V,6,Spezia,17.0,9.0,0,1,61.0,13.0,0,0
1,Fiorentina,2021-08-28,Giornata n. 2,Casa,V,2,Torino,9.0,6.0,0,0,59.0,14.0,4,0
1,Torino,2021-08-28,Giornata n. 2,Ospiti,P,1,Fiorentina,5.0,1.0,0,0,41.0,30.0,5,0
1,Bologna,2021-08-28,Giornata n. 2,Ospiti,N,0,Atalanta,4.0,1.0,0,0,41.0,16.0,5,0
1,Salernitana,2021-08-29,Giornata n. 2,Casa,P,0,Roma,5.0,0.0,0,0,23.0,14.0,2,0
1,Sampdoria,2021-08-29,Giornata n. 2,Ospiti,N,0,Sassuolo,11.0,2.0,0,0,37.0,17.0,2,0
1,Napoli,2021-08-29,Giornata n. 2,Ospiti,V,2,Genoa,13.0,8.0,0,0,61.0,18.0,3,0
1,Milan,2021-08-29,Giornata n. 2,Casa,V,4,Cagliari,17.0,4.0,1,1,57.0,15.0,1,0
1,Sassuolo,2021-08-29,Giornata n. 2,Casa,N,0,Sampdoria,19.0,5.0,0,0,63.0,9.0,2,0
1,Roma,2021-08-29,Giornata n. 2,Ospiti,V,4,Salernitana,28.0,9.0,0,0,77.0,11.0,2,0
1,Genoa,2021-08-29,Giornata n. 2,Casa,P,1,Napoli,6.0,3.0,0,0,39.0,20.0,2,0
1,Cagliari,2021-08-29,Giornata n. 2,Ospiti,P,1,Milan,7.0,2.0,0,0,43.0,12.0,5,0
2,Juventus,2021-09-11,Giornata n. 3,Ospiti,P,1,Napoli,8.0,4.0,0,0,33.0,16.0,1,0
2,Empoli,2021-09-11,Giornata n. 3,Casa,P,1,Venezia,21.0,5.0,1,1,69.0,13.0,2,0
2,Napoli,2021-09-11,Giornata n. 3,Casa,V,2,Juventus,25.0,7.0,0,0,67.0,15.0,2,0
2,Fiorentina,2021-09-11,Giornata n. 3,Ospiti,V,2,Atalanta,5.0,0.0,2,2,45.0,21.0,4,0
2,Atalanta,2021-09-11,Giornata n. 3,Casa,P,1,Fiorentina,12.0,4.0,1,1,55.0,13.0,4,0
2,Venezia,2021-09-11,Giornata n. 3,Ospiti,V,2,Empoli,10.0,3.0,0,0,31.0,25.0,5,0
2,Cagliari,2021-09-12,Giornata n. 3,Casa,P,2,Genoa,8.0,2.0,1,1,53.0,16.0,2,0
2,Inter,2021-09-12,Giornata n. 3,Ospiti,N,2,Sampdoria,8.0,3.0,0,0,48.0,14.0,4,0
2,Udinese,2021-09-12,Giornata n. 3,Ospiti,V,1,Spezia,9.0,4.0,0,0,44.0,18.0,2,0
2,Salernitana,2021-09-12,Giornata n. 3,Ospiti,P,0,Torino,8.0,2.0,0,0,40.0,11.0,2,0
2,Sampdoria,2021-09-12,Giornata n. 3,Casa,N,2,Inter,14.0,2.0,0,0,52.0,14.0,4,0
2,Sassuolo,2021-09-12,Giornata n. 3,Ospiti,P,1,Roma,14.0,7.0,0,0,51.0,11.0,1,0
2,Genoa,2021-09-12,Giornata n. 3,Ospiti,V,3,Cagliari,11.0,3.0,0,0,47.0,16.0,3,0
2,Torino,2021-09-12,Giornata n. 3,Casa,V,4,Salernitana,15.0,5.0,0,0,60.0,11.0,0,0
2,Spezia,2021-09-12,Giornata n. 3,Casa,P,0,Udinese,20.0,5.0,0,0,56.0,13.0,1,0
2,Lazio,2021-09-12,Giornata n. 3,Ospiti,P,0,Milan,8.0,5.0,0,0,53.0,19.0,4,0
2,Milan,2021-09-12,Giornata n. 3,Casa,V,2,Lazio,20.0,3.0,0,1,47.0,12.0,1,0
2,Roma,2021-09-12,Giornata n. 3,Casa,V,2,Sassuolo,18.0,6.0,0,0,49.0,7.0,2,0
2,Hellas Verona,2021-09-13,Giornata n. 3,Ospiti,P,0,Bologna,5.0,0.0,0,0,57.0,24.0,3,0
2,Bologna,2021-09-13,Giornata n. 3,Casa,V,1,Hellas Verona,16.0,4.0,0,0,43.0,16.0,1,0
3,Torino,2021-09-17,Giornata n. 4,Ospiti,V,1,Sassuolo,18.0,3.0,0,0,48.0,24.0,4,0
3,Sassuolo,2021-09-17,Giornata n. 4,Casa,P,0,Torino,10.0,2.0,0,0,52.0,9.0,0,0
3,Salernitana,2021-09-18,Giornata n. 4,Casa,P,0,Atalanta,11.0,1.0,0,0,43.0,22.0,4,0
3,Bologna,2021-09-18,Giornata n. 4,Ospiti,P,1,Inter,8.0,2.0,0,0,54.0,11.0,3,0
3,Inter,2021-09-18,Giornata n. 4,Casa,V,6,Bologna,19.0,11.0,0,0,46.0,11.0,0,0
3,Atalanta,2021-09-18,Giornata n. 4,Ospiti,V,1,Salernitana,10.0,3.0,0,0,57.0,15.0,4,0
3,Genoa,2021-09-18,Giornata n. 4,Casa,P,1,Fiorentina,8.0,2.0,1,1,37.0,14.0,4,0
3,Fiorentina,2021-09-18,Giornata n. 4,Ospiti,V,2,Genoa,16.0,5.0,0,0,63.0,17.0,4,0
3,Roma,2021-09-19,Giornata n. 4,Ospiti,P,2,Hellas Verona,15.0,2.0,0,0,47.0,17.0,2,0
3,Milan,2021-09-19,Giornata n. 4,Ospiti,N,1,Juventus,13.0,3.0,0,0,56.0,16.0,1,0
3,Lazio,2021-09-19,Giornata n. 4,Casa,N,2,Cagliari,28.0,10.0,0,0,72.0,5.0,1,0
3,Sampdoria,2021-09-19,Giornata n. 4,Ospiti,V,3,Empoli,14.0,8.0,0,0,47.0,15.0,2,0
3,Empoli,2021-09-19,Giornata n. 4,Casa,P,0,Sampdoria,15.0,4.0,0,0,53.0,11.0,2,0
3,Juventus,2021-09-19,Giornata n. 4,Casa,N,1,Milan,9.0,4.0,0,0,44.0,15.0,1,0
3,Venezia,2021-09-19,Giornata n. 4,Casa,P,1,Spezia,14.0,3.0,0,0,45.0,15.0,4,0
3,Cagliari,2021-09-19,Giornata n. 4,Ospiti,N,2,Lazio,10.0,3.0,0,0,28.0,13.0,3,1
3,Spezia,2021-09-19,Giornata n. 4,Ospiti,V,2,Venezia,12.0,3.0,0,0,55.0,11.0,1,0
3,Hellas Verona,2021-09-19,Giornata n. 4,Casa,V,3,Roma,10.0,6.0,0,0,53.0,18.0,4,0
3,Udinese,2021-09-20,Giornata n. 4,Casa,P,0,Napoli,9.0,1.0,0,0,37.0,12.0,2,0
3,Napoli,2021-09-20,Giornata n. 4,Ospiti,V,4,Udinese,18.0,8.0,0,0,63.0,12.0,1,0
4,Atalanta,2021-09-21,Giornata n. 5,Casa,V,2,Sassuolo,14.0,5.0,0,0,47.0,21.0,2,0
4,Genoa,2021-09-21,Giornata n. 5,Ospiti,N,2,Bologna,10.0,5.0,1,1,41.0,19.0,4,0
4,Inter,2021-09-21,Giornata n. 5,Ospiti,V,3,Fiorentina,17.0,5.0,0,0,47.0,17.0,3,0
4,Fiorentina,2021-09-21,Giornata n. 5,Casa,P,1,Inter,14.0,6.0,0,0,53.0,13.0,2,1
4,Bologna,2021-09-21,Giornata n. 5,Casa,N,2,Genoa,16.0,4.0,1,1,59.0,15.0,3,0
4,Sassuolo,2021-09-21,Giornata n. 5,Ospiti,P,1,Atalanta,8.0,1.0,0,0,53.0,18.0,2,0
4,Venezia,2021-09-22,Giornata n. 5,Ospiti,P,0,Milan,8.0,2.0,0,0,33.0,14.0,2,0
4,Cagliari,2021-09-22,Giornata n. 5,Casa,P,0,Empoli,15.0,1.0,0,0,49.0,15.0,2,0
4,Empoli,2021-09-22,Giornata n. 5,Ospiti,V,2,Cagliari,18.0,5.0,0,0,51.0,14.0,1,0
4,Milan,2021-09-22,Giornata n. 5,Casa,V,2,Venezia,14.0,4.0,0,0,67.0,15.0,0,0
4,Hellas Verona,2021-09-22,Giornata n. 5,Ospiti,N,2,Salernitana,9.0,5.0,0,0,50.0,19.0,3,0
4,Juventus,2021-09-22,Giornata n. 5,Ospiti,V,3,Spezia,26.0,9.0,0,0,59.0,10.0,1,0
4,Salernitana,2021-09-22,Giornata n. 5,Casa,N,2,Hellas Verona,15.0,4.0,0,0,50.0,13.0,2,0
4,Spezia,2021-09-22,Giornata n. 5,Casa,P,2,Juventus,10.0,4.0,0,0,41.0,15.0,2,0
4,Napoli,2021-09-23,Giornata n. 5,Ospiti,V,4,Sampdoria,17.0,9.0,0,0,52.0,8.0,1,0
4,Roma,2021-09-23,Giornata n. 5,Casa,V,1,Udinese,12.0,2.0,0,0,52.0,23.0,4,1
4,Udinese,2021-09-23,Giornata n. 5,Ospiti,P,0,Roma,8.0,2.0,0,0,48.0,8.0,1,0
4,Torino,2021-09-23,Giornata n. 5,Casa,N,1,Lazio,16.0,5.0,0,0,45.0,21.0,3,0
4,Lazio,2021-09-23,Giornata n. 5,Ospiti,N,1,Torino,5.0,1.0,1,1,55.0,9.0,3,0
4,Sampdoria,2021-09-23,Giornata n. 5,Casa,P,0,Napoli,13.0,5.0,0,0,48.0,11.0,2,0
5,Hellas Verona,2021-09-25,Giornata n. 6,Ospiti,N,3,Genoa,11.0,6.0,1,1,51.0,15.0,1,0
5,Atalanta,2021-09-25,Giornata n. 6,Ospiti,N,2,Inter,21.0,5.0,0,0,50.0,12.0,5,0
5,Inter,2021-09-25,Giornata n. 6,Casa,N,2,Atalanta,17.0,6.0,0,1,50.0,16.0,3,0
5,Milan,2021-09-25,Giornata n. 6,Ospiti,V,2,Spezia,18.0,5.0,0,0,64.0,12.0,2,0
5,Spezia,2021-09-25,Giornata n. 6,Casa,P,1,Milan,8.0,2.0,0,0,36.0,13.0,2,0
5,Genoa,2021-09-25,Giornata n. 6,Casa,N,3,Hellas Verona,10.0,3.0,1,1,49.0,15.0,3,0
5,Bologna,2021-09-26,Giornata n. 6,Ospiti,P,2,Empoli,20.0,5.0,0,1,63.0,22.0,2,0
5,Fiorentina,2021-09-26,Giornata n. 6,Ospiti,V,1,Udinese,7.0,1.0,1,1,54.0,14.0,3,0
5,Cagliari,2021-09-26,Giornata n. 6,Ospiti,P,0,Napoli,6.0,0.0,0,0,33.0,13.0,1,0
5,Sampdoria,2021-09-26,Giornata n. 6,Ospiti,P,2,Juventus,6.0,3.0,0,0,50.0,18.0,3,0
5,Salernitana,2021-09-26,Giornata n. 6,Ospiti,P,0,Sassuolo,12.0,4.0,0,0,43.0,18.0,3,0
5,Lazio,2021-09-26,Giornata n. 6,Casa,V,3,Roma,10.0,4.0,0,0,50.0,16.0,2,0
5,Udinese,2021-09-26,Giornata n. 6,Casa,P,0,Fiorentina,12.0,5.0,0,0,46.0,17.0,2,0
5,Juventus,2021-09-26,Giornata n. 6,Casa,V,3,Sampdoria,15.0,5.0,1,1,50.0,24.0,4,0
5,Napoli,2021-09-26,Giornata n. 6,Casa,V,2,Cagliari,16.0,6.0,1,1,67.0,11.0,2,0
5,Roma,2021-09-26,Giornata n. 6,Ospiti,P,2,Lazio,19.0,6.0,1,1,50.0,14.0,4,0
5,Sassuolo,2021-09-26,Giornata n. 6,Casa,V,1,Salernitana,17.0,6.0,0,0,57.0,17.0,3,0
5,Empoli,2021-09-26,Giornata n. 6,Casa,V,4,Bologna,14.0,6.0,1,1,37.0,16.0,2,0
5,Torino,2021-09-27,Giornata n. 6,Ospiti,N,1,Venezia,8.0,3.0,0,0,56.0,20.0,4,1
5,Venezia,2021-09-27,Giornata n. 6,Casa,N,1,Torino,6.0,0.0,1,1,44.0,9.0,1,0
6,Venezia,2021-10-01,Giornata n. 7,Ospiti,N,1,Cagliari,12.0,4.0,0,0,58.0,20.0,5,0
6,Cagliari,2021-10-01,Giornata n. 7,Casa,N,1,Venezia,9.0,3.0,0,0,42.0,16.0,2,0
6,Sassuolo,2021-10-02,Giornata n. 7,Casa,P,1,Inter,11.0,7.0,1,1,55.0,11.0,4,0
6,Genoa,2021-10-02,Giornata n. 7,Ospiti,P,0,Salernitana,18.0,3.0,0,0,50.0,19.0,2,0
6,Torino,2021-10-02,Giornata n. 7,Casa,P,0,Juventus,13.0,2.0,0,0,48.0,23.0,3,0
6,Inter,2021-10-02,Giornata n. 7,Ospiti,V,2,Sassuolo,16.0,2.0,1,1,45.0,21.0,2,0
6,Juventus,2021-10-02,Giornata n. 7,Ospiti,V,1,Torino,10.0,3.0,0,0,52.0,16.0,1,0
6,Salernitana,2021-10-02,Giornata n. 7,Casa,V,1,Genoa,10.0,4.0,0,0,50.0,20.0,2,0
6,Empoli,2021-10-03,Giornata n. 7,Ospiti,P,0,Roma,12.0,3.0,0,0,36.0,17.0,3,0
6,Atalanta,2021-10-03,Giornata n. 7,Casa,P,2,Milan,16.0,4.0,1,1,56.0,13.0,1,0
6,Sampdoria,2021-10-03,Giornata n. 7,Casa,N,3,Udinese,11.0,2.0,1,1,54.0,14.0,4,0
6,Spezia,2021-10-03,Giornata n. 7,Ospiti,P,0,Hellas Verona,12.0,4.0,0,0,55.0,12.0,1,1
6,Milan,2021-10-03,Giornata n. 7,Ospiti,V,3,Atalanta,13.0,7.0,0,0,44.0,16.0,4,0
6,Hellas Verona,2021-10-03,Giornata n. 7,Casa,V,4,Spezia,6.0,4.0,0,0,45.0,17.0,1,0
6,Roma,2021-10-03,Giornata n. 7,Casa,V,2,Empoli,18.0,5.0,0,0,64.0,13.0,2,0
6,Lazio,2021-10-03,Giornata n. 7,Ospiti,P,0,Bologna,8.0,4.0,0,0,59.0,18.0,5,1
6,Bologna,2021-10-03,Giornata n. 7,Casa,V,3,Lazio,10.0,3.0,0,0,41.0,7.0,2,0
6,Fiorentina,2021-10-03,Giornata n. 7,Casa,P,1,Napoli,10.0,3.0,0,0,55.0,18.0,3,0
6,Napoli,2021-10-03,Giornata n. 7,Ospiti,V,2,Fiorentina,11.0,4.0,0,1,45.0,13.0,3,0
6,Udinese,2021-10-03,Giornata n. 7,Ospiti,N,3,Sampdoria,18.0,7.0,0,0,46.0,19.0,5,0
7,Spezia,2021-10-16,Giornata n. 8,Casa,V,2,Salernitana,18.0,5.0,0,0,59.0,16.0,2,0
7,Salernitana,2021-10-16,Giornata n. 8,Ospiti,P,1,Spezia,15.0,4.0,0,0,41.0,17.0,3,0
7,Inter,2021-10-16,Giornata n. 8,Ospiti,P,1,Lazio,11.0,3.0,1,1,48.0,12.0,6,0
7,Milan,2021-10-16,Giornata n. 8,Casa,V,3,Hellas Verona,16.0,3.0,1,1,53.0,11.0,1,0
7,Lazio,2021-10-16,Giornata n. 8,Casa,V,3,Inter,18.0,7.0,1,1,52.0,13.0,3,1
7,Hellas Verona,2021-10-16,Giornata n. 8,Ospiti,P,2,Milan,9.0,4.0,1,1,47.0,21.0,4,0
7,Napoli,2021-10-17,Giornata n. 8,Casa,V,1,Torino,10.0,2.0,0,1,51.0,6.0,2,0
7,Juventus,2021-10-17,Giornata n. 8,Casa,V,1,Roma,7.0,3.0,0,0,47.0,20.0,3,0
7,Bologna,2021-10-17,Giornata n. 8,Ospiti,N,1,Udinese,24.0,11.0,0,0,59.0,11.0,7,0
7,Udinese,2021-10-17,Giornata n. 8,Casa,N,1,Bologna,10.0,2.0,0,0,41.0,16.0,3,1
7,Torino,2021-10-17,Giornata n. 8,Ospiti,P,0,Napoli,11.0,3.0,0,0,49.0,25.0,4,0
7,Roma,2021-10-17,Giornata n. 8,Ospiti,P,0,Juventus,14.0,3.0,0,1,53.0,15.0,5,0
7,Cagliari,2021-10-17,Giornata n. 8,Casa,V,3,Sampdoria,12.0,5.0,0,0,39.0,15.0,4,0
7,Genoa,2021-10-17,Giornata n. 8,Casa,N,2,Sassuolo,19.0,4.0,0,0,43.0,12.0,3,0
7,Sampdoria,2021-10-17,Giornata n. 8,Ospiti,P,1,Cagliari,17.0,3.0,0,0,61.0,18.0,2,0
7,Atalanta,2021-10-17,Giornata n. 8,Ospiti,V,4,Empoli,21.0,7.0,0,1,52.0,17.0,2,0
7,Sassuolo,2021-10-17,Giornata n. 8,Ospiti,N,2,Genoa,15.0,5.0,0,0,57.0,22.0,4,0
7,Empoli,2021-10-17,Giornata n. 8,Casa,P,1,Atalanta,13.0,4.0,0,0,48.0,11.0,3,0
7,Venezia,2021-10-18,Giornata n. 8,Casa,V,1,Fiorentina,4.0,2.0,0,0,39.0,16.0,2,0
7,Fiorentina,2021-10-18,Giornata n. 8,Ospiti,P,0,Venezia,11.0,3.0,0,0,61.0,11.0,5,1
8,Sampdoria,2021-10-22,Giornata n. 9,Casa,V,2,Spezia,6.0,2.0,0,0,30.0,10.0,3,0
8,Genoa,2021-10-22,Giornata n. 9,Ospiti,P,2,Torino,14.0,4.0,0,0,42.0,24.0,3,0
8,Torino,2021-10-22,Giornata n. 9,Casa,V,3,Genoa,17.0,6.0,0,0,58.0,19.0,2,0
8,Spezia,2021-10-22,Giornata n. 9,Ospiti,P,1,Sampdoria,17.0,7.0,0,0,70.0,9.0,1,0
8,Sassuolo,2021-10-23,Giornata n. 9,Casa,V,3,Venezia,14.0,7.0,0,0,63.0,14.0,1,0
8,Bologna,2021-10-23,Giornata n. 9,Casa,P,2,Milan,9.0,4.0,0,0,38.0,9.0,1,2
8,Venezia,2021-10-23,Giornata n. 9,Ospiti,P,1,Sassuolo,7.0,1.0,0,0,37.0,17.0,2,0
8,Empoli,2021-10-23,Giornata n. 9,Ospiti,V,4,Salernitana,9.0,4.0,1,1,41.0,17.0,3,0
8,Milan,2021-10-23,Giornata n. 9,Ospiti,V,4,Bologna,15.0,7.0,0,0,62.0,17.0,3,0
8,Salernitana,2021-10-23,Giornata n. 9,Casa,P,2,Empoli,12.0,5.0,0,0,59.0,16.0,1,0
8,Roma,2021-10-24,Giornata n. 9,Casa,N,0,Napoli,13.0,1.0,0,0,38.0,14.0,4,0
8,Udinese,2021-10-24,Giornata n. 9,Ospiti,N,1,Atalanta,9.0,3.0,0,0,33.0,17.0,2,0
8,Lazio,2021-10-24,Giornata n. 9,Ospiti,P,1,Hellas Verona,9.0,4.0,0,0,51.0,17.0,2,0
8,Napoli,2021-10-24,Giornata n. 9,Ospiti,N,0,Roma,11.0,2.0,0,0,62.0,10.0,1,0
8,Cagliari,2021-10-24,Giornata n. 9,Ospiti,P,0,Fiorentina,3.0,1.0,0,0,35.0,15.0,2,0
8,Juventus,2021-10-24,Giornata n. 9,Ospiti,N,1,Inter,15.0,3.0,1,1,51.0,19.0,2,0
8,Fiorentina,2021-10-24,Giornata n. 9,Casa,V,3,Cagliari,20.0,4.0,1,1,65.0,11.0,0,0
8,Atalanta,2021-10-24,Giornata n. 9,Casa,N,1,Udinese,8.0,3.0,0,0,67.0,16.0,2,0
8,Inter,2021-10-24,Giornata n. 9,Casa,N,1,Juventus,10.0,2.0,0,0,49.0,17.0,2,0
8,Hellas Verona,2021-10-24,Giornata n. 9,Casa,V,4,Lazio,16.0,7.0,0,0,49.0,15.0,2,0
9,Genoa,2021-10-26,Giornata n. 10,Ospiti,N,1,Spezia,8.0,1.0,1,1,53.0,17.0,4,0
9,Spezia,2021-10-26,Giornata n. 10,Casa,N,1,Genoa,13.0,3.0,0,0,47.0,15.0,2,0
9,Milan,2021-10-26,Giornata n. 10,Casa,V,1,Torino,10.0,2.0,0,0,44.0,15.0,3,0
9,Venezia,2021-10-26,Giornata n. 10,Casa,P,1,Salernitana,8.0,4.0,0,0,45.0,19.0,3,1
9,Salernitana,2021-10-26,Giornata n. 10,Ospiti,V,2,Venezia,21.0,7.0,0,0,55.0,16.0,3,0
9,Torino,2021-10-26,Giornata n. 10,Ospiti,P,0,Milan,13.0,2.0,0,0,56.0,22.0,3,0
9,Juventus,2021-10-27,Giornata n. 10,Casa,P,1,Sassuolo,14.0,2.0,0,0,57.0,23.0,1,0
9,Sampdoria,2021-10-27,Giornata n. 10,Casa,P,1,Atalanta,8.0,3.0,0,0,40.0,16.0,4,0
9,Lazio,2021-10-27,Giornata n. 10,Casa,V,1,Fiorentina,5.0,2.0,0,0,49.0,17.0,3,0
9,Empoli,2021-10-27,Giornata n. 10,Casa,P,0,Inter,9.0,1.0,0,0,31.0,22.0,1,1
9,Roma,2021-10-27,Giornata n. 10,Ospiti,V,2,Cagliari,23.0,3.0,0,0,58.0,19.0,4,0
9,Sassuolo,2021-10-27,Giornata n. 10,Ospiti,V,2,Juventus,8.0,4.0,0,0,43.0,18.0,5,0
9,Inter,2021-10-27,Giornata n. 10,Ospiti,V,2,Empoli,21.0,9.0,0,0,69.0,16.0,3,0
9,Fiorentina,2021-10-27,Giornata n. 10,Ospiti,P,0,Lazio,9.0,1.0,0,0,51.0,14.0,3,0
9,Udinese,2021-10-27,Giornata n. 10,Casa,N,1,Hellas Verona,16.0,5.0,0,0,34.0,15.0,1,0
9,Cagliari,2021-10-27,Giornata n. 10,Casa,P,1,Roma,7.0,5.0,0,0,42.0,18.0,3,0
9,Atalanta,2021-10-27,Giornata n. 10,Ospiti,V,3,Sampdoria,13.0,4.0,0,0,60.0,19.0,3,0
9,Hellas Verona,2021-10-27,Giornata n. 10,Ospiti,N,1,Udinese,4.0,1.0,1,1,66.0,12.0,2,0
9,Bologna,2021-10-28,Giornata n. 10,Ospiti,P,0,Napoli,8.0,1.0,0,0,35.0,6.0,1,0
9,Napoli,2021-10-28,Giornata n. 10,Casa,V,3,Bologna,16.0,4.0,2,2,65.0,20.0,1,0
10,Juventus,2021-10-30,Giornata n. 11,Ospiti,P,1,Hellas Verona,15.0,4.0,0,0,55.0,7.0,3,0
10,Hellas Verona,2021-10-30,Giornata n. 11,Casa,V,2,Juventus,12.0,5.0,0,0,45.0,25.0,4,0
10,Torino,2021-10-30,Giornata n. 11,Casa,V,3,Sampdoria,16.0,5.0,0,0,63.0,20.0,2,0
10,Lazio,2021-10-30,Giornata n. 11,Ospiti,N,2,Atalanta,8.0,5.0,0,0,44.0,15.0,3,0
10,Atalanta,2021-10-30,Giornata n. 11,Casa,N,2,Lazio,17.0,3.0,0,0,56.0,14.0,1,0
10,Sampdoria,2021-10-30,Giornata n. 11,Ospiti,P,0,Torino,5.0,1.0,0,0,37.0,10.0,4,1
10,Roma,2021-10-31,Giornata n. 11,Casa,P,1,Milan,24.0,6.0,0,0,50.0,23.0,4,0
10,Empoli,2021-10-31,Giornata n. 11,Ospiti,V,2,Sassuolo,13.0,4.0,1,1,43.0,15.0,2,0
10,Inter,2021-10-31,Giornata n. 11,Casa,V,2,Udinese,15.0,5.0,0,0,66.0,11.0,0,0
10,Udinese,2021-10-31,Giornata n. 11,Ospiti,P,0,Inter,9.0,5.0,0,0,34.0,16.0,2,0
10,Fiorentina,2021-10-31,Giornata n. 11,Casa,V,3,Spezia,26.0,11.0,1,1,55.0,10.0,4,0
10,Salernitana,2021-10-31,Giornata n. 11,Casa,P,0,Napoli,9.0,2.0,0,0,38.0,10.0,0,1
10,Venezia,2021-10-31,Giornata n. 11,Ospiti,N,0,Genoa,6.0,2.0,0,0,38.0,16.0,3,0
10,Milan,2021-10-31,Giornata n. 11,Ospiti,V,2,Roma,7.0,2.0,1,1,50.0,14.0,7,1
10,Sassuolo,2021-10-31,Giornata n. 11,Casa,P,1,Empoli,15.0,5.0,0,0,57.0,20.0,4,0
10,Spezia,2021-10-31,Giornata n. 11,Ospiti,P,0,Fiorentina,3.0,0.0,0,0,45.0,23.0,3,0
10,Napoli,2021-10-31,Giornata n. 11,Ospiti,V,1,Salernitana,18.0,4.0,0,0,62.0,13.0,2,1
10,Genoa,2021-10-31,Giornata n. 11,Casa,N,0,Venezia,19.0,4.0,0,0,62.0,16.0,1,0
10,Bologna,2021-11-01,Giornata n. 11,Casa,V,2,Cagliari,8.0,3.0,0,0,57.0,13.0,3,0
10,Cagliari,2021-11-01,Giornata n. 11,Ospiti,P,0,Bologna,9.0,2.0,0,0,43.0,10.0,2,1
11,Genoa,2021-11-05,Giornata n. 12,Ospiti,N,2,Empoli,14.0,6.0,1,1,47.0,22.0,4,0
11,Empoli,2021-11-05,Giornata n. 12,Casa,N,2,Genoa,10.0,2.0,0,0,53.0,9.0,0,0
11,Fiorentina,2021-11-06,Giornata n. 12,Ospiti,P,0,Juventus,6.0,1.0,0,0,50.0,17.0,4,1
11,Atalanta,2021-11-06,Giornata n. 12,Ospiti,V,2,Cagliari,20.0,8.0,0,0,62.0,10.0,1,0
