,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
3,Parma,2018-09-15,Giornata n. 4,Ospiti,V,1,Inter,9.0,5.0,0,0,27.0,8.0,2,0
3,Napoli,2018-09-15,Giornata n. 4,Casa,V,1,Fiorentina,21.0,3.0,0,0,57.0,16.0,1,0
3,Inter,2018-09-15,Giornata n. 4,Casa,P,0,Parma,31.0,7.0,0,0,73.0,10.0,2,0
2,Sampdoria,2018-09-15,Giornata n. 4,Ospiti,V,5,Frosinone,11.0,5.0,1,1,62.0,17.0,1,0
3,Bologna,2018-09-16,Giornata n. 4,Ospiti,P,0,Genoa,12.0,1.0,0,0,48.0,21.0,5,1
2,Milan,2018-09-16,Giornata n. 4,Ospiti,N,1,Cagliari,21.0,5.0,0,0,63.0,13.0,1,0
3,Udinese,2018-09-16,Giornata n. 4,Casa,N,1,Torino,7.0,1.0,0,0,34.0,16.0,2,0
3,Juventus,2018-09-16,Giornata n. 4,Casa,V,2,Sassuolo,18.0,4.0,0,0,43.0,16.0,3,1
3,Cagliari,2018-09-16,Giornata n. 4,Casa,N,1,Milan,7.0,2.0,0,0,37.0,16.0,1,0
3,Roma,2018-09-16,Giornata n. 4,Casa,N,2,Chievo,17.0,9.0,0,0,56.0,10.0,1,0
3,Lazio,2018-09-16,Giornata n. 4,Ospiti,V,1,Empoli,21.0,4.0,0,0,45.0,14.0,3,0
3,Torino,2018-09-16,Giornata n. 4,Ospiti,N,1,Udinese,16.0,4.0,0,0,66.0,15.0,2,0
2,Genoa,2018-09-16,Giornata n. 4,Casa,V,1,Bologna,12.0,4.0,0,0,52.0,14.0,2,0
3,Sassuolo,2018-09-16,Giornata n. 4,Ospiti,P,1,Juventus,17.0,5.0,0,0,57.0,16.0,3,0
3,Empoli,2018-09-16,Giornata n. 4,Casa,P,0,Lazio,13.0,2.0,0,0,55.0,15.0,2,0
3,Chievo,2018-09-16,Giornata n. 4,Ospiti,N,2,Roma,13.0,5.0,0,0,44.0,15.0,1,0
3,SPAL,2018-09-17,Giornata n. 4,Casa,V,2,Atalanta,17.0,5.0,0,0,42.0,17.0,3,0
3,Atalanta,2018-09-17,Giornata n. 4,Ospiti,P,0,SPAL,14.0,1.0,0,0,58.0,21.0,5,0
3,Fiorentina,2018-09-19,Giornata n. 1,Ospiti,N,1,Sampdoria,15.0,9.0,0,0,40.0,17.0,2,0
3,Sampdoria,2018-09-19,Giornata n. 1,Casa,N,1,Fiorentina,11.0,4.0,0,0,60.0,14.0,3,0
4,Empoli,2018-09-21,Giornata n. 5,Ospiti,P,1,Sassuolo,15.0,2.0,0,0,40.0,9.0,3,1
4,Sassuolo,2018-09-21,Giornata n. 5,Casa,V,3,Empoli,22.0,6.0,0,0,60.0,20.0,1,0
4,Sampdoria,2018-09-22,Giornata n. 5,Casa,P,0,Inter,9.0,3.0,0,0,48.0,17.0,3,0
4,SPAL,2018-09-22,Giornata n. 5,Ospiti,P,0,Fiorentina,8.0,2.0,0,0,47.0,16.0,2,0
4,Cagliari,2018-09-22,Giornata n. 5,Ospiti,P,0,Parma,16.0,2.0,0,0,70.0,7.0,1,0
4,Parma,2018-09-22,Giornata n. 5,Casa,V,2,Cagliari,18.0,6.0,0,0,30.0,15.0,2,0
4,Fiorentina,2018-09-22,Giornata n. 5,Casa,V,3,SPAL,17.0,5.0,0,0,53.0,9.0,1,0
4,Inter,2018-09-22,Giornata n. 5,Ospiti,V,1,Sampdoria,16.0,3.0,0,0,52.0,15.0,2,0
4,Juventus,2018-09-23,Giornata n. 5,Ospiti,V,2,Frosinone,30.0,9.0,0,0,70.0,10.0,1,0
4,Torino,2018-09-23,Giornata n. 5,Casa,P,1,Napoli,10.0,1.0,1,1,47.0,23.0,2,0
4,Roma,2018-09-23,Giornata n. 5,Ospiti,P,0,Bologna,27.0,9.0,0,0,69.0,13.0,4,0
4,Udinese,2018-09-23,Giornata n. 5,Ospiti,V,2,Chievo,12.0,5.0,0,0,41.0,10.0,1,0
3,Genoa,2018-09-23,Giornata n. 5,Ospiti,P,1,Lazio,12.0,4.0,0,0,43.0,10.0,2,0
4,Frosinone,2018-09-23,Giornata n. 5,Casa,P,0,Juventus,3.0,0.0,0,0,30.0,17.0,3,0
3,Milan,2018-09-23,Giornata n. 5,Casa,N,2,Atalanta,15.0,4.0,0,0,56.0,9.0,2,0
4,Napoli,2018-09-23,Giornata n. 5,Ospiti,V,3,Torino,17.0,6.0,0,0,53.0,16.0,3,0
4,Bologna,2018-09-23,Giornata n. 5,Casa,V,2,Roma,12.0,2.0,0,0,31.0,9.0,2,0
4,Lazio,2018-09-23,Giornata n. 5,Casa,V,4,Genoa,21.0,7.0,0,0,57.0,11.0,1,0
4,Atalanta,2018-09-23,Giornata n. 5,Ospiti,N,2,Milan,17.0,5.0,0,0,44.0,6.0,1,0
4,Chievo,2018-09-23,Giornata n. 5,Casa,P,0,Udinese,16.0,5.0,0,0,59.0,19.0,1,0
5,Fiorentina,2018-09-25,Giornata n. 6,Ospiti,P,1,Inter,16.0,4.0,0,0,50.0,24.0,3,0
5,Inter,2018-09-25,Giornata n. 6,Casa,V,2,Fiorentina,14.0,2.0,1,1,50.0,21.0,1,0
5,Parma,2018-09-26,Giornata n. 6,Ospiti,P,0,Napoli,3.0,0.0,0,0,34.0,17.0,3,0
5,Chievo,2018-09-26,Giornata n. 6,Ospiti,P,0,Genoa,9.0,1.0,0,0,52.0,18.0,4,0
5,Juventus,2018-09-26,Giornata n. 6,Casa,V,2,Bologna,15.0,9.0,0,0,75.0,13.0,2,0
5,Atalanta,2018-09-26,Giornata n. 6,Casa,N,0,Torino,13.0,3.0,0,0,57.0,14.0,2,0
5,Frosinone,2018-09-26,Giornata n. 6,Ospiti,P,0,Roma,12.0,1.0,0,0,33.0,9.0,1,0
4,Genoa,2018-09-26,Giornata n. 6,Casa,V,2,Chievo,18.0,4.0,0,0,48.0,15.0,4,0
5,Cagliari,2018-09-26,Giornata n. 6,Casa,N,0,Sampdoria,15.0,1.0,0,0,48.0,19.0,1,0
5,Torino,2018-09-26,Giornata n. 6,Ospiti,N,0,Atalanta,7.0,0.0,0,0,43.0,20.0,1,0
5,Sampdoria,2018-09-26,Giornata n. 6,Ospiti,N,0,Cagliari,13.0,2.0,0,1,52.0,22.0,3,0
5,Napoli,2018-09-26,Giornata n. 6,Casa,V,3,Parma,28.0,7.0,0,0,66.0,9.0,0,0
5,Lazio,2018-09-26,Giornata n. 6,Ospiti,V,2,Udinese,10.0,2.0,0,0,49.0,18.0,6,0
5,Roma,2018-09-26,Giornata n. 6,Casa,V,4,Frosinone,19.0,10.0,0,0,67.0,14.0,0,0
5,Udinese,2018-09-26,Giornata n. 6,Casa,P,1,Lazio,12.0,6.0,0,0,51.0,12.0,2,0
5,Bologna,2018-09-26,Giornata n. 6,Ospiti,P,0,Juventus,6.0,2.0,0,0,25.0,15.0,3,0
5,Empoli,2018-09-27,Giornata n. 6,Casa,N,1,Milan,3.0,1.0,1,1,47.0,13.0,2,0
5,Sassuolo,2018-09-27,Giornata n. 6,Ospiti,V,2,SPAL,14.0,6.0,0,0,49.0,13.0,0,0
4,Milan,2018-09-27,Giornata n. 6,Ospiti,N,1,Empoli,26.0,9.0,0,0,53.0,10.0,2,0
5,SPAL,2018-09-27,Giornata n. 6,Casa,P,0,Sassuolo,12.0,2.0,0,0,51.0,16.0,1,0
6,Inter,2018-09-29,Giornata n. 7,Casa,V,2,Cagliari,15.0,6.0,0,0,50.0,17.0,1,0
6,Lazio,2018-09-29,Giornata n. 7,Ospiti,P,1,Roma,17.0,4.0,0,0,55.0,14.0,1,0
6,Napoli,2018-09-29,Giornata n. 7,Ospiti,P,1,Juventus,15.0,4.0,0,0,49.0,10.0,4,1
6,Juventus,2018-09-29,Giornata n. 7,Casa,V,3,Napoli,19.0,9.0,0,0,51.0,16.0,3,0
6,Cagliari,2018-09-29,Giornata n. 7,Ospiti,P,0,Inter,5.0,2.0,0,0,50.0,12.0,4,0
6,Roma,2018-09-29,Giornata n. 7,Casa,V,3,Lazio,17.0,7.0,0,0,45.0,11.0,3,0
6,Fiorentina,2018-09-30,Giornata n. 7,Casa,V,2,Atalanta,6.0,3.0,1,1,35.0,13.0,3,0
5,Milan,2018-09-30,Giornata n. 7,Ospiti,V,4,Sassuolo,13.0,7.0,0,0,40.0,16.0,1,0
6,Torino,2018-09-30,Giornata n. 7,Ospiti,V,1,Chievo,17.0,5.0,0,0,63.0,16.0,3,0
6,Sassuolo,2018-09-30,Giornata n. 7,Casa,P,1,Milan,12.0,3.0,0,0,60.0,14.0,1,0
6,Udinese,2018-09-30,Giornata n. 7,Ospiti,P,1,Bologna,15.0,2.0,0,0,54.0,12.0,4,0
6,Atalanta,2018-09-30,Giornata n. 7,Ospiti,P,0,Fiorentina,18.0,3.0,0,0,65.0,12.0,3,0
6,Bologna,2018-09-30,Giornata n. 7,Casa,V,2,Udinese,23.0,6.0,0,0,46.0,8.0,2,0
6,Chievo,2018-09-30,Giornata n. 7,Casa,P,0,Torino,9.0,1.0,0,0,37.0,17.0,3,0
6,Empoli,2018-09-30,Giornata n. 7,Ospiti,P,0,Parma,17.0,2.0,0,0,68.0,8.0,3,0
6,Frosinone,2018-09-30,Giornata n. 7,Casa,P,1,Genoa,16.0,3.0,1,1,50.0,25.0,3,0
6,Parma,2018-09-30,Giornata n. 7,Casa,V,1,Empoli,13.0,3.0,0,0,32.0,12.0,2,0
5,Genoa,2018-09-30,Giornata n. 7,Ospiti,V,2,Frosinone,10.0,4.0,0,0,50.0,20.0,2,0
6,Sampdoria,2018-10-01,Giornata n. 7,Casa,V,2,SPAL,15.0,9.0,0,0,46.0,17.0,3,0
6,SPAL,2018-10-01,Giornata n. 7,Ospiti,P,1,Sampdoria,9.0,4.0,0,0,54.0,19.0,3,0
7,Torino,2018-10-05,Giornata n. 8,Casa,V,3,Frosinone,17.0,8.0,0,0,60.0,16.0,3,0
7,Frosinone,2018-10-05,Giornata n. 8,Ospiti,P,2,Torino,12.0,5.0,0,0,40.0,17.0,3,0
7,Cagliari,2018-10-06,Giornata n. 8,Casa,V,2,Bologna,11.0,5.0,0,0,52.0,9.0,2,0
7,Juventus,2018-10-06,Giornata n. 8,Ospiti,V,2,Udinese,23.0,6.0,0,0,60.0,15.0,1,0
7,Bologna,2018-10-06,Giornata n. 8,Ospiti,P,0,Cagliari,11.0,4.0,0,0,48.0,17.0,4,0
7,Udinese,2018-10-06,Giornata n. 8,Casa,P,0,Juventus,9.0,2.0,0,0,40.0,15.0,3,0
7,Empoli,2018-10-06,Giornata n. 8,Casa,P,0,Roma,18.0,2.0,0,1,44.0,14.0,2,0
7,Roma,2018-10-06,Giornata n. 8,Ospiti,V,2,Empoli,9.0,3.0,0,0,56.0,14.0,1,0
7,Sampdoria,2018-10-07,Giornata n. 8,Ospiti,V,1,Atalanta,9.0,3.0,0,0,42.0,15.0,4,0
7,Inter,2018-10-07,Giornata n. 8,Ospiti,V,2,SPAL,13.0,3.0,0,0,49.0,21.0,2,0
6,Genoa,2018-10-07,Giornata n. 8,Casa,P,1,Parma,29.0,10.0,0,0,60.0,9.0,1,0
7,Fiorentina,2018-10-07,Giornata n. 8,Ospiti,P,0,Lazio,15.0,5.0,0,0,59.0,12.0,3,0
7,SPAL,2018-10-07,Giornata n. 8,Casa,P,1,Inter,14.0,5.0,0,1,51.0,16.0,6,0
7,Atalanta,2018-10-07,Giornata n. 8,Casa,P,0,Sampdoria,21.0,3.0,0,0,58.0,20.0,2,0
7,Sassuolo,2018-10-07,Giornata n. 8,Ospiti,P,0,Napoli,11.0,7.0,0,0,55.0,9.0,2,1
7,Napoli,2018-10-07,Giornata n. 8,Casa,V,2,Sassuolo,15.0,7.0,0,0,45.0,13.0,2,0
7,Chievo,2018-10-07,Giornata n. 8,Ospiti,P,1,Milan,12.0,1.0,0,0,33.0,15.0,1,0
6,Milan,2018-10-07,Giornata n. 8,Casa,V,3,Chievo,20.0,7.0,0,0,67.0,8.0,1,0
7,Parma,2018-10-07,Giornata n. 8,Ospiti,V,3,Genoa,8.0,5.0,0,0,40.0,10.0,1,0
7,Lazio,2018-10-07,Giornata n. 8,Casa,V,1,Fiorentina,13.0,7.0,0,0,41.0,21.0,5,0
8,Udinese,2018-10-20,Giornata n. 9,Casa,P,0,Napoli,11.0,4.0,0,0,39.0,15.0,3,0
8,SPAL,2018-10-20,Giornata n. 9,Ospiti,V,2,Roma,6.0,4.0,1,1,37.0,8.0,4,1
8,Roma,2018-10-20,Giornata n. 9,Casa,P,0,SPAL,20.0,8.0,0,0,63.0,18.0,3,0
8,Juventus,2018-10-20,Giornata n. 9,Casa,N,1,Genoa,20.0,3.0,0,0,63.0,10.0,1,0
8,Napoli,2018-10-20,Giornata n. 9,Ospiti,V,3,Udinese,13.0,3.0,1,1,61.0,11.0,4,0
7,Genoa,2018-10-20,Giornata n. 9,Ospiti,N,1,Juventus,9.0,2.0,0,0,37.0,19.0,3,0
8,Inter,2018-10-21,Giornata n. 9,Casa,V,1,Milan,16.0,3.0,0,0,58.0,16.0,2,0
8,Cagliari,2018-10-21,Giornata n. 9,Ospiti,N,1,Fiorentina,7.0,4.0,0,0,44.0,20.0,2,0
8,Bologna,2018-10-21,Giornata n. 9,Casa,N,2,Torino,7.0,2.0,0,0,48.0,12.0,2,0
8,Torino,2018-10-21,Giornata n. 9,Ospiti,N,2,Bologna,11.0,6.0,0,0,52.0,25.0,2,0
8,Atalanta,2018-10-21,Giornata n. 9,Ospiti,V,5,Chievo,18.0,7.0,0,0,60.0,15.0,1,0
8,Frosinone,2018-10-21,Giornata n. 9,Casa,N,3,Empoli,6.0,3.0,1,1,40.0,16.0,2,0
8,Fiorentina,2018-10-21,Giornata n. 9,Casa,N,1,Cagliari,10.0,2.0,1,1,56.0,16.0,0,0
8,Chievo,2018-10-21,Giornata n. 9,Casa,P,1,Atalanta,2.0,0.0,1,1,40.0,13.0,2,1
8,Parma,2018-10-21,Giornata n. 9,Casa,P,0,Lazio,4.0,1.0,0,0,35.0,6.0,2,0
8,Lazio,2018-10-21,Giornata n. 9,Ospiti,V,2,Parma,16.0,8.0,1,1,65.0,13.0,3,0
8,Empoli,2018-10-21,Giornata n. 9,Ospiti,N,3,Frosinone,23.0,10.0,0,0,60.0,20.0,3,0
7,Milan,2018-10-21,Giornata n. 9,Ospiti,P,0,Inter,14.0,2.0,0,0,42.0,9.0,5,0
8,Sampdoria,2018-10-22,Giornata n. 9,Casa,N,0,Sassuolo,9.0,1.0,0,0,53.0,10.0,2,0
8,Sassuolo,2018-10-22,Giornata n. 9,Ospiti,N,0,Sampdoria,10.0,0.0,0,0,47.0,19.0,3,0
9,Juventus,2018-10-27,Giornata n. 10,Ospiti,V,2,Empoli,19.0,6.0,1,1,57.0,22.0,3,0
9,Torino,2018-10-27,Giornata n. 10,Casa,N,1,Fiorentina,21.0,2.0,0,0,55.0,17.0,2,0
9,Fiorentina,2018-10-27,Giornata n. 10,Ospiti,N,1,Torino,9.0,5.0,0,0,45.0,23.0,4,0
9,Parma,2018-10-27,Giornata n. 10,Ospiti,P,0,Atalanta,12.0,3.0,0,0,35.0,8.0,2,0
9,Empoli,2018-10-27,Giornata n. 10,Casa,P,1,Juventus,10.0,3.0,0,0,43.0,14.0,2,0
9,Atalanta,2018-10-27,Giornata n. 10,Casa,V,3,Parma,29.0,12.0,0,0,65.0,8.0,0,0
9,Cagliari,2018-10-28,Giornata n. 10,Casa,V,2,Chievo,16.0,3.0,0,0,49.0,18.0,1,0
9,Napoli,2018-10-28,Giornata n. 10,Casa,N,1,Roma,26.0,5.0,0,0,63.0,8.0,0,0
9,Roma,2018-10-28,Giornata n. 10,Ospiti,N,1,Napoli,9.0,3.0,0,0,37.0,8.0,5,0
9,Sampdoria,2018-10-28,Giornata n. 10,Ospiti,P,2,Milan,9.0,2.0,0,0,54.0,11.0,2,0
9,Sassuolo,2018-10-28,Giornata n. 10,Casa,N,2,Bologna,13.0,5.0,1,1,74.0,22.0,2,0
9,Frosinone,2018-10-28,Giornata n. 10,Ospiti,V,3,SPAL,8.0,4.0,0,0,37.0,13.0,6,0
8,Genoa,2018-10-28,Giornata n. 10,Casa,N,2,Udinese,12.0,4.0,1,1,41.0,17.0,5,1
9,Chievo,2018-10-28,Giornata n. 10,Ospiti,P,1,Cagliari,11.0,3.0,0,0,51.0,20.0,6,0
8,Milan,2018-10-28,Giornata n. 10,Casa,V,3,Sampdoria,14.0,6.0,0,0,46.0,16.0,3,0
9,Udinese,2018-10-28,Giornata n. 10,Ospiti,N,2,Genoa,15.0,5.0,0,0,59.0,19.0,4,0
9,SPAL,2018-10-28,Giornata n. 10,Casa,P,0,Frosinone,14.0,2.0,0,0,63.0,18.0,3,0
9,Bologna,2018-10-28,Giornata n. 10,Ospiti,N,2,Sassuolo,14.0,5.0,0,0,26.0,19.0,3,0
9,Lazio,2018-10-29,Giornata n. 10,Casa,P,0,Inter,20.0,4.0,0,0,40.0,15.0,3,0
9,Inter,2018-10-29,Giornata n. 10,Ospiti,V,3,Lazio,18.0,7.0,0,0,60.0,12.0,3,0
9,Milan,2018-10-31,Giornata n. 1,Casa,V,2,Genoa,29.0,9.0,0,0,58.0,11.0,2,0
9,Genoa,2018-10-31,Giornata n. 1,Ospiti,P,1,Milan,10.0,2.0,0,0,42.0,20.0,2,0
10,Napoli,2018-11-02,Giornata n. 11,Casa,V,5,Empoli,19.0,13.0,0,0,48.0,8.0,0,0
10,Empoli,2018-11-02,Giornata n. 11,Ospiti,P,1,Napoli,11.0,4.0,0,0,52.0,8.0,2,0
10,Genoa,2018-11-03,Giornata n. 11,Ospiti,P,0,Inter,9.0,3.0,0,0,38.0,17.0,3,0
10,Roma,2018-11-03,Giornata n. 11,Ospiti,N,1,Fiorentina,18.0,4.0,0,0,62.0,22.0,3,0
10,Fiorentina,2018-11-03,Giornata n. 11,Casa,N,1,Roma,14.0,3.0,1,1,38.0,11.0,3,0
10,Juventus,2018-11-03,Giornata n. 11,Casa,V,3,Cagliari,15.0,3.0,0,0,53.0,16.0,1,0
10,Inter,2018-11-03,Giornata n. 11,Casa,V,5,Genoa,20.0,10.0,0,0,62.0,12.0,2,0
10,Cagliari,2018-11-03,Giornata n. 11,Ospiti,P,1,Juventus,7.0,2.0,0,0,47.0,16.0,3,0
10,Chievo,2018-11-04,Giornata n. 11,Casa,P,0,Sassuolo,6.0,0.0,0,0,57.0,24.0,4,1
10,Udinese,2018-11-04,Giornata n. 11,Casa,P,0,Milan,13.0,3.0,0,0,45.0,16.0,3,1
10,SPAL,2018-11-04,Giornata n. 11,Ospiti,P,1,Lazio,8.0,3.0,0,0,53.0,9.0,3,0
10,Frosinone,2018-11-04,Giornata n. 11,Ospiti,N,0,Parma,12.0,1.0,0,0,57.0,15.0,4,0
10,Bologna,2018-11-04,Giornata n. 11,Casa,P,1,Atalanta,14.0,4.0,0,0,34.0,11.0,1,0
10,Milan,2018-11-04,Giornata n. 11,Ospiti,V,1,Udinese,15.0,8.0,0,0,55.0,15.0,3,0
10,Parma,2018-11-04,Giornata n. 11,Casa,N,0,Frosinone,12.0,1.0,0,0,43.0,13.0,1,1
10,Sampdoria,2018-11-04,Giornata n. 11,Casa,P,1,Torino,12.0,4.0,0,1,52.0,13.0,2,0
10,Sassuolo,2018-11-04,Giornata n. 11,Ospiti,V,2,Chievo,10.0,4.0,0,0,43.0,19.0,2,0
10,Lazio,2018-11-04,Giornata n. 11,Casa,V,4,SPAL,22.0,10.0,0,0,47.0,8.0,1,0
10,Torino,2018-11-04,Giornata n. 11,Ospiti,V,4,Sampdoria,17.0,7.0,1,1,48.0,22.0,2,0
10,Atalanta,2018-11-04,Giornata n. 11,Ospiti,V,2,Bologna,24.0,5.0,0,0,66.0,16.0,2,0
11,Frosinone,2018-11-09,Giornata n. 12,Casa,N,1,Fiorentina,9.0,3.0,0,0,43.0,9.0,3,0
11,Fiorentina,2018-11-09,Giornata n. 12,Ospiti,N,1,Frosinone,24.0,10.0,0,0,57.0,14.0,0,0
11,Cagliari,2018-11-10,Giornata n. 12,Ospiti,N,2,SPAL,14.0,3.0,0,0,53.0,14.0,4,0
11,Parma,2018-11-10,Giornata n. 12,Ospiti,V,2,Torino,14.0,6.0,0,0,33.0,18.0,4,0
11,Genoa,2018-11-10,Giornata n. 12,Casa,P,1,Napoli,10.0,4.0,0,0,33.0,16.0,4,0
