,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
11,SPAL,2018-11-10,Giornata n. 12,Casa,N,2,Cagliari,11.0,3.0,0,0,47.0,14.0,2,0
11,Napoli,2018-11-10,Giornata n. 12,Ospiti,V,2,Genoa,24.0,4.0,0,0,67.0,8.0,2,0
11,Torino,2018-11-10,Giornata n. 12,Casa,P,1,Parma,15.0,4.0,0,0,67.0,15.0,2,0
11,Empoli,2018-11-11,Giornata n. 12,Casa,V,2,Udinese,13.0,5.0,0,0,39.0,12.0,2,0
11,Sassuolo,2018-11-11,Giornata n. 12,Casa,N,1,Lazio,16.0,4.0,0,0,58.0,13.0,4,0
11,Atalanta,2018-11-11,Giornata n. 12,Casa,V,4,Inter,18.0,9.0,0,0,48.0,13.0,3,0
11,Inter,2018-11-11,Giornata n. 12,Ospiti,P,1,Atalanta,7.0,0.0,1,1,52.0,14.0,4,1
11,Chievo,2018-11-11,Giornata n. 12,Casa,N,2,Bologna,18.0,5.0,1,1,49.0,18.0,3,0
11,Roma,2018-11-11,Giornata n. 12,Casa,V,4,Sampdoria,16.0,6.0,0,0,50.0,8.0,1,0
11,Udinese,2018-11-11,Giornata n. 12,Ospiti,P,1,Empoli,32.0,10.0,0,1,61.0,12.0,2,0
11,Juventus,2018-11-11,Giornata n. 12,Ospiti,V,2,Milan,15.0,6.0,0,0,60.0,10.0,1,0
11,Sampdoria,2018-11-11,Giornata n. 12,Ospiti,P,1,Roma,9.0,4.0,0,0,50.0,12.0,1,0
11,Bologna,2018-11-11,Giornata n. 12,Ospiti,N,2,Chievo,15.0,6.0,0,0,51.0,20.0,3,0
11,Milan,2018-11-11,Giornata n. 12,Casa,P,0,Juventus,4.0,1.0,0,1,40.0,18.0,3,1
11,Lazio,2018-11-11,Giornata n. 12,Ospiti,N,1,Sassuolo,14.0,1.0,0,0,42.0,23.0,3,0
12,SPAL,2018-11-24,Giornata n. 13,Ospiti,P,0,Juventus,11.0,1.0,0,0,54.0,13.0,3,0
12,Frosinone,2018-11-24,Giornata n. 13,Ospiti,P,0,Inter,6.0,4.0,0,0,29.0,12.0,3,0
12,Inter,2018-11-24,Giornata n. 13,Casa,V,3,Frosinone,29.0,13.0,0,0,71.0,12.0,1,0
12,Roma,2018-11-24,Giornata n. 13,Ospiti,P,0,Udinese,26.0,7.0,0,0,72.0,12.0,0,0
12,Udinese,2018-11-24,Giornata n. 13,Casa,V,1,Roma,9.0,2.0,0,0,28.0,12.0,2,0
12,Juventus,2018-11-24,Giornata n. 13,Casa,V,2,SPAL,15.0,6.0,0,0,46.0,23.0,1,0
12,Napoli,2018-11-25,Giornata n. 13,Casa,N,0,Chievo,22.0,8.0,0,0,69.0,12.0,2,0
12,Parma,2018-11-25,Giornata n. 13,Casa,V,2,Sassuolo,14.0,5.0,0,0,27.0,15.0,3,0
12,Lazio,2018-11-25,Giornata n. 13,Casa,N,1,Milan,23.0,6.0,0,0,54.0,11.0,1,0
12,Genoa,2018-11-25,Giornata n. 13,Casa,N,1,Sampdoria,16.0,5.0,1,1,42.0,18.0,2,0
12,Milan,2018-11-25,Giornata n. 13,Ospiti,N,1,Lazio,11.0,3.0,0,0,46.0,4.0,1,0
12,Fiorentina,2018-11-25,Giornata n. 13,Ospiti,N,0,Bologna,19.0,5.0,0,0,56.0,20.0,1,0
12,Bologna,2018-11-25,Giornata n. 13,Casa,N,0,Fiorentina,7.0,3.0,0,0,44.0,13.0,3,0
12,Empoli,2018-11-25,Giornata n. 13,Casa,V,3,Atalanta,16.0,7.0,0,1,42.0,13.0,2,0
12,Sassuolo,2018-11-25,Giornata n. 13,Ospiti,P,1,Parma,12.0,3.0,1,1,73.0,16.0,4,0
12,Atalanta,2018-11-25,Giornata n. 13,Ospiti,P,2,Empoli,14.0,5.0,0,0,58.0,13.0,3,1
12,Chievo,2018-11-25,Giornata n. 13,Ospiti,N,0,Napoli,9.0,2.0,0,0,31.0,13.0,2,0
12,Sampdoria,2018-11-25,Giornata n. 13,Ospiti,N,1,Genoa,8.0,2.0,0,0,58.0,16.0,1,0
12,Torino,2018-11-26,Giornata n. 13,Ospiti,N,0,Cagliari,14.0,5.0,0,0,49.0,21.0,0,0
12,Cagliari,2018-11-26,Giornata n. 13,Casa,N,0,Torino,4.0,0.0,0,0,51.0,12.0,2,0
13,SPAL,2018-12-01,Giornata n. 14,Casa,N,2,Empoli,10.0,5.0,0,0,52.0,13.0,3,1
13,Fiorentina,2018-12-01,Giornata n. 14,Casa,P,0,Juventus,16.0,6.0,0,0,46.0,18.0,6,0
13,Bologna,2018-12-01,Giornata n. 14,Ospiti,P,1,Sampdoria,10.0,4.0,0,0,55.0,11.0,3,0
13,Sampdoria,2018-12-01,Giornata n. 14,Casa,V,4,Bologna,10.0,6.0,0,0,45.0,15.0,3,0
13,Empoli,2018-12-01,Giornata n. 14,Ospiti,N,2,SPAL,18.0,7.0,0,0,48.0,18.0,3,0
13,Juventus,2018-12-01,Giornata n. 14,Ospiti,V,3,Fiorentina,13.0,5.0,1,1,54.0,10.0,3,0
13,Parma,2018-12-02,Giornata n. 14,Ospiti,P,1,Milan,7.0,1.0,0,0,38.0,17.0,2,0
13,Chievo,2018-12-02,Giornata n. 14,Casa,N,1,Lazio,4.0,1.0,0,0,32.0,14.0,4,0
13,Udinese,2018-12-02,Giornata n. 14,Ospiti,N,0,Sassuolo,3.0,1.0,0,0,35.0,14.0,2,0
13,Inter,2018-12-02,Giornata n. 14,Ospiti,N,2,Roma,18.0,7.0,0,0,54.0,16.0,1,0
13,Genoa,2018-12-02,Giornata n. 14,Ospiti,P,1,Torino,8.0,1.0,0,0,34.0,22.0,3,1
13,Milan,2018-12-02,Giornata n. 14,Casa,V,2,Parma,18.0,4.0,1,1,62.0,8.0,2,0
13,Sassuolo,2018-12-02,Giornata n. 14,Casa,N,0,Udinese,20.0,2.0,0,0,65.0,13.0,3,0
13,Lazio,2018-12-02,Giornata n. 14,Ospiti,N,1,Chievo,17.0,5.0,0,0,68.0,10.0,2,0
13,Cagliari,2018-12-02,Giornata n. 14,Ospiti,N,1,Frosinone,19.0,7.0,0,0,61.0,16.0,6,1
13,Roma,2018-12-02,Giornata n. 14,Casa,N,2,Inter,14.0,5.0,1,1,46.0,15.0,1,0
13,Torino,2018-12-02,Giornata n. 14,Casa,V,2,Genoa,23.0,9.0,1,1,66.0,14.0,3,0
13,Frosinone,2018-12-02,Giornata n. 14,Casa,N,1,Cagliari,23.0,11.0,0,0,39.0,14.0,1,0
13,Napoli,2018-12-03,Giornata n. 14,Ospiti,V,2,Atalanta,10.0,6.0,0,0,45.0,7.0,2,0
13,Atalanta,2018-12-03,Giornata n. 14,Casa,P,1,Napoli,16.0,2.0,0,0,55.0,9.0,1,0
14,Inter,2018-12-07,Giornata n. 15,Ospiti,P,0,Juventus,12.0,1.0,0,0,50.0,18.0,2,0
14,Juventus,2018-12-07,Giornata n. 15,Casa,V,1,Inter,17.0,5.0,0,0,50.0,13.0,2,0
14,Cagliari,2018-12-08,Giornata n. 15,Casa,N,2,Roma,14.0,5.0,0,0,56.0,17.0,3,2
14,Frosinone,2018-12-08,Giornata n. 15,Ospiti,P,0,Napoli,8.0,2.0,0,0,34.0,14.0,2,0
14,Roma,2018-12-08,Giornata n. 15,Ospiti,N,2,Cagliari,21.0,7.0,0,0,44.0,18.0,1,0
14,Sampdoria,2018-12-08,Giornata n. 15,Ospiti,N,2,Lazio,5.0,3.0,0,0,46.0,11.0,4,1
14,Lazio,2018-12-08,Giornata n. 15,Casa,N,2,Sampdoria,29.0,9.0,1,1,54.0,13.0,3,0
14,Napoli,2018-12-08,Giornata n. 15,Casa,V,4,Frosinone,21.0,7.0,0,0,66.0,6.0,1,0
14,Torino,2018-12-09,Giornata n. 15,Ospiti,N,0,Milan,13.0,4.0,0,0,43.0,18.0,3,0
14,Empoli,2018-12-09,Giornata n. 15,Casa,V,2,Bologna,13.0,4.0,0,0,42.0,6.0,2,0
14,Atalanta,2018-12-09,Giornata n. 15,Ospiti,V,3,Udinese,19.0,4.0,0,0,68.0,6.0,1,0
14,Parma,2018-12-09,Giornata n. 15,Casa,N,1,Chievo,17.0,6.0,0,0,52.0,17.0,4,0
14,Udinese,2018-12-09,Giornata n. 15,Casa,P,1,Atalanta,6.0,1.0,0,0,32.0,16.0,1,0
14,Chievo,2018-12-09,Giornata n. 15,Ospiti,N,1,Parma,16.0,1.0,0,0,48.0,17.0,3,1
14,Genoa,2018-12-09,Giornata n. 15,Casa,N,1,SPAL,5.0,1.0,1,1,28.0,11.0,1,1
14,SPAL,2018-12-09,Giornata n. 15,Ospiti,N,1,Genoa,23.0,5.0,0,0,72.0,11.0,5,0
14,Sassuolo,2018-12-09,Giornata n. 15,Casa,N,3,Fiorentina,21.0,7.0,0,0,56.0,15.0,4,1
14,Bologna,2018-12-09,Giornata n. 15,Ospiti,P,1,Empoli,21.0,6.0,0,0,58.0,8.0,2,0
14,Fiorentina,2018-12-09,Giornata n. 15,Ospiti,N,3,Sassuolo,18.0,5.0,0,0,44.0,18.0,4,1
14,Milan,2018-12-09,Giornata n. 15,Casa,N,0,Torino,16.0,3.0,0,0,57.0,10.0,2,0
15,Udinese,2018-12-15,Giornata n. 16,Ospiti,P,0,Inter,7.0,1.0,0,0,36.0,10.0,1,0
15,Torino,2018-12-15,Giornata n. 16,Casa,P,0,Juventus,11.0,3.0,0,0,43.0,17.0,2,0
15,Juventus,2018-12-15,Giornata n. 16,Ospiti,V,1,Torino,10.0,3.0,1,1,57.0,13.0,4,0
15,Inter,2018-12-15,Giornata n. 16,Casa,V,1,Udinese,21.0,3.0,1,1,64.0,10.0,3,0
15,Napoli,2018-12-16,Giornata n. 16,Ospiti,V,1,Cagliari,19.0,5.0,0,0,60.0,8.0,2,0
15,Frosinone,2018-12-16,Giornata n. 16,Casa,P,0,Sassuolo,12.0,3.0,0,0,36.0,18.0,3,0
15,Cagliari,2018-12-16,Giornata n. 16,Casa,P,0,Napoli,10.0,2.0,0,0,40.0,16.0,2,0
15,Roma,2018-12-16,Giornata n. 16,Casa,V,3,Genoa,16.0,6.0,0,0,54.0,11.0,2,0
15,Sampdoria,2018-12-16,Giornata n. 16,Casa,V,2,Parma,14.0,8.0,0,0,70.0,10.0,2,0
15,Parma,2018-12-16,Giornata n. 16,Ospiti,P,0,Sampdoria,5.0,0.0,0,0,30.0,7.0,1,0
15,Chievo,2018-12-16,Giornata n. 16,Ospiti,N,0,SPAL,9.0,5.0,0,0,42.0,19.0,4,0
15,Genoa,2018-12-16,Giornata n. 16,Ospiti,P,2,Roma,18.0,9.0,0,0,46.0,17.0,2,0
15,Fiorentina,2018-12-16,Giornata n. 16,Casa,V,3,Empoli,23.0,9.0,0,0,60.0,23.0,2,0
15,Empoli,2018-12-16,Giornata n. 16,Ospiti,P,1,Fiorentina,11.0,4.0,0,0,40.0,23.0,1,0
15,Sassuolo,2018-12-16,Giornata n. 16,Ospiti,V,2,Frosinone,20.0,2.0,0,0,64.0,11.0,2,0
15,SPAL,2018-12-16,Giornata n. 16,Casa,N,0,Chievo,16.0,1.0,0,0,58.0,13.0,2,0
15,Lazio,2018-12-17,Giornata n. 16,Ospiti,P,0,Atalanta,16.0,2.0,0,0,56.0,18.0,4,0
15,Atalanta,2018-12-17,Giornata n. 16,Casa,V,1,Lazio,9.0,2.0,0,0,44.0,11.0,2,0
15,Milan,2018-12-18,Giornata n. 16,Ospiti,N,0,Bologna,18.0,4.0,0,0,70.0,11.0,4,1
15,Bologna,2018-12-18,Giornata n. 16,Casa,N,0,Milan,8.0,4.0,0,0,30.0,15.0,2,0
16,Genoa,2018-12-22,Giornata n. 17,Casa,V,3,Atalanta,18.0,5.0,0,0,37.0,14.0,3,0
16,Roma,2018-12-22,Giornata n. 17,Ospiti,P,0,Juventus,7.0,4.0,0,0,49.0,12.0,3,0
16,Lazio,2018-12-22,Giornata n. 17,Casa,V,3,Cagliari,24.0,10.0,0,0,51.0,16.0,2,0
16,Napoli,2018-12-22,Giornata n. 17,Casa,V,1,SPAL,24.0,5.0,0,0,62.0,15.0,2,0
16,Atalanta,2018-12-22,Giornata n. 17,Ospiti,P,1,Genoa,9.0,1.0,1,2,63.0,11.0,1,2
16,Sassuolo,2018-12-22,Giornata n. 17,Casa,N,1,Torino,19.0,5.0,0,0,58.0,14.0,2,0
16,Udinese,2018-12-22,Giornata n. 17,Casa,N,1,Frosinone,9.0,1.0,0,0,51.0,15.0,2,0
16,Fiorentina,2018-12-22,Giornata n. 17,Ospiti,V,1,Milan,8.0,1.0,0,0,45.0,20.0,4,0
16,Chievo,2018-12-22,Giornata n. 17,Casa,N,1,Inter,9.0,3.0,0,0,37.0,11.0,3,0
16,SPAL,2018-12-22,Giornata n. 17,Ospiti,P,0,Napoli,11.0,6.0,0,0,38.0,11.0,2,0
16,Frosinone,2018-12-22,Giornata n. 17,Ospiti,N,1,Udinese,12.0,3.0,1,1,49.0,18.0,4,0
16,Inter,2018-12-22,Giornata n. 17,Ospiti,N,1,Chievo,12.0,3.0,0,0,63.0,10.0,2,0
16,Sampdoria,2018-12-22,Giornata n. 17,Ospiti,V,4,Empoli,15.0,11.0,0,0,71.0,15.0,4,0
16,Juventus,2018-12-22,Giornata n. 17,Casa,V,1,Roma,21.0,6.0,0,0,51.0,11.0,0,0
16,Milan,2018-12-22,Giornata n. 17,Casa,P,0,Fiorentina,13.0,5.0,0,0,55.0,12.0,3,0
16,Torino,2018-12-22,Giornata n. 17,Ospiti,N,1,Sassuolo,6.0,2.0,0,0,42.0,15.0,3,0
16,Empoli,2018-12-22,Giornata n. 17,Casa,P,2,Sampdoria,9.0,2.0,1,1,29.0,15.0,3,0
16,Bologna,2018-12-22,Giornata n. 17,Ospiti,N,0,Parma,8.0,1.0,0,0,37.0,10.0,3,0
16,Parma,2018-12-22,Giornata n. 17,Casa,N,0,Bologna,14.0,0.0,0,0,63.0,9.0,3,0
16,Cagliari,2018-12-22,Giornata n. 17,Ospiti,P,1,Lazio,11.0,4.0,1,1,49.0,10.0,1,0
17,Cagliari,2018-12-26,Giornata n. 18,Casa,V,1,Genoa,14.0,3.0,0,0,49.0,10.0,3,0
17,Napoli,2018-12-26,Giornata n. 18,Ospiti,P,0,Inter,12.0,3.0,0,0,50.0,14.0,3,2
17,SPAL,2018-12-26,Giornata n. 18,Casa,N,0,Udinese,12.0,2.0,0,0,59.0,13.0,1,0
17,Juventus,2018-12-26,Giornata n. 18,Ospiti,N,2,Atalanta,12.0,2.0,0,0,49.0,15.0,3,1
17,Atalanta,2018-12-26,Giornata n. 18,Casa,N,2,Juventus,18.0,6.0,0,0,51.0,20.0,4,0
17,Lazio,2018-12-26,Giornata n. 18,Ospiti,V,2,Bologna,19.0,6.0,0,0,61.0,19.0,0,0
17,Chievo,2018-12-26,Giornata n. 18,Ospiti,P,0,Sampdoria,12.0,3.0,0,0,47.0,19.0,1,0
17,Fiorentina,2018-12-26,Giornata n. 18,Casa,P,0,Parma,34.0,8.0,0,0,67.0,17.0,4,1
17,Empoli,2018-12-26,Giornata n. 18,Ospiti,P,0,Torino,6.0,1.0,0,0,37.0,15.0,3,1
17,Torino,2018-12-26,Giornata n. 18,Casa,V,3,Empoli,15.0,8.0,0,0,63.0,15.0,1,0
17,Milan,2018-12-26,Giornata n. 18,Ospiti,N,0,Frosinone,25.0,6.0,0,0,64.0,13.0,1,0
17,Sampdoria,2018-12-26,Giornata n. 18,Casa,V,2,Chievo,14.0,5.0,0,0,53.0,26.0,2,0
17,Bologna,2018-12-26,Giornata n. 18,Casa,P,0,Lazio,7.0,2.0,0,0,39.0,17.0,2,0
17,Sassuolo,2018-12-26,Giornata n. 18,Ospiti,P,1,Roma,10.0,3.0,0,0,49.0,17.0,1,0
17,Inter,2018-12-26,Giornata n. 18,Casa,V,1,Napoli,11.0,3.0,0,0,50.0,16.0,3,0
17,Udinese,2018-12-26,Giornata n. 18,Ospiti,N,0,SPAL,5.0,1.0,0,0,41.0,15.0,2,0
17,Parma,2018-12-26,Giornata n. 18,Ospiti,V,1,Fiorentina,6.0,2.0,0,0,33.0,15.0,4,0
17,Roma,2018-12-26,Giornata n. 18,Casa,V,3,Sassuolo,19.0,9.0,1,1,51.0,16.0,1,0
17,Genoa,2018-12-26,Giornata n. 18,Ospiti,P,0,Cagliari,13.0,4.0,0,0,51.0,12.0,3,0
17,Frosinone,2018-12-26,Giornata n. 18,Casa,N,0,Milan,13.0,6.0,0,0,36.0,10.0,2,0
18,Napoli,2018-12-29,Giornata n. 19,Casa,V,3,Bologna,17.0,8.0,0,0,63.0,15.0,2,0
18,Frosinone,2018-12-29,Giornata n. 19,Ospiti,P,0,Chievo,13.0,4.0,0,0,40.0,19.0,4,1
18,Roma,2018-12-29,Giornata n. 19,Ospiti,V,2,Parma,23.0,5.0,0,0,62.0,12.0,1,0
18,Torino,2018-12-29,Giornata n. 19,Ospiti,N,1,Lazio,11.0,3.0,1,1,48.0,23.0,4,1
18,Sassuolo,2018-12-29,Giornata n. 19,Casa,P,2,Atalanta,14.0,8.0,0,0,43.0,11.0,1,0
18,Bologna,2018-12-29,Giornata n. 19,Ospiti,P,2,Napoli,10.0,4.0,0,0,37.0,10.0,2,0
18,Juventus,2018-12-29,Giornata n. 19,Casa,V,2,Sampdoria,17.0,7.0,1,1,55.0,15.0,2,0
18,SPAL,2018-12-29,Giornata n. 19,Ospiti,P,1,Milan,11.0,4.0,0,0,36.0,12.0,2,0
18,Cagliari,2018-12-29,Giornata n. 19,Ospiti,P,0,Udinese,7.0,1.0,0,0,54.0,15.0,2,1
18,Empoli,2018-12-29,Giornata n. 19,Casa,P,0,Inter,9.0,3.0,0,0,37.0,19.0,1,0
18,Fiorentina,2018-12-29,Giornata n. 19,Ospiti,N,0,Genoa,14.0,3.0,0,0,56.0,7.0,1,0
18,Parma,2018-12-29,Giornata n. 19,Casa,P,0,Roma,7.0,2.0,0,0,38.0,8.0,1,0
18,Genoa,2018-12-29,Giornata n. 19,Casa,N,0,Fiorentina,11.0,3.0,0,0,44.0,20.0,2,0
18,Chievo,2018-12-29,Giornata n. 19,Casa,V,1,Frosinone,13.0,3.0,0,0,60.0,25.0,4,0
18,Atalanta,2018-12-29,Giornata n. 19,Ospiti,V,6,Sassuolo,17.0,9.0,0,0,57.0,11.0,2,0
18,Lazio,2018-12-29,Giornata n. 19,Casa,N,1,Torino,17.0,4.0,0,0,52.0,21.0,4,1
18,Udinese,2018-12-29,Giornata n. 19,Casa,V,2,Cagliari,27.0,5.0,0,1,46.0,12.0,3,1
18,Inter,2018-12-29,Giornata n. 19,Ospiti,V,1,Empoli,10.0,5.0,0,0,63.0,8.0,1,0
18,Milan,2018-12-29,Giornata n. 19,Casa,V,2,SPAL,19.0,4.0,0,0,64.0,13.0,3,1
18,Sampdoria,2018-12-29,Giornata n. 19,Ospiti,P,1,Juventus,10.0,2.0,1,1,45.0,17.0,2,0
19,Torino,2019-01-19,Giornata n. 20,Ospiti,P,2,Roma,11.0,2.0,0,0,46.0,23.0,3,0
19,Udinese,2019-01-19,Giornata n. 20,Casa,P,1,Parma,27.0,7.0,0,0,58.0,19.0,3,0
19,Roma,2019-01-19,Giornata n. 20,Casa,V,3,Torino,17.0,8.0,1,1,54.0,21.0,2,0
19,Sassuolo,2019-01-19,Giornata n. 20,Ospiti,N,0,Inter,16.0,5.0,0,0,42.0,16.0,3,0
19,Inter,2019-01-19,Giornata n. 20,Casa,N,0,Sassuolo,12.0,4.0,0,0,58.0,17.0,1,0
19,Parma,2019-01-19,Giornata n. 20,Ospiti,V,2,Udinese,7.0,3.0,1,1,42.0,19.0,1,0
19,Atalanta,2019-01-20,Giornata n. 20,Ospiti,V,5,Frosinone,19.0,9.0,0,0,69.0,13.0,0,0
19,Lazio,2019-01-20,Giornata n. 20,Ospiti,P,1,Napoli,19.0,8.0,0,0,44.0,14.0,4,1
19,Frosinone,2019-01-20,Giornata n. 20,Casa,P,0,Atalanta,9.0,3.0,0,0,31.0,16.0,2,0
19,Cagliari,2019-01-20,Giornata n. 20,Casa,N,2,Empoli,13.0,3.0,0,0,56.0,14.0,0,0
19,SPAL,2019-01-20,Giornata n. 20,Casa,N,1,Bologna,16.0,5.0,0,0,54.0,15.0,2,0
19,Napoli,2019-01-20,Giornata n. 20,Casa,V,2,Lazio,21.0,9.0,0,0,56.0,8.0,1,0
19,Sampdoria,2019-01-20,Giornata n. 20,Ospiti,N,3,Fiorentina,9.0,4.0,1,1,57.0,22.0,4,0
19,Fiorentina,2019-01-20,Giornata n. 20,Casa,N,3,Sampdoria,15.0,3.0,0,0,43.0,17.0,5,1
19,Bologna,2019-01-20,Giornata n. 20,Ospiti,N,1,SPAL,15.0,6.0,0,0,46.0,21.0,3,0
19,Empoli,2019-01-20,Giornata n. 20,Ospiti,N,2,Cagliari,12.0,4.0,0,0,44.0,11.0,0,0
19,Milan,2019-01-21,Giornata n. 20,Ospiti,V,2,Genoa,14.0,6.0,0,0,61.0,20.0,3,0
19,Chievo,2019-01-21,Giornata n. 20,Ospiti,P,0,Juventus,11.0,3.0,0,0,39.0,9.0,2,0
19,Genoa,2019-01-21,Giornata n. 20,Casa,P,0,Milan,18.0,6.0,0,0,39.0,16.0,3,0
19,Juventus,2019-01-21,Giornata n. 20,Casa,V,3,Chievo,24.0,10.0,0,1,61.0,12.0,1,0
20,Sampdoria,2019-01-26,Giornata n. 21,Casa,V,4,Udinese,19.0,6.0,2,2,58.0,18.0,2,0
20,Sassuolo,2019-01-26,Giornata n. 21,Casa,V,3,Cagliari,14.0,8.0,1,1,45.0,15.0,1,0
20,Milan,2019-01-26,Giornata n. 21,Casa,N,0,Napoli,15.0,5.0,0,0,46.0,8.0,1,0
20,Cagliari,2019-01-26,Giornata n. 21,Ospiti,P,0,Sassuolo,11.0,3.0,0,0,55.0,21.0,1,0
20,Napoli,2019-01-26,Giornata n. 21,Ospiti,N,0,Milan,15.0,7.0,0,0,54.0,12.0,2,1
20,Udinese,2019-01-26,Giornata n. 21,Ospiti,P,0,Sampdoria,9.0,0.0,0,0,42.0,17.0,4,0
20,Atalanta,2019-01-27,Giornata n. 21,Casa,N,3,Roma,22.0,5.0,0,1,64.0,8.0,0,0
20,Fiorentina,2019-01-27,Giornata n. 21,Ospiti,V,4,Chievo,14.0,5.0,0,0,48.0,21.0,1,1
20,Roma,2019-01-27,Giornata n. 21,Ospiti,N,3,Atalanta,9.0,5.0,0,0,36.0,17.0,3,0
20,Parma,2019-01-27,Giornata n. 21,Casa,P,2,SPAL,9.0,3.0,1,1,36.0,12.0,2,0
20,Bologna,2019-01-27,Giornata n. 21,Casa,P,0,Frosinone,17.0,2.0,0,0,51.0,15.0,3,1
20,SPAL,2019-01-27,Giornata n. 21,Ospiti,V,3,Parma,25.0,6.0,0,0,64.0,13.0,4,0
20,Torino,2019-01-27,Giornata n. 21,Casa,V,1,Inter,15.0,3.0,0,0,36.0,22.0,3,0
20,Chievo,2019-01-27,Giornata n. 21,Casa,P,3,Fiorentina,18.0,6.0,1,2,52.0,21.0,3,0
20,Frosinone,2019-01-27,Giornata n. 21,Ospiti,V,4,Bologna,7.0,4.0,0,0,49.0,15.0,4,0
20,Juventus,2019-01-27,Giornata n. 21,Ospiti,V,2,Lazio,5.0,2.0,1,1,54.0,15.0,5,0
20,Lazio,2019-01-27,Giornata n. 21,Casa,P,1,Juventus,17.0,4.0,0,0,46.0,15.0,2,0
20,Inter,2019-01-27,Giornata n. 21,Ospiti,P,0,Torino,11.0,3.0,0,0,64.0,19.0,3,1
20,Genoa,2019-01-28,Giornata n. 21,Ospiti,V,3,Empoli,15.0,7.0,0,0,42.0,11.0,2,0
20,Empoli,2019-01-28,Giornata n. 21,Casa,P,1,Genoa,16.0,4.0,0,0,58.0,8.0,1,0
21,Napoli,2019-02-02,Giornata n. 22,Casa,V,3,Sampdoria,18.0,8.0,1,1,57.0,6.0,0,0
21,Juventus,2019-02-02,Giornata n. 22,Casa,N,3,Parma,29.0,7.0,0,0,68.0,9.0,1,0
21,Sampdoria,2019-02-02,Giornata n. 22,Ospiti,P,0,Napoli,15.0,2.0,0,0,43.0,16.0,3,0
21,Parma,2019-02-02,Giornata n. 22,Ospiti,N,3,Juventus,12.0,5.0,0,0,32.0,14.0,2,0
21,Chievo,2019-02-02,Giornata n. 22,Ospiti,N,2,Empoli,12.0,3.0,0,0,45.0,14.0,2,0
21,Empoli,2019-02-02,Giornata n. 22,Casa,N,2,Chievo,11.0,7.0,0,0,55.0,9.0,0,0
21,Sassuolo,2019-02-03,Giornata n. 22,Ospiti,N,1,Genoa,13.0,6.0,0,0,64.0,15.0,3,0
21,SPAL,2019-02-03,Giornata n. 22,Casa,N,0,Torino,11.0,1.0,0,0,59.0,24.0,5,0
21,Torino,2019-02-03,Giornata n. 22,Ospiti,N,0,SPAL,10.0,1.0,0,0,41.0,26.0,4,1
21,Roma,2019-02-03,Giornata n. 22,Casa,N,1,Milan,17.0,7.0,0,0,45.0,18.0,3,0
21,Milan,2019-02-03,Giornata n. 22,Ospiti,N,1,Roma,9.0,5.0,0,0,55.0,11.0,4,0
21,Udinese,2019-02-03,Giornata n. 22,Casa,N,1,Fiorentina,9.0,1.0,0,0,40.0,13.0,3,0
21,Fiorentina,2019-02-03,Giornata n. 22,Ospiti,N,1,Udinese,14.0,4.0,0,0,60.0,18.0,3,0
21,Inter,2019-02-03,Giornata n. 22,Casa,P,0,Bologna,16.0,3.0,0,0,62.0,12.0,1,0
21,Genoa,2019-02-03,Giornata n. 22,Casa,N,1,Sassuolo,9.0,3.0,0,0,36.0,13.0,1,0
21,Bologna,2019-02-03,Giornata n. 22,Ospiti,V,1,Inter,8.0,4.0,0,0,38.0,17.0,2,0
21,Atalanta,2019-02-04,Giornata n. 22,Ospiti,V,1,Cagliari,9.0,6.0,0,0,61.0,11.0,2,0
21,Frosinone,2019-02-04,Giornata n. 22,Casa,P,0,Lazio,14.0,3.0,0,0,48.0,12.0,1,0
21,Cagliari,2019-02-04,Giornata n. 22,Casa,P,0,Atalanta,8.0,2.0,0,0,39.0,18.0,0,0
21,Lazio,2019-02-04,Giornata n. 22,Ospiti,V,1,Frosinone,14.0,4.0,0,0,52.0,16.0,5,0
22,Empoli,2019-02-07,Giornata n. 23,Ospiti,P,0,Lazio,7.0,1.0,0,0,51.0,9.0,1,0
22,Lazio,2019-02-07,Giornata n. 23,Casa,V,1,Empoli,9.0,3.0,1,1,49.0,15.0,1,0
22,Roma,2019-02-08,Giornata n. 23,Ospiti,V,3,Chievo,15.0,7.0,0,0,51.0,9.0,2,0
22,Chievo,2019-02-08,Giornata n. 23,Casa,P,0,Roma,16.0,5.0,0,0,49.0,8.0,1,0
22,Parma,2019-02-09,Giornata n. 23,Casa,P,0,Inter,9.0,1.0,0,0,36.0,21.0,2,0
22,Inter,2019-02-09,Giornata n. 23,Ospiti,V,1,Parma,19.0,5.0,0,0,64.0,14.0,2,0
22,Fiorentina,2019-02-09,Giornata n. 23,Casa,N,0,Napoli,17.0,4.0,0,0,41.0,10.0,2,0
22,Napoli,2019-02-09,Giornata n. 23,Ospiti,N,0,Fiorentina,13.0,4.0,0,0,59.0,18.0,4,0
22,Torino,2019-02-10,Giornata n. 23,Casa,V,1,Udinese,18.0,7.0,0,0,59.0,20.0,2,0
22,Cagliari,2019-02-10,Giornata n. 23,Ospiti,P,0,Milan,9.0,2.0,0,0,48.0,12.0,1,0
22,Juventus,2019-02-10,Giornata n. 23,Ospiti,V,3,Sassuolo,13.0,5.0,0,0,50.0,11.0,2,0
