,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards
3,Hellas Verona,2022-08-31,Giornata n. 4,Ospiti,N,1.0,Empoli,9.0,3.0,0,0,48.0,22.0,4,0
3,Udinese,2022-08-31,Giornata n. 4,Casa,V,1.0,Fiorentina,8.0,3.0,0,0,27.0,13.0,1,0
3,Bologna,2022-09-01,Giornata n. 4,Casa,N,1.0,Salernitana,10.0,3.0,1,1,47.0,10.0,2,0
3,Atalanta,2022-09-01,Giornata n. 4,Casa,V,3.0,Torino,10.0,3.0,2,2,41.0,14.0,1,0
3,Salernitana,2022-09-01,Giornata n. 4,Ospiti,N,1.0,Bologna,20.0,4.0,0,0,53.0,11.0,2,0
3,Torino,2022-09-01,Giornata n. 4,Ospiti,P,1.0,Atalanta,8.0,2.0,0,0,59.0,13.0,3,0
4,Lazio,2022-09-03,Giornata n. 5,Casa,P,1.0,Napoli,8.0,2.0,0,0,39.0,12.0,4,0
4,Milan,2022-09-03,Giornata n. 5,Casa,V,3.0,Inter,21.0,5.0,0,0,47.0,10.0,5,0
4,Fiorentina,2022-09-03,Giornata n. 5,Casa,N,1.0,Juventus,16.0,4.0,0,1,60.0,13.0,1,0
4,Inter,2022-09-03,Giornata n. 5,Ospiti,P,2.0,Milan,16.0,5.0,0,0,53.0,12.0,2,0
4,Napoli,2022-09-03,Giornata n. 5,Ospiti,V,2.0,Lazio,19.0,7.0,0,0,61.0,14.0,0,0
4,Juventus,2022-09-03,Giornata n. 5,Ospiti,N,1.0,Fiorentina,4.0,1.0,0,0,40.0,12.0,3,0
4,Cremonese,2022-09-04,Giornata n. 5,Casa,N,0.0,Sassuolo,10.0,0.0,0,0,46.0,16.0,1,0
4,Hellas Verona,2022-09-04,Giornata n. 5,Casa,V,2.0,Sampdoria,17.0,9.0,0,0,49.0,16.0,2,0
4,Udinese,2022-09-04,Giornata n. 5,Casa,V,4.0,Roma,11.0,5.0,0,0,43.0,16.0,3,0
4,Roma,2022-09-04,Giornata n. 5,Ospiti,P,0.0,Udinese,12.0,2.0,0,0,57.0,13.0,2,0
4,Bologna,2022-09-04,Giornata n. 5,Ospiti,N,2.0,Spezia,13.0,6.0,0,0,55.0,5.0,1,0
4,Sassuolo,2022-09-04,Giornata n. 5,Ospiti,N,0.0,Cremonese,17.0,7.0,0,0,54.0,6.0,1,0
4,Spezia,2022-09-04,Giornata n. 5,Casa,N,2.0,Bologna,15.0,5.0,0,0,45.0,12.0,4,0
4,Sampdoria,2022-09-04,Giornata n. 5,Ospiti,P,1,Hellas Verona,11.0,3.0,0,0,51.0,11.0,2,0
4,Lecce,2022-09-05,Giornata n. 5,Ospiti,P,0.0,Torino,9.0,2.0,0,0,41.0,8.0,1,0
4,Salernitana,2022-09-05,Giornata n. 5,Casa,N,2.0,Empoli,15.0,4.0,0,0,51.0,7.0,3,0
4,Monza,2022-09-05,Giornata n. 5,Casa,P,0.0,Atalanta,10.0,3.0,0,0,59.0,9.0,1,0
4,Atalanta,2022-09-05,Giornata n. 5,Ospiti,V,2.0,Monza,13.0,6.0,0,0,41.0,10.0,1,0
4,Torino,2022-09-05,Giornata n. 5,Casa,V,1.0,Lecce,13.0,4.0,0,0,59.0,16.0,2,0
4,Empoli,2022-09-05,Giornata n. 5,Ospiti,N,2.0,Salernitana,11.0,5.0,0,0,49.0,9.0,2,0
5,Sampdoria,2022-09-10,Giornata n. 6,Casa,P,1,Milan,10.0,4.0,0,0,57.0,12.0,5,0
5,Torino,2022-09-10,Giornata n. 6,Ospiti,P,0.0,Inter,9.0,7.0,0,0,43.0,17.0,2,0
5,Milan,2022-09-10,Giornata n. 6,Ospiti,V,2.0,Sampdoria,14.0,3.0,1,1,43.0,10.0,2,1
5,Spezia,2022-09-10,Giornata n. 6,Ospiti,P,0.0,Napoli,10.0,1.0,0,0,37.0,14.0,2,0
5,Napoli,2022-09-10,Giornata n. 6,Casa,V,1.0,Spezia,28.0,6.0,0,0,63.0,6.0,1,0
5,Inter,2022-09-10,Giornata n. 6,Casa,V,1.0,Torino,16.0,3.0,0,0,57.0,8.0,1,0
5,Fiorentina,2022-09-11,Giornata n. 6,Ospiti,P,1.0,Bologna,13.0,2.0,0,0,61.0,13.0,4,1
5,Udinese,2022-09-11,Giornata n. 6,Ospiti,V,3.0,Sassuolo,17.0,4.0,0,0,67.0,16.0,3,0
5,Sassuolo,2022-09-11,Giornata n. 6,Casa,P,1.0,Udinese,5.0,2.0,0,0,33.0,7.0,1,1
5,Juventus,2022-09-11,Giornata n. 6,Casa,N,2.0,Salernitana,22.0,6.0,0,1,61.0,13.0,5,2
5,Lazio,2022-09-11,Giornata n. 6,Casa,V,2.0,Hellas Verona,15.0,6.0,0,0,59.0,5.0,2,0
5,Hellas Verona,2022-09-11,Giornata n. 6,Ospiti,P,0.0,Lazio,7.0,1.0,0,0,41.0,23.0,5,0
5,Monza,2022-09-11,Giornata n. 6,Ospiti,N,1.0,Lecce,2.0,1.0,0,0,47.0,22.0,3,0
5,Atalanta,2022-09-11,Giornata n. 6,Casa,N,1.0,Cremonese,14.0,6.0,0,0,58.0,9.0,3,0
5,Salernitana,2022-09-11,Giornata n. 6,Ospiti,N,2.0,Juventus,10.0,4.0,1,1,39.0,15.0,4,1
5,Cremonese,2022-09-11,Giornata n. 6,Ospiti,N,1.0,Atalanta,7.0,4.0,0,0,42.0,17.0,5,0
5,Bologna,2022-09-11,Giornata n. 6,Casa,V,2.0,Fiorentina,12.0,4.0,0,0,39.0,8.0,1,0
5,Lecce,2022-09-11,Giornata n. 6,Casa,N,1.0,Monza,7.0,3.0,0,0,53.0,18.0,3,0
5,Empoli,2022-09-12,Giornata n. 6,Casa,P,1.0,Roma,20.0,3.0,0,0,52.0,13.0,3,1
5,Roma,2022-09-12,Giornata n. 6,Ospiti,V,2.0,Empoli,12.0,6.0,0,1,48.0,12.0,1,0
6,Salernitana,2022-09-16,Giornata n. 7,Casa,P,1.0,Lecce,8.0,4.0,0,0,58.0,9.0,1,0
6,Lecce,2022-09-16,Giornata n. 7,Ospiti,V,2.0,Salernitana,13.0,4.0,0,0,42.0,11.0,3,0
6,Empoli,2022-09-17,Giornata n. 7,Ospiti,V,1.0,Bologna,12.0,5.0,0,0,39.0,16.0,3,0
6,Bologna,2022-09-17,Giornata n. 7,Casa,P,0.0,Empoli,16.0,3.0,0,0,61.0,11.0,2,0
6,Sampdoria,2022-09-17,Giornata n. 7,Ospiti,P,1,Spezia,11.0,8.0,0,0,48.0,14.0,5,0
6,Torino,2022-09-17,Giornata n. 7,Casa,P,0.0,Sassuolo,12.0,3.0,0,0,57.0,13.0,4,0
6,Sassuolo,2022-09-17,Giornata n. 7,Ospiti,V,1.0,Torino,10.0,5.0,0,0,43.0,7.0,1,0
6,Spezia,2022-09-17,Giornata n. 7,Casa,V,2.0,Sampdoria,6.0,3.0,0,0,52.0,17.0,4,0
6,Fiorentina,2022-09-18,Giornata n. 7,Casa,V,2.0,Hellas Verona,14.0,8.0,0,1,44.0,18.0,4,0
6,Juventus,2022-09-18,Giornata n. 7,Ospiti,P,0.0,Monza,10.0,2.0,0,0,40.0,17.0,1,1
6,Monza,2022-09-18,Giornata n. 7,Casa,V,1.0,Juventus,17.0,4.0,0,0,60.0,16.0,2,0
6,Napoli,2022-09-18,Giornata n. 7,Ospiti,V,2.0,Milan,8.0,3.0,1,1,49.0,11.0,3,0
6,Udinese,2022-09-18,Giornata n. 7,Casa,V,3.0,Inter,20.0,6.0,0,0,44.0,11.0,3,0
6,Roma,2022-09-18,Giornata n. 7,Casa,P,0.0,Atalanta,21.0,5.0,0,0,56.0,9.0,0,0
6,Atalanta,2022-09-18,Giornata n. 7,Ospiti,V,1.0,Roma,4.0,1.0,0,0,44.0,19.0,7,0
6,Cremonese,2022-09-18,Giornata n. 7,Casa,P,0.0,Lazio,18.0,3.0,0,0,45.0,12.0,1,0
6,Lazio,2022-09-18,Giornata n. 7,Ospiti,V,4.0,Cremonese,13.0,5.0,1,1,55.0,9.0,1,0
6,Inter,2022-09-18,Giornata n. 7,Ospiti,P,1.0,Udinese,16.0,4.0,0,0,56.0,13.0,4,0
6,Hellas Verona,2022-09-18,Giornata n. 7,Ospiti,P,0.0,Fiorentina,8.0,1.0,0,0,56.0,17.0,4,0
6,Milan,2022-09-18,Giornata n. 7,Casa,P,1.0,Napoli,22.0,5.0,0,0,51.0,18.0,4,0
7,Inter,2022-10-01,Giornata n. 8,Casa,P,1.0,Roma,15.0,2.0,0,0,58.0,15.0,4,0
7,Torino,2022-10-01,Giornata n. 8,Ospiti,P,1.0,Napoli,16.0,3.0,0,0,51.0,17.0,2,0
7,Napoli,2022-10-01,Giornata n. 8,Casa,V,3.0,Torino,15.0,7.0,0,0,49.0,4.0,0,0
7,Empoli,2022-10-01,Giornata n. 8,Casa,P,1.0,Milan,16.0,4.0,0,0,43.0,15.0,3,0
7,Roma,2022-10-01,Giornata n. 8,Ospiti,V,2.0,Inter,10.0,3.0,0,0,42.0,14.0,3,0
7,Milan,2022-10-01,Giornata n. 8,Ospiti,V,3.0,Empoli,19.0,6.0,0,0,57.0,10.0,2,0
7,Sampdoria,2022-10-02,Giornata n. 8,Casa,P,0,Monza,3.0,1.0,0,0,50.0,16.0,2,0
7,Lazio,2022-10-02,Giornata n. 8,Casa,V,4.0,Spezia,12.0,6.0,0,1,61.0,3.0,0,0
7,Bologna,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Juventus,9.0,1.0,0,0,52.0,15.0,1,0
7,Spezia,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Lazio,14.0,1.0,0,0,39.0,14.0,2,0
7,Salernitana,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Sassuolo,6.0,1.0,0,0,56.0,8.0,1,0
7,Sassuolo,2022-10-02,Giornata n. 8,Casa,V,5.0,Salernitana,16.0,10.0,1,1,44.0,10.0,1,0
7,Atalanta,2022-10-02,Giornata n. 8,Casa,V,1.0,Fiorentina,10.0,5.0,0,0,39.0,12.0,2,0
7,Monza,2022-10-02,Giornata n. 8,Ospiti,V,3.0,Sampdoria,13.0,6.0,0,0,50.0,24.0,2,0
7,Juventus,2022-10-02,Giornata n. 8,Casa,V,3.0,Bologna,17.0,6.0,0,0,48.0,11.0,0,0
7,Cremonese,2022-10-02,Giornata n. 8,Ospiti,N,1.0,Lecce,12.0,3.0,1,1,46.0,15.0,1,0
7,Lecce,2022-10-02,Giornata n. 8,Casa,N,1.0,Cremonese,5.0,0.0,1,1,54.0,11.0,3,0
7,Fiorentina,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Atalanta,16.0,5.0,0,0,61.0,10.0,2,0
7,Udinese,2022-10-03,Giornata n. 8,Ospiti,V,2.0,Hellas Verona,21.0,8.0,0,0,68.0,11.0,3,0
7,Hellas Verona,2022-10-03,Giornata n. 8,Casa,P,1.0,Udinese,7.0,2.0,0,0,32.0,15.0,3,0
8,Sassuolo,2022-10-08,Giornata n. 9,Casa,P,1.0,Inter,15.0,3.0,0,0,52.0,14.0,3,0
8,Sampdoria,2022-10-08,Giornata n. 9,Ospiti,N,1,Bologna,9.0,3.0,0,0,49.0,21.0,3,0
8,Juventus,2022-10-08,Giornata n. 9,Ospiti,P,0.0,Milan,10.0,3.0,0,0,60.0,7.0,3,0
8,Bologna,2022-10-08,Giornata n. 9,Casa,N,1.0,Sampdoria,10.0,3.0,0,0,51.0,17.0,2,0
8,Inter,2022-10-08,Giornata n. 9,Ospiti,V,2.0,Sassuolo,16.0,4.0,0,0,48.0,17.0,2,0
8,Milan,2022-10-08,Giornata n. 9,Casa,V,2.0,Juventus,21.0,3.0,0,0,40.0,7.0,2,0
8,Hellas Verona,2022-10-09,Giornata n. 9,Ospiti,P,1.0,Salernitana,12.0,2.0,0,0,60.0,15.0,3,1
8,Udinese,2022-10-09,Giornata n. 9,Casa,N,2.0,Atalanta,10.0,2.0,0,0,59.0,11.0,2,0
8,Napoli,2022-10-09,Giornata n. 9,Ospiti,V,4.0,Cremonese,20.0,9.0,1,1,69.0,6.0,0,0
8,Cremonese,2022-10-09,Giornata n. 9,Casa,P,1.0,Napoli,12.0,1.0,0,0,31.0,18.0,2,0
8,Lecce,2022-10-09,Giornata n. 9,Ospiti,P,1.0,Roma,6.0,3.0,0,0,34.0,11.0,1,1
8,Roma,2022-10-09,Giornata n. 9,Casa,V,2.0,Lecce,19.0,5.0,1,1,66.0,12.0,2,0
8,Spezia,2022-10-09,Giornata n. 9,Ospiti,P,0.0,Monza,9.0,1.0,0,0,52.0,20.0,2,0
8,Salernitana,2022-10-09,Giornata n. 9,Casa,V,2.0,Hellas Verona,14.0,4.0,0,0,40.0,9.0,2,1
8,Monza,2022-10-09,Giornata n. 9,Casa,V,2.0,Spezia,7.0,4.0,0,0,48.0,10.0,3,0
8,Empoli,2022-10-09,Giornata n. 9,Ospiti,N,1.0,Torino,6.0,2.0,0,0,34.0,9.0,4,0
8,Atalanta,2022-10-09,Giornata n. 9,Ospiti,N,2.0,Udinese,8.0,4.0,1,1,41.0,12.0,3,0
8,Torino,2022-10-09,Giornata n. 9,Casa,N,1.0,Empoli,20.0,7.0,0,0,66.0,15.0,2,0
8,Fiorentina,2022-10-10,Giornata n. 9,Casa,P,0.0,Lazio,25.0,3.0,0,0,62.0,17.0,4,0
8,Lazio,2022-10-10,Giornata n. 9,Ospiti,V,4.0,Fiorentina,10.0,6.0,0,0,38.0,9.0,1,0
9,Empoli,2022-10-15,Giornata n. 10,Casa,V,1.0,Monza,11.0,5.0,0,0,36.0,17.0,5,0
9,Juventus,2022-10-15,Giornata n. 10,Ospiti,V,1.0,Torino,14.0,8.0,0,0,47.0,8.0,0,0
9,Torino,2022-10-15,Giornata n. 10,Casa,P,0.0,Juventus,15.0,2.0,0,0,53.0,11.0,2,0
9,Atalanta,2022-10-15,Giornata n. 10,Casa,V,2.0,Sassuolo,16.0,4.0,0,0,48.0,10.0,1,0
9,Sassuolo,2022-10-15,Giornata n. 10,Ospiti,P,1.0,Atalanta,11.0,3.0,0,0,52.0,8.0,4,0
9,Monza,2022-10-15,Giornata n. 10,Ospiti,P,0.0,Empoli,16.0,4.0,0,0,64.0,14.0,3,1
9,Bologna,2022-10-16,Giornata n. 10,Ospiti,P,2.0,Napoli,16.0,3.0,0,0,51.0,10.0,4,0
9,Spezia,2022-10-16,Giornata n. 10,Casa,N,2.0,Cremonese,15.0,6.0,0,0,54.0,12.0,2,0
9,Hellas Verona,2022-10-16,Giornata n. 10,Casa,P,1.0,Milan,19.0,4.0,0,0,46.0,7.0,3,0
9,Inter,2022-10-16,Giornata n. 10,Casa,V,2.0,Salernitana,16.0,6.0,0,0,61.0,12.0,0,0
9,Milan,2022-10-16,Giornata n. 10,Ospiti,V,2.0,Hellas Verona,16.0,6.0,0,0,54.0,9.0,2,0
9,Cremonese,2022-10-16,Giornata n. 10,Ospiti,N,2.0,Spezia,24.0,4.0,0,0,46.0,11.0,0,0
9,Lazio,2022-10-16,Giornata n. 10,Casa,N,0.0,Udinese,8.0,3.0,0,0,54.0,8.0,1,0
9,Napoli,2022-10-16,Giornata n. 10,Casa,V,3.0,Bologna,30.0,11.0,0,0,49.0,6.0,0,0
9,Salernitana,2022-10-16,Giornata n. 10,Ospiti,P,0.0,Inter,8.0,3.0,0,0,39.0,14.0,1,0
9,Udinese,2022-10-16,Giornata n. 10,Ospiti,N,0.0,Lazio,12.0,2.0,0,0,46.0,11.0,4,0
9,Lecce,2022-10-17,Giornata n. 10,Casa,N,1.0,Fiorentina,6.0,2.0,0,0,41.0,15.0,5,1
9,Fiorentina,2022-10-17,Giornata n. 10,Ospiti,N,1.0,Lecce,10.0,5.0,0,0,59.0,16.0,4,0
9,Roma,2022-10-17,Giornata n. 10,Ospiti,V,1.0,Sampdoria,6.0,3.0,1,1,41.0,20.0,3,0
9,Sampdoria,2022-10-17,Giornata n. 10,Casa,P,0,Roma,8.0,1.0,0,0,59.0,20.0,4,0
10,Empoli,2022-10-21,Giornata n. 11,Ospiti,P,0.0,Juventus,12.0,4.0,0,0,58.0,11.0,2,0
10,Juventus,2022-10-21,Giornata n. 11,Casa,V,4.0,Empoli,21.0,7.0,0,0,42.0,13.0,2,0
10,Spezia,2022-10-22,Giornata n. 11,Ospiti,P,0.0,Salernitana,14.0,2.0,0,0,56.0,8.0,4,0
10,Fiorentina,2022-10-22,Giornata n. 11,Casa,P,3.0,Inter,9.0,3.0,1,1,58.0,15.0,4,0
10,Salernitana,2022-10-22,Giornata n. 11,Casa,V,1.0,Spezia,17.0,4.0,0,0,44.0,9.0,2,0
10,Inter,2022-10-22,Giornata n. 11,Ospiti,V,4.0,Fiorentina,7.0,6.0,1,1,42.0,14.0,3,0
10,Milan,2022-10-22,Giornata n. 11,Casa,V,4.0,Monza,12.0,7.0,0,0,49.0,18.0,1,0
10,Monza,2022-10-22,Giornata n. 11,Ospiti,P,1.0,Milan,16.0,6.0,0,0,51.0,9.0,1,0
10,Udinese,2022-10-23,Giornata n. 11,Casa,P,1.0,Torino,15.0,4.0,0,0,56.0,12.0,3,0
10,Napoli,2022-10-23,Giornata n. 11,Ospiti,V,1.0,Roma,12.0,5.0,0,0,60.0,12.0,4,0
10,Bologna,2022-10-23,Giornata n. 11,Casa,V,2.0,Lecce,8.0,4.0,1,1,54.0,12.0,5,0
10,Atalanta,2022-10-23,Giornata n. 11,Casa,P,0.0,Lazio,7.0,0.0,0,0,47.0,15.0,4,1
10,Torino,2022-10-23,Giornata n. 11,Ospiti,V,2.0,Udinese,13.0,6.0,0,0,44.0,16.0,4,0
10,Roma,2022-10-23,Giornata n. 11,Casa,P,0.0,Napoli,6.0,0.0,0,0,40.0,14.0,3,0
10,Lazio,2022-10-23,Giornata n. 11,Ospiti,V,2.0,Atalanta,12.0,5.0,0,0,53.0,9.0,2,0
10,Lecce,2022-10-23,Giornata n. 11,Ospiti,P,0.0,Bologna,8.0,4.0,0,0,46.0,14.0,2,0
10,Sampdoria,2022-10-24,Giornata n. 11,Ospiti,V,1,Cremonese,8.0,4.0,0,0,48.0,15.0,4,0
