,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
1418,Salernitana,2022-03-12,N,0.0,Sassuolo,-5.0,-2.0,0,0,-6.0,-3.0,-2,-1,2021-2022
1419,Atalanta,2022-03-13,N,0.0,Genoa,-1.0,-1.0,0,0,18.0,-4.0,2,0,2021-2022
1420,Udinese,2022-03-13,N,0.0,Roma,2.0,3.0,-1,-1,-26.0,3.0,1,0,2021-2022
1421,Torino,2022-03-13,N,0.0,Inter,-1.0,-3.0,0,0,-12.0,-4.0,-4,0,2021-2022
1422,Fiorentina,2022-03-13,V,1.0,Bologna,10.0,5.0,0,0,22.0,-7.0,-4,-1,2021-2022
1423,Hellas Verona,2022-03-13,P,-1.0,Napoli,-5.0,-3.0,0,0,-2.0,10.0,6,2,2021-2022
1424,Lazio,2022-03-14,V,1.0,Venezia,2.0,-2.0,1,1,32.0,-3.0,0,0,2021-2022
1425,Sassuolo,2022-03-18,V,3.0,Spezia,8.0,5.0,1,1,16.0,-4.0,-1,0,2021-2022
1426,Genoa,2022-03-18,V,1.0,Torino,-2.0,-1.0,0,0,-48.0,-6.0,0,1,2021-2022
1427,Cagliari,2022-03-19,P,-1.0,Milan,-8.0,-4.0,0,0,-14.0,-2.0,1,0,2021-2022
1428,Napoli,2022-03-19,V,1.0,Udinese,10.0,5.0,0,0,28.0,-3.0,0,-1,2021-2022
1429,Inter,2022-03-19,N,0.0,Fiorentina,-4.0,1.0,0,0,0.0,2.0,-1,0,2021-2022
1430,Venezia,2022-03-20,P,-2.0,Sampdoria,5.0,-3.0,0,0,-6.0,6.0,4,1,2021-2022
1431,Roma,2022-03-20,V,3.0,Lazio,3.0,3.0,0,0,-32.0,3.0,1,0,2021-2022
1432,Bologna,2022-03-20,P,-1.0,Atalanta,-3.0,1.0,0,0,20.0,-3.0,-1,0,2021-2022
1433,Empoli,2022-03-20,N,0.0,Hellas Verona,-6.0,-2.0,0,-1,-24.0,4.0,-1,0,2021-2022
1434,Juventus,2022-03-20,V,2.0,Salernitana,0.0,3.0,0,0,12.0,-2.0,1,0,2021-2022
1435,Spezia,2022-04-02,V,1.0,Venezia,-4.0,1.0,0,0,6.0,4.0,2,0,2021-2022
1436,Salernitana,2022-04-02,P,-1.0,Torino,7.0,0.0,-1,-1,6.0,-13.0,1,1,2021-2022
1437,Lazio,2022-04-02,V,1.0,Sassuolo,-6.0,0.0,0,0,8.0,3.0,-2,0,2021-2022
1438,Udinese,2022-04-03,V,4.0,Cagliari,18.0,8.0,0,0,2.0,5.0,-2,-1,2021-2022
1439,Atalanta,2022-04-03,P,-2.0,Napoli,14.0,-1.0,-1,-1,10.0,5.0,-1,0,2021-2022
1440,Juventus,2022-04-03,P,-1.0,Inter,17.0,4.0,-1,-1,8.0,-10.0,0,1,2021-2022
1441,Fiorentina,2022-04-03,V,1.0,Empoli,20.0,10.0,0,0,22.0,-9.0,-2,-1,2021-2022
1442,Sampdoria,2022-04-03,P,-1.0,Roma,2.0,2.0,0,0,-2.0,1.0,-1,0,2021-2022
1443,Milan,2022-04-04,N,0.0,Bologna,25.0,3.0,0,0,6.0,1.0,-2,0,2021-2022
1444,Hellas Verona,2022-04-04,V,1.0,Genoa,0.0,0.0,0,0,-8.0,2.0,1,0,2021-2022
1445,Empoli,2022-04-09,N,0.0,Spezia,4.0,0.0,0,0,14.0,-11.0,0,0,2021-2022
1446,Cagliari,2022-04-09,P,-1.0,Juventus,-16.0,-6.0,0,0,-18.0,9.0,1,0,2021-2022
1447,Inter,2022-04-09,V,2.0,Hellas Verona,9.0,3.0,0,0,-4.0,6.0,2,0,2021-2022
1448,Napoli,2022-04-10,P,-1.0,Fiorentina,4.0,-1.0,0,0,0.0,-5.0,-3,0,2021-2022
1449,Torino,2022-04-10,N,0.0,Milan,0.0,-1.0,0,0,-14.0,11.0,0,0,2021-2022
1450,Roma,2022-04-10,V,1.0,Salernitana,11.0,4.0,0,0,32.0,-6.0,-3,0,2021-2022
1451,Sassuolo,2022-04-10,V,1.0,Atalanta,-1.0,3.0,0,0,2.0,4.0,1,0,2021-2022
1452,Genoa,2022-04-10,P,-3.0,Lazio,-2.0,-7.0,0,0,-12.0,0.0,-1,0,2021-2022
1453,Venezia,2022-04-10,P,-1.0,Udinese,-6.0,0.0,-1,-1,4.0,2.0,5,0,2021-2022
1454,Bologna,2022-04-11,V,2.0,Sampdoria,10.0,2.0,0,0,6.0,0.0,-1,0,2021-2022
1455,Spezia,2022-04-15,P,-2.0,Inter,-12.0,-4.0,0,0,-32.0,1.0,2,0,2021-2022
1456,Milan,2022-04-15,V,2.0,Genoa,3.0,4.0,0,0,16.0,-11.0,-1,0,2021-2022
1457,Lazio,2022-04-16,N,0.0,Torino,-2.0,0.0,0,0,-4.0,-2.0,-1,0,2021-2022
1458,Fiorentina,2022-04-16,V,1.0,Venezia,19.0,4.0,0,0,38.0,-3.0,0,0,2021-2022
1459,Juventus,2022-04-16,N,0.0,Bologna,14.0,2.0,0,0,2.0,-1.0,-4,-2,2021-2022
1460,Udinese,2022-04-16,V,3.0,Empoli,-1.0,2.0,-1,-1,-22.0,8.0,-3,0,2021-2022
1461,Cagliari,2022-04-16,V,1.0,Sassuolo,7.0,5.0,0,0,-26.0,7.0,0,0,2021-2022
1462,Sampdoria,2022-04-16,P,-1.0,Salernitana,-2.0,-1.0,0,0,34.0,-7.0,-6,0,2021-2022
1463,Napoli,2022-04-18,N,0.0,Roma,0.0,-3.0,1,1,-2.0,7.0,2,-1,2021-2022
1464,Atalanta,2022-04-18,P,-1.0,Hellas Verona,-4.0,-2.0,0,0,12.0,1.0,0,0,2021-2022
1465,Udinese,2022-04-20,P,-1.0,Salernitana,3.0,1.0,0,0,8.0,9.0,-2,0,2021-2022
1466,Torino,2022-04-23,V,1.0,Spezia,8.0,4.0,0,0,10.0,-6.0,-1,0,2021-2022
1467,Venezia,2022-04-23,P,-2.0,Atalanta,-10.0,-2.0,0,0,-22.0,-2.0,-3,0,2021-2022
1468,Hellas Verona,2022-04-23,N,0.0,Sampdoria,9.0,-1.0,0,-1,14.0,-1.0,-2,0,2021-2022
1469,Inter,2022-04-23,V,2.0,Roma,2.0,6.0,0,0,-10.0,-2.0,0,0,2021-2022
1470,Empoli,2022-04-24,V,1.0,Napoli,1.0,5.0,0,0,-16.0,3.0,3,0,2021-2022
1471,Genoa,2022-04-24,V,1.0,Cagliari,2.0,1.0,0,0,6.0,4.0,1,0,2021-2022
1472,Lazio,2022-04-24,P,-1.0,Milan,-18.0,-6.0,0,0,-6.0,-2.0,-1,0,2021-2022
1473,Salernitana,2022-04-24,V,1.0,Fiorentina,2.0,1.0,0,0,-44.0,5.0,0,0,2021-2022
1474,Bologna,2022-04-24,N,0.0,Udinese,-7.0,-2.0,0,0,10.0,-14.0,0,0,2021-2022
1475,Sassuolo,2022-04-25,P,-1.0,Juventus,12.0,2.0,0,0,24.0,6.0,0,1,2021-2022
1476,Bologna,2022-04-27,V,1.0,Inter,-21.0,-3.0,0,0,-18.0,1.0,-2,0,2021-2022
1477,Atalanta,2022-04-27,N,0.0,Torino,12.0,1.0,0,0,-2.0,-1.0,0,0,2021-2022
1478,Fiorentina,2022-04-27,P,-4.0,Udinese,1.0,-1.0,0,0,44.0,-13.0,-1,0,2021-2022
1479,Sampdoria,2022-04-30,V,1.0,Genoa,-3.0,-2.0,0,-1,-4.0,-7.0,2,0,2021-2022
1480,Spezia,2022-04-30,P,-1.0,Lazio,-12.0,-5.0,-1,-1,-40.0,7.0,2,0,2021-2022
1481,Cagliari,2022-04-30,P,-1.0,Hellas Verona,1.0,0.0,0,0,20.0,-10.0,-2,0,2021-2022
1482,Napoli,2022-04-30,V,5.0,Sassuolo,5.0,4.0,0,0,6.0,1.0,-3,0,2021-2022
1483,Juventus,2022-05-01,V,1.0,Venezia,9.0,1.0,0,0,0.0,4.0,0,0,2021-2022
1484,Empoli,2022-05-01,P,-2.0,Torino,0.0,3.0,-2,-2,-22.0,4.0,2,2,2021-2022
1485,Udinese,2022-05-01,P,-1.0,Inter,-3.0,1.0,0,-1,-4.0,4.0,1,0,2021-2022
1486,Milan,2022-05-01,V,1.0,Fiorentina,5.0,0.0,0,0,-2.0,1.0,-2,0,2021-2022
1487,Roma,2022-05-01,N,0.0,Bologna,8.0,1.0,0,0,-14.0,-2.0,-1,0,2021-2022
1488,Atalanta,2022-05-02,N,0.0,Salernitana,9.0,-4.0,0,0,22.0,3.0,1,0,2021-2022
1489,Salernitana,2022-05-05,V,1.0,Venezia,8.0,-1.0,1,1,-16.0,-8.0,-5,-1,2021-2022
1490,Inter,2022-05-06,V,2.0,Empoli,33.0,8.0,0,0,28.0,0.0,1,0,2021-2022
1491,Genoa,2022-05-06,V,1.0,Juventus,4.0,1.0,1,1,-6.0,-2.0,-1,0,2021-2022
1492,Torino,2022-05-07,P,-1.0,Napoli,0.0,-1.0,0,-1,-14.0,7.0,-1,0,2021-2022
1493,Sassuolo,2022-05-07,N,0.0,Udinese,2.0,-1.0,0,0,18.0,-6.0,0,0,2021-2022
1494,Lazio,2022-05-07,V,2.0,Sampdoria,7.0,8.0,0,0,20.0,0.0,0,0,2021-2022
1495,Venezia,2022-05-08,V,1.0,Bologna,-7.0,-3.0,1,2,-18.0,-6.0,-2,0,2021-2022
1496,Salernitana,2022-05-08,N,0.0,Cagliari,3.0,-1.0,1,1,-4.0,-6.0,3,0,2021-2022
1497,Hellas Verona,2022-05-08,P,-2.0,Milan,-8.0,-5.0,0,0,-6.0,10.0,1,0,2021-2022
1498,Spezia,2022-05-08,P,-2.0,Atalanta,-12.0,-5.0,0,0,-32.0,-4.0,-1,0,2021-2022
1499,Fiorentina,2022-05-09,V,2.0,Roma,4.0,5.0,1,1,6.0,2.0,2,0,2021-2022
1500,Udinese,2022-05-14,P,-1.0,Spezia,7.0,-1.0,0,-1,22.0,7.0,1,0,2021-2022
1501,Roma,2022-05-14,N,0.0,Venezia,42.0,13.0,0,0,36.0,-3.0,-3,-1,2021-2022
1502,Hellas Verona,2022-05-14,P,-1.0,Torino,-1.0,0.0,0,0,-8.0,-1.0,1,0,2021-2022
1503,Empoli,2022-05-14,N,0.0,Salernitana,-12.0,-2.0,0,-1,-10.0,9.0,1,0,2021-2022
1504,Milan,2022-05-15,V,2.0,Atalanta,0.0,4.0,0,0,-10.0,-4.0,-1,0,2021-2022
1505,Cagliari,2022-05-15,P,-2.0,Inter,-7.0,-5.0,0,0,-24.0,-1.0,-2,0,2021-2022
1506,Napoli,2022-05-15,V,3.0,Genoa,5.0,5.0,1,1,32.0,-8.0,0,0,2021-2022
1507,Bologna,2022-05-15,P,-2.0,Sassuolo,-8.0,-6.0,1,1,10.0,0.0,-1,0,2021-2022
1508,Juventus,2022-05-16,N,0.0,Lazio,-14.0,-5.0,0,0,-26.0,3.0,0,0,2021-2022
1509,Sampdoria,2022-05-16,V,3.0,Fiorentina,2.0,5.0,-1,-1,-26.0,10.0,0,1,2021-2022
1510,Torino,2022-05-20,P,-3.0,Roma,2.0,-2.0,-2,-2,16.0,-2.0,0,0,2021-2022
1511,Lazio,2022-05-21,N,0.0,Hellas Verona,8.0,0.0,0,0,6.0,-11.0,-4,0,2021-2022
1512,Atalanta,2022-05-21,P,-1.0,Empoli,33.0,6.0,0,0,22.0,-1.0,0,0,2021-2022
1513,Fiorentina,2022-05-21,V,2.0,Juventus,11.0,2.0,1,1,32.0,-1.0,0,0,2021-2022
1514,Genoa,2022-05-21,P,-1.0,Bologna,7.0,2.0,0,0,0.0,10.0,2,0,2021-2022
1515,Venezia,2022-05-22,N,0.0,Cagliari,-22.0,-6.0,0,0,-12.0,-11.0,-3,0,2021-2022
1516,Sassuolo,2022-05-22,P,-3.0,Milan,-3.0,-8.0,0,0,4.0,-7.0,1,0,2021-2022
1517,Salernitana,2022-05-22,P,-4.0,Udinese,7.0,1.0,0,-1,4.0,-4.0,0,0,2021-2022
1518,Spezia,2022-05-22,P,-3.0,Napoli,6.0,0.0,0,0,-36.0,3.0,-1,0,2021-2022
1519,Inter,2022-05-22,V,3.0,Sampdoria,20.0,8.0,0,0,16.0,-7.0,-1,0,2021-2022
1520,Lecce,2022-08-13,P,-1.0,Inter,-10.0,-5.0,0,0,-38.0,2.0,2,0,2022-2023
1521,Milan,2022-08-13,V,2.0,Udinese,5.0,0.0,1,1,18.0,4.0,-3,0,2022-2023
1522,Monza,2022-08-13,P,-1.0,Torino,1.0,-2.0,0,0,8.0,-10.0,-1,0,2022-2023
1523,Sampdoria,2022-08-13,P,-2.0,Atalanta,2.0,-2.0,0,0,10.0,-9.0,-2,0,2022-2023
1524,Spezia,2022-08-14,V,1.0,Empoli,-9.0,-3.0,0,0,-18.0,8.0,1,0,2022-2023
1525,Lazio,2022-08-14,V,1.0,Bologna,-1.0,5.0,-1,-1,-18.0,-7.0,-4,0,2022-2023
1526,Fiorentina,2022-08-14,V,1.0,Cremonese,15.0,5.0,0,0,48.0,-8.0,-3,-1,2022-2023
1527,Salernitana,2022-08-14,P,-1.0,Roma,-7.0,-1.0,0,0,4.0,8.0,1,0,2022-2023
1528,Juventus,2022-08-15,V,3.0,Sassuolo,-6.0,-4.0,1,1,-16.0,1.0,-2,0,2022-2023
1529,Hellas Verona,2022-08-15,P,-3.0,Napoli,-20.0,-5.0,0,0,-32.0,10.0,0,0,2022-2023
1530,Torino,2022-08-20,N,0.0,Lazio,3.0,-1.0,0,0,8.0,-2.0,-5,0,2022-2023
1531,Sassuolo,2022-08-20,V,1.0,Lecce,5.0,2.0,0,0,16.0,3.0,4,0,2022-2023
1532,Udinese,2022-08-20,N,0.0,Salernitana,-1.0,-4.0,0,0,-4.0,-5.0,-2,1,2022-2023
1533,Inter,2022-08-20,V,3.0,Spezia,17.0,8.0,0,0,8.0,1.0,0,0,2022-2023
1534,Empoli,2022-08-21,N,0.0,Fiorentina,-15.0,0.0,0,0,-26.0,0.0,-2,1,2022-2023
1535,Bologna,2022-08-21,N,0.0,Hellas Verona,-2.0,2.0,0,0,4.0,-6.0,0,1,2022-2023
1536,Atalanta,2022-08-21,N,0.0,Milan,-7.0,-4.0,0,0,-18.0,14.0,1,0,2022-2023
1537,Napoli,2022-08-21,V,4.0,Monza,18.0,4.0,0,0,8.0,-3.0,1,0,2022-2023
1538,Roma,2022-08-22,V,1.0,Cremonese,13.0,8.0,0,0,-2.0,-6.0,-3,0,2022-2023
1539,Sampdoria,2022-08-22,N,0.0,Juventus,0.0,-3.0,0,0,-4.0,-4.0,1,0,2022-2023
1540,Lazio,2022-08-26,V,2.0,Inter,-8.0,0.0,0,0,-6.0,-8.0,1,0,2022-2023
1541,Monza,2022-08-26,P,-1.0,Udinese,-4.0,1.0,0,0,12.0,5.0,1,0,2022-2023
1542,Spezia,2022-08-27,N,0.0,Sassuolo,-16.0,-7.0,1,1,-14.0,9.0,1,1,2022-2023
1543,Milan,2022-08-27,V,2.0,Bologna,11.0,7.0,0,0,-2.0,4.0,1,0,2022-2023
1544,Cremonese,2022-08-27,P,-1.0,Torino,2.0,1.0,0,0,8.0,-14.0,-3,0,2022-2023
1545,Juventus,2022-08-27,N,0.0,Roma,6.0,-1.0,0,0,16.0,10.0,0,0,2022-2023
1546,Salernitana,2022-08-28,V,4.0,Sampdoria,-8.0,0.0,0,0,-10.0,1.0,0,0,2022-2023
1547,Lecce,2022-08-28,N,0.0,Empoli,5.0,1.0,0,0,-16.0,3.0,-1,0,2022-2023
1548,Fiorentina,2022-08-28,N,0.0,Napoli,-4.0,3.0,0,0,-4.0,-3.0,-1,0,2022-2023
1549,Hellas Verona,2022-08-28,P,-1.0,Atalanta,-2.0,-5.0,0,0,0.0,7.0,0,0,2022-2023
1550,Roma,2022-08-30,V,3.0,Monza,2.0,7.0,0,0,-20.0,4.0,-3,0,2022-2023
1551,Inter,2022-08-30,V,2.0,Cremonese,7.0,4.0,0,0,8.0,-10.0,-3,0,2022-2023
1552,Sassuolo,2022-08-30,N,0.0,Milan,-4.0,0.0,0,1,-26.0,3.0,3,0,2022-2023
1553,Sampdoria,2022-08-31,N,0.0,Lazio,-2.0,-3.0,0,0,-12.0,4.0,-2,0,2022-2023
1554,Udinese,2022-08-31,V,1.0,Fiorentina,-3.0,1.0,0,0,-46.0,8.0,-1,0,2022-2023
1555,Empoli,2022-08-31,N,0.0,Hellas Verona,7.0,1.0,0,0,4.0,-18.0,-4,0,2022-2023
1556,Napoli,2022-08-31,N,0.0,Lecce,11.0,4.0,0,-1,42.0,-13.0,-3,0,2022-2023
1557,Juventus,2022-08-31,V,2.0,Spezia,6.0,3.0,0,0,0.0,0.0,-2,0,2022-2023
1558,Atalanta,2022-09-01,V,2.0,Torino,3.0,1.0,2,2,-18.0,3.0,-2,0,2022-2023
1559,Bologna,2022-09-01,N,0.0,Salernitana,-10.0,-2.0,1,1,-8.0,-4.0,0,0,2022-2023
1560,Fiorentina,2022-09-03,N,0.0,Juventus,12.0,3.0,0,1,20.0,0.0,-2,0,2022-2023
1561,Milan,2022-09-03,V,1.0,Inter,5.0,0.0,0,0,-6.0,-1.0,3,0,2022-2023
1562,Lazio,2022-09-03,P,-1.0,Napoli,-11.0,-5.0,0,0,-20.0,0.0,4,0,2022-2023
1563,Udinese,2022-09-04,V,4.0,Roma,-1.0,3.0,0,0,-14.0,4.0,1,0,2022-2023
1564,Hellas Verona,2022-09-04,V,1.0,Sampdoria,6.0,7.0,0,0,-2.0,6.0,0,0,2022-2023
1565,Spezia,2022-09-04,N,0.0,Bologna,0.0,0.0,0,0,-10.0,6.0,3,0,2022-2023
1566,Cremonese,2022-09-04,N,0.0,Sassuolo,-7.0,-7.0,0,0,-10.0,10.0,0,0,2022-2023
1567,Monza,2022-09-05,P,-2.0,Atalanta,-3.0,-3.0,0,0,18.0,-3.0,0,0,2022-2023
1568,Salernitana,2022-09-05,N,0.0,Empoli,4.0,-2.0,0,0,4.0,-3.0,1,0,2022-2023
1569,Torino,2022-09-05,V,1.0,Lecce,4.0,2.0,0,0,16.0,6.0,1,0,2022-2023
1570,Napoli,2022-09-10,V,1.0,Spezia,18.0,5.0,0,0,26.0,-9.0,-1,0,2022-2023
1571,Sampdoria,2022-09-10,P,-1.0,Milan,-4.0,1.0,-1,-1,16.0,3.0,3,-1,2022-2023
1572,Inter,2022-09-10,V,1.0,Torino,7.0,-4.0,0,0,14.0,-3.0,-1,0,2022-2023
1573,Lecce,2022-09-11,N,0.0,Monza,5.0,2.0,0,0,4.0,-7.0,0,0,2022-2023
1574,Lazio,2022-09-11,V,2.0,Hellas Verona,8.0,5.0,0,0,20.0,-19.0,-3,0,2022-2023
1575,Bologna,2022-09-11,V,1.0,Fiorentina,-1.0,2.0,0,0,-22.0,-5.0,-3,-1,2022-2023
1576,Sassuolo,2022-09-11,P,-2.0,Udinese,-12.0,-2.0,0,0,-34.0,-14.0,-2,1,2022-2023
1577,Atalanta,2022-09-11,N,0.0,Cremonese,7.0,3.0,0,0,16.0,-9.0,-2,0,2022-2023
1578,Juventus,2022-09-11,N,0.0,Salernitana,12.0,2.0,-1,0,20.0,-2.0,1,1,2022-2023
1579,Empoli,2022-09-12,P,-1.0,Roma,9.0,-3.0,0,-1,6.0,-2.0,2,1,2022-2023
1580,Salernitana,2022-09-16,P,-1.0,Lecce,-5.0,0.0,0,0,14.0,-1.0,-2,0,2022-2023
1581,Bologna,2022-09-17,P,-1.0,Empoli,5.0,-2.0,0,0,22.0,-7.0,-1,0,2022-2023
1582,Spezia,2022-09-17,V,1.0,Sampdoria,-5.0,-5.0,0,0,4.0,1.0,-1,0,2022-2023
1583,Torino,2022-09-17,P,-1.0,Sassuolo,2.0,-2.0,0,0,14.0,8.0,3,0,2022-2023
1584,Monza,2022-09-18,V,1.0,Juventus,7.0,2.0,0,0,22.0,2.0,1,-1,2022-2023
1585,Cremonese,2022-09-18,P,-4.0,Lazio,6.0,-1.0,-1,-1,-10.0,4.0,0,0,2022-2023
1586,Milan,2022-09-18,P,-1.0,Napoli,14.0,2.0,-1,-1,6.0,2.0,1,0,2022-2023
1587,Udinese,2022-09-18,V,2.0,Inter,6.0,3.0,0,0,-12.0,-3.0,-1,0,2022-2023
1588,Fiorentina,2022-09-18,V,2.0,Hellas Verona,5.0,7.0,0,1,-12.0,1.0,0,0,2022-2023
1589,Roma,2022-09-18,P,-1.0,Atalanta,17.0,4.0,0,0,12.0,-10.0,-7,0,2022-2023
1590,Inter,2022-10-01,P,-1.0,Roma,5.0,-1.0,0,0,16.0,0.0,1,0,2022-2023
1591,Napoli,2022-10-01,V,2.0,Torino,-1.0,4.0,0,0,0.0,-11.0,-2,0,2022-2023
1592,Empoli,2022-10-01,P,-2.0,Milan,-3.0,-2.0,0,0,-14.0,5.0,1,0,2022-2023
1593,Lecce,2022-10-02,N,0.0,Cremonese,-8.0,-3.0,0,0,8.0,-4.0,2,0,2022-2023
1594,Sassuolo,2022-10-02,V,5.0,Salernitana,10.0,9.0,1,1,-12.0,0.0,0,0,2022-2023
1595,Sampdoria,2022-10-02,P,-3.0,Monza,-10.0,-6.0,0,0,0.0,-5.0,0,0,2022-2023
1596,Juventus,2022-10-02,V,3.0,Bologna,7.0,6.0,0,0,-4.0,-6.0,-1,0,2022-2023
1597,Lazio,2022-10-02,V,4.0,Spezia,-2.0,5.0,0,1,20.0,-11.0,-2,0,2022-2023
1598,Atalanta,2022-10-02,V,1.0,Fiorentina,-5.0,0.0,0,0,-22.0,4.0,0,0,2022-2023
1599,Hellas Verona,2022-10-03,P,-1.0,Udinese,-14.0,-6.0,0,0,-36.0,6.0,0,0,2022-2023
1600,Sassuolo,2022-10-08,P,-1.0,Inter,-1.0,-1.0,0,0,6.0,-6.0,1,0,2022-2023
1601,Milan,2022-10-08,V,2.0,Juventus,10.0,0.0,0,0,-20.0,0.0,-1,0,2022-2023
1602,Bologna,2022-10-08,N,0.0,Sampdoria,1.0,0.0,0,0,4.0,-2.0,-1,0,2022-2023
1603,Cremonese,2022-10-09,P,-3.0,Napoli,-8.0,-8.0,-1,-1,-40.0,12.0,2,0,2022-2023
1604,Roma,2022-10-09,V,1.0,Lecce,11.0,2.0,1,1,34.0,1.0,1,-1,2022-2023
1605,Monza,2022-10-09,V,2.0,Spezia,-2.0,3.0,0,0,-4.0,-6.0,1,0,2022-2023
1606,Salernitana,2022-10-09,V,1.0,Hellas Verona,2.0,2.0,0,0,-18.0,-6.0,-1,0,2022-2023
1607,Udinese,2022-10-09,N,0.0,Atalanta,2.0,-1.0,-1,-1,18.0,-3.0,-1,0,2022-2023
1608,Torino,2022-10-09,N,0.0,Empoli,15.0,4.0,0,0,32.0,5.0,-2,0,2022-2023
1609,Fiorentina,2022-10-10,P,-4.0,Lazio,16.0,-3.0,0,0,22.0,6.0,3,0,2022-2023
1610,Empoli,2022-10-15,V,1.0,Monza,-6.0,1.0,0,0,-26.0,2.0,2,-1,2022-2023
1611,Atalanta,2022-10-15,V,1.0,Sassuolo,5.0,1.0,0,0,-4.0,3.0,-3,0,2022-2023
1612,Torino,2022-10-15,P,-1.0,Juventus,1.0,-6.0,0,0,6.0,1.0,2,0,2022-2023
1613,Inter,2022-10-16,V,2.0,Salernitana,8.0,3.0,0,0,20.0,-2.0,-1,0,2022-2023
1614,Hellas Verona,2022-10-16,P,-1.0,Milan,2.0,-2.0,0,0,-2.0,0.0,1,0,2022-2023
1615,Napoli,2022-10-16,V,1.0,Bologna,15.0,8.0,0,0,-2.0,-8.0,-4,0,2022-2023
1616,Lazio,2022-10-16,N,0.0,Udinese,-5.0,1.0,0,0,8.0,-4.0,-3,0,2022-2023
1617,Spezia,2022-10-16,N,0.0,Cremonese,-9.0,2.0,0,0,10.0,2.0,2,0,2022-2023
1618,Sampdoria,2022-10-17,P,-1.0,Roma,2.0,-1.0,-1,-1,18.0,-1.0,1,0,2022-2023
1619,Lecce,2022-10-17,N,0.0,Fiorentina,-4.0,-3.0,0,0,-18.0,-4.0,1,1,2022-2023
