,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,prediction
450,Crotone,2020-11-21,P,-0.6000000000000001,Lazio,-1.799999999999999,0.20000000000000018,0.2,0.2,-1.0,0.5999999999999996,0.20000000000000018,0.2,20_21,0.0,9.0,P
451,Spezia,2020-11-21,N,-0.3999999999999999,Atalanta,-4.4,-1.7999999999999998,-0.2,-0.2,-7.199999999999996,1.1999999999999993,0.3999999999999999,0.0,20_21,0.0,9.0,P
452,Roma,2020-11-22,V,1.4,Parma,6.4,2.8,0.2,0.2,6.399999999999999,-0.7999999999999989,0.0,0.0,20_21,8.0,3.0,V
453,Udinese,2020-11-22,V,0.6,Genoa,1.8000000000000007,0.3999999999999999,0.2,0.2,-1.3999999999999986,1.4000000000000004,0.40000000000000013,0.0,20_21,6.0,0.0,V
454,Napoli,2020-11-22,P,0.20000000000000018,Milan,2.799999999999997,2.1999999999999993,-0.2,-0.6,-3.799999999999997,-4.6,-1.0,0.0,20_21,4.0,2.0,V
455,Inter,2020-11-22,V,-0.6000000000000001,Torino,6.0,1.2000000000000002,-0.4,-0.4,12.600000000000001,0.1999999999999993,-0.20000000000000018,0.0,20_21,6.0,2.0,V
456,Sampdoria,2020-11-22,P,0.40000000000000013,Bologna,-7.0,-2.0,0.2,0.4,-7.200000000000003,3.1999999999999993,0.8000000000000003,0.2,20_21,2.0,9.0,V
457,Hellas Verona,2020-11-22,P,-1.4000000000000001,Sassuolo,-0.8000000000000007,-0.7999999999999998,-0.4,-0.4,-11.399999999999999,5.199999999999999,0.7999999999999998,0.0,20_21,2.0,8.0,N
458,Fiorentina,2020-11-22,P,0.19999999999999996,Benevento,1.8000000000000007,0.40000000000000036,0.0,-0.2,12.600000000000001,1.3999999999999986,-1.4,0.0,20_21,9.0,1.0,V
459,Benevento,2020-11-28,N,-0.8,Juventus,-4.799999999999999,-1.2000000000000002,-0.2,0.0,-13.600000000000001,1.4000000000000004,1.0,0.0,20_21,1.0,8.0,P
460,Sassuolo,2020-11-28,P,0.20000000000000018,Inter,-3.4000000000000004,0.6000000000000005,0.0,0.0,0.20000000000000284,-3.0,0.0,0.0,20_21,4.0,5.0,P
461,Atalanta,2020-11-28,P,-0.19999999999999996,Hellas Verona,1.1999999999999993,-0.5999999999999996,0.2,0.2,8.200000000000003,0.0,-0.19999999999999973,0.0,20_21,8.0,2.0,V
462,Lazio,2020-11-29,P,0.40000000000000013,Udinese,2.4000000000000004,1.1999999999999997,0.0,0.0,6.199999999999996,-2.1999999999999993,0.6000000000000001,0.0,20_21,7.0,1.0,V
463,Napoli,2020-11-29,V,-1.6,Roma,2.6000000000000014,0.20000000000000018,-0.4,-0.4,5.399999999999999,-4.4,-0.20000000000000018,0.2,20_21,5.0,3.0,N
464,Milan,2020-11-29,V,1.4,Fiorentina,8.999999999999998,3.1999999999999997,0.2,0.6,-2.8000000000000043,-0.8000000000000007,0.8,-0.2,20_21,5.0,4.0,V
465,Cagliari,2020-11-29,N,0.6000000000000001,Spezia,-1.5999999999999996,0.40000000000000036,0.2,0.2,-7.799999999999997,-3.599999999999998,-0.6000000000000001,0.0,20_21,6.0,2.0,V
466,Bologna,2020-11-29,V,1.0,Crotone,6.4,2.4000000000000004,-0.2,-0.2,1.1999999999999957,1.0,-0.3999999999999999,-0.4,20_21,8.0,2.0,V
467,Torino,2020-11-30,N,0.3999999999999999,Sampdoria,1.5999999999999996,0.19999999999999973,0.4,0.2,-2.799999999999997,-2.3999999999999986,-0.3999999999999999,-0.2,20_21,4.0,4.0,N
468,Genoa,2020-11-30,P,-0.6,Parma,1.799999999999999,-0.20000000000000018,-0.2,-0.2,5.200000000000003,-0.5999999999999996,0.20000000000000018,0.2,20_21,5.0,6.0,N
469,Spezia,2020-12-05,P,-0.3999999999999999,Lazio,0.8000000000000007,-0.5999999999999996,-0.2,-0.2,2.1999999999999957,5.4,-0.20000000000000018,0.0,20_21,0.0,10.0,P
470,Inter,2020-12-05,V,1.0,Bologna,-1.4000000000000004,-1.0,0.2,0.2,2.6000000000000014,4.399999999999999,-0.8,0.0,20_21,7.0,3.0,V
471,Juventus,2020-12-05,V,0.0,Torino,6.4,1.7999999999999998,-0.2,-0.2,10.399999999999999,-2.4000000000000004,-0.7999999999999998,0.2,20_21,8.0,0.0,V
472,Crotone,2020-12-06,P,-1.0,Napoli,-9.2,-3.2,0.0,0.0,-5.800000000000004,5.6,1.8000000000000003,0.2,20_21,0.0,10.0,P
473,Sampdoria,2020-12-06,P,-1.0,Milan,-9.2,-2.9999999999999996,-0.4,-0.6000000000000001,-7.799999999999997,1.5999999999999979,0.6000000000000001,0.2,20_21,2.0,6.0,P
474,Parma,2020-12-06,N,0.3999999999999999,Benevento,-2.3999999999999995,-0.8000000000000003,0.2,0.2,0.4000000000000057,-2.200000000000001,-2.4,-0.2,20_21,4.0,2.0,N
475,Roma,2020-12-06,N,0.8000000000000003,Sassuolo,4.800000000000001,2.4,0.0,0.0,-13.0,-1.799999999999999,-1.0,0.0,20_21,5.0,1.0,V
476,Hellas Verona,2020-12-06,N,-0.3999999999999999,Cagliari,-0.40000000000000036,-1.2000000000000002,0.0,0.0,-2.200000000000003,5.799999999999999,1.8000000000000003,0.0,20_21,4.0,3.0,V
477,Fiorentina,2020-12-07,N,-0.20000000000000007,Genoa,-5.4,-1.0,0.0,0.0,6.600000000000001,3.4000000000000004,0.40000000000000013,0.0,20_21,3.0,2.0,V
478,Sassuolo,2020-12-11,V,0.20000000000000007,Benevento,-1.6000000000000005,-0.6000000000000001,0.2,0.2,15.199999999999996,0.0,-1.4,-0.2,20_21,9.0,0.0,V
479,Lazio,2020-12-12,P,0.3999999999999999,Hellas Verona,-2.0,1.4000000000000004,0.2,0.2,4.600000000000001,-4.400000000000002,0.0,0.0,20_21,6.0,2.0,N
480,Torino,2020-12-12,P,0.0,Udinese,0.20000000000000107,0.3999999999999999,0.0,0.0,1.0,2.0,0.0,0.0,20_21,6.0,4.0,V
481,Crotone,2020-12-12,V,-1.2,Spezia,-5.0,-1.9999999999999998,-0.2,-0.2,-10.600000000000001,-4.800000000000001,-0.20000000000000018,0.4,20_21,3.0,3.0,P
482,Cagliari,2020-12-13,P,-1.2000000000000002,Inter,-4.800000000000001,-2.2,0.0,0.0,-5.0,-2.0,-0.8,0.0,20_21,1.0,9.0,P
483,Atalanta,2020-12-13,V,0.6000000000000001,Fiorentina,6.0,1.2000000000000002,0.2,0.2,-4.600000000000001,2.0,0.0,-0.2,20_21,4.0,3.0,V
484,Bologna,2020-12-13,P,-0.20000000000000018,Roma,-1.8000000000000007,1.0,0.0,0.0,4.0,0.1999999999999993,0.3999999999999999,-0.2,20_21,3.0,6.0,N
485,Napoli,2020-12-13,V,1.0,Sampdoria,8.2,3.6,0.0,0.0,9.0,-8.0,-0.8,0.0,20_21,10.0,1.0,N
486,Genoa,2020-12-13,P,-1.2,Juventus,-3.8000000000000007,-1.3999999999999995,-0.2,-0.2,-10.200000000000003,-0.8000000000000007,0.0,-0.2,20_21,2.0,8.0,P
487,Milan,2020-12-13,N,1.4000000000000001,Parma,11.600000000000001,3.6,0.4,0.8,11.200000000000003,1.1999999999999993,0.3999999999999999,0.0,20_21,9.0,0.0,V
488,Udinese,2020-12-15,N,0.8,Crotone,-1.4000000000000004,-1.0,0.2,0.2,-4.400000000000006,2.6000000000000014,-0.7999999999999998,-0.4,20_21,8.0,1.0,V
489,Benevento,2020-12-15,N,-0.9999999999999999,Lazio,1.4000000000000004,-1.7999999999999998,-0.2,-0.2,-8.0,1.6000000000000014,1.0,0.0,20_21,0.0,9.0,N
490,Fiorentina,2020-12-16,N,-0.39999999999999997,Sassuolo,1.0,1.2000000000000002,-0.2,-0.2,1.7999999999999972,-1.4000000000000004,-0.20000000000000018,-0.2,20_21,3.0,5.0,V
491,Parma,2020-12-16,N,-0.3999999999999999,Cagliari,-4.6000000000000005,-1.8,-0.2,-0.2,-0.6000000000000014,3.5999999999999996,1.2,0.0,20_21,1.0,8.0,V
492,Hellas Verona,2020-12-16,P,0.3999999999999999,Sampdoria,2.1999999999999993,0.0,0.2,0.2,2.4000000000000057,3.200000000000001,0.0,-0.2,20_21,2.0,7.0,-1
493,Genoa,2020-12-16,N,-1.4000000000000001,Milan,-11.999999999999998,-2.2,-0.4,-0.8,-10.399999999999999,-0.7999999999999989,0.0,0.2,20_21,1.0,8.0,P
494,Spezia,2020-12-16,N,0.3999999999999999,Bologna,0.8000000000000007,0.0,0.2,0.2,8.0,4.6,0.6000000000000001,0.0,20_21,0.0,9.0,-1
495,Inter,2020-12-16,V,0.3999999999999999,Napoli,-3.200000000000001,-0.7999999999999998,0.2,0.2,-11.0,8.8,-0.19999999999999996,-0.2,20_21,6.0,1.0,V
496,Juventus,2020-12-16,N,0.6000000000000001,Atalanta,1.200000000000001,0.7999999999999998,0.4,0.4,8.799999999999997,-1.8000000000000007,0.3999999999999999,0.4,20_21,3.0,2.0,N
497,Roma,2020-12-17,V,0.8000000000000003,Torino,6.4,1.6,-0.2,-0.2,0.19999999999999574,-4.4,-0.5999999999999999,0.2,20_21,8.0,3.0,V
498,Fiorentina,2020-12-19,N,-0.7999999999999999,Hellas Verona,-1.0,0.6000000000000001,-0.2,-0.2,3.6000000000000014,-2.1999999999999993,0.5999999999999996,-0.2,20_21,4.0,3.0,V
499,Sampdoria,2020-12-19,V,0.5999999999999999,Crotone,2.0,0.0,0.0,0.0,-3.200000000000003,-0.8000000000000007,-0.6000000000000001,-0.2,20_21,9.0,1.0,V
500,Parma,2020-12-19,P,-1.0,Juventus,-9.4,-4.199999999999999,-0.4,-0.6,-15.600000000000001,-2.0,-0.6000000000000001,-0.4,20_21,0.0,10.0,P
501,Sassuolo,2020-12-20,P,-1.4000000000000001,Milan,-6.999999999999998,-1.7999999999999998,-0.2,-0.39999999999999997,3.200000000000003,-1.1999999999999993,0.3999999999999999,0.2,20_21,2.0,6.0,P
502,Atalanta,2020-12-20,V,-1.2000000000000002,Roma,0.8000000000000007,0.7999999999999998,-0.2,-0.2,-0.4000000000000057,3.3999999999999986,-0.8,-0.2,20_21,5.0,3.0,V
503,Cagliari,2020-12-20,N,-0.5999999999999999,Udinese,0.7999999999999989,0.0,0.0,0.0,-3.3999999999999986,-4.399999999999999,-1.4,0.0,20_21,3.0,7.0,V
504,Inter,2020-12-20,V,1.5999999999999999,Spezia,0.8000000000000007,1.2000000000000002,0.2,0.2,-9.799999999999997,0.3999999999999986,-1.5999999999999996,0.0,20_21,9.0,0.0,V
505,Benevento,2020-12-20,V,-0.4,Genoa,5.4,0.7999999999999998,0.0,0.0,-1.3999999999999986,-2.1999999999999993,1.4,0.0,20_21,2.0,7.0,V
506,Lazio,2020-12-20,V,-0.8000000000000003,Napoli,-5.599999999999998,-1.5999999999999996,0.2,0.2,-8.800000000000004,6.0,0.3999999999999999,-0.4,20_21,3.0,8.0,-1
507,Torino,2020-12-20,N,0.20000000000000018,Bologna,0.40000000000000036,-0.1999999999999993,0.2,0.0,-7.399999999999999,2.799999999999999,0.19999999999999973,0.2,20_21,4.0,1.0,V
508,Juventus,2020-12-22,P,1.6,Fiorentina,5.4,3.2,0.0,0.19999999999999996,11.0,1.1999999999999993,-0.5999999999999996,0.4,20_21,6.0,2.0,N
509,Crotone,2020-12-22,V,0.19999999999999996,Parma,-3.0,0.19999999999999973,0.2,0.2,-1.0,1.799999999999999,1.2000000000000002,0.2,20_21,4.0,4.0,P
510,Hellas Verona,2020-12-23,P,-1.0,Inter,-3.6000000000000014,-2.8000000000000003,0.19999999999999996,0.19999999999999996,1.5999999999999943,1.4000000000000021,0.5999999999999999,0.2,20_21,0.0,10.0,P
511,Roma,2020-12-23,V,0.8,Cagliari,0.1999999999999993,-0.3999999999999999,0.2,0.2,3.3999999999999986,0.0,2.2,0.2,20_21,7.0,1.0,V
512,Spezia,2020-12-23,P,0.3999999999999999,Genoa,2.799999999999999,0.3999999999999999,0.2,0.2,13.799999999999997,-3.400000000000002,1.2000000000000002,0.0,20_21,1.0,8.0,N
513,Udinese,2020-12-23,P,0.8,Benevento,-2.8000000000000007,0.3999999999999999,-0.2,-0.2,3.8000000000000043,2.8000000000000007,-1.1999999999999997,-0.2,20_21,8.0,1.0,V
514,Sampdoria,2020-12-23,P,1.2000000000000002,Sassuolo,0.20000000000000107,0.0,-0.2,-0.2,-19.0,1.5999999999999996,0.19999999999999973,-0.2,20_21,2.0,6.0,N
515,Bologna,2020-12-23,N,-0.40000000000000013,Atalanta,-4.199999999999999,-0.7999999999999998,0.0,0.2,0.8000000000000043,-1.200000000000001,0.3999999999999999,0.0,20_21,2.0,7.0,P
516,Milan,2020-12-23,V,0.6000000000000001,Lazio,5.799999999999999,1.2000000000000002,0.2,0.39999999999999997,2.0,-0.20000000000000107,-0.6000000000000001,0.0,20_21,6.0,4.0,N
517,Napoli,2020-12-23,N,0.6000000000000001,Torino,3.4000000000000004,1.5999999999999996,0.0,0.0,12.400000000000006,-6.600000000000001,0.3999999999999999,0.0,20_21,6.0,0.0,V
518,Cagliari,2021-01-03,P,-0.3999999999999999,Napoli,-5.199999999999999,-2.6000000000000005,0.2,0.2,-17.0,2.5999999999999996,-1.6,-0.2,20_21,2.0,7.0,P
519,Fiorentina,2021-01-03,N,-0.19999999999999996,Bologna,0.1999999999999993,-1.0000000000000004,0.4,0.2,-1.0,-0.5999999999999996,0.3999999999999999,0.0,20_21,5.0,0.0,V
520,Spezia,2021-01-03,P,0.0,Hellas Verona,1.8000000000000007,1.0,-0.4,-0.4,13.399999999999999,-1.0,0.7999999999999998,-0.2,20_21,0.0,7.0,V
521,Parma,2021-01-03,P,-0.6,Torino,-0.7999999999999989,-0.3999999999999999,0.0,0.0,3.200000000000003,1.6000000000000014,0.19999999999999973,-0.2,20_21,3.0,6.0,P
522,Juventus,2021-01-03,V,0.6000000000000001,Udinese,2.799999999999999,1.5999999999999996,0.4,0.6,11.399999999999999,-2.8000000000000007,0.20000000000000018,0.4,20_21,9.0,1.0,V
523,Genoa,2021-01-03,N,-0.40000000000000013,Lazio,-3.8,-0.20000000000000018,0.2,0.0,-11.200000000000003,6.199999999999999,-0.40000000000000036,0.0,20_21,2.0,8.0,N
524,Inter,2021-01-03,V,0.8000000000000003,Crotone,6.199999999999999,2.1999999999999997,0.2,0.2,3.1999999999999957,0.8000000000000007,-1.2000000000000002,-0.2,20_21,9.0,0.0,V
525,Roma,2021-01-03,V,0.5999999999999999,Sampdoria,-0.8000000000000007,0.7999999999999998,0.2,0.2,10.199999999999996,1.4000000000000004,0.6000000000000001,0.0,20_21,5.0,2.0,V
526,Atalanta,2021-01-03,V,0.8,Sassuolo,5.799999999999999,2.2,0.0,0.0,-4.799999999999997,2.599999999999998,-0.9999999999999998,-0.2,20_21,9.0,1.0,V
527,Benevento,2021-01-03,P,-1.2000000000000002,Milan,-0.8000000000000007,-0.9999999999999996,-0.2,-0.2,-8.0,-1.200000000000001,0.20000000000000018,0.2,20_21,1.0,8.0,P
528,Sassuolo,2021-01-06,V,0.19999999999999996,Genoa,4.0,1.5999999999999996,0.0,0.0,17.6,-6.400000000000002,-0.3999999999999999,0.2,20_21,4.0,3.0,V
529,Napoli,2021-01-06,P,0.3999999999999999,Spezia,10.999999999999998,3.2,0.2,0.2,5.800000000000004,-5.400000000000002,-1.4,0.0,20_21,8.0,2.0,V
530,Atalanta,2021-01-06,V,2.4,Parma,5.4,2.8,0.2,0.2,3.0,-0.1999999999999993,-0.3999999999999999,0.0,20_21,11.0,0.0,V
531,Lazio,2021-01-06,V,0.3999999999999999,Fiorentina,3.0,1.0,-0.2,0.0,9.199999999999996,1.8000000000000007,0.5999999999999996,0.0,20_21,8.0,1.0,N
532,Cagliari,2021-01-06,P,0.0,Benevento,-7.999999999999998,-1.8000000000000003,0.0,-0.2,-3.8000000000000043,2.4000000000000004,0.20000000000000018,0.0,20_21,9.0,1.0,N
533,Milan,2021-01-06,P,-0.19999999999999973,Juventus,-1.6000000000000014,-2.8,0.0,-0.19999999999999996,-13.400000000000006,-0.5999999999999996,0.5999999999999996,0.0,20_21,2.0,7.0,N
534,Crotone,2021-01-06,P,-0.8,Roma,-6.0,-1.9999999999999996,0.2,0.2,-7.0,-2.1999999999999993,0.20000000000000018,0.0,20_21,0.0,10.0,P
535,Bologna,2021-01-06,N,0.19999999999999996,Udinese,-2.799999999999999,-0.19999999999999973,0.0,0.2,3.200000000000003,-2.1999999999999993,1.4000000000000001,0.0,20_21,1.0,5.0,N
536,Torino,2021-01-06,N,0.40000000000000013,Hellas Verona,5.199999999999999,1.4,-0.4,-0.4,1.3999999999999986,-1.4000000000000004,0.19999999999999973,0.0,20_21,4.0,1.0,N
537,Sampdoria,2021-01-06,V,-1.1999999999999997,Inter,-1.4000000000000004,-2.1999999999999997,-0.4,-0.4,-8.599999999999994,-0.5999999999999996,1.5999999999999999,0.2,20_21,1.0,9.0,P
538,Milan,2021-01-09,V,0.6000000000000001,Torino,-1.1999999999999993,0.6000000000000005,0.4,0.4,-0.3999999999999986,-1.3999999999999986,0.3999999999999999,0.0,20_21,4.0,3.0,V
539,Genoa,2021-01-09,V,-0.19999999999999996,Bologna,-2.200000000000001,-1.5999999999999996,0.2,0.0,-6.800000000000004,3.8000000000000007,0.19999999999999973,-0.2,20_21,4.0,3.0,N
540,Benevento,2021-01-09,P,-1.6,Atalanta,-2.799999999999999,-2.2,0.0,0.2,-6.399999999999999,-4.800000000000001,-0.19999999999999996,0.2,20_21,0.0,10.0,P
541,Hellas Verona,2021-01-10,V,-0.19999999999999996,Crotone,-1.0,-0.7999999999999998,0.0,0.0,-3.5999999999999943,2.8000000000000007,-0.7999999999999998,0.2,20_21,5.0,2.0,V
542,Fiorentina,2021-01-10,V,0.19999999999999996,Cagliari,0.40000000000000036,-0.19999999999999973,0.39999999999999997,0.39999999999999997,2.1999999999999957,-1.0,0.3999999999999999,-0.4,20_21,3.0,4.0,V
543,Parma,2021-01-10,P,-1.4000000000000001,Lazio,-1.0,0.3999999999999999,-0.2,-0.4,-3.1999999999999957,-0.40000000000000213,-1.4,0.0,20_21,0.0,11.0,P
544,Udinese,2021-01-10,P,-0.3999999999999999,Napoli,-7.600000000000001,-2.3999999999999995,-0.2,-0.2,-8.799999999999997,3.4000000000000004,-1.2,-0.2,20_21,0.0,9.0,P
545,Roma,2021-01-10,N,-0.19999999999999973,Inter,-1.5999999999999996,-0.20000000000000018,0.0,-0.19999999999999996,5.400000000000006,3.6000000000000014,0.8000000000000003,0.0,20_21,0.0,4.0,N
546,Juventus,2021-01-10,V,0.7999999999999998,Sassuolo,1.5999999999999996,1.4000000000000004,0.0,0.2,-3.0,-0.1999999999999993,-0.6000000000000001,0.2,20_21,7.0,1.0,V
547,Spezia,2021-01-11,V,-0.6000000000000001,Sampdoria,-4.4,-1.0,0.0,0.0,10.400000000000006,3.0,1.2000000000000002,0.2,20_21,2.0,7.0,V
548,Lazio,2021-01-15,V,-0.19999999999999996,Roma,0.8000000000000007,-1.9999999999999996,0.0,0.2,-2.200000000000003,-4.199999999999999,0.20000000000000018,0.0,20_21,3.0,4.0,N
549,Bologna,2021-01-16,V,-0.19999999999999996,Hellas Verona,2.5999999999999996,1.2000000000000002,-0.2,-0.2,4.799999999999997,-2.5999999999999996,0.0,0.2,20_21,6.0,1.0,N
550,Torino,2021-01-16,N,0.0,Spezia,5.200000000000001,1.0,-0.4,-0.4,-8.399999999999999,-1.6000000000000014,-2.2,-0.4,20_21,7.0,2.0,N
551,Sampdoria,2021-01-16,V,0.6000000000000001,Udinese,-2.8000000000000007,-1.4,0.2,0.2,-7.600000000000001,-1.799999999999999,1.4,0.2,20_21,7.0,3.0,V
552,Crotone,2021-01-17,V,0.0,Benevento,-2.4000000000000004,-0.3999999999999999,0.2,0.0,7.799999999999997,2.3999999999999986,0.7999999999999998,0.0,20_21,2.0,1.0,P
553,Sassuolo,2021-01-17,N,1.4000000000000001,Parma,2.5999999999999996,0.8000000000000003,0.0,0.0,8.0,-2.200000000000001,-0.6000000000000001,0.2,20_21,5.0,4.0,V
554,Napoli,2021-01-17,V,0.40000000000000013,Fiorentina,11.599999999999998,4.6,0.0,0.0,10.0,-2.799999999999999,-0.3999999999999999,0.0,20_21,6.0,3.0,V
555,Atalanta,2021-01-17,N,2.4000000000000004,Genoa,10.400000000000002,3.9999999999999996,0.0,0.0,12.599999999999994,0.8000000000000007,-0.7999999999999998,0.0,20_21,6.0,1.0,V
556,Inter,2021-01-17,V,-0.19999999999999973,Juventus,-1.0,-0.7999999999999998,0.2,0.4,-5.600000000000001,0.0,-0.20000000000000018,-0.2,20_21,2.0,6.0,N
557,Cagliari,2021-01-18,P,-1.0,Milan,-2.200000000000001,-2.0,-0.39999999999999997,-0.19999999999999996,7.799999999999997,0.1999999999999993,0.0,0.2,20_21,0.0,9.0,P
558,Udinese,2021-01-20,N,-1.7999999999999998,Atalanta,-4.6,-1.4000000000000004,-0.2,-0.2,-5.600000000000001,-1.8000000000000007,-0.19999999999999996,0.0,20_21,1.0,8.0,N
559,Benevento,2021-01-22,N,0.19999999999999996,Torino,2.1999999999999993,1.4,0.0,0.2,-0.7999999999999972,-2.4000000000000004,0.19999999999999973,0.2,20_21,0.0,8.0,P
560,Roma,2021-01-23,V,0.8,Spezia,6.0,2.8000000000000003,-0.2,-0.2,7.399999999999999,1.8000000000000007,-1.2000000000000002,-0.6,20_21,9.0,0.0,V
561,Milan,2021-01-23,P,-0.6000000000000001,Atalanta,-8.999999999999998,-2.0,0.8,0.8,-12.0,-4.4,1.2,0.4,20_21,4.0,4.0,N
562,Fiorentina,2021-01-23,V,-1.0,Crotone,0.20000000000000107,-0.6000000000000001,0.0,0.0,0.6000000000000014,0.5999999999999996,-0.6000000000000001,0.0,20_21,8.0,1.0,V
563,Udinese,2021-01-23,N,-1.4000000000000001,Inter,-5.399999999999999,-1.8000000000000007,0.0,-0.2,-10.200000000000003,2.3999999999999986,-0.20000000000000018,0.0,20_21,1.0,8.0,N
564,Lazio,2021-01-24,V,0.3999999999999999,Sassuolo,0.0,0.7999999999999998,0.0,0.2,-3.0,0.20000000000000107,1.0,-0.2,20_21,6.0,3.0,N
565,Parma,2021-01-24,P,-0.9999999999999999,Sampdoria,-1.4000000000000004,-0.3999999999999999,-0.4,-0.4,5.0,2.8000000000000007,0.20000000000000018,-0.2,20_21,2.0,8.0,N
566,Genoa,2021-01-24,V,0.3999999999999999,Cagliari,-2.8000000000000007,1.7999999999999998,0.0,-0.2,-9.799999999999997,-0.5999999999999996,-0.3999999999999999,-0.4,20_21,7.0,3.0,V
567,Hellas Verona,2021-01-24,V,-1.7999999999999998,Napoli,-10.999999999999998,-4.4,-0.6,-0.6,-12.200000000000003,3.3999999999999986,0.6000000000000001,0.0,20_21,1.0,8.0,N
568,Juventus,2021-01-24,V,1.0,Bologna,4.199999999999999,2.4000000000000004,-0.2,-0.2,5.600000000000001,1.200000000000001,0.19999999999999973,0.0,20_21,10.0,0.0,V
569,Torino,2021-01-29,N,0.3999999999999999,Fiorentina,2.1999999999999993,0.0,-0.2,-0.2,3.799999999999997,3.6000000000000014,0.6000000000000001,0.0,20_21,3.0,5.0,P
570,Sampdoria,2021-01-30,P,-1.0,Juventus,-9.0,-4.8,0.4,0.4,-11.399999999999999,-0.7999999999999989,-0.19999999999999973,0.0,20_21,2.0,9.0,P
571,Inter,2021-01-30,V,1.0000000000000002,Benevento,2.6000000000000014,2.4,-0.2,-0.2,6.200000000000003,-0.5999999999999996,0.0,-0.2,20_21,11.0,0.0,V
572,Bologna,2021-01-30,P,-0.7999999999999999,Milan,0.3999999999999986,-0.3999999999999999,-0.39999999999999997,-0.39999999999999997,3.200000000000003,-1.8000000000000007,-0.7999999999999998,-0.2,20_21,0.0,9.0,N
573,Roma,2021-01-31,V,0.6000000000000001,Hellas Verona,2.1999999999999993,1.4000000000000004,0.2,0.2,5.0,4.600000000000001,1.4000000000000001,0.0,20_21,8.0,2.0,V
574,Spezia,2021-01-31,P,0.3999999999999999,Udinese,-5.199999999999999,-1.8000000000000003,0.4,0.4,2.6000000000000014,0.1999999999999993,1.4,0.6,20_21,3.0,8.0,P
575,Cagliari,2021-01-31,N,-0.7999999999999999,Sassuolo,0.20000000000000107,0.0,-0.2,0.0,-4.200000000000003,-1.4000000000000004,0.7999999999999998,0.2,20_21,1.0,2.0,N
576,Atalanta,2021-01-31,P,0.20000000000000018,Lazio,4.6,1.4000000000000004,0.0,0.0,7.600000000000001,5.200000000000001,-1.6,0.0,20_21,4.0,1.0,V
577,Crotone,2021-01-31,P,0.8,Genoa,1.0,-1.2000000000000002,0.2,0.2,12.800000000000004,2.1999999999999993,0.20000000000000018,0.0,20_21,0.0,11.0,N
578,Napoli,2021-01-31,V,2.5999999999999996,Parma,9.600000000000001,3.6000000000000005,0.6,0.6,8.800000000000004,-3.5999999999999996,-0.3999999999999999,0.0,20_21,8.0,3.0,V
579,Fiorentina,2021-02-05,P,-0.8,Inter,-5.0,-2.3999999999999995,0.2,0.0,-6.399999999999999,0.5999999999999996,-1.0000000000000002,0.4,20_21,0.0,5.0,P
580,Atalanta,2021-02-06,N,1.0,Torino,3.799999999999999,2.8000000000000003,0.2,0.2,2.6000000000000014,2.0,-1.0000000000000002,0.0,20_21,4.0,3.0,N
581,Juventus,2021-02-06,V,-0.3999999999999999,Roma,3.4000000000000004,1.0,-0.2,-0.2,4.0,-4.600000000000001,-0.3999999999999999,0.0,20_21,7.0,2.0,N
582,Sassuolo,2021-02-06,P,-0.19999999999999996,Spezia,5.4,-0.6000000000000001,-0.2,-0.2,8.600000000000001,-2.1999999999999993,-1.4,-0.39999999999999997,20_21,9.0,1.0,V
583,Genoa,2021-02-06,V,-1.0,Napoli,-6.0,-0.5999999999999996,-0.4,-0.4,-15.599999999999994,3.4000000000000004,0.0,0.0,20_21,1.0,7.0,N
584,Lazio,2021-02-07,V,2.0,Cagliari,3.0,2.8,0.0,-0.2,-2.0,2.5999999999999996,0.0,-0.2,20_21,9.0,0.0,V
585,Udinese,2021-02-07,V,-0.5999999999999999,Hellas Verona,-0.5999999999999996,0.0,0.2,0.2,-11.200000000000003,3.4000000000000004,0.7999999999999998,0.2,20_21,5.0,2.0,N
586,Milan,2021-02-07,V,0.0,Crotone,1.5999999999999996,2.2,0.6,0.8,-1.6000000000000014,-0.40000000000000213,0.3999999999999999,0.2,20_21,11.0,0.0,V
587,Benevento,2021-02-07,N,-0.19999999999999996,Sampdoria,0.20000000000000107,-0.19999999999999973,-0.2,-0.2,-1.0,0.8000000000000007,0.0,0.2,20_21,3.0,7.0,N
588,Parma,2021-02-07,P,-0.6000000000000001,Bologna,-4.800000000000001,-1.7999999999999998,-0.2,-0.2,-1.4000000000000057,-0.8000000000000007,0.3999999999999999,-0.2,20_21,0.0,7.0,P
589,Bologna,2021-02-12,N,0.0,Benevento,4.0,1.4,0.0,0.0,7.200000000000003,-1.4000000000000004,-1.2000000000000002,-0.2,20_21,8.0,2.0,V
590,Napoli,2021-02-13,V,0.5999999999999999,Juventus,1.200000000000001,-0.5999999999999996,0.4,0.4,2.0,-1.5999999999999996,-0.6000000000000001,0.0,20_21,4.0,6.0,V
591,Spezia,2021-02-13,V,-0.6000000000000001,Milan,-4.200000000000001,-2.0,-0.39999999999999997,-0.6000000000000001,-0.5999999999999943,1.6000000000000014,0.6000000000000001,0.2,20_21,2.0,9.0,P
592,Torino,2021-02-13,N,-0.40000000000000013,Genoa,5.200000000000001,-1.2000000000000002,0.0,0.2,16.4,3.3999999999999986,0.7999999999999998,0.0,20_21,8.0,1.0,V
