,Data,Casa,Punteggio,Ospiti
53,2018-09-23,frosinone,0–2,juventus
55,2018-09-25,inter,2–1,fiorentina
56,2018-09-26,udinese,1–2,lazio
57,2018-09-26,roma,4–0,frosinone
58,2018-09-26,juventus,2–0,bologna
59,2018-09-26,genoa,2–0,chievo
60,2018-09-26,napoli,3–0,parma
61,2018-09-26,atalanta,0–0,torino
62,2018-09-26,cagliari,0–0,sampdoria
63,2018-09-27,spal,0–2,sassuolo
64,2018-09-27,empoli,1–1,milan
66,2018-09-29,roma,3–1,lazio
67,2018-09-29,juventus,3–1,napoli
68,2018-09-29,inter,2–0,cagliari
69,2018-09-30,bologna,2–1,udinese
70,2018-09-30,chievo,0–1,torino
71,2018-09-30,fiorentina,2–0,atalanta
72,2018-09-30,frosinone,1–2,genoa
73,2018-09-30,parma,1–0,empoli
74,2018-09-30,sassuolo,1–4,milan
75,2018-10-01,sampdoria,2–1,spal
77,2018-10-05,torino,3–2,frosinone
78,2018-10-06,cagliari,2–0,bologna
79,2018-10-06,udinese,0–2,juventus
80,2018-10-06,empoli,0–2,roma
81,2018-10-07,genoa,1–3,parma
82,2018-10-07,atalanta,0–1,sampdoria
83,2018-10-07,lazio,1–0,fiorentina
84,2018-10-07,milan,3–1,chievo
85,2018-10-07,napoli,2–0,sassuolo
86,2018-10-07,spal,1–2,inter
88,2018-10-20,roma,0–2,spal
89,2018-10-20,juventus,1–1,genoa
90,2018-10-20,udinese,0–3,napoli
91,2018-10-21,frosinone,3–3,empoli
92,2018-10-21,parma,0–2,lazio
93,2018-10-21,chievo,1–5,atalanta
94,2018-10-21,bologna,2–2,torino
95,2018-10-21,fiorentina,1–1,cagliari
96,2018-10-21,inter,1–0,milan
97,2018-10-22,sampdoria,0–0,sassuolo
99,2018-10-27,atalanta,3–0,parma
100,2018-10-27,empoli,1–2,juventus
101,2018-10-27,torino,1–1,fiorentina
102,2018-10-28,sassuolo,2–2,bologna
103,2018-10-28,spal,0–3,frosinone
104,2018-10-28,cagliari,2–1,chievo
105,2018-10-28,genoa,2–2,udinese
106,2018-10-28,milan,3–2,sampdoria
107,2018-10-28,napoli,1–1,roma
108,2018-10-29,lazio,0–3,inter
110,2018-10-31,milan,2–1,genoa
112,2018-11-02,napoli,5–1,empoli
113,2018-11-03,inter,5–0,genoa
114,2018-11-03,fiorentina,1–1,roma
115,2018-11-03,juventus,3–1,cagliari
116,2018-11-04,lazio,4–1,spal
117,2018-11-04,chievo,0–2,sassuolo
118,2018-11-04,sampdoria,1–4,torino
119,2018-11-04,parma,0–0,frosinone
120,2018-11-04,bologna,1–2,atalanta
121,2018-11-04,udinese,0–1,milan
123,2018-11-09,frosinone,1–1,fiorentina
124,2018-11-10,torino,1–2,parma
125,2018-11-10,spal,2–2,cagliari
126,2018-11-10,genoa,1–2,napoli
127,2018-11-11,atalanta,4–1,inter
128,2018-11-11,chievo,2–2,bologna
129,2018-11-11,roma,4–1,sampdoria
130,2018-11-11,empoli,2–1,udinese
131,2018-11-11,sassuolo,1–1,lazio
132,2018-11-11,milan,0–2,juventus
134,2018-11-24,udinese,1–0,roma
135,2018-11-24,juventus,2–0,spal
136,2018-11-24,inter,3–0,frosinone
137,2018-11-25,parma,2–1,sassuolo
138,2018-11-25,bologna,0–0,fiorentina
139,2018-11-25,empoli,3–2,atalanta
140,2018-11-25,napoli,0–0,chievo
141,2018-11-25,lazio,1–1,milan
142,2018-11-25,genoa,1–1,sampdoria
143,2018-11-26,cagliari,0–0,torino
145,2018-12-01,spal,2–2,empoli
146,2018-12-01,fiorentina,0–3,juventus
147,2018-12-01,sampdoria,4–1,bologna
148,2018-12-02,milan,2–1,parma
149,2018-12-02,frosinone,1–1,cagliari
150,2018-12-02,torino,2–1,genoa
151,2018-12-02,sassuolo,0–0,udinese
152,2018-12-02,chievo,1–1,lazio
153,2018-12-02,roma,2–2,inter
154,2018-12-03,atalanta,1–2,napoli
156,2018-12-07,juventus,1–0,inter
157,2018-12-08,napoli,4–0,frosinone
158,2018-12-08,cagliari,2–2,roma
159,2018-12-08,lazio,2–2,sampdoria
160,2018-12-09,sassuolo,3–3,fiorentina
161,2018-12-09,parma,1–1,chievo
162,2018-12-09,udinese,1–3,atalanta
163,2018-12-09,empoli,2–1,bologna
164,2018-12-09,genoa,1–1,spal
165,2018-12-09,milan,0–0,torino
167,2018-12-15,inter,1–0,udinese
168,2018-12-15,torino,0–1,juventus
169,2018-12-16,spal,0–0,chievo
170,2018-12-16,sampdoria,2–0,parma
171,2018-12-16,fiorentina,3–1,empoli
172,2018-12-16,frosinone,0–2,sassuolo
173,2018-12-16,cagliari,0–1,napoli
174,2018-12-16,roma,3–2,genoa
175,2018-12-17,atalanta,1–0,lazio
176,2018-12-18,bologna,0–0,milan
178,2018-12-22,lazio,3–1,cagliari
179,2018-12-22,empoli,2–4,sampdoria
180,2018-12-22,genoa,3–1,atalanta
181,2018-12-22,sassuolo,1–1,torino
182,2018-12-22,milan,0–1,fiorentina
183,2018-12-22,napoli,1–0,spal
184,2018-12-22,udinese,1–1,frosinone
185,2018-12-22,parma,0–0,bologna
186,2018-12-22,chievo,1–1,inter
187,2018-12-22,juventus,1–0,roma
189,2018-12-26,frosinone,0–0,milan
190,2018-12-26,cagliari,1–0,genoa
191,2018-12-26,fiorentina,0–1,parma
192,2018-12-26,bologna,0–2,lazio
193,2018-12-26,atalanta,2–2,juventus
194,2018-12-26,sampdoria,2–0,chievo
195,2018-12-26,torino,3–0,empoli
196,2018-12-26,roma,3–1,sassuolo
197,2018-12-26,spal,0–0,udinese
198,2018-12-26,inter,1–0,napoli
200,2018-12-29,juventus,2–1,sampdoria
201,2018-12-29,genoa,0–0,fiorentina
202,2018-12-29,lazio,1–1,torino
203,2018-12-29,udinese,2–0,cagliari
204,2018-12-29,sassuolo,2–6,atalanta
205,2018-12-29,parma,0–2,roma
206,2018-12-29,chievo,1–0,frosinone
207,2018-12-29,empoli,0–1,inter
208,2018-12-29,napoli,3–2,bologna
209,2018-12-29,milan,2–1,spal
211,2019-01-19,roma,3–2,torino
212,2019-01-19,udinese,1–2,parma
213,2019-01-19,inter,0–0,sassuolo
214,2019-01-20,frosinone,0–5,atalanta
215,2019-01-20,spal,1–1,bologna
216,2019-01-20,fiorentina,3–3,sampdoria
217,2019-01-20,cagliari,2–2,empoli
218,2019-01-20,napoli,2–1,lazio
219,2019-01-21,genoa,0–2,milan
220,2019-01-21,juventus,3–0,chievo
222,2019-01-26,sassuolo,3–0,cagliari
223,2019-01-26,sampdoria,4–0,udinese
224,2019-01-26,milan,0–0,napoli
225,2019-01-27,chievo,3–4,fiorentina
226,2019-01-27,bologna,0–4,frosinone
227,2019-01-27,parma,2–3,spal
228,2019-01-27,atalanta,3–3,roma
229,2019-01-27,torino,1–0,inter
230,2019-01-27,lazio,1–2,juventus
231,2019-01-28,empoli,1–3,genoa
233,2019-02-02,empoli,2–2,chievo
234,2019-02-02,napoli,3–0,sampdoria
235,2019-02-02,juventus,3–3,parma
236,2019-02-03,spal,0–0,torino
237,2019-02-03,genoa,1–1,sassuolo
238,2019-02-03,udinese,1–1,fiorentina
239,2019-02-03,inter,0–1,bologna
240,2019-02-03,roma,1–1,milan
241,2019-02-04,frosinone,0–1,lazio
242,2019-02-04,cagliari,0–1,atalanta
244,2019-02-07,lazio,1–0,empoli
245,2019-02-08,chievo,0–3,roma
246,2019-02-09,fiorentina,0–0,napoli
247,2019-02-09,parma,0–1,inter
248,2019-02-10,bologna,1–1,genoa
249,2019-02-10,atalanta,2–1,spal
250,2019-02-10,sampdoria,0–1,frosinone
251,2019-02-10,torino,1–0,udinese
252,2019-02-10,sassuolo,0–3,juventus
253,2019-02-10,milan,3–0,cagliari
255,2019-02-15,juventus,3–0,frosinone
256,2019-02-16,cagliari,2–1,parma
257,2019-02-16,atalanta,1–3,milan
258,2019-02-17,spal,1–4,fiorentina
259,2019-02-17,udinese,1–0,chievo
260,2019-02-17,empoli,3–0,sassuolo
261,2019-02-17,genoa,2–1,lazio
262,2019-02-17,inter,2–1,sampdoria
263,2019-02-17,napoli,0–0,torino
264,2019-02-18,roma,2–1,bologna
266,2019-02-22,milan,3–0,empoli
267,2019-02-23,torino,2–0,atalanta
268,2019-02-23,frosinone,2–3,roma
269,2019-02-24,sampdoria,1–0,cagliari
270,2019-02-24,bologna,0–1,juventus
271,2019-02-24,chievo,0–0,genoa
272,2019-02-24,sassuolo,1–1,spal
273,2019-02-24,parma,0–4,napoli
274,2019-02-24,fiorentina,3–3,inter
276,2019-03-01,cagliari,2–1,inter
277,2019-03-02,empoli,3–3,parma
278,2019-03-02,milan,1–0,sassuolo
279,2019-03-02,lazio,3–0,roma
280,2019-03-03,torino,3–0,chievo
281,2019-03-03,spal,1–2,sampdoria
282,2019-03-03,genoa,0–0,frosinone
283,2019-03-03,udinese,2–1,bologna
284,2019-03-03,atalanta,3–1,fiorentina
285,2019-03-03,napoli,1–2,juventus
287,2019-03-08,juventus,4–1,udinese
288,2019-03-09,parma,1–0,genoa
289,2019-03-09,chievo,1–2,milan
290,2019-03-10,bologna,2–0,cagliari
291,2019-03-10,frosinone,1–2,torino
292,2019-03-10,sampdoria,1–2,atalanta
293,2019-03-10,inter,2–0,spal
294,2019-03-10,sassuolo,1–1,napoli
295,2019-03-10,fiorentina,1–1,lazio
296,2019-03-11,roma,2–1,empoli
298,2019-03-15,cagliari,2–1,fiorentina
299,2019-03-16,sassuolo,3–5,sampdoria
300,2019-03-16,spal,2–1,roma
301,2019-03-16,torino,2–3,bologna
302,2019-03-17,genoa,2–0,juventus
303,2019-03-17,atalanta,1–1,chievo
304,2019-03-17,lazio,4–1,parma
305,2019-03-17,empoli,2–1,frosinone
306,2019-03-17,napoli,4–2,udinese
307,2019-03-17,milan,2–3,inter
309,2019-03-29,chievo,0–3,cagliari
310,2019-03-30,udinese,2–0,genoa
311,2019-03-30,juventus,1–0,empoli
312,2019-03-30,sampdoria,1–0,milan
313,2019-03-31,parma,1–3,atalanta
314,2019-03-31,roma,1–4,napoli
315,2019-03-31,frosinone,0–1,spal
316,2019-03-31,fiorentina,1–1,torino
317,2019-03-31,bologna,2–1,sassuolo
318,2019-03-31,inter,0–1,lazio
320,2019-04-02,milan,1–1,udinese
321,2019-04-02,cagliari,0–2,juventus
322,2019-04-03,empoli,2–1,napoli
323,2019-04-03,roma,2–2,fiorentina
324,2019-04-03,spal,1–0,lazio
325,2019-04-03,frosinone,3–2,parma
326,2019-04-03,genoa,0–4,inter
327,2019-04-03,torino,2–1,sampdoria
328,2019-04-04,sassuolo,4–0,chievo
329,2019-04-04,atalanta,4–1,bologna
331,2019-04-06,parma,0–0,torino
332,2019-04-06,juventus,2–1,milan
333,2019-04-06,sampdoria,0–1,roma
334,2019-04-07,fiorentina,0–1,frosinone
335,2019-04-07,udinese,3–2,empoli
336,2019-04-07,cagliari,2–1,spal
337,2019-04-07,inter,0–0,atalanta
338,2019-04-07,lazio,2–2,sassuolo
339,2019-04-07,napoli,1–1,genoa
340,2019-04-08,bologna,3–0,chievo
342,2019-04-13,spal,2–1,juventus
343,2019-04-13,roma,1–0,udinese
344,2019-04-13,milan,1–0,lazio
345,2019-04-14,torino,1–1,cagliari
346,2019-04-14,sampdoria,2–0,genoa
347,2019-04-14,sassuolo,0–0,parma
348,2019-04-14,fiorentina,0–0,bologna
349,2019-04-14,chievo,1–3,napoli
350,2019-04-14,frosinone,1–3,inter
351,2019-04-15,atalanta,0–0,empoli
353,2019-04-17,lazio,2–0,udinese
355,2019-04-20,parma,1–1,milan
356,2019-04-20,lazio,1–2,chievo
357,2019-04-20,empoli,2–4,spal
358,2019-04-20,genoa,0–1,torino
359,2019-04-20,bologna,3–0,sampdoria
360,2019-04-20,cagliari,1–0,frosinone
361,2019-04-20,udinese,1–1,sassuolo
362,2019-04-20,juventus,2–1,fiorentina
363,2019-04-20,inter,1–1,roma
364,2019-04-22,napoli,1–2,atalanta
366,2019-04-27,bologna,3–1,empoli
367,2019-04-27,roma,3–0,cagliari
368,2019-04-27,inter,1–1,juventus
369,2019-04-28,frosinone,0–2,napoli
370,2019-04-28,chievo,1–1,parma
371,2019-04-28,spal,1–1,genoa
372,2019-04-28,sampdoria,1–2,lazio
373,2019-04-28,torino,2–0,milan
374,2019-04-29,atalanta,2–0,udinese
375,2019-04-29,fiorentina,0–1,sassuolo
377,2019-05-03,juventus,1–1,torino
378,2019-05-04,chievo,0–4,spal
379,2019-05-04,udinese,0–0,inter
380,2019-05-05,empoli,1–0,fiorentina
381,2019-05-05,sassuolo,2–2,frosinone
382,2019-05-05,parma,3–3,sampdoria
383,2019-05-05,lazio,1–3,atalanta
384,2019-05-05,genoa,1–1,roma
385,2019-05-05,napoli,2–1,cagliari
386,2019-05-06,milan,2–1,bologna
388,2019-05-11,atalanta,2–1,genoa
389,2019-05-11,cagliari,1–2,lazio
390,2019-05-11,fiorentina,0–1,milan
391,2019-05-12,torino,3–2,sassuolo
392,2019-05-12,frosinone,1–3,udinese
393,2019-05-12,sampdoria,1–2,empoli
394,2019-05-12,spal,1–2,napoli
395,2019-05-12,roma,2–0,juventus
396,2019-05-13,bologna,4–1,parma
397,2019-05-13,inter,2–0,chievo
399,2019-05-18,udinese,3–2,spal
400,2019-05-18,genoa,1–1,cagliari
401,2019-05-18,sassuolo,0–0,roma
402,2019-05-19,chievo,0–0,sampdoria
403,2019-05-19,empoli,4–1,torino
404,2019-05-19,parma,1–0,fiorentina
405,2019-05-19,milan,2–0,frosinone
406,2019-05-19,juventus,1–1,atalanta
407,2019-05-19,napoli,4–1,inter
408,2019-05-20,lazio,3–3,bologna
410,2019-05-25,frosinone,0–0,chievo
411,2019-05-25,bologna,3–2,napoli
412,2019-05-26,torino,3–1,lazio
413,2019-05-26,sampdoria,2–0,juventus
414,2019-05-26,cagliari,1–2,udinese
415,2019-05-26,atalanta,3–1,sassuolo
416,2019-05-26,fiorentina,0–0,genoa
417,2019-05-26,spal,2–3,milan
418,2019-05-26,roma,2–1,parma
419,2019-05-26,inter,2–1,empoli
