,id,h_team,h_goals,a_team,a_goals,result,date,matchday,h_total_shots,h_shots_on_target,a_total_shots,a_shots_on_target,h_goals_on_penalty,h_total_penalties,a_goals_on_penalty,a_total_penalties,h_completed_passings,h_total_passings,a_completed_passings,a_total_passings,h_corners,a_corners,h_fouls,h_yellow_cards,h_red_cards,a_yellow_cards,a_red_cards,a_fouls,h_percentage_possession,a_percentage_possession
0,107,Roma,1,Milan,2,P,2021-10-31,Giornata n. 11,24.0,6.0,7.0,2.0,0,0,1,1,351.0,425.0,357.0,431.0,5.0,2.0,23.0,4,0,7,1,14.0,50.0,50.0
0,108,Sassuolo,1,Empoli,2,P,2021-10-31,Giornata n. 11,15.0,5.0,13.0,4.0,0,0,1,1,471.0,549.0,323.0,418.0,4.0,6.0,20.0,4,0,2,0,15.0,57.0,43.0
0,109,Bologna,2,Cagliari,0,V,2021-11-01,Giornata n. 11,8.0,3.0,9.0,2.0,0,0,0,0,553.0,638.0,400.0,476.0,5.0,2.0,13.0,3,0,2,1,10.0,57.0,43.0
0,110,Empoli,2,Genoa,2,N,2021-11-05,Giornata n. 12,10.0,2.0,14.0,6.0,0,0,1,1,341.0,467.0,302.0,417.0,4.0,5.0,9.0,0,0,4,0,22.0,53.0,47.0
0,111,Cagliari,1,Atalanta,2,P,2021-11-06,Giornata n. 12,7.0,1.0,20.0,8.0,0,0,0,0,287.0,389.0,539.0,641.0,2.0,7.0,16.0,1,0,1,0,10.0,38.0,62.0
0,112,Juventus,1,Fiorentina,0,V,2021-11-06,Giornata n. 12,13.0,3.0,6.0,1.0,0,0,0,0,344.0,428.0,335.0,426.0,5.0,5.0,17.0,2,0,4,1,17.0,50.0,50.0
0,113,Spezia,1,Torino,0,V,2021-11-06,Giornata n. 12,7.0,3.0,10.0,1.0,0,0,0,0,255.0,360.0,420.0,522.0,2.0,3.0,16.0,3,0,3,0,19.0,41.0,59.0
0,114,Udinese,3,Sassuolo,2,V,2021-11-07,Giornata n. 12,13.0,2.0,10.0,4.0,0,0,0,0,285.0,378.0,513.0,616.0,1.0,5.0,14.0,3,1,3,0,15.0,38.0,62.0
0,115,Milan,1,Inter,1,N,2021-11-07,Giornata n. 12,16.0,4.0,12.0,0.0,0,0,1,2,356.0,436.0,333.0,426.0,4.0,8.0,17.0,1,0,0,0,11.0,51.0,49.0
0,116,Sampdoria,1,Bologna,2,P,2021-11-07,Giornata n. 12,10.0,4.0,14.0,6.0,0,0,0,0,317.0,455.0,410.0,516.0,6.0,5.0,16.0,4,0,1,0,14.0,47.0,53.0
0,117,Venezia,3,Roma,2,V,2021-11-07,Giornata n. 12,12.0,6.0,28.0,8.0,1,1,0,0,269.0,348.0,430.0,535.0,4.0,11.0,13.0,2,0,2,0,19.0,39.0,61.0
0,118,Lazio,3,Salernitana,0,V,2021-11-07,Giornata n. 12,17.0,5.0,5.0,0.0,0,0,0,0,640.0,712.0,404.0,476.0,5.0,1.0,8.0,1,0,2,0,14.0,60.0,40.0
0,119,Napoli,1,Hellas Verona,1,N,2021-11-07,Giornata n. 12,16.0,1.0,11.0,3.0,0,0,0,0,454.0,543.0,304.0,390.0,3.0,2.0,16.0,2,0,7,2,18.0,58.0,42.0
0,120,Fiorentina,4,Milan,3,V,2021-11-20,Giornata n. 13,9.0,5.0,16.0,6.0,0,0,0,0,361.0,449.0,452.0,542.0,5.0,6.0,7.0,1,0,1,0,13.0,45.0,55.0
0,121,Atalanta,5,Spezia,2,V,2021-11-20,Giornata n. 13,17.0,8.0,10.0,5.0,1,1,0,0,449.0,529.0,417.0,519.0,0.0,6.0,11.0,2,0,3,0,13.0,50.0,50.0
0,122,Lazio,0,Juventus,2,P,2021-11-20,Giornata n. 13,8.0,1.0,9.0,3.0,0,0,2,2,580.0,662.0,431.0,505.0,3.0,2.0,12.0,3,0,1,0,16.0,57.0,43.0
0,123,Sassuolo,2,Cagliari,2,N,2021-11-21,Giornata n. 13,19.0,3.0,10.0,3.0,1,1,1,1,469.0,545.0,297.0,392.0,6.0,5.0,13.0,1,0,2,0,11.0,58.0,42.0
0,124,Inter,3,Napoli,2,V,2021-11-21,Giornata n. 13,16.0,6.0,9.0,3.0,1,1,0,0,328.0,408.0,431.0,517.0,4.0,1.0,18.0,4,0,3,0,19.0,44.0,56.0
0,125,Genoa,0,Roma,2,P,2021-11-21,Giornata n. 13,1.0,1.0,18.0,3.0,0,0,0,0,342.0,425.0,515.0,609.0,2.0,7.0,12.0,3,0,2,0,15.0,41.0,59.0
0,126,Bologna,0,Venezia,1,P,2021-11-21,Giornata n. 13,24.0,6.0,8.0,6.0,0,0,0,0,603.0,711.0,282.0,353.0,17.0,0.0,6.0,0,0,3,0,11.0,67.0,33.0
0,127,Salernitana,0,Sampdoria,2,P,2021-11-21,Giornata n. 13,18.0,3.0,13.0,6.0,0,0,0,0,373.0,489.0,301.0,405.0,13.0,3.0,12.0,0,0,3,0,22.0,55.0,45.0
0,128,Torino,2,Udinese,1,V,2021-11-22,Giornata n. 13,14.0,3.0,18.0,7.0,0,0,0,0,367.0,479.0,351.0,461.0,4.0,7.0,20.0,1,0,3,0,21.0,51.0,49.0
0,129,Hellas Verona,2,Empoli,1,V,2021-11-22,Giornata n. 13,22.0,4.0,9.0,3.0,0,0,0,0,403.0,515.0,278.0,401.0,1.0,3.0,8.0,1,0,3,0,14.0,56.0,44.0
0,130,Cagliari,1,Salernitana,1,N,2021-11-26,Giornata n. 14,19.0,3.0,8.0,2.0,0,0,0,0,401.0,505.0,273.0,374.0,7.0,6.0,16.0,3,0,1,0,10.0,57.0,43.0
0,131,Sampdoria,3,Hellas Verona,1,V,2021-11-27,Giornata n. 14,15.0,6.0,15.0,4.0,0,0,0,0,246.0,365.0,405.0,495.0,4.0,5.0,16.0,4,0,1,0,17.0,42.0,58.0
0,132,Venezia,0,Inter,2,P,2021-11-27,Giornata n. 14,6.0,1.0,26.0,10.0,0,0,1,1,412.0,492.0,540.0,619.0,3.0,9.0,13.0,2,0,0,0,8.0,44.0,56.0
0,133,Empoli,2,Fiorentina,1,V,2021-11-27,Giornata n. 14,17.0,5.0,16.0,7.0,0,0,0,0,374.0,475.0,372.0,465.0,8.0,5.0,18.0,1,0,1,0,11.0,51.0,49.0
0,134,Juventus,0,Atalanta,1,P,2021-11-27,Giornata n. 14,15.0,2.0,7.0,1.0,0,0,0,0,491.0,586.0,307.0,405.0,6.0,4.0,16.0,4,0,5,0,23.0,59.0,41.0
0,135,Udinese,0,Genoa,0,N,2021-11-28,Giornata n. 14,16.0,3.0,9.0,2.0,0,0,0,0,323.0,416.0,446.0,554.0,8.0,1.0,19.0,3,0,4,0,11.0,43.0,57.0
0,136,Spezia,0,Bologna,1,P,2021-11-28,Giornata n. 14,14.0,6.0,16.0,4.0,0,0,1,1,330.0,419.0,463.0,561.0,3.0,6.0,17.0,3,0,1,0,12.0,43.0,57.0
0,137,Milan,1,Sassuolo,3,P,2021-11-28,Giornata n. 14,15.0,2.0,15.0,5.0,0,0,0,0,357.0,452.0,367.0,458.0,7.0,6.0,15.0,4,1,2,0,8.0,50.0,50.0
0,138,Napoli,4,Lazio,0,V,2021-11-28,Giornata n. 14,18.0,8.0,6.0,2.0,0,0,0,0,759.0,822.0,446.0,514.0,1.0,3.0,12.0,2,0,4,0,15.0,62.0,38.0
0,139,Roma,1,Torino,0,V,2021-11-28,Giornata n. 14,10.0,2.0,18.0,3.0,0,0,0,0,227.0,306.0,540.0,648.0,2.0,9.0,8.0,2,0,1,0,11.0,32.0,68.0
0,140,Atalanta,4,Venezia,0,V,2021-11-30,Giornata n. 15,19.0,6.0,8.0,4.0,0,0,0,0,551.0,636.0,372.0,461.0,4.0,2.0,12.0,0,0,1,0,12.0,58.0,42.0
0,141,Fiorentina,3,Sampdoria,1,V,2021-11-30,Giornata n. 15,17.0,7.0,11.0,4.0,0,0,0,0,533.0,612.0,311.0,411.0,3.0,6.0,6.0,0,0,3,0,17.0,60.0,40.0
0,142,Hellas Verona,0,Cagliari,0,N,2021-11-30,Giornata n. 15,15.0,6.0,12.0,3.0,0,0,0,0,524.0,639.0,174.0,295.0,11.0,1.0,17.0,3,0,2,0,14.0,68.0,32.0
0,143,Salernitana,0,Juventus,2,P,2021-11-30,Giornata n. 15,4.0,0.0,17.0,7.0,0,0,0,1,241.0,321.0,775.0,850.0,4.0,4.0,15.0,1,0,1,0,11.0,27.0,73.0
0,144,Sassuolo,2,Napoli,2,N,2021-12-01,Giornata n. 15,9.0,7.0,9.0,4.0,0,0,0,0,441.0,508.0,413.0,502.0,5.0,4.0,11.0,4,0,2,0,20.0,50.0,50.0
0,145,Bologna,1,Roma,0,V,2021-12-01,Giornata n. 15,6.0,3.0,13.0,5.0,0,0,0,0,325.0,421.0,478.0,571.0,3.0,3.0,9.0,3,0,4,0,18.0,42.0,58.0
0,146,Genoa,0,Milan,3,P,2021-12-01,Giornata n. 15,11.0,3.0,18.0,5.0,0,0,0,0,365.0,442.0,518.0,604.0,2.0,6.0,15.0,2,0,1,0,16.0,42.0,58.0
0,147,Inter,2,Spezia,0,V,2021-12-01,Giornata n. 15,30.0,10.0,7.0,4.0,1,1,0,0,618.0,697.0,334.0,411.0,11.0,1.0,19.0,1,0,2,0,14.0,63.0,37.0
0,148,Torino,2,Empoli,2,N,2021-12-02,Giornata n. 15,10.0,3.0,17.0,5.0,0,0,0,0,259.0,338.0,372.0,480.0,1.0,11.0,8.0,1,1,3,0,17.0,41.0,59.0
0,149,Lazio,4,Udinese,4,N,2021-12-02,Giornata n. 15,13.0,5.0,13.0,5.0,0,0,0,0,517.0,607.0,299.0,374.0,5.0,4.0,11.0,3,1,5,2,12.0,62.0,38.0
0,150,Milan,2,Salernitana,0,V,2021-12-04,Giornata n. 16,22.0,7.0,7.0,2.0,0,0,0,0,668.0,749.0,236.0,317.0,9.0,5.0,11.0,1,0,2,0,11.0,70.0,30.0
0,151,Roma,0,Inter,3,P,2021-12-04,Giornata n. 16,9.0,1.0,10.0,4.0,0,0,0,0,357.0,414.0,736.0,803.0,4.0,3.0,12.0,3,0,1,0,7.0,34.0,66.0
0,152,Napoli,2,Atalanta,3,P,2021-12-04,Giornata n. 16,15.0,4.0,21.0,7.0,0,0,0,0,481.0,568.0,391.0,466.0,6.0,7.0,19.0,2,0,3,0,21.0,55.0,45.0
0,153,Venezia,3,Hellas Verona,4,P,2021-12-05,Giornata n. 16,9.0,5.0,15.0,5.0,0,0,1,1,281.0,384.0,376.0,483.0,1.0,6.0,12.0,2,1,2,0,15.0,44.0,56.0
0,154,Spezia,2,Sassuolo,2,N,2021-12-05,Giornata n. 16,9.0,4.0,20.0,5.0,0,0,0,0,264.0,352.0,566.0,649.0,2.0,5.0,15.0,4,0,3,0,10.0,35.0,65.0
0,155,Sampdoria,1,Lazio,3,P,2021-12-05,Giornata n. 16,18.0,5.0,6.0,5.0,0,0,0,0,443.0,560.0,503.0,600.0,7.0,0.0,16.0,4,0,3,1,10.0,48.0,52.0
0,156,Bologna,2,Fiorentina,3,P,2021-12-05,Giornata n. 16,8.0,3.0,5.0,2.0,0,0,1,1,288.0,366.0,534.0,622.0,0.0,2.0,12.0,3,0,3,0,16.0,37.0,63.0
0,157,Juventus,2,Genoa,0,V,2021-12-05,Giornata n. 16,27.0,12.0,0.0,0.0,0,0,0,0,705.0,785.0,253.0,340.0,4.0,1.0,15.0,3,0,1,0,8.0,70.0,30.0
0,158,Cagliari,1,Torino,1,N,2021-12-06,Giornata n. 16,16.0,2.0,8.0,3.0,0,0,0,0,288.0,440.0,285.0,408.0,5.0,2.0,12.0,2,0,4,0,28.0,52.0,48.0
0,159,Empoli,3,Udinese,1,V,2021-12-06,Giornata n. 16,22.0,8.0,19.0,8.0,0,0,0,0,442.0,536.0,319.0,411.0,8.0,6.0,15.0,4,0,3,0,20.0,57.0,43.0
0,160,Genoa,1,Sampdoria,3,P,2021-12-10,Giornata n. 17,12.0,2.0,14.0,5.0,0,0,0,0,360.0,493.0,284.0,423.0,8.0,3.0,15.0,2,0,2,0,18.0,54.0,46.0
0,161,Udinese,1,Milan,1,N,2021-12-11,Giornata n. 17,11.0,6.0,12.0,1.0,0,0,0,0,259.0,348.0,572.0,687.0,3.0,5.0,21.0,2,1,2,0,11.0,34.0,66.0
0,162,Fiorentina,4,Salernitana,0,V,2021-12-11,Giornata n. 17,17.0,9.0,11.0,6.0,0,0,0,0,678.0,768.0,251.0,336.0,1.0,3.0,10.0,1,0,1,0,12.0,70.0,30.0
0,163,Venezia,1,Juventus,1,N,2021-12-11,Giornata n. 17,13.0,4.0,20.0,6.0,0,0,0,0,302.0,404.0,501.0,611.0,3.0,11.0,20.0,4,0,2,0,13.0,40.0,60.0
0,164,Napoli,0,Empoli,1,P,2021-12-12,Giornata n. 17,30.0,6.0,12.0,5.0,0,0,0,0,522.0,616.0,334.0,418.0,10.0,3.0,8.0,0,0,1,0,14.0,60.0,40.0
0,165,Hellas Verona,1,Atalanta,2,P,2021-12-12,Giornata n. 17,19.0,3.0,14.0,6.0,0,0,0,0,345.0,513.0,305.0,453.0,6.0,6.0,14.0,2,0,1,0,11.0,53.0,47.0
0,166,Sassuolo,2,Lazio,1,V,2021-12-12,Giornata n. 17,17.0,6.0,6.0,2.0,0,0,0,0,589.0,679.0,388.0,474.0,6.0,0.0,9.0,1,1,2,0,12.0,59.0,41.0
0,167,Inter,4,Cagliari,0,V,2021-12-12,Giornata n. 17,23.0,14.0,5.0,2.0,0,1,0,0,731.0,814.0,201.0,268.0,9.0,0.0,9.0,1,0,2,0,15.0,75.0,25.0
0,168,Torino,2,Bologna,1,V,2021-12-12,Giornata n. 17,16.0,7.0,7.0,4.0,0,0,1,1,330.0,439.0,361.0,465.0,5.0,0.0,18.0,2,0,4,0,19.0,49.0,51.0
0,169,Roma,2,Spezia,0,V,2021-12-13,Giornata n. 17,12.0,5.0,8.0,2.0,0,0,0,0,456.0,555.0,411.0,505.0,9.0,4.0,13.0,4,1,1,0,8.0,52.0,48.0
0,170,Lazio,3,Genoa,1,V,2021-12-17,Giornata n. 18,11.0,5.0,4.0,2.0,0,0,0,0,586.0,677.0,469.0,555.0,5.0,2.0,9.0,0,0,3,0,11.0,55.0,45.0
0,171,Salernitana,0,Inter,5,P,2021-12-17,Giornata n. 18,10.0,2.0,23.0,8.0,0,0,0,0,274.0,353.0,590.0,666.0,3.0,10.0,11.0,1,0,2,0,12.0,35.0,65.0
0,172,Cagliari,0,Udinese,4,P,2021-12-18,Giornata n. 18,5.0,2.0,10.0,5.0,0,0,0,0,436.0,544.0,355.0,448.0,4.0,2.0,12.0,4,1,2,0,15.0,55.0,45.0
0,173,Atalanta,1,Roma,4,P,2021-12-18,Giornata n. 18,17.0,6.0,8.0,5.0,0,0,0,0,606.0,704.0,222.0,294.0,10.0,0.0,11.0,1,0,3,0,18.0,71.0,29.0
0,174,Bologna,0,Juventus,2,P,2021-12-18,Giornata n. 18,11.0,3.0,11.0,7.0,0,0,0,0,476.0,581.0,346.0,435.0,8.0,3.0,10.0,1,0,1,0,20.0,57.0,43.0
0,175,Milan,0,Napoli,1,P,2021-12-19,Giornata n. 18,12.0,2.0,11.0,2.0,0,0,0,0,400.0,518.0,448.0,552.0,5.0,5.0,16.0,0,0,2,0,21.0,48.0,52.0
0,176,Fiorentina,2,Sassuolo,2,N,2021-12-19,Giornata n. 18,23.0,8.0,8.0,4.0,0,0,0,0,472.0,561.0,343.0,425.0,9.0,3.0,7.0,3,1,5,0,18.0,57.0,43.0
0,177,Spezia,1,Empoli,1,N,2021-12-19,Giornata n. 18,9.0,2.0,22.0,7.0,0,0,0,0,220.0,298.0,490.0,590.0,3.0,5.0,24.0,3,0,2,0,12.0,34.0,66.0
0,178,Torino,1,Hellas Verona,0,V,2021-12-19,Giornata n. 18,8.0,1.0,8.0,2.0,0,0,0,0,506.0,621.0,205.0,323.0,5.0,3.0,15.0,1,0,2,1,6.0,66.0,34.0
0,179,Sampdoria,1,Venezia,1,N,2021-12-19,Giornata n. 18,18.0,7.0,12.0,1.0,0,0,0,0,324.0,440.0,339.0,448.0,4.0,3.0,10.0,2,0,1,0,20.0,50.0,50.0
0,180,Juventus,2,Cagliari,0,V,2021-12-21,Giornata n. 19,15.0,4.0,6.0,1.0,0,0,0,0,528.0,623.0,275.0,369.0,7.0,1.0,18.0,0,0,3,0,18.0,63.0,37.0
0,181,Genoa,0,Atalanta,0,N,2021-12-21,Giornata n. 19,1.0,0.0,17.0,3.0,0,0,0,0,205.0,347.0,542.0,711.0,3.0,8.0,16.0,2,0,1,0,16.0,33.0,67.0
0,182,Venezia,1,Lazio,3,P,2021-12-22,Giornata n. 19,10.0,2.0,7.0,4.0,0,0,0,0,446.0,525.0,510.0,587.0,4.0,4.0,13.0,3,1,3,0,12.0,47.0,53.0
0,183,Roma,1,Sampdoria,1,N,2021-12-22,Giornata n. 19,15.0,4.0,9.0,2.0,0,0,0,0,469.0,589.0,389.0,493.0,10.0,2.0,6.0,0,0,3,0,10.0,54.0,46.0
0,184,Napoli,0,Spezia,1,P,2021-12-22,Giornata n. 19,27.0,6.0,8.0,0.0,0,0,0,0,562.0,653.0,261.0,355.0,10.0,5.0,15.0,2,0,3,0,13.0,65.0,35.0
0,185,Sassuolo,0,Bologna,3,P,2021-12-22,Giornata n. 19,13.0,5.0,9.0,5.0,0,0,0,0,477.0,566.0,299.0,390.0,5.0,5.0,15.0,1,0,3,0,14.0,59.0,41.0
0,186,Inter,1,Torino,0,V,2021-12-22,Giornata n. 19,15.0,3.0,12.0,3.0,0,0,0,0,413.0,526.0,342.0,454.0,7.0,4.0,12.0,1,0,0,0,19.0,54.0,46.0
0,187,Empoli,2,Milan,4,P,2021-12-22,Giornata n. 19,15.0,4.0,18.0,8.0,1,1,0,0,415.0,513.0,324.0,409.0,6.0,3.0,18.0,1,0,2,0,16.0,56.0,44.0
0,188,Hellas Verona,1,Fiorentina,1,N,2021-12-22,Giornata n. 19,7.0,2.0,11.0,1.0,0,0,0,0,256.0,380.0,447.0,570.0,3.0,8.0,16.0,2,0,1,0,5.0,40.0,60.0
0,189,Lazio,3,Empoli,3,N,2022-01-06,Giornata n. 20,22.0,8.0,10.0,3.0,0,1,1,1,503.0,586.0,278.0,360.0,9.0,2.0,14.0,4,0,4,0,12.0,62.0,38.0
0,190,Sampdoria,1,Cagliari,2,P,2022-01-06,Giornata n. 20,4.0,2.0,15.0,7.0,0,0,0,0,369.0,496.0,395.0,518.0,0.0,5.0,14.0,1,1,3,0,17.0,49.0,51.0
0,191,Milan,3,Roma,1,V,2022-01-06,Giornata n. 20,17.0,3.0,11.0,5.0,1,2,0,0,347.0,441.0,274.0,364.0,3.0,9.0,6.0,2,0,7,2,20.0,55.0,45.0
0,192,Sassuolo,1,Genoa,1,N,2022-01-06,Giornata n. 20,28.0,7.0,4.0,1.0,0,0,0,0,718.0,810.0,199.0,287.0,7.0,4.0,8.0,3,0,0,0,12.0,74.0,26.0
0,193,Juventus,1,Napoli,1,N,2022-01-06,Giornata n. 20,22.0,5.0,16.0,4.0,0,0,0,0,420.0,493.0,544.0,627.0,4.0,3.0,8.0,2,0,1,0,12.0,44.0,56.0
0,194,Spezia,1,Hellas Verona,2,P,2022-01-06,Giornata n. 20,9.0,3.0,22.0,5.0,0,0,0,0,228.0,348.0,412.0,521.0,6.0,7.0,13.0,3,1,2,0,11.0,40.0,60.0
0,195,Roma,3,Juventus,4,P,2022-01-09,Giornata n. 21,19.0,6.0,14.0,5.0,0,1,0,0,369.0,471.0,349.0,417.0,8.0,1.0,13.0,3,0,4,1,12.0,53.0,47.0
0,196,Napoli,1,Sampdoria,0,V,2022-01-09,Giornata n. 21,22.0,5.0,11.0,1.0,0,0,0,0,672.0,758.0,272.0,346.0,13.0,0.0,13.0,0,0,2,0,12.0,69.0,31.0
0,197,Udinese,2,Atalanta,6,P,2022-01-09,Giornata n. 21,8.0,4.0,21.0,7.0,0,0,0,0,349.0,453.0,568.0,671.0,2.0,5.0,10.0,2,0,2,0,12.0,40.0,60.0
0,198,Venezia,0,Milan,3,P,2022-01-09,Giornata n. 21,10.0,3.0,17.0,6.0,0,0,1,1,332.0,418.0,584.0,670.0,1.0,7.0,11.0,1,1,3,0,15.0,38.0,62.0
0,199,Hellas Verona,1,Salernitana,2,P,2022-01-09,Giornata n. 21,24.0,7.0,8.0,4.0,0,0,1,1,498.0,608.0,157.0,258.0,17.0,4.0,13.0,1,1,3,0,12.0,70.0,30.0
0,200,Inter,2,Lazio,1,V,2022-01-09,Giornata n. 21,17.0,5.0,5.0,2.0,0,0,0,0,602.0,681.0,373.0,456.0,4.0,3.0,11.0,1,0,4,0,17.0,60.0,40.0
0,201,Empoli,1,Sassuolo,5,P,2022-01-09,Giornata n. 21,15.0,4.0,24.0,12.0,0,0,1,1,398.0,485.0,501.0,584.0,5.0,5.0,13.0,2,1,3,0,17.0,45.0,55.0
0,202,Genoa,0,Spezia,1,P,2022-01-09,Giornata n. 21,15.0,2.0,17.0,9.0,0,0,0,0,422.0,539.0,354.0,467.0,7.0,4.0,17.0,3,0,3,0,17.0,54.0,46.0
0,203,Torino,4,Fiorentina,0,V,2022-01-10,Giornata n. 21,9.0,6.0,11.0,4.0,0,0,0,0,314.0,417.0,400.0,503.0,1.0,5.0,19.0,2,0,2,0,12.0,45.0,55.0
0,204,Cagliari,2,Bologna,1,V,2022-01-11,Giornata n. 21,13.0,4.0,10.0,3.0,0,0,0,0,354.0,482.0,294.0,426.0,5.0,5.0,14.0,3,0,2,0,19.0,53.0,47.0
0,205,Sampdoria,1,Torino,2,P,2022-01-15,Giornata n. 22,11.0,3.0,20.0,12.0,0,0,0,0,211.0,332.0,448.0,571.0,3.0,10.0,13.0,0,0,2,0,14.0,37.0,63.0
0,206,Juventus,2,Udinese,0,V,2022-01-15,Giornata n. 22,14.0,4.0,16.0,3.0,0,0,0,0,621.0,710.0,296.0,371.0,7.0,6.0,14.0,1,0,2,0,10.0,66.0,34.0
0,207,Salernitana,0,Lazio,3,P,2022-01-15,Giornata n. 22,7.0,1.0,15.0,8.0,0,0,0,0,267.0,338.0,841.0,917.0,3.0,7.0,12.0,2,0,3,0,16.0,27.0,73.0
0,208,Atalanta,0,Inter,0,N,2022-01-16,Giornata n. 22,12.0,6.0,11.0,3.0,0,0,0,0,306.0,412.0,597.0,699.0,6.0,4.0,15.0,2,0,2,0,12.0,37.0,63.0
0,209,Sassuolo,2,Hellas Verona,4,P,2022-01-16,Giornata n. 22,14.0,5.0,20.0,5.0,0,0,1,1,378.0,489.0,291.0,394.0,9.0,7.0,6.0,2,0,4,0,18.0,55.0,45.0
0,210,Roma,1,Cagliari,0,V,2022-01-16,Giornata n. 22,14.0,6.0,8.0,2.0,1,1,0,0,475.0,579.0,334.0,458.0,1.0,1.0,15.0,3,0,4,0,20.0,56.0,44.0
0,211,Venezia,1,Empoli,1,N,2022-01-16,Giornata n. 22,14.0,3.0,18.0,6.0,0,0,0,0,333.0,434.0,347.0,439.0,6.0,5.0,16.0,3,0,5,0,19.0,50.0,50.0
0,212,Bologna,0,Napoli,2,P,2022-01-17,Giornata n. 22,12.0,5.0,14.0,5.0,0,0,0,0,349.0,438.0,579.0,678.0,1.0,4.0,10.0,3,0,1,0,11.0,39.0,61.0
0,213,Fiorentina,6,Genoa,0,V,2022-01-17,Giornata n. 22,21.0,11.0,3.0,0.0,0,1,0,0,716.0,787.0,214.0,288.0,4.0,0.0,12.0,1,0,3,0,19.0,73.0,27.0
0,214,Milan,1,Spezia,2,P,2022-01-17,Giornata n. 22,24.0,8.0,10.0,6.0,0,1,0,0,448.0,540.0,274.0,367.0,10.0,1.0,13.0,2,0,5,0,18.0,60.0,40.0
0,215,Hellas Verona,2,Bologna,1,V,2022-01-21,Giornata n. 23,14.0,6.0,8.0,2.0,0,0,0,0,360.0,490.0,247.0,373.0,7.0,2.0,21.0,2,0,4,0,9.0,57.0,43.0
0,216,Inter,2,Venezia,1,V,2022-01-22,Giornata n. 23,24.0,12.0,3.0,3.0,0,0,0,0,639.0,752.0,219.0,311.0,6.0,0.0,14.0,3,0,4,0,10.0,71.0,29.0
0,217,Lazio,0,Atalanta,0,N,2022-01-22,Giornata n. 23,9.0,1.0,6.0,2.0,0,0,0,0,639.0,741.0,384.0,468.0,4.0,1.0,10.0,0,0,3,0,17.0,61.0,39.0
0,218,Genoa,0,Udinese,0,N,2022-01-22,Giornata n. 23,10.0,2.0,2.0,0.0,0,0,0,0,220.0,380.0,205.0,351.0,10.0,4.0,26.0,4,1,4,0,18.0,52.0,48.0
0,219,Napoli,4,Salernitana,1,V,2022-01-23,Giornata n. 23,24.0,12.0,1.0,1.0,2,2,0,0,895.0,981.0,145.0,223.0,10.0,0.0,9.0,0,0,4,1,14.0,81.0,19.0
0,220,Torino,1,Sassuolo,1,N,2022-01-23,Giornata n. 23,21.0,6.0,6.0,1.0,0,0,0,0,341.0,447.0,335.0,442.0,4.0,3.0,25.0,3,0,3,0,18.0,50.0,50.0
0,221,Spezia,1,Sampdoria,0,V,2022-01-23,Giornata n. 23,7.0,2.0,8.0,0.0,0,0,0,0,275.0,368.0,439.0,557.0,2.0,4.0,25.0,2,0,4,1,11.0,40.0,60.0
0,222,Empoli,2,Roma,4,P,2022-01-23,Giornata n. 23,16.0,7.0,16.0,7.0,0,0,0,0,455.0,551.0,306.0,395.0,2.0,3.0,14.0,2,0,2,0,17.0,58.0,42.0
0,223,Milan,0,Juventus,0,N,2022-01-23,Giornata n. 23,14.0,4.0,8.0,0.0,0,0,0,0,392.0,497.0,478.0,559.0,4.0,1.0,18.0,2,0,2,0,22.0,47.0,53.0
0,224,Cagliari,1,Fiorentina,1,N,2022-01-23,Giornata n. 23,11.0,1.0,14.0,5.0,0,1,0,1,196.0,293.0,326.0,426.0,6.0,4.0,24.0,3,0,3,1,15.0,41.0,59.0
0,225,Roma,0,Genoa,0,N,2022-02-05,Giornata n. 24,23.0,3.0,10.0,3.0,0,0,0,0,406.0,520.0,181.0,316.0,6.0,4.0,10.0,3,1,2,1,23.0,62.0,38.0
0,226,Inter,1,Milan,2,P,2022-02-05,Giornata n. 24,12.0,5.0,10.0,3.0,0,0,0,0,318.0,396.0,375.0,457.0,6.0,4.0,22.0,2,0,4,1,14.0,46.0,54.0
0,227,Fiorentina,0,Lazio,3,P,2022-02-05,Giornata n. 24,9.0,3.0,12.0,7.0,0,0,0,0,446.0,522.0,445.0,520.0,4.0,3.0,15.0,3,1,5,0,16.0,50.0,50.0
0,228,Atalanta,1,Cagliari,2,P,2022-02-06,Giornata n. 24,10.0,4.0,7.0,4.0,0,0,0,0,515.0,629.0,305.0,406.0,3.0,1.0,14.0,1,1,5,0,14.0,61.0,39.0
0,229,Sampdoria,4,Sassuolo,0,V,2022-02-06,Giornata n. 24,10.0,6.0,25.0,9.0,1,1,0,0,262.0,356.0,450.0,533.0,3.0,9.0,17.0,2,0,2,0,15.0,40.0,60.0
0,230,Bologna,0,Empoli,0,N,2022-02-06,Giornata n. 24,12.0,2.0,15.0,4.0,0,0,0,0,448.0,560.0,279.0,383.0,3.0,5.0,11.0,2,0,4,0,15.0,59.0,41.0
0,231,Venezia,0,Napoli,2,P,2022-02-06,Giornata n. 24,7.0,3.0,16.0,6.0,0,0,0,0,306.0,397.0,672.0,780.0,2.0,6.0,12.0,2,1,2,0,11.0,34.0,66.0
0,232,Udinese,2,Torino,0,V,2022-02-06,Giornata n. 24,10.0,2.0,5.0,1.0,1,1,0,0,220.0,347.0,356.0,479.0,8.0,3.0,11.0,3,0,5,1,22.0,42.0,58.0
